,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)","Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
1943,1000000,-0.530327263474959,-0.6781357337391964,-0.2010240251911244,-0.7177467187041092,-0.6751036088005975,-0.598280764732941,-0.6447229531152687,-0.30970559615504767,0.501694403281725,-0.6365571374809366,-1.1950701431622905,-1.6076170517369044,-0.2336635825348513,0.9210221615230468,0.8357216071397154,-0.25926557451230425,0.25167825079339035,0.08983448200488166,-0.3053640949208787,-0.6379037958623242,1.4524727614642634,0.7804999448931952,1.011558657578318,1.077889007371835,0.31517065168893416,1.1043592544959575,0.16899108975817465,-0.5984743531326194,-0.31611871758315396,-0.1769949509478268,-0.1527126604158745,-0.37980686495636123,0.5203824906664628,-0.61902031392521,0.08650564188002453,0.29251573916915635,0.5347445003340106,0.038136524955980036,0.4574340088964312,0.5028549037292434,-0.7373246500808429,-0.37855387852288636,1.280414010530125,-0.46043953562122486,-0.6177868675786249,-0.6352701237378424,-1.057497859030972,-0.9091706029653085,-0.5109435627744842,-0.11585497395852841,0.7419623821298427,-0.4564262892327357,-0.17418017578017364,-0.718327986911126,-0.5730693150054879,-0.7036076560578346,-0.21119209220349297,-0.08017809272420641,-0.17006420073924283,-0.6606369567405732,1.9850442359130238,0.039223436733361795,-1.2388310315126498,-0.5468671618881985,1.2018099937327378,-1.1426068078740585,-0.7388478248131957,-1.200198247973271,-0.08384949795380757,0.30812158729758354,0.2953596143286634,0.7776730865335608,0.0472414464592632
2126,1001000,-0.29736228368616957,-0.5800404067700408,-0.1868337817460673,-0.6811725579197567,-0.6045299626212431,-0.5344960365723563,-0.610611387162307,-0.4371628730616545,0.6266187171491323,-1.1201606393882255,-0.996817055669052,-1.0880901028134864,-0.22950777762793792,0.9098038977703962,0.7366386220554548,-0.44237024723774754,0.2003903129195043,-0.07981411403555011,-0.37994935184079087,-0.6137501850195001,0.9093675834223639,0.7647693383666325,0.8222452245596078,0.7204504740868286,0.3426315493181739,1.0208171192341775,0.13472804110005276,-0.6104866051428166,-0.2659100813677737,-0.045957051499083655,-0.17768929257675553,-0.44977421821074687,0.6141114875135232,-0.5522058483841847,0.4875460996583094,0.18960170742351434,0.4609874694202691,0.05984098407046129,0.4352129777863621,0.19075083436892945,-0.7373246500808429,-0.37855387852288636,1.280414010530125,-0.4730613618251263,-0.6177868675786249,-0.5447036087322725,-0.8680816181305404,-0.7133162455390412,-0.5877307081425506,0.038490148159222054,0.7063721758454226,-0.5505178708245022,-0.34729598588651744,-0.7494073027651731,-0.5730693150054879,-0.7036076560578346,-0.21119209220349297,-0.08017809272420641,-0.17006420073924283,-0.5492017107587018,1.450283156166033,0.17295146891309499,-1.0846268542209467,-0.4488667343727225,1.0771058477616469,-0.8896225010288482,-0.6845182756589326,-1.077675994390797,0.1847168331864944,0.42542379083852594,0.2953596143286634,0.7776730865335608,0.04545282452750021
2306,1002001,-0.4452960673434021,-0.6945114672439928,-0.5040357687456088,-0.8559853014063016,-0.7212915983673281,-0.7431425467419192,-0.5070068516305513,-1.0664170606197008,0.8491927206717885,-0.7720270303405108,-0.7640094086897627,-1.0880901028134864,-0.22950777762793792,0.9098038977703962,0.7366386220554548,-0.44237024723774754,0.2003903129195043,-0.07981411403555011,-0.37994935184079087,-0.6137501850195001,0.9093675834223639,0.7647693383666325,0.8222452245596078,0.7204504740868286,0.3426315493181739,1.0208171192341775,0.1253227950119037,-0.6104866051428166,-0.2659100813677737,-0.045957051499083655,-0.17768929257675553,-0.44977421821074687,0.6141114875135232,-0.5522058483841847,0.4875460996583094,0.18960170742351434,0.4609874694202691,0.05984098407046129,0.4352129777863621,0.19075083436892945,-0.7373246500808429,-0.37855387852288636,1.280414010530125,-0.4128964372439562,-0.6177868675786249,-0.5447036087322725,-0.8680816181305404,-0.7133162455390412,-0.5877307081425506,0.038490148159222054,0.7063721758454226,-0.5505178708245022,-0.34729598588651744,-0.7494073027651731,-0.5730693150054879,-0.7036076560578346,-0.21119209220349297,-0.08017809272420641,-0.17006420073924283,-0.5492017107587018,1.3856207363534199,0.17295146891309499,-1.0846268542209467,-0.4488667343727225,1.0771058477616469,-0.8896225010288482,-0.6845182756589326,-1.077675994390797,0.1847168331864944,0.42542379083852594,0.2953596143286634,0.7776730865335608,0.04515487749099168
2499,1003002,-0.5450407108092408,-0.18820863519557895,-0.6516411189830004,-0.8223761703400188,-0.45039365674764514,-0.37315818718529925,-0.7215773624795276,-0.7254337862753256,0.35468199862061317,-0.5846038412981349,-1.2644048963090102,-0.647769436684989,-0.23882753843893723,0.950916204200634,0.5996695088451017,-0.6992356033148428,-0.08274414607485145,-0.29013245409756566,-0.406601343861851,-0.5530620472390684,0.18614577355630665,0.746473564716372,0.5958593330788361,1.0508991073980538,0.4023634784635825,0.9940418981874873,0.014577298687428035,-0.6288365753616664,-0.18207857789442108,0.10853108735519898,-0.24158597116400063,-0.5359654475438314,0.7173105352963738,-0.5775376156064258,1.0196435634637409,0.1437515003570813,0.3115315556285739,0.08744947566856673,0.16033931746661914,-0.21826581621393523,-0.7373246500808429,-0.37855387852288636,1.280414010530125,-0.31570046758680825,-0.6177868675786249,-0.4224938452019259,-0.6790431926299669,-0.4806119204433033,-0.6943473045443518,0.11256918660122853,0.6519796522604117,-0.6326961460865375,-0.40500987645035125,-0.7891504874447971,-0.5730693150054879,-0.7036076560578346,-0.21119209220349297,-0.08017809272420641,-0.17006420073924283,-0.2390507072311061,1.3856207363534199,0.23088396939614952,-0.8326582573983036,-0.2358026568018964,1.1066306991814563,-0.6617121534926004,-0.581641409305867,-0.9470346473941492,0.44443000078681477,0.5231403146817712,0.2953596143286634,0.7776730865335608,0.044816864845834026
2619,1004004,-0.26596574574547693,-0.3742119995678827,-0.6924885676055355,-0.6011227002776073,-0.6462095948443913,-0.4282166396173923,-0.6009372912777353,-0.4551703323658585,0.5274975028655617,-0.7944867339361544,-1.1078025201484265,-0.647769436684989,-0.227268861538481,0.950916204200634,0.5848348327440154,-0.6973638508061112,-0.1910636307860785,-0.29013245409756566,-0.38566001078748186,-0.5554901988129081,0.1761757877193366,0.7407802072494815,0.5987141048072866,1.1035318049284564,0.3978545727270998,1.0133318358454408,-0.02014713383480747,-0.621692425352028,-0.18207857789442108,0.11602213330054101,-0.24158597116400063,-0.5289631054004381,0.7173105352963738,-0.5917932092181575,1.027818274110914,0.1437515003570813,0.3214794976526554,0.08775406712133188,0.12704244646021026,-0.22992243862010245,-0.7373246500808429,-0.37855387852288636,1.280414010530125,-0.2721357219416313,-0.6177868675786249,-0.4224938452019259,-0.6790431926299669,-0.4806119204433033,-0.6943473045443518,0.11476378280880196,0.6481119809399459,-0.6222988418569109,-0.3724012476159551,-0.7891504874447971,-0.5730693150054879,-0.7036076560578346,-0.21119209220349297,-0.08017809272420641,-0.17006420073924283,-0.2390507072311061,1.3856207363534199,0.23088396939614952,-0.8326582573983036,-0.2358026568018964,1.1066306991814563,-0.6617121534926004,-0.581641409305867,-0.9470346473941492,0.44443000078681477,0.5231403146817712,0.2953596143286634,0.7776730865335608,0.04465514238780621
2851,1005006,-0.4672330378518177,-0.2577710497059047,-0.5216004438607051,-0.43005364844823235,-0.7752949316099984,-0.40715297742828405,-0.6108994879839441,-0.18473214552561573,0.5464497343100453,-0.8098825422339074,-1.063255978125307,-0.6033641564803522,-0.2647294519048491,1.0279642678311294,0.5038346107738955,-0.8425226027331044,-0.3994256393282972,-0.7251138294841311,-0.45434142692506857,-0.5521307696356704,-0.14670958721703573,0.7283121584905686,0.4209007489131248,0.9217456560900136,0.475218770447122,0.9514400312737165,-0.05060126975809205,-0.8022878498857361,-0.10653995889977194,0.2736331186123676,-0.37432777560822034,-0.5889868533363052,0.8220598930203502,-0.620672415369269,1.3523010278811929,0.016470532617123692,0.2117431361248271,0.0820166707097916,-0.04008438997477705,-0.4840109114896875,-0.8083256517153284,-0.30135888435183955,0.8988711213606941,-0.2929500931475137,-0.490792414480807,-0.3575206611688739,-0.5015024899116385,-0.32740979022596406,-0.7647926018263919,0.05117874876070629,0.6296736194080653,-0.6976608375368716,-0.4561046444424941,-0.8229153150153997,-0.8113918813406157,-0.7036076560578346,-0.21119209220349297,-0.7029713257044119,-0.17006420073924283,0.022115839772688207,1.7280949575242208,0.2620407462835716,-0.6389058009825488,-0.15230405527555663,1.300226165132103,-0.509522509162259,-0.5050367649198639,-0.9389155539799752,0.599606206257561,0.5955231280130113,0.2953596143286634,0.7776730865335608,0.044361662949569995
2886,1006009,-0.1433858057451456,-0.11650764134766761,-0.26144347188510053,-0.5492880249681182,-0.5021757552798575,-0.6767266865722514,-0.5758206398650153,-0.17460976835606407,0.741560621101909,-0.5860685016402939,-0.9655910570292854,-0.35942001429437503,-0.1538350578605085,0.8392590225823257,0.5253471987841573,-0.7022915537674819,-0.31679921153043145,-0.14340746935422816,-0.3643740401482931,-0.5233714034252206,-0.1101305125169852,0.7654414162364661,0.5616225130467378,1.3172799350956288,0.3713075713483777,0.9868813164361167,-0.10622134565964059,-0.4688679813066509,-0.1363546003048624,0.24263334891436122,-0.1648104616100381,-0.5749704172817692,0.7430080169955809,-0.43682416595673673,1.4007385681708917,0.20340889291789782,0.26094578803453994,0.121598611456324,-0.04028111790347023,-0.33169861652570726,-0.7373246500808429,-0.37855387852288636,1.280414010530125,-0.1026651118275374,-0.6177868675786249,-0.4214987171261497,-0.6039285948145114,-0.351179338035909,-0.6997811414653928,0.3153607761503632,0.5166012479311156,-0.6303130431777738,-0.4625553777893959,-0.7989307684179721,-0.5730693150054879,-0.7036076560578346,-0.21119209220349297,-0.08017809272420641,-0.17006420073924283,-0.23983440079469176,1.3856207363534199,0.322525247615722,-0.6015700784168739,-0.209095233902722,0.8837623748218423,-0.5436989818761615,-0.5644485222957415,-0.7606405916364397,0.5560564325722868,0.5648625852495072,0.2953596143286634,0.7776730865335608,0.042725771024695436
3075,1007012,-0.2421986923242479,-0.1841334851736531,-0.26643913209814174,-0.3021132868645227,-0.08372261131135553,-0.47261501562685193,-0.6981909805503349,-0.48018617899979876,0.8847983148427783,-0.8622354194607373,-0.9564384498002059,-0.35942001429437503,-0.15007170495862543,0.8392590225823257,0.523614071641001,-0.7022915537674819,-0.31679921153043145,-0.15102801053036538,-0.3518056843657017,-0.5160526031808176,-0.1394159671476197,0.7597697646152242,0.5616225130467378,1.3209380086512126,0.3677210097577568,0.9625968541876739,-0.10622134565964059,-0.4625096428053764,-0.1363546003048624,0.24772889903546186,-0.144299607369985,-0.5846277251221543,0.749966207983926,-0.4286761029392688,1.4007385681708917,0.20340889291789782,0.26094578803453994,0.12494789914581533,-0.05276275096428967,-0.34603778474604274,-0.7373246500808429,-0.37855387852288636,1.280414010530125,-0.04775786376174202,-0.6177868675786249,-0.4214987171261497,-0.5589256007402185,-0.3199593612125289,-0.7001468123729958,0.3153607761503632,0.5092693229416263,-0.6303130431777738,-0.46265633019677765,-0.7928790808265397,-0.5730693150054879,-0.7036076560578346,-0.21119209220349297,-0.08017809272420641,-0.17006420073924283,-0.23983440079469176,1.3856207363534199,0.322525247615722,-0.5704433753810828,-0.19332043941756244,0.8837623748218423,-0.5436989818761615,-0.5644485222957415,-0.7606405916364397,0.5713273845087583,0.5720249934059923,0.2953596143286634,0.7776730865335608,0.042398066954278835
3170,1008016,-0.34208749593262355,-0.06272518457205269,-0.47954748699446026,-0.8059468885198999,-0.6441557138691415,-0.43909084009152294,-0.656312443794795,-0.34052741387445223,0.5756928828381493,-0.3439385179947981,-1.048496148995849,0.0723874153538447,-0.06897437676379206,0.6086993220085087,0.5682746671014309,-0.3927432272388346,-0.3312160004560916,0.5457636523099602,-0.27620879554813427,-0.43318733913756996,-0.09845437628240578,0.8404969270304966,0.7081217711520357,1.5719425662354862,0.1464515808341443,0.976250664623018,-0.09056713920183031,-0.2232007071802071,-0.1382501835461273,0.20527332942391788,-0.024114616163752628,-0.6660249158416905,0.6652102892410496,-0.23675263155959214,1.4816250180779829,0.35459807255068054,0.3292175200210288,0.1685997569855088,-0.03962407329637055,-0.18353343923048357,-0.6115026882854232,-0.532147874441124,1.9698483695038105,0.29481165494856343,-0.7234414076074664,-0.5831008156021518,-0.6670109833159016,-0.2964904589867128,-0.5937642933892479,0.5759494613641556,0.4182313865472455,-0.5649435721141927,-0.4989910745379217,-0.7413547602603634,-0.3548384774082698,-0.7036076560578346,-0.21119209220349297,0.4888493803213234,-0.17006420073924283,-0.6290579041571377,1.0290992165818182,0.4270045238986344,-0.47967570569612905,-0.327113238692144,0.5617875646557102,-0.6234454814168185,-0.6629407836590001,-0.5695799556316822,0.47873053669889365,0.5464480362702616,0.2953596143286634,0.7776730865335608,0.04200612735263598
3245,1009020,-0.5185692457679933,-0.06152840409032405,-0.5341745871172359,-0.703945743116388,0.20205391370752204,-0.5701047589261732,-0.06741627752717484,-0.5120245669086071,0.4123791859208008,-0.24668228080220966,-1.0235064705077994,0.08157635938777136,0.039439482700450584,0.4908424918321474,0.5174559362709636,-0.2802842740784605,-0.2405185332074684,0.6450375122608136,-0.19135520742290235,-0.44030829751511713,-0.12297563147786666,0.8459498850502025,0.8739772315054283,1.6670523241332693,0.12098921816580405,0.9944444399497246,-0.12323404513573752,-0.04741074338237234,-0.1969299925124183,0.22202611674003994,0.05318408464829412,-0.6473040743906888,0.6540226911172998,-0.0990299153369768,1.4419821438321623,0.49732779250605835,0.33820287512754565,0.2683944450815463,-0.08569250358161808,-0.07939593756870407,-0.5597378104706326,-0.5072054030568021,1.9312140805138773,0.4471104907846422,-0.8455160571130572,-0.5301247601886605,-0.6174841860995466,-0.30058526342531217,-0.5433810675138958,0.7123070426455965,0.3580777214474113,-0.511290975424577,-0.40876742203594474,-0.7594443824854901,-0.20210848695391054,-0.7036076560578346,-0.21119209220349297,0.7185290255689787,-0.17006420073924283,-0.5940371982026967,0.8250614564021792,0.36622058593300466,-0.49510881980370997,-0.2949035004984079,0.3264752646410022,-0.591992576588792,-0.6532132104944713,-0.5221056148513097,0.503839224334995,0.5232700768017291,0.2953596143286634,0.7776730865335608,0.04187802476723046
3393,1010025,0.10179242957032633,-0.2444140198174366,-0.28205306183115453,-0.5773399362462986,-0.21833389251162588,-0.36738397614956914,-0.355911420170893,-0.6916322511055529,0.89663227901785,-0.38030343796367916,-0.704305490078995,0.5329711846991724,-0.04194772627427957,0.5267475274532667,0.6053359640930538,-0.19763025579842336,-0.4129753048847031,1.0168653276166828,-0.2743488345022894,-0.3548325219136524,-0.0708547893184914,0.9038059898281176,0.8278431325389504,1.7061348985408678,0.04970063790171288,0.9873711113667282,-0.01798833963765387,0.05238692020415311,-0.11105325233135495,0.14095946357629296,-0.03506200328572398,-0.7659372679439922,0.6027829504206355,-0.11561064858064662,1.5208144651876319,0.4611445903606024,0.36690616336684767,0.2104044878853607,0.0009739777374701657,-0.05636789697505752,-0.5223666476348291,-0.7055536104524639,2.540381499869465,0.5226916180674993,-0.6864489700897733,-0.7827893413688789,-0.8617870984972489,-0.2740713760763822,-0.5267544040868226,0.7959495412303852,0.4317650620289772,-0.5669218954097102,-0.5629715395635059,-0.7109059224802347,-0.0839557560165548,-0.8051086749557488,-0.3809303469648148,0.8776605438665037,-0.17006420073924283,-0.9509429186334275,0.8367911580952178,0.5693327353509607,-0.3363469020327032,-0.4198896538247193,0.40585169244840275,-0.699395127116205,-0.7642269264021241,-0.25655613967726854,0.4066961066536775,0.5422378006469055,0.2953596143286634,0.9343041511998912,0.04159774838238983
3475,1011030,-0.11410825841637116,0.2756376634411425,0.45037656066189297,-0.3040696772868784,-0.5623685257288366,-0.6081813049952395,-0.4699736495127838,-0.5582391925656159,0.8166503336704353,-0.17707479593874487,-0.7121180392390943,-0.6789845673993248,0.19392908422796035,0.06945868944499406,0.16519633961341704,-0.4235743821536591,0.4315565105750385,-0.07800358021834067,-0.13592575311501695,-0.7630901786144328,-0.3735383167041386,0.8894508726511855,1.0028464887614337,1.709748077783407,0.3218073460442722,1.1450251280382386,-0.361314579386273,-0.032169618682056735,-0.4622981260949673,0.4517820006525662,0.25178193827351236,-0.3770707276464887,0.7289392929754587,0.11796163416840164,1.0779630454631626,0.6122902104169802,0.08531046325596334,0.4535802260073285,-0.264730452172692,-0.08426974144582332,-0.5339143341618589,0.05843640701943996,0.7746751046339585,0.2633843681759589,-1.3694238342410483,-0.09407466013481233,-0.327483256863305,-0.4026869699284994,-0.5835461205511584,0.7662103689782365,0.06848342072465263,-0.28036479030108574,-0.0163903190522293,-0.9999453333949634,-0.47847803026918795,-0.5209686553679581,0.09191225615354714,0.46693902147071303,-0.17006420073924283,0.19721936954489447,0.8006505930713143,-0.1045823783061115,-0.7329175006582491,0.026638934689642967,-0.0682624787645807,-0.3576184296210222,-0.4015415047999134,-0.7575567675939071,0.7446288782530536,0.5317716047683577,0.2953596143286634,0.12860333023689446,0.032900828850629726
3701,1014049,0.09986731512064422,0.6574558072936318,-0.6533776006277223,-0.5774089696399936,0.18282132038692755,-0.5175783766487785,-0.4087237038466869,-0.41941558037328824,0.9086723066452039,-0.3039193971803166,-0.5844208678722519,-1.5762279791676437,0.4794769427482786,0.4418060190979474,-0.23175109089709817,-0.3831937665805931,-0.2388168810307196,0.19852877755295628,0.20472302076973464,-0.3628023186184042,-0.23523533044583156,0.455421795258054,1.01161527666587,1.7073838551209897,0.5481310862263069,0.8509960967764179,-0.222016837065513,0.005641755232922215,-0.3675791949514182,0.4346966314778487,0.42828454273580574,-0.1510936129422347,0.6681254055169239,-0.08185321156561262,2.0575071385672365,0.3948225111488382,0.2894557947659596,-0.09174097511749699,0.04896730146883036,-0.2704610612634725,-0.6653585536018589,0.28493607306509233,1.097127919622637,0.3315003946977001,-0.6246754481953225,-0.14429321837273176,-0.19602065095453225,-0.15309465404905873,-0.6666961615971841,0.2524758147465613,0.3522018076420058,-0.3703768245906009,-1.0299749312553401,-0.704080961601498,-0.49165756389231874,-0.31813641013676064,-0.42036987077623206,1.0094080068018298,-0.09264880945327235,0.03621654127694817,0.3430244888028979,0.4333635291274696,-0.04423585520081715,0.006980719537796769,0.26251944162089,-0.15718900989203569,-0.24464888192306253,-0.0075625169245795995,0.4586591042450207,0.6520719866984237,1.0482828616838964,0.46198313531173396,0.028452278128989983
3791,1015056,-0.060481054091091384,-0.03438660167331164,-0.40196432261212045,-0.5132087221536487,0.18512246463072907,-0.3010847437707905,-0.2719850725475533,-0.21188200539846133,0.8356897126214394,-0.34858707543819534,-0.5541363291434575,-0.03227050574839756,0.2885446695830363,0.3750414172331147,-0.06883744114433994,-0.48503772858450483,0.6595342765782771,-0.5144950682259224,0.039096778461686646,-0.32379224997008055,-0.18096344168215853,0.5638320777042588,1.0318616067016744,0.4825677525948519,0.16679829151919845,0.8945679244394797,0.1975703741384012,0.0394793667816524,-0.5538817304789507,-0.15668445943747858,0.1916383258172859,-0.42978513952693537,0.9394914273885507,-0.5079982766650972,0.8664645296821386,0.2071481282461013,0.5391510463490544,0.3217787574922694,-0.3938868186181229,-0.7834743021513629,-0.6159228028059827,-0.39616679910687275,1.3439440819227915,-0.0036584965725298224,-0.15074966237082665,-0.4586495247561068,-0.1732336543123995,0.29010462321208913,-0.08172407125976955,0.3873922225366066,0.040029553679276776,-0.3823454276497692,-0.7326558168955168,-0.7839781034743902,-0.12454751902945069,-0.4371587262110188,-0.29764725406894255,0.0382419161632831,-0.4442671976909999,0.022861283573965108,-0.05736291684549938,0.2897767873640987,-0.062385664454490786,-0.23401490705931252,-0.6512737653456029,-0.31138359830138207,-0.3888127305171198,-0.05488129858451905,0.6852032885337336,0.8316900804642048,-1.0099708447289841,0.020923049971169158,0.025291508834358826
4180,1013042,-0.11780729169839498,-0.12309337372258557,-0.11748900230385688,-0.7478284205564713,-0.30469723676678373,-0.24596394189088647,-0.5540972490518129,-0.3164263256814222,0.7357052381344895,-0.6608376902496442,-0.9999751203748382,-0.31941515687676714,0.32219946038433017,0.1333434837907496,0.7490652499819045,0.3060133491716022,-0.5663897438118126,-0.13358194415866495,0.1844201191824552,-0.6375471746387973,0.0663616716076156,0.9587497744117119,0.6253734805063103,1.2607926851510372,0.15381493540016222,1.140950792035615,-0.5120031635429306,-0.6240855330165852,-0.6668158446962457,0.057601557063591616,-0.07511899562308676,-0.15838017337096172,0.8164510238126891,-0.6862264398799222,1.4564317402129008,0.23991059859269023,0.2101502987218339,0.2060796860804337,0.3616052720569599,-0.8464569109989908,-0.4526970476781435,0.36165563718139504,0.7875365213280492,0.4179695772936098,-0.0917805712286492,-0.6591478977067986,-0.5436698131132117,-0.36647797702780704,-0.39651560654567775,0.45402313645967324,0.04848056223302583,-0.9856186612868416,0.05394043885613932,-0.42536027858554537,-0.6318628091140395,-0.2874388038440464,-0.32101314727785624,1.524903560736148,-0.20057984934534673,0.11642126082357575,0.08931610331530257,0.15464045525899628,-0.24048150529008916,-0.18574721307233502,0.2687836899789481,-0.2200596019563474,-0.5696910078247447,-0.2253034589558927,1.248696965550093,0.49563528616067554,0.1420759710099535,0.12006646185982542,
4336,1012036,0.2056959010459461,-0.012980902756083898,-0.21018344854651005,-0.6995159698642965,-0.6230739686591577,-0.4040338544120373,-0.7247827178410752,-0.5109073697930433,0.93301642323837,0.008591375878830272,-0.6886498974022612,-0.299451328758838,-0.1395797599877733,0.4778074593874381,0.4612174499238945,-0.24695359166774852,-0.2264335303543234,-0.29119257680198063,0.32305369420869334,-0.271963783642176,-0.011799970067463266,0.4969173638310996,0.8937432187476789,1.4562383921285371,0.25539462517858474,0.6996182170219162,-0.3879074955710919,-0.4395158906007544,-0.19446506965276114,0.0777825551072068,0.3600586955854536,-0.8626722569756148,0.868292040083719,-0.2116171630518116,1.564861174934367,0.605615142502278,0.878891368828772,0.12186871719326364,-0.16664764414454142,-0.21410350728753152,-0.8862602941129161,-0.4836885201541559,0.5539939802460422,0.45468126547536253,-0.4441049514386963,-0.7040010757696377,-0.30744795779275524,-0.12867118238080721,-0.5292271081546368,0.14682736928927542,0.37536613265537877,-0.5188072864708065,-0.17922779614926113,-0.5670357971253189,-0.01650244915416381,-0.38876599749519936,0.06385515023642008,0.2518178121022278,-0.16225954149634358,-0.019911327485459235,-0.17117038067496831,0.020824491216956398,-0.46066345561787075,-0.1524972997592097,0.2071289184027765,-0.30401398363205717,-0.7793237364064076,-0.9357049907800241,0.6796980988697687,0.4274950565723375,0.2953596143286634,0.37113204330447797,
