,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)","Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",y
1868,1000000,-1.157388545031914,-0.9439800228505595,0.08662877071197146,-0.15164474714128884,-0.42396343549689425,-0.20226477491136563,-0.5766905438542879,-0.8756035354352744,0.4214584197105607,-1.2033370222934177,-0.31811185758967664,1.6004090249268144,-0.29142035021026497,-0.21760112788243385,1.9101800398913904,1.8809097248065174,-0.49614774796410144,-0.9659162064820896,0.10862470529559703,-1.0661273920934262,-1.3127312562312146,0.5278439883049328,0.23290992422728904,2.404662248440832,-0.6104888046533721,0.7243472468795912,-0.3102673137734803,0.6079167809081115,-0.17040053620223658,-0.19244091962499552,-0.6021117983255649,-0.6056353897265538,0.23530308342552664,0.8844847778269395,-0.6519873576654714,0.3118961149109038,0.039959711693292176,1.6860102761192246,0.7645426994717369,2.070503664721747,3.343511522677093,0.3821249374660852,-0.8387279841696456,1.7921290397651553,0.8405125849304824,-0.6081172568655487,11.801224758946963,-0.6857520177622962,-0.2378371539253164,-0.9377961160617446,-0.8753624744127797,2.2061496483638217,0.3242308560787194,-0.30770570576235073,-0.3528538349835789,-1.5720262796726459,0.03405349207782926,2.4405313239581004,-0.2669636133473095,-0.22132191223026554,0.24411492366682871,-1.211168638705159,-0.38793474599907607,-0.688489891508877,-0.06590361744329107,0.04130637037964413
1985,1001000,-1.0783615265911541,-1.0447229927754231,0.5049084962404121,0.2895586019251025,-0.5905619497214967,-0.7748923734900474,-0.4155402527675436,-0.676179430337066,0.5131705348211802,-1.0943596773868276,-0.34832504994816765,1.6004090249268144,-0.6705701650470813,-0.1416026330236736,2.041567443368881,1.9587622951023815,-0.46037062125578054,-0.9653237481400047,0.017999350024641092,-1.0583178458928588,-1.2664465303824775,0.19684101874496973,0.37446374691879797,2.325823376961327,-0.38212107167029485,0.7102602134523431,-0.12855667036822868,0.6717223039119099,0.029643416761568543,-0.21723351065792862,-0.5065378826557405,-0.4585325913549875,0.06049182134526501,0.8847580334249057,-0.5354407650132326,0.16028646310710923,0.10143710772368836,1.5296043780765896,0.806825399827879,2.1056724356750323,3.309869572617667,0.6073578455839082,-0.7367397155205332,1.86831677106298,0.8405125849304824,-0.506429941615175,11.108394182829363,-0.6857520177622962,-0.2378371539253164,-0.9259842106988397,-0.6994560669614901,2.050693484207719,0.22852989079547328,0.11387684212478545,-0.2940526203303794,-1.5720262796726459,-0.3701933635083398,2.4405313239581004,-0.2669636133473095,-0.45687440555058983,0.0685249798346233,-1.0125637081359975,-0.5199460146626238,-0.7566391784806005,0.6598426651287216,0.038851766210145966
2216,1002001,-1.3362978209560938,-1.332484282484363,0.13066898018534262,0.19828918929111125,-0.8890144066209176,-0.0033236107504561073,-0.3988043200210091,-0.6495659881100655,0.4289140350573634,-1.3367541867872132,-0.6887628863800614,1.6004090249268144,-0.6705701650470813,-0.1416026330236736,2.041567443368881,1.9587622951023815,-0.4689786656067884,-0.9653237481400047,0.017999350024641092,-1.0583178458928588,-1.2664465303824775,0.19684101874496973,0.37446374691879797,2.325823376961327,-0.3831243105042404,0.6998953436548538,-0.12855667036822868,0.6717223039119099,0.029643416761568543,-0.21723351065792862,-0.5065378826557405,-0.45581972432561235,0.06049182134526501,0.8849367679207266,-0.5477813249448594,0.16028646310710923,0.10143710772368836,1.5296043780765896,0.806825399827879,2.1056724356750323,3.309869572617667,0.6073578455839082,-0.7367397155205332,1.850756188853428,0.8405125849304824,-0.5078353588193952,11.108394182829363,-0.6857520177622962,-0.2378371539253164,-0.9259842106988397,-0.6994560669614901,1.9852211658658208,0.22852989079547328,0.11387684212478545,-0.2940526203303794,-1.5720262796726459,-0.3701933635083398,2.4405313239581004,-0.2669636133473095,-0.45687440555058983,0.0685249798346233,-1.0125637081359975,-0.5199460146626238,-0.7566391784806005,0.6598426651287216,0.03851432994510606
2428,1003002,-1.0328230242644045,-1.2067939887755703,-0.38410618868798907,0.0750438849290655,-0.46530611566844654,-0.2725044208548818,-0.7547455710509678,-0.4310713259008824,0.42936923323789045,-1.3259508773012065,-0.42437601164484123,1.6004090249268144,-1.2859063874562273,0.012628113667621937,2.0295469444490895,1.9416088076505207,-0.4368762520623097,-0.8698197977627197,-0.08503245505876868,-1.004069176570482,-1.174271407374957,-0.20580355593424626,0.49823897480791096,2.0914710254692537,0.13792582653776017,0.6398483105524484,0.13014429163481972,0.7862497498660797,0.3193422855716025,-0.27703717547357043,-0.3690574134861066,-0.1201788069069864,-0.39553456446119734,0.9048552123356294,-0.41869770466397666,-0.0025887356288082984,0.22587627870505242,1.3551726062108331,0.9589846294353215,2.2184056876370333,3.6348661073939432,1.271940755364061,-0.602169258948981,0.8379175327593613,0.8405125849304824,-0.3218084582211877,11.724969863803414,-0.6857520177622962,-0.2378371539253164,-0.8944857963977582,-0.3070494657239987,1.4491028813489486,-0.10407319989271581,0.6842754428244281,0.189642969848027,-1.5720262796726459,-0.8442283506573198,2.4405313239581004,-0.2669636133473095,-0.8854286029045265,-0.10322108570607452,-0.9206735181842572,-0.6904643249164174,-0.7813001943980133,1.7338830593886565,0.03808730798466686
2683,1004004,-1.1340593020177743,-1.6143461758793738,-0.0016831925940497439,0.23421799496330267,-0.8403593674865393,-0.07638127845555247,-0.28202876608055355,-0.8120828981245469,0.5578039184432974,-1.1453783740337398,-0.13089558100605822,1.6004090249268144,-1.272351184145027,0.012628113667621937,2.0295469444490895,1.9416088076505207,-0.43228257174481854,-0.8698197977627197,-0.11142374377885954,-1.004069176570482,-1.1695235824421482,-0.243980414181689,0.4873453258209217,2.0914710254692537,0.13017615425489035,0.6259197467796139,0.1496188119407872,0.7743434018582087,0.3270738631203453,-0.27703717547357043,-0.36305387321720867,-0.11514578370428,-0.38907806189793454,0.9001153075357342,-0.41869770466397666,-0.0025887356288082984,0.22587627870505242,1.358946171549096,0.9691077683208397,2.2184056876370333,3.6348661073939432,1.3339264647122318,-0.602169258948981,0.8379175327593613,0.8405125849304824,-0.3317542817175815,11.724969863803414,-0.6857520177622962,-0.2378371539253164,-0.8944857963977582,-0.3070494657239987,1.4491028813489486,-0.14241421715781813,0.7042098532680926,0.23653704583756013,-1.5720262796726459,-0.8442283506573198,2.4405313239581004,-0.2669636133473095,-0.8854286029045265,-0.10322108570607452,-0.9206735181842572,-0.6904643249164174,-0.7813001943980133,1.7393910943508106,0.03785550534448502
2730,1005006,-1.0697065189456327,-1.2385065563870907,0.791114040048134,0.5978566054638174,-0.4233620650787045,-0.6639211094838315,-0.2625972803127236,-0.3536292107653671,0.30115052937524917,-1.5098086845091598,-0.4623448735084175,2.043504166977345,-1.7206443839961154,-0.03146780995206023,2.2760403518040064,2.0289019583827166,-0.42926771974643746,-1.1744805775503238,-0.22172731972702053,-1.057374422347248,-1.112250532762556,-0.6369110919366651,0.629102682797177,1.907427731404107,0.5546933229151304,0.6145041415200165,0.25212608188532065,0.8612824154244642,0.6343185438256358,-0.2672117206000806,-0.2622646955119938,0.09391551892625519,-0.6139846793718318,0.9130182982266232,-0.3604265556724228,-0.05781391143450722,0.3099407468542664,1.147246269139266,1.095323633400959,2.326715600999017,3.726093927585784,1.731609404550985,-0.5144705400138444,0.3145727091521803,0.7283263755875351,-0.27592636294017836,12.29070237761161,-0.6857520177622962,-0.2378371539253164,-0.8721744196011598,-0.1987993688308976,1.321510647137698,-0.3004817092193059,1.0134980765486028,0.3292898252398134,-1.5720262796726459,-1.1115528146398201,2.276025691143019,-0.2669636133473095,-1.2416890487872587,-0.14621704347112097,-0.9240117951059721,-0.7586267248116716,-0.7610222912659724,2.3231052986943355,0.037541614591086285
3055,1006009,-1.1958089142978652,-1.0432811871050531,0.6872040787924386,0.662307755170085,-0.4445472324664533,-0.2908861553828666,-0.354340768378843,-0.10909237093776232,0.16036277006714322,-1.4709874606724955,-0.8110223085943158,0.263176564254586,-1.1188810616295348,0.12939550980051046,1.898623673110593,1.832326399606318,-0.45208369745574845,-0.5575103216892313,-0.10496847899358552,-0.9441918694129353,-1.1610380748946512,-0.3460123974853733,0.5126196972062537,1.8648992009533665,0.2215522200080696,0.6034878744520984,0.21852998886676858,0.7474007686626039,0.28044168280959975,-0.29859412531577123,-0.25661379684101093,-0.08982380320873648,-0.45066238527396796,0.8830401078827363,-0.3914177027760886,-0.11476488026125038,0.25784307316228827,1.3670464471875814,1.0974574200551441,2.316283349377031,3.6730383594318368,1.623975270141684,-0.36708823330290025,0.9002796411990748,0.8405125849304824,-0.319170404253043,10.85453439356035,-0.6857520177622962,-0.2378371539253164,-0.8944857963977582,-0.3070494657239987,1.173545357479003,-0.29541880668142867,0.794763921666507,0.5204868782179413,-1.5720262796726459,-0.9568947422353986,2.4405313239581004,-0.2669636133473095,-1.4395177998269475,-0.18278416038294282,-0.7589777683954086,-0.7029144507598944,-0.9844984890199966,2.094274850299123,0.035228762047167635
3088,1007012,-0.8701956837450145,-1.4753499411580728,1.6741318531221643,1.1374931297981494,-0.6315997194010916,-0.32798717214841644,-0.41847009852805533,-0.5723783931695655,0.8804018846132288,-1.2828463268577628,-0.488774056837422,0.8567540925724358,-1.1188810616295348,0.1618250371531832,1.874288576080499,1.8283915179576729,-0.44969280288452823,-0.5611298809079092,-0.14150232026170786,-0.9291869431187493,-1.131331148601496,-0.3670850667450721,0.5126196972062537,1.8648992009533665,0.2447145568934981,0.5851898401249283,0.2344004752438629,0.7373765848189276,0.3082024090446603,-0.29859412531577123,-0.23589281779093615,-0.08664228683231062,-0.45477195824074557,0.8781050885101209,-0.37536325539167215,-0.17710790113769384,0.2561589702843114,1.3180477102858448,1.095519431237139,2.336011743113085,3.6730383594318368,1.6615280297552575,-0.3551464570863601,0.8643422410587434,0.8405125849304824,-0.319170404253043,10.724036454787024,-0.6857520177622962,-0.2378371539253164,-0.8944857963977582,-0.3070494657239987,1.173545357479003,-0.32804631610541407,0.8211464815585932,0.5520384706775362,-1.5720262796726459,-0.9568947422353986,2.4405313239581004,-0.2669636133473095,-1.486165456880219,-0.17149906779561191,-0.7446006456202021,-0.7029144507598944,-0.9956693461955983,2.136246612106956,0.0348310619308001
3193,1008016,-0.994367347122579,-1.2647815599813423,0.651614417512626,0.27686177269338463,-1.0562149392356392,-0.4857095760959685,-0.03274540329277527,-0.41458397033193944,0.8442084619780483,-1.1978359305891009,-0.8081471842382432,0.6586957865753129,-0.19664664305884103,0.370940261396558,1.5952008016699233,1.5355004979433684,-0.6801938728095296,0.14006453395597623,0.020821362829793553,-0.7703840348022556,-1.1840917097341184,-0.002451565109610643,0.4606671188928831,1.7847308580990957,-0.10118109835428939,0.6231634424071549,0.07228480857118288,0.531925320745884,-0.08777694774765082,-0.3977125855897987,-0.19214303066050142,-0.3763618711987638,-0.2742259740243796,0.9067811818241421,-0.5544698038132689,-0.3859961410600261,0.1990375450484581,1.5354084630610174,1.1221243940555496,2.302571327799323,3.6142076001657597,1.690663586950468,-0.2106865248780127,1.613016731234592,1.06747483646536,-0.419420649013801,9.171750191829174,-0.6857520177622962,-0.2378371539253164,-0.8944857963977582,-0.3070494657239987,0.9875411488396076,-0.3118979370538484,0.5244153180225044,0.8208276199322687,-1.5720262796726459,-0.6385347202439735,2.596580666442535,-0.2669636133473095,-1.7629585388248605,-0.3025256830083262,-0.5374853131139183,-0.4670643692682901,-1.1804944981764203,2.1145046846871445,0.03442863823658726
3247,1009020,-1.3448193816363352,-0.8488929565090093,1.3186900619166408,0.8065381662113463,-0.48551614488371514,-0.9012543108238024,-0.08920782419004729,-0.07731161249043832,0.18383178977932646,-1.4555351551314761,-0.4261390410395002,1.4558176284696267,0.4599975239419713,0.49003552856792093,1.4457790615070885,1.4565389663209825,-0.6124400014393585,0.3996390285382693,0.00913789289053848,-0.7611252262626981,-1.2204197976285818,0.019980449811785258,0.37975711924050093,1.8202634022202315,-0.19645711538181282,0.5167281337192097,0.09570914581512907,0.4649600748073239,-0.22676575869696017,-0.29108086605300837,-0.19150467492354104,-0.45180621982557656,-0.13862592476710064,0.8445305211223713,-0.46074551477980386,-0.4850344397437219,0.1529685113918704,1.5602672911380193,1.081918473038411,2.387402663224533,3.5884428932071732,1.5750602792477217,-0.03624832754860176,1.8826595540300732,1.0572172257699466,-0.4278101354493477,6.7000915562995855,-0.6857520177622962,-0.2378371539253164,-0.8944857963977582,-0.3070494657239987,0.8178367025151979,-0.34559063896777303,0.46165595167421414,1.0398798580130864,-1.5720262796726459,-0.583643653026788,2.6182018391397692,-0.2669636133473095,-1.8849861602745144,-0.1746899964874471,-0.4765308868186565,-0.4381744374256196,-1.335040072951781,1.8906900747653426,0.03412645573977492
3346,1010025,-0.9419856214881448,-0.8496804596494201,0.8084078844722165,0.6306426895048924,-0.4191166692407794,-0.4003132546525011,-0.3237249268099027,-0.43092689455899813,0.5740385878599759,-0.8278307232002426,-0.1464238514665941,1.472915965385069,0.05288334402444756,0.5494078129462033,1.4038910567709562,1.4187123333529175,-0.9094782820901897,1.01675196889932,0.2291717999715947,-0.6603671515560131,-1.244151935594113,0.23126391195729054,0.4292850738995978,1.6211122212102842,-0.19725375371049492,0.7094381472255826,-0.10029928044659284,0.4808171115854939,-0.35562984815514176,-0.5150078712851488,-0.17476512125112398,-0.5958930152795862,-0.20365289706190873,0.9884817016845743,-0.7497886174585036,-0.4929977446060323,0.1512701211991187,1.6000811707542102,1.1692263078965437,2.23382555846079,3.60843240905363,1.8044482975390082,-0.15332070949297535,2.394224070751761,1.244149674530438,-0.5167640769932441,6.320370597004504,-0.5995382914160243,-0.19149355218382774,-0.8944857963977582,-0.3070494657239987,0.9171536718346656,-0.2694271341201406,0.33910906851203704,0.9401742553642047,-1.5720262796726459,-0.47483277065697166,2.7636798864068757,-0.2669636133473095,-1.795275212676541,-0.4191891584976087,-0.43088005104339044,-0.35198865327442086,-1.304625679444861,2.277809616569725,0.03375033465565125
3435,1011030,-0.885748353793783,-0.8788342929458961,0.503641166174773,0.45907260152208323,-0.8625993511183025,-0.4104626158005034,-0.10923632155643798,-0.7002038858936713,0.30007797183913304,-1.2018021042483786,0.2739740311230668,0.8637538289912299,1.6925755346567455,0.2517060929615318,1.5393616059612618,1.4461284317639322,-0.16451482248517324,-0.09751791847982724,-0.1052464674191635,-1.0149461673882811,-1.3063315294550988,-0.3917651743751421,0.18907212962327818,2.214255436474623,-0.3980668473601042,0.208277737653731,0.4183162350057682,0.4427496283084638,-0.20668629356970922,0.20093280354534956,-0.29151661283004987,-0.19659221406345206,0.08680965479983846,0.6097358574393285,-0.06691897980995978,-0.4675479596095816,0.2037930829574948,1.839441678471618,1.045394541477787,2.4367769150955882,3.3570531219918167,1.163088285188405,0.2758710366318485,1.627307451787167,0.624414850975939,-0.22758109258685183,6.645430380390974,-0.7571860747064636,-0.2899052189112255,-0.8944857963977582,-0.3070494657239987,0.4731954577317982,-0.5494250301184105,0.8118659935045025,1.3625778272112863,-1.708902344130367,-0.7470612464349308,2.291021006261725,-0.2669636133473095,-2.11102645885465,0.24578568281004287,-0.5970090426557298,-0.7890531238976398,-1.45760533145476,0.6031939622189675,0.024167632829951047
3550,1012036,-0.9922177013837084,-0.5232613702114577,1.2566361438766458,0.559446991010926,-0.6344998570948749,-0.36981240833677426,0.15556973885747769,-0.06548861044274973,0.5981801001192283,-1.012911744217512,-0.43735534312215735,2.157285128097126,0.3925846981687506,0.5931370559343844,1.504595089389825,1.6841656423742686,-0.37660301940309177,-1.1468941674159852,-0.8047213264074619,-0.9338600350411117,-0.9413946775667775,-0.7410399336744821,0.436045460716817,1.5791536848781595,0.5476280396180571,0.18786664558595156,0.033167807842782525,0.10670758872430913,0.5236176196742768,0.10555003257680075,-0.08408732207369479,-0.48271684952760374,0.029824435086648664,0.8864487558214326,0.15073501155535318,-0.5026543156934765,-0.002142860256131029,0.8693646610902813,0.6676432585714868,3.056923351524427,4.034763756130641,1.3209439278054265,-0.241639173342639,-0.00474096725141369,0.6673148784780402,-0.6091322182792607,6.768040812865967,-0.8051078491012856,-0.31438210847993686,-0.8944857963977582,-0.3070494657239987,0.4721602466510709,-0.49145687952091555,0.3518582915398026,1.2247257879961688,-1.3599296991762444,-0.9271337106728557,3.2221264899363424,-0.2669636133473095,-2.5537047648938245,0.8083695530333709,-0.4923124999448305,-0.4975930267321051,-1.2470327502889633,2.032684472948371,0.024147790404644875
3622,1013042,-0.6740876670242856,-0.9114618935254065,0.3205314787070134,0.8705336624417055,-1.1607055352885656,-0.42884878401649557,-0.27092604831823847,-0.43885768205083536,0.6323729963418202,-1.4081447160908804,-0.6890874731947301,0.7516942390233551,-0.09313640270460338,0.63243612169717,1.1439328439550591,1.199336818181909,-0.057540294831594646,-0.42840911826483874,-0.6181039859558092,-0.5804157914887583,-1.2540895821386497,-0.5257894746800031,0.36161018500059144,1.5661195662530862,-0.020976969089575373,0.34592613181472637,0.483257005081236,0.8864893588135893,-0.23637668775942872,0.16117751466309588,-0.3878120062995422,-0.44655957090526105,-0.08796906472274024,0.637733809196166,-0.13078582959220023,-0.3616036370981354,-0.20558787128755918,1.4234348144562663,1.1027876443739824,2.457080082634671,4.531987230776159,0.748611649701488,0.47407954350165027,0.9180859062926647,0.524845708257206,-0.33057887275112385,5.276327820280576,-0.5628147492217845,-0.3685979692767797,-0.8944857963977582,-0.3070494657239987,0.7573249148081542,-0.4297610530143639,0.887454893246818,0.6111150589316869,-1.5872101260599987,-0.6866707863676342,0.24479087773436164,-0.2669636133473095,-2.5288556078071807,1.001297681800634,-0.5423832373320197,-0.3563118222729733,-1.6655474344779042,1.4417394819419214,0.016542611543030942
3772,1014049,-0.8947064354346179,-1.4392254956067654,0.8782315306628854,0.5793214650828329,-0.8782015960664259,-0.55530382651043,-0.6071245009036913,-0.47454146007864906,0.8544658357723063,-0.865631937404375,-0.06653407618364307,0.48055749782317553,-0.18446928675999832,0.7019729759093071,0.7665836047979376,0.9083668223214743,-0.41646375602781716,1.0298258633135058,-0.28232761575528514,-0.9397835297777312,-1.3777805890476322,0.215697771335068,0.1879331405264185,1.5607152877135424,0.08571714141772682,0.24469820111808654,0.25931411074368105,0.23476319533193507,0.19294463070233062,0.5358541938340446,-0.48416577813524275,-0.9955039106458602,-0.44048276187632546,0.771872327114644,-0.6714810328146192,-0.22660631622186336,0.5309266371303554,1.2179860008129986,0.5719544121744422,2.338834647470041,3.8009731471993877,0.4405678670982093,-0.015239436354334671,-0.36652262867683866,-0.29611664440940716,-0.0813620716829285,4.996743735484454,-0.5884844375624699,-0.2452523226979326,-0.8944857963977582,-0.3070494657239987,0.9104234230439902,-0.7393498173299526,0.4730678967264801,0.7163454627196832,-1.3141143238325792,-0.9293512206882982,0.9665357500670871,-0.2669636133473095,-2.840047483653981,0.613907947460771,-0.3989593384872486,-0.4314594887979724,-1.2671390543993384,2.325106084773486,0.016351768796064814
3914,1015056,-1.1079652629961791,-0.800570542334192,0.9971803455280459,0.7096106539308773,-0.9036839393631672,-0.34335324631278524,-0.28570950478791246,-0.43558242984954604,0.852139018705738,-0.7382755797071354,-0.08591261078597678,-0.12466268940377656,0.39649023016696444,0.10878287296522489,1.107386786396678,0.7720055509002045,-0.508584470950909,0.37827247484405235,-1.1560057642234647,-0.6447814236096597,-1.061829314406583,-0.4782796981272134,0.14173093724378596,1.255367300435486,0.4590329828541667,0.6387307775175738,0.7648111303257931,0.13715330255443775,-0.25099768866900446,0.256104078320225,-0.7835030527817795,-0.6863484015076627,-0.25380965026483593,0.5879295466101115,-0.507506666455321,-0.4227357135602522,0.19252382728431436,1.4414079045853059,0.28141604703760853,3.369337771125978,7.125583127251688,0.7877955265471526,-0.6499891587246095,-0.28691640079462793,0.6751400751224329,0.510200435720368,2.68797675086221,-0.11664367676405496,-0.24703385945270767,-0.8944857963977582,-0.3070494657239987,0.3395752932140338,-0.3766989160828956,0.6041491070974546,0.6496264100805433,-1.1079379310915005,-0.5785782581735273,0.2660747560397645,-0.2669636133473095,-3.1724681942078448,0.7187309421882648,-0.4852785159610791,0.13594981717489915,-0.9044373428799058,1.370618361159747,
