,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Gender Inequality Index (GII),y
1863,1000000,0.165217321428615,0.28561679977817067,0.2563694992234772,0.026485273462200774,-0.4919877063933519,-0.45352230751688233,0.0425651405917043,-0.5289050081763089,0.46866987869284893,0.4476495092014341,0.5987506974467361,-0.44093499938710395,-0.26334281032697565,0.05350728924778801,0.033494175816884034,0.10112883085456434,-0.4920541805716004,0.28801048046147537,-0.669508136998112,0.4908030004185405,-0.07791639762430484,-0.12470491107093389,0.42381921751457163,0.5789939607191174,1.9559605597159777,0.23003084472236543,-0.03897843922669649,0.4027053640173545,-0.8463361722911433,-1.6345460627869501,-0.8268332665273854,0.5385478881811668,-0.9336879169688346,-0.567717820492155,-2.845540219834542,1.5965987820819145,0.7279467233196295,0.03702062506096689,-0.06714832316767155,0.5710281346814554,0.5550502289063648,-0.7386075798323755,-0.38563405643757376,-0.5527934616181285,2.9383691554299842,-0.5050773450859025,-0.7003495966571097,-0.6707516693945468,-0.2507296142535457,-0.19363794057796543,-0.5580998058377205,-0.4212601742398035,-0.9739920391498237,0.30311763106164463,-0.19976068458984614,-0.41285188654514765,-0.5283634643526295,-0.6413557088534043,0.1336137951966957,-0.7609058113864171,-0.5685848123654964,0.7459455247224683,-0.58493698540755,-1.2749245502926558,-0.6987336983899839,-0.5897356291739624,-0.6438962685923993,-0.48056647055127844,-1.1220547353124648,0.20828215024743502,-0.08173794407111462,0.411814151750066,0.0657027879055907
2024,1001000,0.029795672698415796,-0.10015709567311525,-0.7612084505009031,0.0586507581106132,-0.4745720648486778,-0.717746405204618,-0.13727584565119957,-0.8740156652792802,0.31296803298413867,0.30390893752089815,0.42032855908361744,-0.5136449940713173,-0.5399230267688123,0.07174628103434318,0.04433940234717127,-0.06926916179663781,-0.4339123948298691,0.19274942205789303,-0.6955355396384852,0.39842912976758044,0.0014822047419539878,-0.14017526530418048,0.40390649846817267,0.4172842966431467,2.310522446258385,0.11904616875302809,0.07808737173024669,0.19130949109601939,-1.0250248185910917,-1.659948830923461,-0.6214380235124534,0.2838330377106585,-0.8838203199338168,-0.6185836636991893,-2.6068085422289466,2.0049257747500455,0.5389344369759607,0.05568180206005415,-0.1534153536479449,0.5139060987560762,0.7038358965656387,-0.7812218214596399,-0.31333744284555565,-0.5370578546754985,2.763248257626552,-0.46750125437810774,-0.5884265077824294,-0.5743144074169025,-0.3143389764186081,-0.20122714612268053,-0.5650524969072014,-0.33935876553816285,-0.8282215918735929,0.30311763106164463,-0.13700024635223496,-0.42933783041741685,-0.6252346426257748,-0.3718888397386328,0.2708914303057959,-0.7446364537419293,-0.6122530924651793,0.639116655600717,-0.34708753638813533,-1.1146398859007605,-0.4905739573468679,-0.6490326286196891,-0.6226729165312596,-0.38127584439532386,-1.2645178967945845,0.2755179698911882,-0.017016921368136463,0.3984601486377921,0.06365786922128548
2214,1002001,0.31943287119239683,0.2399155285528022,0.34290163538526286,-0.15115554070102297,-0.32602527329897174,-0.41894958990662196,-0.025043572271162322,-0.9301581077943681,0.5575249268096681,-0.024480470073169044,0.10194888946778481,-0.5136449940713173,-0.5399230267688123,0.07174628103434318,0.04433940234717127,-0.06926916179663781,-0.4339123948298691,0.19274942205789303,-0.6955355396384852,0.39842912976758044,0.0014822047419539878,-0.14017526530418048,0.40390649846817267,0.4172842966431467,2.310522446258385,0.11904616875302809,0.07808737173024669,0.19130949109601939,-1.0250248185910917,-1.659948830923461,-0.6214380235124534,0.2838330377106585,-0.9411179427344603,-0.6116612449718434,-2.6068085422289466,2.0049257747500455,0.5389344369759607,0.05568180206005415,-0.1534153536479449,0.5139060987560762,0.7038358965656387,-0.7812218214596399,-0.31333744284555565,-0.5141596311009118,2.763248257626552,-0.46750125437810774,-0.5884265077824294,-0.5743144074169025,-0.3143389764186081,-0.20122714612268053,-0.5628082364515021,-0.33935876553816285,-0.8282215918735929,0.30311763106164463,-0.13700024635223496,-0.42933783041741685,-0.6252346426257748,-0.3718888397386328,0.2708914303057959,-0.7446364537419293,-0.6122530924651793,0.639116655600717,-0.34708753638813533,-1.1146398859007605,-0.4905739573468679,-0.6490326286196891,-0.6226729165312596,-0.38127584439532386,-1.2645178967945845,0.2755179698911882,-0.017016921368136463,0.3984601486377921,0.06333115863662264
2450,1003002,0.23587485482232506,0.19201683540138145,-0.4679037065725945,-0.4038601565757631,-0.18719590604976333,-0.29931172547565116,0.09870800971351702,-0.40103949687282947,0.19174381376520389,0.25042322439024045,0.19485452031378903,-0.7029267914755465,-1.0141425649278066,0.09410277913046841,0.021907433456673554,-0.23025153494531345,-0.44038063265414307,0.06772132634203701,-0.8235579494403668,0.2636093504413431,0.13590761155479755,-0.6676156927412654,0.3232765441482892,0.2248531636888002,2.7798274148177535,-0.10208782109215178,0.1949653623935306,-0.037511871365156255,-1.3830662566424272,-1.7099832436717137,-0.49795287240168035,0.08262868297000317,-0.9722786127835734,-0.6414634607518476,-2.331969185434877,2.59845237660253,0.4137929800366054,0.08998291533656028,-0.31602405064776967,0.34297227012475234,1.0229850880429654,-0.8539265387431313,-0.09547288258369195,-0.4594131877413392,2.4996229814510595,-0.26907053443467516,-0.48258328312108467,-0.37090843669850104,-0.42653917981288814,-0.28796757988196975,-0.6162150263163951,-0.22744827106124077,-0.6813250612140055,0.30311763106164463,-0.08390791647147797,-0.42087935453426695,-0.6480094711906936,-0.18022548391970886,0.4658495884510235,-0.654111165238257,-0.6895118657564738,0.6130498831356662,-0.11010493331322886,-0.7455803571879843,-0.19649515154778577,-0.71370368332202,-0.6165620176990212,-0.1659673194287465,-1.5507894571148655,0.5913093706518088,0.10386073510237445,0.3810897028949152,0.06336008735529741
2522,1004004,0.7531166747065289,0.3263031914702548,-0.8851798878083654,-0.1587760384412824,-0.21199814566264538,-0.12217230476541197,-0.28668876721305164,-0.8736670235524714,0.18188677880842516,0.3687654689167983,0.011579142685311348,-0.7043888200169319,-1.007004671719251,0.09410277913046841,-0.009890161405236622,-0.22829973989503913,-0.4429180521202954,0.04586369305235507,-0.8235579494403668,0.2510572387969739,0.1311323210854148,-0.6859120338131439,0.3135073013315196,0.22536776852076273,2.875835789609535,-0.11859375531270366,0.1846554299796996,-0.037511871365156255,-1.3830662566424272,-1.721335745233606,-0.5082611751553374,0.059938410428961024,-0.9996638442456768,-0.6414634607518476,-2.331969185434877,2.59845237660253,0.4350535969524597,0.09289828040242844,-0.306202609843352,0.34297227012475234,1.0229850880429654,-0.8539265387431313,-0.09547288258369195,-0.4317659403894413,2.4996229814510595,-0.23275695835642413,-0.4800189482601534,-0.3520583790890931,-0.42653917981288814,-0.29956317426118806,-0.6220813238628032,-0.2223502379847298,-0.6813250612140055,0.30311763106164463,-0.08390791647147797,-0.42087935453426695,-0.616894264079291,-0.18022548391970886,0.4658495884510235,-0.6485084563748981,-0.6895118657564738,0.6908728242028439,-0.11010493331322886,-0.7455803571879843,-0.19649515154778577,-0.71370368332202,-0.6165620176990212,-0.1659673194287465,-1.542778731350423,0.5996329337847429,0.1087010366369809,0.3810897028949152,0.06072315063564384
2714,1005006,0.668479969152799,0.3536430886610366,0.09452513489610415,-0.15832722881595598,0.25005677349414485,-0.09508816828142623,-0.013974782891870638,-0.5647432498883601,-0.01407054158080354,0.2519556972817752,0.11494729878608094,-0.7672829259461195,-1.3059595309742698,0.12130859721684084,0.005460202511388612,-0.33144976058313524,-0.4644626176463729,-0.009675461719134741,-0.9887897611062023,0.2422814765213569,0.19093441600138258,-0.9936844427073254,0.2485367081235204,0.10707888340058945,3.088786336728781,-0.22300366749099687,0.2842569602926817,-0.039551612246213244,-1.571328619854733,-1.7215403381708214,-0.42173000991860904,-0.06302183660724366,-0.9502157824667515,-0.6699321222655015,-2.16021959410237,2.807531148770251,0.3598836146744669,0.1755627275419457,-0.420645490558595,0.3009218188022706,1.1767505263271523,-0.9982672844162742,0.06825044410797503,-0.36106565359639936,2.3106899264407197,-0.12921941451829508,-0.4548753545600273,-0.39718530371261496,-0.5588484875011838,-0.31665565847462124,-0.6604114567713055,-0.14156498912464832,-0.6422914070156391,0.4148243835578953,-0.09357602482833231,-0.43997027383941184,-0.7093056324504065,-0.13697845669834094,0.5977998860186664,-0.664720113065612,-0.7477684861691248,0.5917387588314064,0.0387014437369412,-0.615889677591268,-0.05943194665284893,-0.7693774477915475,-0.6603584152953413,-0.06659516808579925,-1.7766976583100298,0.7346011515151352,0.27346755362741687,0.3605614068345839,0.06077609060052036
3033,1006009,0.5327480394775763,0.2798977970326039,-0.5736844138532071,0.17191675074524213,0.16057300197892127,-0.41358860149521903,0.27184905592758407,-0.14643590844598034,0.1142561421932405,0.703075999300185,0.5950681429642064,-1.1088550331923066,-0.9850793523197207,0.06682970404033611,-0.025697141399298115,-0.3050230850326787,-0.3886880071511194,-0.11047990273514223,-0.6153406979908924,0.12444010124817094,0.13543789112386231,-0.7257314375735183,0.3124903256911089,0.060317891818011414,3.0165100312832793,-0.1271365968933631,0.17337076606246285,-0.2579792479123325,-1.4796580871998102,-1.771490044088102,-0.40028153262986416,-0.06857334551458337,-1.0439330731654908,-0.6580795381429031,-2.199698730307603,2.677938997856883,0.3847138895277375,-0.08347883854684725,-0.23389632828642906,0.31259738656154373,1.0887317991051477,-0.8539265387431313,-0.09547288258369195,-0.31920327948696897,2.4996229814510595,-0.18890616330127055,-0.4375800305968205,-0.20669514448955287,-0.42074041796431283,-0.3228150665409789,-0.612375592486462,-0.19138131603612218,-0.49067819172823607,0.30311763106164463,-0.08390791647147797,-0.4012122428346222,-0.5778456418083953,-0.18022548391970886,0.4658495884510235,-0.5200785017122151,-0.6278694019158215,0.8920578648946761,0.023344791125724153,-0.6226719913734595,-0.0689654703646831,-0.7191882024147391,-0.520146731496199,-0.12205404626798538,-1.557780757913809,0.6464294749366901,0.20840274570098266,0.3584769008318787,0.059371273924081584
3590,1012036,0.4177547315112709,-0.017190784005109316,-0.5994380707019445,-0.8318553161857173,-0.19911077952658174,-0.24860161752117604,-0.5015643886835662,-0.37245770025334,0.4073677294610558,0.5293214852874458,0.4109493232714378,-0.01595548455531715,-0.772949966879293,-0.0496225557785217,-0.3374256905651224,-0.1895137476810879,-0.5017930968185504,-0.26638537727466033,-0.54977943554753,-0.2361338182267889,0.2133649926769294,0.904762783028204,0.5390235482479592,-0.14710766927890312,2.4519000899648895,0.10446585440969129,0.35946256637893625,-0.10139955170148798,-1.367812363604568,-1.5965602143891868,0.4249393729195498,-0.42334263108055725,-1.2268573873073079,-0.6834521422530678,-2.0232176756982034,1.874441183477353,0.44795850237672546,-0.44294038270357233,0.09732696379083226,1.704769337262626,3.1209217540118264,-0.8539265387431313,-0.09547288258369195,0.030299333843500222,2.4996229814510595,-0.30066149432634576,-0.3973615333738422,0.21148039255155682,0.002762628865653157,-0.4898453589619481,-0.34968995028446037,-0.20625373110229717,-0.8364141142552314,-0.1620476009159774,-0.08390791647147797,-0.5753766646315042,-0.12247448317812917,-0.18022548391970886,0.4658495884510235,-0.22055359886882897,-0.16822272503691885,1.0560751727504831,-0.5869529819431988,-0.23727517233012657,-0.18793917982778044,-0.14392317612623204,-0.6851809404340307,-0.18701862931764024,-0.8684377208242487,0.30461370206021116,0.15910569911105077,0.4173759850086706,0.049066418546699575
3635,1013042,-0.030500921603253246,0.3556020609033608,-0.6593801347780955,-0.31069768203857695,-0.26722328417477886,0.00045616314920433827,-0.5144805048707791,-0.3265921322134907,0.4764661927033498,0.16339130754230055,0.1966844035891727,-0.01595548455531715,0.36274637084920275,-0.33346646327068186,-0.018992958245820268,0.2489233140212904,-0.4145659486178458,-0.9547773935238696,0.9964280650634759,0.061948229497773837,0.23453310496198354,-0.03646085314845887,0.16019714648234432,0.004048906734356272,2.7505551589263697,-0.27383667716033844,0.34983087269552554,-0.2721269051983187,-1.143340840857918,-1.616998661638461,-0.036618326850106186,-0.24644369892936985,-0.9127452683941426,-0.3899862400511238,-1.9487429496723565,1.4738137918311103,0.41289744126382116,0.0934295945658067,0.6973261996250046,1.9017667716830717,4.036932184519372,-0.8539265387431313,-0.09547288258369195,-0.8816631226237049,2.4996229814510595,-0.10029541846589009,-0.05208459210470949,-0.5041286423939796,-0.996662146425972,0.07397531172389912,-0.5132295335361291,-0.2850846514145119,0.09729413458979397,-0.3265113089538602,-0.08390791647147797,-0.09094325881710168,-0.769448345554417,-0.18022548391970886,0.4658495884510235,-0.341561802959893,-0.16822272503691885,-2.194679179757601,0.0,-0.3435639924718839,0.13622045078258832,-0.23168956905654006,-0.5948012802237136,-0.39432824575375663,-1.382297371861329,1.0271547715441314,0.8847451797096844,0.4124265025580368,0.03556020547890515
4155,1014049,-0.18385010983593314,-0.48995251406590745,-0.019863275885470006,-0.45261903460364,-0.920411808384481,-0.48180076432304286,-0.20666131393428797,-0.5802084428144934,0.5873768842510585,0.336920691517484,0.25184058736793563,-0.01595548455531715,-1.7989452555949288,0.054060571497701784,0.10404022139172642,-0.19568564650330592,-0.7083183217241773,0.748921590130938,0.3288633665493759,-0.42598795857775357,0.15854346969678854,0.18775532448974988,0.02560291079492678,0.05607997990607604,2.522316013852994,0.14126106692098658,0.1454424352764127,-0.6595863930821025,-1.3423091693578129,-2.7088635208629905,0.37795386050506635,-0.5762351407154619,-1.6578897862620012,-0.632672642572809,-2.1198913369621266,2.1178414367938814,0.49696452302051225,-0.31922690004402593,0.4222721782301673,2.3810272088314917,2.9353198035049197,-0.8539265387431313,-0.09547288258369195,-0.3080035141142094,2.4996229814510595,-0.4079405538651326,-0.11336267371426743,-0.7294733648876915,-0.8266848169191915,-0.485515668396219,-0.5284767354927036,-0.27532165825093985,-0.23423528295545168,-0.08930407868599041,-0.08390791647147797,-0.5244302240897304,-0.43092951798006957,-0.18022548391970886,0.4658495884510235,-0.37888513686985914,-0.16822272503691885,-0.8100894804939813,-0.24738672239227463,-0.0060569110498720526,0.015795516088446662,-0.23168956905654006,-0.8844690820672076,-0.7425983168278417,-1.0534419644628923,0.5464796340231065,0.9647199072444914,0.6039882816126524,
4224,1009020,-0.013646797804197731,0.5871494996591674,0.5382406686800967,-0.1733239039033012,-0.6482777054462654,0.02591731336985222,0.2244676683428906,-0.22103318136971697,0.04218292478595004,-0.15501456164264446,0.07820533669636939,-0.01595548455531715,-0.23957361834505458,-0.057308918429818265,-0.06653096163072827,-0.2453898712648217,-0.2775249495735555,-0.3372530602141188,0.05430016276147093,-0.16405781210936296,0.004418155807183291,-0.12193797545702399,0.4328333909058437,-0.022967452386601472,2.825904116489206,0.14360726468743432,-0.02458403983424108,-0.6015889831275341,-1.311440669335793,-1.8943895574296707,-0.23954026290135308,-0.14157553354271518,-1.1598406103496752,-0.647535915346521,-2.1405479086857047,2.1632511038374873,0.39368655388993706,-0.44840188872137043,0.2518446677598789,0.4631226556530234,1.124513429612968,-0.8539265387431313,-0.09547288258369195,-0.2689306708261721,2.4996229814510595,-0.3100569286046404,-0.3712141240296251,0.2684286875826699,-0.21388567582025927,-0.3044224471038054,-0.5078419608159825,-0.253409792876828,-0.14694077239845374,0.1349430150538777,-0.08390791647147797,-0.35097001590006743,-0.4506181066962183,-0.18022548391970886,0.4658495884510235,-0.2507789220628924,-0.338929798649861,1.4927927331451787,-0.00748947388884894,-0.5675452174766559,-0.08745562221551256,-0.5922106329920497,-0.2392355761136011,-0.22871212791777368,-1.124176566217315,0.4357674243169762,0.18510827836824062,0.3122928156443031,
4262,1010025,0.06756106489467133,0.27094850530005166,0.23073485468708577,-0.3785997429204803,0.12786993824850526,-0.1572061076643584,-0.04435195474020355,0.21703162386672978,0.40157974309940814,0.1603951055339124,0.44596366970460743,-0.01595548455531715,-0.2204034614169497,-0.01642639119004744,0.003909551033898581,-0.2626466763737314,-0.35769334216735715,-0.4166138792949083,0.4879472702253571,-0.12102519434664945,-0.08485856955346938,-0.7438569670695989,0.4072388375269241,-0.08021854212020188,2.685269826411337,0.23437544953922562,-0.010968343740574047,-0.7374028090527946,-1.333592356570657,-1.8709965195059262,-0.3688489074695328,-0.10401089153655539,-0.994538713449006,-0.5869701066781442,-2.1142640844033784,2.14839380158102,0.3606999464609895,-0.5723889082141537,0.1920042770280233,0.2011650533576429,0.9643583656819755,-0.8539265387431313,-0.09547288258369195,-0.30170285638000843,2.4996229814510595,-0.3808000293157617,-0.4200269520484758,0.3429729462020924,-0.261947914504902,-0.5408550102750622,-0.48948664204811393,-0.17861149834285656,-0.10386617902358214,0.1417505729057203,-0.08390791647147797,-0.26912975076076107,-0.5515601921045115,-0.18022548391970886,0.4658495884510235,-0.1158073155759689,-0.3664550186746188,1.5172948967172812,0.049537018043290075,-0.5814430758844279,-0.1307499453425143,-0.5893067082868141,-0.012729188871378298,-0.19430618891969095,-1.255253490067697,0.40044623008522523,0.2408882913745728,0.4119191507062529,
4273,1011030,0.09164879523224347,0.2881853875432417,-0.2573350511694936,0.328305935774499,0.03845784421460014,-0.3646483550925666,0.09950071886525347,0.1285722014593343,0.5511911934429363,0.4711065600398812,0.6188208484365095,-0.01595548455531715,0.0018873655418041807,-0.1825056287221124,-0.14120161640185128,-0.20752556883063963,-0.11098673696493136,-0.2038430367276634,-0.6726261832668707,-0.33360012413488777,0.179015135873057,1.0468421909150327,0.4621375567998857,0.1639017590330249,3.284888801473502,0.00559829316372995,-0.3017497591436348,-0.35968990571010895,-1.1568501901688275,-2.014206895040992,-0.1681202655573793,-0.23616556464441618,-1.766590055803418,-0.7997304425757737,-2.3473436170527013,2.260159727804897,0.43160051238965286,-0.10654061574508009,0.4468827689258582,0.6812185441676657,0.5679206878106053,-0.8539265387431313,-0.09547288258369195,-0.2176005108663473,2.4996229814510595,-0.11234846232065612,-0.2603395811422577,0.2662848172758793,-0.038450766531026435,0.12334327789456868,-0.6242157584824229,-0.39040882689023493,-0.1429071661237606,0.11078521996345972,-0.08390791647147797,-0.4355512520536134,-0.12211000802222448,-0.18022548391970886,0.4658495884510235,-0.6070029936763923,-0.03817218480357648,1.527864962936967,-0.10382688996250766,-0.6134147355336966,0.10146556421763418,-0.7268486064919366,-0.6819916565302441,-0.38464562724280665,-0.9432834917778938,0.5398416498250417,-0.052599559768157146,0.034934117366123396,
4283,1007012,0.10453176054097399,0.2650088759248936,0.22604473043912787,0.25411103177185546,0.3395902162706088,-0.09271934359895581,-0.2688722710147747,-0.44967088513062775,0.1857874572322379,0.5654560648268578,0.7766792876185806,0.7096497030046849,-0.9952714954507671,0.04877724448733574,-0.026746884080552206,-0.3050230850326787,-0.3886880071511194,-0.11047990273514223,-0.6129461239618809,0.10990136487526436,0.141263518929887,-0.6845527298095527,0.31479441230577665,0.060317891818011414,3.026428821888258,-0.13215919650587005,0.18133958617457552,-0.28155799161102285,-1.4855981805711458,-1.7699706101521915,-0.32517517426304804,-0.08781115589981782,-1.0439330731654908,-0.6580795381429031,-2.1503593776594228,2.677938997856883,0.3735143606900214,-0.08235065915675045,-0.23060682254725898,0.3579470346647905,1.191366660109366,-0.8539265387431313,-0.09547288258369195,-0.31920327948696897,2.4996229814510595,-0.18890616330127055,-0.4375800305968205,-0.17140586201170874,-0.42074041796431283,-0.3287392149086585,-0.6082073953753968,-0.1816341662603604,-0.46374935125765987,0.30311763106164463,-0.08390791647147797,-0.40771323395807646,-0.5778456418083953,-0.18022548391970886,0.4658495884510235,-0.5008845772933329,-0.6278694019158215,0.8982604578552363,0.023304471195011178,-0.604044780217044,-0.05874957999343905,-0.7102719533537845,-0.5209724249330318,-0.12205404626798538,-1.557780757913809,0.6483561059729456,0.21803649142826928,0.3586993741622229,
4286,1015056,0.10900233997868779,-0.20102919408123754,-0.4504561585469749,-0.6953875585944029,-0.43230316709953187,-0.6809436685520188,-0.07802142648882127,-0.4872107721669432,0.8100193332326423,-0.011648148085665463,0.34199647930508126,-0.01595548455531715,-0.07738793723118896,0.13642497651620208,-0.7531866993261029,-0.3606106383319165,-0.16836264723169433,0.4088639346564052,-0.2857383294575473,-0.28727413442600663,0.5475317254518786,-0.536687386264461,0.22440532716424955,0.06329196023252213,2.406402731952241,-0.14051029036880908,0.8217637613515625,-0.21004745863153462,-1.6043222810977305,-1.6296755783395906,0.2731729554284859,0.008633350469826575,-1.70286131768239,-0.8745480362716671,-2.781072542485526,2.554952213850293,0.13885685439424061,-0.43614596190517835,0.48060962207619856,2.2638023439774555,3.6558743130762665,-0.8539265387431313,-0.09547288258369195,-0.2920129927192322,2.4996229814510595,-0.22423229919293663,-0.3204675394912837,-0.42910325704355395,-1.29454261324363,-0.28271980591525026,-0.276128666407206,-0.9409781678991681,-1.1875432764557334,-0.23294044547254586,-0.08390791647147797,-0.005031666748812784,-0.35188151523076755,-0.18022548391970886,0.4658495884510235,-0.3792827476527869,-0.16822272503691885,-0.8100894804939813,0.10059308189357845,0.20942491223945248,0.04904646326949198,-0.23168956905654006,-0.7148016072197149,-0.7968833735467226,-1.014174408610482,1.0631834047160744,0.5075880929313468,0.7007961553823119,
4300,1016064,0.127873494552948,0.008919001506598578,-0.5155191728224585,-0.6720816033758765,-0.4843037003034189,-0.3228573133849548,0.08904817194225768,-0.775942382179656,0.9490182002279415,0.42076667371993537,0.050190525547827894,-0.01595548455531715,-0.5606229595903446,-0.30261164702876236,-0.38837275294404405,-0.21089886394317375,-0.5828770731704662,0.11621908852418546,0.006571468159898239,-0.43997104754265054,0.22113656618428654,-0.5626028171747544,0.3266407788083703,-0.14258129573677877,3.0314019534418057,-0.22556247333474205,0.13617461966016256,-0.018558047259282784,-1.4966640085958944,-2.152036566623367,0.0943729423511601,-0.04235424523893107,-0.7767723134915463,-0.8548085490752945,-2.7244733891769393,2.0009494114807977,0.3810203470533804,-0.4844915929939027,0.3236745784281831,1.4463500207859872,3.773343665493433,-0.8539265387431313,-0.09547288258369195,0.022336697102314715,2.4996229814510595,-0.266952055589088,-0.6765731461711142,-0.8096101124474759,-0.9553081910942117,-0.2947339418233544,-0.3636496850948394,-0.4485343650974397,-0.69594754884496,-0.1398216658415091,-0.08390791647147797,-0.3888422542282279,-0.349303744962293,-0.18022548391970886,0.4658495884510235,-0.0969815572690797,-0.16822272503691885,-0.8100894804939813,-0.4774911179879759,-0.2864138092147442,0.24322045243087648,-0.23168956905654006,-0.9458943196272818,-0.716414503806113,-1.4821549037967754,0.6811412461439164,0.7690631245895481,0.44544546643852995,
4377,1008016,0.2804812096619697,0.5966319756364593,0.2171422160861337,-0.2691668768618969,0.1874988812905478,-0.27603241719763544,-0.3572975673071783,-0.4078013108119299,0.34036435831941886,0.3360019183959539,-0.05096486098364066,-0.01595548455531715,-0.5176268248455461,-0.02009024971610839,-0.027367144671548185,-0.27337366629635285,-0.3459802969595131,-0.28953280646848284,-0.05178605205588875,0.0009093636148624917,0.0033670261524611656,-0.594614838579971,0.36875313630293394,-0.025838923921552612,2.8327408969358845,0.08738277966863675,0.051440452399942875,-0.5606984703336556,-1.385748949991833,-1.8417095771930403,-0.3071955994303621,-0.1066661211673013,-1.0779321721923087,-0.6215762512844664,-2.1310580635858454,2.361553071206053,0.3738572200403609,-0.351613248028946,0.0022000891356560425,0.3180443284869396,1.0809227365738736,-0.8539265387431313,-0.09547288258369195,-0.3025816962663795,2.4996229814510595,-0.3096648584040544,-0.4229437015419689,0.12465743795417403,-0.3316702460654281,-0.40496699452080853,-0.5330004768971921,-0.19348904921018703,-0.22684225094115423,0.18296515437468744,-0.08390791647147797,-0.3325434038034703,-0.521057283283873,-0.18022548391970886,0.4658495884510235,-0.3032759701970614,-0.4524652068683487,1.286994035767304,0.028938969834312593,-0.5909550715684448,-0.09583493931206499,-0.6382436575518908,-0.23601556530648754,-0.1896816743281623,-1.4013475074411093,0.5013279405437853,0.20695954226230232,0.37514569041103185,
