,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)","Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Private galaxy capital flows (% of GGP),y
1815,1000000,0.3801957262430014,0.0889203024133128,-1.0758967513401747,-0.07237802383709749,-0.280350486149648,-0.16571604063000095,-0.08901428599840211,0.24254694878700406,0.261098226781506,0.9498202759496591,0.25731491093150394,0.09879434526903806,-0.07999890804369582,0.17152022051410828,-0.13707191055781934,-1.4921306005092485,-0.8512572675256459,0.072299768765564,-0.08339955511942068,0.901545419762871,0.9253661021821753,0.41192518002096534,-0.1914238752995866,-0.31591226967655484,1.365053765609975,-0.26683616058412174,-1.1724697224612972,-2.130534207656268,0.1841138338423449,-0.25469676043529044,-1.3604615471403425,-0.8309567285957182,-2.3775855187381434,-0.545742514721168,0.561585355983388,-1.0850948872603783,-0.0699194509068339,-0.007813623623815628,-0.0840226692519942,-0.39130804138093656,-1.0091599043000203,-1.0767387344324482,-0.6611584192415982,-0.09441889056339106,0.22300594435571156,-0.4645122114656602,-0.4539574657701375,-0.6288414738658635,0.09491228652357547,-0.5537962332725518,-0.3386675937061625,0.25617723860468933,0.0405461168919092,0.1357697232919927,-0.17487997109898165,0.8777978944864844,3.275776225818187,0.1237739321774481,0.9238297943435618,0.2151747144824961,-0.3725028848739015,-1.201073104124028,-0.5673012690822751,0.0124262840025933,-0.4167839981421717,-1.4662492980574604,0.223217927292978,0.2446099110840713,0.012676659921627363,0.07086559898945033
2052,1001000,-0.03620556979830225,0.19000420529972115,-0.24817489439161522,0.10024526904100625,-0.37361273302014475,-0.16571604063000095,-0.08901428599840211,0.24254694878700406,0.261098226781506,0.7410452253145574,-0.09290438611968536,0.27711362000598755,0.004795267943821315,0.20704605761345832,-0.22762941027860922,-0.9853597775076216,-0.5353691035193104,0.03723184361288584,-0.025327614157902984,0.17000648865197296,0.9422751824195789,0.5292048725590509,-0.38028800299458454,-0.1891619465252758,1.5919439917576395,-0.29275350709399545,-1.3065369448608002,-2.085935253757345,0.160963447547614,-0.3448571619174302,-1.6348013565112216,-0.8124568879666876,-2.277731191413468,-0.28205845264484775,0.6656104443369838,-0.6924970441359883,-0.18585594562030028,-0.185899164513658,-0.25261734442854533,-0.36468088688997596,-0.6892856573611453,-0.5526410980317228,-0.3619940659999676,-0.09441889056339106,0.22300594435571156,-0.41451148372269264,-0.41375976847355217,-0.4426507696126106,0.028403331683978114,-0.421464126500605,-0.32002435368722687,0.21031163096822014,-0.11422045748636384,0.022532758812705736,0.0380865270413316,0.5499765606455215,2.387764941499046,0.1237739321774481,0.7443928483037577,-0.21705799689422267,-0.21195660891986512,-1.1356740849322953,-0.42458225088408036,0.0124262840025933,-0.4167839981421717,-1.4662492980574604,0.223217927292978,0.2446099110840713,0.47165889466726685,0.06815420760330526
2207,1002001,0.23863186827929542,-0.3208362487827302,-0.4141198918711327,-0.4111704401084225,-0.16539693322639593,-0.16571604063000095,-0.08901428599840211,0.24254694878700406,0.261098226781506,0.7410452253145574,-0.09290438611968536,0.27711362000598755,0.004795267943821315,0.20704605761345832,-0.22762941027860922,-0.9853597775076216,-0.5353691035193104,0.056275125300797785,-0.025327614157902984,0.17000648865197296,0.9422751824195789,0.5292048725590509,-0.39643807767966166,-0.1891619465252758,1.5919439917576395,-0.29275350709399545,-1.3065369448608002,-2.085935253757345,0.160963447547614,-0.3448571619174302,-1.6348013565112216,-0.8124568879666876,-2.277731191413468,-0.26565845838693575,0.6656104443369838,-0.6924970441359883,-0.18585594562030028,-0.185899164513658,-0.25261734442854533,-0.36468088688997596,-0.6892856573611453,-0.5526410980317228,-0.3619940659999676,-0.09441889056339106,0.22300594435571156,-0.41451148372269264,-0.41375976847355217,-0.4392341883625431,0.028403331683978114,-0.421464126500605,-0.32002435368722687,0.21031163096822014,-0.11422045748636384,0.022532758812705736,0.0380865270413316,0.5499765606455215,2.387764941499046,0.1237739321774481,0.7443928483037577,-0.21705799689422267,-0.21195660891986512,-1.1356740849322953,-0.42458225088408036,0.0124262840025933,-0.4167839981421717,-1.4662492980574604,0.223217927292978,0.2446099110840713,0.47165889466726685,0.06780992777160177
2497,1003002,0.3727806782465111,0.2160032692988206,-0.3548531713687137,-0.34081093005187235,0.014003314469649492,-0.16571604063000095,-0.08901428599840211,0.24254694878700406,0.261098226781506,0.3712350220385981,-0.7196399152616615,0.498707711771835,0.12625136378990032,0.24898739173360912,-0.2949798600777324,-0.32876544695531223,0.026478707643235896,0.0032929287650951,0.14213159045113954,-0.46006595937036304,0.9108964623133311,0.6612816916838724,-0.805134649103763,-0.003409320225435626,1.9415101262407826,-0.2628067230887568,-1.4307021146601455,-2.0094548486129513,0.3034462838866039,-0.4153560075598778,-1.8427369330200731,-0.7679993987382129,-2.1009389991170377,0.056102839209403094,1.0063536913915918,-0.312867829843916,-0.3453258807114415,-0.5403748662538373,-0.4142635763342345,-0.2836088320692479,-0.17978585274638414,-0.02875030001841157,-0.2579725218513843,-0.09441889056339106,0.22300594435571156,-0.21729591655972025,-0.20190178448428367,-0.22332606103099276,-0.1859363031626238,-0.2041768539530535,-0.2558087491775596,0.1374052995182399,-0.20085201675933873,-0.1497151807871095,0.2650327947036935,0.05011299248877149,1.1757082195057682,0.1237739321774481,0.3486696620656958,-0.7586463863482957,0.09176287705839373,-1.1024181444679626,-0.27066694562161325,0.0124262840025933,-0.4167839981421717,-1.4662492980574604,0.223217927292978,0.2446099110840713,1.2184985733522158,0.06741108294089193
2538,1004004,0.36533164339767743,0.21436399031271722,0.17402018389495588,-0.1405627130811574,0.20861194997264612,-0.24694462688578922,-0.15451022322501445,0.2944994886404808,0.2893803648055743,0.1313374599076732,-0.7196399152616615,0.4974330190449276,0.12625136378990032,0.24898739173360912,-0.31101391810716805,-0.31405063597198024,0.026478707643235896,0.009211087262565858,0.15291908884251687,-0.43673163985952634,0.8972050638304482,0.6612816916838724,-0.805134649103763,0.0008297761859671582,1.9573718174154027,-0.2620716928884222,-1.4276132574395484,-2.0094548486129513,0.3325360907906599,-0.41429984881572113,-1.8465452772400908,-0.757816864030519,-2.1009389991170377,0.056102839209403094,1.0257151033116112,-0.312867829843916,-0.3379329693494907,-0.5403748662538373,-0.3939539965032287,-0.2836088320692479,-0.17978585274638414,0.0062382742314281234,-0.2614354086896091,-0.09441889056339106,0.22300594435571156,-0.17731475346751963,-0.1682874674205178,-0.22332606103099276,-0.19535983761974188,-0.20545967143157046,-0.2558087491775596,0.1374052995182399,-0.20085201675933873,-0.1497151807871095,0.2650327947036935,0.05011299248877149,1.1495900428779786,0.1237739321774481,0.3486696620656958,-0.7586463863482957,0.09176287705839373,-1.1024181444679626,-0.27066694562161325,0.0124262840025933,-0.4167839981421717,-1.4662492980574604,0.223217927292978,0.2446099110840713,1.1969964419544823,0.06651131155959777
2734,1005006,0.3302670827448897,-0.015347893981389523,0.11851702847458226,-0.15562797222698743,-0.3307155087865492,-0.007466245138828059,0.04254379653047751,0.07547448812648548,0.18400809568757676,0.17938235245807752,-0.9133224985761165,0.5773204420310649,0.2832575490079979,0.3027821362005126,-0.2951374633456745,0.15097354839636384,0.29321286495051635,-0.09992602443962828,0.24569846518888436,-0.9448892969098588,0.9772113106156604,0.7984842352937297,-1.241449252179792,0.11853555667341094,2.1249801449211536,-0.2548584786536196,-1.501825913582215,-1.9834565054555109,0.36656480641727796,-0.44109555266651296,-2.0204288116901656,-0.748332819035864,-2.0216163795681323,0.34380681835706256,1.2720715470064705,-0.19297034437452046,-0.4518950264808533,-0.7712307271737957,-0.571465374028343,-0.25260428614328045,0.046548481204932365,0.4004243957601748,-0.2447155895864048,-0.1341154524180883,0.23688935096245473,-0.18347642923623983,-0.12878731156361792,-0.09629892995531791,-0.2762322492237753,-0.12078112782140754,-0.23509403804540902,0.0643184716310571,-0.16571950042469757,-0.23868231931630104,0.49260905143737727,-0.11210134255996283,0.9427328531485848,0.012104982386229354,0.13238342186743762,-1.1333861280119022,0.35063874840766773,-1.1135574713231524,-0.23270277938125963,0.07411049536300626,-0.5661369897893002,-1.8151547534150152,-0.0022150807557707675,0.25464814448360573,1.9391023145882502,0.06631591276844773
2896,1006009,-0.18802578621972013,0.30329968130470536,-0.3420143345930042,-0.2961072917002738,0.11603424603954599,-0.021346984964766485,0.16858395400333637,0.015152810907568502,0.32542221873319843,0.03836251033656948,-0.7917834932367647,0.5212689733443644,0.18428474299040995,0.21227404273208397,-0.4188368316057111,-0.06158681399086099,0.2570978738579994,0.05988439550349279,0.15484026728294245,-0.620249392921114,0.7857408348304905,0.5962858557712144,-0.67278936778773,0.02160376999360192,2.022451375680679,-0.284688985296021,-1.5148504052580671,-1.9512825328499617,0.3828122254680934,-0.5705380079938922,-1.9120475184693781,-0.7269304040630441,-1.982446988459547,0.25260405266312497,1.2417717509964001,-0.1042348992540581,-0.4144375182621187,-0.7367232794723555,-0.38546972153581704,-0.2694667245421418,-0.08068694284927184,0.172831141085545,-0.15322237889625573,-0.09441889056339106,0.22300594435571156,-0.060340311612922456,-0.0075813026950588645,-0.21756449525074142,-0.2479063202397117,-0.11900529990262466,-0.2901184638806904,0.11391929655699276,-0.2875413143673005,-0.21246808798226166,0.3215547131894461,-0.11039773687477641,0.903461656428146,0.1237739321774481,0.24900245455022357,-0.9188049376366032,0.05625292910786518,-0.8996549380999984,-0.033628529043818585,0.0124262840025933,-0.4167839981421717,-1.4662492980574604,0.223217927292978,0.2446099110840713,1.08053748843315,0.06563144244121732
3571,1012036,0.4957071086399798,0.16575894970140465,-0.04556949422380452,-0.26179892243588965,0.1908943229358675,-0.04029093980064822,-0.3244008057719379,0.5108938259399793,0.5399582799150764,-0.19623834908118423,0.36662888149289874,0.31545790910698823,0.1318510543333181,-0.08084652872750006,-0.5328679164163831,-0.9629894393880692,-0.519838234796482,0.47158135621056524,0.2146503454896391,1.1156528134551569,0.3835829086873278,0.4583619559674383,0.15974271979740182,-0.31231527273060233,1.4551402573631094,-0.3792594764878845,-1.187754194677747,-1.1524651911259884,0.08559884664093623,-0.44243804817895943,-1.2593701366129095,-0.7407889460329888,-1.6634216591888011,0.19205067646424026,1.7911996347040695,-0.3575049225906203,-0.3543867522920636,-0.34526100571482715,0.09664699967891459,0.0609704912751115,-0.895934702016489,0.160906731051889,0.19512388322396612,-0.07611416230209612,0.35141873713783944,0.28949611242647943,-0.42381293198217274,0.11529972583231321,-0.40016758884505543,-0.19727742520032343,-0.32149433485996753,-0.06681327104320721,-0.14213239002292583,-0.1958903110303844,0.0482027993000162,0.12477041374501684,2.179850163652587,-0.09600275667538724,-1.1558748508883063,-0.19608293124971107,-0.20405506732790812,-0.4605553466172581,0.44989788158014415,0.1656983398604069,0.07699796864621876,-0.6394826038356555,0.2691092633666923,0.4264351266332489,0.6108971125869408,0.056828829541614063
3612,1013042,0.13577785738741605,0.5228380324715385,-0.8614164277535655,-0.298984236922769,0.26781784501685446,0.3147044960213187,0.12178970959611991,0.5384204369537808,0.2939615667361263,-0.4855114585465394,-0.5308183689234063,0.2534769342089329,-0.38009345203398437,0.14062041832303174,-0.3160727096990366,1.8674395629763203,-0.268295894065479,0.4595957085606264,-0.2293176978401825,0.27405672391913327,0.13108853442307394,0.10257415665644014,0.390752707675881,-0.06749155843505077,2.303666165085682,-0.04389224808724806,-0.9109681562195235,-1.7642492205936189,-0.09446028430561859,-0.3392496367515056,-2.3062708183864173,-0.6872268452059,-1.9587062946038227,0.4339038381874807,1.1292957421942362,-0.37536533017758433,-0.5692837056997352,-0.8510185508436434,-0.6481584156665993,-0.7547725918394299,-0.9178585865981905,-0.09322029245488243,0.15754653114308576,0.20461472754757684,0.3824050194224044,0.1389411835276662,0.32149256348551314,0.10146580352276052,-0.4050824722135518,0.1904943826012481,-0.6751093921511108,0.24388098847083234,-0.6795454710185633,0.06620668488483922,-0.05154744512000653,0.10230203172115371,2.130439820544194,0.36528439417631287,1.1473529983635606,0.0029741088116406306,-0.4760868944696915,-0.11584337265598445,0.36668275781146403,-0.4228093570288706,-0.1149581109820834,-1.1432474128946948,0.07534197516829404,0.23660860854380003,0.26815162632102857,0.049250642764791734
3741,1014049,-0.0883881802383861,0.3925830085079656,0.2307430011647534,-0.18374786820329872,0.19604566151459202,0.3396028922680694,0.1418862136667627,0.39772106627744175,0.5567292174851034,-0.5863886523081157,0.7785961906996751,0.23069074866146685,-0.5019312181257686,-0.10280634149877395,-0.4354358252408503,-0.10402366563824872,-0.7093499690573186,0.4041072108455391,-0.2529899004097565,-0.37388607560888454,0.5755201576420632,0.01560457597582768,0.14474784032398264,-0.36254777952131184,2.886477486055363,0.028631199773750608,-0.8789727856284121,-1.4273059511268291,0.3399956990645736,-0.2903127393509031,-1.3453152303965994,-0.3159389356680532,-2.178954603602875,1.1966050271644553,1.83188374902821,0.09672655769870755,-0.6850558462744215,-0.6207007657484583,-0.058047249794784095,0.19440096542431046,-1.5609155898773832,-0.0836150722625738,0.4217131496912623,0.28377121508398406,0.17616034803688385,0.614306330929646,-0.45720238351401143,-0.33457640153316753,-0.18948476148492874,-0.03730679517154518,-0.6178459513306653,0.10735880833469519,-0.526722864775572,0.19192189338778803,-0.035186129562795126,-0.1781884756003026,1.4864357530537513,0.04732661977464328,-0.6975681124836216,-0.6164238385923712,-0.3657983427205569,-0.22485925792341135,0.8118899604717508,-0.3370989399134593,-0.3092680334636584,-0.40166099949491646,0.36276148495075505,0.2952397600008929,-0.19015479248607678,0.047247311953345535
3812,1015056,0.24627038448999125,0.11065777766815031,0.015278049977662706,-0.34335121990930273,-0.25960061083562574,0.5642514441239406,0.012008427140987604,0.477885432039492,0.4310057432324921,-0.39543896084523367,1.3552369852643418,0.46919583706370016,-0.26691264599163717,-0.12196899985711622,-0.15665087362404229,-0.706064211392388,1.1439143941993024,0.1488517557014724,0.0077218968224694665,-0.12090767341074037,0.5434041966856549,0.4543187434458678,2.338827825533356,-0.08865578264898293,2.294183383924993,-0.6214616493152526,-1.3360482090765247,-1.578638713227463,0.03882395850045026,0.06528987604848166,-1.7417672966629747,-0.9345986827535638,-2.0976463390851476,1.2417308677164556,1.4009943152473996,-0.5145679842873263,-0.2514542175351489,-0.74951383417192,-0.4549403225182225,-0.34479737062860827,0.7264469214484234,0.1620816720604098,-0.02336714720908945,0.009492147990206881,0.3455337140620329,0.17598736017976044,0.17068975299914232,0.013461243187572611,-0.44055753939153475,0.016613341945926494,-0.7709733339391456,0.4667274335760213,0.13324123320470946,0.03386424229061243,0.1699078346549124,0.12897401120863008,2.126035496508066,0.16874059728053756,-1.014832954637136,-0.5984585155226858,0.04722072667250144,-0.3133109573641782,0.45359093302159725,-0.22256166200238395,0.03208436743586299,-0.6040772630122455,0.5602316839711022,0.18297261517512897,0.3109382815791137,0.04332749189980234
4152,1010025,-0.18923181251075677,-0.08682009100597446,-0.04436083956804036,-0.6809857049959085,0.31219034242202465,0.36147504097129834,0.1923947348737517,-0.2664862195224731,0.14064489733711313,0.4156607865992409,-0.4990259386820122,0.3574619436759462,-0.13547982374852355,0.07363980786236346,-0.563054019993664,-0.3938234096042086,0.37259960982050155,0.360820724971039,-0.19462208213427826,0.00914889706373667,0.47412642453755016,0.01424343375212346,0.5030110476432142,-0.2412859268765974,1.7565578098624677,-0.2174555854738352,-1.5911605589560374,-1.8058569711595696,0.4636821265320541,-0.8514087995783929,-1.4893129572661683,-0.6949060761643051,-1.8011271023131896,-0.29518513446380745,1.30601721825296,0.11538083845787124,-0.579731211125191,-0.7254624807996984,0.11719308586281166,-0.30291986933652315,-0.5585652614688152,-0.422998154821356,0.08188637273719185,-0.04757768165128625,0.28856844069982995,0.2391491465738846,0.31245915406867764,-0.5568219016127214,-0.2858891814759237,-0.055082003795056816,-0.6245534308461368,0.10222288695654386,-0.6818646965077716,-0.27814881044448386,0.21931355170961767,-0.1716744281341532,0.8144923613198594,0.4284252179061981,0.180019911039067,-0.4829164920549135,-0.5790143371693179,-0.266222686737709,0.47295507541690984,0.021462968966477845,-0.15735035522164198,-0.7305147121951229,0.6175107298440632,0.1005645896829482,-0.3119549829691903,
4279,1008016,0.0972648337887919,0.4544680139840952,-0.6556828022742638,-0.4458705661144322,0.07177309292973978,0.11666692068794468,-0.38113119669067386,-0.30569083551901977,0.20445111559335138,-0.3841848725632314,-0.5658770714827208,0.40248148554225693,0.025164541342931876,0.11510528799392303,-0.5313617853978667,-0.2577137188710672,0.2916907177753599,0.23349914408723396,-0.041746186473531316,-0.25771487921114716,0.5643834849561223,0.15711100690791435,0.0017490778045217048,-0.1151283937554012,1.8382402081513372,-0.2697278280241071,-1.5578649557967754,-1.8231891497874693,0.4177744607094127,-0.7264570418204067,-1.6212013006593207,-0.7016192815483037,-1.8745042942657937,-0.028552406578058007,1.277226651369691,0.043773668505489895,-0.48148823291910575,-0.7215034688546096,-0.07884660580509094,-0.2845726338217772,-0.35677476043352513,-0.14825342084901133,0.018671955151255925,-0.06153453767200626,0.2385096712769241,0.1557752746992179,0.20267903344402352,-0.361216663696527,-0.271863724467729,-0.09535361525313839,-0.48310087804009144,0.11045972041482348,-0.5359288149804049,-0.23062267390122593,0.2205946653464246,-0.144950126507807,0.852165459696656,0.3319340499374328,0.2293211466645358,-0.6456076905346682,-0.36801853390662825,-0.5311003139655502,0.33331355545122926,-0.009685677083948636,-0.22874214624104905,-1.1191644848670952,0.4215301866849249,0.18605816025982147,0.0900722775078767,
4327,1007012,0.18527266797481678,-0.06964083758824235,-0.3122715167169863,-0.4429275318213808,0.8123782579289098,0.5034295609239882,0.4388693842367962,0.49080102704428086,0.31826924049621824,-0.4903299492580169,-0.7895972138255368,0.5256022446211235,0.18428474299040995,0.20217937276241965,-0.4188368316057111,-0.06158681399086099,0.2570978738579994,0.06763031429939403,0.16080126529512362,-0.620249392921114,0.7857408348304905,0.5962858557712144,-0.6611458361282206,0.02160376999360192,2.022451375680679,-0.284688985296021,-1.5099260633775606,-1.9439568331087085,0.3828122254680934,-0.5705380079938922,-1.908003862048281,-0.7251270484117894,-1.9538804340775733,0.25260405266312497,1.2663640365708138,-0.1042348992540581,-0.4201268642898233,-0.7434722271141757,-0.38185632815719883,-0.2604211538890208,-0.07842243880360122,0.19758405039523172,-0.15322237889625573,-0.09441889056339106,0.22300594435571156,-0.030179978657236893,0.00853058856581344,-0.15858655616726963,-0.2678078129218269,-0.11900529990262466,-0.2961603694957416,0.09453986597811895,-0.2985020247821906,-0.21246808798226166,0.3284830191170056,-0.11039773687477641,0.903461656428146,0.1237739321774481,0.20740836164558624,-0.9188049376366032,0.059621885458785044,-0.8700342277997275,-0.033628529043818585,0.0124262840025933,-0.4167839981421717,-1.4662492980574604,0.223217927292978,0.2446099110840713,1.08053748843315,
4388,1009020,0.2982400183041935,0.16880966091220997,0.014025916685028906,-0.5098035310023804,-0.19785839859020019,-0.0026653060526168706,0.01379365363316417,0.2755209506721505,0.0360148168073624,-0.03096032301100778,-0.4045987701565473,0.38846187010224753,0.03738193991018282,0.043432782577741504,-0.5863852863317591,-0.43557981383691297,0.07896745573582241,0.3250725125281479,-0.06787302113202696,0.20738975494378262,0.4844572048324658,0.001091033496467093,0.2083562749243715,-0.21113162523780737,1.750432938765496,-0.33813577317406707,-1.5552480430861586,-1.7997349289354574,0.3829103347647797,-0.7097194273296381,-1.5937548877252754,-0.690896515258098,-1.8362311715568698,0.052801680125632314,1.243446085359406,0.04902485379906238,-0.4102414753826445,-0.6900189086201016,-0.02225211627252797,-0.29550625364423744,-0.3979280560723786,-0.15099308509695997,0.13576548086526963,-0.03491130208959417,0.18842273490357744,0.2574940208342603,0.2142105971775447,-0.3782892193946274,-0.2509354222856911,-0.132684065873193,-0.544265304470856,0.16138767512597738,-0.5313154456090214,-0.19480346401011336,0.07569314899298397,-0.09198159244571576,0.9447424511624111,0.32804267538047716,0.32228693993911384,-0.5812986218440505,-0.49576531746617974,-0.3655348943710516,0.4396738556749488,-0.05507096832929876,-0.08828544200499139,-0.9179594236591389,0.475761945868992,0.23677504565151963,-0.4018495943144207,
4395,1011030,0.3085188149059647,0.7879528142690881,-0.2049520960402281,0.07815681919576199,0.5667926898164851,0.40377268838798264,0.3335561728759639,0.1269271797474573,0.24588678591503269,-0.6603233172094777,-0.3245005893695973,0.5145892650201515,0.41378368010969885,0.02114534210520783,-0.7027342008421741,-0.12291741005394918,-0.5931340602142237,0.2436393416349029,0.10744896590818528,0.6496229936748467,0.5717612109982897,-0.2187663521233819,-0.30045226317502965,-0.1935580679491811,1.6891681886103023,-0.5720180048365666,-1.6261503641517399,-1.8125966413199703,0.276533964627015,-0.27291391045136254,-2.050388152380614,-0.6471402545361082,-2.009348126213175,0.9682663353527995,1.084401735838218,-0.008830828865915814,-0.006602791877971354,-0.6680466459155848,-0.37495518285371643,-0.4202943641375368,0.11652891463416755,0.47312061847610304,0.2912243185533381,0.017779447442989624,-0.13044981813699266,0.3488647607806336,0.11482186309166936,-0.33525156293571307,-0.1461933104767562,-0.2765565765709437,-0.48169586843449985,0.3618217469901635,-0.1450113646079572,0.004942891824240756,-0.4154285647622374,0.19856768465355162,0.902780394557552,-0.0023051824114639105,1.0354841980224865,-0.8118407845588139,-0.40335432966467566,-0.41141695958901314,0.34672401439681205,-0.45301269268841543,0.071833035547437,-1.3484949954393195,0.2688171194805825,0.3943905910533299,-0.793796973313401,
