,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)","Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
1932,1000000,0.27922906363016387,-0.5485354058327379,-0.05090106142346682,-0.4982841235860205,0.24874309193720703,0.3474202375863798,-0.0388510742917005,-0.0452145255249699,0.0861608684170629,-0.028085127564039365,0.35602579940322027,-0.5092480030013931,-0.8895514997257322,-0.013226643107468012,-0.027683528871229095,0.13299176541618085,-0.23455930961652063,-1.5257235038810786,-0.6624087565128227,-0.13077061507619236,-1.3601421888895828,0.6222506996077826,-0.057795344067141104,0.20304223656803258,-0.3673229330322974,-0.17064402857283797,0.3709807773117357,-1.9408951993839678,-1.4105399128868583,-0.09217982971782769,-2.5025218933114237,-1.548609260357012,0.7460230933700145,0.396722156932475,0.8943606001441122,-0.08520360112185907,0.004163268574268833,0.14253949021125828,-0.3904275103653154,0.007113500607906252,-0.8704273994429221,-0.8661403309189781,-0.18708739798503618,0.19851797060414234,-0.33290686644385964,0.1270693593142525,0.20862293651560346,-0.12379656981645165,-0.303485436092127,0.6857485978994234,-0.03144912316325471,-0.30787963634796983,-0.2664629772160836,-0.19641057315502225,0.23269268699532253,-0.25063148893967613,2.784966366032877,0.4234333479666022,-0.6314734315330419,-0.6269945008568192,0.03198290829257832,-1.070014547853206,-0.47419559965587155,-0.35913214852176223,-0.22697092350000803,0.2837359737699551,0.04585081734288954
2114,1001000,0.36535060480175335,-0.36091370332054107,-0.35790641563554126,-0.4216126421922316,0.20334871514466865,0.4525790266234373,0.36128393207079224,0.1928947483982417,0.09151942647972648,-0.03623554644981309,0.6682641779950355,-0.34305075694366866,-0.8485548730059206,-0.06663976274221116,-0.1463730101101576,0.12308831406113678,0.010507830503147141,-0.9252374845586551,-0.4947613498872398,-0.1192143115680667,-1.0738330675155578,0.5777990280185327,-0.12124658372959042,0.2126831308148239,-0.30051517926417354,-0.18001068353435662,0.3939714263904173,-1.9527267045930012,-1.20747793939501,-0.18366755134527923,-2.554166972174122,-1.6499118404649489,0.8029543460191352,0.5605834623887698,0.8032776692134047,-0.16923549422993361,0.07994060299017434,0.13843615547944516,0.08464605435645568,-0.058729139712439926,-0.7355279997459562,-0.598246249050577,-0.2545097749633342,0.19851797060414234,-0.4498266149663557,-0.21119211105284816,0.18755457232297806,-0.15849516736123964,-0.389303190052799,0.5887638614128012,-0.11294784942175015,-0.3691408919369634,-0.19824403879737976,-0.1394567452417042,0.28028972427114607,-0.1652140563357712,2.8400710013082295,0.4234333479666022,-0.9454346395200426,-0.44514683174065467,-0.2358309400651244,-1.0521643431367895,-0.29670175386855147,-0.31142385675632744,-0.22697092350000803,0.26566281068362574,0.04360694744780347
2238,1002001,0.19196560259996376,-0.10389696976518493,0.4050469365895602,-0.18351767652391493,0.09654825536044694,0.7575010726070744,0.13188291647221828,0.011837713406727771,0.17331108152726105,0.28536287870592236,0.10632742797319318,-0.34305075694366866,-0.8485548730059206,-0.06663976274221116,-0.1463730101101576,0.12308831406113678,0.010507830503147141,-0.9252374845586551,-0.4947613498872398,-0.1192143115680667,-1.0738330675155578,0.5777990280185327,-0.12124658372959042,0.2126831308148239,-0.30051517926417354,-0.18001068353435662,0.3939714263904173,-1.9527267045930012,-1.20747793939501,-0.18366755134527923,-2.554166972174122,-1.6499118404649489,0.8029543460191352,0.5605834623887698,0.827105361102513,-0.16923549422993361,0.07994060299017434,0.13843615547944516,0.08464605435645568,-0.058729139712439926,-0.7355279997459562,-0.598246249050577,-0.2545097749633342,0.19851797060414234,-0.4474971225957268,-0.24260309515878395,0.18755457232297806,-0.15849516736123964,-0.389303190052799,0.5887638614128012,-0.11294784942175015,-0.3691408919369634,-0.19824403879737976,-0.1394567452417042,0.28028972427114607,-0.1652140563357712,2.8400710013082295,0.4234333479666022,-0.9454346395200426,-0.44514683174065467,-0.2358309400651244,-1.0521643431367895,-0.29670175386855147,-0.31142385675632744,-0.22697092350000803,0.26566281068362574,0.04331270718844426
2364,1003002,0.09769493717812311,-0.09139137914028936,-0.38799539709556147,-0.03070004744345212,-0.31213584776802045,0.44099434258350656,0.22187443765179216,-1.690464772403459e-05,0.03993918927247407,0.23311797183166033,0.2575716643209898,-0.13430181429079335,-0.7736553569021983,-0.3125208020262342,-0.3146823694611568,0.09673892578352472,0.06114756720328815,-0.3294820452809894,-0.32975863926552845,-0.10971350762148947,-0.32647119701515187,0.49437568729586423,-0.18423232742358914,0.22814210582014813,-0.1982365011906796,-0.17223053157490018,0.37961437871798576,-2.0162197234937453,-1.005172408523452,-0.27827784232132274,-2.5976217889198625,-1.889209701473802,0.8844301901638113,0.6606457700888919,0.3774136352763717,-0.25154834357189265,0.14368263771373055,0.1382295851362696,0.9877774040349258,-0.12608674264336345,-0.5895207111544475,-0.13418713233677754,-0.6327810123849518,0.19851797060414234,-0.5696711497945093,-0.24260309515878395,0.18533862326776862,-0.16627247709936813,-0.6223489992204817,0.5487374406577259,-0.20444924912558857,-0.48234127173618613,-0.12635973035103232,-0.05530466736139677,0.3192750594632149,-0.015165987642361212,2.9982988851914296,0.4234333479666022,-1.434166702797541,0.15449487816871046,-0.5583033389659906,-1.040896088987333,-0.19132048729798165,-0.28068666257709185,-0.22697092350000803,0.27027461402476893,0.04295375143569369
2698,1004004,-0.0961166103791649,-0.12266261559328932,0.06566114518682027,-0.3246039774998821,0.46819288912584045,0.6363797357140052,-0.12031646823947695,0.13611880242138208,0.2283478566700898,0.37827087551868793,0.3844507461847448,-0.13430181429079335,-0.7736553569021983,-0.33123170956575054,-0.3146823694611568,0.11091878088414094,0.06865735328469268,-0.3294820452809894,-0.2955327819881812,-0.11434547315533262,-0.2669455410049993,0.4945668271443355,-0.18423232742358914,0.22814210582014813,-0.1982365011906796,-0.17223053157490018,0.3418119224605141,-2.020236880305924,-1.0160726535884257,-0.2363571694822749,-2.601144538216427,-1.896913677567241,0.8844301901638113,0.6268400255687614,0.3774136352763717,-0.22929735988376299,0.1020319551501503,0.10326692404453,0.9877774040349258,-0.12608674264336345,-0.5895207111544475,-0.13418713233677754,-0.6327810123849518,0.19851797060414234,-0.557528573796813,-0.24260309515878395,0.18571567245643247,-0.15254592647195325,-0.6223489992204817,0.5535723587221429,-0.20444924912558857,-0.48779928700787173,-0.10334350336918399,-0.047644021439824165,0.3192750594632149,-0.015165987642361212,2.9982988851914296,0.4234333479666022,-1.434166702797541,0.19373758116963927,-0.5583033389659906,-1.040896088987333,-0.19132048729798165,-0.28068666257709185,-0.22697092350000803,0.27027461402476893,0.04281819142547205
2737,1005006,-0.07351740220961799,0.09052032657391221,-0.44686750444744333,-0.0585360053715679,0.33855457929837846,0.13574704717964162,0.5640615252836981,0.25500853398260687,0.3556154213460931,0.0008044604155267079,0.7104133856894113,-0.04740857953533075,-0.7435074021534905,-0.4150376280986649,-0.46378456115551187,0.1002135434468622,0.24140856257417137,0.1547264928027285,-0.31001576267669695,-0.12658111886118192,0.018759045380122918,0.4394313809175177,-0.1681221447526645,0.23802694701349153,-0.18004044302245809,-0.14904081610654893,0.4365259013936256,-2.0241748084593696,-0.8643319274191458,-0.4761416761193894,-2.5868082076325636,-2.0747901719038353,0.9128612866110466,0.7424569898842113,0.22793799812638846,-0.26300266582360604,0.23058943003163118,0.0757347863937265,1.5692975725258471,-0.2243748778998455,-0.6900892884900804,0.22196210055332483,-0.8443881481896468,0.23362192112251018,-0.6722791642182551,0.05388521493126113,0.20055897203088024,-0.1801558472593997,-0.7316330574177435,0.5602822085922858,-0.28808211615747825,-0.5346771109264944,-0.09351263325675556,0.005454562283111673,0.347355437560231,0.06196865417159443,3.0274044418497823,0.4234333479666022,-1.7710982821607208,0.34106483795544795,-0.7009089073912078,-1.0418439124795633,-0.06888303592291073,-0.2687286362298933,-0.357347643356333,0.2973001012439064,0.04247931725798959
3024,1006009,0.35361225343629643,0.6878216779946897,-0.6968972045061781,-0.19693174352149098,-0.06346587224474007,0.41736362349711276,-0.019238910414733676,0.48406926700068964,-0.025369588014931225,0.3524956895985951,0.13260737430005884,0.06921482873304598,-0.7647395495080347,-0.40842552210468197,-0.2995073728965247,0.09063842077667945,0.17160435267670893,0.12224740190594226,-0.1517558996680894,-0.1035667642248395,-0.19061525341373461,0.4847578860600453,-0.32018007520194336,0.2537122216396311,-0.09747255350568071,-0.19302535809749385,0.24960035221902963,-2.0424869344048058,-0.9612119259506884,-0.11980170524995573,-2.651623255485149,-1.9420864243712044,0.8850190015117455,0.5564334242014243,0.36906767816979136,-0.2331384608488102,0.048752346712901205,0.13690549964414708,1.522514335872744,-0.08139665279967158,-0.4013637561966853,-0.05811802852983623,-0.7271781598596044,0.19851797060414234,-0.5889938739786704,-0.24260309515878395,0.14688893960301705,-0.13320878572633504,-0.6219520613361861,0.4286485705791172,-0.2336516962248498,-0.5492540834431927,-0.03240422159049425,-0.022159500227498147,0.4288871765580884,0.09548360344485708,3.237450745180705,0.4234333479666022,-1.2703379901432843,0.4328008526260151,-0.7329886384770183,-0.9987927309102572,-0.11495078096321619,-0.19567812912087226,-0.22697092350000803,0.2259898113677394,0.04028924848832738
3577,1012036,0.39160791615944485,-0.031063889908345955,-0.4104755073862128,-0.3714970318848047,-0.21604035873032718,0.486045954868294,-0.015183121811695831,0.5957912605551797,0.18845110742842067,0.30315221551261745,0.28866813331960134,0.039612833462874385,-0.9724296702781228,0.07438965347350476,-0.20416320904684346,-0.06507142109544811,-0.733271866829541,-0.5038759663003773,0.30733738880854516,0.10215731185316099,-0.325072458013993,0.22849764540025008,-0.11880443918326994,0.027951377864497286,-0.05620326081590264,0.29510951204182484,-0.6367158759744318,-2.038554802858092,-0.8366426668822884,1.0589923034192072,-2.8620298057692426,-1.5656125199168458,0.9138723427856508,-0.1821939580910985,1.0616033730372982,-0.045930478664308064,-0.7875729419734677,-0.9066552257234836,0.6217563655387229,1.0655836373050827,-0.36278729318177105,-0.6151674885192919,0.35293153658181825,0.13669555872158154,-0.4858233335488139,-0.8472357386060992,0.509365396722,0.11780396635756221,-0.4349015636379081,0.30574252855189904,-0.5751116054098148,-0.2885126996959057,0.032069913005876645,0.23953114298549516,0.3643356171883108,0.36663604044492326,3.571202409177299,0.31200758177951826,0.20029510780682863,-0.013689427602182603,-0.2856408037527097,-0.7792338040631918,-0.17512688361334164,-0.5420915984717376,0.6132823117687807,0.028881143387021514,0.029539423849437082
3616,1013042,0.14754477904508398,0.12033228185537545,-0.10403757800854371,-0.25534173981505176,0.4373567373540623,0.9687021449156068,0.36918389374523697,0.4857729122521301,0.25290835341696916,0.31490579110618017,0.097088737625736,-1.5545531837596864,-0.8313529197918524,-0.23910296498141836,0.10490940221509604,-0.03222392032723664,-0.37585073698319077,0.3809518652646856,0.3147490938158817,-0.1669203766888831,-0.2789514889109864,0.519924705677891,-0.30037378918448393,-0.17640489076100466,-0.19164886422364813,0.40293122690511224,-0.41153704326459106,-1.9245451790826178,-1.8991664740938021,0.8900355037591126,-2.828497039767993,-2.117176813737347,1.018287727938277,-0.8349687729842935,0.2942249303749466,0.8612065731391556,-0.22677460888558804,-0.5143021890461906,0.10096531072154592,1.048060077938413,-0.08077788909923304,0.09394618094153283,-0.14391756550678522,0.28905455370337446,-0.9620065138134536,-0.007847157114970034,-0.16510593217619285,-0.4416597729381693,-0.07574474738145212,0.3335429038771622,-0.539355220916701,-0.23300399727099527,0.35930602237317905,0.111221619076987,0.652402204540745,0.139628946310304,3.4989183219187,0.6060378473701487,-1.2525977014586287,-0.12401348060550045,-1.2593527562329052,-0.600351462271217,0.24298311396362593,0.34801018542110546,-1.2340888247397401,0.5030884688871456,0.022005628413008127
4289,1008016,0.11063990282345855,0.2943048471020308,-0.29468741224455114,-0.12863740547087762,0.0670891487293479,0.3612520343444228,-0.09780829661475346,0.3505863672584991,0.011335491806613088,-0.04319601639868162,0.2590940823101024,0.25356768633025906,-0.7949475073652781,-0.37547673343898763,-0.06140121756024767,-0.01826426579681628,0.08941317751453859,0.08804105437531241,-0.00789440106967849,-0.022487819539062443,-0.5160338176848355,0.5806284926426104,-0.5544174567969193,0.26379325033544776,0.1526402412118573,-0.26068204886461993,-0.2445283825471557,-2.102068452741708,-1.0276505478922764,0.30956909047746395,-2.92090150018947,-1.75986244739643,0.8978172282009479,0.10771927380265663,0.6306938473807531,-0.16181336526477644,-0.26638665445887066,0.2589708031316564,1.5917897946028259,0.15288084134667912,-0.008534682558855571,-0.3117524773801414,-0.5251974866420694,0.15662467310256228,-0.4781268776813401,-0.6378757952765411,0.07652485701513294,-0.08991879001259864,-0.43330729251586525,0.2770212227900341,-0.19990493620560643,-0.5974798294665056,0.128864946765923,-0.05591043834117342,0.49122162322992813,0.15173520308159816,3.5079948229281377,0.4234333479666022,-0.5390138625435802,0.6396107387731021,-0.8663802736671801,-0.8605156389005831,-0.18292474980394138,-0.15208321436027272,0.1529506839419218,0.16698191010444785,
4299,1010025,0.12563788268587459,0.3273093385565139,-0.5923521973754918,-0.45900636862756095,0.4474519348141961,0.7972670397805396,-0.09598343771383214,0.690385262489942,-0.16188218443383848,0.11176269093821047,0.27441103832006997,0.49274658154987744,-0.7917576169747946,-0.3434098266515033,0.13148082718518056,-0.14752119444230885,-0.013723164317507343,0.04070533436729557,0.13955142044333713,0.026259653433197912,-0.8149258489519783,0.675216989250963,-0.7004798301957911,0.28827595596630917,0.2948181674116699,-0.2899922552047278,-0.39744897470063456,-2.17582829863679,-1.0536209153012024,0.5414979196572951,-3.097945374684628,-1.63402791455479,0.939524258880218,-0.32591003487476006,0.7542528274858091,-0.1708393985920659,-0.4200720416223191,0.46066110258984855,1.649264527231182,0.30976167728292375,0.16388695854867946,-0.5104639065197109,-0.39559685022640667,0.14254953524951047,-0.387465850119682,-0.8872402615395896,0.03451781596128868,-0.09655153206319059,-0.3543435197771011,0.1612628723052257,-0.17831991122169707,-0.6351474151417296,0.24586885026037836,-0.10630799676027151,0.5229483436425257,0.16175558382852406,3.6251410319039263,0.4234333479666022,0.2603576278384574,0.8042643252935294,-1.0040717146415756,-0.8068685598714816,-0.23881795802472397,-0.09901766036789827,0.46856889456090595,0.14201615055103337,
4331,1009020,0.19934535626337116,0.46344796396657595,-0.5069558453555763,-0.4420969220382271,0.1828592284538652,0.677737963018588,-0.0031551338415058633,0.31867740776104725,-0.02589663396723115,0.2586662025386138,0.2761263439823049,0.28281076761301194,-0.8349759344274714,-0.36211661461234457,0.02453476273388195,0.07624233943477725,0.11970280215189484,0.034615302267243894,0.07485038972511884,-0.02641079963239694,-0.5574385501049359,0.5639606388749694,-0.5767755507081113,0.3475797433464576,0.1411781507134933,-0.25998347995440874,-0.3532127817073098,-1.9964261125041285,-1.1079690700848062,0.6301397418530859,-2.999828507107824,-1.7261748347557428,0.801512367337333,-0.013076192649137069,0.8550771910975726,-0.11328308349277559,-0.3664023974025121,0.1787262119777729,1.591966547578056,0.3042296442980769,0.1022905024249185,-0.5469195036086267,-0.4952825900240754,0.11847222803236111,-0.4558148332114935,-0.709935441766291,0.06790496261149427,-0.055986031840120104,-0.3013901926619026,0.1811515108043451,-0.17560753198186504,-0.5766887692641471,0.20840536676961324,-0.044019867143835247,0.5054915746142591,0.18428012943304867,3.551897553765067,0.4234333479666022,-0.017638775824620825,0.6323566335547134,-0.7378381269691444,-0.8132458193856361,-0.1557401975646688,-0.11565710262094604,0.22877456492923454,0.09444518091108091,
4343,1014049,0.21651715198555158,0.2695173040043909,-0.4607559614887302,-0.09364977154648994,0.43928312519447776,0.13174814034741855,-0.03380701288409742,0.6864568203978114,0.1400409114716,0.32045400007688996,0.6363217483033209,0.6791105578680561,-1.220938540235722,-0.2636333782671468,0.00724590050934012,0.05550261815740362,0.10895464259662116,-0.23934420278389998,0.38595998566773965,0.39998831975586074,-0.28715322586929476,0.28759140228687496,-0.5118044809840209,-0.3515774980300635,-0.07318437999721465,0.284852598186017,-0.3644294491613655,-2.132199063131941,-1.4045001073948016,0.9339670863858274,-2.552383892223994,-1.58474993535864,1.1856400655392634,0.13443367366416514,-0.7611461613716117,0.13231557170311858,-0.2510512862906294,-0.6828690269434564,0.40154667727327886,0.5337757829325107,-0.2481731348364071,-1.0887241799869263,0.3547015128545363,0.5373482500368343,-0.4983284184524135,0.21430107965694697,-0.24850474108003912,-0.4674586005389952,-0.6107926266003822,0.6799676592887564,-0.08023093007218585,-0.08274083651790527,-0.2221335535185989,0.6132660774361675,0.6738717607322587,0.17226424608617286,2.0874700412209597,0.5196174596849993,-1.2208213672972834,-0.5301755126446679,-0.8269933920239008,-0.6444246923340227,-0.3124646260861105,0.29331023581069404,-0.999084343746871,-0.1809767880749359,
4387,1016064,0.29805679162581084,0.38832111878591263,-0.30871424146259047,0.3625631443222909,0.0013018857106087964,0.8651231580780901,-0.018784175313683895,0.6932497506524027,0.5524019550162035,0.24843430093794688,0.4867057794844969,0.1262506549403159,-0.8994500240989693,-0.016195740392671756,-0.09257832803087851,0.2561220234174874,-0.36155457573231997,-1.187478872982303,0.280001649839613,0.27569357267950945,0.2533403950149979,0.3314194065026873,0.04625529835929225,-0.20835976687955915,-0.30263187705739975,0.3042444526415502,-0.3247586850727827,-2.3952255966034004,-1.8108351543866397,0.9627948490720305,-2.853264262262851,-1.8408011803913948,0.8430277083236436,-0.4981412477086081,0.1185284295353499,0.11936458787379355,-0.37012256827846024,-0.5348975194912035,0.9601598346326056,-0.13584319852910406,-0.01854331265506928,-0.6611280162786932,-1.0267438095024108,-0.4026906544987127,-0.35230563489034905,-0.64738811893859,0.1915036005521091,0.21787161241959527,-0.1608903341418645,0.35434785250383904,-0.2955236065477625,-0.03233532964968038,0.26201743165482844,0.3993475024868162,0.3260174830785053,-0.28196946053231925,2.079598319966311,0.48820602320406686,1.1230372904894723,0.27885150913780665,-0.16861177885362386,-0.03298312325465029,-0.213383387416886,0.2610253787109767,-0.018084574403293002,0.1649443405232864,
4396,1007012,0.31147822125361335,0.13276455120665487,-0.322363551440172,-0.2966870872474862,0.21385858572760882,0.46440900350769704,-0.11732953471738541,0.1456081101357691,-0.10997008816549635,0.33186068194881363,0.3424525107314936,0.04830872511788012,-0.7680546763301304,-0.40842552210468197,-0.2995073728965247,0.08733410706181109,0.16595269558204212,0.12224740190594226,-0.1517558996680894,-0.09890820568625243,-0.14921246417871065,0.47688282497589457,-0.32018007520194336,0.24670858729148964,-0.0752918917965241,-0.19302535809749385,0.18913855302185958,-2.044440126474288,-0.9595065122547358,-0.0771339559176763,-2.665332916663437,-1.9537978406300078,0.8850190015117455,0.5564334242014243,0.36906767816979136,-0.21342479491443891,0.032917622501946464,0.13690549964414708,1.5630016909089053,-0.03940831851911798,-0.4013637561966853,-0.048079114833848774,-0.7047140058273653,0.19851797060414234,-0.5920522033207696,-0.24260309515878395,0.15290378880714495,-0.12837677500285477,-0.6219520613361861,0.4286485705791172,-0.24380981817991873,-0.5492540834431927,-0.020462905981615837,-0.013440665904687796,0.43152003516194815,0.10782895403254905,3.2689001869064827,0.4234333479666022,-1.2703379901432843,0.44506695409110786,-0.7329886384770183,-0.9545057799438158,-0.11495078096321619,-0.20299650711887132,-0.22697092350000803,0.2259898113677394,
4423,1011030,0.3425158017675957,0.34540103393032295,-0.617171070538748,0.006903803288854711,0.21681735190262644,0.7267779787356323,0.029402718367384728,0.19234779496977852,0.07619518088474027,-0.021685608012564,0.1908745933863453,0.06969244211387199,-0.8622440803735227,-0.5293627571535734,-0.13059653291516313,0.5215385593355535,0.8187155776867118,0.1501167716788533,-0.06813799294591483,-0.21995624258909768,-0.08511516570214561,0.3937063567677937,-0.3955376819870939,0.7735326534576552,-0.45363340613289505,-0.3112311334733688,0.15121268925975584,-1.6437993088111442,-1.3290054466244374,0.666171386897142,-2.8713546029696673,-1.96378595056044,0.5115067783314352,0.4431376022671354,1.3177093807649207,-0.02035125696360192,-0.2672386668654906,0.1881998492552095,1.7596895787994202,0.11176735864152901,0.008004319877360557,-0.6194493845645849,-1.106414926116484,0.04320308459937665,-0.5561358651153941,-0.28384745643750614,0.0257910437701849,0.020533769683860805,-0.06470061240235638,0.17079073230104255,-0.028587281289468598,-0.4594121668199573,0.20651014685962835,0.018092102129325972,0.5172397400503277,0.20461748592210163,3.302627537602941,0.4211986211465826,-0.42011599998487137,0.3401813940263576,-0.11662642240013725,-0.7779264233689684,0.14047002974195505,0.022747107363477747,-0.44584395387799464,0.013615586994928238,
4452,1015056,0.3786692691952556,0.10447012479870928,-0.12467836592270969,-0.37165066021853344,0.531815306139302,0.37907935009280247,0.061530929011908916,0.3712373622861662,-0.22199896941198244,-0.07193895615782678,0.8201051208929021,-1.4467379633153634,-1.1641946118289288,0.05155056835633357,-0.1783051604350716,-0.1678918737958831,-0.5556583331411303,1.3365776650224672,0.3303279798811164,0.36801579797021516,-0.4571273806814137,0.2728579767493134,-0.4736492112011411,0.8719759770046293,0.027882756346898768,-0.23454615447175717,-0.3921084940910013,-2.0097699155329414,-1.2232546066473127,0.8553350179090151,-2.6193190762641545,-1.708304136897343,0.6126298899861498,-0.32608008483153084,0.8475652526255308,0.3676636510978007,-0.06676030169042516,-0.6095321650394562,0.7456662036618752,0.6116319354396923,-0.4229815916822678,-0.4419352882197157,0.04397388644339815,-0.1456214814659254,-0.31749793603767357,-0.3410460125978672,0.0539086597498403,-0.5538254744752126,-0.03540151764742065,0.26698179978113923,-0.3561437469489831,-0.19362195725165735,0.1056231838957644,0.5987648421666907,0.6179249010112299,0.1476783132750005,2.6655209810747325,0.6551079213365254,0.11929837629229505,0.4203148187640846,0.24637746867173324,-0.19612004594759985,0.020228178865086793,-0.09317270758525549,-1.1244296123344057,0.0004646402490734751,
