,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
1828,1000000,0.9394471864087369,0.797801240208395,1.117058749541859,0.5885398572643492,0.9278553307187668,-0.09937224249895289,0.5231564672977729,0.02218203962318401,-0.18782433110669658,0.060995280942917535,0.2324214032915795,0.23986580273481325,0.6057525020686934,0.9022673154959273,-0.2946427054378335,-0.2452377675816351,0.5641401118768663,0.5253594716557606,-1.0446657914710817,0.8014260957412512,0.27894206179105513,0.4864445112089747,-0.33084962791123135,-0.4271132531976036,0.5984068752590187,-0.6354097722356459,-0.03645464345760899,-0.7892896284663683,-0.8419574481045197,-0.8923317245034988,0.7426211044429953,-0.2564480259579411,-1.004402436845435,-0.9639604170863054,-1.115497564879629,-0.611054918627328,-0.5561843267955221,-1.1574384222380152,-1.145872721743622,0.9964334051521349,-0.3632210717714659,0.888394496426879,-0.4224820034189001,1.6081994468023386,3.032904622199373,-0.45974723466598244,-0.18151354748738002,0.1319932199805248,-0.1756750931173394,-0.20901787927957793,-0.47176171495777075,-0.4165293924276474,0.9832324284947341,0.2277887194856212,0.4303246966944379,1.2176784294160488,-0.5321616251621452,0.023918070050650844,0.33598278911246127,-0.5769832441025118,-0.2960045802636814,0.907413987492238,0.04841041591619864,-0.45187498917752433,-0.7060046263117804,-0.08532494611743388,0.08933664325810534,-0.01751774526325628,0.4455321815525067,-0.9246285879037225,-0.24919025737295955,-0.6847621146520092,1.7849969704636803,-0.5882094159573762,0.14469052659588533
2082,1001000,1.0366476687109707,1.0088401302297465,0.9581001188761173,0.6605633574169245,0.5475742876868903,0.09481539813408518,0.41202779746891516,0.34498715089540827,-0.5897419198911906,0.28773154225141806,0.5249885404681187,0.18481060948264322,0.5888885620974327,0.9457662467529516,-0.27443118192875765,-0.3309409802171611,0.8269301526643182,0.44197446562093823,-0.9181220605206774,0.782737850271296,0.3204833481920009,-0.16194481115528744,-0.40710414103623294,-0.4439012882325058,0.46272051690021554,-0.5021500147310274,0.13335209377796234,-0.8279241402743804,-0.7648778330084214,-0.9647587365779802,0.7000828688325704,-0.36510284308354124,-0.9876130420450931,-0.9074588066132052,-0.9900397814002463,-0.4662296548561635,-0.5215174357059942,-0.8799848146391546,-1.0934721511305263,0.8602388646438868,-0.41884983166062556,1.003350979327085,-0.043561592906961336,14.075596663552945,2.853168018482336,-0.49545620400823104,-0.05576028392836126,0.16389916667493704,0.034674226269149344,0.052176591923727166,-0.49336412064255064,-0.4448781523609045,0.8681477197348603,0.1479409415733085,0.3138099636511965,1.2176784294160488,-0.278753757569192,0.016691642346806902,0.09180902426169325,-0.25605376243909095,-0.15073220227407333,0.9466317988822675,-0.02427494313977945,-0.4563030440477183,-0.47706477525252494,-0.0033757899992986353,0.24024087647019016,0.07519649405749357,0.3115449016211694,-0.6615507740107265,-0.31188410828718405,-0.6652151622138759,2.329437195808599,-0.5348458749098604,0.15519390812904188
2208,1002001,0.9019683426479987,1.0017318243173734,0.7949759641313336,0.3908794068092223,0.7201279255355753,-0.06395693583377189,0.2579330925428914,0.3549284847572258,-0.6614002668301214,0.4246858588726234,0.6885233259355737,0.1634167356367122,0.5823356808115695,0.9457662467529516,-0.27443118192875765,-0.3309409802171611,0.8269301526643182,0.44197446562093823,-0.9181220605206774,0.782737850271296,0.3204833481920009,-0.16194481115528744,-0.40710414103623294,-0.4486573264213283,0.46272051690021554,-0.5021500147310274,0.13335209377796234,-0.8279241402743804,-0.7599801418192017,-0.9647587365779802,0.7000828688325704,-0.36510284308354124,-0.9876130420450931,-0.9074588066132052,-0.9900397814002463,-0.4579927911437195,-0.5189149327946375,-0.8790520315707008,-1.0934721511305263,0.8602388646438868,-0.41884983166062556,1.003350979327085,-0.043561592906961336,14.075596663552945,2.853168018482336,-0.4572723190641851,-0.05576028392836126,0.16389916667493704,0.034674226269149344,0.052176591923727166,-0.49336412064255064,-0.4460276966832394,0.8681477197348603,0.1479409415733085,0.3138099636511965,1.2176784294160488,-0.278753757569192,0.016691642346806902,0.09180902426169325,-0.25605376243909095,-0.15073220227407333,0.9466317988822675,-0.02427494313977945,-0.4563030440477183,-0.47706477525252494,-0.0033757899992986353,0.24024087647019016,0.07519649405749357,0.3115449016211694,-0.6615507740107265,-0.31188410828718405,-0.6652151622138759,2.329437195808599,-0.5348458749098604,0.15549901388606624
2461,1003002,0.9227115085911612,0.636727594501679,1.2319192786247066,1.023198887999352,0.222323569022374,0.13842582299768252,0.6581907380613271,0.7773297328987464,-0.7609662828084824,0.0253931806612356,0.14505507413180532,0.017391886225012483,0.475039125094857,0.9886769250597244,-0.27035484075372457,-0.508921481509387,1.1016697932336954,0.188811304275789,-0.6820739563409397,0.7478939541056395,0.47488029543002774,-0.8080381779276347,-0.5169686514385693,-0.3795554272388747,0.3700656828422352,-0.383287207418949,0.26734985898949243,-0.8941343388763151,-0.6823829229456823,-1.1089110417338433,0.7345776365834016,-0.5028187469931552,-0.971672757177119,-0.8558047891795074,-0.858171715427385,-0.36755723474361607,-0.46342257530851455,-0.5214646304439983,-1.0288668676500938,0.5088967352361664,-0.6251798222352636,1.1593744152634047,0.19459211984001187,28.596270960513035,2.4935882274511685,-0.4421881506347169,0.1720612820770182,0.34024360165620615,0.2944708716792475,0.37178388900624393,-0.5156455360467223,-0.4689329899704827,0.8743011282041929,0.11875747422709347,0.23244585936494983,1.2176784294160488,0.13260377235089213,0.1619050700607674,-0.2774024050266912,0.28947870368405804,0.07658368762218237,1.2095038201313582,-0.09511533902271987,-0.5317179202824444,-0.211173020516717,0.13429859822641985,0.5762868058354931,0.31892238892873215,0.2078166049008772,-0.33787320248498104,-0.3178071708770138,-0.6975490952861972,3.432739665662662,-0.43741847499928027,0.15654220780741768
2543,1004004,0.6639562962744278,1.0774166269660979,1.5024186389106848,0.7070251808927173,0.8957340681412614,0.4204880878766433,0.1026317402006416,0.7387041962523674,-1.0714026563928511,0.19407875456101276,0.12435097789322529,-0.1408020763170005,0.44850253345379926,0.9886769250597244,-0.27035484075372457,-0.508921481509387,1.109005592325699,0.16008497600941107,-0.6820739563409397,0.7492020991035457,0.47488029543002774,-0.7332715382163216,-0.5131408790947856,-0.37867999297980626,0.3565153061688953,-0.38259145645626397,0.26734985898949243,-0.8839880286553944,-0.6823829229456823,-1.1089110417338433,0.7345776365834016,-0.5270744050996261,-0.9540004114419596,-0.8607401679253303,-0.8533125107127991,-0.3612153216958219,-0.4525836607342732,-0.5214646304439983,-1.0288668676500938,0.5088967352361664,-0.6339547109133385,1.1593744152634047,0.1657133502004049,28.765669738236838,2.516436657616715,-0.39750824567710474,0.18271628252074318,0.3567836812958848,0.2944708716792475,0.375872272836531,-0.525355425864808,-0.4689329899704827,0.8975056149580435,0.12562918604124054,0.23677340848635517,1.2176784294160488,0.16480030711222546,0.1619050700607674,-0.2774024050266912,0.28947870368405804,0.087012918040949,1.2157408732521844,-0.08952507084839549,-0.5317179202824444,-0.211173020516717,0.13429859822641985,0.5762868058354931,0.31892238892873215,0.2078166049008772,-0.331848026008433,-0.3225785497185899,-0.6975490952861972,3.60886675412198,-0.4402912127697371,0.15767654014558485
2877,1005006,0.7683608265215467,0.5834998728999778,0.5004598975851015,0.6241392997704487,0.4273654581789304,0.4822685757483339,0.9025399888061528,0.7698492607375554,-0.7022439268998348,0.15057210538147703,0.3451086724261899,-0.06435263353956153,0.5552173469620794,1.042257883788528,-0.2076428869340914,-0.6407246211781457,1.2531729685154618,0.33551564599447914,-0.5447308660565131,0.7378852326570388,0.5439999534447126,-1.1621582008778413,-0.5821130867507157,-0.31345420665902024,0.39624332768078896,-0.1791138600294458,0.42555421313115577,-0.968752066656077,-0.5994661391247729,-1.2199505998577342,0.7386686630295942,-0.6007377857319759,-0.9544964095399006,-0.827496647423039,-0.7850413767965745,-0.17300163652287992,-0.5184546016722612,-0.414204130615144,-1.0054264533079,0.2560312442960864,-0.6736251768234874,1.3026083351915076,0.3650399676441667,44.80528055130686,2.218679095922405,-0.43615256623477017,0.3151135708339975,0.4269393162696701,0.3703949627687538,0.6709298389296947,-0.44592824996830477,-0.46744723446669467,0.7623339412132801,0.016340402283413127,0.1528216337966228,1.1145703163867553,0.3387042538358599,0.1883670573448494,-0.34067169123889257,0.5794904860963102,0.18330796491278406,1.4127994638003802,-0.0734161689012546,-0.6232724351655379,0.03258358128768524,0.2139672021993454,0.7614285019887124,0.37683957193279627,0.13101000093220377,-0.06482044623835913,-0.3610766197399839,-0.6515629221149128,5.036447291047295,-0.37168799450394324,0.1611259219287715
3021,1006009,1.1363455475749158,0.7075485728147848,1.2149108792308332,0.5990443740821064,0.12707842454202392,0.6612092832755919,0.628184930009712,0.6538599645243093,-0.6552813745730158,0.1903740746821743,0.48696424528201826,-0.33993394854242037,0.2733541764777797,1.014937042405749,-0.3528810908169945,-0.5241324458271279,1.266926918241835,-0.18776172453145293,-0.5735950034502667,0.7263769073283345,0.6431989716315577,-0.9043168109571537,-0.6337350638605735,-0.4033128942752623,0.03112442310341934,-0.405473336751616,0.32994755194309344,-0.8072753388265167,-0.690968368321426,-1.1631829415480928,0.7441226204699593,-0.603306721698878,-0.953603991906986,-0.819025950146857,-0.6730524588717007,-0.42440120435843215,-0.38407318340054675,-0.44106876824565494,-1.0024687440017863,0.37954058125696155,-0.7551816770865206,1.232699077253009,0.25278643927707556,31.307250332482823,2.7092396020239833,-0.3094882616000558,0.34033108686886737,0.4516200426693084,0.45830141477147296,0.8208707639992716,-0.6521891280871351,-0.5022782484748349,0.9532281725160597,0.2527253834049717,0.1665531915358374,1.2176784294160488,0.2153537529564516,0.20209964256117977,-0.42017067992143753,0.37595885739239926,0.2357900757075668,1.1240497425163154,-0.2090365761789184,-0.483413570481315,0.10090842531153214,0.3261518414427636,0.6657867991127658,0.4004497090859821,0.20286649554460282,-0.19774913927438437,-0.3102154008181,-0.7398101659782202,3.5297788125174674,-0.4377550468218122,0.15312560484509108
3085,1007012,0.505475395153875,0.6488045704884313,1.1268764626768097,0.4198476956635645,0.49321807694019343,0.7975315180046069,0.7646331112389225,0.6441157062702865,-0.32867705173584977,0.2640390299168222,0.564560259006231,-0.23618475315210863,0.2733541764777797,1.0138194420870987,-0.3528810908169945,-0.5257559200569573,1.2833531711298354,-0.2084713471504012,-0.5347241223082944,0.7217117263647996,0.6480474058215344,-0.9043168109571537,-0.6337350638605735,-0.40932162187412674,0.02750102462457691,-0.4068746798717525,0.31530236549985063,-0.8031561376226272,-0.6889004572575075,-1.1486795775750778,0.7441226204699593,-0.6144871051893783,-0.953603991906986,-0.8088341228074184,-0.6655576244527402,-0.4080927547681796,-0.38407318340054675,-0.44106876824565494,-0.9808402609254371,0.35093889180854987,-0.7551816770865206,1.22706274939563,0.25278643927707556,31.417484626720096,2.8060218871085203,-0.3094882616000558,0.35616540429493326,0.4516200426693084,0.45830141477147296,0.8208707639992716,-0.6521891280871351,-0.5039737021390415,0.9532281725160597,0.2527253834049717,0.16371304995072294,1.2176784294160488,0.25235391804184937,0.20860865102871665,-0.42017067992143753,0.3902782158711144,0.2357900757075668,1.0773117955740072,-0.22781257061953142,-0.4838835049935575,0.12007868807240785,0.3482323965882791,0.7127596012195666,0.41115694917961804,0.20616405473669538,-0.17468986165518668,-0.31849418822462516,-0.7398101659782202,3.5297788125174674,-0.432453443261765,0.1534501556369653
3228,1008016,1.039540588763864,0.7371931067124257,1.3150765654736867,0.8560095559430059,0.8984546103785968,0.6473873528770464,0.7012499811474628,0.07503910261829418,-0.602988492806837,0.10145891117680589,0.672753438110991,-0.07072095448208528,-0.22712416180557318,0.9490932438561563,-0.4588088187521509,-0.36638485252179653,1.288871241030504,-0.8114826217311782,-0.5043792007442939,0.7020586815528774,0.7971866453091496,-0.555141212527168,-0.6938950210507566,-0.45679589991195385,-0.5393726075603289,-0.6545473538661857,0.3052102793865032,-0.4081430812314186,-0.7745260180150473,-1.0804628794591868,0.7267969203301444,-0.6180684638614813,-1.007881032303588,-0.7801822115815584,-0.5664367037022912,-1.096447736734992,-0.19096708258026068,-0.5435099560734602,-0.9136122623990688,0.455323283829099,-0.8871750372067307,1.1967871900792693,0.1251977526094859,19.326665430947667,3.393976271769264,-0.20073942103630177,0.44087471398629907,0.5544493138393815,0.5719528432454358,0.9423690174431586,-0.8204202258787173,-0.5534836770640303,1.1484365729040793,0.4264101500374076,0.16371304995072294,1.4084504109576788,0.01714251393185274,0.23110598664036852,-0.5909913275404155,0.09371520113352139,0.31977966894709814,0.7595371473504633,-0.5210503578529417,-0.22357420442222892,0.2149856280984045,0.42147241293718807,0.5471096693135218,0.454323513740486,0.33591762128641633,-0.3974437871954163,-0.2126081394011443,-0.8913753408345861,2.53722717701807,-0.5105406853993558,0.15337577044701545
3307,1009020,0.611590015580851,0.8091695307569554,0.7400262280588987,0.5925577575795614,0.512314168117787,0.27478983398690693,0.3157533612222899,0.6912956514920295,-0.831124823708276,-0.03259293001408465,0.4835365826003009,0.19400218420571533,-0.44541499126097406,0.9980407352812952,-0.4829170779739909,-0.3599765090126493,1.3362856533561052,-1.1414425198171982,-0.5540146159490162,0.713020450616169,0.8164424186458681,-0.14760243810684673,-0.6826572133299744,-0.4926452081362687,-0.6841271107351541,-0.7312513081595569,0.17275980793690096,-0.2619419997006208,-0.7685810563381699,-1.0293700081300228,0.7554136358273813,-0.6325596244969189,-0.9596417015784446,-0.796711781338345,-0.5232221835739685,-1.0792578069736136,-0.10611481824662848,-0.5270913443702675,-0.9574057416082256,0.40444845030957244,-0.6219140332938027,1.1297592035053692,0.012078364433906537,11.894390080123435,4.015281274604179,-0.19129080568897486,0.43565289573917904,0.49811703595739465,0.6181662799432452,0.9589301310625311,-0.8708039274124486,-0.5117778395901186,1.2369698669641802,0.5711084792620537,0.1751210887624909,1.4275742477537552,0.022584907448690714,0.2569528025742305,-0.5244208938037214,-0.12356274157857536,0.34658512205281383,0.3494908026527896,-0.5840132563625626,-0.2110474804395235,0.2693965664310303,0.5822782121736654,0.5424420067329652,0.5512037091777767,0.44764567307913355,-0.33066978259969304,-0.21451978005363645,-0.9270852349442671,2.0570286513972236,-0.5237755223367142,0.1541300417350533
3347,1010025,0.5059455025105227,0.9340160951601765,0.9473876019532461,0.8424525443988069,1.1087538132387393,0.8221582244081258,0.97215538209763,0.3964133363168838,-0.6540548190963003,0.4528738071764007,0.4002850236958979,0.08395918251191524,-0.40724099589052265,0.8624628887025775,-0.5607353133846134,-0.2785176495073254,1.271566534851024,-1.5488945870704514,-0.4787636452652066,0.6764694676197803,0.936471636306858,-0.4638070040178698,-0.7188402621829495,-0.42648820198718046,-0.7375039366890219,-0.9075629011895445,0.39752064059407943,-0.1458081991743935,-0.8848846749832379,-1.064912649594345,0.6953544126800563,-0.6101624138164571,-1.1241121607792814,-0.7479080051289834,-0.5241968485059184,-1.4967612172282876,-0.058678171147769985,-0.619086506270754,-0.8526355475661543,0.6909662110483745,-1.1136030438908564,1.2135625724963284,0.061257380340381626,12.987335299274127,3.765927476608579,-0.11630303516490609,0.49159129935767626,0.6325978586098173,0.6694776692791835,0.9906620848346608,-1.0467535992239545,-0.5977366421640333,1.205989396640598,0.5591052980097767,0.15303035716828445,1.5292920153902987,-0.22132289880698877,0.24193214213449718,-0.8430853607064747,-0.013635543378875745,0.3599444189867909,0.618362843241522,-0.7108896194086687,-0.10265383402288136,0.2389030161268083,0.42937901499025455,0.44287094063093313,0.4631727010545325,0.36271279834241965,-0.5951869356198584,-0.12042650877752739,-1.0504186454211384,0.9008154764664615,-0.5885970004416965,0.15626400463336332
3460,1011030,1.04954608751336,0.5225163691820879,0.9137188461234563,0.6877779649423973,0.7372731583277055,0.5326019100010004,0.5838489667304821,0.5816849002230292,-0.6273061889044863,0.5464581711471236,0.29572082716899906,-0.31350956968067123,-0.7339759284541397,1.310127635907931,-0.5388737760537826,-0.6397072822860934,1.477017051367326,-0.911414205731755,-0.8204831727494162,0.7931011279075861,0.647069674774749,1.9529945391169263,-0.674305034668424,-0.7350245193908036,-0.817042073321456,-0.4187381422337595,-0.09344091424651893,-0.48017595597437024,-0.45900457948037454,-1.139278159454504,0.9231509884818652,-0.5309199773353676,-0.670245451840188,-0.8933408264324189,-0.4763662330228409,-0.22752385735400338,-0.19730951577169198,-0.35585930156622086,-1.2190125659796047,0.21951626419741654,0.32886836864392716,0.910740562105942,-0.42336444259296285,9.830468460153432,4.16015143207412,-0.18007842482646047,0.2950733546232137,0.18006614322621467,0.539477434602213,0.854663394826281,-0.7297947876240223,-0.2717198202814086,1.5417906249369262,0.7397123063287545,0.18430221260632088,1.0250180759016982,0.4413170352733741,0.28953411840049587,-0.07837487610175126,-0.6683702042885266,0.25181189206809795,-0.08413413177625213,-0.306533347728039,-0.5275853394136614,0.4007530202584871,0.8037995638306268,0.5600954191834419,0.8189391428735262,0.8605817794194811,0.21221401671753923,-0.33158076612075177,-0.6578002313141337,3.891032929397552,-0.46140111856113236,0.16581009245474165
3581,1012036,0.8333124708428464,0.7644676750496342,1.1810970143636277,0.9632650697463075,0.16236057733298412,0.7221871869935238,0.9956349463946633,0.8098973727559405,-0.6828028298567643,0.684723900102441,0.5584275848491215,-0.45666993302411363,-0.045777922478224396,0.9651502338094945,0.014997765615073754,-0.32641147907309975,1.3854527562768977,0.2635389380294809,-0.07289376292177195,0.5681670475645092,0.5213637712898963,-0.6001507738620198,-0.33335499279254316,-0.5773314431692155,0.41723695131689686,-0.6587654909045874,-0.48802295819454244,-0.0008936371355178704,-0.7366627058581551,-0.5297476251781202,0.8772499576401434,-0.8154672004829607,-0.6946274656802273,-0.9054569396746776,-0.7407558439316102,0.20436756088529817,-0.0028734228343037143,-0.2934114940425906,-0.6051606448348902,-0.4336510672684549,-0.5967471419668143,0.6065781035579203,0.5821285920168583,4.364056802734149,4.6459427069416535,-0.5281301992792525,0.21434438816426699,0.3109785950480774,0.48299466382426154,0.7640512963119669,0.13961170645057894,-0.5013020756379742,1.1799928715801007,0.25786351055815154,0.3593211570665768,1.5103346971865546,0.18790262612921124,0.3493684934274917,-0.3044797102010887,0.13898467983324037,0.6479325110897337,-1.4294833596231677,-0.8903893061144567,-0.4753717147896483,0.25250851173200684,0.8969168789849314,0.8849672084513707,0.5178442594185416,0.6104101411571341,0.30932106247463764,-0.6631296276992173,-0.9003962851276996,1.6111480344986353,-0.3231292379550163,0.1671586920527639
3613,1013042,0.7318452481450634,0.914684640550051,1.3889358857057121,0.7309127220045128,0.8946076054337759,0.8546393185778175,0.7122751889245862,0.43151856611050465,-1.0085615669519608,0.3013496204629236,0.29800840870113254,-0.4657018095608497,-1.4030727582946858,0.7835043812498521,-0.49301450815227404,-0.3539572655309536,1.4842514626061423,-0.5101216592916515,-0.12069627291741096,0.8845942661704871,1.0393468514101734,0.1735500460282154,-0.9744043990624653,-0.3761735341135718,-1.0218548321493748,-0.5921304491942417,0.13442266385412036,-0.6863095983691303,-0.9491513794013281,-0.019824724336817687,0.6646649085521036,-1.0322966179985897,-0.7684888234975396,-0.4543690501143762,0.06374324522295446,-0.5203997796701857,0.03459266690364417,-0.6014760140411275,-0.6305193893561838,-0.7766162201871266,-0.5802845069199573,0.2723405659695076,0.8218089631207088,1.5009120763005739,4.363327294577786,-0.12469043143685134,0.7758855480644691,0.6254143648388935,0.5322776857753151,0.5555395026783375,-0.5780334925080025,-0.362109282868812,0.8349228392535043,0.896874501832768,-0.24020109648983287,1.7145668953509245,0.5977823778163827,0.7818083783052531,-0.24314726503030454,0.04676037858436221,0.34323823811981846,0.04270149116052225,0.03589857532582963,-0.3813630379308414,0.5813493923041182,1.0187028111583383,1.263656695928128,0.6772307592974188,0.4169231510357851,0.2283352930561592,-0.7916426230125795,-0.6590947250328384,1.894769504342611,-0.5315970631946825,0.17241629478851372
3758,1014049,1.1006770851525287,0.7832578749867739,0.9385482587817662,0.6906761694310121,0.75645556574333,0.6990467477765243,0.9226069020093253,0.8448541685829573,-0.5311294855752743,-0.08447462613998577,0.8126051168986477,-0.07493268147871116,-1.0819775556360574,0.8852268179923515,-0.28283565638469704,-0.8888003564841488,1.7559793292772223,-1.0471442761683003,-0.36361458367440136,0.8889310253223875,0.9110530412955542,0.6673501126617931,-0.5386253725393941,-0.19715283873850115,-0.8814050166317353,-0.7244079925291912,-0.037513922424017195,-0.7917625933625105,-0.19918306121434803,-0.672834923764815,0.8595171011843246,-0.7645066829122722,-0.3776489550040452,-1.0052708334031593,-0.2293547728257757,-1.1018469546850913,-0.5254091914089243,-0.09809892120411483,-0.46542795144736887,-0.32333353950021265,0.2150954419812336,1.4488231708140304,-1.0499993285988523,0.19225039574923047,3.6641612813894007,-0.2017847908698104,0.4998306278719831,0.34812970090186796,0.6059316178902002,0.836722172607236,-0.9649182316087167,-0.09813990631535745,1.3707107437188648,0.6040768187160166,0.5251499099084797,1.1499145493204297,0.2842780748273319,0.5195097452024707,-0.13770464403966906,0.026866512746516726,0.5473824543067564,-0.4691647109891494,0.3833002206204814,-0.15201005108765955,0.6355595443276824,0.745977068811175,0.9923966588259767,0.36470780603844766,0.5602065712734783,0.2949923463977337,-0.433374324115329,-0.69997612044688,4.305323229132374,-0.6417303088445631,0.1784906625927447
3781,1015056,0.8722500040867729,0.5966693636212113,1.487862493929216,1.0466842452193694,1.0380773586090257,0.512219844623426,0.9606728667186645,0.710427072520265,-1.0040383116707499,0.34777886825036536,0.3117017439163335,0.06716849288402207,0.23230066926147322,0.9270961313226243,-0.45849953462728027,-0.4813688030372668,1.6717354694233622,0.15043282005209843,0.5304044472943777,0.9760012390530575,0.8109727557511859,-0.010449170858360548,-0.9327288598619063,-0.7256140614135662,-0.6580255331864427,-0.6197138325665322,0.20013463762920364,-0.34611415660074507,-0.27616126759821835,-0.3582217173379873,1.0556205974203516,-0.7029465203567603,-0.27685848740494434,-0.8363814864740052,-0.7101229239845964,-0.7993398411808373,0.08787281485994677,-0.5967272231941473,-1.3089849451002276,0.29632879638943826,-0.26930689172779637,0.8594310056967488,1.198863621475351,4.21526623301559,4.092361790628473,-0.4230011909783584,0.7209815505201611,0.8406811235060618,0.618649071576846,0.26293969816627627,-0.0718531688839151,-0.5681896622110163,1.3326663438743855,1.8464581644127949,0.029743489311039317,1.07852064761625,0.6127061955464206,0.586646517040636,0.19196785060813878,0.6477645145216206,0.7848109552327724,-0.12067468954536682,-0.40813907583227044,-0.7569225210756788,0.6287615841722987,1.1936446669507852,1.2685508819175253,0.731110034081071,0.4776641906624202,-0.3831209136431421,-0.5070056568045987,-0.9083559436549877,-3.5334239952886826,-0.7663406701148574,0.19490823071107088
