,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
1847,1000000,-1.0427193065764984,-1.0569231184325438,-0.279751055596096,-0.9349974139274825,-1.2342569786087707,-1.0213300807893464,-0.9119323783456454,-1.4854606911829984,0.8154015017838699,-2.492046672695384,-1.111587653359432,-0.04848093893577749,-0.4452825475235183,-0.975654534174545,1.799894764999631,1.2391497754224279,-0.3644403552190118,0.7448160707102646,-1.0503587661043665,-1.23934101168669,-0.9550591808562303,0.30201118753415607,1.1526107671768766,1.402708663596962,0.18900548825507185,1.0213289875799143,-0.42164277091315816,1.2933120834359613,-0.19588548910753598,-0.6837169841017843,-0.6626432813337749,0.6694370357686358,0.3597671273639393,-0.9814218526270034,-1.6670062715603038,-0.5624421775155872,-0.2643923875931973,0.8886873523466691,0.4899540935198445,3.0403706370085777,4.6532151346993595,-0.645019476367517,-0.41905050242069264,-0.6354612075733592,0.12099116278962299,0.5631890090667094,-0.7405901146381769,-0.947090003630123,-1.1364482586322,-2.304587786357067,-1.6929728855486235,2.8512494996279716,0.5338881945474044,-0.13105356096710877,0.08614760796495231,-1.2520824864902893,-0.9249795478352486,-0.6615485675430999,-0.8405030856221076,-0.06353893758380963,0.21645684060076978,-1.0456169456625748,-5.85554017621747,0.7362735882997268,-1.345811130115451,-0.41107976138966734,1.1842498463077715,-1.9347447489804168,-1.3962341225248942,-5.41061694685191,0.9091926064108958,0.4555184758055269,-1.4686686643429252,-0.1060256720177548,0.7141457196068834,0.04661420951407769
2041,1001000,-0.793965202166725,-0.8171044348764481,-0.48372735892215585,-1.2581680473827688,-1.458445438385523,-1.109232527146575,-1.0770187683253494,-1.2799199960489673,0.8154015017838699,-2.421607000092504,-1.1455317739510487,-0.04848093893577749,0.114866843997211,-0.8811580665050743,1.7208824794342312,1.3462047581644987,-0.39604909154919476,0.37679423107718435,-0.6956574892654074,-1.1684643862440238,-1.1266764496513373,0.10812955237201628,1.0439668506278958,1.2900973307105263,-0.00670839438644116,0.9910979459618053,-0.49850753755528343,1.1776550885793236,-0.06564647481419725,-0.614221146917751,-0.7656553217341764,0.589099814190902,0.235798986692729,-0.8258396099788881,-1.680908673946563,-0.3567164162700138,-0.36847598310533847,0.9157437216110246,0.5927297804706556,2.8921057258292806,4.124266473735648,-0.645019476367517,-0.41905050242069264,-0.6354612075733592,0.12099116278962299,0.5631890090667094,-0.7405901146381769,-0.9810432944871824,-1.037692979376109,-1.892739413137426,-1.1686249506019517,2.7497566740076222,0.5205464428674713,-0.3621698862374015,-0.24923389948318447,-1.2520824864902893,-0.9249795478352486,-0.83225451464027,-0.8205360027357456,-0.06353893758380963,0.21645684060076978,-1.0482226635324932,-4.065814310049582,0.6923914680431672,-1.262572130384583,-0.41107976138966734,1.1842498463077715,-1.607641663822319,-1.1865946775929208,-4.413747661930587,0.9091926064108958,0.4555184758055269,-1.4686686643429252,-0.1060256720177548,0.7141457196068834,0.04521257593600303
2330,1002001,-0.8064519883612743,-1.180114889971847,-0.29284727594032683,-1.4502421338521998,-1.0621015197958112,-0.8674303015126267,-1.162754784216209,-1.3051789227351953,0.8324338343290673,-2.011732860349366,-0.8833165377995807,-0.04848093893577749,0.114866843997211,-0.8811580665050743,1.7208824794342312,1.3462047581644987,-0.39604909154919476,0.3947567329774497,-0.725673314225701,-1.1684643862440238,-1.1266764496513373,0.10812955237201628,1.0439668506278958,1.2900973307105263,-0.00670839438644116,0.9897931636538937,-0.49850753755528343,1.1776550885793236,-0.06564647481419725,-0.614221146917751,-0.7656553217341764,0.589099814190902,0.26277639522240065,-0.8258396099788881,-1.680908673946563,-0.3579926227015674,-0.36847598310533847,0.9157437216110246,0.5927297804706556,2.8921057258292806,4.124266473735648,-0.645019476367517,-0.41905050242069264,-0.6354612075733592,0.12099116278962299,0.5631890090667094,-0.7405901146381769,-0.9810432944871824,-1.037692979376109,-1.892739413137426,-1.1686249506019517,2.7497566740076222,0.5205464428674713,-0.3621698862374015,-0.24923389948318447,-1.2520824864902893,-0.9249795478352486,-0.83225451464027,-0.8205360027357456,-0.06353893758380963,0.21645684060076978,-1.0482226635324932,-4.065814310049582,0.6923914680431672,-1.262572130384583,-0.41107976138966734,1.1842498463077715,-1.607641663822319,-1.1865946775929208,-4.413747661930587,0.9091926064108958,0.4555184758055269,-1.4686686643429252,-0.1060256720177548,0.7141457196068834,0.0450111440182408
2368,1003002,-0.8662854422476941,-0.8155554816024662,-0.7888160375489928,-1.0011328415823972,-1.4089860626995598,-0.6893896459761609,-1.0706111984476252,-0.8460725356990492,0.7657845643833153,-2.1900390228224365,-0.811422564058872,-0.04848093893577749,0.7180837175791894,-0.7508317641565253,1.5448816586749503,1.4223676838902637,-0.4713124487659693,-0.12306358151465237,-0.3505738300411289,-1.0302778364520764,-1.3282305154483134,0.0561386283631602,0.9624479310611431,0.9937815190892882,-0.4648020988007152,0.9016272052392992,-0.7127562137056946,1.1026415341619498,0.12520672116425527,-0.5700065923227957,-0.8745457763426063,0.5011216126310529,0.04581233177605056,-0.5674646667372922,-1.6808821341867477,-0.15262314811571737,-0.609302700339694,0.8150046844664844,0.7207057528337909,2.6021088179951755,2.663506346598104,-0.645019476367517,-0.41905050242069264,-0.6354612075733592,0.12099116278962299,0.5631890090667094,-0.7405901146381769,-0.955003851396012,-0.9049744711584866,-1.3804568328602356,-0.5103779949923991,2.440123979003957,0.5221965405719421,-0.6989162567261298,-0.6997827617694804,-1.2520824864902893,-0.9249795478352486,-0.9909872454776983,-0.7870411213580717,-0.06353893758380963,0.21645684060076978,-0.9952083198193584,-1.64301774137955,0.6201811386948018,-1.2184261687897078,-0.41107976138966734,1.1842498463077715,-1.3787903685157397,-1.07339507406976,-3.5043485956803613,0.9091926064108958,0.4555184758055269,-1.4686686643429252,-0.1060256720177548,0.7141457196068834,0.04467507348467814
2625,1004004,-0.9179251188623913,-1.119006119935892,-0.7434149055823109,-0.9145931942100052,-0.7101787135797241,-1.2373250906574544,-1.1926707573492694,-0.8868753440030019,0.7506962223753402,-2.545384384531354,-1.033086944648681,-0.04848093893577749,0.7110703418555996,-0.7446914715844022,1.5448816586749503,1.3675848450052657,-0.4713124487659693,-0.08674547920165915,-0.3505738300411289,-1.0302778364520764,-1.3282305154483134,0.048184431316659504,0.9859427970705359,0.9937815190892882,-0.4366964758141563,0.9046979592779527,-0.7114103135031877,1.0863102016674615,0.12520672116425527,-0.5700065923227957,-0.8610991533362565,0.5011216126310529,0.04581233177605056,-0.5668852271796435,-1.6808821341867477,-0.15733808154912673,-0.6068952792014233,0.7664227888472674,0.7114138347367084,2.6021088179951755,2.597356246014748,-0.645019476367517,-0.41905050242069264,-0.6354612075733592,0.12099116278962299,0.5631890090667094,-0.7405901146381769,-0.955003851396012,-0.8823552773948481,-1.3804568328602356,-0.5103779949923991,2.4097884908423755,0.49603739571933275,-0.7051115085727294,-0.6997827617694804,-1.2520824864902893,-0.9249795478352486,-0.9909872454776983,-0.7870411213580717,-0.06353893758380963,0.21645684060076978,-0.9876238727852689,-1.5638676640822518,0.6201811386948018,-1.2184261687897078,-0.41107976138966734,1.1842498463077715,-1.3787903685157397,-1.07339507406976,-3.5043485956803613,0.9091926064108958,0.4555184758055269,-1.4686686643429252,-0.1060256720177548,0.7141457196068834,0.04461628035778509
2741,1005006,-1.1075398967587984,-0.8426591344060336,-0.4540946581621981,-1.223865697347088,-0.1250108271852274,-0.7001579199986665,-0.9121176559420114,-0.8953256069056716,1.1717009789365327,-2.6571201975777625,-1.2668621925744523,-0.08943266444025813,1.3251587302125947,-0.6527761476745478,1.5355285730326158,1.517800855269163,-0.506799084285119,-0.4320482804081495,-0.1035952897529868,-0.9827691077894458,-1.5994461103494655,-0.12258503106696778,0.9010740960079154,0.8955190800696371,-0.8034383034238713,0.8140401127037967,-0.8183995785991044,1.0323494660032417,0.22512110966379814,-0.5556800154145147,-1.0041352885857047,0.4252812371104692,-0.13255764814975124,-0.49561439342831426,-1.6739481708245998,-0.012014368590588029,-0.753660266669984,0.6989410570403342,0.7928837781886057,2.4842208709877007,2.0059926873392087,-0.6375578711535166,-0.697160120138223,-0.3711797204765132,0.2756344279336375,0.4998281401814195,-0.7405901146381769,-0.9174187120110789,-0.8510497094565043,-1.0848673571256595,0.039255945002833595,2.331568967708335,0.5907054836927472,-0.9328306335593182,-0.9106400530097237,-1.5487344551671043,-0.9249795478352486,-1.1029999025027062,-0.8562551925726325,0.04545414267145262,0.21645684060076978,-1.0113653261756435,-0.41223979565713165,0.5106163090860859,-1.235446226128264,-0.5008522745974197,1.4045222973924592,-1.0545474593397268,-1.0817907794050035,-2.8845084294901815,0.9981041257410762,0.43671147979697367,-1.4686686643429252,-0.1060256720177548,0.6842582672332184,0.04431963243028458
3049,1006009,-0.7163199854072647,-0.9794261432440992,-0.5780373763154029,-0.6552377961103876,-0.8189631533703423,-1.2424307280417182,-1.0338604952630208,-0.774885114613414,0.5253208646870703,-2.267544811895774,-0.9153857582183439,0.4754774146404167,0.797706742596134,-0.7082543864595554,1.496294137292382,1.3176832234861937,-0.49225053454484863,-0.183667744756357,-0.16544168516613666,-0.935852305719593,-1.2726974481936895,0.2682011878534247,1.0074267251835556,0.9219222710378924,-0.3893861627876802,0.9527010322186535,-0.7398138773917989,0.9973114551014466,0.1536885286139622,-0.4689469299846392,-0.8371488080397249,0.4844374445903536,-0.015936655960893796,-0.5062486535117968,-1.7152023497658033,-0.03814479087713707,-0.6898709654390208,0.8034214194677203,0.6791884855176253,2.0663363679360343,2.1476749528445267,-0.645019476367517,-0.41905050242069264,-0.6354612075733592,0.12099116278962299,0.5631890090667094,-0.7405901146381769,-0.9991814915176608,-0.7394750313026662,-1.0655481444522943,-0.10932959826355118,1.9183039976182108,0.3703208600957638,-0.7636976645064663,-0.8172686370917545,-1.2520824864902893,-0.9249795478352486,-1.0422255372079727,-0.6735750424119084,-0.06353893758380963,0.21645684060076978,-0.9298057965809281,-0.6345025136236859,0.6711575470715886,-1.1474838305909172,-0.41107976138966734,1.1842498463077715,-1.1557847278233933,-0.8878061608520769,-2.895033751425911,0.9091926064108958,0.4555184758055269,-1.4686686643429252,-0.1060256720177548,0.7141457196068834,0.04312157887506873
3086,1007012,-0.4114512445631673,-0.5804027557050377,-0.5808323378083161,-0.771719235301817,-0.5893807794762955,-0.5440375728408766,-1.223698870357592,-0.7054820990665144,0.8651177035873767,-1.8804136930340853,-1.0884359207672931,-1.151060540836283,0.7993583281355109,-0.6974522460011278,1.4565809586500698,1.3193976922962651,-0.49225053454484863,-0.17849949384785063,-0.16402011240400616,-0.9231076664546951,-1.2532364503755,0.2545854903535322,1.0074267251835556,0.9093794726540989,-0.3893861627876802,0.9604752031249747,-0.7398138773917989,0.9973114551014466,0.1536885286139622,-0.46071120314046027,-0.8371488080397249,0.48193441174467355,-0.010267144484947229,-0.5060721698169666,-1.694861659579751,0.03029703335479452,-0.713177226695802,0.8034214194677203,0.6791884855176253,2.0663363679360343,2.088771350362216,-0.645019476367517,-0.41905050242069264,-0.6354612075733592,0.12099116278962299,0.5631890090667094,-0.7405901146381769,-0.9938551478523767,-0.7225277889693542,-1.043510519564192,-0.035057506053642225,1.8903278784922286,0.3148449093926997,-0.7728242053786067,-0.8172686370917545,-1.2520824864902893,-0.9249795478352486,-1.0422255372079727,-0.6629711445566064,-0.06353893758380963,0.21645684060076978,-0.9298057965809281,-0.27034404692487873,0.6711575470715886,-1.1057022923703754,-0.41107976138966734,1.1842498463077715,-1.1379269553691838,-0.8780281122967482,-2.7130701782550153,0.9091926064108958,0.4555184758055269,-1.4686686643429252,-0.1060256720177548,0.7141457196068834,0.04284456247615953
3218,1008016,-1.0659525218390193,-0.6520718080269855,-0.9245950686304398,-0.8487563679215845,-1.3347236296491556,-1.2756785125710914,-0.8262739535886433,-0.6122761818344671,0.551983292309761,-1.6735022131650896,-0.7613264071449061,-0.0493892089799032,0.16007473076193296,-0.8020410470436855,1.3987545286546694,1.1427343880943885,-0.46519948193789035,0.15200913956041975,-0.25719837879814983,-0.8571033324418649,-0.9026886281361775,1.0346438489789673,1.1268132038773881,0.9314458002724174,-0.08912981329598832,1.1658482941555264,-0.659275093764095,0.9710574014267875,0.04210159730461283,-0.28409143602252407,-0.6827958482204517,0.564117068203312,-0.013164238346684991,-0.48121272377494423,-1.7679618226571685,0.03206308031845771,-0.6971243546021799,0.9920671284350585,0.38415209361001545,1.6658031804746682,2.5712832184047856,-0.6851073616921591,-0.12193393564796734,-1.0667371318922942,-0.010875264537207316,0.5965760794276733,-0.7405901146381769,-1.118084968767353,-0.5675598841984901,-1.0093835381026661,-0.1499244542345258,1.4860361881827968,0.044871747437064465,-0.5349523219446456,-0.6620218899800914,-0.9662879999991385,-0.9249795478352486,-0.9450217149198358,-0.5063563638137696,-0.22294344892122453,0.21645684060076978,-0.8329039490908255,-0.15749417848805028,1.2136991581366114,-1.0617703899383166,-0.31473053813999824,0.9347428328319239,-1.2815379818837067,-0.6875367669182455,-2.4176317714387836,0.8338771536813694,0.45519919186654545,-1.4686686643429252,-0.1060256720177548,0.796516685917919,0.0425247149305924
3308,1009020,-0.8051111362060467,-0.9145942349176593,-0.19244469499311825,-1.4331370169263862,-0.5957462482435009,-0.6828974782789698,-0.36885891915367225,-0.4945172224123538,0.7471976685689218,-1.781958333977794,-1.0278412028419404,0.23197505888836736,-0.05727185073197386,-0.7928736216331813,1.2222481830317398,0.9626398143827427,-0.5156167564981992,0.3185509700328201,-0.055904656975388295,-0.8394880199492699,-0.705947864485772,0.8479005863780867,1.1897553830157794,0.9783682345826296,0.4034767142006568,1.222089823210543,-0.5192407975847619,0.8627510538491453,0.01028843220015852,-0.23633944653443342,-0.5599866663383977,0.5829743554275477,0.14175168091451565,-0.499755938632227,-1.7511901217923969,0.09350442348409435,-0.671927449023191,0.9645903565115082,0.3027978980982283,1.3747961346551356,2.42382838397951,-0.6431184902359971,-0.057473894040825174,-1.0642772225474504,-0.13984857772402648,0.6912461573241881,-0.7405901146381769,-1.136813931853026,-0.5065586392671545,-1.001166418277123,-0.09443557251529747,1.2826947706657674,-0.1720553170711144,-0.4099153647481068,-0.5387056333268362,-0.8184989198548833,-0.9249795478352486,-0.9329118093304929,-0.41765880552648055,-0.2822479334689033,0.21645684060076978,-0.7668784534000481,0.06611198496532644,1.1736352114849233,-0.9004587527836345,-0.2838111547149003,0.697348736991125,-1.2747608764431302,-0.681488904267877,-2.3871193767197396,0.8087531163327388,0.5344762008290147,-1.4686686643429252,-0.1060256720177548,0.7911022955868547,0.042342052164199284
3378,1010025,-0.47695700586533313,-0.9987651021469547,-0.9025211916913288,-0.8008048982699605,-0.4922796364324306,-0.7166141273647513,-0.9995359974212283,-0.6613202468605244,0.7330936898933604,-1.7058970042184243,-0.9762796695425561,-0.2936285925348542,-0.19694507305782902,-0.8619537497596622,1.3978465968530907,1.076142594764473,-0.43561210374049214,0.3548770372305894,-0.31536407701240377,-0.7765055639993491,-0.6257021596846836,1.82756086549662,1.1724070021302604,0.9535883632757383,0.030607111830828926,1.241900719017447,-0.6433152663649665,1.0119527778375788,0.03272984878560946,-0.1542714537828421,-0.5979432890613019,0.583324807223236,-0.13980038280409562,-0.44382388084076807,-1.888948650464065,-0.006820112815108062,-0.7171764664572071,1.1276813046933776,0.15150031751988882,1.4828879023342845,3.1026105692541455,-0.748913108166412,0.2313291510265438,-1.1698388395856523,-0.16392032982246374,0.5666022809033482,-0.7389765906930694,-1.22799326429852,-0.5411138999147755,-0.9844938822388191,-0.21045481191213047,1.1424757609158886,-0.15921996618401707,-0.36646900633560187,-0.6231460768770144,-0.708162436075485,-0.9238321836061099,-0.8715622303880953,-0.39562348450546503,-0.28663858928149555,0.04447177159715125,-0.7562912089880636,-0.0987679388881633,1.6409113321382132,-1.1198359565702136,-0.2714493620982073,0.7479248935086512,-1.3667453430669507,-0.552648153353607,-2.2130575049078383,0.7999055659265335,0.435871258904917,-1.6381583214151239,-0.19267730078252523,0.831349278502925,0.04220423235155092
3482,1011030,-0.6105374861228948,-0.3697607717484614,0.004204154988898097,-1.0486412970850778,-0.34812408206801565,-0.6164583474104263,-0.6316621192841466,-0.8764363255119226,1.1940781537936012,-1.5847336276706796,-0.8581287891639154,-1.275583501206952,0.501982515887347,-0.5763809359203486,0.9787113684573902,0.48063077941948285,-0.5429175702833618,-0.2019068722278798,0.6379660994025916,-1.0540885092073171,-1.00194913780941,-0.9015484093272867,1.4081532654287752,1.190106419451872,0.9789053713683195,1.2157653202396284,-0.2300180160345915,0.21968642231580982,-0.3050983087437743,-0.5474805050424051,-0.3873846102828503,0.590053278077993,0.6414987682969587,-0.49226366767203883,-1.7482133348735394,-0.05754617218370362,-0.5336586615303167,0.6290200374162783,0.42559100428126256,1.0156632152921905,1.3581058182394345,-0.508824801954503,-0.7044461806698855,-0.6797266125278238,-0.11917701229309913,1.0257730173842814,-1.0908413596942743,-1.0683695943319544,-0.3427060016953736,-1.0163913585794664,0.5692300672558626,1.4949362340735524,-0.20707330077966637,-0.451403480743952,-0.013824535724038226,-1.0848170817387857,-0.9787124916952791,-1.0954927706910182,-0.506625578170436,-0.1810355568035045,0.6338596156513228,-0.7566121485146168,0.31531168540571364,0.3413999282291054,-0.5891409560992511,-0.2134756375126111,0.5597547205249387,-0.9542870350665723,-0.7906099546724434,-2.967983608266936,0.8225037477716183,0.7311836375219277,-0.9669793284634173,0.17407786503129094,0.8524875168767635,0.03262280129575157
3529,1012036,-0.20372875035933866,-0.5005033899522442,-0.1946922306566506,-0.8815464260151257,-0.6924587566165168,-0.7863291623020112,-0.5193346264765519,-0.4814856102057081,1.4095734285130073,-1.2119976892495115,-0.557204624438952,-0.34172199006693993,-0.3627032705546789,-0.7056010227138529,0.8070652989418323,1.2820114956742121,-1.0467188012933728,1.0032286161355828,1.1148438020092684,-0.6021090484417962,-0.4685342354014907,-0.3787736874604746,0.9533910662051182,0.7755687444072894,1.6273458268335117,1.174158916421441,-0.3594671169089945,0.49301034924571174,0.22493425527317143,0.028920587628453957,-0.09253311559435037,0.5442853934846358,0.6432427011612677,-0.9725976678854931,-1.3279947684594273,1.1486034282827027,-0.8470489190127263,0.29170583744779827,0.3981017416726839,1.5502571891835153,1.7080350105838475,-0.3403772671316011,0.9580572832303061,0.3689095308682985,-0.16307121753082282,0.4371799319342264,-0.0269195862749334,-0.849628985940234,-0.28908614196660376,-1.2027065419519556,0.16382941969910045,1.452443543328866,-0.36548297653552025,-0.45810860751677573,-0.9665879471782424,-0.6292057002205553,-0.6319665082531375,-0.9666403462593001,-0.310308192857004,-0.7576888725956481,0.5734685629934091,-0.7601176568661057,0.3687188767509449,0.2704913566503038,-0.2703996602942565,-0.4463092816819964,0.33782314733439994,-1.0418561262699446,-1.1517829086416775,-2.377890727336999,0.9711049040957552,0.7990398363714603,-1.0505940133841618,-0.2359140729518819,0.2965546344912914,0.033879573684722934
3809,1015056,-0.2803253881879505,-0.12779050166291964,-0.2555245138431741,-0.6583179650124001,-0.15444087848256474,-0.6872218667300843,-0.51129775895684,-0.7999704571135927,0.8551970691981711,-0.6477871669837344,-0.8675691863141559,-0.320603937000816,0.6408606052820285,-0.8203126244981485,0.6017708800434916,0.8647071609481577,-0.36214969978890094,-0.26898006863899987,-0.19642523813204593,-0.3620891552130467,-0.5507418372475721,-0.3701287150383397,0.9804502008135925,0.6008191930721763,1.03794555007175,1.0654047153907762,-0.21883547329619044,0.44569420155566764,0.1571182602571748,0.2655452474049011,-0.5786187127839123,0.9293864512528016,0.17251294449372237,-0.7871181839409962,-1.5933213483252011,0.7351277820667759,-0.5216466056693809,0.8434702355740409,0.2342069035967972,1.3513036551023045,2.135527393365309,-0.36129914296775245,0.3793095912850819,-0.42811519044257795,-0.3028968235445449,0.7980561865941644,0.014576872092882295,-0.8989247952006677,-0.5960972732709724,-1.1634077984680826,-0.5640742653031801,0.8890607039719908,0.0035016941263711666,-0.2520303642176751,-0.7378158938837662,-0.6271019109558684,-0.3930459497561998,-0.8155950911749951,-0.518961476843278,-0.8025041267191161,-0.08643778931115925,-0.21014779978061496,-0.25215000938410487,1.1892176500265417,-0.5788549372893426,-0.525482136592651,1.0819835604482988,-0.8645693436255768,-0.555917377476137,-2.34758902573153,0.8558848660377916,0.7444037454534279,-0.2486154592974113,0.5202060259658607,0.5337725786104123,0.023371119168863246
4008,1014049,-0.614652889808969,-0.3979736576477574,0.03473477419209991,-0.756687144462822,-0.50335143014371,-0.7370976719530267,-0.7286668008545468,-0.6638549763902925,1.048733404675643,-0.9309458080305538,-0.5732815507260989,-0.2706508958911413,0.12890709253063254,-0.6556068830134277,0.6287468364725535,0.8452558654070174,-0.15923776530300332,-0.9281773584739641,0.5160930488662385,-0.1228125475192806,-0.6368021011055502,-0.43043635700164007,0.9909428551525372,0.726275152316474,1.723754195669133,1.395173242415626,-0.1812159545465723,0.3885431630162661,0.11916201865671394,-0.46204085757185137,-0.10575839440249638,0.4919330059983338,0.13542165884490698,-0.9694726084432185,-1.4487164686201892,1.0185798423105747,-0.908920537348024,0.3628975363924348,0.15049527474652255,1.8819803356568814,1.6354693812686685,-0.5599390767269543,0.31751998745501603,-0.2678752536705584,-0.8919689822007038,0.8671539333599451,-1.0458155088255487,-0.9617243673372178,-0.37100926582335053,-0.7720009594375166,-0.37265970333949977,0.7776541354182912,-0.6150453685471741,-0.636507516078337,-0.151279854016567,-0.30041508737652217,-0.5698105761363256,-1.1147102410495573,-0.9035516809224345,-0.22735040651594443,-0.07096919746655252,-0.4955241119814459,0.6404786484424287,1.2782163725640303,-0.5850577004420577,-0.4965026983149702,0.8043713203662994,-0.9132119940336076,-0.5353759364930931,-2.166971253377547,1.1495052207469667,0.13832735817360764,-0.38000456682263556,-0.0017372192936590378,0.5343088352710379,
4163,1013042,-0.16708865613978027,-0.6473487566726485,-0.237846550011187,-0.35608869507373414,-0.5088301120992718,-0.42429079380936946,-0.723086287333208,-0.5934398313587469,1.0768549326916546,-1.3904344603858698,-1.0892378903085413,-0.8857571212657921,-0.5475671294972161,-0.9713943639076307,0.9657978800363124,0.7807435364991682,-0.3106489727266435,0.4394431920551593,-0.9792801279978404,-0.18843207352841712,-0.6540704345330454,-0.5694659997180918,1.2057269097606795,1.040780384233123,1.1508924962667444,1.4100375328959796,-0.23766475595671496,0.5785848004770381,0.21525396763173066,-0.27193064189283944,-0.3025708166595308,0.7103348210709928,0.061035572309426946,-0.8765393537982163,-1.2226075003980237,0.8681344436440842,-0.3500370089946629,0.7335664006917122,-0.17366066106390415,1.9860812018124885,1.9131507196615707,-0.45687769236865083,-0.5682904328612575,0.037605278630675795,5.320683448043499e-05,0.3916829246832243,-0.44826858635886546,-0.7782338380558105,-0.44594788855586265,-0.6786757734969376,-0.03256350696705731,1.1987136662517905,-0.4411669984399481,-0.26032555802446433,-0.5663189184525493,-0.5596177972091407,-0.6186081464801814,-0.8635697840598247,-0.6531630464639837,-0.8555827226674122,-0.6559223266335414,-0.3795975398634381,0.13629196476849334,-0.12397230908681849,-0.3321456889095585,-0.5959153866968669,0.48785264269525924,-1.0774328130332722,-0.9641724399284162,-2.4206723162058883,1.2445510584493267,0.7048596568366008,-0.5931790300527557,-0.9377214437615347,0.7319957790265823,
