,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
1890,1000000,-0.2478522173971189,0.1710474874419966,-0.605802977576153,-0.0006944755126048591,-0.16306868303776412,-0.11731587698553408,0.12210926331951791,-0.24221354651507498,-0.23456894709897547,-0.7246379990855236,-0.08939350801222329,16.853124152419827,-0.3004152536914642,0.8959788668647596,0.7639802461775153,-0.11604226435992039,17.391707708717277,15.572992069209763,0.014144976668225203,0.016942600425681294,17.590209426200406,-0.2211609874269144,-0.0038516436719452075,-0.21734841111661599,0.40546331401473684,-0.3450511323799401,0.4953689388686201,0.008797335971467837,-0.18996594248373957,-0.47498044680117374,0.6220074984462577,0.035343282804966764,0.23940593697369578,-0.3112218115215195,-0.08279184503866022,-0.1899613966514218,0.5086405041990225,0.12332969239047897,0.9487610692870292,1.2654988890654972,0.2599329778581426,17.693885565480592,1.0391934582777766,-0.42317328210897265,0.08344211306972266,0.16808163512791585,-0.08666460361831997,-0.1283390076019864,-0.6525824987598426,-0.634186177311819,0.45741163782309485,-0.21844061933518974,-0.38329365348977723,0.13494381300987385,-0.7252863069890493,1.6168646493831111,-0.23510889552446682,-0.0031243053524605264,0.4856258828287522,-0.5337197365290983,0.10354714407313535,13.986587977396082,-0.5599080381090479,0.6601848923431257,-1.193536231825378,-0.43741472234620965,0.6496073127271573,0.03036661610142224,-0.1529807366187434,-0.1510914467499136,0.15732591241658891,0.015244897095788516,0.9274669512964362,0.14500647041624504,0.05508667937063627
2156,1001000,-0.11360079541027443,-0.23056911812084135,0.48218047943707526,0.4571802000162903,0.04959838042405657,0.19559579304135533,-0.028276064332182944,-0.2738512958140645,-0.5639139692770072,-0.13934894707084694,-0.1618174913161576,16.760332964671818,-0.27635360562709066,0.7477368880592424,0.7764111282628595,-0.2120608254294519,19.674814324808146,15.481328761624919,-0.22573533539851412,-0.20384873632604103,18.41539436917994,-0.07141202453614454,-0.030871027667019862,-0.12320793894329529,0.4362609423547,-0.2572383603910229,0.401558571470866,-0.035484639784147974,-0.1426445767654201,-0.4507770802451099,0.35271378071275367,0.1285638419983004,0.18009023429991458,-0.22601273360884483,-0.15618023507232442,-0.17325676782926042,0.578846916465899,0.006998779763395566,0.8563133053771668,1.2070095007005184,-0.037878432052980075,19.434187873694462,0.5767342090906851,-0.45375132916549055,0.28381972733651784,0.08576616052013471,-0.33298590326745514,-0.14676572456879836,-0.38119845859962603,-0.990948563578736,0.49688255719580915,-0.19063356475919502,-0.34418784968962074,0.22134498971174124,-0.6760724798739101,1.5828604083587003,-0.07488574949304189,0.014975883394063784,0.3701392984479127,-0.5804436193603378,0.13196046959603647,13.397875269457133,-0.478223822434811,0.23386780463375872,-0.7368635012812238,-0.17163844778851048,0.7323539223984672,0.013720521244773324,-0.191802985905037,-0.29334848112702544,0.15220243342572354,-0.3052916052194368,0.398898484348975,0.14163545342535114,0.05283517293561346
2283,1002001,0.06629905357321907,-0.2846439394161457,1.1451446882965313,-0.20130597506336556,-0.761982935666862,0.07500868242518734,-0.3692917570847457,-0.39224605725742817,-0.4076400036002513,-0.40944935181802644,-0.1618174913161576,18.17951506902399,-0.09747541631148024,0.6868162515040501,0.7764111282628595,0.3115331661110335,16.90954862116581,15.342499548571562,-0.5068356225426132,-0.07871492451105452,18.422949799196893,-0.08728141131046906,-0.03682477848666647,-0.12589322633512515,0.4362609423547,-0.2572383603910229,0.401558571470866,-0.035484639784147974,-0.1426445767654201,-0.4514593341846353,0.35271378071275367,0.12879120986338113,0.18009023429991458,-0.22601273360884483,-0.15618023507232442,-0.17325676782926042,0.20657302901548352,-0.22951638992858875,0.8563133053771668,1.2070095007005184,-0.037878432052980075,19.434187873694462,0.5794045269462449,-0.45375132916549055,0.12632541176784992,0.08576616052013471,0.13601107197887796,-0.34529166554672647,-0.10157666957919427,-0.11613247121732231,0.48502567009416914,-0.19063356475919502,-0.34418784968962074,0.22134498971174124,-0.6760724798739101,1.5828604083587003,-0.025421097593681524,0.08522151804732533,0.3701392984479127,-0.5804436193603378,0.13196046959603647,14.115234443504626,-0.478223822434811,0.791643063850404,-1.1715970889953342,-0.37127479230367333,0.7323539223984672,0.013720521244773324,-0.191802985905037,-0.29334848112702544,0.15220243342572354,-0.3849175866216222,0.398898484348975,0.14163545342535114,0.05272815769517647
2386,1003002,-0.24148380179017287,0.18879071384195284,-0.1333894900006635,0.3045353872322855,-0.2550293035962828,-0.2001224381618288,0.30947391918315564,-0.3716506909856198,-0.1497320577274857,-0.4216554545905603,-0.2922195060126391,17.329248489499392,-0.06516957658107563,0.618110680372372,0.8233131434768084,0.4332300469054285,18.35478111167947,16.607761215419433,-0.08012757900862687,-0.005945005149836551,17.4019280055195,-0.4156238526268404,-0.0022476096092338598,-0.023666895269197664,0.4675295817255421,-0.030614331670949135,0.2257090842215738,-0.07720908446555652,-0.11094239967474948,-0.34619943108082046,0.07387811414138566,0.2636965296744506,0.12127189520263709,-0.13080756708503938,-0.2277163891385831,-0.11068302164785233,0.06616895723277441,-0.3241946196587834,0.8623008788816635,1.1551637175127694,-0.1688655420430587,21.375171858796648,-0.2638454742536511,-0.4226104982911288,-0.28453655503925346,-0.08929173378588053,-0.11681416070681143,-0.31651549975427073,-0.03327913130598124,-0.4754528118211249,0.47065331018265366,-0.12685526388561674,-0.21264848295338118,0.2926508296195435,-0.6615336951937809,1.5218340993984967,-0.35581573363695,0.09064561791618195,0.22593336270835337,-0.5205055081298015,0.27943987863055936,15.041932757473646,-0.2513232233397095,0.3249416281640873,-0.9133292409153747,-0.45757795760588327,0.8221958231915043,0.030772881831586895,-0.24444532453449877,-0.2773618220378759,0.1422420098712349,-0.12352065221815227,-0.06905090549765035,0.1491839304894397,0.052577298342911694
2684,1004004,0.012891264460561122,-0.27435701480064706,0.0819513985560827,0.545482746029824,-0.40702732564182575,-0.05647753184490157,0.21927531273429698,-0.13866259179214255,-0.041101751409052055,-0.40845319775127276,-0.2922195060126391,16.929860659153995,0.03682392637923631,1.0528392864380178,0.806782955194363,0.3320680667071744,18.501922118896935,16.893544028421417,-0.06960442674986905,-0.6419627841015128,18.98535600228081,-0.14641012782148866,-0.08311060911134299,-0.023666895269197664,0.4675295817255421,-0.030614331670949135,0.2125946728194488,-0.07205792847771358,-0.11094239967474948,-0.30727262419158236,0.07387811414138566,0.2636965296744506,0.12164657846871965,-0.12669824945225777,-0.2277163891385831,-0.10752438194947089,0.07065671799649975,0.03032237297698327,0.7574849258364614,1.1029803399585705,-0.12502965931998325,21.618597085959028,-0.3081215879819329,-0.3780995798931688,0.24997781063316904,-0.08929173378588053,0.275417254633814,-0.2466346192308558,-0.7717556610197658,-0.45565072802111317,0.49446256200716787,-0.12685526388561674,-0.19000626400379567,0.2757703523202706,-0.639594985885774,1.5240203227291955,-0.37080575970631224,0.26169121501526094,0.2267484350000652,-0.5069922040426738,0.27943987863055936,14.980921625359587,-0.2513232233397095,0.6817774034185178,-0.7289371978478928,-0.4809932778562156,0.8221958231915043,0.02868488669570317,-0.24444532453449877,-0.2773618220378759,0.1422420098712349,-0.003846711023242176,-0.12536650526341048,0.14514450399278275,0.052570646142123915
2760,1005006,-0.026156585323494793,-0.291533022853669,0.7706765198619779,0.03232118670213796,-0.14146645571330269,-0.20804745612254405,0.007592611823315722,0.032021883568488646,-0.2782397796238234,-0.4302547509775643,-0.34207659793418715,17.984550702898165,-0.06332538166633982,0.7596249366555329,0.8421502715340968,0.3952077671023608,19.52914016700336,16.74494139568186,-0.46888579038993167,-0.20410629703091235,18.181226998835406,-0.42859997362152025,0.08259127852163643,-0.028287993294523597,0.4778212158954363,0.172088387359253,0.04229449255208891,-0.12826606965612103,-0.09921248221844448,-0.2974869617602266,-0.11017185405529331,0.367603583491253,0.05535028146902311,-0.054322293044234395,-0.34666045081994107,-0.06180614903806789,0.13584795586722534,0.2925868655196775,0.9674722364885826,1.1420565481422846,-0.3687059451506127,22.546345528236042,-0.38774929589865287,-0.36848419000903593,0.11763442298375337,-0.2066945863815575,-0.13484451385628987,0.08627982837475852,-0.5488491665604395,-0.10829818049096107,0.42866691800006407,-0.09334429305251724,-0.1122984334145733,0.36312053887252105,-0.7341014561130298,1.4986208700319112,-0.09704540348801137,0.27614167421437597,0.17774019713962952,-0.5875920807037439,0.36841485065627133,16.832153530785124,-0.10610683991884436,0.7528491110283384,-0.7078591669797678,-0.12125185327136857,0.822380198867612,0.06121639544564115,-0.33781675485194756,-0.38544661311544426,0.1802816833918531,-0.42676351208230284,-0.7168313779939517,0.15305088877298365,0.05250737879122491
2983,1006009,0.10721126279184998,0.35317484253791603,-0.10876072052788525,0.26615520288008654,-0.7402642469873967,-0.1468829651806212,0.06406130683062952,0.26437595659977225,-0.30365299369715526,-0.45003593580100854,-0.29332722470823125,17.444653872166075,-0.07121022834336412,0.6649650348698886,0.48847710813675455,-0.1562755613818429,18.95707051089526,17.843299470410447,-0.013815039155581773,-0.17401510805110876,19.081795350097536,-0.015782305854771538,-0.5269499247888223,0.1992690497349754,0.48406321994515805,-0.026583485700170776,0.19683300000620407,-0.045698763129205434,-0.0788100678222357,-0.2909045290910169,-0.024419024541924433,0.28195762871709235,0.10810945740406558,-0.07683170220560244,-0.1990404801230449,-0.09682956245487259,0.44550212547921525,0.31310859918586387,0.3233036288931375,1.0623875439013748,-0.15836803352885417,24.131128215939142,-0.6684673921007988,-0.39585720928968443,-0.10562983869552463,-0.10790630423321071,-0.2760971118990732,-0.06634047736235411,-0.8053095052542185,-0.4190647914135193,0.5300489587445957,-0.1596997148026231,0.008683445165335209,0.28320444134931494,-0.4510485378111772,1.519156009187663,0.002186285793162213,0.035408735357504634,0.14072722349041755,-0.4372089674320426,0.2718487279761639,17.58600927413011,0.001310167551418824,0.7500349052648774,-0.25442129843612044,-0.6176237671890124,0.8815683152566607,-0.021852102723852865,-0.17051299251935464,-0.2525129311679532,0.08085435625416747,-1.0830294018283682,-0.5830468530476764,0.11934441985820024,0.050515405017564914
3106,1007012,-0.0831153284196032,-0.08412415302838813,0.7010786339473307,0.26486407257589567,-0.28468504086247304,0.1727800003528539,-0.1067250153096853,0.03796313917200611,-0.16634082134771183,-0.10458335596948007,-0.29281308744750684,17.27217431140602,-0.3526060272173994,0.4243319158036883,0.5050351339248236,-0.06390102987412753,21.12685811182328,17.464886048521432,0.20130805880618072,-0.24873917648003452,18.254132459495768,-0.23979542428645031,0.043360447604576115,0.21314877474734226,0.4546058876316091,-0.02830366033009105,0.17624399408689012,-0.0430238221313293,-0.0788100678222357,-0.2871375755805969,-0.024419024541924433,0.2836020642843036,0.10553928913245969,-0.04824745097070091,-0.17702022922541996,-0.10884434942937621,0.08631815917924977,-0.25559989302897473,0.7331121769113158,0.8019986201570992,-0.1444251360392977,24.549492708288557,-0.6845383853582324,-0.3923344811433431,-0.23486611337147736,-0.11018124224628977,-0.020529543082679774,0.19970152480340084,-0.1316091774325293,-0.5863001769292675,1.0667756616768018,-0.16155516145690052,0.008683445165335209,0.2811338439454406,-0.4510485378111772,1.519156009187663,-0.11160436670764441,-0.025928050037764227,0.13900160388013844,-0.4372089674320426,0.2767455830038902,18.62958152589854,0.001310167551418824,0.3160795195229524,-0.6673948380612221,0.012703234972900006,0.8815683152566607,-0.030735651093158546,-0.17051299251935464,-0.2525129311679532,0.07268120347580785,0.5829477964215413,-0.5930658089652892,0.11934441985820024,0.05049320473731711
3175,1008016,0.01650264337038163,0.06689042182308683,0.3229024186143742,0.38192468259565115,-0.3053910399953397,-0.2052215587965362,-0.0664452376437719,-0.13609888845499135,-0.13579469578537495,-0.5899364370725749,-0.2982492959502617,17.91816684893443,-0.3949841088564226,-0.025838382767322483,0.28345380367277667,-0.13741195044279506,19.396246065733127,17.466788632552287,0.1275661444503941,0.22190497646022295,18.920598805920548,-0.0772718909923734,-0.1340376673479244,0.5637943205130937,0.48148808430120915,-0.25424770892187887,0.3210511114731767,0.09979278266158248,-0.04670619483846588,-0.33152824308241213,0.14860582486137205,0.2648853054709932,0.2062536605779301,-0.17780205352671313,0.17311433912906832,-0.1299191434991428,-0.28856222394818687,0.04878843706184623,0.27163340783885614,0.040200215090234435,-0.0749020253772025,26.360596843498243,-1.2285269698267032,-0.5321030921449517,-0.08373430678917412,0.019640783532769424,-0.2277499894110188,0.13034150710651535,-0.5363280392629552,-0.2873197906504796,0.05248025060588517,-0.19300150147418582,0.0818258497757128,0.23073755375163243,-0.2990135983209481,1.496926524199189,0.02514339899433855,0.05763452646239888,0.05399663697567846,-0.1544751622634695,0.15392927669420126,19.868986167555782,0.16132043885204542,0.19943401388147536,-0.3647922615021404,0.17956331981160564,0.9820948524152102,-0.13475377983889775,0.07454093718804479,-0.10415248569578661,-0.07411842628773951,0.123884742114815,-0.5369232005835239,0.117472053569177,0.050491254598271966
3283,1009020,-0.10348592502208236,-0.18127310377695358,-0.5808743271371724,0.20690866453777249,-0.02062703000643707,0.2823969959829225,0.2550268737362017,0.3793158435722263,-0.2773758208175662,-0.3900149080483894,-0.07472230640627903,19.696789853777215,-0.2959361910856267,0.7887473244063025,0.3791332833861042,0.40188951413266666,19.871487317989523,18.272641822210886,-0.12218353079403102,-0.20142643294408732,17.965356493777193,0.14732193666006313,-0.0732715531402844,0.5719944973208289,0.4157155213099528,-0.3302915533239296,0.3789738137796881,0.09678943342201735,-0.04499170177673775,-0.2677054486257805,0.1584445793652318,0.12365846699310533,0.19409567639417072,-0.13455319981721967,0.29083830263798904,-0.1518162927731895,-0.07685268078936296,-0.4687966132062474,0.18413592683861188,0.36157306757882474,0.20303652915933842,27.930675735802787,-1.1679191888265443,-0.48269219004206676,0.053582513127243804,0.07569107762962764,-0.11017920559053976,-0.029008052685614055,-0.2840231813525522,0.09612775867970978,0.41257999360988307,-0.2752388705108176,0.19469418280558515,0.15445475935080358,-0.06524557424990787,1.5918220470374727,-0.2235039531489982,0.5143660637029621,0.08148161047798382,-0.03637824046976803,0.07695630827511013,18.128867214170338,0.2001825431997385,0.2512218685036381,-0.008857870372115852,-0.013705304607337838,0.9524697620123485,-0.23725238085461428,0.14698538696507785,-0.0409681266395068,-0.1384836331287979,0.6514453067330589,-0.46133634051783184,0.09180645000751332,0.05056934119440072
3413,1010025,0.315897236631749,0.04047991660460276,0.08477263485691029,0.2663167498618176,0.04562923613484014,-0.09442329069516041,0.15027935873964487,0.14900436829368438,0.021793630502818153,-0.31651204994231014,-0.3534020323149268,18.378004642612943,-0.3384728553054104,0.3859226560015898,0.2572491325021303,0.34713462559683983,19.611858584413838,18.213510919610002,0.06619940697484583,-0.5623479722404682,18.596149791691985,0.056818101152876305,0.01698884638154449,0.7686337016276391,0.5485638387101737,-0.3190943269707206,0.44453648529177414,0.21177346556509735,-0.035004736250904764,-0.3939884128511289,0.26596912290839464,0.2956160495939049,0.29514640395823855,-0.31343149815625865,0.4145016542985115,-0.10233459917223442,-0.2246589889124931,-0.16037872819331467,-0.3597591402496938,0.289087633813305,-0.13696224294362846,28.206045950766292,-1.9877157208059195,-0.6723289965342719,0.3825524042366395,0.042963155501248684,0.2130206137143159,-0.09384600580576186,-0.5434030884979472,-0.26667312480505884,0.7236954492395579,-0.16821653118891103,0.07055757811137073,0.24312937174440613,-0.14935168884291783,1.4401222253254018,0.013752738294094314,0.2622761984850083,0.00773026333070924,0.05368481667112851,0.06137408488204932,19.09732753167372,0.2575528675825799,0.26392522757313536,-0.047375072075074624,0.22489671141722536,1.073696541763987,-0.16490997139292254,0.1522911045628515,0.026665735418351495,-0.13884794652890195,0.1247413744747315,-0.51632206234479,0.14812360906502767,0.05065582894862186
3485,1011030,0.07341725616929803,0.21970827862653164,0.194989331386548,0.5080494202160991,-0.057668408824773025,0.3006142271025917,0.022398454056675607,-0.2485842711986806,0.2528879981125998,-0.21643944995963227,0.806943359657432,18.705354384564327,0.027888510315082108,0.6216746005561299,0.31382317384950337,-0.16867541614367426,21.054850992465337,19.708086772186203,-0.2397760266594174,-0.2759789013464632,19.743650177902374,-0.6825323106627237,0.07221431681195156,0.04004681343660377,0.31795243307111004,-0.36108560745196905,0.40891764574375583,-0.2456161134871606,-0.02360383019143636,0.019456172426920552,-0.07264917178832409,-0.11787536704084182,-0.055224127049701296,0.18921141025282545,-0.2933262542204499,-0.3038037300054082,-0.5113231083822954,-0.3015788431672482,-0.35212041574832,0.16163972977206462,0.7626806631816826,27.68667782634336,-0.40217869698461944,-0.11964687374596772,0.5555162259581781,0.36341942940141025,0.23502743669760973,-0.3068795738458513,-0.17004608896299173,-0.43770398238882535,0.9039030545074717,-0.5256271024077618,0.5875950304331644,-0.10177323228782742,0.1127272202352014,2.066020029197377,0.03391151692804109,0.2213003545609661,0.27530616802254787,-0.2488338320964328,0.019924098822421035,20.828354880280703,0.14562663095517267,0.7900780752731308,-0.17437487183266498,-0.07419724937897748,0.7941850512155674,-0.35627117007104037,0.16062973120736554,-0.15294717843163286,-0.19266999222813283,-0.21510339424767688,-0.4441197859960123,-0.11798179276763271,0.04185857371019608
3693,1014049,0.013162773528964443,0.058051816087462293,-0.5784889012238026,0.5617868421180047,-0.1483415597769695,-0.007811157554527158,-0.05594366031745492,0.0870826791881232,0.49450966546433855,-0.1601482491214582,0.011089756246467802,19.860771766565048,0.012670541466780916,-0.21634838609126353,0.18917347464512868,0.5003987710829635,22.173967069934026,21.02664602807218,0.39023348997096785,0.21680119957413851,20.44034791606623,-0.2598163614653568,-0.2614356775428815,-0.3498636213383427,0.3019174254425076,-0.10251882914964268,0.1637391611126913,0.20469735278104534,-0.03404893493769189,-0.13511631012606817,0.27309145100524385,0.6226747685497117,0.33758871565800525,-0.18443177642926986,0.34200947094918066,-0.8374790515968149,-0.36798099400680623,-0.17346584917979668,0.6410022535491338,0.8789609445297856,0.7219365128496382,30.908881102164557,0.41905155151012363,-0.11269167938473611,0.3255618440215449,0.17029097043851116,-0.32201132823199646,-0.011215818216669853,0.20701915774847793,0.40681469971205764,0.7836269819442373,0.06047827498010498,0.6392172551287906,-0.07722078424820032,-0.09081548900524522,1.6303553795878796,-0.014007650107465366,0.14484410345505938,0.3350088249782346,-0.5051212203476241,0.08465570223407033,23.315062996756584,0.5277381175068,-0.5000860573714376,0.23390668366605633,0.39152656546922304,0.787440210093089,-0.3602775962813465,0.2885698850230287,0.03763097126504598,0.5858371830984415,0.06855828251055812,-0.48559968248991797,0.10475476716608179,0.03627431200741826
3850,1015056,0.5703912787821952,-0.07504343544512045,-0.10456993379692812,0.46754277517072035,0.28809531293295426,0.3406650946880002,0.2494134017068417,0.44774652301101103,-0.02801950417279787,-0.007541853963828443,0.727979244505707,19.39810892445742,-0.13646364515989215,0.10885651636118993,0.39279200767487754,0.6573739208633743,23.017965097190213,21.68985977987838,0.2600592022095483,0.25140461276961135,17.702877847118234,-0.003914094588812163,-0.34166249858144915,-0.029160441214029907,0.017996461925592993,-0.19012683554475396,-0.33322175277981525,-0.11591780574636908,-0.27373160150845627,-0.2520934517972831,0.24355834064143314,-0.12581320032914814,0.36351966443485917,-0.23457689789618713,0.8588418340391821,0.38616885697390274,-0.29553180813222635,-0.11777081079362456,0.30046664231376874,-0.177810658683697,0.6763979947822762,31.866699403202524,-0.027690134771663506,-0.3951960290430463,0.11290327389227207,-1.0491034770251588,-0.16347408603392108,-0.002003163659419218,-0.2795334685194471,-0.21406055284108141,0.4046739056118566,-0.2723104740047951,0.4393893758890976,0.2822491441716876,-0.0804008727956561,1.660104528599498,0.14087637205923292,0.5537997469449162,0.07871470865962747,-0.3379845379060456,0.1862004939692821,23.965865079228244,0.002613202774961792,0.17431352366326555,-0.24324509841157493,-0.02151895588919863,1.1190710227672487,0.22394206910236875,0.23423588404872275,-0.24512492776010508,0.19357920452421576,0.04457700484543915,-0.5188073109854398,0.26617393811847107,0.033303632673714945
4216,1013042,-0.022904017550830817,-0.008278797718036173,0.599795731318316,0.4923356168427246,-0.058190960995672385,0.20143580540763498,0.39744195768037793,-0.09002736094791884,0.008945345692603041,-0.17066766592054697,0.1878875478988479,20.562442766624084,0.04000331011868366,-0.34418463293636514,0.40740758399953503,0.507659113587054,21.768571498127844,21.495682727575016,0.2520983197301395,0.2613854019554497,20.01114992593375,-0.0987847613952705,0.025297447970519072,0.14372020152074105,0.2115244436912466,-0.1536038656555415,-0.04542265477197375,0.1425443858652746,-0.03424092102946033,0.2133726895525252,-0.011961446424681712,-0.043519002959803293,-0.004791146622737015,-0.23570048200995614,-0.4319346433173359,-0.5499912721896435,0.2093482641718707,-0.7188179058769,0.2811082170645216,1.1239365806040118,0.2330166473930222,31.138904357840794,-0.39815891412227583,0.17841347044771147,0.3930132482379771,-0.09559292995363286,0.04111107910626843,-0.12109766724037065,0.5263072996189716,0.11690543198793811,0.7691786563016856,-0.21035850787950883,0.0602000265048909,0.5876224143034319,-0.43367410816146995,1.6235515744503686,0.11109767474339383,0.48521322002235007,0.06505616139982191,-0.11381745278632906,-0.09988785355385275,23.470650587684922,0.45260276531883886,1.0067143708991055,0.3084277884360391,0.2792877066960221,1.1379433313558078,0.37995318523923444,-0.036314559657817866,0.09054609158566196,0.3000127202887731,0.5365577103791735,0.42651915541580293,0.13470807105860833,
4349,1012036,0.23318039161036955,0.035542841321481305,0.06018312906689966,0.40993251029158406,-0.22767757338317665,0.49473582254089205,0.24193650888767013,0.009116966861667025,0.05014167046321334,-0.6872643350720449,-0.0636866449760015,18.345493143871707,-0.2937097075091411,0.785974332359724,0.27662601830193234,0.6876394529448967,22.7256109493798,20.61966361050836,-0.3329339233572094,-0.16821319830746753,19.59401406116859,-0.08967215212396412,0.25946811299052286,0.4766378395017207,-0.08549222454441538,-0.4310598638759539,0.15221884021338683,0.13461155990056622,-0.32098043776977064,-0.2866327712801713,-0.030983633798967087,0.11756506116553161,0.11089752339340114,0.4033844693510193,1.0182206998425847,-0.4306708698383811,0.1869058285126092,-0.2600133809219561,0.6174794428648299,1.5420713650025089,0.4923146026840836,28.152997874215956,0.23564379540609956,-0.24703687479190753,0.46215583840324653,0.054334734473962615,0.3045295827184608,0.4119938142077446,0.030509672020208295,0.16617081835795663,0.36787431068144,-0.3112129520490611,0.2597827688651551,0.08317887791301534,-0.3942872506005245,1.4081667973881675,0.22692071108340567,0.46188789191804663,0.39934490231479847,0.3644152033693469,0.22596851976629193,22.177785544406706,-0.12969435645467234,-0.11675987655084083,-0.3912471761267195,-0.33582844603775713,0.6797259225810816,-0.41381080236386086,-0.0220449686040633,-0.11876585295052243,-0.25133172650139207,0.4046825672806879,0.08199375565658906,0.5383888740337708,
