,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),y
1950,1000000,-0.20887826667013237,-0.4460938992883775,-0.471316196868765,-0.10074834915469986,-0.6908907746127213,0.2469376970489618,-0.00710755716449136,0.04590046968081926,0.2601493533656382,-0.20981287683175207,0.0031389428829593927,0.9215585953321778,0.3565890096406474,-0.033610475058381994,0.7376090111401588,1.0914670661795174,0.040830122332859195,-1.4490792888633204,-0.2970304976160009,-1.1327935663903446,-0.44933208844504413,-0.2923470253248545,0.4784917622723354,-0.6075566267180578,-1.1578932468195822,-0.18259433883213366,0.5801910907231428,0.06291759939883,-0.13582298907470422,0.26724149726061536,-0.4768268600917638,0.22022685216877383,-0.1109473589849513,-0.6147570656604069,-0.02644793742245844,-0.5213601957999803,0.3070513238468833,0.43277089579446765,0.597945267453111,-0.30071367599380566,0.3829967834879503,0.3814561870700734,-0.11558666551300799,0.9567321698823555,0.37629128264405787,0.7344947848259661,5.380061798445911,0.6974455413823081,0.6169841907491252,-0.4069588512876068,-0.5546124642421737,-0.15442837412008353,-0.3099320922854268,-0.6080600859538224,-0.349605158206895,0.19433931702714674,1.8113868352807694,-0.5094805955364036,-0.6688860433336974,-1.0760340603938665,0.27006801445719547,-1.4447670249850781,-0.5431213552118824,-0.10160290193736476,0.0495404959814566
2106,1001000,-0.15543643049478667,-0.6417962896604124,-0.6678649756496028,-0.17340086881383532,-0.5143942139127724,0.2469376970489618,-0.00710755716449136,0.04590046968081926,0.2601493533656382,0.090600329887655,0.30822289555846216,0.6466887945679096,0.001625320304423814,-0.11067620982899157,0.7274936410043945,1.0572393258027684,-0.12760816772346778,-1.2403557278691582,-0.3868000365283081,-0.9395876983598488,-0.46527110938887495,-0.5697174672760227,0.4292220707406322,-0.49524474531756196,-0.8895961721868972,-0.19120345797666644,0.4337600601757924,0.08222171362678951,-0.013001544076845662,0.25654370469989096,-0.380591330946537,0.12528337009024337,-0.08709930853283185,-0.5178698845327834,0.06599188766898385,-0.6677473890269003,0.20753891762477905,0.33929343094076114,0.7023541139416234,-0.3580221628555505,0.15388502677765037,-0.0647429033466163,-0.2616478211213863,0.7134669251328859,0.36737611979861234,0.5566176965005013,5.07461192407079,0.6974455413823081,0.6169841907491252,-0.4069588512876068,-0.5546124642421737,-0.26558658889857756,-0.45334152113110265,-0.5531703708898318,-0.26565349376225483,0.15598775802001463,1.325766843765581,-0.5094805955364036,-0.38120163485551406,-1.0760340603938665,0.08509016765647633,-1.3151892379246042,-0.5250742000671648,0.15432146920512657,0.047516985298680085
2267,1002001,-0.13613186279206022,-0.3129057448489398,-0.0837176606547998,-0.26169240914840913,-0.23787682722710005,0.2469376970489618,-0.00710755716449136,0.04590046968081926,0.2601493533656382,0.040976516890417564,0.3983346497567774,0.6466887945679096,0.001625320304423814,-0.11067620982899157,0.7274936410043945,1.0572393258027684,-0.12760816772346778,-1.2403557278691582,-0.3868000365283081,-0.9395876983598488,-0.46527110938887495,-0.5697174672760227,0.4292220707406322,-0.49524474531756196,-0.8895961721868972,-0.19455891474590967,0.4337600601757924,0.08222171362678951,-0.013001544076845662,0.25654370469989096,-0.3688922538304799,0.12528337009024337,-0.08709930853283185,-0.5178698845327834,0.07011681573692488,-0.6677473890269003,0.20753891762477905,0.33929343094076114,0.7023541139416234,-0.3580221628555505,0.15388502677765037,-0.0647429033466163,-0.2616478211213863,0.7134669251328859,0.36737611979861234,0.4644186647748449,5.07461192407079,0.6974455413823081,0.6169841907491252,-0.4069588512876068,-0.5546124642421737,-0.26558658889857756,-0.45334152113110265,-0.5531703708898318,-0.26565349376225483,0.15598775802001463,1.325766843765581,-0.5094805955364036,-0.38120163485551406,-1.0760340603938665,0.08509016765647633,-1.3151892379246042,-0.5250742000671648,0.15432146920512657,0.047142995195676114
2430,1003002,-0.36950313552010405,-0.4480002223966801,0.5004159797376267,-0.08631140899666803,-0.6333993204212038,0.2469376970489618,-0.00710755716449136,0.04590046968081926,0.2601493533656382,-0.20183966894718997,0.21599550210489346,0.44479988730128367,-0.3045225645196543,-0.2408121875415757,0.6405216637857168,0.9664972597795228,-0.20789710554940855,-0.5720691169396561,-0.726999128785243,-0.5727023966342497,-0.4786412551520039,-1.0340340848029408,0.30890451868998015,-0.31755967682828523,-0.4408214141228589,-0.23309639972469534,0.3383442354759296,0.09694519188866955,0.06301622793845595,0.21071584182859376,-0.22438107171906377,0.011589135350266703,-0.02590491206874541,-0.31520594550980585,0.35782682759290324,-0.8012235168443964,0.14171624039476236,0.20758477686828658,0.7818284533987354,-0.5067367380998856,-0.29862347790883964,-0.22369143153379523,-0.48868295021547425,0.2712114120971519,-0.16706421171953664,0.09939609570882844,4.79794588065487,0.6974455413823081,0.6169841907491252,-0.4069588512876068,-0.5546124642421737,-0.44541639365302615,-0.5439476049729169,-0.6241348437544934,-0.10793311215587723,0.0613073731656925,0.5337555979724471,-0.5094805955364036,0.3326319539206956,-1.0760340603938665,-0.27373314211652394,-1.1998072552894932,-0.5064084958934205,0.4981499913613173,0.046717301096974695
2636,1004004,-0.48441158435421133,-0.29898926786610186,-0.34080673396249495,-0.20827614270094236,-0.6056770802808593,0.2469376970489618,-0.00710755716449136,0.04590046968081926,0.2601493533656382,-0.031902228591861655,0.3455210124692097,0.053373115826249186,-0.2740472593938673,-0.24076855504975098,0.6163769598086637,0.9664972597795228,-0.19235729592421447,-0.5552803795551915,-0.7168933324014612,-0.5577607167620683,-0.4786412551520039,-1.0340340848029408,0.29416723273112316,-0.3152220200945944,-0.44551786705198926,-0.2603056807671232,0.3383442354759296,0.09694519188866955,0.06606252557483072,0.21403128925979073,-0.22438107171906377,0.011589135350266703,-0.042057132619338106,-0.31520594550980585,0.3824818589058435,-0.8054045502402063,0.10016141674155034,0.20758477686828658,0.7627832290547629,-0.5432346531428567,-0.29455835081495363,-0.2139502649364486,-0.48868295021547425,0.2650241937059476,-0.1970774131388304,0.04727673092241196,4.79794588065487,0.6974455413823081,0.6169841907491252,-0.4069588512876068,-0.5546124642421737,-0.44541639365302615,-0.5325869916208089,-0.6241348437544934,-0.10793311215587723,0.0613073731656925,0.5337555979724471,-0.5094805955364036,0.3326319539206956,-1.0760340603938665,-0.27373314211652394,-1.1998072552894932,-0.5064084958934205,0.4981499913613173,0.046515458635348006
2724,1005006,-0.7031584919549486,-0.24143533444434143,-0.43760622174416325,-0.10069722668306147,-0.03085482425312201,0.2469376970489618,-0.00710755716449136,0.04590046968081926,0.2601493533656382,0.010691197778286036,-0.09620614397714258,0.3902719972621104,-0.5954332266253288,-0.3485309062468867,0.5775130217679235,0.9810355848964529,-0.27773644652116675,-0.14802838901893636,-1.0068430290110373,-0.43522899999748316,-0.5074594102441001,-1.2550482085197503,0.2730021840696637,-0.20681770687280734,-0.315558776110585,-0.25016410268904526,0.3151471332235241,0.10965751522360953,0.13874868224140782,0.20575779662098934,-0.031090143918496575,-0.0322371619264477,-0.05914942548000664,-0.21245247617245688,0.5977573563604661,-0.989584247136968,0.13250473757781095,0.11463094538340197,0.9806832514714676,-0.6387013470036587,-0.44999633415661466,-0.5599136296627312,-0.7117223849649317,-0.12199997018409436,-0.4890341323998744,-0.2260909232424984,4.651993263140861,0.6974455413823081,0.6169841907491252,-0.4069588512876068,-0.5546124642421737,-0.5436428077959398,-0.6804373703067021,-0.644256585421437,-0.02754153347363789,0.031097274174867316,-0.272853285227477,-0.5094805955364036,1.030717739466802,-1.0760340603938665,-0.6742038533664897,-1.1563120683973012,-0.48822222528910586,0.8032089984736651,0.04613057859093006
2993,1006009,-0.5556001718919892,-0.4074355290852061,-0.22878430934835128,-0.22438134444028418,-0.3861905195856981,0.2469376970489618,-0.00710755716449136,0.04590046968081926,0.2601493533656382,-0.31393343523622524,0.32199872301815335,-0.6901870216699827,-0.2718097050597361,-0.28035391456271774,0.5585921115895008,0.8873094595287777,-0.2629316317156236,0.017279656177937672,-0.6154798818802925,-0.471866704318928,-0.4521287755800574,-1.2282654036961071,0.16093353470481792,-0.25581516887137823,-0.4131889265587757,-0.32435883055135695,0.03449283719229927,0.09721425198478416,0.07370471643689357,0.17492998344878585,-0.21875099618287566,-0.02310761355347666,0.035819206301840295,-0.2685769763142505,0.3833993197227336,-1.0188011321302084,-0.15499046886687548,0.19692704488510876,0.6687464284762078,-0.6120921712554496,-0.42907183176866964,-0.3127741815394394,-0.48886644469598667,0.308653869604579,-0.3583087153148146,-0.12282046284588737,3.5401272028032884,0.6974455413823081,0.6169841907491252,-0.4069588512876068,-0.5546124642421737,-0.5077596009472092,-0.6630770293496474,-0.5727262402301333,-0.05530832202696774,0.036432064365042136,0.8610734318987703,-0.5094805955364036,0.3326319539206956,-1.0760340603938665,-0.22047811925331498,-0.9069448599941198,-0.5148520385712313,0.4546309389603705,0.043779723190484836
3525,1012036,-0.208387234758235,0.004545017045963895,-0.042583800690653484,0.21273428181823822,-0.10647810284737938,0.4708019148808826,-0.007144613496860375,0.1568281801230571,-0.07908194475271026,-0.06024848381667756,0.26325600460581583,2.5691324977407386,-0.2522570545012964,-0.4848372616602694,0.2776639657619519,0.5162641208819568,-0.5158195041028,1.05747147851602,-0.03463894449454959,-0.4308813915210406,-0.6700608901894791,0.8809610009255664,-0.18907922232065258,-0.8320171363586285,-1.418061718789858,0.04565911153924265,-0.44850090418471383,-0.08792329955415638,0.3654376651514109,0.1856723789607104,-0.28412372790500434,0.2947698616010821,0.24667190550376203,-0.5234634697331939,-0.4031623348425552,-0.8758563608391484,-0.21279869148884348,0.23061923872933834,0.5451335867979996,-1.1682021355625223,-0.3894008948211401,-0.06515529485332777,0.40164315428298725,1.1936214992540086,0.31409782528826835,0.42393900882677865,1.858172875804602,0.6974455413823081,0.6169841907491252,-0.8639896138904801,-0.3447714359197104,-0.3408393049427329,-0.8352536321229038,0.023362320111707,0.5279693249698041,0.7149569719627573,3.5289810718689414,-0.877700002328135,0.3326319539206956,-1.0760340603938665,0.20217354333015924,0.34143081835453876,0.1557946788141819,-0.08369903977576058,0.03496618408624952
3689,1013042,-0.17164016720941977,0.08903378313027241,0.3869593712973852,0.27494888006651835,0.01066390126254416,0.03934031403562402,0.10916879529086398,0.0026199123988337814,0.08706030149160371,0.3752351351963557,-0.026913909080252037,2.781791671489009,-0.3144483774713763,-0.23672956626956995,0.5824471743122891,0.8919805697613788,-0.2320908255449426,-0.2512970723611107,-0.08119243821569423,-0.23465759423231344,-0.16430509169319246,1.3946669267450709,-0.39098905084576374,-0.3585985503380291,-1.1850193239862103,-0.17772890320518456,-0.1133896277644393,-0.03568983963236669,0.3500222995310808,0.24538880321556006,-0.11028958104788145,-0.028929570222601654,0.3238614357071258,-0.703063126250079,-0.043913937743236126,-0.048034042777499904,-0.3861603193673017,0.0773946752632021,0.2890314481538595,-0.6978857112932373,-0.39307581430486777,0.3597396700171945,-0.7265936565508831,1.4311947937684846,0.3157816992100383,-0.22351392186164737,1.858172875804602,0.6974455413823081,0.6169841907491252,0.17452507922511698,-0.5485068691741364,-0.10514628409435785,-0.034511304793164554,-0.31732489400845276,0.07949709832184328,0.1491823264454784,3.5997352333127197,-0.07192747790958486,0.3326319539206956,-1.0760340603938665,0.14666051939394872,-0.022497876779958275,-0.5314362874385308,0.2022198795188554,0.027515805538159133
3828,1015056,-0.12667264689292418,0.24476979248257738,0.39002026643605175,0.5191357951705069,-0.5544054792952336,0.5876716670841785,-0.13534507534887266,0.2645272752923147,0.1367951586717211,0.5964896257617279,0.580657212625921,2.781791671489009,-0.6364225584592813,-0.09277598946421725,0.6197294345151317,0.6110786204207727,-0.15329360697762254,-0.4833777842296998,0.5967535697652194,-0.19561275247971555,-0.6313265901430564,-0.06459971867498515,0.3073949610319958,-0.2421280316331196,-0.8743089065326147,-0.2348706745971015,-0.47898150059774447,0.035830592567244905,0.6002075882974025,-0.06664358442631223,-0.26565301570011113,0.014718771495252352,-0.036455442772185466,-0.535670333743986,0.1560194226578203,-0.6474870487034295,-0.517319632013112,0.0954902514046426,-0.034453495740813,0.034691517366581125,-0.320120679921523,0.3076585883733238,-0.4494154791120756,0.45607688605727775,-0.34524788458635675,0.10315519550982516,1.858172875804602,0.6974455413823081,0.6169841907491252,-0.39303984838011025,-0.22308210005872559,-0.5130455823808117,-0.6166660456298361,0.12996471893001427,0.4511954103235051,0.06808612521650392,3.5997352333127197,-0.06633949111923759,0.3326319539206956,-1.0760340603938665,-0.6173370047691269,0.5627480991852608,-0.5745061936082752,0.14655471503821257,0.024014634042638927
4095,1014049,-0.3491729350570972,-0.16428164352110294,0.05403381884647118,0.2977874803563027,-0.2614773096880065,0.44762228709251434,-0.4109118467907843,-0.19285368845979176,-0.04191733075606136,0.2689651378078241,0.3557249624290274,2.781791671489009,-0.11111059753593659,-0.3289264935251794,0.17002189855110572,0.2627327545522307,-0.0359771393704237,-0.5847475832219006,0.14410545729548227,-0.26926262007287105,0.07315138909892467,0.6427762254091619,-0.4882502838493644,-0.6606805888393104,-0.7544759442384757,-0.09154020965732615,-0.822701537685208,0.15330781350928382,0.5165523093191356,-0.08012504192862566,-0.5734368252518631,0.5448850458202551,0.7417011878602241,-0.745833454657999,0.6121775236106657,-0.9428608382660877,-0.737434728408753,-0.2111018000711148,-0.27108032299966983,-0.648295476828675,0.19104924440873988,0.09287393549944968,-0.550780525802209,2.143188698666154,0.021779319273514414,0.5284223872844568,1.858172875804602,0.6974455413823081,0.6169841907491252,-0.42561125008742623,-0.4491387800221088,-0.2713066253539606,-0.6137427916990822,0.27343948312381877,0.5539286572914033,0.28643005470370064,3.5997352333127197,-0.14953741080126923,0.3326319539206956,-1.0760340603938672,-0.18986241119294744,0.3884679090072673,-0.31735954759354534,-0.1414981044027531,
4123,1007012,-0.27190404501521337,-0.49294494582162784,-0.3197345988053986,0.0321798195194624,-0.49120605338503703,0.2469376970489618,-0.00710755716449136,0.04590046968081926,0.2601493533656382,0.026204821160969796,0.07844383300314016,0.0004902019681993501,-0.2718097050597361,-0.28035391456271774,0.5585921115895008,0.8873094595287777,-0.28519761677304994,0.017279656177937672,-0.6154798818802925,-0.4578284608215419,-0.4565433516149461,-1.2047992431710988,0.16093353470481792,-0.25581516887137823,-0.41839229599818123,-0.3196964528313905,0.013918997294142126,0.09419743400572442,0.10378035569046046,0.17492998344878585,-0.21489693353914047,-0.020125893176184326,0.04297159159161456,-0.2685172256074997,0.3833993197227336,-1.0235144556713258,-0.17578446948030454,0.19692704488510876,0.6687464284762078,-0.6467917096381983,-0.45996773890103326,-0.3127741815394394,-0.4785218483000668,0.308653869604579,-0.3607964536090462,-0.12282046284588737,3.5401272028032884,0.6974455413823081,0.6169841907491252,-0.4069588512876068,-0.5546124642421737,-0.5152160381801152,-0.6735834601463969,-0.5727262402301333,-0.05530832202696774,0.036432064365042136,0.8954253166305337,-0.5094805955364036,0.3326319539206956,-1.0760340603938665,-0.22566204799966133,-0.8500540940659151,-0.48689539721018865,0.45498901620360266,
4170,1009020,-0.13709122359214995,-0.7256925927588307,-0.07572929807852881,-0.11961664661413907,-0.3890950314803769,0.2469376970489618,-0.00710755716449136,0.04590046968081926,0.2601493533656382,0.47490915243620646,0.10785505686043012,2.274633212253395,0.3031272778712639,-0.1813451784398244,0.5226730042395631,0.624760215838355,-0.31603576302288605,0.1815622468703484,0.19639277938533228,-0.5036101666712054,-0.3765857416563731,-1.0568491296007816,-0.11459284040062162,-0.3752253329519161,-0.7721049720797073,-0.4122165280094307,-0.5666691067932481,0.04881509218649734,-0.013130280996601183,0.16784691896254755,-0.4988516862076367,0.06312614188606186,0.2838161585766399,-0.4308722590769495,-0.05036109985152144,-1.064478933899713,-0.5795740266712714,0.3697781943984538,0.2175501730360045,-0.7025589674393768,-0.4091715653726784,0.01505952887043799,-0.11120590924925829,1.4613187800144385,-0.1329523729537294,0.052950946059974476,1.5406993497874433,0.6974455413823081,0.6169841907491252,-0.4069588512876068,-0.5546124642421737,-0.4314110441379932,-0.6622163156242388,-0.16815498675180207,-0.0001304142201072972,0.07057410752377652,3.625296950212579,-0.5094805955364036,0.3326319539206956,-1.0760340603938665,0.47389443908004636,-0.26221608848526207,-0.5319529362136799,-0.32165243587111375,
4176,1011030,-0.12303861078995104,0.0031750131249613793,-0.18549314069517,0.5066238101486328,-0.4121970811246806,0.5184140388897105,0.08965515902089595,0.268917050683314,0.38314506287071753,0.05534912094437493,0.14367471688244768,3.590523109274804,0.8509982634282786,-0.14009299399725436,0.731699930057502,0.4925122328425515,-0.19138735280353344,-0.7635965040922065,0.6461640640109816,-0.3930469644908294,-0.33562718091580573,-0.777144215281258,-0.2073623019374771,-0.4902786187267702,-1.0356048095654793,-0.39642323141366836,-0.7085322641673049,0.1443812786513374,0.03659098893172634,0.5137229749505527,-0.06014999897826208,0.5500987066035018,-0.3902278219394524,-0.699186926362093,0.15912074881363947,-1.2479690654760043,-0.9252937159496085,0.18653875605264195,-0.08449864321066375,-0.7436686015623666,0.3189132813500263,-0.06993099834758816,0.1036652620470837,1.2291655732139488,0.344065330303994,0.3139642296513728,1.8222799243082923,0.6974455413823081,0.6169841907491252,-0.698480023788954,-0.8027048652383949,-0.6797099934193623,-0.4834357115053705,0.5438770487894573,0.35955777925712956,-0.2033436206460656,3.8070571539377824,-0.939218142866381,0.3326319539206956,-1.0760340603938665,0.6350567582591996,-0.05654184497377802,-0.5778070108273786,-0.5793300566554321,
4178,1010025,-0.12161304307908789,-0.6187044367467528,0.02130323058183667,0.22692220222151102,-0.43563481250143243,0.10106585907932365,-0.07117414789302892,-0.03566449705153579,0.21466150955036067,0.1075642464012325,0.39977908446878635,2.6879700808216196,0.20421678245660962,-0.19437218405326764,0.49831608049764325,0.658961963674246,-0.29964563758910356,0.41375531126236986,0.13560092890083394,-0.540301229680761,-0.36520992833936095,-1.2635036197906842,-0.09702357631339079,-0.3164868279155321,-0.5317613307249761,-0.46716887343958746,-0.5351062975679379,0.03800520711561579,-0.1265025923021341,0.09789174585752451,-0.6570149129675743,-0.10269205856819076,0.5845688758506185,-0.2575701826345297,-0.08541244626338813,-1.0626513301168998,-0.4847105377552942,0.49734831862424017,0.23254562033820422,-0.4678192963293464,-0.7272683074366935,0.04492106546055531,-0.2140513804314507,1.59308230041568,-0.29282031372753736,-0.08872005878054645,1.0285961092653957,0.6974455413823081,0.6169841907491252,-0.17950948493306979,-0.4911881080158488,-0.3826848034038712,-0.7101981608708984,-0.40541822288600504,-0.22366748469354505,0.1046594040899278,3.579179843709644,-0.3255672986750904,0.3326319539206956,-1.0760340603938665,0.4633453800128395,-0.39247224420159543,-0.5961413830525594,-0.2253980945862216,
4225,1008016,-0.011680055282823155,-0.6167591986511635,-0.11268887475198565,0.04157267469030966,0.00497734885396443,0.2469376970489618,-0.00710755716449136,0.04590046968081926,0.2601493533656382,0.17245327470922409,0.06730972470411277,1.121065549151997,0.08003629893631661,-0.20635772790978035,0.522161518605172,0.7391555937665628,-0.2926467417361483,0.21952178827920818,-0.11280454039906936,-0.5082631310695152,-0.3939535795768609,-1.2091960570319833,-0.00927831507138705,-0.3150364942344498,-0.517845471120801,-0.4064983611316073,-0.2751671691749548,0.05837127995172759,-0.023540256090439717,0.13825552618920792,-0.49030383192073473,-0.0525351456313862,0.3133332781504769,-0.2829548916753629,0.13745819077814614,-1.0483572638845027,-0.41032627410688444,0.34235964671662733,0.5041561496268897,-0.5989447354493909,-0.5819674071442684,-0.08293699739259058,-0.25954660630533505,1.1661950049044665,-0.28231092614011116,-0.07886178621806274,2.1632362843306088,0.6974455413823081,0.6169841907491252,-0.4069588512876068,-0.5546124642421737,-0.42186039563271516,-0.6819164815043719,-0.4533070589624172,-0.12199114544173612,0.07174188672427109,2.7444012185203497,-0.5094805955364036,0.3326319539206956,-1.0760340603938665,0.2293576453520702,-0.4681341819680627,-0.5451717424024534,0.04354617897964837,
