,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Gender Inequality Index (GII),y
1818,1000000,-0.3532413683807459,-0.3197741456949714,-0.9803913494141946,-0.9523470442208765,-0.55844909411803,-0.9733195300437562,-0.9603974615160162,-0.9730207799703936,0.5397072748573698,-0.07654001725726288,-1.2925314363472309,0.24874319687165508,-0.06418206570475404,-1.213116008468341,0.8180053274564689,1.0259525345678877,-0.022424094689626337,-0.21735092749892804,0.44133055680335265,-0.7255591841330152,-1.0364317134257024,-0.48799849742768725,0.6274532780165509,1.0953537569815062,-0.5028520515039291,0.7132448287686779,-0.41493908878992763,1.4404102356170887,1.3227147667212993,1.7606602182557627,-1.4062447410105021,1.6535738659010055,1.3654236889030942,0.30376983357047527,-0.948371725597193,-1.180296030732372,-0.893775844701744,0.24532018298115293,0.4354045972405297,1.118083153225245,1.275481414485486,-0.44790982562897524,-0.2509065431235954,0.41238170792498074,-0.7993751642076568,-0.3017533756527977,-0.020074844074646176,-1.044906643815701,-1.1150282361754702,-1.5888288207219996,-0.7618373148716676,1.667657075667344,1.3172952301751601,-0.41208470198348873,-0.41176175716808544,-0.7946317938053539,-0.34878638916187654,-1.050552776741522,-0.32041482101294916,-0.7205931098519572,0.5030508946137962,-0.6989436179082841,0.043536200894509686,1.2593681760185016,0.7594761941690525,-1.1525113618941132,-0.6959770554126019,-0.8344871825423965,-0.686066036126618,-1.7419003692922232,0.4852330574529817,0.5750929663154579,0.6703271927915617,-0.8417814319356516,0.6581801821579756,0.05005113495292346
2132,1001000,-0.2479677701172396,-0.7538164852506646,-0.5455243608032613,-0.5614301402952707,-0.8285187800116218,-0.7227734434925764,-0.6655851520758193,-0.6561368905572635,0.7517683950959647,-0.04633425843781723,-1.6764298223801994,0.27854053407337986,-0.12839054325549631,-1.2725264934509894,0.9158323524773295,0.8675168933793261,-0.052504026696423095,-0.4130594139076389,0.16477299884770472,-0.652388056020644,-0.9480809480344189,-0.2889015495371135,0.5699593578386064,0.9228491923050558,-0.5323395131022027,0.7049647444738967,-0.4850975281779381,1.3662908627685277,1.4513543145479313,1.720530608650182,-1.405390610042049,1.5499564232801675,1.5252478964073057,0.19180456593879142,-0.9858383962797908,-1.1618114263580808,-0.7918543339876842,0.38040177628493493,0.294525298566121,1.1059476620420636,1.414193742583524,-0.40604125563824733,-0.3945033058220461,0.024735349103934975,-0.6421449349943661,-0.472486558497439,-0.13958332774890064,-0.8880367477492755,-0.9397997677225841,-1.3690511667835403,-0.6315095203070551,1.472178863560665,1.2719447843646472,-0.3900683621206633,-0.4073616576595176,-0.7645918608370919,-0.30325579959370214,-0.8651542647841081,-0.3407862111692678,-0.5969378290909453,0.9543152803294543,-0.6789044164448609,-0.4179497827612477,1.163429286153255,0.6616232026789938,-1.1912738870485213,-0.6012330064179889,-0.8179456088152951,-0.8174980744130308,-1.5772928147870007,0.44141549316442236,0.4898311010179088,0.776235856391233,-0.41990508935981297,0.6955656051906475,0.04906462965942682
2268,1002001,-0.5572821146374395,-0.3074805537520417,-0.4695217934186997,-0.7976004255849759,-0.8255970000934512,-1.0767997521182233,-0.574605729431447,-0.6828978801495412,0.499873187927365,-0.5059127659442623,-0.8850276127329182,0.3087614327108635,-0.12839054325549631,-1.2725264934509894,0.9158323524773295,0.8675168933793261,-0.052504026696423095,-0.4130594139076389,0.16477299884770472,-0.652388056020644,-0.9480809480344189,-0.2889015495371135,0.5699593578386064,0.9228491923050558,-0.5323395131022027,0.7049647444738967,-0.4715668141744009,1.3662908627685277,1.4513543145479313,1.720530608650182,-1.405390610042049,1.5499564232801675,1.5252478964073057,0.19180456593879142,-0.9759393668055677,-1.1618114263580808,-0.7976809717369355,0.35194103880126343,0.294525298566121,1.1059476620420636,1.414193742583524,-0.40604125563824733,-0.3945033058220461,0.05378622810241276,-0.6421449349943661,-0.5601472776236219,-0.13958332774890064,-0.8880367477492755,-0.9397997677225841,-1.3690511667835403,-0.6315095203070551,1.472178863560665,1.2719447843646472,-0.3900683621206633,-0.4073616576595176,-0.7645918608370919,-0.30325579959370214,-0.8651542647841081,-0.3407862111692678,-0.5969378290909453,0.9543152803294543,-0.6789044164448609,-0.4179497827612477,1.163429286153255,0.6616232026789938,-1.1912738870485213,-0.6012330064179889,-0.8179456088152951,-0.8174980744130308,-1.5772928147870007,0.44141549316442236,0.4898311010179088,0.776235856391233,-0.41990508935981297,0.6955656051906475,0.04888949914672469
2439,1003002,-0.039705877746092924,-0.4952995616710882,-0.44458475400375036,-0.49833284789510457,-0.8941846817480531,-0.8762720131578795,-0.8767439870683194,-0.6564050819750101,0.7169252128987618,-0.3047316994011812,-1.2592212314685858,0.26095664391786777,-0.23310309243815974,-1.3902775573689754,0.8534793843922778,0.6559165645090519,0.02509374843670833,-0.6086912245760338,-0.0456428276147214,-0.6000089568418775,-0.8642063348179524,0.022929385073277936,0.4569883313330585,0.6311765383431721,-0.5161964629666538,0.5382332435198758,-0.62292349496323,1.190730992424428,1.730606290379966,1.675975028845329,-1.3690708799480573,1.3283946774504978,1.7775876027484765,0.06453824054998675,-1.0522908895917993,-0.9351659361573794,-0.7574335188654114,0.3799325012500413,0.060831706939279064,0.9883590641348903,1.61510105964028,-0.29434585877982355,-0.8875229760388871,-0.47170417962960265,-0.5667722584195157,-0.7849988287902243,-0.2750775696687075,-0.7396215315453644,-0.5924594850389184,-0.9810406183682682,-0.5427981473455616,1.0796638886650465,1.1300812510710079,-0.36751344529700103,-0.4304496362364668,-0.8771527526446572,-0.09640429340501656,-0.6052244109289667,-0.3536587460143535,-0.5257785352763744,1.9490211373183208,-0.6255464865085284,-1.1617810091340823,1.1808873165961706,0.5048376428323362,-1.3398677996439223,-0.4367550099748396,-0.7434050588462471,-1.0506708274962473,-1.2476150916978022,0.4079360462255091,0.41550232880170357,1.012074856337289,-0.0822206066333364,0.6981801949866453,0.048552369242051086
2665,1004004,-0.5389863800722462,-0.4658284864323802,-0.4922641246516279,-0.9624583163740692,-0.6329509349042249,-0.8405978274243098,-0.679940567539755,-0.9086653922761295,0.655712937016355,-0.3007221364265184,-1.2345075297300407,0.43458872186720754,-0.23310309243815974,-1.3902775573689754,0.8250001540797733,0.6559165645090519,0.03601333617237128,-0.5822315316743647,-0.0456428276147214,-0.6000089568418775,-0.8642063348179524,0.06733470040173692,0.4383797868665119,0.5931458285194168,-0.4986823027608127,0.5382332435198758,-0.6180393047870474,1.1705910278324108,1.7231724357007425,1.676244505237098,-1.3602492871420162,1.3283946774504978,1.76193821077851,0.06715752703007728,-1.0505480212211717,-0.9016397641533748,-0.7574335188654114,0.3799325012500413,0.042188377599720994,0.9532315672469198,1.580561233467954,-0.280166653537145,-0.8875229760388871,-0.47170417962960265,-0.5969026995480744,-0.6544613076465129,-0.2750775696687075,-0.7422705630302375,-0.5931268033504202,-0.9695817333366596,-0.5427981473455616,1.032586014417634,1.111556562506866,-0.36263823995266975,-0.4362087421481477,-0.8771527526446572,-0.0756285150705827,-0.5736866472187875,-0.34626154015535066,-0.5257785352763744,1.9490211373183208,-0.6229995497096114,-1.2562577384077873,1.2903252757567385,0.5048376428323362,-1.3398677996439223,-0.4367550099748396,-0.7377579860058121,-1.0506708274962473,-1.2084881805824972,0.43182662771153574,0.42715274762365824,1.0613086608995403,-0.0822206066333364,0.6839614969771547,0.04840381316280285
2853,1005006,0.014744772887588015,-0.2364290439745344,-0.5407106696244697,-0.9056438502493027,-0.8391627086667935,-0.8098091421486657,-0.7606659142984555,-0.8701411387564626,0.45539754006669886,0.0378631784249748,-0.48003033663618294,0.10814087689225553,-0.3164051548675251,-1.4932194793191316,0.9850441926075545,0.6343566836268101,0.1008656376315421,-0.699254423829829,-0.19752926969884935,-0.5946114361860991,-0.8519464127468428,0.40191003122282576,0.3942995628264933,0.4185036550814433,-0.5499677896892128,0.4372267468100299,-0.7657882736724039,1.0558802937512262,1.9634154246526905,1.6556167266388957,-1.3503953954253232,1.2423553135169172,1.9786831514053111,-0.025049011715971042,-1.1525375005700706,-0.7428635470464904,-0.7105836668813638,0.41296242208419437,-0.0721528021903103,0.9696590238912557,1.811755893745981,-0.18338301877309302,-1.2711765782432296,-0.7299887436663569,-0.546760741499916,-0.9843267817338294,-0.3648104708699242,-0.6695652200134378,-0.34760617389177023,-0.8581897974231704,-0.4904044180695946,0.8702495624563515,1.049470442535426,-0.34971328178336114,-0.45167098196443467,-1.0504520024589117,-0.0919859301258987,-0.36513455575672177,-0.3526504674059696,-0.49137990308883034,2.078181577720105,-0.5726180843955574,-1.6623674278287863,0.950798861426083,0.4186380205893621,-1.5435479739872757,-0.3670210625263033,-0.6951493290190195,-1.2616042325156938,-1.235513194989198,0.35638746644452407,0.3625776636109749,0.8999095058837473,0.04686194366033946,0.7120246968902365,0.048112464861249316
2885,1006009,-0.1620551290814866,-0.26142659907009963,-0.49760183784374873,-0.7333568911320744,-0.5864625959650879,-0.4222879703297328,-0.31459608441173353,-1.0919052766648079,0.9715732867365812,-0.3929142239808933,-1.2438303145682899,1.075556514018282,-0.05381380180258157,-1.4166089973322895,0.6712611277440181,0.5557153907408519,0.01067341491053578,-0.6163718545419544,-0.37336501846905534,-0.40844037855764087,-0.71464215694745,0.04976794435013433,0.37494006028825083,0.46115963989259046,-0.4415084132929995,0.5240894181936993,-0.625404453752184,1.1025195427070256,1.7970654875880603,1.6239183193577216,-1.3434116661529325,1.2199173065123423,1.7221089203703057,-0.0058142965928877,-0.9845674685609811,-0.8656862585879024,-0.7063321692911967,0.3920548174385008,-0.15471363607679656,0.6406072298832973,1.4704667070008048,-0.3748705697214714,-0.8704582615906945,-0.6430462560053911,-0.5712384714611285,-0.36405699175032885,-0.33449638715269764,-0.7241697277716497,-0.49035527736590423,-0.6963738761903677,-0.33877350052963723,0.7457899077011136,1.1009769125214082,-0.3569331261127491,-0.40206505399531905,-0.7803165396371725,0.16872621799212087,-0.4678324197085722,-0.399691115560627,-0.22807156964412886,2.458239345237277,-0.6102062692522089,-1.3256527255606116,1.6515454908015854,0.3625054123647276,-1.2618469612841658,-0.3360197588948133,-0.6945093875273163,-1.07956950625037,-0.9277826040697964,0.47557998579606314,0.398787297055995,1.3927754382482982,0.04506556240907443,0.6538921361521187,0.047569119952013184
3069,1007012,-0.32659439324773354,-0.09208158997069057,-1.541394315001913,-0.9303602142020764,-0.18514987669015393,-0.661092621904941,-0.5587694712353988,-0.5055943705596373,0.8123190386616205,-0.3737538383650759,-0.7038671226197943,0.45547855987200125,-0.0432965748444896,-1.4172348261696914,0.6305656954543712,0.543580312180167,0.011913686370921167,-0.6163718545419544,-0.37336501846905534,-0.39619295426115975,-0.6934764308498643,0.045293244455804134,0.36585502384110113,0.44899971371880154,-0.4377386234889318,0.5225487973095286,-0.6322803300549967,1.1025195427070256,1.8112218113706768,1.6101415053845898,-1.3361954387580166,1.208418947622292,1.7264458356080812,-0.0064405448493487505,-0.9845674685609811,-0.8526233290644464,-0.7083397939166072,0.39286893402575146,-0.17343946199773008,0.5896717695849765,1.4543354116996658,-0.3780727647955662,-0.8704582615906945,-0.6707321295185735,-0.5544500931596847,-0.36405699175032885,-0.33449638715269764,-0.7175887601693317,-0.46206979640678064,-0.6620448158915909,-0.33877350052963723,0.650994347629957,1.095169251418455,-0.3530844202310003,-0.40206505399531905,-0.7803165396371725,0.16872621799212087,-0.4678324197085722,-0.399691115560627,-0.1890037899999357,2.458239345237277,-0.6075103134783211,-1.3256527255606116,1.6799253563299734,0.34414531533383735,-1.2233888178960797,-0.3360197588948133,-0.6872006736961594,-1.07956950625037,-0.9277826040697964,0.47557998579606314,0.4035764975782867,1.446311950486971,0.04506556240907443,0.6538921361521187,0.047275376042677175
3230,1008016,0.4075248969603388,-0.6959994276872533,-0.7067610473872701,-0.8966628165554438,0.15869323266282595,-0.8054737442040382,-0.5063644869229756,-0.6947605115507873,0.821829081649009,-0.5003996126060383,-1.0317620763089845,0.3150250767369605,0.008516903101079326,-1.3844811732609217,0.3846947471171837,0.33568319812073627,-0.08327421004086988,-0.5116324737402119,-0.7058177219395038,-0.224645015328817,-0.4238105616247394,-0.43520611536403137,0.355630781950382,0.49233763352489646,-0.30454454927919233,0.595353085798536,-0.553271074771459,1.1773078730631028,1.7351073389216427,1.5723372350291394,-1.338689251415133,1.0932722902584062,1.331093704088265,-0.0020396426832581687,-0.5666219579067215,-0.938830114588791,-0.738482962399043,0.36134229849651933,-0.2580749229017053,0.055200112766446256,1.3454116023103504,-0.6151881266116013,-0.32871576469827796,-0.6821390283467386,-0.5726905162041591,0.4347318125118681,-0.3107087945335075,-0.8235744752035411,-0.5939229172443504,-0.4248633050164629,-0.17423537519659238,0.4652443850390489,1.1449328271007846,-0.37885330794830724,-0.2424785831117443,-0.38265525133525435,0.6779610590297278,-0.5747276895655911,-0.4583170560629871,0.09970494348315588,3.127146036319143,-0.6566681833871912,-0.5760227766660069,2.3927640101423755,0.27387437486755206,-1.02018898125824,-0.3024714479051662,-0.6582264018842237,-0.9551856814165174,-0.633404780618081,0.5970215190254587,0.40225416570138006,2.0707349198519562,0.17101805967926187,0.6079547718309272,0.04707113075690572
3258,1009020,-0.4608663736740762,-0.8250418921034908,-0.19341685734811984,-0.6325924451939665,-0.5209032630440626,-0.7648187469531663,-0.5440149051496853,-0.3298307210254077,0.7418227357654625,-0.38841671806733996,-0.8040858893524151,0.5092419216013303,0.32055617301399836,-1.305794518753653,0.23364425731498906,0.22483036924377164,-0.10328628536472349,-0.25040348245437,-0.6520380346606137,-0.032833162331950085,-0.3536164342406998,-0.5476672564083447,0.29638543473711,0.4986006248670297,-0.22652678636682316,0.6575887401350643,-0.4912061583947234,1.1651618418314973,1.5781026485654224,1.5553242121123787,-1.254567918321613,1.1074786322247112,1.2762989404372507,0.010013135368510477,-0.43958754860909466,-0.9935117409344546,-0.6503693703835076,0.3502977535289453,-0.3345076789515565,-0.13605259284497567,0.9551369738887184,-0.7269573328843658,-0.11297675097840351,-0.6093477238823692,-0.5563264194365739,1.031889104981172,-0.24942823881434,-0.8548767887238106,-0.6427999027318886,-0.3142588239160399,-0.0791955044473552,0.41502771612217304,1.2389372903779958,-0.3324887166194685,-0.20862599672056517,-0.26131999229353353,0.7119282994873619,-0.6095294386636955,-0.4578897698824253,0.1913781232201262,3.325151816248658,-0.6658015842049277,-0.4824925141234692,2.8581735661774657,0.2214381231346332,-0.8352083513619842,-0.2737492198056008,-0.6749756806679609,-0.7602748884059076,-0.475136091756323,0.6290890474652244,0.46265809406286673,2.153156577362659,0.09499645057638871,0.4793646604443882,0.04703435203104278
3398,1010025,-0.12519603567467025,-0.4919873646119513,-0.14518663932700665,-1.1127368413431693,0.36898168388615926,-0.8766052028328483,-0.591841043077286,-0.5732302315626924,0.48041591492247593,-0.038269978105866465,-0.7385852716364933,1.7724746518337973,-0.18687146000360275,-1.396885206058042,0.33801538119390245,0.21856245550794845,-0.13710410339793547,-0.46121037655314123,-0.860387700807727,-0.16574158885524212,-0.4025032973716347,-0.8625619683030575,0.35778441321678184,0.5169989273680233,-0.21698260416486345,0.6192374680325478,-0.5463181201070205,1.3074398676506553,1.709700516489243,1.5506048645404231,-1.368297277618482,1.0209194339709844,1.0373685525486045,-0.013467690226259,-0.2818176867070294,-0.9697235089526588,-0.8110608951561493,0.35860615393034556,-0.2837414544502483,-0.1922358822359834,1.525114290089888,-0.8807811417614303,0.15446157147365663,-0.7528025413226874,-0.592361799111102,1.0126452289216632,-0.2948469631664237,-0.9104418450911876,-0.6615421758859846,-0.2652360202353495,-0.006468755325345609,0.32392614307132755,1.1531445585402795,-0.41106777634837743,-0.11919916762365387,-0.25512942585507514,0.9689199887024491,-0.6620658609151078,-0.5250797041776166,0.31058880103086844,3.3645405990313817,-0.6750303133723702,-0.2741638187647017,2.6480337514556074,0.2337144930465064,-0.9791039833266099,-0.2831502850521859,-0.6099308825133264,-0.7832049062316453,-0.3155824967025851,0.5992705329033158,0.36003471769384643,2.2818211505555555,0.2567827724439851,0.6110120516981877,0.047016455399430335
3441,1011030,-0.220982800936399,-0.1638629951835339,-0.5938332526314303,-0.8113177924330693,-0.2658578205287561,-1.0026848995323545,-0.5116817685656113,-0.49924313055277936,0.5666855746911365,0.00371436036574606,-0.8095349745083177,1.5522026429231761,1.3566721751766326,-0.8556401516348671,0.015651358156626927,0.13570334848276616,-0.062489420025854774,0.5883454732436285,0.05858533111148989,0.30332297824610716,-0.15000513890644587,0.0932036670881342,0.15215559710118412,0.45764735096977693,-0.16889249092908926,0.8766896796629723,-0.2521083220705273,0.919259825922949,1.235112315064513,1.57920744062307,-1.1370940698514975,1.3218113581017972,1.6857675911631491,-0.06646049668764943,-0.6235303465124307,-1.2046653851683238,-0.30454656790735773,0.33407281517295173,-0.4491421250655013,-0.19628881362708575,-0.0580277654147628,-0.670121976834607,-0.6491914088516597,-0.37561745372672467,-0.5774883032650582,1.365615008702543,0.03147759173540789,-0.8121888745088762,-0.6239847668756209,-0.44506160984306625,-0.23232796580506715,0.7651610658014759,1.4449154174417904,-0.13089671252789908,-0.33030460386166094,-0.26884008703335316,0.009592863194368861,-0.4072270355600569,-0.428164907156851,0.21352540409251425,3.2182921271261336,-0.6369205934514546,-0.8846129994730094,3.3444561070641554,0.2947275661303137,-0.6497547840045516,-0.24172963021401658,-0.937050308007392,-0.7791552016085534,-0.5434823969639183,0.8343307740273249,0.8337188209211309,1.7052738165725347,-0.26146834325086027,0.25136042932695335,0.036802327647812
4099,1014049,-0.3231964914042736,-0.32366341125220577,-0.382247424953989,-0.7448122882013147,-0.04080749066470411,-0.6162137642321646,-0.3980716436872866,-0.1808502468482678,0.6364875117050721,-0.1637835789209778,-0.2636600156473203,2.4204418215104786,0.05284198947643176,-0.539391504679373,0.11559254980615352,0.13142601225084277,0.24892577949559586,0.05354340201000527,-1.5984191323237529,0.535583214815483,-0.06436110672389754,0.11443229335816336,0.26520329070508714,0.2790917617115687,-0.3934840700243096,0.901825926161723,-0.856407451910414,1.1548735710300844,1.68866766237891,1.6216584995654049,-1.2266033765826139,1.1435342296300772,1.5657448486699888,0.029349613440106826,-1.0451603639684077,-0.9182196894545709,-0.31035200644422983,0.5047358906247701,0.06945071024949268,0.3960178710031401,0.35036383240313457,-0.15063515574417663,0.1304639792756097,0.40660707530082707,-0.4499388701600785,0.7050232660599386,-0.7493131678389694,-0.58734843969692,-0.8100815107524223,0.5051309628640474,-0.10403373190808468,0.7536297504953287,1.330115853631031,-0.7203592201704963,-0.4214436941077091,-0.08441803288737242,0.15344992248251366,-0.6755557718281953,-0.37424815302279824,0.35926418440128866,4.936407828170278,-0.1266315946219549,-0.6016756287236866,2.7188226683157266,0.5512901586462955,0.15634051798519247,-0.29274160738720667,-0.34729127410737926,-0.6442410380366654,-0.5937669689038301,0.598538026958561,0.7282878409899141,2.871331122932837,-0.4987084306096722,0.17953957955524935,
4195,1013042,-0.08391261153270066,-0.01520682717604081,0.016518316909104006,-0.5147102010108167,-0.0740066871768429,-0.7181341139932387,-0.4910056902410195,-0.47736362768391927,0.78215410917058,-0.4396041682575329,-0.7279738510376353,1.5172816516510992,0.4033742483288408,-1.0048951593192226,-0.1588207680749524,0.41919860653364516,0.1382475703364198,-0.7936971731412965,-0.5873632888742826,0.06817861779262019,-0.11877090433915065,-0.8639314276954829,0.1732014556590624,0.2123827817273236,-0.7301775258166008,1.151043042853529,-0.8027382965868448,1.3392026013691116,1.5534391594287003,1.4143583053241289,-1.2924234480068268,1.1293821178007692,1.402780361340491,-0.1438932575848017,-1.1648783305082853,-0.8106749855363174,-0.855605959030084,-0.16589944618911534,-0.049119534624811265,0.3504844154460108,-0.06775505082504697,-0.6080195793337121,1.0585661068232404,0.08860386612981415,-0.6855170008995592,0.9324991201756418,-0.3579825703278653,-0.6335604687817051,-0.7699572517745042,-0.04494634571880333,-0.09862457015418889,0.6709646240377783,0.9814273842070186,-0.7768778296475065,-0.6556397574663083,-0.2930068855773764,0.271467086792664,-0.7286549935172517,-0.31621292751736735,0.24480323336055335,4.864192663050965,-0.5980868810559983,0.9627280349291772,2.603952411204555,-0.15852865737546357,-0.3348071628635089,0.06208856384546627,-0.5197169758633146,-0.4395232782488418,-0.8945043272710986,0.720400014601487,0.7095171833048025,2.2807857402471585,-0.6858215177823868,0.24965058279242724,
4222,1015056,-0.014807586919655148,0.02432798245014812,-0.844256451266395,-0.1999911490857055,-0.16859864329312166,-0.2326533399677113,-0.3320497053792155,-0.24355202206044865,0.7061479976699088,0.08463829265932941,-0.32619733122107786,1.5331085835470193,-0.9822457098165023,-0.7339936716009605,0.04049685955035729,0.17172143981669102,-0.10974614760987435,0.3904007460323833,0.08197708947218256,0.40351555379123355,-0.3603706061220228,-0.3989418083519549,0.17598467423552255,0.026005446437769787,-0.9690828361747993,0.9211453638852041,-0.8512027706028789,1.187445547914753,1.1985859048422425,1.149709056730032,-1.51670204420972,0.4732906523031142,1.7440898498822857,-0.48913067051581605,-0.3374152869278449,-0.6638566730197814,-0.15988876342196232,0.1172062360420006,-0.7001534958087224,0.5140455308023785,0.7106378271924187,-0.5595557848207267,0.09281708716334956,-0.4973723767191908,-0.523311674247386,0.6835627840921211,0.1125685509895303,-0.7843975931993973,-0.371534063227565,-0.13548717356023418,0.14197257703759542,0.3596072796032421,1.2697724503264791,-0.05841578683854563,0.248873573583402,0.39626425159590883,0.8202395875858136,-0.8973195731304807,-0.33226685915156506,0.5882155909220335,4.757621422496789,-0.5565478663617681,-0.2554021590636785,2.393901307126395,0.0752095914216735,-0.1922119519288077,0.025463888577799004,-0.42675305961825966,-0.573450696101713,-0.7380149901743208,0.4889792574005155,0.6819920446691181,2.4334818497529733,1.067421198661729,0.5181783091540078,
4228,1016064,-0.007474084141045029,-0.21641391252376635,-0.34405481773614116,-0.3877330935923101,0.5121608166912441,-0.5080523295046494,-0.33871702222574535,-0.33552204804152785,0.7013773612661277,-0.16627321322174302,-0.26342925266269906,1.9130971990562113,-0.9684708674492508,-0.8139281114184077,0.1610718385400397,-0.18508446655195757,0.3656475724514183,0.5050434947583874,-0.42422488769638766,-0.1952105886529053,-0.2976369583994404,-1.2761098368047887,0.0028335325475309777,0.2618761468091009,0.10440481746266775,0.9234377643037156,-0.7142539182271137,0.7822147557775657,1.1887912599171255,1.1902159658182896,-0.8393173770104372,0.9730437619527211,1.4037625765426638,-0.4430844182133521,-0.5987352392171921,-0.897963290427899,-0.7076927181633133,0.20043085703053268,-0.44780471248116216,0.22705010418037408,0.4708518028428083,-0.6631630972378618,0.22614934163038736,0.19594655907388311,-0.7591873996838936,1.0088516183945766,-0.1568017127581892,-0.664638127388949,-0.5835387290534856,-0.16368334163038342,-0.3846187166359136,0.5344750324031209,1.250563155001645,-0.3310897522352218,0.1473303353164972,0.1978244638332978,0.37087254642853557,-0.4028473321650358,-0.0994508924578348,0.347662193009056,4.9330728544231475,-0.705641165532002,0.3391456568693035,2.403055490731902,0.4593034412217952,0.5641801843647377,-0.12564466704097718,-0.7547620118998376,-0.31180836641028326,-1.0016807349182977,0.6196604991917841,0.48003024091045216,1.6665571887946835,0.07765820157962196,0.07392872845549496,
4321,1012036,0.18236011460258814,0.00823072651979647,-0.7042587708085847,-0.42902990848988487,0.6633772810484129,-0.5625353291860251,-0.6729545747774519,-0.8068796169808167,0.6638692377522523,-0.18761381285915474,-0.7272014259621282,1.155301269343044,0.4616792821998441,-1.2444074503384313,-0.23994019149445392,0.2827695411095323,0.03958947832964292,-0.6065291270510597,0.13537592244177696,-0.11318796930896131,0.021854591453590092,-0.7117334921441971,0.42523359512072845,0.48735744829205835,-0.3143625613005389,0.6747293066644144,-0.7587329039305659,1.308847999318725,1.5586534964315764,1.4162398689274707,-1.0454333712647117,1.0786559213984834,1.5822694507918607,0.27245742074742274,-0.6228313818605703,-0.8537227926459706,-0.9439664603370068,0.2656730976624195,-0.5008866988061476,0.2691588149198988,0.4689166494285353,0.06299902828072824,0.015434321807318557,-0.2797651299045809,-0.3796657066715652,1.019925682598725,-0.2445229738775125,-0.7158582636998002,-0.5804267043978605,0.12762419421683732,0.06128761869291712,0.08773107448139571,1.0269121750274994,-0.2196494078960508,-0.35587787425819173,-0.4549724583517613,0.401669304694021,-1.024715884192664,-0.13964468083401985,-0.22659679035338212,4.178049702442904,-0.6819730919872341,-1.6523808708365704,2.6783614524378883,-0.20747859937452423,-0.04730839152041071,-0.33806823775474465,-0.6517693367634751,-0.5668637827681617,-0.6737941080357381,0.5259339656844025,0.6948229793727496,1.736694257269605,-0.440912739758775,0.255319264638758,
