,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)","Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank","Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
1853,1000000,0.1615467967997374,-0.12490317250957872,0.3338520859755709,-0.15787665177735324,0.24722434250373443,0.48308545738642517,0.40618157110724257,0.621711190482722,-0.39669621181450937,0.40908563460283615,0.050331763490725906,-0.442764573662124,0.7092320852421002,0.03395326979632292,-0.40504972766251085,-0.10374328547665514,0.7765676078635009,-1.1665661033466919,0.46190851355717266,0.15790918890683642,0.15878853742916094,-1.6647754865091071,-0.4644720752926716,-0.3918952360810325,-0.6849277435607306,-0.6496796545415456,3.2866022795084158,-0.05495187921282766,-0.8813053953496339,-0.5882538027897306,0.5190036871000374,-1.2191504062670528,-1.765344895308454,0.5618051581661092,-0.34126494491869486,-0.3712692912510239,1.9688492501178325,0.49752227929910825,0.19636967626999338,-0.0069503125776092314,-0.06292954136491347,0.0,-1.3658541707143883,2.1901299507782723,0.5865775963221196,-0.3919161184868776,-0.5079129750135978,0.23263864724358527,0.6815074572826713,0.1487966526222295,0.30323306535920047,-0.3372006742264973,0.5479650733335271,0.043997838560490284,-0.12859944854823557,0.4165262241026697,-0.3027953409850851,0.5770313957409123,0.6881413981686199,-0.4892598728118126,1.4849501368528089,0.6242537977692877,-0.5418791644225732,0.6026055220895259,-0.7920435778005123,0.16354643619054687,0.023010242545055508,0.1999579025782217,0.3328437646658464,-0.46972531346983715,-0.23990853449931876,-0.4329526686274337,0.2767433917033701,-1.3133453739147796,-0.5792688390719953,0.10739399451324882
2072,1001000,0.4866875874421184,0.6187222389492844,0.36600017683699126,-0.08292020350760135,0.24722434250373443,0.48308545738642517,0.40618157110724257,0.621711190482722,-0.39669621181450937,0.40908563460283615,0.050331763490725906,-0.20767406902894167,0.22666768254301511,-0.03812268226673094,-0.346699769035461,-0.23456626338049333,0.7543452476391711,-0.9766096984539332,0.33375385633311405,0.2553842177953333,0.1715205633538439,-1.1470413604196268,-0.44177970413026835,-0.3604798606567908,-0.346505711550652,-0.6056985372923779,3.2865645246981905,-0.19666179502922,-0.8507600251612233,-0.5685113289899383,0.5873529612090307,-1.1561815326230467,-1.469975595810314,0.5742225079739788,-0.21436042621971604,-0.2507435597332475,2.118847972787906,0.23401221366253125,0.129743204593713,-0.0069503125776092314,-0.06292954136491347,-0.05114568899386596,-1.0869535004466204,2.1901299507782723,0.4968022425844935,-0.3919161184868776,-0.5079129750135978,0.23263864724358527,0.6815074572826713,0.1487966526222295,0.30323306535920047,-0.38865853805260886,0.5479650733335271,0.10626807584929568,-0.12913477143479504,0.3932467050472684,-0.3027953409850851,0.5801233695054707,0.6736058772591571,-0.5220510084272988,1.4849501368528089,0.6242537977692877,-0.5418791644225732,0.6026055220895259,-0.7920435778005123,0.16354643619054687,0.023010242545055508,0.1999579025782217,0.3328437646658464,-0.46972531346983715,-0.23990853449931876,-0.4329526686274337,0.10915131860192112,-1.3133453739147796,-0.5792688390719953,0.10583051873118464
2212,1002001,0.31650970169832937,0.7101683581432702,0.472039992387182,0.06761067585413646,0.24722434250373443,0.48308545738642517,0.40618157110724257,0.621711190482722,-0.39669621181450937,0.40908563460283615,0.050331763490725906,-0.20767406902894167,0.22666768254301511,-0.03812268226673094,-0.346699769035461,-0.23456626338049333,0.7543452476391711,-0.9766096984539332,0.33375385633311405,0.2553842177953333,0.1715205633538439,-1.1470413604196268,-0.44177970413026835,-0.3604798606567908,-0.346505711550652,-0.6056985372923779,3.254446600942506,-0.19666179502922,-0.8507600251612233,-0.5685113289899383,0.5873529612090307,-1.1641720401244526,-1.469975595810314,0.5742225079739788,-0.21436042621971604,-0.2507435597332475,2.080084708845121,0.23401221366253125,0.129743204593713,-0.0069503125776092314,-0.06292954136491347,-0.05114568899386596,-1.0869535004466204,2.1901299507782723,0.4968022425844935,-0.3919161184868776,-0.5079129750135978,0.23263864724358527,0.6815074572826713,0.1487966526222295,0.30323306535920047,-0.38865853805260886,0.5479650733335271,0.10626807584929568,-0.12913477143479504,0.3932467050472684,-0.3027953409850851,0.5801233695054707,0.6736058772591571,-0.5220510084272988,1.4849501368528089,0.6242537977692877,-0.5418791644225732,0.6026055220895259,-0.7920435778005123,0.16354643619054687,0.023010242545055508,0.1999579025782217,0.3328437646658464,-0.46972531346983715,-0.23990853449931876,-0.4329526686274337,0.10915131860192112,-1.3133453739147796,-0.5792688390719953,0.10546900188331787
2388,1003002,0.2843600750115957,0.12359284661623238,-0.2731993113942019,-0.04267172380231492,0.1704166202971875,0.3763152293207173,0.5568659788564737,0.7562583589672525,-0.41371837763650354,0.40908563460283615,0.050331763490725906,-0.0895743055747279,-0.3525122036667915,-0.05783828786163763,-0.33668818933291256,-0.42121701060733735,0.735011953471009,-0.9300452479216663,0.03257962181611986,0.37372396877165814,0.18404397836929198,-0.5893680304652964,-0.37364860938832906,-0.2856463853281658,0.03761929640475766,-0.5912721004169623,3.3214542187140337,-0.4522373621483576,-0.8307642847869939,-0.5740086724435605,0.7400458212705057,-1.066843506392441,-1.1447437664218785,0.6474078392748838,0.011396500240975835,-0.06930159846612795,2.306690858093707,0.017520275075587025,-0.045244045571096965,-0.0069503125776092314,-0.06292954136491347,-0.12297608283155714,-0.7001854090751142,2.1901299507782723,0.4447429793282599,-0.3919161184868776,-0.5079129750135978,0.23263864724358527,0.6815074572826713,0.1487966526222295,0.30323306535920047,-0.5401989946228185,0.5479650733335271,0.2504844210738177,-0.17521606188329086,0.3700828756722647,-0.3027953409850851,0.4838564362623444,0.6293740942722694,-0.600841861524614,1.4849501368528089,0.6242537977692877,-0.5418791644225732,0.6026055220895259,-0.7920435778005123,0.16354643619054687,0.023010242545055508,0.1999579025782217,0.3328437646658464,-0.46972531346983715,-0.23990853449931876,-0.4329526686274337,-0.10484405831664649,-1.3133453739147796,-0.5792688390719953,0.10507151498840904
2573,1004004,0.2694462334845909,0.6413498021500958,0.29755945855430166,0.13774726106248378,0.3721852447332321,0.6727534551997997,0.10876390389407958,0.2928254053494037,-0.37578430955936004,0.40908563460283615,0.050331763490725906,0.24905163761687532,-0.35898946408574567,-0.05783828786163763,-0.33668818933291256,-0.41796500067057457,0.7451467793251703,-0.9457864393845731,0.03257962181611986,0.37372396877165814,0.1821675748039689,-0.59372816989034,-0.3615495143397885,-0.2856463853281658,0.03761929640475766,-0.5876637532660482,3.2690959108715822,-0.4424472060437325,-0.8307642847869939,-0.5740086724435605,0.7400458212705057,-1.066843506392441,-1.146716798412056,0.6428725414799513,0.013105656516633988,-0.06930159846612795,2.284941407241865,0.019122313729904222,-0.0719216576637324,-0.0069503125776092314,-0.06292954136491347,-0.12297608283155714,-0.7001854090751142,2.1901299507782723,0.4447429793282599,-0.3919161184868776,-0.5079129750135978,0.23263864724358527,0.6815074572826713,0.1487966526222295,0.30323306535920047,-0.5183679392722368,0.5479650733335271,0.2504844210738177,-0.17521606188329086,0.3700828756722647,-0.3027953409850851,0.4838564362623444,0.6293740942722694,-0.600841861524614,1.4849501368528089,0.6242537977692877,-0.5418791644225732,0.6026055220895259,-0.7920435778005123,0.16354643619054687,0.023010242545055508,0.1999579025782217,0.3328437646658464,-0.46972531346983715,-0.23990853449931876,-0.4329526686274337,-0.10484405831664649,-1.3133453739147796,-0.5792688390719953,0.1049847742504436
2782,1005006,0.1707730970949116,0.15255420206643136,-0.00478519086714283,0.18936211292022914,0.5881485410358251,0.6252478548395356,0.37457238482484606,0.5169612853906228,-0.4918400693534172,0.40908563460283615,0.050331763490725906,-0.1475151650265898,-0.6074346519862598,-0.1292316258709847,-0.34197773727388636,-0.5255258891792374,0.7499191797979866,-0.913105868259038,-0.27136195286932246,0.42703658421909346,0.20839262536205505,-0.19721409189244934,-0.3022551830499597,-0.2568659804981357,0.26104801543934264,-0.5347665376423083,3.527430024630761,-0.6597722728857274,-0.7729515871008464,-0.5945458858814024,0.8260356740810629,-0.9941705925167547,-1.0110295148963997,0.6394623428137134,0.11968746311137173,0.04568452906670068,2.6353379243783794,-0.12396234733590983,-0.10201541550891975,-0.0069503125776092314,-0.06292954136491347,-0.22446998074278518,-0.5250539720806786,3.086771921535024,0.4626269695215631,-0.3919161184868776,-0.5079129750135978,0.09890898419963658,0.7494720095382691,-0.1489515136764895,0.13065877093515837,-0.6279690068684595,0.561276153399648,0.31106514453182776,-0.2566030331273906,0.35449595152169133,-0.5990727936754336,0.4110539246320739,0.5876146186529659,-0.6768571420911348,1.4849501368528089,0.6559545871557247,-0.7211401782021268,0.6400782759778622,-0.8913469678186476,-0.27513470902282977,-0.1991859459469332,0.07537724655563124,0.20516783866165086,-0.6292907923698973,-0.1474656545097368,-0.35874772821062556,-0.36214899999846606,-1.3133453739147796,-0.5792688390719953,0.1052734599119154
2908,1006009,0.8784841727737587,0.4302090581984715,0.11458490322926691,0.09934409782692152,0.3363834751760883,0.4198863274270933,0.00664674437493538,0.07645217955244468,-0.02623205219363637,0.505321194324939,-0.005767306476901457,0.1267262967792417,-0.5929906616375905,0.017537999474784235,-0.30938342289514376,-0.48733649806629187,0.7256230564863101,-0.6050642336552604,0.024561108584804953,0.49888588942529793,0.1552924072667997,-0.3784223733202569,-0.4109169798046058,-0.26212865448863615,0.14769468479002815,-0.6224339704490829,3.016218172956335,-0.49664500688376706,-0.8879806626055183,-0.5053180839002976,0.7521327830963734,-1.068458565827702,-1.0650502134048763,0.7214480813185671,0.15537207909708006,0.11153956610842036,2.0930655680616472,-0.25205605538866627,-0.20875724470587795,-0.0069503125776092314,-0.06292954136491347,-0.09832074206505415,-0.36796351745203965,2.1901299507782723,0.41347022289434493,-0.3919161184868776,-0.5079129750135978,0.23263864724358527,0.6815074572826713,0.1487966526222295,0.30323306535920047,-0.48179499727618774,0.5479650733335271,0.3281386435795586,-0.052938545988842886,0.3290470689823664,-0.3027953409850851,0.5496248245202592,0.6438784568886313,-0.52626258885142,1.4849501368528089,0.6242537977692877,-0.5418791644225732,0.6026055220895259,-0.7920435778005123,0.16354643619054687,0.023010242545055508,0.1999579025782217,0.3328437646658464,-0.46972531346983715,-0.23990853449931876,-0.4329526686274337,-0.06972697053573051,-1.3133453739147796,-0.5792688390719953,0.11122165628030234
3527,1012036,0.6702303174691954,0.5659613976905802,0.14413405262534906,0.6972549235833433,0.5136124191260963,1.0470612238076416,0.5043888431922317,1.034870074040559,-0.3784113275147465,-0.050606929770429944,0.2595940105671755,-0.5596996686922718,0.1396015958927424,0.19336286337784842,-0.3935524060256982,-0.44203759532427134,1.2337025277941434,-0.4794555274110263,-0.11841683495243091,0.39498888951497013,0.5455989539469049,0.024030693283489047,-0.3895359717355246,-0.26218079282876017,-0.5890731062747045,-0.1820102090070032,1.696424718214503,-0.0822030370907527,-0.6224172815241065,-0.8530493619902454,0.6227285510688632,-1.474703345184221,-0.9762399231536378,1.038461024873387,0.04222127383766982,-0.7598349496611914,1.4369655401613028,-0.3081353057580517,-0.4312190970890095,-0.4808123190078507,-0.8586600904262324,-0.059342908168015664,-0.3602899219820345,2.145873383790398,1.006335727658137,0.042464006050986804,-0.579858271073306,0.12282775817774852,0.6757756746967728,0.2536281871488837,0.21245992076381753,-0.14404246875825572,0.3795357241770897,0.08375474901648543,0.2773712458242096,0.20741007756781563,-0.06133651827483123,0.5491661140289198,0.4767415016835974,-0.49785909007500273,2.21666502845151,0.793349348045812,-0.9447736004877947,-0.1583299045324719,-0.6822596618614705,0.7616684676917693,0.7539314067951273,0.8990774719251003,0.45496962722669215,-0.12815803298823547,-0.2578032633587217,-0.4978261049034891,-0.08391948407099795,1.0111778204179154,-0.8077051453325024,0.11975596510584753
3653,1013042,0.11461896780301747,0.3924661619051338,0.2348898819879097,0.20555386631406322,0.7564303105697445,0.9419684920755934,0.31091190112777506,0.6028682349567369,-0.7397804215133749,0.2783741232312267,0.292564170434228,-0.5046278179509349,-0.4229628863705342,0.3627428650946767,-0.5961834358817458,-0.6696984066914878,0.8125933065151495,0.2685961202525402,-0.8036969463274516,0.2162456144460603,0.3280647046308412,-0.4041678225875427,-0.5912333283786332,-0.5088102953455149,-0.8779745033868065,-0.606819023543198,1.899125999208361,-0.44838043709029296,-0.9514849743219718,-0.7123306070377379,0.878517848432902,-1.6153839988582275,-1.2473984701552503,0.854024531631451,0.1546902005553647,-0.3340517108160388,1.7282473918344392,-0.5007887220409227,-0.5652536519302397,0.21611433383521347,-0.602435145019011,0.26476140763765954,0.9104989833875352,2.479371320647381,0.2579245007663764,-0.26283709805512195,-0.5668735911772061,0.61932609680999,0.5205038848348069,0.22545217119878902,0.48779431981383603,-0.6035984234652538,0.16185402396484982,-0.24998865505996645,-0.2273135439413099,0.08654328693483125,-0.06133651827483123,0.8747892665486443,0.7091265118820242,0.2936442688850277,1.9787522405168367,0.5204650336940019,-1.104799231956224,-0.12644290823415838,0.23224375830592126,0.8401439540691427,0.8064529877666141,0.10378505534028237,0.3039686696829806,0.5598941647147252,-0.6037842598752748,-0.5808491906802571,0.6785385149354328,-2.131608482814948,-0.6340887337250031,0.11078829095670296
3751,1014049,0.2159821373823518,0.25669929657468776,0.19638235038070515,0.3960863481468402,0.5739761328771554,0.5299969239472868,0.34006494634707063,0.7799581550107221,-0.333692040570831,0.13210616258800184,0.09407843733453936,-0.6960990075510181,-0.9675840063063862,0.3194350713641934,-0.40586346667271966,-0.30212338051608484,1.088087207735102,-1.2002048164609587,-0.06629933966875778,0.09639266441800223,0.2854910751649826,0.11606759318813993,-0.6045114852746115,-0.5543860923896222,-0.40746838340679226,-0.32799992904845604,0.812714308355155,-0.3249549029826426,-0.6621615467221607,0.11715944872773093,1.0380819571880722,-1.6812634052267537,-1.176280632191798,0.700215692679591,-0.0782364174641253,-1.136374533720164,1.3343742536350953,-0.715629718730208,-0.3184249388849511,0.6175565874509809,-0.019715841469198015,0.107957111772649,0.5685206252975136,0.9725001721624139,-0.27045592054822876,0.07882181878520285,-0.49901244359029573,0.7518965686498114,0.374202555199485,0.6728366742341302,0.944874273314032,-0.39462404928980277,0.5597871002035636,0.4731803430629291,-0.5081286772235524,0.29657318668679594,-0.06133651827483123,0.39265755152467985,0.6796320194249358,-0.16909470140341637,1.263023030282136,0.5890379911073941,0.8610504764540079,-0.7259575860441864,0.25286562425038417,0.619194875176309,0.5801693576284486,0.3356534248399858,0.5280994568696579,0.457757584050333,-0.5467660900286654,-0.3034193051119916,-0.45307554342802003,-0.7435124397019294,-0.6516582157432804,0.10199047565600207
3814,1015056,0.23190196179312556,-0.2743711856444612,0.20286747787482048,0.5062861906706139,0.8684533848733986,0.6654429222283413,0.7793685294618663,0.458211858842892,-0.19738826207163784,0.27427665640200644,0.3756112125449056,-0.9648080902035437,-0.2936008365876713,0.3852799375425201,-0.11409472660858151,-0.8803771609961192,0.964219065346697,0.6206919014850472,0.030778681576338694,0.51104828357225,0.5149612614503127,-1.3263025278034517,-0.5605707831110597,-0.3464525414431087,-0.7759870213240341,-0.6301215430672872,1.7748600126688958,-0.39978011908450195,-0.9697098608891235,-0.4888051923442179,0.9706010747676099,-1.4531480828803207,-0.8900155714753532,0.9649628422207307,0.45940026707643805,-0.647526301335795,1.1860051817137653,-0.39235361685649434,-0.6720007482799317,1.2981834811131179,0.22928139354600438,0.9910589343837829,0.09393400123540198,2.0623066243712658,0.16142478032798507,0.003290266855367724,-0.19105393053103772,0.6989764011566526,0.7115268722948936,0.31031658057079714,0.7183949089483528,-0.7829230920729876,0.1763243765167143,0.2981764989672644,1.0407898840346832,0.47119070395880486,-0.06133651827483123,0.8714099989045275,0.591075423958501,-0.22156931513474157,1.624763309725508,0.4154277460235269,-1.2287406033483306,-0.9522713036457887,-0.3069363641466871,0.9084824024513627,0.765525580961951,0.256919906650564,-0.04601664200560908,0.2469061833781105,-0.2626978200965976,-0.2239648709808456,-0.010373016803746275,-2.3918269925998192,-0.65825683397571,0.14004425940640994
4256,1009020,0.058408288315978094,0.056926107866884096,0.1397496512283318,0.32866786629032874,1.0532241276370582,0.7293891639877388,0.23015857617210492,0.5063577708531017,-0.4411875491465306,-0.02307918958355635,0.17762979494292017,0.2583334858979072,-0.7294790411473872,0.3258005047771564,-0.20162477370302379,-0.41672171049856616,0.710618834562036,-0.15653336405210683,0.31558894424947026,0.5200401344986907,0.12135844599301543,-0.6358486696403759,-0.5977614747427721,-0.2733840456570286,0.004449415194638656,-0.7135187019890015,1.7857389137765347,-0.28879455102176654,-1.0014356641963393,-0.4079976767806653,0.6037010968587417,-1.231011298208778,-1.1956560326535939,0.8723457466857202,0.19678791618339286,0.1513727393176891,1.3993555301286764,-0.4715932090598791,-0.4879851611532244,-0.0069503125776092314,-0.06292954136491347,0.09726912795461436,-0.041257566133167015,1.394970971973762,0.3132054058287676,-0.3919161184868776,-0.5079129750135978,0.5420376640034974,0.5450350628911161,0.6126886910489009,0.7540854335319916,-0.356131521521579,0.4500856823512443,0.31117427399885483,0.3783955235522017,0.24364448827007512,0.24231686330748503,0.8707363227166125,0.7665761487460975,-0.19190439743648383,1.4849501368528089,0.58512695744321,-0.02641084643374547,0.39073097936931384,-0.5241030277141531,1.3016212659035127,0.28905975291299824,0.4905078115956574,0.505995015217253,-0.043329605447097005,-0.45833330166813224,-0.5243279870175231,0.3981409637574583,-1.3133453739147796,-0.5792688390719953,
4360,1011030,0.24269630589776428,0.5994300906711936,0.23137191792805056,0.21777412503737012,0.7842963357101074,0.39412147252797813,0.7449329792079952,0.8757770116537411,-0.36636219936735265,0.48981214064623574,0.3071893881265732,-0.6099302593691448,-0.31231512330972894,-0.009257088480699052,-0.009301882340647301,-0.12182699552135796,1.130371211298601,-0.13947351541354924,-0.16999230757647743,0.05175190132993772,0.22333968899612408,-1.1070152774032584,-0.4432379330112032,-0.274035527884041,-0.5290119950515297,-0.4860758145837716,1.6536060324372606,-0.4704926268232501,-1.1745210673252018,-0.7107796078754741,0.8211777327467308,-1.393793084062755,-1.3530972070122036,0.18937693394596475,0.015458548393595657,0.052980088611720245,1.4241797601414126,-0.20601123881224478,-0.8393733743128573,0.2737584639439132,0.29699875279081245,0.1474577353677495,-0.4839294222547997,1.3000908985946396,0.6197642670295258,0.015649479867473816,-0.3301035057238213,0.5011100716993994,0.7710191773723309,0.7587094299118183,0.45035207023562096,0.28719667250303693,-0.11494806925626498,0.02222535500726743,0.019212766308341036,0.044034427637361685,-0.3354673455846201,1.0707775873078493,0.9711484492005653,-0.27100354992680603,1.7781210597131034,0.5766570014766725,0.14662496636382522,0.040559633788922744,0.09090322455644564,1.5937980038905595,0.23318889863756195,0.3786411308417534,0.5696488045989553,-0.4200446728659087,-0.4181490974281464,-0.542047699170129,0.4719916012283899,-1.3186811458569683,-0.4216397998061738,
4428,1008016,0.3525629910116963,0.3038727414761858,0.4378505493581952,0.16577905477885316,0.7473159430050409,0.5624192524291431,0.6040739365898277,0.48951883527098944,-0.3918453620791467,0.07907128160288672,0.5654293375662569,1.9912993397235697,-0.7861059971671884,0.2896484001875864,-0.2563489607158256,-0.4896623628693236,0.6207195086421682,-0.24256960615361592,0.2861026821167828,0.5826494993372853,0.098435594823792,-0.5581432381998512,-0.5688933482023255,-0.2699746383877281,0.1660650839662036,-0.7424745973964858,2.3086968841596245,-0.35353884258731055,-0.9753314780014604,-0.3738900726950832,0.6047698439522946,-1.1334836950153082,-1.123184307727538,0.9273777302860118,0.22281692499225167,0.1821344065578009,1.5686619575214544,-0.45438042374583326,-0.42241245081730755,-0.0069503125776092314,-0.06292954136491347,0.02701959760322273,-0.06349140811865447,1.6827422566952008,0.2817779463271751,-0.3919161184868776,-0.5079129750135978,0.4767287390444106,0.5438545793447499,0.46351140773576655,0.6868747276787527,-0.4487018373957071,0.5827104681826618,0.3685660882933364,0.32429180286024717,0.3423405848739975,0.1579631199184247,0.730504858817647,0.6965217696547397,-0.3091233642828186,1.4849501368528089,0.5930567160111153,-0.17760053311836915,0.5945103171690583,-0.7443798161558172,0.9237412505105188,0.183522436941258,0.43329869183798875,0.4399795726721279,-0.11689960531826796,-0.3987829442260821,-0.4939872879008111,0.2479737376744023,-1.3133453739147796,-0.5792688390719953,
4466,1010025,0.3927186669799162,0.06940334124607085,0.15886416496077793,0.7344254666087429,0.9131229326694944,0.8749044985938723,0.3256377752570663,0.3799031142103853,-0.6309674101707207,0.14278884849608134,0.4528732419598789,0.07440336649432362,-0.9388488734661729,0.46231272350467156,-0.2138021839142721,-0.5327942166887119,0.5218679888324611,-0.08925444211893631,0.6391316488045773,0.6474671366190601,0.05045703524258952,-0.5925788853654982,-0.7219264737574935,-0.27471316288239833,0.2910935414846139,-0.8428475277806273,1.7586268026389906,-0.1879762245919604,-0.9809297189959472,-0.28162204967851046,0.5188628121166463,-1.1296396116575986,-1.1820121452571706,1.066411324625233,0.2729712037822158,0.27617321617724133,1.350923083525724,-0.5454714480800087,-0.4487454683438325,-0.060695352029358864,-0.19585668466060016,0.09184801383630783,0.18584808881616663,1.3954796079247827,0.17077813786762552,-0.5778869000838649,-0.6117303515249448,0.5870891678012867,0.4053398146934664,0.6378353741073527,0.9646623846733149,-0.5527572798673668,0.6402429598749538,0.3989508939096055,0.4532256879526891,0.3894788880786154,0.6134494718601179,0.8646472744611445,0.7372759625893047,-0.10498553968622565,1.2824955895158456,0.585052128614424,0.10676580203470055,0.606348255475914,-0.7877300946780063,1.3086044874771106,0.2729087434536627,0.507489819258903,0.48710417552028645,0.10576276627920546,-0.49284480608965775,-0.5282883373033411,0.47163173252942203,-1.4305562083095416,-0.5774106513321936,
4501,1007012,0.45036296035299483,0.2165563543725564,0.21892787057433744,0.03702001114696361,0.59689118025557,0.5689609682236884,0.646711849860913,0.7782745369453818,-0.09732557316299374,0.31385487843244775,-0.039745324494981714,1.731924647517315,-0.6270271708568305,0.017537999474784235,-0.31274620419405585,-0.48733649806629187,0.7256230564863101,-0.6050642336552604,0.012954601614612885,0.49888588942529793,0.1552924072667997,-0.3446462497244051,-0.4094182577334628,-0.26212865448863615,0.1534459630271897,-0.613080581538392,3.016218172956335,-0.5045135780413164,-0.8879806626055183,-0.5053180839002976,0.7583562749345029,-1.068458565827702,-1.0650502134048763,0.7309811986527127,0.15537207909708006,0.10376825294021702,2.082427893862517,-0.25205605538866627,-0.221309020173058,-0.0069503125776092314,-0.06292954136491347,-0.09950760022841446,-0.3478522324773926,2.1901299507782723,0.4218653855210653,-0.3919161184868776,-0.5079129750135978,0.23263864724358527,0.6815074572826713,0.1487966526222295,0.30323306535920047,-0.48179499727618774,0.5479650733335271,0.3281386435795586,-0.04481913210139396,0.3290470689823664,-0.3027953409850851,0.5490675188860193,0.639650458958931,-0.5264345731966837,1.4849501368528089,0.6242537977692877,-0.5418791644225732,0.6026055220895259,-0.7920435778005123,0.16354643619054687,0.023010242545055508,0.1999579025782217,0.3328437646658464,-0.46972531346983715,-0.23990853449931876,-0.4329526686274337,-0.06890432558657662,-1.3133453739147796,-0.5792688390719953,
