,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,Private galaxy capital flows (% of GGP),y
1895,1000000,0.1912445561076695,0.258787415387663,4.547572699736045,1.3919964251151664,0.22040349652599936,0.11722808943190907,0.4722952610340544,0.3794036297807882,-0.8869035514056329,0.14706188134937792,0.20627234626596916,-1.2185486811223116,-0.8884728857751354,0.41215578110801004,-0.19776946775774287,-0.47875452826526593,-0.5567177695215192,0.38567133162515305,-0.5918325680450706,0.24618703734340727,0.006183967750195247,0.7415884053673867,0.05885686534262815,-0.683524851474994,-0.07506519441142763,-0.7022149109476813,-0.3593346783034095,-0.7530454817524304,0.5468214227635285,-0.45974803469212877,1.2419621639381293,0.44404854587724485,0.4334654445360945,1.168524996947069,-0.26100979824294984,-0.0700049480423682,0.24762743486779282,-0.2526086603322848,-0.43725922640766707,-0.5165632647009064,-0.12876486363679088,3.602786028579424,0.5736711289259886,-0.34483062628563227,0.8712593009790787,2.9301252266895808,0.14894647545108938,0.09206536055394535,0.5220963488983309,0.3996512706168675,-0.3962812965621858,-0.5642737720199404,4.0251658404908195,4.063087366436599,0.22872199210060057,-0.15027335599809308,0.1685680915111442,0.06815236396275119,-1.5629663861721657,-0.11752604980932055,-0.02377627162087258,0.4940447686238707,0.4721937491821953,-0.8032608796613608,-0.23415226511478526,-0.7597140884123632,0.4818265472224774,0.45819030209453415,0.08052405775942105,-0.775928403787157,-0.6040920262838021,1.851009721109383,-0.6036506264759274,0.054728221800672605
2059,1001000,0.6631129912227907,0.629117028617216,4.558580212430452,1.1056863551378708,0.5252283198495293,0.17391736705288063,0.1925948504990871,-0.2211273581713232,-0.7328081502205115,0.23005465376462997,0.20627234626596916,-1.1917834632700934,-0.5654173221203468,0.43315623737301595,-0.25216373765531813,-0.5120815893735825,-0.581982918547551,0.5446195566310855,-0.6132878775210722,0.19974175231481286,-0.007236417165029239,0.46498734062720204,-0.03544067365198645,-0.459571007298992,0.08796176453798452,-0.6776021839373898,-0.2263180224253658,-0.685519014399149,0.5403427256660532,-0.296848613496788,1.1105292802676832,0.34935894646550286,0.35538820950857214,1.1615273146341407,-0.18777832612284936,0.08106654384165396,0.3830788058817072,-0.2501345596845286,-0.5570321312782562,-0.3761755280943563,-0.2585198627481881,3.669965117013676,0.29316058659861716,-0.34483062628563227,0.6701341680619073,2.9089322151227686,0.16012698480573168,0.0998562639063738,0.3825970432584825,0.44135271350057403,-0.4053394071431895,-0.6969839714047756,3.9293596125427257,3.9889801223183152,0.1900229631489874,-0.17867457543957868,0.28137016323041336,0.09166300307428385,-0.9785166345127375,-0.07195790572674113,-0.02377627162087258,0.7300870487804424,0.08405575276718494,-0.3681504681315592,-0.07323311631539528,-0.8785318940020255,0.4455801375733565,0.4856286622408436,0.0987316875331638,-0.7318340971580564,-0.6119540561109976,1.851009721109383,-0.6036506264759274,0.05248995603044526
2168,1002001,0.33023574186882376,0.3440172714201728,4.305081019984501,1.024408688935146,0.33447246918529705,-0.3170083903624631,0.49084545899335547,0.36727089528052126,-0.6433578908368759,0.6567996190984284,0.20627234626596916,-1.2680322926095031,-0.5654173221203468,0.43315623737301595,-0.25216373765531813,-0.5120815893735825,-0.581982918547551,0.5446195566310855,-0.6132878775210722,0.19974175231481286,-0.007236417165029239,0.46498734062720204,-0.03544067365198645,-0.459571007298992,0.08796176453798452,-0.6776021839373898,-0.2125331803642196,-0.713578621350847,0.5403427256660532,-0.296848613496788,1.1105292802676832,0.34935894646550286,0.3597321186495362,1.1615273146341407,-0.17891999167936365,0.08106654384165396,0.3830788058817072,-0.2501345596845286,-0.5570321312782562,-0.3761755280943563,-0.2585198627481881,3.669965117013676,0.26599325481264136,-0.34483062628563227,0.6701341680619073,2.9089322151227686,0.16012698480573168,0.1115349742150075,0.3825970432584825,0.44135271350057403,-0.4053394071431895,-0.6969839714047756,3.9293596125427257,3.9889801223183152,0.1900229631489874,-0.17867457543957868,0.28137016323041336,0.09166300307428385,-0.9785166345127375,-0.07195790572674113,-0.02377627162087258,0.7300870487804424,0.08405575276718494,-0.3681504681315592,-0.07323311631539528,-0.8785318940020255,0.4455801375733565,0.4856286622408436,0.0987316875331638,-0.7318340971580564,-0.6119540561109976,1.851009721109383,-0.6036506264759274,0.0522065777550722
2519,1003002,0.13616985597597278,-0.2073724472809195,3.8142492411428734,1.2436038520520547,0.3475819017981293,0.008929642417257841,0.6421746621242725,-0.07652683017873138,-0.8026240700320826,0.5027687204425213,0.20627234626596916,-1.3639058802491322,-0.06308066060115708,0.43838996369665373,-0.37011764008398196,-0.5137418832146448,-0.592888183802164,0.6266060104416104,-0.5039734539494313,0.1850854850703087,0.007051571636775956,-0.038011811102073814,-0.2224713030396636,-0.2921847130717143,0.32693797282848097,-0.5479724594569699,0.13050148422920668,-0.6852553403967537,0.6060665489697175,-0.11704156057113548,0.8751165878568776,0.23037947210662843,0.22878448997065193,1.1325522617871486,-0.03099736967759319,0.30375128379018934,0.5361333644877098,-0.3271671858597391,-0.6987826061709177,-0.18761925149732775,-0.3388888956260094,3.7223614082353875,-0.06934878440470782,-0.34483062628563227,0.5272084472480499,3.101785145694269,0.22615947715106785,0.1713159926183389,0.24132131096720097,0.6106819252944443,-0.40546754712442445,-0.9659637827465999,3.73609372718114,4.057663054039449,0.17654946273823377,-0.17975257022841654,0.36603682685169564,0.09970580777332863,-0.8122019792390176,0.05184591216429342,-0.02377627162087258,1.0070358041703293,-0.282740812170331,-0.18209314884129854,0.02441118073256727,-1.0715154110576943,0.36484006097023786,0.5280890902809826,0.2419530078489309,-0.6468561384435401,-0.6030418586471277,1.851009721109383,-0.6036506264759274,0.05193702258872978
2649,1004004,0.01998545599876298,0.32970495898533175,4.113829379481502,1.432872525141389,0.6621282842132494,-0.14173492168523766,0.3808619412854812,0.47918316380241194,-0.52972470767005,-0.0153449269372528,0.20627234626596916,-1.3676499594279232,-0.06308066060115708,0.4453027062456774,-0.37011764008398196,-0.5069199610075086,-0.5873185937658985,0.6266060104416104,-0.5039734539494313,0.2008727975164179,0.007051571636775956,-0.06012913192685339,-0.2224713030396636,-0.2921847130717143,0.32693797282848097,-0.5445652898571028,0.13133725375431105,-0.6915500690267595,0.5991746058837282,-0.0841271506845465,0.8745248574812698,0.23037947210662843,0.2233635130907058,1.1325522617871486,-0.03099736967759319,0.2747067782533818,0.5350547563823653,-0.3463893684318301,-0.7094209263069723,-0.18761925149732775,-0.3220562461467546,3.720450486940282,-0.08203375198009397,-0.34483062628563227,0.5272084472480499,3.101785145694269,0.2456782853148103,0.1856601249930261,0.23667556292675965,0.6411403124179121,-0.40546754712442445,-0.9659637827465999,3.73609372718114,4.086190674725046,0.1809529205087522,-0.17975257022841654,0.34662324132767525,0.08613051074783522,-0.8175954890917376,0.06558463776854877,-0.02377627162087258,1.0070358041703293,-0.282740812170331,-0.18209314884129854,0.02441118073256727,-1.0715154110576943,0.36484006097023786,0.5164649235603338,0.2419530078489309,-0.6468561384435401,-0.5990857027866442,1.851009721109383,-0.6036506264759274,0.051810720068459326
2723,1005006,-0.12520133030104424,-0.26611292912333756,4.209325921500321,1.147064575088048,0.17789786581466582,0.13715075064966148,0.9465510349020272,0.14902460720416355,-0.6779865087009954,0.4067986650254793,0.20627234626596916,-1.470847595963442,0.08600367338062917,0.3920520106048299,-0.4580652806718168,-0.537557674792101,-0.5826637693668391,0.8356531998737222,-0.5657560509045361,0.0930359598363409,-0.007073098507205564,-0.49899381577493496,-0.34358950494781204,-0.19363780399916178,0.44770464162642437,-0.44419512750014406,0.25713732598709954,-0.6701790133333542,0.6507169894079853,0.021465799934773884,0.7078462359659874,0.1970210447316605,0.11725837830258568,1.105535751627523,0.0058340586270007235,0.39847693236361886,0.6476992621201221,-0.34976919042499843,-0.7904456042243043,-0.13838289174457438,-0.39359775060385876,3.805071581910591,-0.36540405238574447,-0.5783098043415761,0.4218204360224684,3.3131181952808597,0.27155226453545983,0.17539689463727876,0.13968258727454416,0.8860349132827386,-0.440336744921927,-1.1384374068150838,3.610787018364291,4.113080978429461,0.14149343428912245,-0.1531101843897716,0.4765765612703012,0.09180767190111826,-0.7591523465475304,0.07726135207899631,0.11640270699063632,1.146530055338679,-0.5466855978664605,-0.028022049285274422,-0.001665843572017101,-1.2957794135669982,0.22003455653185594,0.5289492768475628,0.29763607319252267,-0.6315156648151378,-0.5798708717648247,1.7961324993653327,-0.8668494399798298,0.05153919953376618
2915,1006009,0.645507363677261,-0.08492604888189878,4.234493183857561,1.0370887181147304,-0.013879908007100289,0.11904900620131754,0.5992320095993007,0.3333749342920413,-1.0519082506994168,0.23739749106190122,0.20627234626596916,-1.3063605066110886,0.08534012661375126,0.5279597061314338,-0.42810192543896625,-0.4797987466764273,-0.6155319580340749,0.4841558208711046,-0.4072661102834932,0.24662588315713155,0.07476371967573174,-0.40783362898517583,-0.2909882533775268,-0.26093761702078433,0.39986490631112176,-0.5522628653109026,0.1704342267548231,-0.6114671031627321,0.5877803492300517,-0.003396156278121013,0.8019539952530065,0.1512199013311504,0.2203090312567247,1.20762407977721,0.09339080768644875,0.37926646170600004,0.5898463727873318,-0.47056208218475243,-0.843060064467257,-0.11396812641048976,-0.38747159996877095,3.6231919324299473,-0.07275741945806935,-0.34483062628563227,0.46266230514936646,2.90989497148598,0.26939626891686497,0.21152042030940335,0.24719114367439804,0.5967185639667053,-0.3709607195500446,-0.9527436940916987,3.67213977963408,4.058952483762337,0.1893045669444644,-0.25636029322067616,0.37344767861867306,0.07041871037661906,-0.48440436284786736,0.14905274981339123,-0.02377627162087258,1.0031108139589509,-0.4297458901797885,0.20176033192327375,0.17736269795103524,-1.054163060129513,0.4272079007899873,0.5357863581764867,0.31619482048149605,-0.6119752682050232,-0.6661501833684,1.851009721109383,-0.6036506264759274,0.050482835724767534
3093,1007012,0.3064802977532109,0.687617244290723,4.600380292915559,1.4761907768726394,0.6439695980011353,0.4547692701917764,0.8435077207340386,0.19616847757260691,-0.7438374569634494,0.656910924266375,-0.014975699838387145,-0.9169974458926021,0.0943903920985509,0.5279597061314338,-0.4348579765104806,-0.48349374988671134,-0.6155319580340749,0.471993015035445,-0.4177500234443855,0.24662588315713155,0.08123005332139431,-0.42633038330507295,-0.29362363724777324,-0.24867558672771867,0.3966027156330422,-0.5656535333612529,0.1704342267548231,-0.6114671031627321,0.5877803492300517,-0.003396156278121013,0.7900649689332081,0.1512199013311504,0.21585124118099322,1.2134016378150532,0.09339080768644875,0.38200142460865183,0.5910093275166988,-0.4762351910285402,-0.8499769923394581,-0.11396812641048976,-0.3840809860503823,3.6231919324299473,-0.11331084695942036,-0.34483062628563227,0.46266230514936646,2.8759680899521913,0.27653903179204936,0.22195123385891335,0.23824782658961663,0.5967185639667053,-0.368289405206838,-0.9459923415004673,3.67213977963408,4.058952483762337,0.18992062663180967,-0.26068566102681145,0.37923009472773667,0.07161256887397821,-0.40237186764821004,0.14905274981339123,-0.02377627162087258,1.0091253651445236,-0.4297458901797885,0.20176033192327375,0.19777262079018956,-1.0611177222545,0.4272079007899873,0.5362330012108488,0.31619482048149605,-0.6100418349625278,-0.6661501833684,1.851009721109383,-0.6036506264759274,0.05008363860117193
3181,1008016,0.3783529060002521,0.015368115729797422,4.271203749189273,1.4567711995971298,0.24937867422041124,0.5340449678507769,0.8075123900731733,0.14297420043155748,-0.6328474903693533,0.32191600775617973,0.5387173870320661,-1.3480373332968416,0.0210501723458696,0.6551796394294473,-0.39065466218483424,-0.43371145897390895,-0.7721153156278288,0.3543587228788774,-0.12290585881277506,0.43520147326870123,0.13450469222189113,-0.29180858339304167,-0.26690331429019915,-0.3484205975162142,0.31878174799925124,-0.7183069507259897,0.0019879088825879698,-0.4985360639051959,0.5742328318660792,-0.058433338959503624,0.7748785283279291,0.051261195850017136,0.35508610723336326,1.364320574277217,0.36831526607806714,0.53159806312989,0.525809744549815,-0.66244895885635,-0.911992000141186,-0.07454133016901565,-0.4696885267706128,3.300558462047086,0.2545382251800622,-0.10433301107971996,0.5079327113779111,2.2547182512104125,0.27248924341502884,0.30153230862483665,0.4608108432755917,0.3918098769414473,-0.23201834449697487,-0.42722426751536935,3.7623055364661173,4.027638432633051,0.24863296492454823,-0.3117559408963173,0.3444011616730935,0.03481541734797704,-0.18849364994357415,0.31903466497720473,-0.2593165235591633,0.7960053360675723,-0.2644346687989532,0.4029463758225355,0.4103996671790051,-0.8024216973437112,0.664437912781301,0.6534525207643017,0.3442904648587175,-0.5615070561680264,-0.7803018624963377,1.8010893998851916,-0.1710918319000325,0.04970650636299623
3249,1009020,0.4486110924963173,0.2734453477378343,4.311207670930053,0.9741271702341565,0.2419417323949536,0.609111443138056,0.42934005894732225,0.4314460356064102,-0.5889265863807169,0.9701515360548777,0.4256868832197269,-0.7678568794753311,0.09537163448359337,0.7305460189633216,-0.42530525716526824,-0.4024937473916904,-0.7332161320645945,0.09539321908173971,-0.10797335287537861,0.5140181727461336,0.1831962501662629,-0.2771482473651379,-0.2105360678258528,-0.37528566436992705,0.352751016004662,-0.7718575452022114,-0.07280060197445624,-0.5118997405628598,0.49416558792434734,-0.007708144047020218,0.8627244518071696,0.018804556726408052,0.39684826920113864,1.3449379373365027,0.36355121588326805,0.46605712550569306,0.44774256287277914,-0.7190499833962867,-0.938307906758198,-0.07149149952484612,-0.40717661796175575,3.250353786680006,0.0909116959825717,0.07983339792098372,0.5856261921955717,2.067366278171685,0.2882533277227197,0.3324905269125222,0.5498732067813868,0.3241741556333485,-0.27762654790185,-0.3225137556158292,3.625047701694797,4.039706899106949,0.26655401597874195,-0.43385128946348805,0.24837586938950604,0.04764126891091755,0.2570264636574245,0.3942727699454266,-0.2265291263305135,0.6660814295969015,-0.12906469737782758,0.45565172278831434,0.5625275314784798,-0.7192650927768908,0.7708133942506783,0.5527375228588183,0.33866711899351737,-0.5571421652677738,-0.7889949521001732,1.902048275602697,-0.31493752598197483,0.049508244921799394
3401,1010025,0.24510855754984273,0.5598119759934679,4.128594851538756,1.4674473873414577,0.7272303464027947,0.39321009738451024,0.5025379399087313,0.3144081687406326,-0.5819226926794321,0.07455200026469165,0.368815083662855,-0.05001480997423538,-0.08861589745908818,0.7383866720860466,-0.34174076928853725,-0.39927353336764965,-0.9088790976871587,0.44353889268516367,0.001251958002407169,0.5489196648487353,0.11977127982731037,-0.20655512031399645,-0.2545217617558983,-0.4014399098085279,0.28557762572269246,-0.7911347124200002,-0.04365967021332023,-0.37995110427551704,0.6184609956842414,-0.1233688913320224,0.6698801344527904,0.011912330877709975,0.4199428697207807,1.448533334496077,0.5556829754102373,0.7101365959495325,0.484700304702912,-0.7931353043007354,-0.9252608385758854,-0.05624373290816977,-0.5974252285091688,3.132918518612963,0.9483426338266935,-0.005696434803689531,0.5202343626062611,1.8339519125623365,0.2596411222501051,0.37434958155208736,0.6455076251972159,0.2456952663288074,-0.08172869042228714,-0.17775578832416203,3.8759804208114526,4.015224568650436,0.28827428002096867,-0.36590301717937934,0.3081419894462107,-0.010406637893329686,-0.16504618625687514,0.40414965047094475,-0.44440741667196004,0.7790817293439357,-0.11165606791689393,0.5308280726571183,0.504589028782306,-0.6150004006438677,0.9177698859180716,0.7953572758326833,0.3614898104134805,-0.5344461072261343,-0.8393065061465019,1.7069890686078482,0.4053823087728009,0.0491838592782704
3479,1011030,0.48720701152819745,-0.15952048261711224,4.549603511868933,1.3206322681847573,0.29801764645667467,0.3470721152719804,0.6109683529148114,0.2235132850610442,-0.5307863709811124,0.5054390011249051,0.11293448270004615,0.25247889981241445,0.518730916718607,0.7167563544007166,-0.7115631416821884,-0.23542774027782357,-0.2635871461745312,-0.9075041100724135,-0.24994481756279263,0.5041840855130881,0.3924816148194953,-0.5229734691731396,-0.14295642565951533,-0.47354147236672156,0.6861389186476621,-0.7119480998812519,-0.1286184724149938,-0.6984045780659843,0.11811856879987873,0.3507577511181182,1.20928700818794,-0.0018381898779095392,0.418617613477246,1.0019991707640448,0.0028406470136445585,-0.5765790376945122,0.3794066869298022,-0.6542932843130934,-1.0097448260327357,0.014546310086393205,-0.009136056667236986,3.548035153295399,-0.6931065776262163,0.1700404480842875,0.8031766414002718,2.5458661243848253,0.32285690855396765,0.25594324238024163,0.677641557383595,0.48038748596641134,-0.6599744533622519,-0.7412872724275477,3.023058830531743,3.768660176345345,0.2189159951710458,-0.6766105710387679,0.1898322872947181,0.13700240921281473,1.1173879268684592,0.4010489526751023,0.5375991073410887,0.23120467044159004,-0.2972372503934724,0.25794132380759377,0.6346704897585469,-0.8466752171138507,0.6494038668271094,0.02537428732014517,0.25077485764918805,-0.5210292482264622,-0.6342026817887979,2.5053628921693067,-1.7023286512510825,0.03963141299248263
3511,1012036,0.5880858335170169,0.7395372213192444,4.091531817444865,1.4665719739142722,0.5561956770374936,0.20772420194593733,0.7480572958971513,0.31539963743460214,-0.2765678194657789,0.06282807515576112,0.39432072314288164,1.2810948445343107,-0.4359596115351535,0.7822800860470387,-0.5355720213334568,-0.6635046887794693,-0.552164330358972,-0.2224689601578294,-0.7665644540599428,0.7214007416656317,0.2655049799203266,0.32994159921307553,-0.07291232816969292,-0.07042333682170686,-0.2381747283154053,-1.0369816122064393,-0.29196326132385986,-0.8176387850074072,0.37554373657814116,0.3017198191968256,0.6475108479482157,0.0537955285573159,0.21057594074952146,1.0682331323631138,-0.2114145698194607,0.0667431970902236,0.30577517133614274,-0.39443638142697957,-0.7831056200177217,-0.8267831347951736,0.040765832282638546,3.321063983579207,-1.4540002461415615,0.4141573664219589,0.5726431668500692,2.081953188344852,0.3275155473307,0.3528356992916954,0.07493049465926016,0.6149078761874108,-0.2627155794018548,-0.2267061424583693,3.1526546144079206,4.69446281195831,0.25952497646786454,-0.2223628194336815,0.154272915533044,0.1278452888307094,0.8749103259265115,0.3763397609266688,-0.6007298735832282,0.6444085482631873,0.3081174213988206,0.27334057142087737,0.7863438768429301,-1.1074471946617144,0.33917688857607414,0.4805224538126397,0.504298765285729,-0.6792567416623864,-0.5089214197555108,2.296729773317131,-0.4672521160024963,0.040040122219084366
3797,1015056,0.45488531932568255,0.2500936111229389,4.194941076268775,1.228350589699674,0.7457057542588852,0.49250293184970645,0.4426310912101815,0.6678050648289311,-0.6520549356218546,0.35367199781848435,0.2397811066246949,1.7296279000331007,0.6230146057575929,0.874726330750414,-0.8751351148254741,-0.8151447030132697,-0.15756200683790336,-0.19247819848676342,-0.16144529522548792,0.5356004911997383,-0.0230594490205152,-0.548205242036195,-0.2622007185921765,-0.23188240283739803,0.6653679747926052,-0.5589111976718628,0.007285603852959038,-0.7742840973434826,0.19485381161064286,0.5960382460188433,0.9670922939173185,-0.08248094223294758,0.4078561897444258,0.7525286536583663,-0.1120554845579998,1.1473450256777693,0.8196524941679588,-0.10199089393910439,-0.8073401186761983,-0.2812153678398098,-0.6491145630142939,2.6428509458777465,-0.029849774103078694,-1.4306063674930063,0.26246252510475415,0.6353398515864908,0.0963810889852294,0.3044809401646437,0.6165707997098352,0.9387458848907893,-0.5862760330668982,-0.6280223452645396,3.1379112914998917,4.826361762383556,0.33653455355458245,0.5903143785819489,0.3545900346653726,0.3386700888477161,1.180242749324765,0.2378210940830514,-0.9392918893100834,0.3473919243381646,-0.2801669446653917,0.3646213417873315,0.9320100810439714,-0.7546149018144949,0.8531273620229354,0.4306633126004908,0.06261659307573401,-0.5827056175839574,-0.281362778957724,1.8907607544937708,0.2391646066829691,0.028504606665181963
4483,1013042,0.4187432792801418,0.11760459822550805,3.7852384444851475,1.0832309509388653,0.5013631678945427,0.2756470678791903,0.9876724943805607,0.3672502131811857,-0.7418807993348907,0.07962126246208598,0.2719584577690773,1.776729129489893,-1.7199040596946638,0.7381863536857758,-0.5843887736041266,-0.22088001687233474,-0.0819360795995342,-0.8076920261431385,-1.4476798752509303,0.39228867061252126,0.07017963786319202,-0.18324931062747196,-0.3327603860126331,-0.7829182437014378,0.21806425383918107,-0.6390135972399031,0.11787297666693775,-0.5284147103277862,0.21705990957615007,-0.32616313916108614,0.7415176382333601,-0.22289906698861517,0.49721231122411536,1.4574028988392225,0.1153462712388789,0.5698853376044641,0.4643186182842338,-0.5014854203392274,-0.47232826087429175,-0.2013978620517456,-0.4196529148105106,3.7568761654570952,0.04610284273383532,-0.21778528974847175,0.49593784610469865,1.9250902802973682,0.4395851385129664,0.2121952252611987,0.5313022529534924,0.5212704383594561,-0.008206241332131511,-0.7500882990637295,2.9682841817897985,4.659255533947177,0.4466375262587284,-0.5326833252386306,0.47198407294242073,0.42326900603148465,2.5386583738106885,0.3234297025832063,-0.40432215935947063,-0.003556148569016325,-0.36623085163045843,0.7383373100917693,0.792384761817691,-1.1696941175633888,0.38813320397690326,0.2625834277893734,0.011421013857935581,-0.9025947259400375,-0.48012162325264024,2.126835069561353,-0.3532700778232806,
4544,1014049,0.5189770689130747,0.4554535470400601,3.7224108627650403,0.8919143258050952,0.515293570771179,-0.014477915353519335,0.6897011190404392,0.3814070111665065,-0.7663890329504025,0.762436103101909,0.44779566692584544,0.7984063273271791,1.4820856930922564,0.5393088259070191,-0.6238543643437247,-0.2770854372976004,-0.11104374790418428,-0.2595086461851523,0.27617200169051975,0.5572924426739897,0.23509778754398178,0.7791396798856887,-0.8216490879855536,-0.15100986784512377,-0.10662508130298853,-0.5030009871868352,0.16024461592014438,-0.33059588191668143,0.26253072238273195,0.478671895187478,1.209764600807458,-0.31110034307027773,0.3928445837216549,1.0558161307757958,-0.6712797146383856,-8.992871437286663e-07,0.9663549035910824,-0.754272720990813,-0.7359654805652597,-0.6718277415982294,0.22755548879608006,3.2601037549948995,-0.6029865336861794,-0.5064642238435135,-0.0466945625744543,1.5073179514199502,-0.010577843750364163,-0.3409497118067427,-0.21557623138036563,0.8282123195037109,-0.5782615251029576,-0.6197271812293541,2.49581203312285,3.806012604870148,-0.08283645920294158,-0.277559124115653,0.11146715701988963,0.2103635099564875,0.07325494242284365,0.15364541969892476,-0.5276063579757468,-0.08513692273195972,-0.3814196031020635,0.5005751493444125,1.0892280714824467,-0.9420266573326969,0.41761716483493894,0.7665166419590086,0.7177084677251252,-0.4794631257341402,-0.32856415024896235,2.3224394414409533,0.39181611208680767,
