,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)","Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)","Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank","Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",y
1879,1000000,-1.2162671419781101,-1.4882164411694951,-0.4182197515513131,-0.8107121354543887,-1.4281611539765544,-0.2480689604464927,-0.7664424497776878,-0.9592495229936834,1.178381475704808,-1.6294979578294275,-1.3413970210419723,-0.874270870734855,0.1950703441229794,-0.6851435736974062,2.6267577959234534,1.908411094970406,0.032279078224779656,0.7149910973597954,-0.8050660320411598,-1.8261045098165822,-1.9156813609821608,-0.36163026031199064,1.0991320930946988,1.208284983853873,-0.4836177981854092,0.8896732084714835,0.6541440273376543,0.6982374529473049,0.8008069512358734,0.716041466326479,-0.010315524486095682,0.8241706427866695,0.6577936872180968,0.1691420598714166,-0.8169263577767977,0.9687762515467571,1.6660681753331865,1.343714229385698,1.8758323497630645,2.0445454587609104,-0.6620181506428549,0.23426686685112372,-1.0187783804181298,0.5225819020318595,1.0952320163815221,-0.11217894655870797,-0.916545556413538,-0.7323984616799166,-1.5593180272557148,-1.3366900312785561,3.294115950067788,0.026779711252288386,-0.510580301859038,-0.4424150626531571,-1.352133361150821,-0.9341024928993596,-1.5274457564290125,-0.01456739987821917,-1.799851753884744,0.4858062293270608,-1.093634690668806,-0.026907640748581207,-1.108432108982053,-0.9300339372594304,-0.4935621487823986,0.8940811848192105,0.9439667098989449,1.2299337379288084,0.0449961482490534
2131,1001000,-1.2607617900653452,-0.7623103841138825,-0.4182197515513131,-0.8107121354543887,-1.4281611539765544,-0.2480689604464927,-0.7664424497776878,-0.9592495229936834,1.178381475704808,-1.6294979578294275,-1.3413970210419723,-0.874270870734855,-0.11230209691110758,-0.7997672227417759,2.4443895681150005,1.8893501412284797,-0.062451934810617775,0.41213773561348666,-0.6943130005528139,-1.643565151370067,-1.7800896296795583,-0.31038453362052487,1.045794926261685,1.0810238193364226,-0.33158132610953284,0.8744842024838178,0.6663475782567477,0.6477492534281596,0.7664987558326396,0.8119761290083286,-0.18840484030969676,0.5979429496376465,0.45132504791053085,-0.10739848859185022,-0.7186691054973166,0.7077258509184122,1.6592917897835435,1.2693537989298238,1.8758323497630645,2.0445454587609104,-0.6620181506428549,0.23426686685112372,-1.0187783804181298,0.5225819020318595,1.0952320163815221,-0.11217894655870797,-0.916545556413538,-0.7323984616799166,-1.5593180272557148,-1.3366900312785561,3.2890352674996297,0.026779711252288386,-0.510580301859038,-0.4424150626531571,-1.352133361150821,-0.9341024928993596,-1.5274457564290125,-0.01456739987821917,-1.799851753884744,0.4858062293270608,-1.093634690668806,-0.026907640748581207,-1.108432108982053,-0.9300339372594304,-0.4935621487823986,0.8940811848192105,0.9439667098989449,0.9248377961802619,0.0427341462087748
2222,1002001,-1.3367031009309707,-1.720580624469878,-0.4182197515513131,-0.8107121354543887,-1.4281611539765544,-0.2480689604464927,-0.7664424497776878,-0.9592495229936834,1.178381475704808,-1.6294979578294275,-1.3413970210419723,-0.874270870734855,-0.11230209691110758,-0.8033289648352238,2.4443895681150005,1.8893501412284797,-0.062451934810617775,0.36696061858456774,-0.6943130005528139,-1.643565151370067,-1.7800896296795583,-0.3273570311935716,1.045794926261685,1.0810238193364226,-0.33158132610953284,0.8744842024838178,0.671751698031635,0.6477492534281596,0.7664987558326396,0.8119761290083286,-0.18840484030969676,0.5979429496376465,0.45132504791053085,-0.10739848859185022,-0.7186691054973166,0.7077258509184122,1.6592917897835435,1.2693537989298238,1.8758323497630645,2.0445454587609104,-0.6620181506428549,0.23426686685112372,-1.0187783804181298,0.5225819020318595,1.0952320163815221,-0.11217894655870797,-0.916545556413538,-0.7323984616799166,-1.5593180272557148,-1.3366900312785561,3.2890352674996297,0.026779711252288386,-0.510580301859038,-0.4424150626531571,-1.352133361150821,-0.9341024928993596,-1.5274457564290125,-0.01456739987821917,-1.799851753884744,0.4858062293270608,-1.093634690668806,-0.026907640748581207,-1.108432108982053,-0.9300339372594304,-0.4935621487823986,0.8940811848192105,0.9439667098989449,0.9248377961802619,0.042353110763136304
2491,1003002,-1.2313930101663924,-1.2525225117398051,-0.4182197515513131,-0.8107121354543887,-1.4281611539765544,-0.2480689604464927,-0.7664424497776878,-0.9592495229936834,1.178381475704808,-1.6294979578294275,-1.3413970210419723,-0.874270870734855,-0.6036273925418546,-0.9172367591836502,2.099442483334237,1.6805862471697293,-0.169282375048848,0.06284614218429278,-0.8731060856859554,-1.41997238801551,-1.4468731704504583,0.20878203434607392,1.0064647243109137,0.995713265600301,-0.3678920923984834,0.8035974082374735,0.6629664449302589,0.644087361397905,0.5914014888866235,0.8627543363103172,-0.425249979148157,0.2921508139195368,0.18592515945926735,-0.4107306633726757,-0.41342485700384457,0.4931847210999041,1.6781719765919016,1.0903908184814448,1.8758323497630645,2.0445454587609104,-0.6620181506428549,0.23426686685112372,-1.0187783804181298,0.5225819020318595,1.0952320163815221,-0.11217894655870797,-0.916545556413538,-0.7323984616799166,-1.5593180272557148,-1.3366900312785561,3.1571394080926183,0.026779711252288386,-0.510580301859038,-0.4424150626531571,-1.352133361150821,-0.9341024928993596,-1.5274457564290125,-0.01456739987821917,-1.799851753884744,0.4858062293270608,-1.093634690668806,-0.026907640748581207,-1.108432108982053,-0.9300339372594304,-0.4935621487823986,0.8940811848192105,0.9439667098989449,0.6167076989917777,0.04191958282654129
2608,1004004,-1.3291496066149133,-1.2817062532500012,-0.4182197515513131,-0.8107121354543887,-1.4281611539765544,-0.2480689604464927,-0.7664424497776878,-0.9592495229936834,1.178381475704808,-1.6294979578294275,-1.3413970210419723,-0.874270870734855,-0.6646002142637635,-0.9138169678485168,2.0508800239777143,1.6425477116427434,-0.169282375048848,0.11968607129381369,-0.9120021538469488,-1.370552628578773,-1.4468731704504583,0.3354869080217536,1.0064647243109137,0.984090087094062,-0.39254151463382675,0.8066708930687063,0.6590886686450793,0.6489231595168676,0.5914014888866235,0.8702464429852322,-0.41306950096835593,0.29763142520612523,0.18592515945926735,-0.40960087106383675,-0.4172536888776878,0.4931847210999041,1.6732065778585792,1.0903908184814448,1.8758323497630645,2.0445454587609104,-0.6620181506428549,0.23426686685112372,-1.0187783804181298,0.5225819020318595,1.0952320163815221,-0.11217894655870797,-0.916545556413538,-0.7323984616799166,-1.5593180272557148,-1.3366900312785561,3.1110539156197565,0.026779711252288386,-0.510580301859038,-0.4424150626531571,-1.352133361150821,-0.9341024928993596,-1.5274457564290125,-0.01456739987821917,-1.799851753884744,0.4858062293270608,-1.093634690668806,-0.026907640748581207,-1.108432108982053,-0.9300339372594304,-0.4935621487823986,0.8940811848192105,0.9439667098989449,0.6275334059004041,0.041654622451142265
2708,1005006,-1.0550811391143942,-0.9195513975125342,-0.4182197515513131,-0.8107121354543887,-1.4281611539765544,-0.2480689604464927,-0.7664424497776878,-0.9592495229936834,1.178381475704808,-1.6294979578294275,-1.3413970210419723,-0.874270870734855,-1.115472677995685,-1.0332294588295405,1.8573412331208652,1.5771399587512052,-0.2343403265581733,-0.17946324499395386,-1.175480853771584,-1.1820002422865434,-1.2140155564906812,0.7865357162336691,1.0150297038679903,0.9423916792157263,-0.4024657938323189,0.7438687910828742,0.6351168968057538,0.6050853412629952,0.5008437552343709,0.9370832157140115,-0.5175002466510978,0.12344896965554712,0.056448071366913016,-0.5360006935822501,-0.0921182317316212,0.3496344387476945,1.7106280183796083,1.0995944957377515,1.8758323497630645,2.0445454587609104,-0.6620181506428549,0.23426686685112372,-1.0187783804181298,0.5225819020318595,1.0952320163815221,-0.11217894655870797,-0.916545556413538,-0.7323984616799166,-1.5593180272557148,-1.3366900312785561,3.176779167736134,0.026779711252288386,-0.510580301859038,-0.4424150626531571,-1.352133361150821,-0.9341024928993596,-1.5274457564290125,-0.01456739987821917,-1.799851753884744,0.4858062293270608,-1.093634690668806,-0.026907640748581207,-1.108432108982053,-0.9300339372594304,-0.4935621487823986,0.8940811848192105,0.9439667098989449,0.3571859352910437,0.04125751742670525
2996,1006009,-1.6105976120027046,-1.1787195512327004,-0.4182197515513131,-0.8107121354543887,-1.4281611539765544,-0.2480689604464927,-0.7664424497776878,-0.9592495229936834,1.178381475704808,-1.6294979578294275,-1.3413970210419723,-0.874270870734855,-1.018932537003766,-0.9325362118435236,1.6092210724116132,1.3935716480946487,-0.22750161810734082,0.012704088213833705,-0.7144988660521312,-1.2204162825093279,-1.1882217947364953,0.3715055655398529,0.9039160079522524,0.8476974845525046,-0.36964441336867393,0.8362609290524913,0.7330781039800276,0.6620771066771651,0.5658079813477811,0.8453946217185344,-0.5826704269718286,0.10523703681868697,0.18374165288290772,-0.5396494836770056,-0.47974492772694377,0.4161401525115353,1.6206960596118067,1.0440476078946244,1.8758323497630645,2.0445454587609104,-0.6620181506428549,0.23426686685112372,-1.0187783804181298,0.5225819020318595,1.0952320163815221,-0.11217894655870797,-0.916545556413538,-0.7323984616799166,-1.5593180272557148,-1.3366900312785561,2.9001277934194536,0.026779711252288386,-0.510580301859038,-0.4424150626531571,-1.352133361150821,-0.9341024928993596,-1.5274457564290125,-0.01456739987821917,-1.799851753884744,0.4858062293270608,-1.093634690668806,-0.026907640748581207,-1.108432108982053,-0.9300339372594304,-0.4935621487823986,0.8940811848192105,0.9439667098989449,0.5595955291578458,0.03906729442321455
3090,1007012,-1.5551903645467304,-0.9343844371276577,-0.4182197515513131,-0.8107121354543887,-1.4281611539765544,-0.2480689604464927,-0.7664424497776878,-0.9592495229936834,1.178381475704808,-1.6294979578294275,-1.3413970210419723,-0.874270870734855,-1.0570616759527696,-0.9325362118435236,1.5293628074230634,1.3935716480946487,-0.244912140707407,-0.0572801360468113,-0.6745390215988714,-1.2087704594374273,-1.1882217947364953,0.37048544113698934,0.8979617507992718,0.835425896475988,-0.3491238534782585,0.8362609290524913,0.7655167345709083,0.6575030454668999,0.5658079813477811,0.8517329871950817,-0.5924311403561751,0.10523703681868697,0.15987681618980737,-0.569888760272911,-0.46923126421099487,0.38808602877137494,1.616497018854774,1.0440476078946244,1.8758323497630645,2.0445454587609104,-0.6620181506428549,0.23426686685112372,-1.0187783804181298,0.5225819020318595,1.0952320163815221,-0.11217894655870797,-0.916545556413538,-0.7323984616799166,-1.5593180272557148,-1.3366900312785561,2.9001277934194536,0.026779711252288386,-0.510580301859038,-0.4424150626531571,-1.352133361150821,-0.9341024928993596,-1.5274457564290125,-0.01456739987821917,-1.799851753884744,0.4858062293270608,-1.093634690668806,-0.026907640748581207,-1.108432108982053,-0.9300339372594304,-0.4935621487823986,0.8940811848192105,0.9439667098989449,0.5361181550489491,0.038659426169705864
3169,1008016,-1.2226145843417175,-1.3542854790338212,-0.5274701903369132,-0.8310332419633664,-1.4281611539765544,-0.23323885782988496,-0.7664424497776878,-0.9592495229936834,1.178381475704808,-1.6294979578294275,-1.3413970210419723,-0.7847013164045268,-0.9780361441475809,-0.8029760414760765,1.1892777626276523,1.3281655513427564,-0.16489110999396175,0.06836566407205166,-0.14515108787991934,-1.247898739357689,-1.1676702602941231,-0.0769317336662963,0.8000532729694377,0.8031103223160198,-0.3317904324524685,0.9188272017823961,0.8876235329791584,0.7305499584128882,0.6220173622113204,0.6316931734298269,-0.7955181097527816,0.0687114051443393,0.43705839582451517,-0.6878589497827302,-0.8194295823696253,0.4695311588426984,1.5477983313717667,0.8423537041680101,1.8758323497630645,2.0445454587609104,-0.6620181506428549,0.23426686685112372,-1.0187783804181298,0.5225819020318595,1.0952320163815221,-0.11217894655870797,-0.916545556413538,-0.7323984616799166,-1.5593180272557148,-1.3366900312785561,2.6591863483966933,0.026779711252288386,-0.510580301859038,-0.4424150626531571,-1.352133361150821,-0.9341024928993596,-1.5274457564290125,-0.01456739987821917,-1.799851753884744,0.4858062293270608,-1.093634690668806,-0.026907640748581207,-1.108432108982053,-0.9300339372594304,-0.4935621487823986,0.8940811848192105,0.9439667098989449,0.7092122649778418,0.03825930193941796
3297,1009020,-1.0260059287080359,-1.1469676007481229,-0.23278851382483964,-0.6925289865653375,-1.4281611539765544,-0.1808937226757957,-0.7664424497776878,-0.9592495229936834,1.178381475704808,-1.6294979578294275,-1.3413970210419723,-1.0137654926294515,-0.9941707899694417,-0.7897710804992647,1.0179400437221875,1.101848985049894,-0.24031338406321548,0.08968499466235898,-0.029570054430549525,-1.2282857898322177,-1.1553199255619895,-0.11798930198584284,0.7710262915791458,0.7452431596144676,-0.21065359794787805,1.003686339344969,0.9545959689690912,0.737471893561954,0.6871735854920238,0.662353334620728,-0.7597514910641737,0.12344499962802531,0.5683112342959779,-0.6598981627615921,-0.9118370793787633,0.4114566624452715,1.4887172845722876,0.7950007708495949,1.8758323497630645,2.0445454587609104,-0.6620181506428549,0.23426686685112372,-1.0187783804181298,0.5225819020318595,1.0952320163815221,-0.11217894655870797,-0.916545556413538,-0.7323984616799166,-1.5593180272557148,-1.3366900312785561,2.4690649421596875,0.026779711252288386,-0.510580301859038,-0.4424150626531571,-1.352133361150821,-0.9341024928993596,-1.5274457564290125,-0.01456739987821917,-1.799851753884744,0.4858062293270608,-1.093634690668806,-0.026907640748581207,-1.108432108982053,-0.9300339372594304,-0.4935621487823986,0.8940811848192105,0.9439667098989449,0.8009097844344081,0.03795541837429184
3344,1010025,-0.9968109582231673,-1.160204478662743,-0.024329155505057484,-1.0383127652749755,-1.7103831470968376,-0.5274881422864114,-0.7330986693712318,-1.0569017491393613,1.341348522045959,-1.6294979578294275,-1.3413970210419723,-1.5844713128912027,-0.9436780436365789,-0.7247528627165694,0.9126605531336097,1.3255780481670028,-0.07429826513128295,0.1196934219557201,0.14798898052579548,-1.30427611703736,-1.1569279608174239,-0.33200722077454536,0.6886681111018765,0.8654498359777065,-0.3691322918596455,0.9233606883217973,0.9743024479397815,0.7711010525038778,0.6132625169614498,0.4369927298838877,-0.9080521108753409,0.027304148062459257,0.6108112306363281,-0.762866442639594,-0.967614027128197,0.5266890693375278,1.5544946377364084,0.7634379895267297,1.8758323497630645,2.0445454587609104,-0.7925146852738935,0.3922463121398847,-1.0187783804181298,0.5382678500515085,1.0952320163815221,-0.11217894655870797,-0.9965197628821195,-0.8774738066881751,-1.4745016930778083,-1.1044127207102281,2.5744255551792308,0.026779711252288386,-0.5909418378098742,-0.5890619941485808,-1.2783237203450704,-0.9341024928993596,-1.5453731069146621,-0.01456739987821917,-1.799851753884744,0.4858062293270608,-1.1397564623477143,-0.026907640748581207,-1.1043917739099611,-0.7088557910091475,-0.38519470088539387,0.8673638034322052,0.8610884895621068,0.9753791850370886,0.03760671189234055
3457,1011030,-1.2672697304041054,-1.224039149223966,-0.5974943642553312,-0.5352466945539779,-0.8254154438194712,-0.6924198892102106,-0.7443396777143421,-0.7587864264116146,0.828484290273793,-1.6417038454621495,-1.3751728793803542,-1.5405890393948911,-1.1025256237882695,-0.9352735839671817,1.1129771310964838,0.8049989767419525,-0.7248869527046424,0.7178510722390198,-0.5455321767135027,-0.942752018366176,-1.1400474693686016,1.172695259755968,0.9907888097278875,0.3928951950401644,0.2419769571129769,1.2705488753668515,0.8201065475796978,0.6627681341718757,1.0214870484891494,1.3672721899556641,-0.21052403582130647,0.3970766540838675,0.7835306413089588,-0.2860477479247752,-1.3720353393653983,0.05926195676056063,1.2886205412404723,1.055548324503641,1.8832768869838634,1.749868920265351,-0.7597788613568508,-0.3478478587072585,-1.0187783804181298,0.7220613430503271,1.1408933089302236,-0.11217894655870797,-0.7666456707101368,-0.36636861745127536,-1.9193688413805434,-1.7433461499076195,2.2768428110632417,0.026779711252288386,-0.31308683158699163,-0.14269702955340202,-1.6605619604888855,-1.0095370385654343,-1.4846863729895061,-0.01456739987821917,-1.590527770839526,0.47445157574058033,-0.9861794619029792,-0.026907640748581207,-1.101815077327507,-1.4039899947099037,-0.7452902200601889,0.8839253730194181,1.0370972298503498,0.8898193844302664,0.028311403330078533
3750,1014049,-1.0465621093859419,-0.9317969138610721,0.06718934946377655,-0.756771922364325,-1.4712393244625668,-0.30885840144677157,-1.0653549624054892,-1.193320065399635,1.1450782588363186,-1.3216378190442217,-1.369235764375472,-1.1277450416607835,0.9934175485945347,-0.7868234368847853,1.1871930339702879,0.5779859468105124,-0.12962258552658448,0.10564448050321895,1.4656623439036398,-1.0244229203100148,-0.8384843403928434,-0.32721283125995276,0.6697506855325246,0.2774575118507832,-0.48674259514254536,0.6931473346221751,0.5546407606268832,0.5530800146157497,0.6871858832266328,0.7526912713560944,-0.450891119355074,0.016830002971595506,0.46018179210913707,-0.010599044052650879,0.042301275650779784,0.31281455491091914,1.0252727147422678,0.5706294092172256,1.795174387752749,3.7987237691974305,-0.2910399045653984,-0.7895619664914315,-1.0016525200442377,-0.3571722289853704,0.4747868280929739,1.3891769983463904,-0.24882239600768477,-0.37973036196657584,-2.277191199878947,-1.47246214591056,1.9771980143648529,0.33642785271964426,-0.8888219690038496,-0.11883797877735398,-0.7437950059772636,0.03817945958979117,-1.08694050254137,-0.6448280231456646,-2.1068602623510615,0.22281381619790347,-1.1230315672680948,-0.4001769188852012,-1.374241069637536,-1.235347071331465,-0.44662393553772345,1.262817349416015,1.1461452233272746,0.2434819566653567,0.020552821881527628
3848,1015056,-1.2048155520422015,-0.7729530255982445,-0.3936456644569618,-0.9506724846855776,-1.5628367417579738,-0.21033290564711474,-1.1811094970136529,-0.752054476874568,1.0630856540515123,-1.9913595176710424,-1.5190858278912138,-2.5355320065292895,0.19048540783621196,-0.9353843188965228,0.9263832084511606,0.6123290386553242,-0.10199889834427699,0.4991436339376173,0.34152196123374623,-0.9223720708630331,-0.9151071642982221,-0.0900755476245439,0.7846658122315835,0.24327332881456348,0.644751337371498,1.2914553373724682,0.9527045187525331,0.46129922797718487,0.6038728597553816,0.8420827959905727,-0.363002909913969,0.04040415351147313,0.4798986964819095,-0.49615441597904164,-0.8017285209753738,0.33834481147960177,1.0142286461973857,1.1257539385945134,2.1071896705972213,4.840460426919555,-0.33363723091281355,-0.7941797073115058,-0.41016217655248666,-0.8077652886852947,0.8835936544351625,0.03461397161349711,-0.6892389892259247,-0.7805252882409414,-1.636211837593075,-2.0387011203894656,2.4288321375503394,0.2564091766762809,-1.171663934117841,-0.11695071730367113,-1.1790444707294712,-0.34475914392267837,-1.9390652039213356,1.9812579071353578,-2.28827438099025,0.7502685617199155,-0.6789937320402376,-0.3724785678253225,-0.9671611489431614,-0.8899800462734937,-1.3250550524191347,0.8617853187919907,1.111151855685567,1.3729914275632364,0.01668525206516669
3879,1012036,-1.380898801782779,-0.7253104804940402,-0.7434850912772286,-0.9249193988404248,-1.4435593663526507,-0.12714040008158345,-0.9828609852339235,-0.7406599839836638,1.2648568621608027,-1.621723706945028,-1.2467872744984159,-1.4894839861113272,-1.538259404853326,-0.9764065673199449,1.2956415635893224,0.6785353351135509,-0.4029839867768739,-1.0346145091563297,0.19393007929033773,-1.534958933019068,-1.090177405992536,-0.41263648045517165,0.8014192354456751,0.594705580028047,0.54241019633536,1.0219669351532887,1.1947878705189976,0.8130734606869781,0.8281411041150087,0.8745006032401595,-0.8780027880292228,-0.35448977685534533,0.06117276989059035,-0.5868398550262194,0.3526844401963769,-0.06750710016524776,0.9869207409221936,0.41315333997708986,1.8978429417483222,2.489612746378409,-0.08442883688041652,0.06842913156359619,-0.9525975963218833,-0.303220253318431,1.182633729431802,-0.3578470906239718,-0.8463659981172978,-0.5357891785578035,-1.679617578968681,-1.4477015287743993,2.023489438502539,-0.0598539796023718,-0.3553660672470465,-0.3420661191949514,-1.0471865466775814,-1.0077118889088938,-1.521047998874413,-0.01456739987821917,-1.799851753884744,0.5966519707675969,-0.4407035751317085,-0.026907640748581207,-1.1812733230815398,-0.9631901312963534,-0.7495251218672705,1.2133977330041144,1.0818699769292284,0.056065032483976054,
3921,1013042,-1.0589361407514735,-1.171867450740946,-0.8173514775398938,-0.6996293567634404,-1.1937547535702682,-0.49336753699473823,-0.774206635933283,-0.3841578448997955,0.8859596815708788,-1.6164704989558194,-1.4936684575353676,-1.2396198897466866,0.02194314564910812,-1.2472990914896869,1.2958268604297092,0.8567797789133349,-0.6187271913534509,0.9402347327748413,-2.284495025066438,-1.0896837214040735,-1.0965325673839306,-0.26449617334915987,0.9140311963071514,0.48830256100577646,0.16533531492878595,0.9562960460625148,1.0405031845609072,0.3546983846943646,0.3853289014100665,1.1449684592985634,-0.49835119370342307,0.004174470600562998,0.4615171912613507,-0.555968379749445,-0.29124318197935456,0.6023534162507443,1.4561161374815565,0.671000732310484,1.6388992374060398,3.465762914948608,-0.25973298004021056,-0.273045956114282,-1.3148180719985507,-0.21719478118041116,0.743186212722508,0.11164190513283528,-0.20675983981126997,-0.6154456563199413,-1.506398181357687,-1.4654769577757936,2.3321399990338705,0.10867558602091285,-0.6138524266311195,0.7257838971084221,-1.3064955735767756,-0.773195254120465,-1.2320519585453598,-0.01456739987821917,-1.799851753884744,0.08621574275399776,-0.9837458846286135,0.1813251812620251,-1.0670972318638337,-1.2050124136902292,-0.44561207657024005,0.9031056989590965,1.0028547423022647,0.6021763298448627,
