,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank","Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Gender Inequality Index (GII),y
1873,1000000,0.16430587436256405,0.22964552810441338,-0.03250101571721598,-0.4283996377904989,-0.24048478042554486,0.6163572671196437,0.19323464154080852,0.367045923430443,-0.012878666431537865,0.0021065735758146694,0.2667655886548744,-1.1803043140371499,-0.059734755353651074,0.5331763216907381,-0.6514653957564492,-0.16415028910079635,0.07627904642892488,1.4438169620218877,1.1944859263712253,0.15332820590622956,0.18674246501962669,0.06985918542034071,-0.3634097191965171,-0.48314523457281283,1.5545020964214966,-0.19843431113126192,-0.5964935884098813,0.08911798191637448,-0.6466388344083122,-0.9704002547632379,-0.47963023232985247,-0.4266289218261939,-0.4240093544123607,-0.030098532717898772,0.45777804988131865,0.5447392875889865,-0.3851654301209012,-0.39574877180012336,-0.5601023007827437,-0.6671747073531878,-0.2802050198721088,-1.1179000915290616,0.24599753793337686,-0.4878454225046815,0.7801662534167035,0.6319650815359942,-0.12951819982138796,0.1018685010850712,-0.23787654410808903,0.49108620250498697,-0.45749400919588074,-0.1332764237481595,0.010537726950404494,0.5082975263150923,0.13222729811609055,-1.2706455759620299,0.21591435728095962,0.1136669313561099,-0.2783532459185144,-0.2593413852851627,-0.6641090009251652,-0.5502077746741022,0.13096222612653868,-0.40328846604203816,0.4275781903694801,-0.07677685809572356,0.1285742652115069,-0.017081124577381514,0.47732625785715993,-0.18201856257440716,0.05273149831499668
2071,1001000,0.48895823008246037,0.36922162918078805,0.18991359471450633,-0.3096123416006243,-0.00429440185817917,0.30342327580205186,0.24585738321409525,0.6230124356726591,-0.5926119222633636,0.16960886257148,0.19315932210397602,-1.2742444196814247,0.238581901004471,0.6219360465368006,-0.5928507260874073,-0.2274054285011594,0.305611587408069,1.02959160160807,0.7813933009795782,0.18615313827128355,0.444033922672573,-0.14282891985493268,-0.4105858621075994,-0.2774618798871197,1.0535867358052486,-0.2982638202682313,-0.650627369118206,-0.01664529532028458,-0.660258826755534,-0.8394741018547884,-0.3113643930972176,-0.5370593975213395,-0.46339249396400545,-0.08729806028677346,0.4305801299858999,0.3288546357104182,-0.30913939770934534,-0.38442389284358547,-0.538133900819112,-0.5465556755581467,-0.29132704255773667,-0.9685764270249851,0.40522397460980664,-0.41645603842935236,0.6382097279792714,0.5515047881377221,0.04842096614323938,0.16029403289859365,-0.19716838382159949,0.393004912317428,-0.34236861947205816,-0.25684933048844316,0.04624538295275591,0.40719010881618156,0.15878374229307043,-1.4604896452373246,0.21976421839553847,0.08035714531207326,-0.12527826574874926,-0.22000035374562857,-0.7809543193124572,-0.4860603210347902,0.3422814259987094,-0.267407676498679,0.25887096541817217,-0.10501407488397621,-0.16081487746551887,-0.11598009099650469,0.04679057455749338,-0.18948769810857008,0.05088588402861805
2324,1002001,0.6783708531479986,0.7846357591308765,-0.45540593190503337,-0.22155229103772683,-0.1387286271618129,0.3117584509077746,-0.24601509939011185,0.019997720272316274,-0.2915590773715697,0.17304852504649254,0.1087466761767717,-1.2742444196814247,0.238581901004471,0.6219360465368006,-0.5928507260874073,-0.2274054285011594,0.305611587408069,1.02959160160807,0.7813933009795782,0.18615313827128355,0.444033922672573,-0.14282891985493268,-0.4105858621075994,-0.2774618798871197,1.0296062633346992,-0.2982638202682313,-0.6780379979840042,-0.01664529532028458,-0.660258826755534,-0.8394741018547884,-0.3113643930972176,-0.5370593975213395,-0.44832228925326,-0.08729806028677346,0.43235221339231067,0.30936103704152257,-0.30913939770934534,-0.38442389284358547,-0.538133900819112,-0.5465556755581467,-0.29132704255773667,-0.9685764270249851,0.4512810216521077,-0.41645603842935236,0.6382097279792714,0.5515047881377221,0.04842096614323938,0.16029403289859365,-0.19716838382159949,0.393004912317428,-0.34236861947205816,-0.25684933048844316,0.04624538295275591,0.40719010881618156,0.15878374229307043,-1.4604896452373246,0.2559795421675685,0.08035714531207326,-0.12527826574874926,-0.22000035374562857,-0.7809543193124572,-0.4860603210347902,0.3422814259987094,-0.267407676498679,0.25887096541817217,-0.10501407488397621,-0.16081487746551887,-0.11598009099650469,0.04679057455749338,-0.18948769810857008,0.05052205029837653
2494,1003002,-0.043585707434361895,0.6868883288369585,-0.5697279528789796,-0.26676129519097336,0.22000899335874058,0.46083279904726016,0.011589787170193279,0.45744641962335153,0.07280904904635004,-0.1826278230456943,0.08970523465558096,-1.3927091327442978,0.7907947121586452,0.7616687035051871,-0.5744767347680402,-0.37620494055572545,0.6637691508134368,0.27258107238763307,0.7190097859059841,0.2612983513983407,0.704816841204518,-0.40835142454654594,-0.5007507867077282,-0.132050946129535,0.40025057875302666,-0.4499121870319504,-0.9603577422329223,-0.12218102965205382,-0.6231731630177113,-0.35088731394115713,0.0864270715746278,-0.7690806997388091,-0.47427628128861676,-0.22639870435721504,0.6089055247062146,-0.3538431948685329,-0.23313824472468564,-0.4454810522922167,-0.5038859508373216,-0.2731648509324454,-0.3097653531186539,-0.7804660400090814,0.7369128035581747,-0.23759394692821456,0.3976797105695686,0.4890142986368316,0.4370499509070626,0.47848051093796024,-0.13050747136600538,0.20948352487454458,-0.32626234654260516,-0.5064712736375652,0.12988953290128372,0.2636501556740509,0.23455757453662698,-1.7945486030919893,0.31426656579772816,0.05509786698215477,0.07852117705379148,-0.13737939874599328,-0.8927464547676622,-0.4164809088625708,0.602933869759631,0.03634274564900252,0.050469554506507225,-0.15207610286439727,-0.5217175897010967,-0.13766956995138513,-0.32069955708469594,-0.2641768920986663,0.05040486918214093
2686,1004004,0.06149719278718472,0.3043082731919975,-0.3516035257044366,-0.5800593996220625,0.6135973959402163,0.16975518295098518,0.12072254246990381,0.2851138506109396,-0.03267195846922361,0.10030127986364286,0.008951434685088149,-1.4941148420839268,0.7838747082527192,0.7704562141644206,-0.5744767347680402,-0.38259433257122316,0.6723133339550081,0.3006530184391037,0.7275249552352969,0.28950020307982177,0.7022953069582559,-0.40835142454654594,-0.5007507867077282,-0.132050946129535,0.3507176639833461,-0.44482624497837553,-0.9697187395726574,-0.11717246660567282,-0.6132074647563587,-0.35088731394115713,0.10222319379206153,-0.7838629887647987,-0.4594699521599985,-0.22305384807413403,0.6089055247062146,-0.36278369393912835,-0.23313824472468564,-0.4454810522922167,-0.5038859508373216,-0.2731648509324454,-0.3097653531186539,-0.7804660400090814,0.8195869164046466,-0.23227067233831217,0.40559384628153494,0.4890142986368316,0.49310452855441456,0.4972479341084307,-0.1423703048487236,0.18813762582992716,-0.34657954906676436,-0.46467476365607707,0.12988953290128372,0.26596076625917503,0.24550292336815815,-1.8003608942235985,0.3375807192862337,0.05509786698215477,0.07852117705379148,-0.13737939874599328,-0.8927464547676622,-0.4164809088625708,0.602933869759631,0.0493079400868576,0.056015368437211645,-0.15207610286439727,-0.5217175897010967,-0.13766956995138513,-0.32069955708469594,-0.27030079611125646,0.05052606277398819
2792,1005006,0.4573576281007213,0.7153475071763584,-0.012282195600482507,-0.28200664569068207,0.3503317116363727,0.20991184476944974,-0.19716602427264007,0.41055827501475517,-0.1885307738781628,-0.12223373397170946,0.0846455968232908,-1.4271057995848042,1.0867697549157325,0.8507505420734359,-0.5891335331827052,-0.4281135393251774,0.8648985062235638,-0.12745420626764903,0.7260659516269209,0.2694646189342376,0.8361295845657388,-0.5562758627946924,-0.5201890827605942,-0.06810993581436248,-0.127048249020427,-0.5357368823188694,-1.063339039176197,-0.19499852035294055,-0.6629286676416181,-0.0037770711202395318,0.243712947206919,-1.0508743384325119,-0.5266544109181234,-0.28446958682015405,0.7603814579810587,-0.43806118233588986,-0.14181551505534543,-0.44050573788964575,-0.4557230651948351,-0.04540136573845007,-0.3348076916125519,-0.7131709983510777,1.039419154339119,-0.10653717933534601,0.3308156333566449,0.4405581888253697,0.7716043580737199,0.5654013912030977,-0.12102975138266352,0.1604021828280175,-0.2959178120049832,-0.6508134706576355,0.1713918614668041,0.13726115515757278,0.28995438228938936,-1.8662181617459905,0.3616319163563584,0.08154417027599492,0.23280445101334354,-0.01633857646270623,-1.0134594242226815,-0.3920727470099678,0.723354143764996,0.2032860919701714,-0.06189817615420549,-0.19443192804677606,-0.8413075124317678,-0.16491532742486867,-0.6805576103661156,-0.3295370665550804,0.050385243588909064
2950,1006009,0.8579339426750635,0.5784507011786884,-0.8534933455204239,-0.06340970851885183,1.3168607784089674,0.42685948346853975,0.3049965675402148,0.6290481992976642,-0.39496838201479556,0.6264142700983568,0.33591194663340596,-1.8011965563104317,0.7802954154699006,0.8409970385664313,-0.4770389268750849,-0.45081782039645313,0.8282389745421813,-0.03872895056462958,0.440140338211401,0.40945450111501314,0.7174226965476288,-0.40613974311190093,-0.5736305520128897,-0.025187001394460843,-0.11945235746392152,-0.5094393957940937,-0.9909660345115315,-0.11724821132673956,-0.5487298639512792,-0.13438015408461468,0.3281461835504785,-0.7408652030009479,-0.3844621081093912,-0.2541103910508523,0.5402797413548595,-0.5096745584104071,-0.29618839085408094,-0.5366885563709777,-0.5174226024121568,-0.2819122080870811,-0.3351777120545086,-0.7155722380248103,1.245285239283866,-0.21855849464691773,0.3835262381870789,0.4904124307026074,0.8195175459406773,0.6370678503255751,-0.12454494612806488,0.0415611767841811,-0.29900740307979173,-0.5792706266495031,0.14587996455983882,0.2464292164080866,0.3185791651084301,-1.785646653631183,0.3375807192862337,-0.052745617368875536,0.28096374655431666,-0.23892299005507325,-1.0239103923427475,-0.3391046094170067,0.8857975549656502,0.2748911570797403,0.01954492214513968,-0.1255161768596748,-0.709423901491288,-0.2851647641565123,-0.3718482775100955,-0.2737922355966236,0.049278881125936036
3144,1007012,1.0539304747021945,0.9928640694950953,0.4670509253008472,-0.01819544102356753,0.9668636259126889,0.8711152263340954,0.07662968601293602,0.8554878835763002,-0.5321408759844419,0.3503660397435272,0.048206059648287246,-1.904344085105626,0.7989856504352731,0.8409970385664313,-0.4770389268750849,-0.45081782039645313,0.8484740531549868,-0.03872895056462958,0.35375249217426924,0.40945450111501314,0.7174226965476288,-0.40613974311190093,-0.5829312645205819,-0.025187001394460843,-0.13615494331885483,-0.5192811532363948,-0.9909660345115315,-0.1217445948696137,-0.5487298639512792,-0.12935152196409128,0.3468197378317154,-0.7419904857236638,-0.3798221218564303,-0.2541103910508523,0.5402797413548595,-0.5096745584104071,-0.2926243840650178,-0.5366885563709777,-0.5157487238073019,-0.2713965338351761,-0.3351777120545086,-0.7053651569669971,1.2849798002997181,-0.21278683482603009,0.38392249253281513,0.4904124307026074,0.8195175459406773,0.6370678503255751,-0.12327145100492194,0.029294573450258876,-0.29900740307979173,-0.5792706266495031,0.14587996455983882,0.24337447131769932,0.33108798801152,-1.785646653631183,0.4003464013129641,-0.052745617368875536,0.29664221734536134,-0.23305706722901173,-1.0330760525136367,-0.32389314021736004,0.8857975549656502,0.29069607359462185,0.015446508862306451,-0.11894820876550918,-0.7186232987439115,-0.2851647641565123,-0.3718482775100955,-0.2786931557914352,0.049436784714789295
3233,1008016,0.2838199370310228,0.41046455790419706,-0.31697857128616713,-0.1952530457061438,1.2930418368075913,0.5110748833008166,0.6111789171287967,1.2787172468983865,-0.33301596986223275,0.433138100519805,0.07113844503825152,-0.7642992164284691,0.2856762596281377,0.872101360027861,-0.3489254726161295,-0.43617344127917546,0.8061829739330588,-0.49499730551994175,0.10045242550988011,0.5328395172142021,0.336961418816283,0.0006525944998796563,-0.6563110417558078,0.06238661592293645,-0.16122590733311049,-0.5384849034198438,-0.8655999603121769,0.038457174993527035,-0.3265780248621051,-0.252407257846078,0.4924542362944251,-0.27170467497697487,-0.351161820211704,-0.24398728699160885,0.1907062246441604,-0.7655974147258597,-0.5244719185748641,-0.6593712512338299,-0.5999942986378701,-0.6291761974476348,-0.27548922567355105,-0.6609155960547316,1.3875075845513956,-0.38366441409527324,0.46026492083973247,0.6760163577124338,0.9165729540629407,0.8264076951056956,-0.0925680537643412,-0.14323103878932975,-0.29820774849763226,-0.6010982741008586,0.12142228867218874,0.3684580987069198,0.36461525580222376,-1.4114863689003885,0.4003464013129641,-0.4800667389970976,0.44549936421076963,-0.6165626008832895,-1.0430737034979682,-0.2300481723744469,1.1250892034721596,0.3784850041976891,0.2727342814390954,-0.0727459057170687,-0.6571049395117547,-0.4150375419145721,0.2952143766010793,-0.2142346746434029,0.04942154462174553
3306,1009020,0.6078902280103722,0.5627133044662649,-0.20486477075459567,0.06872112029655321,1.1877680839241231,0.9982483217468923,0.5479769180994783,0.8743631735675013,-0.45631333573612726,0.31134257082750344,0.1825419687457923,-1.7325891594909908,-0.0071711561399785675,0.8137754382705272,-0.249225656167109,-0.5302610654424637,0.8076570187124322,-0.32589806043198605,-0.11522241492933082,0.6035379498955684,0.27792616886084187,-0.007927090667254324,-0.6689801367789846,-0.031903145929378346,-0.16142148126736677,-0.518979461281291,-0.7699158658799043,0.04569981506347325,-0.19865715038713996,-0.30466872415846447,0.5223991146710708,-0.20970235625535744,-0.29688758480094163,-0.11341141397231182,-0.011497683847076634,-0.8584716611839741,-0.6313566442659934,-0.707313788804577,-0.6162232912301977,-0.694317981974113,-0.5280506001305718,-0.6798351336205023,1.7263863278459803,-0.39108243426526934,0.623778173291154,0.6424883386511431,0.9123177354429136,0.7933469166738223,-0.1253680373961995,-0.21134340960456122,-0.306524924029816,-0.4058837856720073,0.08785012931795438,0.4136078553534787,0.3854281778531656,-1.37280808320576,0.45059555972592485,-0.2996797995704242,0.4631128647718119,-0.6602938639942544,-1.056979577586239,-0.12154029919482755,1.3106960870539703,0.45959408414493197,0.27350959647513684,0.10465084577805424,-0.4793098264061211,-0.4200834470386569,0.2977171617844353,-0.20034886038225394,0.04921307980739409
3388,1010025,0.10344846939905318,0.7218120969813446,-0.7479882573502351,-0.19706033198389103,1.1122058150693674,0.8634766835326371,0.5669879873689815,0.43811581654294135,-0.7246833677523414,0.6127116091109236,0.3632895932517412,-1.581994210330106,-0.029120225099778525,0.9129591849962934,-0.33290662466479376,-0.3792989422675854,0.7835695077198557,-1.0780132790912156,0.022454655336951183,0.5779271591822109,0.18016186433928064,0.19704328093082765,-0.7240217973028882,0.2055576183025041,-0.18972565905606578,-0.5793817690994351,-0.8021597179275416,0.12540501937334098,-0.17998988701297888,-0.31141641082520666,0.5904617530705137,-0.07111223271024264,-0.45841559747829885,-0.25283488663501863,0.06123442455966015,-0.994415217804264,-0.7214343513299615,-0.7472124750467758,-0.6663370022712564,-0.9398505247695975,-0.13584607034269347,-0.6205677464505239,1.4055898123808264,-0.5811971217499107,0.5043211522360033,0.7719937727714882,1.002688663126728,0.995719220248825,-0.05962295690150228,-0.25037308440909817,-0.2935658867633382,-0.7004217603198073,0.11024767174767913,0.42154212649670963,0.36615271817735245,-1.0867175685568349,0.45059555972592485,-0.7402272174705853,0.5305187447441603,-0.9751024105984009,-1.0467849275037862,-0.2116016550043651,1.2671987994616083,0.46148882903801614,0.474118016714105,-0.07892617042567497,-0.6875116143513772,-0.4895972718200184,0.6022551860015286,-0.20062010425901552,0.04864792158368747
3421,1011030,0.7660615034680935,0.18592754780732718,0.18266494569901123,-0.0071319566421315,0.7655143257489652,0.6685690068019624,0.19421906804856817,1.0335106927867803,-0.19804531622913774,-0.31318393006730955,0.031782655132491226,-1.6818756709047686,-0.4223865760178239,0.696102426242772,0.12300801288172637,-0.6742662448196639,1.0246953132029817,1.1812288186635973,-0.63977487987606,0.6312567150780531,0.5715078054342947,-0.5826613159103311,-0.5626495003468803,-0.35257591791619197,-0.46757240944109285,-0.24420378039139382,-0.836193817282943,-0.16867851633572797,-0.22265247852633394,-0.24101228837055214,0.3530305773289213,-0.6580436634045496,0.1609127360433154,0.08443330853262225,-0.19770574043482872,-0.8188005661031073,-0.5743143933234693,-0.5693173888563394,-0.5657343536128435,-0.29933399130741767,-1.1368211840579296,-0.8652239669221061,2.254875323572634,-0.10640187806048457,0.8166361280097061,0.281785611118308,0.7818713048238665,0.4688888894405505,-0.33769000521691506,-0.16460266755555494,-0.3337231553330918,0.404699020846074,-0.03839623317345457,0.4141194283126365,0.4386181112246876,-1.6900150960518616,0.45059555972592485,0.8331564178871325,0.39944961021465253,-0.2760544823504962,-1.0731379909626384,-0.04732967595425436,1.436647259554988,0.48001683583972676,-0.08647717121220069,0.6033411344969721,-0.007549372894438653,-0.20696453679224106,-0.6666532482363595,-0.11477049494285205,0.03827040659356884
3585,1012036,0.4183766959820552,0.5563404669120312,-0.10860544040168901,0.2681289563261181,0.7623328264670204,0.7979987861808376,0.3520548670772777,0.29556690069329866,-0.029155353899964837,0.41096408578664806,0.279366274057885,-1.2644536938681468,0.8747769929149714,0.48399868666302875,-0.283267577436535,-0.45559334309436306,0.5821560117490622,-0.48036366632812444,0.11463785090707898,0.7914029313075014,0.2864245626397636,-0.6201142562333428,-0.5959275318888213,-0.2918591163585111,0.7193728036748305,-0.6905221832463115,-0.4552592704849731,-0.13570119522733293,-0.05453916221394629,-0.7189686487370694,0.4540474817319863,-0.4828930579619866,-0.19201004176431488,0.41618338209035993,-0.4623674606363152,-0.0947416574182326,-0.29606526039432113,-0.8531130778353494,-0.476408370539998,-0.4042828510555626,-0.13066053533753996,-0.6075460386383968,2.2307255887259787,-0.19926243146029848,0.7999789707035176,0.3786962504001262,0.4869747998213239,0.42781861040945757,-0.20603916602951572,-0.12224396419112434,-0.37931599011069195,-0.3897014727484435,0.1363766439284864,0.3555602717957277,0.7576684432705828,-1.9113487876455197,0.5012129119479158,-0.3703131635954066,0.11360852385760346,0.03395475601791338,-1.1223920094696287,0.2103656853082265,1.0837675385703003,0.3869573597020386,0.2226575262278186,0.25162154661255803,-0.1014106661040839,0.14649900751714337,1.7937941316759591,-0.3045415674446987,0.03759666776799009
