,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)","Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Gender Inequality Index (GII),y
1974,1000000,-0.7004191303293397,-1.0331745476738639,-0.35385283121439204,-0.7035774604683726,-0.8098841188064803,-0.731487936372911,-1.088784179106567,-0.9400015682811486,0.5897752984027774,-1.601749077282873,-1.4933680180312718,0.06542175388922308,-1.6334025968967503,-0.45218630822285666,1.62460832305363,1.5536822916200792,0.18464072641067072,0.5783951132659751,-0.034700932282220744,-0.9241515668214173,-1.2657089799280545,0.5384799864503533,0.5149351594749361,0.5397827836528096,0.7356906493274687,0.7474927147913895,-0.03251262835099446,0.7305798060133042,0.5984191772859029,0.21234417178103845,-0.6918411724793134,-0.6871439506613186,-0.1776845883066482,-0.9247742082719678,1.213155079468848,0.37378067431842277,0.11568081056525528,0.8472651467033133,0.738122228601648,2.2040420612470544,2.444386839500629,-0.38430939989312013,-0.08025336109862563,-0.836184139773089,-0.23159046140935952,-0.24145063950103807,-0.4450687472391103,-0.2966191522118287,-0.6285000511050398,-0.5846119753136143,-0.819743962583606,1.5541580675597793,0.7912926282344976,-0.5750177743574961,-0.21027579192363674,-1.8305261246937667,0.04574280269055725,-0.6177345054774326,-0.8549031694594126,1.8477986417342567,-0.7112676978302712,-0.01326223879181185,-1.176803858033223,1.0325915648946469,-1.2360250514309374,-0.5757791799990527,0.6910705480505424,-0.8877477662970236,-0.8356919923741063,-0.8269302888695909,0.7922143857696052,0.9190332024619282,0.8665287863618865,-0.30870430194523835,0.48298426932930333,0.04670670522874032
2081,1001000,-1.0236110839562433,-0.8838146428390358,-0.8476348151477855,-1.0959000589781627,-0.7710314978797841,-0.483247619888346,-0.7918598884413898,-0.41001611740919097,0.5454263700285669,-1.2668807675637157,-0.7608180050611231,0.23385142298290634,-1.0459648500247924,-0.3834481004576881,1.4633752712573784,1.4617489171775173,0.07347819031708414,0.3201270808619507,-0.21132288407178218,-0.9779051766664644,-1.1985323435684354,0.2509761329881834,0.48312770038181196,0.39972247976113806,0.511042135748313,0.7945460062399922,0.2645037234043838,0.6305105776182569,0.414074212350388,0.2026824434498018,-0.5391561174322177,-0.6058148551221747,-0.22477886743312822,-0.8752230829020405,1.300363846716924,0.27904230088263654,0.5218949038181642,0.9056978294829091,0.8034800539585746,2.170251257475082,2.104541620459143,-0.5128750715276346,-0.11747465791542913,-0.4845999958598398,-0.34331142124594344,-0.24145063950103807,-0.5849404200874554,-0.5116616988249233,-0.5628173560500666,-0.5846119753136143,-0.819743962583606,1.4072957867781475,0.8513643270878086,-0.4564169944428742,-0.24169725195450675,-1.593760751581656,-0.06429549117100758,-0.5571516843807619,-0.8133844326485544,2.434450502983399,-0.6298326503686476,-0.06499702093793663,-1.176803858033223,0.9880314159007384,-1.0572076774142554,-0.4991459160263014,0.4497227501883585,-0.8877477662970236,-0.8356919923741063,-0.8269302888695909,0.7922143857696052,0.9190332024619282,0.9146865721764834,-0.06409438808503831,0.48298426932930333,0.04417739129171516
2288,1002001,-1.0849381290947038,-0.5625728616053706,-0.899131649430034,-1.0028448417102303,-0.6525793401557237,-0.9260074332404731,-0.855657113151816,-0.961701538240502,0.8680020848138166,-1.4109821776575497,-0.6392365703628611,0.2482991003220407,-1.0459648500247924,-0.3834481004576881,1.4633752712573784,1.4617489171775173,0.07347819031708414,0.3201270808619507,-0.21132288407178218,-0.9779051766664644,-1.1985323435684354,0.2509761329881834,0.48312770038181196,0.39972247976113806,0.511042135748313,0.7945460062399922,0.2645037234043838,0.6305105776182569,0.414074212350388,0.2026824434498018,-0.5391561174322177,-0.6058148551221747,-0.22477886743312822,-0.8752230829020405,1.2900111893518145,0.27904230088263654,0.5218949038181642,0.9056978294829091,0.8034800539585746,2.170251257475082,2.104541620459143,-0.5128750715276346,-0.10272832697689604,-0.4845999958598398,-0.34331142124594344,-0.24145063950103807,-0.5849404200874554,-0.5116616988249233,-0.5628173560500666,-0.5846119753136143,-0.819743962583606,1.4072957867781475,0.8513643270878086,-0.4564169944428742,-0.24169725195450675,-1.593760751581656,-0.06429549117100758,-0.5571516843807619,-0.8133844326485544,2.434450502983399,-0.6298326503686476,-0.06499702093793663,-1.176803858033223,0.9880314159007384,-1.0572076774142554,-0.4991459160263014,0.4497227501883585,-0.8877477662970236,-0.8356919923741063,-0.8269302888695909,0.7922143857696052,0.9190332024619282,0.9146865721764834,-0.06409438808503831,0.48298426932930333,0.04383881703118042
2350,1003002,-0.811684790136882,-0.9756793413096106,-0.4272747452405854,-0.8886738740461805,-0.6093789484230371,-0.5936544723401186,-0.43094908528478937,-1.0186373029215618,0.7856946416129308,-0.6246312449218073,-0.8352306815255413,0.4237199106727946,-0.20089529951664636,-0.29035070362128945,1.0896574899696583,1.0208519382237349,0.006062562268929708,0.13525491814689752,-0.5408773868513704,-0.9723608517391353,-1.1513067824087346,-0.14780757464096278,0.40745373560208975,0.14483306709894492,-0.0785740266994495,0.8303020069260282,0.7273648055281241,0.5248332242648636,0.14040715178934163,0.2301216684341373,-0.3677212130143491,-0.5339275966271562,-0.4254311872933888,-0.8534596176101594,1.4444878274277364,0.20461818645691346,1.0003226058094026,0.7314933447794799,0.8530780026757886,2.1208774437323132,1.6587542738471388,-0.7458823106939714,-0.21156216544572604,0.10236066521923598,-0.4180346491045723,-0.24145063950103807,-0.9606812754946765,-0.7512087876347234,-0.4855978643603695,-0.5846119753136143,-0.819743962583606,1.213287352429539,0.9741043162706796,-0.4113401900742769,-0.32387066389742236,-1.3328187531337636,-0.048979715955372836,-0.4250453462523592,-0.7776653653860853,3.1262859939222354,-0.3304691337957179,-0.23573163882698492,-1.176803858033223,0.8990984367865346,-0.937774786477559,-0.39026469606647834,0.027189138636860836,-0.8877477662970236,-0.8356919923741063,-0.8269302888695909,0.7922143857696052,0.9190332024619282,1.1577137802759776,0.24968438761836245,0.48298426932930333,0.043450760050311565
2634,1004004,-0.6452391798517316,-1.102522096117945,-0.6588716500313395,-0.9815968362118085,-0.7443148251176473,-0.6949319265837047,-0.7580031537705846,-0.6874580741863082,1.087074784355102,-1.1080052858452378,-0.959876767449085,0.44202794140568114,-0.15132174348302643,-0.29035070362128945,1.0896574899696583,1.0004502485566693,-0.0001398076617546218,0.1863088586724459,-0.5511288975874323,-0.960746972940102,-1.108551372118456,-0.14780757464096278,0.40745373560208975,0.14483306709894492,-0.0710705524678598,0.8303020069260282,0.7273648055281241,0.5238998029069364,0.14040715178934163,0.23741849814790722,-0.3677212130143491,-0.5342867089828979,-0.4254311872933888,-0.8534596176101594,1.4621338420829262,0.20267804978311013,1.0003226058094026,0.7056390099370116,0.8154110399276518,2.1024332209347265,1.6587542738471388,-0.733384827716261,-0.21156216544572604,0.08448687137141428,-0.35493985638502923,-0.24145063950103807,-0.9644605048550525,-0.7473278956807071,-0.4864989642536045,-0.5846119753136143,-0.819743962583606,1.1783409298534673,0.9759409819225467,-0.41918265923698766,-0.32387066389742236,-1.3381142180607655,-0.04026830923642815,-0.4167717865283799,-0.7776653653860853,3.1262859939222354,-0.32907754712135123,-0.23573163882698492,-1.176803858033223,0.8990984367865346,-0.937774786477559,-0.39026469606647834,0.027189138636860836,-0.8877477662970236,-0.8356919923741063,-0.8269302888695909,0.7922143857696052,0.9190332024619282,1.1515706984259162,0.24968438761836245,0.48298426932930333,0.04317419426405466
2857,1005006,-0.6660593126520147,-1.2167114320711423,-0.2586798219631024,-0.6245262763547078,-0.8234144621145616,-0.7094732667696687,-0.8139650670488975,-0.7028243065480282,0.5800287342689002,-0.7965052687698663,-1.0849241102264282,0.4641054137772997,0.3622124835325368,-0.2231425794735828,0.6276453419635111,0.6900492811956535,0.024407884907918495,0.004414729400699397,-0.6956696758680838,-1.0333410381446115,-1.1632130634123345,-0.5800199494734473,0.4051864858151615,0.0016786724292957604,-0.7157856255514058,0.8482111698033947,1.0124990436298131,0.4371590443203703,0.006735705879244322,0.2023321648589558,-0.2818674909996102,-0.5240632812841238,-0.5297093700176296,-0.8849560350657737,1.5486876173139614,0.07547261700107251,1.460694549089418,0.6030807673563257,0.8858150504995171,2.083477522291456,1.410331382896653,-0.8823814274052401,-0.3111496608069489,0.3997394443043052,-0.4750241629832481,-0.11840550182970597,-1.162439188812007,-1.0403193148175556,-0.42050501971572296,-0.5846119753136143,-0.819743962583606,1.0152457499247567,1.0760661442437225,-0.264281745664833,-0.3803339725286568,-1.1253571670811469,0.04891383887322955,-0.31438604218011,-0.8042402558762916,3.577387369081346,-0.19791106111161139,-0.20986054539728605,-1.176803858033223,0.8208463765274958,-0.9217279700185776,-0.3580167400794069,-0.26923311456649773,-0.8877477662970236,-0.8356919923741063,-0.8269302888695909,0.7922143857696052,0.9190332024619282,1.3280734418061775,0.6628517294731219,0.4376234654173039,0.042825519459595014
2893,1006009,-0.9317531968727123,-0.36699860275212787,-0.618018210899358,-0.4516568513096524,-1.075742129291261,-0.6930406714867157,-0.8525423580644252,-0.42756530218400496,0.9889688775161505,-1.2425218607354254,-0.999247775404112,0.20218012425606646,0.08005740519612686,-0.22886867071016703,1.3326110849066908,1.0080706918781144,-0.14916200171759,0.09468060006738296,-0.5822531341243911,-0.919485926145433,-1.0461299799612094,-0.20479766922947334,0.3810407875452414,0.04396043706552907,-0.17779097521087525,0.88764432168611,1.0009993813702716,0.5103001212547561,-0.0031315819778588603,0.29478414926466395,-0.25793183635107886,-0.43746560552963554,-0.4266122428153625,-0.8354033766442842,1.4657199031784116,0.19217131136598098,1.3507357197694834,0.7172537588305794,0.7213697865629348,1.9621888277472201,1.435458217471492,-0.7539503002249206,-0.20019680315780242,0.44743232022550855,-0.3409100298148774,-0.24145063950103807,-0.9200379356218403,-0.8983360486876495,-0.49143335676273053,-0.5846119753136143,-0.819743962583606,0.7973111884014636,1.0149004107279427,-0.4597811944575628,-0.3381773756184593,-1.232144790578084,-0.16266802531603275,-0.41614522671576026,-0.7269032828582094,3.427631247355045,-0.31893712128705426,-0.4152657278772994,-1.176803858033223,0.8496742114395245,-0.8255465377076681,-0.3382142669725844,0.047677204783758746,-0.8877477662970236,-0.8356919923741063,-0.8269302888695909,0.7922143857696052,0.9190332024619282,0.9415147842877691,0.439110454715044,0.48298426932930333,0.038325254363062784
3789,1015056,-0.4712120649300174,-0.6811362035698969,-0.6822023353993907,-1.086002754033664,-0.4114159016656245,-0.4640733852808352,-0.529620176433048,-0.4952387076950573,0.5659914939970956,-0.5929509744948617,-0.9560977280951676,1.2540407593975906,0.65547134493657,-0.022259884145302652,0.2791755255309578,0.6881671123052265,0.4254150119427773,-0.43289967209027724,-0.5989658085270947,-0.522631491728277,-0.4227905046131185,-0.5018373188266662,0.11255962279436532,-0.3256143637677047,0.1108227105128854,1.25063191525253,0.9139660285318763,0.6513425688400851,0.2146624806876454,0.2604797822311987,-0.47928172471131497,-0.3676356908727837,0.1474955979678935,-0.524643278628705,1.2895057924630116,0.9724271705394436,0.5882676795699598,0.28270083807549384,0.5533926922622237,1.7478128522165783,1.7072178564312488,-0.25798465645183316,-0.25705700644559687,-0.692279242088614,-0.34210280291938844,-0.4853974074583633,0.25608404256899714,-0.6817496272885989,-0.23638760689973382,-0.7446253223220383,-0.4628049340494468,0.612767993359727,0.819155250634319,-0.5278691113070132,-0.1337093198158519,-1.6283211887040312,-0.23937462959577152,-0.42069558365470533,-0.14034197550671212,4.261077438944906,-0.5631181874047899,-0.8865296985485127,-1.176803858033223,0.6881667364403887,-0.16677604224949394,-0.3343347554013591,-0.1681278593011967,-0.4966924538277779,-0.9292013736874226,-0.45289187621954435,0.9635155033277946,0.6476695626071443,0.9532048625401309,-0.09035097230116566,0.5882502601602889,0.017418495579061055
3966,1010025,-0.747052032855981,-1.0824949426036847,-0.18532426809634867,-0.8293782374894707,-0.445605330079378,-0.5210554915632181,-0.7982237068651945,-0.209959722145113,0.7310069487004703,-1.2337034128831692,-0.9534307053051646,-0.22195714182263482,-1.3022532626445855,-0.2080926347028272,3.253840859844741,1.9821262008845955,-0.42316214865188084,0.4721692224890448,-0.22116653227967098,-0.7715524705355751,-0.9987355637150838,0.32982666280862216,0.3498542341196336,0.055800768288221364,0.2703772638703628,1.019744578569977,1.0871893441591853,0.7231830251589327,-0.19492686067709367,0.5723587510200293,0.007521596996169667,-0.19275942822480754,-0.19983878479087053,-0.5693949919940595,1.04375911102938,0.48702585949568356,1.3840127445444066,0.9302276388002271,0.2703796218693738,2.0999940952285043,1.6719650141167879,-0.4985620249412276,0.37144569979947595,1.1063588639464381,-0.36701775075435505,-0.5890272947619865,-0.08695135920557696,-0.7796011099911164,-0.6661080133224986,-0.5283538835871703,-0.7396632087656337,0.49227250140053275,0.9491384245508404,-0.7230941804626485,-0.10820761130755875,-1.42609077721725,-0.6252751234117802,-0.6112104880482814,-0.5144774867081673,3.0171866113285435,-0.6421345742476473,-0.9404074155474135,-1.176803858033223,0.4626946243675927,-0.6125347804870984,-0.30483300921569584,0.47620631886172043,-0.8454748054883452,-0.8017492192462218,-0.9394334066057315,0.7922143857696052,0.9190332024619282,-0.4873653638598106,0.2537695746828692,0.5968649144312937,
3968,1007012,-0.7391082193224369,-0.487816198508574,0.028501239048704212,-0.694021908439291,-1.179556560858008,-0.7272224312580275,-0.5422318156962528,-1.1943488162558773,0.9727574889421117,-1.1801225722662,-1.0040477255366442,0.7073065497998619,0.15777432888774087,-0.21377330966336466,1.313371712388434,0.9961745279285827,-0.1546227243556827,0.11348749747580836,-0.5822531341243911,-0.9150344771065088,-1.0461299799612094,-0.22608803748020231,0.38351217715863295,0.03712600443766743,-0.1860186135487621,0.904557310837017,1.0230618690168136,0.5065227426131496,-0.007473372560837343,0.29478414926466395,-0.244585953634207,-0.43746560552963554,-0.4291092664069825,-0.8277819671559357,1.4730483320402212,0.20331079354856393,1.3507357197694834,0.716045432457469,0.713136755823505,1.932727454890667,1.435458217471492,-0.7660610397105139,-0.20019680315780242,0.46638805586775123,-0.3409100298148774,-0.24145063950103807,-0.9200379356218403,-0.9024991534486558,-0.49143335676273053,-0.5846119753136143,-0.819743962583606,0.7724010853905641,1.030834866654484,-0.4597811944575628,-0.3503571405829112,-1.2185554383098107,-0.16195105137473426,-0.41614522671576026,-0.7188873721691138,3.4391895099017398,-0.30791540119915234,-0.4120310373526213,-1.176803858033223,0.8404640414755602,-0.8255465377076681,-0.3382142669725844,0.04785286811714338,-0.8877477662970236,-0.8356919923741063,-0.8269302888695909,0.7922143857696052,0.9190332024619282,0.9415147842877691,0.45381911171592604,0.48298426932930333,
3976,1013042,-0.7136588136577849,-0.4725387437523751,-0.647736877282441,-0.8440686409922993,-0.5032736816444019,-0.49304349680049103,-0.5433067370314533,-0.806470317457966,0.6755110757114756,-0.746468028571767,-0.702055740102082,0.016387757837167068,0.3924231568351621,0.19263938953175103,0.4591355425964191,0.9588740941434977,0.5478338449530297,-1.2306914252930077,-0.22312809059534125,-0.7630783384141125,-0.7572774525230289,0.8053764110110141,0.32226809927000793,0.19806115225972792,0.42794396423626246,0.9797871102720821,0.8485464765642364,0.5934847654868239,0.39561677163442466,0.49249233832782924,-0.48185889204194365,-0.4303608715624098,0.1528571632457829,-0.7303155634913855,1.0530894112848361,0.9572939521511131,1.1004194931008622,0.5234220725515851,0.23021878669300017,1.68765566977338,1.6767037107360174,-0.29081031599896734,-0.12091437940531219,-0.14252273997036985,0.0974791483358565,-0.7410320866061083,-0.6722394047395912,-0.1111944553554625,-0.15857936253122137,-0.7285748882026298,-0.8965661865367652,0.475403339954997,0.9937113578949842,-0.06140905906835257,-0.25414280937790446,-1.2931797257179216,-0.22791511114721766,-0.5239896783725816,-0.7909099802082181,3.2470619971978265,-0.43572469563272365,0.1484722874420924,-1.176803858033223,0.810864783701714,-0.3586279070777258,-0.42176194537575695,0.28778093989342773,-0.8193916072514009,-0.7449340183518586,-0.5119458120599253,0.8813499259341353,0.9568580364833863,0.5064624365686566,1.0427811019193218,0.4999618839247509,
3995,1014049,-0.6599077827020541,-0.2731693935943587,-0.7075806671444183,-1.0712563647429505,-0.5988580919946987,-0.34803481686993293,-0.4891103175419745,-0.6738222087532056,0.7682406352880763,-0.9065751860196423,-0.9349058948538931,1.1441639626016344,-0.22869807591949853,0.1850725729898469,0.8648539003616875,0.6914173372648654,-0.04716994017927962,-1.1472415894757841,0.6968216201259873,-0.5587887251674798,-1.1738337106654444,0.6668920998438546,-0.0021900053764647414,-0.2654733835316072,1.0767702757155975,0.8287835062748038,0.5352014530805963,0.7090224239699975,0.2791909895571769,0.676055840270952,-0.12163853896031603,-0.47221636287583846,0.4454373962123672,-0.4206218591872986,1.4644763870504927,0.7128765494529696,0.7679940978087423,0.589422626483108,0.6732577534344182,0.9037384901474356,2.2459657474889188,-0.38733919992136306,-0.029769250841113055,-0.9541909436000803,-0.4087537774201078,-0.5137272905576102,-0.5240708248605429,-0.7905976683220419,-0.48122926186611054,-1.239532212544704,-0.7830860306235475,0.7616833802580303,1.0273174077314995,-0.8009817845395033,-0.5151059688628133,-1.5602738816927961,-0.37106417360262256,-0.3619624245411723,-0.47742357247824524,3.482138628762282,-0.20465808427082496,0.3138043102301163,-1.176803858033223,-0.3086249182736898,-0.6750973317955121,-0.1792457135036388,0.5524653317206978,-0.8431892009194691,-0.8194687831979958,-1.080583988908158,0.7822463640636041,1.0235107634550529,0.18086526930993052,0.8416443617953914,0.5645052668030852,
4007,1011030,-0.619124983338609,-0.39683895231837785,0.26686604376932477,-1.0093404957138934,-0.7245753342624277,-0.5487702473989395,-0.6510804211708163,-0.6058614427079544,1.3405899857598118,-0.7108645724471864,-1.0957262511206278,0.02648618694771383,0.7621127602144185,-0.3072087449070887,0.7384277755763063,1.1133829465574967,-0.3626136979653442,-0.23166158200772463,-0.3466428457125623,-0.6556208783839025,-0.5474001179824711,-0.43314483019959715,-0.19252782929875006,0.4378771096403544,1.0922170862232727,0.8920898150096145,0.7957237273175225,0.5651750060934981,0.580008003939372,0.38643442236349185,-0.5730552831122866,-0.29554947992681196,-0.1382909897149526,-0.9656056084069573,1.385853410019919,0.20166524118699125,0.8788893470892171,0.6494279579281571,0.24574302095624986,1.156728078372804,0.7825774342634453,-0.17705457802976304,-1.2459278389942037,-0.1717987305441252,0.2823505940800264,-0.486034483095503,-0.014527225746165119,-0.5595058993575175,-0.6202319960720817,-0.6325022744533161,-0.9831214220573886,0.24241438942729734,0.9625938956692622,-0.7580720076832405,-0.7720799461817168,-1.3397537513222015,-0.330178394890204,-0.6183805537348185,-0.6029295364487096,3.4579856125492086,-0.688178271193792,0.28148507624848296,-1.176803858033223,1.34864835683192,-0.3787984566053937,-0.2501643700008669,1.108319546778383,-0.9668817766464446,-0.9547009163632876,-0.6823887086081726,0.7922143857696052,0.9190332024619282,0.07338518450282451,0.24080492499090297,0.6201205623359701,
4040,1012036,-0.523638189806116,-0.7166339255667284,-0.39317506185198553,-0.25709946582912857,-0.6561942086103494,-0.5484605242794339,-1.101864941984096,-0.781464048102895,1.107806519872764,-0.8322788407811587,-0.7879386658685811,0.7098724666271082,0.3095204953936015,-0.34224395363734633,0.6626396971408043,0.7821964143023494,-0.08839540549396505,1.0485675484766095,-0.5289169714431993,-0.7015791148752,-0.5263311140696306,0.006220780182128493,0.6385046401445162,0.53313080407076,0.529999690880297,1.0541702458237183,1.0706117539760942,0.6788059144594517,0.4898744127114408,0.39874141336687746,-0.23452931707308938,-0.44390699150960966,-0.3025357678876472,-0.5437037338545454,1.5795765225593263,0.9307547834475651,0.8373430611939453,0.7868488280477942,0.3264706916301647,1.4675077398332286,0.9637644518487106,-0.5861550579863377,0.30138248983314503,-0.7091214486183819,-0.05893304570261567,-0.8211848650439858,0.3954063309375989,-0.5047743902621519,-0.10821362245161262,-1.0868032382243202,-0.6135931593146434,0.3086529170148023,1.1896540263980315,-0.16276145223160585,-0.8192640401462318,-1.1510585112800997,0.0815914997554803,-0.8714015580918406,-0.4541076350046339,2.425711769068999,-0.6021254663553218,-0.8846089253283645,-1.176803858033223,0.7938098478893653,-0.21497604148101251,-0.2764712344747262,0.6939982702736194,-0.9858349588922399,-0.8374918137466633,-0.4328008778954368,0.7716103918599626,0.8953521576013895,0.18850989020538467,-0.06356001859720399,0.5156984979932956,
4082,1009020,-0.401060866685215,-0.9692689456828778,0.02828331276431264,-0.3650490641405332,-0.6851503508540703,-0.36722899833863465,-0.7992703586376011,-0.9149500722718905,0.9875688135606924,-0.8888904457695853,-1.25479049689571,0.37762012488183244,-0.41390012967880063,-0.22090291932900827,2.382742908402828,1.6487017214774522,-0.3650170714092659,0.26235334937902904,-0.27954587099445327,-0.7460060802252698,-0.8468855418469134,0.15072158576648634,0.24101987333507385,0.22182451392297484,0.43250530337192694,0.9882405610584085,1.0202468952287846,0.6756354591263957,0.03458256309090646,0.5066931332270547,-0.21029095206276835,-0.23981574808943748,-0.19286806100107629,-0.6867167014295579,1.2008761804013022,0.4020451938626297,1.18017331878161,0.8654649739806664,0.2790191890132585,1.715704682499298,1.4783145546280598,-0.4669885739554611,0.06388657860784207,0.6482719248803487,-0.19833247956939104,-0.5437632639008443,-0.04352507110510407,-0.7179978344987517,-0.6381103011478374,-0.5846119753136143,-0.819743962583606,0.4662419209408054,0.9876011888698848,-0.6543731263674973,-0.2589779343763252,-1.3571644267705698,-0.5268307968575564,-0.6189739981543935,-0.5462265101515295,3.1698472181264283,-0.6337643414149416,-0.7040522061797531,-1.176803858033223,0.7402805553903756,-0.5464616906990486,-0.293261249505546,0.6565630951755349,-0.8877477662970236,-0.8356919923741063,-0.8269302888695909,0.7922143857696052,0.9190332024619282,-0.20151803607027546,0.21814722044727192,0.5893402049229823,
4089,1008016,-0.36161428143532737,-1.0129906294417839,0.010058594078311715,-1.0109438487252347,-0.6740355272799686,-0.4446450243489171,-0.7989454031616292,-0.9019150232635135,1.0413024054015498,-0.8576341724253922,-0.961917780884277,0.8118250120973441,-0.47472265465956553,-0.2074523328596473,2.363849919540926,1.5905299109854958,-0.3605049397931905,0.2725240251258458,-0.3493512370255576,-0.8103190500628937,-0.9836285300762545,0.08325981069570126,0.3658058566160642,0.053362633195345115,0.12955351106620389,0.9697400061683181,1.0514441832179748,0.6380937737988879,-0.08007189652111904,0.45759584717553653,-0.14040588195572623,-0.29169191018353624,-0.24438173867999713,-0.6826238873429467,1.2205840788979314,0.35970102569651613,1.3231302701332794,0.8534471184639074,0.4054190415084338,1.9380127582305224,1.571507705705963,-0.543445786281387,0.11480674492630319,0.8055653772959755,-0.302027721412476,-0.24145063950103807,-0.2747452378579812,-0.79821187151808,-0.6044107338218477,-0.5846119753136143,-0.819743962583606,0.6155091108332966,0.9898613831549861,-0.5974249248969075,-0.19252385107467426,-1.3208048657560851,-0.4585941947801384,-0.5348750050630289,-0.5913917537351387,3.2263132219556745,-0.5033737469790086,-0.7188607228156745,-1.176803858033223,0.6685512004388066,-0.6833176705231878,-0.31162240154072873,0.30130227548273747,-0.8877477662970236,-0.8356919923741063,-0.8269302888695909,0.7922143857696052,0.9190332024619282,0.09269966334037562,0.3147311790872399,0.48298426932930333,
