,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)","Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
1842,1000000,0.8527524291993843,0.43166075980790247,4.904817356794407,1.106875496555334,0.4891523751385322,0.32829442866991115,0.4800498950079005,0.021842914638349687,-0.7834586374080703,0.25243214830507393,0.2680663368643859,0.11223327668636683,-0.2289983398854988,0.7691307016974447,0.23992693222307324,-0.2030999289673624,-1.0139179265044043,0.4814312692400815,-0.5247183343668309,0.9274698309328508,0.567475645804626,-0.6000183586105076,-0.29953036136346495,-0.7816518352250763,2.4925196499711544,-1.081714581975438,-0.7406309251986658,-0.5550673107452405,1.4659860380109406,-0.23480020660372303,0.31606016025232586,1.189044231449908,0.9892850109135298,-1.1020699806958758,-2.186524197607565,0.6619938918320847,-0.5587414828994407,-0.7527753385995735,-0.43197861511046687,0.3228270210236079,0.3273343452068172,4.3048496289119145,-1.9085861610514003,0.15543966527133618,0.047552747864509734,-0.8859866372537119,3.8854804774264555,0.40712854972315277,0.04708278922943398,0.33587371915990627,-0.18510208477105441,-0.3888863841855797,-0.5037918627582655,4.693375894111321,2.9795337760680543,0.04838384584115561,-0.12367612573154753,-0.010142331661557199,-0.15910358456771673,-0.4631325565375893,-0.0502540014019514,1.4466949026440314,-0.1606706975360593,0.02574550092153015,-0.8670532066266765,-0.2564649908602495,-1.276385461844821,0.5598957252074439,0.24330209007900822,0.32581255606834975,-0.6060502025456799,-0.7171715264563691,1.5663991200355911,-0.8985992910652745,1.8932633079157994,0.6212326194743313,0.05697774829357893
2092,1001000,0.8175723919085746,0.22884310529897806,5.4206437973068855,0.8506453434969914,0.3986447028662574,-0.047307915188126125,0.652180164411013,-0.23779192241680877,-0.7546851516925098,0.49910080957950514,0.20827628987954228,0.6510580526138825,-0.1306137831424759,0.8256469732449642,0.08770729643065983,-0.23083445430771032,-0.8564875596266239,0.21357074545257373,-0.3897974083208418,0.8916778542096746,0.5789493245791799,-0.3351434958508927,-0.4257436799857113,-0.6687512764030684,3.0179820795511967,-0.9411426113440092,-0.7698667828605028,-0.5179779594526661,1.3250075711482707,-0.2614658813795934,0.22681066460183796,1.2896289961078693,1.0809319539354005,-1.025752846466903,-2.11111363784527,1.9547804673031706,-0.5995958264538263,-0.7387530495838689,-0.5473854357194099,0.09821558421492887,0.21198699405522656,4.529338284428183,-1.1233147776558403,0.3421447527281535,0.06527274802704644,-0.8859866372537119,3.4529578055951773,0.27012948392752806,0.02798312874116119,0.21310555373554757,-0.08853893529256206,-0.40751269948783464,-0.3912250914945533,4.610859198913712,2.77324753832165,0.13280080294219526,-0.14017528508704966,0.11586151342594736,-0.10995545112487584,-0.4631325565375893,0.07860729130628479,0.8683763744176357,-0.17171355447330786,0.115325329597016,-0.46518570666988673,0.028303592859442693,-1.2417688836994316,0.4444349411583028,0.3403510600953613,0.28643736808562426,-0.5733409928484947,-0.7123586349553066,1.5663991200355911,-0.5625145637005073,1.8932633079157994,0.6212326194743313,0.05511366479124125
2316,1002001,0.6780361081020271,0.4810483853823465,5.67401434803393,1.3558171965425012,0.0012140317794110118,0.28381442965350573,0.8264316990644113,0.5021935788907146,-0.6994674615990663,0.6234002535315554,0.22077848813544024,0.6741675013786492,-0.1306137831424759,0.8256469732449642,0.08770729643065983,-0.23083445430771032,-0.8564875596266239,0.21357074545257373,-0.3897974083208418,0.8916778542096746,0.5789493245791799,-0.3351434958508927,-0.4257436799857113,-0.6687512764030684,3.0179820795511967,-0.9411426113440092,-0.7698667828605028,-0.5179779594526661,1.3250075711482707,-0.2614658813795934,0.22681066460183796,1.2896289961078693,1.0809319539354005,-1.025752846466903,-2.11111363784527,1.9547804673031706,-0.5995958264538263,-0.7387530495838689,-0.5473854357194099,0.09821558421492887,0.21198699405522656,4.529338284428183,-1.1233147776558403,0.3421447527281535,0.06527274802704644,-0.8859866372537119,3.4529578055951773,0.27012948392752806,0.02798312874116119,0.21310555373554757,-0.08853893529256206,-0.40751269948783464,-0.3912250914945533,4.610859198913712,2.77324753832165,0.13280080294219526,-0.14017528508704966,0.11586151342594736,-0.10995545112487584,-0.4631325565375893,0.07860729130628479,0.8683763744176357,-0.17171355447330786,0.115325329597016,-0.46518570666988673,0.028303592859442693,-1.2417688836994316,0.4444349411583028,0.3403510600953613,0.28643736808562426,-0.5733409928484947,-0.7123586349553066,1.5663991200355911,-0.5625145637005073,1.8932633079157994,0.6212326194743313,0.05489895576213832
2429,1003002,0.3659238357498477,0.637483315671482,5.235050211036201,1.1096713781517742,0.34435476096246653,0.250108019024893,0.6240153322943854,-0.0328508894122047,-0.5720281405394626,-0.05110092272005918,0.32588775470739145,1.3446996473852715,-0.037074171259008984,0.8973200715107353,-0.0318799988151031,-0.37844562214301386,-0.7250969495923634,-0.021544956912490653,0.18298313668302627,0.8570325372925488,0.638159946188773,0.30587216944947937,-0.717784347342149,-0.6276009872065587,4.575047314124293,-0.841579350928636,-0.8586303243310492,-0.46342990333817624,1.1924938946004635,-0.3691855568383847,0.07714044780276459,1.3591531822985607,1.2147209781659198,-0.9344311856950686,-2.0362202764955804,4.709528180760187,-0.6479443626913033,-0.8221840967549631,-0.6605710796776418,-0.1830842992660677,0.25694284710137816,4.813482302838774,-0.14505656138259873,0.8229935282713633,0.0896198166246907,-0.8859866372537119,2.821472827630876,0.16992352203606548,0.1584626259786226,-0.0023738411602521334,0.1375788823668875,-0.47774404687825167,-0.22021110176767877,4.598531455414282,2.27087541768948,0.2964426341895174,-0.1824605790340556,0.18980101110502612,-0.020266224599158614,-0.4631325565375893,0.2888498264759752,0.03814456113364673,0.2731099002442483,0.21303129218664205,-0.1277586348889421,0.20902086038662415,-1.1452486247250842,0.31015858351504316,0.4900480093465698,0.3793281499395203,-0.496512651148242,-0.7137976445828226,1.5663991200355911,-0.4635146957879748,1.8932633079157994,0.6212326194743313,0.05474032309600242
2577,1004004,0.6866365735606615,0.7646266765746431,6.04981172784053,1.3069827452733505,0.20242532559288684,0.14918165680558498,0.6545692729882087,0.0028867495942219434,-0.5982607021753051,0.3336556484798771,0.44248515905180197,1.8855425921184032,-0.037074171259008984,0.8948169831272945,-0.049835034115261294,-0.40366416103770275,-0.7339739437624521,-0.03056644679978626,0.18298313668302627,0.8570325372925488,0.6734031295665673,0.30587216944947937,-0.7356502851067779,-0.6276009872065587,4.575047314124293,-0.8343937877646479,-0.8579710405741213,-0.45954176445026074,1.1924938946004635,-0.3584358287583357,0.0747008922318278,1.3591531822985607,1.2147209781659198,-0.9344311856950686,-2.0362202764955804,4.9190987097771455,-0.6479443626913033,-0.8221840967549631,-0.6723170411509279,-0.1830842992660677,0.27088476725355987,4.813482302838774,-0.14505656138259873,0.8229935282713633,0.10877627154493325,-0.8859866372537119,2.8247616202533603,0.19640859264473837,0.1753319633817296,-0.0023738411602521334,0.1375788823668875,-0.4798194814160786,-0.22021110176767877,4.6776899086627965,2.27087541768948,0.2964426341895174,-0.1824605790340556,0.18883862800219728,-0.008268744707519857,-0.4631325565375893,0.2888498264759752,0.03814456113364673,0.30494992102937746,0.21303129218664205,-0.1277586348889421,0.20902086038662415,-1.1452486247250842,0.30552245561723435,0.4900480093465698,0.4198794379078765,-0.49617627552539234,-0.7137976445828226,1.5663991200355911,-0.47947479255487907,1.8932633079157994,0.6212326194743313,0.05534497516525627
2827,1005006,0.6218007235996399,0.45217452476782927,5.32995275443138,1.268713102593761,0.21761218052383238,0.021145289918934107,0.908350301826528,0.17955219399361477,-1.024088464145199,0.9782477123166892,0.3377668784791654,1.7885636417029205,-0.02685477772923671,0.9193858579034156,-0.10920551815441087,-0.44583854759904634,-0.6302694299453805,-0.03554978196164177,0.5844570573929844,0.7948122314171437,0.7739954907981281,0.6674684040199239,-0.843428914141011,-0.5825829476905106,2.551988990032497,-0.7520620632430256,-1.070622885117284,-0.4076778856238692,1.0289179416657552,-0.5146140142588285,0.02586951888549605,1.3925185934041633,1.2369747664127095,-0.9213896221859149,-1.9257099728595208,3.5876357690329543,-0.6982869456879361,-0.8115841497476896,-0.6629789684317843,-0.359173326909482,0.239086469458997,4.95063148893598,0.6657775659834451,1.139761423834759,0.10842041935862051,-0.8859866372537119,2.3997384222572324,0.10268431989378886,0.2565918556010918,-0.09177090608925025,0.2895080859919275,-0.5505402373921436,-0.10616167389315379,4.668720407112457,1.9710889650910637,0.3272887958505464,-0.2704242985918348,0.3095282238582799,0.13640995988335855,-0.4631325565375893,0.4739028454946128,-0.36219628350103605,0.505429501165941,0.35143204288695,0.02091277174423016,0.21910676579022836,-1.1040278565334853,0.21123048523633872,0.5922013206362847,0.4709474574977919,-0.41431953548744593,-0.724639009271623,1.5663991200355911,-0.3029480735968522,1.8932633079157994,0.6212326194743313,0.05519359316518901
3057,1006009,0.6984752993458674,0.6797516253154147,6.415753696124627,0.9778768775262499,0.509343703729585,-0.07396443356111872,0.76863382256694,0.3584206720058691,-0.6462222951268856,0.4176402598796311,0.4450455826562013,1.8825031817283246,0.1560446108988414,1.0144939045027372,-0.1883362774929574,-0.4745151735112039,-0.6736714888878889,-0.4286639681122286,0.2749987191513391,0.8763144760724053,0.6859796885792555,0.719923716407286,-0.8010016514746445,-0.5738442810677963,10.767631480131605,-0.7799521891302971,-0.7362314990800517,-0.3955750482445082,1.2675880638881605,-0.184639550325778,-0.12430330089046081,1.437755371318494,1.2672103732791369,-0.8737798599433586,-2.1257282273250486,12.083086429865602,-0.7541962645002444,-0.8537161054933483,-0.8243736826556298,-0.4215544364361405,0.30557500565321655,5.039038979368607,0.19440426120407214,0.7771712103588675,0.16743405654576243,-0.8859866372537119,2.249687624372285,0.14307501754055768,0.24464509275469457,-0.02225575867389026,0.1782966573660366,-0.4548022556731577,-0.24014653306209874,4.638470351682912,2.356078477699444,0.337646063141476,0.06561775196836236,0.20074008357634412,-0.061773194878798704,-0.4631325565375893,0.2702229870068127,-0.18447108978183202,0.3711993049699123,0.1952963301816039,0.16920915927974012,0.5213272840487043,-1.1533063247807527,0.2994051840771273,0.5282813632036794,0.4228617549280747,-0.5242044665444987,-0.6714574473266686,1.5663991200355911,-0.3335293417775068,1.8932633079157994,0.6212326194743313,0.0550019960454522
3591,1012036,0.7842522701089392,0.5749218709731546,7.089334482047814,1.0815926147009431,0.5026286097704118,0.1833491815800572,0.7495196889493012,0.3707755088763391,-0.5741435006384236,0.5582435220748012,0.5799143801866219,0.4226494759009415,-0.2837136019379293,1.1153841867479042,-1.1167113666967141,-0.10234018672988829,-0.8476112101616509,-0.22572512331795616,0.003185457096079796,0.8876326344133534,0.5166522604242828,-0.40860825727960337,-1.075430285741054,-0.5066481364813068,30.143602115316146,-0.5890550124725014,-1.1203542609996782,-0.8611445512814946,1.8557216756040034,0.4692192083006847,-0.008998415297870321,1.3816140719082972,2.002369341190654,-1.1392038079404887,-2.897986792851599,13.24904219136939,-0.8496058995079107,-0.5058891857676304,-1.0035280898332795,-0.10725776226112452,0.2291451646052301,5.379914347367891,0.4233442253050103,-1.0610322891790192,0.166673559548099,-0.8917462326007807,2.0765663208256924,0.48806859721224594,0.38733805827851414,0.061152232821752917,-0.9242455525958623,-0.4316752724049586,-0.5341108956776992,6.218183965941374,3.3007201786357885,0.2694035025769246,0.5879666124934566,0.20589338246845723,-0.17620991039458475,-0.5024553999519807,-0.2540778685957752,-0.33533024313638404,-0.4836970105942331,-0.27624380210263616,0.27214213458852754,0.6944407927145313,-1.131554375514669,0.49869765575902847,0.36249440042054687,1.0674136955019031,-0.9294044166251255,-0.813749192157306,1.6324396906233052,-0.09399388117673925,0.8356674098598151,0.19952444031925257,0.045700417933264965
3628,1013042,0.3955950807093846,0.42355578838142466,5.887106023489672,1.328725982155601,0.050146499366372194,0.7020087891585263,0.635359610353533,0.012253938283430542,-0.3126680098087197,0.2344180822553315,-0.07195060141703963,-0.14192182116115182,-0.6005846241155631,1.2929319879880132,-0.31960329802181964,-0.44825095066638887,-1.0326694605910482,-0.1275649172543971,0.3630197165292597,0.6147454450478224,0.7570348558773874,-0.16817352011580872,-0.6985491903064327,-0.4681076631975943,14.755598488643441,-0.807021593117393,-0.7091867762783646,-0.4860238590738594,1.9074824860330346,-0.06948085998308663,-0.1197397899280208,1.2969051599766226,1.7145540621061406,-1.0598494882188911,-2.1746818379099944,17.12948185449625,-0.8222525275999722,-0.5157497398372097,-0.735283890475277,-0.4202146315173075,0.0069182272148749745,5.002073170935123,0.8723857204180241,-1.6489760786030205,0.37801411537481583,-0.5421273926347379,2.100576079770235,0.7339224569827727,0.23479842195224712,0.02903356017149838,-0.8109019110967018,-1.133046620803032,-0.6283421933805429,5.187309847410606,3.320532038030678,0.4840413205606105,0.3250378657567591,0.21545527710627405,0.5452165551597298,-0.7229053972453872,0.3255082755072358,0.2839232115125372,-0.25025561812435115,-0.23610934527155056,0.5985611345794084,1.3601875288766891,-1.0525261762042653,0.49486168912116524,0.4018272721220914,1.079138845076113,-0.3746838629010116,-0.326719572672969,1.8395905282492708,-0.17971350998514932,0.9495645185937134,0.3349575634799097,0.03992356902305394
4295,1011030,0.11802130996334591,0.6339883371564797,6.171253699215208,1.4714842637107142,0.37004705581622477,0.02608623535541821,0.440565322496754,0.18257952669037864,-0.545416891602802,0.3374814470399198,0.4471922043199652,0.8337928024393012,1.174096484070954,0.7889537234119297,-0.11113156729742028,-0.7217622132869252,-0.8881208752818035,-1.4074939401156412,-1.389046472206616,0.7505224994166398,0.9398275353326736,-0.0944646510756325,-0.7372599615979899,-0.7126619330769041,16.831768194909273,-0.6329129066037313,-0.7408341790049038,-0.5005737790829153,1.5302907754246093,-0.05386604636329037,-0.050964389825122206,1.3167874628395055,1.4500156786972818,-0.8055543486316432,-2.479307678795938,35.93747004097213,-1.1069259207372002,-0.2172310611989968,-1.2301609305434018,-0.5811668108393805,-0.039017883277486044,5.842554504364421,-0.1894887739615477,-0.34597724271000113,0.41868964660105373,-0.6558918972127458,2.254967079130132,0.245670793308721,0.3472858669678042,0.20446856588483767,0.49802324695525274,-0.17142042029610735,-0.762950232729702,5.128761292338258,3.447588366083613,0.20149733462425876,0.36003583281057094,0.055977508906928916,0.0,-0.4399813380087527,-0.03800322277625719,0.06879617948721728,-0.2999622686478907,-0.04838920791637497,0.5109344295025793,1.0171231621958445,-0.9624800014496363,0.30822737703960496,0.5639152932685891,0.4923468819895057,-0.7001160080431186,-0.5151560295407411,1.5114335055539367,-0.07660390971783024,2.1886391481691816,0.9380821048349411,
4313,1009020,0.15935719995100292,0.42728258360042454,6.115205397459845,1.0082682175682673,0.10976130182078739,0.31448083434123597,0.856455896159125,-0.09542083175155933,-0.4247978844045499,0.6837665583951978,-0.22481698522821086,2.247093032128685,0.5374423211836817,1.1508046094351139,-0.4268203287681947,-0.480361792969607,-0.7617182702488223,-1.2137087832092777,-0.16644484665039666,0.9933810562240372,0.5981487957392353,0.7767531171331086,-0.7617430008034483,-0.5377448427526865,24.205547922190092,-0.8024602731008101,-0.43015992335703856,-0.3803172469677269,1.7606270110089566,0.29828711216018094,-0.4120096368446543,1.566174443511199,1.5826099876369353,-0.7807461520200508,-2.978134120449242,25.05453573203121,-0.8448895979501562,-0.8488929233903373,-1.0899478941398046,-0.5528260775769988,0.4246462153204409,5.3748557953459075,-0.4900130802455742,-0.2314504562719057,0.23502591792198008,-0.8859866372537119,1.9482556748192041,0.19148465536381312,0.24166874003207273,0.18657342952476882,-0.03906575814179372,-0.31625453888577815,-0.601879466007688,4.6433176128212565,3.307419230434298,0.3443743862378432,0.7058853879481458,0.061468929314627455,-0.26908536215663753,-0.4631325565375893,-0.3236490515998574,0.09329240437498737,0.1248617296591383,-0.05532271103647557,0.4597274583661452,0.9183559001238839,-1.3650999452780772,0.4983906538749362,0.39841665166578794,0.38449972566498375,-0.7717628363404633,-0.5335337363751599,1.5663991200355911,-0.2825117722109157,1.8932633079157994,0.6212326194743313,
4362,1008016,0.2486364204488682,0.9475062246820327,5.9230027456986365,1.3328267983509154,-0.12023479651819821,0.13065943188450416,0.5872351383145511,0.41366487151648884,-0.27520525687364794,0.284372373504502,0.30606581628592405,2.003348874021789,0.38472067398417664,1.1690651082639218,-0.36617737294135577,-0.4733793280529687,-0.6876036098575073,-1.0689073537396252,0.26313215528733785,0.989328964984573,0.5922031270436156,0.9327496834225468,-0.755529896050327,-0.5240898734711437,19.94097306641645,-0.8208954707955607,-0.45156988225778966,-0.36567416004703157,1.6408265902464223,0.1550757388500447,-0.3998581722578331,1.5802422278726718,1.4966035674518283,-0.7864880718705394,-2.7812588513814784,20.979327490951786,-0.7846537623668597,-0.9619903786087031,-0.9923877977739163,-0.5590612720987042,0.4586152159400447,5.142955811334515,-0.25565715777736364,0.21315857221938786,0.20283393239394715,-0.8859866372537119,1.9972728578340635,0.16860681961742394,0.22918337101563885,0.11509168401707097,-0.0363889480102137,-0.3812178097779415,-0.3849319098834696,4.464155621887848,2.849626240861466,0.383069112977621,0.5489496966649855,0.09926018177654122,-0.23748317296184968,-0.4631325565375893,-0.1279935238058095,-0.014444353200537788,0.2735069430645548,0.009766447843440386,0.38585109766448517,0.7526465545450414,-1.3753227129255379,0.46950299662718287,0.42018752856717034,0.3457158319558971,-0.7282957232905022,-0.5826527001320483,1.5663991200355911,-0.34031785653192687,1.8932633079157994,0.6212326194743313,
4519,1007012,0.48425587311292134,0.5312875228127376,6.108139151891282,1.010575020738036,-0.10361394664457764,0.4657552835337965,0.9412619058884919,0.02492712657713052,-0.44821131934648567,0.5812423265877211,0.2799554609881957,2.688230875950557,0.1549503056577928,1.0214189742037465,-0.22665964807625102,-0.47249997866645443,-0.6703453545610338,-0.4569502238145502,0.2961148708098555,0.8763144760724053,0.6859796885792555,0.7237519184339041,-0.8165196499621962,-0.5628441331180454,10.767631480131605,-0.7700989977402384,-0.7362314990800517,-0.40169659305523325,1.2675880638881605,-0.184639550325778,-0.1308044724014647,1.437755371318494,1.2874720598846796,-0.8737798599433586,-2.139957479229929,13.090050293828586,-0.7600135528324138,-0.8537161054933483,-0.8243736826556298,-0.4450169651526534,0.2991666832933777,5.060540273737727,0.19440426120407214,0.7167534563923733,0.16743405654576243,-0.8859866372537119,2.21350934124027,0.15122969663553193,0.25825530351665776,-0.02775018840065332,0.16351378800954045,-0.4548022556731577,-0.24014653306209874,4.648349030748898,2.356078477699444,0.34206645627619137,0.06561775196836236,0.20074008357634412,-0.04768679208424977,-0.4631325565375893,0.27773823254499647,-0.22011159269744035,0.3647387787087488,0.18925654412112056,0.16920915927974012,0.5213272840487043,-1.1533063247807527,0.298181222688159,0.5306652094105101,0.43769377771674584,-0.5242044665444987,-0.6714574473266686,1.5663991200355911,-0.31743723357973613,1.8932633079157994,0.6212326194743313,
4703,1010025,0.9096384390493731,0.9773123491499198,5.26419023113038,1.2970246748929108,0.1355627414260178,0.3482258694865594,0.4083761277615981,-0.04672911569657872,-0.5116469808179719,0.04527591186685293,0.6173006207466645,1.0778713575355714,0.4518334896173964,1.3536391933745195,-0.4125049200350733,-0.44775017670016387,-0.6842014777468598,-1.3104604693055488,0.4666616448125642,1.0922187811860067,0.34773839290885644,1.2174625224110893,-0.6982152143508459,-0.4983345571537678,28.033493396379313,-0.8536550093536703,-0.23338283564004214,-0.3258087196961384,1.8403060424445863,0.4290395667851233,-0.5856161626062509,1.677492306512517,1.610423887068331,-0.7229991947476897,-3.158981842381728,25.50229464993074,-0.7667319721725077,-1.0469630043462852,-1.0830142562275011,-0.5967656330470879,0.6014694982014218,5.1379395289286816,-0.8344271639546744,-0.05927401467234978,0.17922017105499005,-0.9576438875126353,1.7990815239066562,0.14046067420224964,0.18008677007209495,0.21875490351449814,-0.18645080929320118,-0.3461389987943215,-0.558615976459938,4.284984138651943,3.269898868149019,0.42979543760412053,0.8280573939004912,0.02763960774771614,-0.42181468975664116,-0.4631325565375893,-0.5404265453824018,0.2805138399267839,0.2882108448702409,-0.038763818586267706,0.4722501433791162,0.8994575613676911,-1.5004856925063144,0.5538740331143868,0.3619826211866748,0.2519523485433903,-0.792266307239305,-0.49094230612788575,1.5663991200355911,-0.38466458414039023,1.8932633079157994,0.5794820712959045,
