,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),y
1871,1000000,-1.1853728151830534,-1.2661009056602341,-0.5394193196086448,-0.9770402043561752,-1.2423284774363423,-1.1710568652374669,-1.2579397879218286,-1.2089824446461264,0.7428081593140198,-1.2282881834575692,-1.23507264688349,-0.4262218239503165,0.3545153199434452,-0.5697057638467495,2.23615915134736,2.049554603962258,-0.14055324056729748,0.21494879475503215,-0.2215927580031469,-1.139804627938935,-1.4052893101719888,-0.832818923973311,0.5936150931144563,1.6190073082031182,-0.4836214628929859,1.1138335230391128,-0.31793641972096753,0.9850662872554917,0.13808049580783935,0.7166645632743592,-1.3722738453445174,-0.5492456531426703,-0.04245497057961547,-0.14174447002440177,0.3726511480764133,-0.7039268143094428,-0.5273591594938404,1.5506289831816502,0.5781035756264463,2.49465348571657,3.5420254583579522,-0.6995719859849794,-0.5293313242098712,-0.6771854689524106,-0.0035964519539755063,0.023922736366123003,0.7505726378867688,-1.2989385249491148,-1.440136750275369,-1.9121715692853387,-0.83991673563334,2.5781303320122397,1.3009284819562663,-0.6802903978810443,-0.6408304454295156,-2.0413643793310134,-0.5200330279313091,-0.1361332083756593,-0.20404835379998368,-1.0707509951433902,-0.31326568433197294,-3.4975455524944863,1.4181813742852087,-1.2459608745287245,-0.673548242769633,-0.472572403457183,-1.8400291019014212,-0.8282623678073952,-2.299103562547218,0.47925282208745823,0.6336432949778786,-0.3434099987699263,0.37278513349709463,0.892349354268217,0.044917831452312214
2117,1001000,-1.1602096218572815,-1.0023497764674287,-0.7070293828132542,-0.7887433650303712,-1.4968147609195535,-1.2172092851682663,-0.9848760458309729,-1.6611667412158024,0.8557942614197257,-0.7930587045513146,-1.4993055669448319,-0.35649711692603475,0.4972124323706542,-0.5106696801460232,2.2240651782999796,2.0136776140800254,-0.24431060192057813,0.0642098584213975,-0.11465198363185257,-1.2088113624224455,-1.4860994308449482,-0.5427046343219308,0.7713386380850571,1.5821331210314857,-0.40108252375581854,1.1225293806663474,-0.5343704336134796,0.9993708854995016,0.055161992245478436,0.6836244516151078,-1.2370862808977885,-0.4771238879752316,0.1898555174306916,-0.08212169791622681,0.3079584229349372,-0.7589455837606154,-0.49011563575343714,1.535286960141011,0.7590087252258451,2.2013320535418064,3.140834295266412,-0.6240628611726994,-0.1067472615992476,-0.3745135013719703,-0.2409327051957346,-0.021451745569877986,0.9565125934090715,-1.148431528062001,-1.3330781409265953,-1.8032221552101197,-1.0112678427547603,2.3254884798243864,1.2337234093558953,-0.5910566378086769,-0.4971439240242549,-1.879615154888432,-0.48976407295248153,-0.20914842195688452,-0.2849874104758291,-1.0707509951433902,-0.13718174078718376,-2.9340562969093402,0.8893092332674217,-1.264476143107875,-0.7247895497948568,-0.597117448832631,-1.586359471983699,-0.9646504663356262,-2.038129551977634,0.6802329662006628,0.6895199249945295,-0.6733100533395112,0.5341118001509553,0.28866265336989044,0.042849658859296036
2189,1002001,-1.181756722071398,-1.139796600779633,-0.12261240907806953,-0.9599537627262525,-1.0637773008194376,-1.2155583467693274,-1.2418102280297303,-1.314171044723842,0.7726633830870189,-1.2915408369161758,-1.375724711543378,-0.35649711692603475,0.5082703938635781,-0.5106696801460232,2.2240651782999796,2.0136776140800254,-0.24431060192057813,0.0642098584213975,-0.11465198363185257,-1.1941371365747044,-1.4860994308449482,-0.5427046343219308,0.7713386380850571,1.5821331210314857,-0.4028412769506274,1.1225293806663474,-0.5343704336134796,0.9993708854995016,0.055161992245478436,0.6836244516151078,-1.2398865548428837,-0.4771238879752316,0.1898555174306916,-0.08212169791622681,0.31744595542178833,-0.7589455837606154,-0.49011563575343714,1.535286960141011,0.7590087252258451,2.2013320535418064,3.140834295266412,-0.6240628611726994,-0.10709350594254696,-0.3745135013719703,-0.2409327051957346,0.09196274108343255,0.9565125934090715,-1.148431528062001,-1.3330781409265953,-1.8032221552101197,-1.0112678427547603,2.3254884798243864,1.2337234093558953,-0.5910566378086769,-0.4971439240242549,-1.879615154888432,-0.48976407295248153,-0.20914842195688452,-0.2849874104758291,-1.0707509951433902,-0.13718174078718376,-2.9340562969093402,0.8893092332674217,-1.264476143107875,-0.7247895497948568,-0.597117448832631,-1.586359471983699,-0.9646504663356262,-2.038129551977634,0.6802329662006628,0.6895199249945295,-0.7127953352067921,0.5324139996688063,0.28866265336989044,0.04253260902999556
2398,1003002,-1.3098390020674135,-1.2451095259606664,-0.9586221560358553,-0.9910390860000181,-1.6831795979906652,-1.163985674431804,-1.131457487947555,-1.3234776829304156,0.449209845747257,-0.6152090362301333,-1.10606115017909,-0.30175656294846737,0.7025229419180157,-0.49926132330536915,1.94640619854275,1.7141666891788045,-0.40604702902038087,-0.16769084704351025,0.0036609590282155585,-1.2012208404329079,-1.6284008586974708,-0.0789366627184378,1.0310387821770397,1.470778559406972,-0.1671106024649396,1.2177466340357481,-0.7858202395871365,1.0188007326282733,-0.09131103086604785,0.6903038259489616,-1.122174243612335,-0.34718353542368857,0.4641132247812168,0.008260021555927373,0.2523154766853274,-0.7231850308334874,-0.2937055857042091,1.5856698395626605,0.9855703914352704,1.763300236612771,2.7110991684148456,-0.5502941335749516,0.5090998047361424,-0.19846696747218828,-0.4158012082394275,0.24002079512079744,1.2061775166399535,-0.9058793714846152,-1.194106448368207,-1.5696016624873648,-1.0519513928220594,1.888312587734047,1.2042400283715988,-0.49796275838818077,-0.3518592322272861,-1.6748625290937398,-0.503580129249627,-0.36017130411267395,-0.40106852718578395,-1.0707509951433902,0.16597215839632573,-1.9697227652394724,0.4280800656067605,-1.392302232902784,-0.8490553243819481,-0.7125765997148413,-1.4189135007054066,-1.209375568772274,-1.6116183613596724,0.8057192897279714,0.69973938021449,-1.287344801977859,0.6245548965552028,0.28866265336989044,0.04199719767392085
2615,1004004,-1.331197556972191,-1.1697570320306276,-0.6538976165811844,-0.8245722154913305,-0.9652675830660629,-1.2467697230029025,-1.187955205009916,-1.0990798185846937,0.8285350751905001,-1.1435133721072328,-1.3703851694160234,-0.25145453800899825,0.6957279316719155,-0.50500184975463,1.8245568099619875,1.6573028089841433,-0.4048076793244726,-0.16769084704351025,0.0036609590282155585,-1.1896013160586145,-1.6217116133285046,-0.0789366627184378,1.0324462497045437,1.4749419576531038,-0.14259328854163866,1.2227513666635685,-0.7858202395871365,1.0222165517302084,-0.0878666429791822,0.687728103769835,-1.1118116492066004,-0.34718353542368857,0.4641132247812168,0.015784689985405415,0.2750356246674303,-0.7264967698925406,-0.2884995647938243,1.581692684675007,0.981955008319266,1.7602568431348582,2.7255192700665534,-0.5502941335749516,0.6020658930022277,-0.19846696747218828,-0.3230174884384502,0.24002079512079744,1.2350506841822082,-0.9058793714846152,-1.194106448368207,-1.5696016624873648,-1.0251175309551974,1.888312587734047,1.1953312241545657,-0.49796275838818077,-0.3518592322272861,-1.6748625290937398,-0.5054694094084611,-0.36017130411267395,-0.40106852718578395,-1.0707509951433902,0.16597215839632573,-1.9697227652394724,0.4280800656067605,-1.392302232902784,-0.8490553243819481,-0.7125765997148413,-1.4189135007054066,-1.209375568772274,-1.6116183613596724,0.8057192897279714,0.69973938021449,-1.287344801977859,0.6245548965552028,0.28866265336989044,0.04195608747826751
2716,1005006,-1.2005190440134998,-1.0589552353608684,-0.18718860371452223,-1.3315116890700285,-1.5802203447482672,-1.3149098703425914,-0.9093134870394467,-0.9680380438152886,0.7150790217396906,-0.7511906189851887,-1.2748704034864138,-0.2958871716227754,0.8307019551571284,-0.425352332252278,1.7827932921806486,1.600334910661991,-0.5147680792795564,-0.30573892522720664,0.17640510113412894,-1.2481500312631761,-1.7147568866928928,0.12916470676164563,1.138847705498497,1.5053341439609418,-0.0013671288486759338,1.2766697275200352,-0.9465609346551089,1.0384006828735706,-0.19371415525450558,0.5266053045869088,-0.9716777003767759,-0.26586716192393506,0.6178358402690078,0.07921072667282429,0.209824951235261,-0.7111927437888037,-0.11118520882689256,1.6812118255911581,1.1445077411500106,1.388806955152115,2.8381113289608315,-0.505146728787648,1.2581858677620832,-0.06604913706218077,-0.5027107849246573,0.3940678714595353,1.2912877840324246,-0.7716512280417536,-1.0927075188793982,-1.4901592998820579,-1.190353100979954,1.7242286440376757,1.1711362052831982,-0.3875177924118721,-0.09733736267722312,-1.63185912774163,-0.5613620753515011,-0.3947762146498471,-0.5366747087479099,-1.0707509951433902,0.37572045017600303,-1.6950426933831049,0.20442040675715312,-1.5238436784307015,-0.9036700475605423,-0.7764122741998416,-1.3749014039061664,-1.2988875648009504,-1.4105385820931295,0.8278259429966481,0.6579753312158797,-1.4499501264335661,0.9316539485382763,0.28866265336989044,0.041649894080847405
3003,1006009,-1.5595530275830753,-1.2660480070658076,-0.20985965363714404,-0.8305263388493399,-0.5662198600560608,-0.9390022162385849,-0.6496485498327553,-1.31570536660276,0.43229726868541773,-0.8905275941325719,-1.1522758971871878,-0.10585190340305117,0.9581151355135594,-0.5253469361829537,1.4748123818358625,1.426888349810891,-0.5217792394465993,-0.140453239678549,-0.020622621975880974,-1.1451643916061145,-1.5951417548600224,0.0028256235498793168,1.0999720737605312,1.412180601043279,-0.12969054136327826,1.2355083056633818,-0.8353565521054837,1.0298375055782354,-0.09173095667742082,0.7251871550696998,-1.0296855880020048,-0.3019547086326936,0.5367558095393106,0.04587808641550667,0.32186721544297087,-0.7921170917818111,-0.32101499906776587,1.4091700147484831,1.0002591235026532,1.6718367025829426,2.277470762742011,-0.5368416881107101,0.450707662490984,-0.07013471299011392,-0.40377535942944875,0.31226557651136305,1.525345095970299,-0.8716740594632761,-1.1386778218869968,-1.3316908515237882,-0.978310120420905,1.8089494728507671,1.131880281870729,-0.5071354467011404,-0.37938252186332144,-1.5564117732770715,-0.45079696686863335,-0.4234615757007348,-0.41834322885019437,-1.0707509951433902,0.31246889565953506,-1.4778523470710943,0.30988798820857605,-1.216634070743274,-0.8371484655930991,-0.7710466636250989,-1.096992122895459,-1.2584421800157544,-1.4910534222391307,0.9250927277105225,0.7672893646518465,-1.6182264335897596,0.545096284199081,-0.41985264953138185,0.039642875866118144
3146,1007012,-0.9694665926287256,-0.8906311307805135,-0.7304995858834837,-0.557270021569313,-1.4103888241121334,-1.2437746054590857,-1.1431611601013147,-0.8635406437444656,1.3076382814505592,-1.1253111289894275,-1.105662817730743,-0.450150882652647,0.9410819847366113,-0.5153618768049126,1.4491503801244299,1.4056982679176389,-0.5259749377149074,-0.17900143195927143,-0.017145998937744666,-1.1451643916061145,-1.5850858726231565,0.0028256235498793168,1.1042623790486927,1.4011480803655427,-0.1375186030624186,1.232374320039964,-0.8393208315600134,1.0298375055782354,-0.09173095667742082,0.7251534695810384,-1.0296855880020048,-0.3019547086326936,0.5454318042743121,0.04789823529081894,0.306320031315521,-0.7965824387805714,-0.3302450562052337,1.391653514641538,0.9867328515076084,1.5958760151728242,2.2473826098712606,-0.5368416881107101,0.450707662490984,0.02362748763766811,-0.39314970824267886,0.31226557651136305,1.5365707030768012,-0.8716740594632761,-1.1039481576653685,-1.3160546857218773,-0.9637003123406555,1.8089494728507671,1.131880281870729,-0.5071354467011404,-0.37938252186332144,-1.5564117732770715,-0.4376085709337137,-0.39167833235497285,-0.4063915510619007,-1.0707509951433902,0.3410111953997939,-1.4099384761879563,0.30988798820857605,-1.216634070743274,-0.8349353329982071,-0.7748904365379257,-1.096992122895459,-1.2608452399695786,-1.4766347101249284,0.9438500410753707,0.7811010607477481,-1.6182264335897596,0.5300286754667161,-0.45916087778021514,0.03930134754600378
3197,1008016,-0.9034409512238516,-1.062867744059214,-0.9885657792143105,-0.5193616654195314,-0.7612415323846575,-1.4321530606863457,-1.0513824759486678,-1.1379441773035905,1.186135532143522,-0.9257170152481474,-1.1795140934381112,0.22273430070046807,1.1641987305699668,-0.5754689395764185,1.1937272679601838,1.2307034933746883,-0.6237306850445261,-0.020752272418777872,-0.19868530766568504,-1.0338601989275142,-1.3158094686882118,-0.10500101297083451,1.0373221208756005,1.2642973791623846,-0.262230041227742,1.1861160970072597,-0.6597744173003168,0.9805547899085029,0.09028602628215943,0.8880299699775162,-1.115003017158545,-0.27703356632059895,0.47655860882266154,0.007928905192196767,0.48872928319923836,-0.8008924438200208,-0.5737696835416083,1.1044395636261082,0.7216014022654339,1.9666995654917971,1.4858472575939794,-0.5827656126615192,-0.5122660560521908,0.050100853375871154,-0.4174516074921398,0.4483754578377156,1.6951694187349182,-1.0162786474039074,-1.1827070911318605,-0.9526847564473258,-0.6739417489787821,2.010320412733997,1.1269305983336426,-0.7201150474451231,-0.6946931489613283,-1.3537548231573444,-0.3217300540020252,-0.5828916218298641,-0.26907771392996477,-1.0707509951433902,0.32286979208299044,-0.9164706013839828,0.5160681813355541,-0.6517362870475769,-0.7249953470296125,-0.7837078399499429,-0.7856956890340299,-1.2187471922862685,-1.5571972287382567,1.039065982901694,0.9291833655136544,-1.7825929582583229,0.2734462276115334,-0.45916087778021514,0.03896582198247522
3286,1009020,-0.9818682609936549,-1.0006801038771789,-0.13432688405158497,-0.7270129385031626,-0.6379613368076413,-0.5519562537686483,-1.0885396959350007,-0.8599533095140582,1.0465864655980377,-1.1192054630156765,-1.3339241753597186,-0.4266861635653128,1.069159310413626,-0.6047724635925804,1.0438722185851759,1.0449178846359082,-0.5566126512363839,0.23139982832401335,-0.28923560424064804,-0.9889463119723291,-1.1987641975179062,-0.5452507207405618,1.0153803322236254,1.2973049208710423,-0.4280807662641844,1.1554725404055182,-0.5624871258396484,1.0369299759844017,0.17977203915381842,0.8879165671419021,-1.0887190250824923,-0.3152634457494907,0.38755549252907484,0.009176410613559876,0.525273653792757,-0.869449902725068,-0.7011209355328873,0.917953219584934,0.6570837572630377,2.0159539038408543,1.429549825365757,-0.6685451452693185,-0.534160165654588,0.43633371917472824,-0.3298226566017104,0.4571702903642192,1.8862140793718813,-1.089859679210142,-1.125294993502242,-0.9004520249374116,-0.5947808118984111,2.0363798361751946,1.0934127250098633,-0.7173385533956584,-0.7896464930714865,-1.3472320485782907,-0.21142878254369626,-0.5478026575623934,-0.2877219042898043,-1.0707509951433902,0.2964085895933181,-0.7812026161551264,0.5882953913989439,-0.4288032021727412,-0.6276771852158283,-0.7282720030307261,-0.6414393524246641,-1.144834419191948,-1.5463432053926176,1.1508126937414007,1.0072765297938882,-1.981089663641083,0.13688816008122584,-0.45916087778021514,0.0386611526606333
3360,1010025,-1.0559896734958332,-0.9235054838147119,-0.387299659742129,-0.7289745808583623,-1.1392542231267553,-1.4391440514324596,-1.019150521156646,-0.7700284423638194,1.084610165092424,-1.0504720322707148,-1.237390774764443,-0.460702030038162,1.3884938197405163,-0.6400204135790848,1.0732846472799653,1.0475041682759874,-0.78631182186183,0.2594366445602706,-0.2774431706857222,-1.0061843950053522,-1.1762040788230057,-0.170353728018115,1.0049671891523135,1.0776757027010733,-0.32955512402057957,1.1665311012516912,-0.5725059049474085,0.9015042504576473,0.2396596136968761,1.0695269725751673,-1.1849712732681246,-0.20424759749281618,0.4613058506061666,-0.004956304433032576,0.6243914327891636,-0.7246615095370833,-0.7520394912910359,0.9253856387084468,0.5419362655996143,2.364658403359936,0.8340709282311466,-0.6095192845849412,-1.5740897750119598,0.035771500392445976,-0.5605724498043266,0.577281176193127,1.7577545947915925,-1.1159478659956386,-1.299967870107008,-0.7331386138934092,-0.5004517596421616,2.181889871045017,1.1616175830964923,-0.915735120152724,-0.8666874348719384,-1.2565684793717649,-0.19924170993997337,-0.6935469794543647,-0.1542079626359744,-1.0707509951433902,0.32797991513178354,-0.6222864438092504,0.6167807930111088,-0.39404811103930804,-0.683790075623354,-0.797406091847502,-0.5966603192525906,-1.217929780794585,-1.662296452759782,1.092314670291989,0.9945260238656677,-1.807268658321747,0.0763791223543347,-0.14797081696068423,0.0383747279027874
3468,1011030,-0.6402698309868559,-0.9058313531656834,-0.9813896889139232,-1.083081348187358,-0.5062585750080014,-0.9169607142098114,-0.9892034246823316,-0.9960168469711916,0.7598502486242164,-0.690104875859261,-0.9949566532323746,0.4216316784778698,0.03215501466369255,-0.6658113823030396,0.9499160118874636,1.0239983653609703,-0.1528034987191491,0.5799332178939093,-0.521505013351396,-0.88498859638325,-1.1992133111578884,-1.3819609822438288,1.0904416236488503,1.6739682094636401,-0.47399746175018737,1.18107449866476,-0.5495461628317259,1.2265617747520576,-0.02245758264139098,0.4724426724627509,-0.8025798001360777,-0.717953885402457,0.16073313301704778,0.11699457378924687,0.5364797786139235,-1.3103667646558095,-0.5538638550521945,0.8008931341648194,0.9675625520788386,1.5518955817634204,2.393110906578128,-0.8374240253732412,1.4328843924205272,0.9803950620731915,0.24012615582183497,0.5506176138566131,2.2434620161009264,-1.0525981955099775,-0.7499411092024748,-1.1837095971982678,-0.9337540559370463,1.7827738428319193,0.8614543175215835,-0.24439998546212133,-0.6902063523474445,-1.612397888212367,-0.35274144487059844,0.04383583869353441,-0.6580946854201878,-1.0707509951433902,0.1429247499294861,-1.2641919786833322,0.5168475260142616,-0.5409561836413299,-0.5144706750553006,-0.5180581691381122,-0.6192354138983959,-0.9435884520582751,-1.365313484819632,1.205093486613685,1.1240806857433967,-2.4424336533473676,0.33290097584702905,-1.3447480588338538,0.030095460546850968
3593,1012036,-0.2969506181410793,-0.8833965501367635,-0.5486562149633544,-0.7032746556802515,-0.6897798413401751,-0.6954587075026306,-0.6730421857111978,-0.8756447721704445,0.8972185861570646,-0.9795639033734307,-1.0798344730855416,0.13910654638389042,0.31144087320936825,-0.35267328240319584,0.9530590657757289,0.9900505092996407,-0.35033815398270396,-1.7124608192810904,-0.16364904070087496,-0.8182628579035659,-1.1538922542503356,-0.1564105407082678,0.8081303575225302,1.4933462874295786,-0.8750245478500026,0.9571342418682229,-0.5161503924474555,1.288063113917438,0.5395337172617233,1.008398851923633,-0.6527736989568554,-0.5434840624284475,0.3052266242901051,-0.04073702625878826,-0.1610666876754166,-0.9271941642474636,-0.758110587930536,1.1107699079291582,0.4162925614459677,1.6633525858848344,2.789821636589197,-0.6559712644690694,-0.1626594955900666,1.622529088017416,-0.16907936453015282,0.5506176138566131,2.2739527272640916,-1.065968702122387,-1.0498829841908914,-1.1303632791898055,-0.10942633162085688,1.9036084400670419,1.1073940915927472,-0.6032677789556284,-0.6949216404935674,-1.5660959609116007,0.13938676881467366,0.6584478752683864,-0.4975244133616625,-1.0707509951433902,0.4002918091744977,-0.10185200833757017,0.5459578912378128,-0.4552553925934515,-0.5628916130250392,-0.6647610490985243,-1.0830291763046378,-1.085576126607295,-1.5781679568370814,1.417118490329861,0.9789356973754166,-2.2411739889555298,-0.08728584895443368,-0.09035635195261679,0.030187550273680475
3625,1013042,-0.6350266327412089,-0.5340009361664,-0.6024011676018556,-0.5674942262683774,-0.8992181103627771,-0.4994567520453092,-0.7019805989579655,-0.7932076140271279,1.1311702045708043,-0.9227612056762675,-1.3294476854226853,-0.13966101000211592,-0.49714221890395527,-0.7215502392753601,0.857623572255066,1.0393768350221002,-0.4472968178261241,-0.9923184705735536,-0.030426191783137924,-0.6806563017175798,-1.0218085582097567,-0.7245285401720211,0.9389355415825618,1.1930422950898518,-0.20347131733538293,1.013600479338465,-0.4925848147441845,0.9632714364879288,0.29625636257231114,0.4232460001920166,-0.7091793705567493,-0.5694106908956573,0.3913447661704587,-0.03353800109154793,0.12900977745575318,-1.1651093486684634,0.010326534200214265,0.6748039778343928,0.06360099005468023,1.8425876502112173,3.59800072532417,-0.549020305312804,0.12185030037106018,-0.5885045515029584,0.5276861073845197,0.5506176138566131,1.311852993211887,-1.138461745170624,-0.9621489108191358,-0.9277342729853398,-0.5394056250378518,2.2073116684947696,0.9595888445186677,-0.30949119631487054,-0.5625570974942254,-1.780184524888162,-0.8191578368436856,0.5169854149808936,0.3935355356146987,-1.0707509951433902,0.060169721042744484,-0.9477097565969237,0.4779272308195201,-0.5691789849559441,-0.2630524506986694,-0.5846822645472634,-0.8946383847431546,-0.9484153654986126,-1.405018769678431,1.0471265897616007,0.8784452323208448,-2.639764802865424,0.07947567933037954,0.09661051625562327,0.02243476293707669
3709,1014049,-0.7318840491072454,-0.7765021316069316,-0.4328228642015078,-0.7449152331874018,-0.6236075480583981,-1.1931846844722334,-1.2537619122442627,-1.0907081198203599,0.9190543908640544,-1.2572656874843111,-1.2081680985008383,0.015539219268052119,-0.9434834554021935,-0.46821555194941206,1.2339797947964626,1.0394462702187812,-0.14399074007216636,-0.9083259935761325,-0.664360333627765,-0.5306025671428437,-1.1198306370422104,0.3999576742676678,0.7143594627888444,1.4035181680786804,-1.3394101433643517,1.2270674226993916,-0.3346993825556562,1.2519049431089488,-0.03740187614481369,1.096976295563794,-0.8189561593840116,-0.6057184659069561,0.37167118553756984,-0.28853629062665787,-0.08698622817947138,-0.9873845208763051,-0.23144584467880192,1.6328547242869853,0.4656417405122549,2.0907092866130053,4.602625494934496,0.3752172917876188,-0.4896738949663016,-1.0604456059473772,-0.5187463592635762,0.6670471574343252,1.8606787934335127,-0.7020960310845937,-0.9831951868509414,-0.5474443514625217,-0.8355462673686391,1.9720955044084583,1.0450246887322296,-0.10269806213371933,-0.25001028424082344,-1.5859725291996953,-0.4335004209554736,0.3097783850160477,-0.6052246733299664,-1.0707509951433902,-1.4087260806681943,-0.5376010994296426,0.9615857459430065,0.02747105630544506,-0.4435030727844529,-0.3179708660419179,-1.1949808459644324,-0.935630286461724,-1.9524170210221128,1.1183613928971141,1.0830804904434355,-2.4841278898815164,1.1232771185920605,0.8745641332629298,0.024038123053465414
3972,1015056,-0.7242229301228923,-0.58740091403856,-0.08936634666971482,-0.8455585109755216,-0.3805805738138501,-0.6614431305771502,-0.02143781162070566,-0.5805948334417729,1.289280141822806,-0.9084060384615716,-1.0538463178226574,0.13196748205761372,-0.8041554581835869,-0.7028427468020362,1.5551237787486378,0.723428361343403,-0.24370454878219533,0.25134397356000177,-0.031658408391175216,-0.6607303653672616,-1.192303400418259,0.026610933632296056,0.7128800291345581,1.3510186886928042,-0.6420904603237029,1.1249163096989687,0.13126846768547915,0.8416467830666767,0.33758838379380496,0.7196239217688445,-0.6121307547519765,-0.9052972127470216,-0.024941015098106596,-0.10397775546950448,0.37127832506522734,-0.7326141836521594,-0.49508758339253894,1.0387478829044758,0.537446110417539,2.2143872557797626,3.726840418450646,-0.5462307539750829,-0.21420122576389725,-0.9746926798725882,-0.16042825158166785,0.14867268824466398,1.5448557859280352,-1.5267658397007637,-1.002511954136608,-0.7451024107425585,-0.3050293305924089,1.2517310169647162,0.6398177773832959,-0.7649238802631501,-0.41418586428755266,-1.1140362156489028,-0.15653018573543104,0.41060854930713264,0.33809445491677975,-1.0707509951433902,-0.5458740104360775,-0.6760989540364342,0.7637570073808765,-0.24841361195362321,-0.5217444678996705,0.048689501810440856,-0.6781891739052939,-0.8425182617843823,-1.0426171651341798,0.9243542527970425,1.009095712097551,-3.0488671762898503,-0.35901766974984206,0.3029535796514363,
4021,1016064,-0.5810032305152342,-1.0097540485743368,-0.3480869966630779,-0.6376813281821047,-0.3325821799326646,-0.9820358027404847,-1.306567928184427,-0.9564233236999153,1.11838770002971,-0.8168737633593649,-1.0818748774307163,3.3998723641440933,1.1884196775466678,-0.350967062976984,1.3088010455311518,0.9882604264466677,-0.8324133176942159,0.13490145316869537,-0.18179431834445745,-0.8348010588495366,-0.9523160102631136,-0.028525684319723073,1.1164760294655716,1.1196214242881815,-0.2549330024490862,0.9794804893790942,-0.3689701167301822,1.302492273765221,0.25386520013261377,0.8400259610257704,-0.9237635134832783,-0.6775501021640272,0.4486233980481266,-0.20452479159532105,0.5313494692759868,-0.05671764786247186,-0.5576853647685405,1.3529746258160706,0.5150148532655935,2.3417892339236244,4.184750556948134,-0.30477733402842977,0.5287312927055522,3.3549764701773115,0.4313905509197295,0.46366436269130207,2.796811959294472,-1.0695470974815482,-0.7350224760743613,-1.134717966365721,-0.18593043535053602,1.5573243637822893,0.8142519384139062,0.08369643117656629,-0.29713677624153717,-1.3494906468808785,-0.6709968544264417,3.819600050119567,-0.0333520980768929,-1.0707509951433896,-0.151920005052757,-0.9117578678680317,0.3303479253171213,0.07181842131934696,-0.34807286608808946,0.09100205040234872,-0.9361056176150584,-1.1875731927246276,-1.3482771341023827,1.0170807838363363,1.0995433014364315,-1.6776561945828143,1.347180640820714,-1.5708973511162059,
