,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Jungle area (% of total land area),"Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),"Expected years of education, female (galactic years)","Expected years of education, male (galactic years)",Renewable energy consumption (% of total final energy consumption),Rural population with access to electricity (%),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),Current health expenditure (% of GGP),Private galaxy capital flows (% of GGP),y
1869,1000000,-0.1485392249305849,-0.49944182476534593,0.12302665422825362,0.2201929787367369,0.3546702080816512,0.6531545896979796,0.4885021971624088,0.9177948738221632,-0.44519712523474736,0.18609366718570441,0.5145350211461652,1.6540773544105871,0.353400241909497,0.41809351598959804,-0.42109649838578755,0.051440557880782785,1.5297091499533515,0.43395392980094144,-0.6993468115951313,0.2780081769361796,-1.102448934641742,-0.21718313521561133,1.065793706645226,-0.8802817015166514,0.17694538936320534,0.440823724524503,-0.5348406102120488,0.289885886169624,0.9787641886444589,0.7419293596846792,1.9107748568348426,-0.8826513073592546,0.8989116654855185,0.5247535626749603,0.37165298110238437,-0.12357296526687267,-0.48937770369854405,0.7157052298986553,-0.03991024234415088,0.05089131249289314
2127,1001000,-0.26494358900680354,0.18559969838322365,-0.1002732965425629,0.3072678365234687,0.12557520676170286,0.5802940276285217,0.15078283485229754,0.5216888302224543,-0.7297143213565657,-0.3052448626461961,0.2621567250182704,1.6540773544105871,0.2599061274639363,0.4411823372039861,-0.21314271164275225,0.04493902940230872,1.4493985495479713,0.25820632588500386,-0.6060810394010309,0.25036479317577653,-0.8666730450645566,-0.41591897619027535,0.9511106776967588,-0.8491954877286311,0.17694538936320534,0.440823724524503,-0.6537369191552671,0.289885886169624,0.9787641886444589,0.7419293596846792,1.9107748568348426,-0.8826513073592546,0.8989116654855185,0.4104209169639864,0.37165298110238437,-0.038682127886627164,-0.48937770369854405,0.809623607150736,-0.03991024234415088,0.04859021999919056
2259,1002001,0.20623728238049802,-0.18484075570114877,0.27879459338029455,0.22226372897201874,0.713505071963272,0.3208157993571837,0.13537685044047545,0.2734622531789677,-0.3875291132559281,0.07216524678547505,0.11673054877781873,1.6540773544105871,0.2599061274639363,0.4411823372039861,-0.21314271164275225,0.04493902940230872,1.4493985495479713,0.25820632588500386,-0.6060810394010309,0.25036479317577653,-0.8666730450645566,-0.41591897619027535,0.9511106776967588,-0.9138524014713895,0.17694538936320534,0.440823724524503,-0.6537369191552671,0.289885886169624,0.9787641886444589,0.7419293596846792,1.9107748568348426,-0.8826513073592546,0.8989116654855185,0.4104209169639864,0.37165298110238437,-0.038682127886627164,-0.48937770369854405,0.809623607150736,-0.03991024234415088,0.048283010593180735
2505,1003002,-0.07697232540944729,0.035785548089253556,0.10499085310177131,0.0566795457106829,0.27519991418945733,0.7442802418102182,0.4535956360906549,0.9197619642988399,-0.5484032823155481,0.37725003534563417,0.5359424254431201,1.6540773544105871,0.026158541796350052,0.3825674920208824,-0.02682107526107769,0.04088776017379634,1.2612110258336435,0.11057847876209195,-0.3643977558451429,0.2717212449762151,-0.43885527517903156,-0.7054251599732636,0.8556070134224452,-1.045744423342332,0.17694538936320534,0.440823724524503,-0.9212884829009372,0.289885886169624,0.9787641886444589,0.7419293596846792,1.9107748568348426,-0.8826513073592546,0.8989116654855185,0.3336190230094841,0.37165298110238437,0.028675735577394584,-0.48937770369854405,0.9324793724031163,-0.03991024234415088,0.04790973658835085
2666,1004004,0.06823125534535199,-0.4147762643187288,0.1600117633091523,0.4478857984625826,0.6801248077871633,0.9577062813974735,0.0872210496469981,0.229934012025373,-0.5663307290661772,-0.3439909084089269,0.3571591940862091,1.6540773544105871,0.026158541796350052,0.36646113810682424,-0.02956911371854818,0.030903588151792737,1.2612110258336435,0.1201965447583132,-0.38007507343686375,0.2717212449762151,-0.43885527517903156,-0.7054251599732636,0.8556070134224452,-1.025173676964507,0.17694538936320534,0.440823724524503,-0.9224066289077116,0.289885886169624,0.9787641886444589,0.7419293596846792,1.9107748568348426,-0.8826513073592546,0.8989116654855185,0.3336190230094841,0.37165298110238437,0.028675735577394584,-0.48937770369854405,0.9324793724031163,-0.03991024234415088,0.04772743651227418
2809,1005006,0.027919176257939847,0.008819331541026716,0.25763993222661713,0.3657455670801331,0.2701844628817525,0.4421870587114861,0.8593709077690243,0.3610024111843341,-0.43267289395281433,-0.1809059241003658,0.5894202262491451,1.8914455720650496,-0.05239287764701756,0.39256063780411843,0.1526793247330969,0.06774540867499718,1.1442901782443795,-0.1592974659559614,-0.3110522870733462,0.34474708881255034,-0.2797224540926555,-0.9790415135918966,0.8005057503276878,-1.2401030180767267,0.17694538936320534,0.440823724524503,-1.0350844083999624,0.125171323978768,0.9787641886444589,0.7419293596846792,2.2430700751557,-0.8627533682221766,0.8989116654855185,0.28129676590071706,-0.019439959581043827,0.06353221102207665,-0.7782002601240279,0.9138596899831392,-0.20126308835760554,0.047416588344124766
2992,1006009,0.08502986777020308,-0.03902947602616643,-0.3985278811793104,0.2723382790330253,0.5180543195750354,0.7521951709231499,0.33029049711030367,0.7256379705059044,-0.09518491222172543,0.3748597145361799,0.5012763967049909,1.3873755810339503,-0.03741151290941755,0.31975275774534717,0.24581803126842383,-0.00887302184318067,1.2615699158044176,0.5336913038534613,-0.3170884267174989,0.22787417853222144,-0.32456899410999296,-0.7755896829450155,0.7504963507088606,-0.9313873356414512,0.17694538936320534,0.440823724524503,-0.9595785607371744,0.289885886169624,0.9787641886444589,0.7419293596846792,1.9107748568348426,-0.8826513073592546,0.8989116654855185,0.315296900658331,0.37165298110238437,0.19334452131975552,-0.48937770369854405,1.042736065812836,-0.03991024234415088,0.04538953242891053
3119,1007012,0.20023676871841256,-0.06550517187092388,-0.05793428593287385,0.11764867912572152,0.6391867628856868,0.9609861141564431,0.3330801483882241,0.7509658091795929,-0.6864965221530204,-0.12137136708198584,0.2438591874208671,1.9263094394377345,0.015122638968659239,0.31975275774534717,0.24581803126842383,-0.017142307020137127,1.2529644221067056,0.5174896301385604,-0.3170884267174989,0.2167897511064312,-0.32456899410999296,-0.7346526021367511,0.7365364168438608,-0.8912523011907125,0.17694538936320534,0.440823724524503,-0.9595785607371744,0.289885886169624,0.9787641886444589,0.7419293596846792,1.9107748568348426,-0.8826513073592546,0.8989116654855185,0.2769288056154469,0.37165298110238437,0.18141129598912642,-0.48937770369854405,1.042736065812836,-0.03991024234415088,0.04510550529243906
3234,1008016,0.220317343475631,0.179083617742941,0.5900746835160218,0.4482397091448442,0.7364824922812553,0.5945236285012295,0.16192158900854217,0.49180477443142967,-0.2142770175887844,0.1991285719306604,0.45545363100731023,1.0412218387546572,-0.08853367400230815,0.1820871662025258,0.31212105784944955,-0.07836364772806421,1.4114491977121997,2.1294751725216416,-0.08168770199514656,-0.1448122305245228,-0.4173999042801665,-0.4192407213965219,0.5425189365980603,-0.4755487063015292,0.17694538936320534,0.440823724524503,-0.8694001470716706,0.5570258378647698,0.9787641886444589,0.7419293596846792,0.9282349352883256,-1.0195437103992164,0.8989116654855185,0.3150532320315931,0.37165298110238437,0.2671138348359603,-0.2274726113278068,1.3195010784024828,0.2095644362928973,0.044800489372381236
3292,1009020,0.24364153016649634,0.16949733680786774,-0.0021183592803479573,-0.0047604610345146825,0.2883312556691253,1.302609358735187,-0.06282079327045015,0.7747868988924482,-0.21350644651122708,0.24367145622920852,0.5771611104483308,-0.31453073762231193,0.013986228411449357,0.09459928018290921,0.25971397354790166,-0.14502945266287648,1.4826151154236058,2.1978515720885046,-0.18704275496208353,-0.1272766568717943,-0.3914811548179257,-0.1303901768612041,0.5794874920751102,-0.37973496021762687,0.17694538936320534,0.440823724524503,-0.7165760500127801,0.5451377628670552,0.9787641886444589,0.7419293596846792,0.6640826451154378,-0.7668648306379435,0.8989116654855185,0.31875152947116414,0.37165298110238437,0.31439778045006345,-0.07954485121326804,1.43680165201455,0.24487867600599306,0.044614962086523824
3416,1010025,0.27315130973022755,0.19211525485991066,0.05055271297009079,-0.12265908285891237,0.48680561428878516,0.9569409866894895,0.6705037025367946,1.2199340967081838,0.1601246533491624,-0.13350899210221168,-0.08417556879257508,0.3116152787130009,-0.231110658631444,0.10575732208990712,0.3894758482367603,-0.09336338266165306,1.5405021172581164,3.0646736188102,0.12492159611798805,-0.4770755967123456,-0.5007484306883065,-0.22806084516277825,0.3595569315872311,-0.33639955092632806,-0.008240608529302397,0.5565948284803258,-0.7845888148846732,0.7323075778313721,0.9787641886444589,0.7419293596846792,0.48853450096548917,-1.3892626106835688,0.8989116654855185,0.3720692097486837,1.3068198656684817,0.2890652079874291,-0.12343752919718481,1.542871082232336,0.422423608235015,0.04438398722928394
3470,1011030,0.20153815186386517,0.15482549720244315,0.47214499159644546,0.035900295699593326,0.18861295246676768,1.1272405508466363,0.18991731861522052,0.7655655338141207,-0.2663901336049368,0.017878229779529745,0.7301127598463594,0.5402402400369772,0.2680841643816051,0.05606876849790056,0.18423960077244708,-0.34454659590109415,1.4828958446634677,0.24844415114261248,-1.0233500457942428,0.5418524346100039,-0.4010785913979748,-0.8992484870282287,1.1643839728414074,-0.6719458074174058,0.5303712731381973,0.09179050024171624,-0.6548763980245154,0.05912646288035501,0.9787641886444589,0.7419293596846792,0.7987327762519034,0.10482929719165078,0.8989116654855185,0.43982261490359775,1.3068198656684817,0.5609366271622992,0.056693679353756445,1.1747070328378422,-0.036791985193083784,0.03540268155775728
4190,1015056,-0.09893100169487588,0.18798797079077298,0.3752711918221293,0.3501560580475551,0.34463544773565047,1.0752093195216614,0.9056942074561964,0.6574210428079276,-0.6685838047089658,0.23045830927929897,0.6212976948161785,-0.30526346851001956,0.7524091234434752,0.6158332597528542,-0.05814045666654726,-0.22446721364074787,1.4359310900782984,-0.6378982134838486,0.31493371350739524,0.30354685586440355,0.03714795704168772,1.2814593546772246,0.4186373593741815,-0.36347532994919723,0.7760713023643988,0.5442241832832995,-0.19204529564216494,-0.17117350842581017,1.1975376388133274,1.1022082759291378,0.7504635298880735,0.11705552784787791,0.8989116654855185,0.6708320232330373,1.1133313010261916,0.0259240578267597,0.7595483676858912,1.1109424953371756,-0.18118174612654012,
4231,1016064,-0.006407230904328085,-0.0544984665609179,0.7089592364126811,0.6099780820318228,0.39617050933901493,0.9838377987382705,0.3810793940884904,0.4823523948827299,-0.4559057954186726,0.27157277103198196,0.6676239957345346,0.3504206147571972,-0.16551797635746188,0.3383423748066549,0.07877966372203757,-0.5571350798951592,1.6133217513179354,-0.5235690003360304,-0.9880892536921515,0.08551691360438099,-0.431212952262201,1.073315529774943,0.6059677397056251,-0.1462994279555381,0.3177958264677098,0.6823367604543012,-0.35588843475161036,0.5367524307222975,0.6538979423968081,1.0816145663808225,0.5338669799045644,-0.27146527040077645,0.8989116654855177,-0.8260752009352083,1.1133313010261916,-0.2148959717801923,0.5987671891656428,1.77723589185634,-1.2213335405290013,
4275,1012036,0.09187388197734625,-0.08618666063130978,0.28757073354713975,0.3395321223897966,0.5022019808486945,0.7201055496780353,0.7082911622133842,0.6145991729724959,-0.17681697939363172,0.0053251038952844935,0.35140158412688915,0.29690721450913937,1.2289694398774433,0.775497187874797,-0.4155759047374722,-0.3620237009670392,1.3145718075105521,0.028912086928418658,-0.38132952583755214,0.09326771983967533,0.17363486021826166,1.8296709051976094,0.7167953600202311,-0.21136446067100678,0.42141437006696475,0.45114319901641126,-0.49538426478721986,-0.1322549793005174,0.9787641886444589,0.7419293596846792,0.6944433669968141,-0.009197368774590788,0.8989116654855185,-0.03047712750991091,1.3068198656684817,-0.059292588973877944,0.027279316960476654,1.543568012944096,-0.11127445628988253,
4517,1014049,0.482747035476243,0.16326452665469282,0.6488951128928696,0.17725674483420775,1.3058712943899498,0.8557688698500576,0.2747065827914919,1.0649485060043298,-0.30228533546141345,0.2353266585855813,0.3099121095535956,0.7596705299275968,-1.0061631335226182,0.7212756447090951,-0.17400550620792296,-0.4426076558753016,1.6786428212120788,0.30331006078195133,-0.8369403710647599,0.4161014209633359,0.38034937744737884,1.88627576672155,1.0396954798274676,-0.5137540850708893,0.3239182048569219,0.1417485730594734,-0.6479493643978191,0.062483179046558916,0.937608212883111,0.5300484571137766,1.4053999029206885,-0.30407604195034216,0.8989116654855185,-0.18462866892301952,1.0641363439923819,-0.16969104359021495,0.3054316545329643,1.5006569258422302,-0.3332665443758991,
4546,1013042,0.5326851412463962,0.16588961629007462,0.5379209120492516,0.21394977638810875,1.2103947000900217,0.9208459403808892,0.820546118427747,0.977755499080733,-0.5188823141110103,0.3479334730007732,0.116737269316886,0.11601658468524426,-0.3448625124792901,0.4443905092695429,-0.07621666988341172,-0.12490051800503113,1.1988242708586243,-0.530222467863524,-0.0781048659444762,-0.10724137175081382,-0.22871290859577878,0.30786165488166245,1.415458571901193,-0.4729612316421398,0.09504274405899502,0.5735608719091955,-0.7975646736281208,0.2807659058827284,0.9666962438644405,0.861112367380811,0.256809217731825,0.2344923193618443,0.8989116654855185,0.2720408810853685,1.484763658432141,-0.784514608091322,0.2952010383229214,1.7581136693694774,0.839740018592005,
