,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
1929,1000000,-2.0041678544289208,-1.8743624541752495,-1.1259649380591161,-0.8358895269649473,-1.21431479219575,-0.6415269222196195,-1.4993110414664244,-0.7177259835753763,0.8652686006566028,-2.0598114929535307,-1.2579589757318037,1.0432135756850935,1.1341246364452502,-0.10371244880471599,3.046610642976066,2.340578337987358,-0.2517929588039795,-0.10582400715759656,0.13599463068175277,-1.7166515307195473,-1.6572867616746347,0.33591241437107555,1.173268455361707,2.2388982512199984,-0.039552181651813394,0.15092390684267734,2.1425865844836394,0.4234512639948297,1.5920901327921428,1.0513739704763354,-0.08166570057997397,0.4322911625701903,0.19084387412688802,0.45397055894685545,-0.06374644724340067,-0.9753198212197072,2.7812503431107096,1.357844368820235,1.533490006786035,4.029621442664473,6.148819615755088,-0.7967568497836839,-0.4008986422717629,1.568127498902096,0.8972024436729343,-0.3768763003334894,6.192822906251808,-0.5501595151187715,-0.465041445287484,-1.3632860134696243,-1.6839384106669795,2.54677092232964,0.9604259542794644,-0.4184893943611048,0.17672547558266083,-1.5909343111547887,-0.9780307048282932,-0.48542336032522043,-0.49566106180950364,1.0145945311754214,-0.26871978381787875,-0.7116126850678798,0.11129800125600611,-2.171383485722205,1.105325459960647,-1.0739884899468926,-0.5547127249235301,-0.7639997537613643,-0.5351765107287607,-0.39850870531053845,-0.8906101873148451,-4.183918102026424,0.01340608488040345,0.4320860770403925,0.6299006022554533,0.04498834544697095
2123,1001000,-1.2903720989834861,-1.2867127906811229,-0.24139524460999692,-0.19359007885319318,-1.2551845080950492,-0.6923830482856763,-0.7023161885927275,-0.9866628066188536,0.9403041542005804,-1.7008433664218525,-0.9017849144743818,0.7809701101738075,0.9029883660859211,-0.09691866844856031,2.68694860164714,2.2449788169831133,-0.2911820083995799,0.10910063078033529,-0.05521336767867366,-1.5503473790841593,-1.6733347463789046,0.15619783099026652,1.1577576252778272,2.1330994129484617,-0.010323279258011953,0.300450656117413,1.8728716219426644,0.39873896640429607,1.3593931784049593,0.9492790311157667,-0.1465563514243874,0.361648789720897,0.24348113730141477,0.6468354993628193,-0.13527559546253987,-0.6807441610870503,2.639734069272709,1.3473215748465817,1.3207940823895108,3.914292583120428,5.478118453174443,-0.7564004786014302,-0.20164809733104522,0.6354551372778545,0.8208898805560172,-0.33133635752351576,5.494301794665453,-0.5501595151187715,-0.465041445287484,-1.2778639102684928,-1.5169743341082624,2.349474063530175,0.7987944868332404,-0.45910525506768324,0.06917936660034561,-1.5909343111547887,-0.8767344900226683,-0.48542336032522043,-0.49566106180950364,0.922825022116701,-0.26871978381787875,-0.7116126850678798,-0.0080570034228908,-0.0022458850584565716,1.3752002748933307,-1.0355630834871152,-0.48079175265681223,-0.7933282500704988,-0.5351765107287607,-0.39850870531053845,-0.8906101873148451,-3.3187719169025245,-0.029837252923128856,0.4320860770403925,0.6299006022554533,0.04276469189623777
2272,1002001,-1.4496230889887118,-1.528388095851192,-0.7702510808953197,-0.1218076585050125,-1.1835573318761035,-0.04740669015010547,-0.7090514052897975,-0.9038808372297549,1.1061560910226624,-1.6458676115616804,-0.7805288006930036,0.7809701101738075,0.9029883660859211,-0.09691866844856031,2.68694860164714,2.2075035746098717,-0.2911820083995799,0.10910063078033529,-0.05521336767867366,-1.5503473790841593,-1.6733347463789046,0.15619783099026652,1.1577576252778272,2.1330994129484617,-0.010323279258011953,0.300450656117413,1.8728716219426644,0.39873896640429607,1.3593931784049593,0.9492790311157667,-0.1465563514243874,0.361648789720897,0.24348113730141477,0.6468354993628193,-0.13527559546253987,-0.6807441610870503,2.58985297363669,1.3473215748465817,1.3207940823895108,3.914292583120428,5.478118453174443,-0.7564004786014302,-0.20164809733104522,0.6354551372778545,0.8208898805560172,-0.3014824008428044,5.494301794665453,-0.5501595151187715,-0.465041445287484,-1.2778639102684928,-1.5169743341082624,2.349474063530175,0.7913253500096187,-0.45910525506768324,0.06917936660034561,-1.5909343111547887,-0.8767344900226683,-0.48542336032522043,-0.49566106180950364,0.922825022116701,-0.26871978381787875,-0.7116126850678798,-0.0080570034228908,-0.0022458850584565716,1.3752002748933307,-1.0355630834871152,-0.48079175265681223,-0.7933282500704988,-0.5351765107287607,-0.39850870531053845,-0.8906101873148451,-3.3187719169025245,-0.029837252923128856,0.4320860770403925,0.6299006022554533,0.04247857673513433
2379,1003002,-1.285583625994162,-1.381612194781849,-0.7377089244308741,-0.2591936345972863,-0.9150887598357017,-0.5423913096119181,-0.4381979550967703,-1.018610209588862,0.38451668258117616,-1.839460249434318,-0.7760014246832388,0.391439445043971,0.9256332851158782,-0.08513309464279124,2.3862027234322962,1.8623242199314098,-0.33507935749545553,0.324778488219728,-0.17117541078183499,-1.21866620351378,-1.6367118358021586,-0.11934287053899487,1.1411710247544382,2.016307213077986,0.14516174900847814,0.3853341305975244,1.6409768095632835,0.22884877108481813,1.1196236833253201,0.7950568393673781,-0.221834201497879,0.15075960938653132,0.3884748730247246,0.7705067476944452,-0.1968310508957155,-0.16557717779429104,2.3932156698861076,1.256576711403087,0.9374683800640977,3.8137025341621755,4.5683266524051716,-0.7295784039594057,0.11012652949244352,-0.4217811369667048,0.6966468781034365,-0.2029188364473289,4.3549763390680445,-0.5501595151187715,-0.465041445287484,-1.1306825030957348,-1.1834852333254275,2.0668969424520096,0.6595231809599271,-0.5699726647757901,0.10268835489304058,-1.5909343111547887,-1.0262997980445945,-0.48542336032522043,-0.49566106180950364,0.8374449853472045,-0.26871978381787875,-0.7116126850678798,-0.14963449761416941,0.1778546724008952,1.7429561638451256,-1.0256888306458083,-0.3948923692565357,-0.8212127807733076,-0.5351765107287607,-0.39850870531053845,-0.8906101873148451,-2.299272506927025,-0.15051206583415194,0.4320860770403925,0.6299006022554533,0.04212359541236699
2693,1004004,-1.365888983809709,-1.637096186468354,-0.9138164672878953,-0.3899668530909997,-1.303989541523841,-0.4908805386771201,-1.0671766994161913,-0.6800975363554366,0.9417579441545,-1.7889965323339077,-0.7783737073306704,0.2313403097697718,1.0004118092710983,-0.08513309464279124,2.3262197937749916,1.8298942133473883,-0.33507935749545553,0.324778488219728,-0.16422942907007637,-1.2066159415982163,-1.6218751101849649,-0.11934287053899487,1.1381978310052905,2.011044386930686,0.1423034152824656,0.38171474992462123,1.5853148484992983,0.22884877108481813,1.1196236833253201,0.7950568393673781,-0.21974685869441174,0.15075960938653132,0.42996985408737187,0.7752027459549705,-0.15776568537888852,-0.16557717779429104,2.2961311477078463,1.256576711403087,0.9123327144224003,3.8137025341621755,4.496207607927422,-0.7295784039594057,0.12134943388492889,-0.4217811369667048,0.6966468781034365,-0.1611201088577594,4.295916226081881,-0.5501595151187715,-0.465041445287484,-1.1306825030957348,-1.1336670454562627,1.9975291859509867,0.6460539751331882,-0.5699726647757901,0.11337703813315653,-1.5909343111547887,-1.0262997980445945,-0.48542336032522043,-0.49566106180950364,0.8374449853472045,-0.26871978381787875,-0.7116126850678798,-0.15662072697179752,0.1778546724008952,1.7429561638451256,-1.0256888306458083,-0.3948923692565357,-0.8212127807733076,-0.5351765107287607,-0.39850870531053845,-0.8906101873148451,-2.299272506927025,-0.08533461159347407,0.4320860770403925,0.6299006022554533,0.04150377464213029
2726,1005006,-1.439486296625598,-1.2495568241432389,-0.23440682259636625,0.009964445326702624,-0.666048613177154,-0.6044047970596442,-0.9149115306649654,-0.7431883434791161,0.6249828773692676,-1.5907303677588616,-0.9378789541782243,0.11575961109024493,1.0283716583978042,-0.09115866317721405,2.3665616380408996,1.7116994724706065,-0.39214073840716357,0.4771087446804426,-0.20795627493758193,-1.0190974897719567,-1.8087012849767212,-0.2527857745374711,1.1625564676125226,1.9769378960085398,0.4421195850922208,0.41415915131312653,1.6159443094618595,0.12099617725882435,0.9272456190682075,0.6466840613070842,-0.256155485988502,0.0223073470431442,0.4441095875083157,0.9376198921230371,-0.2081986588512,0.1120094098482802,2.5335730358897095,1.3217122188712365,0.8357349901515281,3.8658157410052887,4.875333582045275,-0.7425250036702304,0.36956695548074814,-0.9546699303877618,0.5865949375414817,-0.1174984992927637,3.667148247911442,-0.5501595151187715,-0.465041445287484,-1.0075561516559401,-1.0207397582686386,1.8623542580946857,0.5727725158980189,-0.6956579186313723,0.056089423516963714,-1.4561338828808905,-1.1422100223920821,-0.48542336032522043,-0.49566106180950364,0.8205489930629285,-0.26871978381787875,-0.7116126850678798,-0.21046903099690012,0.1778546724008952,1.9047947837688965,-1.0465600098321513,-0.3020674796285983,-0.8220925260588832,-0.5351765107287607,-0.39850870531053845,-0.8906101873148451,-2.059960997910797,-0.31544915970968457,0.6796972434775158,0.6299006022554533,0.0411988868524158
3027,1006009,-1.1636999485229678,-1.4575080406955838,-0.2997978942337697,-0.17103974429793653,-0.9078170334568635,-0.33170313635928605,-0.5845360446747628,-0.9736642636283753,0.8671999607592257,-1.6681419418440084,-0.90182892930094,0.46117764268089745,1.2030914589642463,-0.058017663387721505,2.1134160310480956,1.5048201876755214,-0.43053027529953375,0.3338818936585061,-0.29668029692521247,-1.0510916659439629,-1.4091205819878727,-0.34103182702511814,1.1024691966596796,1.9594057565532272,0.0075930675167822925,0.5515928576735172,1.3251030919416622,0.2234546062279938,1.0340149686663085,0.8462736467985904,-0.2465649188640458,0.1990602602589647,0.6865806606224577,0.8595745810098104,-0.14435066416383072,0.0420702427119299,1.7506137883313704,1.1176828164570607,0.8270463044288894,3.1360295044048057,3.515456127669933,-0.6712720194905241,0.18248081437516428,-1.0174129811607509,0.7498420788467827,0.41726265964831655,4.071104962979862,-0.5501595151187715,-0.465041445287484,-0.9589738834816156,-0.9436292814921322,1.7715468475588694,0.5630776867345691,-0.46629693934064503,0.08547361175729865,-1.5909343111547887,-0.9218145881572639,-0.48542336032522043,-0.49566106180950364,0.7680997300110477,-0.26871978381787875,-0.7116126850678798,-0.287352535699098,0.1778546724008952,1.9345875122406035,-0.9501466392097516,-0.3816062558606019,-0.8455750065482082,-0.5351765107287607,-0.39850870531053845,-0.8906101873148451,-2.0420494179687605,0.07961476039203495,0.4320860770403925,0.6299006022554533,0.03874955570544725
3604,1013042,-0.643696485746711,-0.5087222443812587,0.028669001322977273,-0.12741697180663536,-0.10108451606943214,-0.44859490152607095,-0.7551428220139091,-0.5028778092878549,0.9071948256080039,-1.5173058279741807,-0.56036848512621,0.9307913154209925,-0.889561828320762,-0.10514664108473383,1.0887959365983857,1.1825335581400611,-0.10982915540784076,-1.2521179842893102,-1.0523142756564154,-1.0569038159122106,-0.9938827835519627,-0.5978802254548392,1.026403603820287,1.7038230891736033,0.2644051102544328,0.6033006899852077,-0.2597414258703774,0.6200130375029012,1.3403309842909354,1.222387759726633,-0.13202136441414886,0.6723050105022316,1.015291121884898,0.44896561950168706,-0.06514512470119165,0.15956963758529882,0.44865939905575075,0.6666247274715372,0.3526060793847865,1.701445238683033,3.092532126843261,-0.03198132509974784,0.12352295016837357,-0.9040349834606822,-0.09899508781289774,1.281182413653925,3.5892843983078944,-0.5501595151187715,-0.465041445287484,-0.7139123571310264,0.8360669419019742,1.5332876844850187,0.5688284255036195,-0.5361665388246424,-0.22038593593369657,-1.6929253754804228,-0.22820369286996273,-0.48542336032522043,-0.49566106180950364,0.9993971991754005,-0.06102688049489256,-0.7116126850678798,-0.10115986566404805,0.7899518141345222,1.298610757664886,-0.5024567799308628,-0.462326636522416,-1.2417677307710309,-0.5351765107287607,-0.39850870531053845,-0.8906101873148451,-2.1102601668663796,-0.035808709344566696,0.15332095824373582,0.6299006022554533,0.020578219211250248
3714,1014049,-0.7641300839398998,-1.0287090045761977,-0.025426181512954622,0.3935360651327205,-0.23830481474091242,-0.38358689239760363,-0.5188947255410123,-0.09686299661363279,0.9078417530597115,-1.4496870988031392,-0.7452093413704284,-0.049303646923135026,0.21626570267063144,0.1572987645997008,1.1089140379899975,0.9724784430643982,-0.4930784174304605,-1.475499285169795,-0.25332636204308634,-0.8595819221952757,-0.7140579352674677,-0.35043078774641734,0.5317640715873603,1.4364776273853337,-0.5636625460982467,0.990342570566077,0.4483236847754986,0.9208003419742707,0.8907375472085673,0.9459407714495397,-0.09608216404995333,0.6192076004544204,1.2408516516126895,0.3809709170685851,-0.12277603552762113,-0.6103004449452868,0.38236729931054364,0.6057594476166611,0.01771722428496852,2.2713957448520916,2.777210158880403,-0.1627203345200325,1.0547576265953542,-0.2877739086050562,0.28727316535953407,1.7533499968189687,1.9582263732211918,-0.6347692326471152,-0.5145782326640209,-0.6753571233306591,0.43117662190633976,0.9993928914809622,0.5930318139965909,-0.17702219037490988,-0.14929683173985392,-1.4883711770109083,-0.047329372233484365,-0.5614595649348084,-0.5932637459542479,0.18874919270644702,-0.23018920715984104,-0.7940918853454568,0.0707060584005019,0.4737526252906201,1.8296620857315757,-0.7373967988216567,-0.5396828021107669,-0.9624883952187633,-0.5452249842702972,-0.3701907350337296,-0.8694230552386221,-1.4810338462009112,1.0410692471745204,-0.2978400745504803,0.6400293335190089,0.021611470407909672
3868,1007012,-1.5930095012626082,-1.3788200412162706,-0.37241033318686523,0.012287359065961904,-0.7787725100412506,-0.09260674941806142,-0.524617801020805,-0.8350729060317615,0.8601738217582722,-1.466849144179611,-0.9454846454824405,0.31501443112909383,1.2030914589642463,-0.058017663387721505,2.1134160310480956,1.4748664917704561,-0.4405052990489739,0.3338818936585061,-0.29668029692521247,-1.0510916659439629,-1.3823071056294924,-0.45032231756704677,1.095653032736912,1.9522189874164664,0.01367221335490721,0.5690372826377288,1.2332806369254197,0.2236510733641922,1.0130012036863507,0.8342067539898657,-0.25337182660305546,0.20386053721760555,0.6865806606224577,0.8575250418827494,-0.14440661126214235,0.0420702427119299,1.7506137883313704,1.1176828164570607,0.8050167332521309,3.0832701641537232,3.451672629256167,-0.6712720194905241,0.20522762413711837,-1.074601688618842,0.7125696068394959,0.47825100667351605,3.9080554676807866,-0.5501595151187715,-0.465041445287484,-0.9318650546359089,-0.8021646723383334,1.7442846876904543,0.5531702750494145,-0.4545788900711758,0.0824058950154474,-1.5909343111547887,-0.9148401906415422,-0.48542336032522043,-0.49566106180950364,0.7610850083344508,-0.26871978381787875,-0.7116126850678798,-0.3015583237482638,0.1778546724008952,1.9387545097656196,-0.9376240731296209,-0.38422607143302834,-0.851729490075448,-0.5351765107287607,-0.39850870531053845,-0.8906101873148451,-2.0420494179687605,0.07961476039203495,0.4320860770403925,0.6299006022554533,
3892,1010025,-1.2483878578357652,-0.9645893214295111,0.24931144740603967,-0.03405879003353849,-0.42485424775866365,-0.9293867025052244,-0.8095653063417498,-0.805527398583144,0.9621538675300562,-1.386195813694222,-0.6786112151228124,0.7648063721938031,2.285374104756258,0.14072694794013454,1.7736221080193593,1.176670185468759,-0.34552543012593506,-0.14421105629882042,-0.5443682872267995,-1.1424032624546374,-0.9763661244075436,-0.6451931357364329,1.0003896158048697,2.0662189228753283,-0.8096677087067549,0.8333891653791647,0.5362439637549343,0.29215685531074603,1.135325786768182,1.3748219735271205,-0.257123662100945,0.6599043958337613,1.244515211278021,0.8174287579030699,0.0480453962154144,-0.09583524247989807,0.5425984757159568,0.7186960733883292,0.7734773461754654,1.41634565831311,0.3893080327291958,-0.4857867765863739,-0.2680682381217383,-1.5595248437920004,1.4048903051071606,1.7591953324663476,4.677596404428883,-0.5501595151187715,-0.465041445287484,-0.8569187010383704,-0.7154695439630081,1.727004728587963,0.7089846094973326,0.02945158127594695,0.3674895921756782,-1.8684950098856896,-0.5722759189388352,-0.48542336032522043,-0.49566106180950364,0.6702806215964884,-0.05453093880016475,-0.7116126850678798,-0.6022134763658903,-0.11910520096093727,2.266461829438518,-0.6961107481910397,-0.48996051600596285,-0.8127039170072371,-0.5351765107287607,-0.39850870531053845,-0.8906101873148451,-1.958453847876511,0.7043866938585273,-0.5201085834763922,0.6299006022554533,
3911,1008016,-1.142302150118722,-0.8395433704076559,-0.34392978297691207,0.10401720779903392,-0.8781537136296697,-0.5182944640755192,-0.7695557366905862,-0.6068430445047391,1.1535907775783658,-1.333295329847043,-1.0275022090678507,0.9228501605866613,1.7058924375076279,0.06256285439329984,1.8406638472381855,1.3464594628900122,-0.42652070656460517,-0.004171512391369405,-0.4312451018408995,-1.1053462059243415,-1.1159598542473548,-0.5994371148226524,1.0275429549776975,1.9843601570885105,-0.41193546653674445,0.7870368899520688,0.7798064917285111,0.2989617717070375,1.09623327076634,1.1837129518554825,-0.2537203700035348,0.5099071206371015,1.0547672475565222,0.8214677016167593,-0.016284583728835247,-0.041067618219341406,0.9542239642618692,0.86441603535424,0.7664169939869716,2.1034821310768503,1.298380365584451,-0.5583071995736267,-0.020713327926533624,-1.3044465557124525,1.0235218465144538,1.1538607861067962,4.312234730287759,-0.5501595151187715,-0.465041445287484,-0.8716100743888808,-0.6556349694716301,1.6982658476581687,0.6131035962331122,-0.17903728010639428,0.2007379591057589,-1.7558787619567084,-0.6754678671911782,-0.48542336032522043,-0.49566106180950364,0.6724392832611802,-0.26871978381787875,-0.7116126850678798,-0.481760768617999,0.1778546724008952,2.0689546462066826,-0.7694084275418875,-0.4631411467115212,-0.8477862742737566,-0.5351765107287607,-0.39850870531053845,-0.8906101873148451,-1.9933259859523043,0.6099294042475052,-0.11982460335840521,0.6299006022554533,
3918,1009020,-1.0827326494804894,-1.2676913732445656,0.051601894393187374,-0.3294106199583597,-0.6893259104977478,-0.42962912468553177,-0.4310299539103242,-0.3166542032966915,0.8169427635271094,-1.9134268621417991,-0.5662639430319247,2.240869579934929,1.3156118573245335,0.06418524941357108,1.7433817725490548,1.1708456204254236,-0.49896893256090347,-0.1594501536798875,-0.4147246043128986,-1.0937626575170092,-0.9883496534169673,-0.7663676957610209,0.9948943223495896,1.8732194493602523,-0.6458913726276799,0.79624323104412,0.41526369194342616,0.3749092957804631,1.1721210003040001,1.252093491880247,-0.24170905518821265,0.6273452172146918,1.1298994123410036,0.7215452705222603,0.10690678708048873,-0.10625108259650096,0.2833824483666434,0.6736946421107575,0.6987927615362085,1.471067349798006,0.8044586964425687,-0.3127829426806513,-0.016353057258014864,-1.2322352154174203,0.936739720245391,1.5899715551154603,4.402587653690224,-0.5501595151187715,-0.465041445287484,-0.8431031456274362,-0.4820045522475042,1.533012955691962,0.5691084314369477,-0.12574533317437941,0.12503258628998792,-1.7703516470761513,-0.491279785145829,-0.48542336032522043,-0.49566106180950364,0.6134265373976409,-0.26871978381787875,-0.7116126850678798,-0.47030103808231105,0.1778546724008952,2.004225992699566,-0.7358141441780144,-0.4947691909957338,-0.9100973152759493,-0.5351765107287607,-0.39850870531053845,-0.8906101873148451,-2.02047887268992,0.8463427994116488,-0.2438084861055645,0.6299006022554533,
3941,1011030,-0.8847495454313318,-1.058209203908716,-0.4406773526932117,-0.024092546337747725,-0.40133279115050835,-0.31489402551573825,-0.5942324882147013,-0.41705706002193815,0.4715349329183099,-1.4464332042247665,-0.4525009838428142,0.375657030153486,-0.24438756200740763,-0.14066738804325413,1.659552143846581,1.1971766113022788,-0.7546287237575132,0.07514589682427146,-0.099933379215927,-1.0802060034008711,-1.0192000888106862,0.04362564124751717,0.9811751752341452,1.5719455051213729,-0.4877884146183376,0.6443176786144048,0.37639710170277135,0.6514366228237143,1.278929650412696,1.024630317630668,-0.17771744703193315,0.7293545013267416,0.7643006129376284,0.6724582524622369,0.3466948039920802,-0.1386962223715639,-0.3409673334445651,0.4420901768971995,0.5413487478641237,1.4459902278795513,1.7883231499085088,-0.11652242105491986,0.3968186471589904,-0.40387895380882227,0.09149625128128755,1.6102630112578125,4.043618762088397,-0.5501595151187715,-0.465041445287484,-0.8626220336947137,0.07019885390776041,1.2396971970193893,0.33181614611898186,-0.6316381982025822,-0.36937855140614284,-1.6578483854281054,-0.18337170711485282,-0.48542336032522043,-0.49566106180950364,0.31792548834471723,-0.8618068121939673,-0.7116126850678798,0.7098223411099573,1.099965840577098,1.8321318766750658,-1.075656335702584,-0.4731769353849378,-1.0888632445999187,-0.5351765107287607,-0.39850870531053845,-0.8906101873148451,-2.4500849248627445,1.3732179486056328,0.3218404132580558,0.6299006022554533,
3949,1015056,-0.8406950058673996,-0.813332102972715,-0.258631095425531,0.16291136200015824,-0.3540381556465931,-0.11183881335770152,-0.27650859827186786,-0.0910335883683624,0.3653524549905917,-1.686031210388526,-1.1801857064416628,0.7433393756434973,-1.7766768042689969,0.23889355794798584,0.5530041599382118,1.0483338608290507,-0.3336396112735575,-0.0813076755572714,-0.13860980706505696,-0.5461615428273314,-0.903762943367473,-0.37943053642225794,1.0160498602011483,1.3625630119861134,-0.48980555495833433,0.24397146863358052,0.3897346473919857,0.6751038421015332,1.1460444705299804,0.8645973780684948,-0.2835080792158409,0.8249177691660879,0.919743700002317,0.36210072537194216,0.7153434108534242,0.8801136949261943,0.6043265718919826,0.7120846311427156,0.9080052164656792,2.2877561391329113,3.165130618973719,-0.5961017885326442,-0.34395575502844106,1.4104872244564495,-0.19941116544830606,1.590725367461536,0.71037494766989,-0.38004519740428083,-0.2894110173161246,-0.8378392268900149,0.5394867225311148,1.088249997158567,0.8423843192072025,-0.18254419409129793,-0.6262832034811889,-1.5091022593475512,-0.23401590512129716,-0.323846425529847,-0.2533612366535813,0.9051956500994345,-0.17442433935876858,-0.5741493721573715,0.11565469909719477,0.3813313204773207,1.5837866998081962,-0.26408017956282726,-0.431173910533537,-0.9797860817474968,-0.5546142027135682,-0.4726784386415792,-0.9726292621973903,-1.0095190554183635,0.12516756458631872,-0.9111162484803087,0.6133656121981599,
4003,1016064,-0.6334591190268278,-1.248619799755786,-0.0826821139288216,-0.08240029954530524,0.06382900701794934,-0.3447712009001823,-0.3378241650882064,-0.41223830127463784,0.7258786839035439,-1.336909680800596,-0.6840539678106519,0.5088665538155872,-0.2459842836778452,0.22662389996343893,1.0672504234674989,0.5324389418512578,-1.0235236097162455,0.14137270194904536,0.07761137775937059,-0.8482573512132535,-1.110344756204305,-0.63055211480816,1.0379189119191516,1.515501193468786,0.9283722938747065,0.9885874244658308,0.04867406887671682,0.714790896316678,1.5175834060270295,1.4367453304973161,-0.29499578622883155,0.7388039307864613,1.1027392656910362,0.1987390456928939,0.26183350953837337,1.0804689781542536,0.07848621327220665,0.8364188783880883,0.2370298692907218,2.807584205317636,3.1650427176256586,-0.4547252769202413,-1.6872551503607423,-0.31750027732640296,-0.6901034368753582,1.6637596406584694,0.8195099551319688,-0.3025945411383596,-0.19304116732643636,-0.0016873176412233028,0.6504573243080033,1.1185366289827963,0.7808502513937375,0.07543225539558024,-0.5144821344555845,-1.4448392776658272,-0.5413153710523526,-0.41842641850412265,-0.532514207440313,0.17508083306125488,-0.6742626897310543,-0.2992086001381812,0.5300217790933532,0.4737526252906201,1.5965214507225223,-0.531346661207828,-0.18847411091230395,-0.4130056911856222,-0.34332329095269004,-0.24877369475642055,-0.07106793379195664,-1.4401218317564142,-0.050271993928794584,0.2274074199228823,0.48022114751226486,
4006,1012036,-0.6204935801444934,-1.0291540993714743,-0.2577095980311753,0.11099782849770509,0.36073550743894023,-0.48064601169201626,-0.10253477551823427,-0.5237399354794168,0.6443431196576485,-1.0251355121756,-1.0803227733886323,0.3019457961058777,-0.5269542159210371,0.06790452013674646,1.0375053745559542,0.8428935427341078,-0.57215045423805,-0.9049800665596794,-0.13809166858912697,-0.5461832387019081,-0.9869498527151361,-2.3963498491771364,0.832460259223339,1.8795597943819415,-0.2236050763381286,0.587034530947969,-0.04620815597444991,0.42836294239979067,1.2418607164595126,0.6641947556330621,-0.42201108753045735,0.837118298632114,1.361840630832406,0.35149360259380263,0.09711829716549807,-0.36364991055364276,0.13523698518041674,0.9517875976543579,0.4320114479480984,1.391654430110331,2.959644695066763,0.2601728327457145,0.7364418458259426,-1.291307874002472,-0.03460935650923154,1.0144823369390892,3.418354777746927,-0.5501595151187715,-0.465041445287484,-0.6572182275228919,0.5926741418935125,1.1836629289088851,0.465055370021733,-0.12553816262437378,0.10003255703637978,-1.2128125032253136,-0.6293108290422085,-0.48542336032522043,-0.49566106180950364,0.6638584473455756,-0.510258864264953,-0.7116126850678798,-0.5989914012022802,0.6898645098468702,1.3136753362114362,-0.44786018594035815,-0.6857035035448549,-1.071723930123358,-0.5351765107287607,-0.39850870531053845,-0.8906101873148451,-1.6022199473165122,0.24030180420395097,-0.3131303116500888,0.6299006022554533,
