,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)","Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
1848,1000000,-0.5905995846820002,-0.047077525141495276,0.27242443291930807,0.3920544865025532,0.18286278463326008,0.7755723742661439,0.10032537396967806,0.06970088055963432,0.20483034047109874,0.6219293011050762,0.061289885462658296,0.4497348417582072,-0.021039958243002647,-0.2300512535352409,0.3697927326903113,-0.17300240481397583,-0.40393468285520046,1.253902681157943,-0.12720154814260679,-0.7516292031272802,-0.09277910498094209,0.16095153103824605,-0.10267052191577411,-0.40503981118443216,0.2425798649883325,-0.15436830506207552,0.44283349761321106,-0.536247384728797,-1.0466776308334822,-0.47577565885503786,0.3514083871393158,-0.08951169853466044,0.7482325630716727,-0.6572744608417733,0.8578175244435507,-0.24407982286935717,0.2710391882662873,0.31289040358828785,0.3600445756108365,0.29446653712473886,-0.26731584939184877,-0.26668269044213094,-1.0021763411843374,-0.7000343404178548,0.4266725817839295,0.16799082645813154,-0.07636033989572746,0.3511190912039102,0.11928117475384704,0.12699518437113985,0.38183151223484757,-0.9010895678230532,-0.3057253000397445,-0.44793663377099446,-0.20358343714365587,-0.47340656138593906,-0.12359927362600084,-0.6251522631996371,0.4171838201267059,-1.933376811306853,0.039334305787646844,0.3925816413353085,-0.7051896621233688,-0.6968596061763527,-0.4433457567000961,-0.4788006357625475,0.2074936865993058,-0.40368990483126727,0.13390771833303683,-0.19539301567791287,1.4421545288319766,0.6483950066220057,0.051294555375992576,0.06602565181112696
2025,1001000,0.00285428632523829,0.06921200445846495,0.20879270779997575,-0.02291181961556319,0.29953302827999795,0.6262605841037898,-0.018433448962211805,0.09946557260660813,-0.1518123720609552,0.112429355979805,-0.07635202445059683,0.564262678263555,-0.015180217086879133,-0.10644252383355494,0.13056125391126208,-0.18239516513662782,-0.3373752179348749,1.006968638107075,-0.2809775331925723,-0.4980235388088705,-0.42988053423318695,0.1355705690295831,-0.1136259511465724,-0.22244816057750627,0.1965360243455773,-0.19695545529494354,0.4743795541720732,-0.561240382501065,-0.9175860667388843,-0.4259454670003717,0.3449235715714507,-0.03528594796391526,0.7044813212466284,-0.6791194106456879,1.0325567531847881,-0.29270446252329907,0.3720840766806277,0.30731340165148086,0.15636686981884104,0.04730639918853297,-0.256847148664636,-0.1484280998483875,-0.8746003693287361,-0.6529753388514223,0.22690694928932367,0.22414835297278876,-0.06399806514269259,0.4719993441463523,0.22820286029446119,-0.17417497405922205,0.4182861086119646,-0.46222489950775336,-0.08259920231098475,-0.3370709335128593,0.18993293046735218,-0.2804591095324881,-0.21860443466103896,-0.273808186159441,0.3223175808486115,-1.3476030217827546,0.3030083711037977,0.15030500794319288,-0.6650761482552149,-0.47723810151613477,-0.5140156537108586,-0.5181376418592691,0.18954585299365218,-0.30598960831048394,0.09653412417683917,-0.12031989045591299,1.094478804600926,0.6483950066220057,-0.02235904385689396,0.06442309875448182
2244,1002001,-0.23757179115959692,-0.5577602161591498,0.010893160864923875,-0.030137266973385576,0.058292266006389454,0.8690006770679225,0.17300404141109899,0.08910002858337653,-0.5545221708988737,0.4221986331676284,-0.15808150857131922,0.564262678263555,-0.015180217086879133,-0.10644252383355494,0.13056125391126208,-0.18239516513662782,-0.3373752179348749,1.006968638107075,-0.2809775331925723,-0.4980235388088705,-0.42988053423318695,0.1355705690295831,-0.1136259511465724,-0.22244816057750627,0.1965360243455773,-0.19695545529494354,0.4743795541720732,-0.561240382501065,-0.9175860667388843,-0.4132880791871632,0.3449235715714507,-0.03528594796391526,0.7044813212466284,-0.6791194106456879,1.0325567531847881,-0.29270446252329907,0.3720840766806277,0.30731340165148086,0.15636686981884104,0.04730639918853297,-0.256847148664636,-0.1484280998483875,-0.8746003693287361,-0.34341242854784604,0.21465757735385624,0.22414835297278876,-0.06399806514269259,0.4719993441463523,0.22820286029446119,-0.17417497405922205,0.4063209212095466,-0.46222489950775336,-0.08259920231098475,-0.3370709335128593,0.18993293046735218,-0.2804591095324881,-0.21860443466103896,-0.273808186159441,0.3223175808486115,-1.3476030217827546,0.3030083711037977,0.15030500794319288,-0.6650761482552149,-0.47723810151613477,-0.5140156537108586,-0.5181376418592691,0.18954585299365218,-0.30598960831048394,0.09653412417683917,-0.12031989045591299,1.094478804600926,0.6483950066220057,-0.02235904385689396,0.0640717845595028
2449,1003002,-0.030230334796504773,-0.30163025414954187,-0.7727698010559582,-0.3304314002146931,0.13158001813763276,0.5863547833853769,-0.05757293043579601,0.5273900341272066,0.15535549638391405,0.13056184750719801,-0.13790872971440749,0.7990086039216628,0.04447451662282572,0.08512397222904033,-0.11266936777465504,-0.18513306482378578,-0.20020419008427823,0.20792403560036832,-0.48820179509154793,-0.21045179538768155,-0.6766398188049344,0.09708898053037314,-0.15223896445534665,-0.14206962898939413,0.19322430841087632,-0.17221811903910822,0.525301541934352,-0.6947089224418211,-0.8314408966855603,-0.41483202166124394,0.3762901816308202,0.047511429000848045,0.6343166311517233,-0.7208371373355911,1.2009808185529842,-0.3465359240027092,0.4616262175950315,0.3692289852717447,-0.0383523271529487,-0.20131052601132227,-0.27659224240743835,0.09813442032908877,-0.8670287336823088,-0.34341242854784604,-0.19102111626609936,0.3305409281289743,-0.05101767665200601,0.6497644220028849,0.4071456293968986,-0.5735702038413928,0.4376175148214591,0.10491628191729768,0.2851720488595901,-0.15763994274073473,0.6834805804997721,-0.03197404495587634,-0.3330163578428278,0.5062501131483192,0.16586325360063442,-0.6931721188171863,0.3030083711037977,-0.21723746505629082,-0.6658624261468455,-0.21648066363651775,-0.6531025782360451,-0.6146921113694047,0.12224147697245064,-0.11058901526891686,0.0014013390519725416,0.05712567825063189,0.8523694100930509,0.6483950066220057,-0.02235904385689396,0.06363698997663936
2661,1004004,-0.5994472788509517,-0.7489320341394154,-0.2651910456709543,0.24865657600398533,0.5014650317526521,0.08357645185667753,0.04349033043419428,0.5555674933385587,0.003119296164447053,0.270205462996425,0.3929033492359517,0.7990086039216628,0.04447451662282572,0.08512397222904033,-0.11128144579791893,-0.17794870880033142,-0.20020419008427823,0.08023419924641871,-0.483776768386034,-0.23092304533040095,-0.6360502901287998,0.08652234835980374,-0.14461654722434739,-0.14206962898939413,0.19580767466562654,-0.16863648719648006,0.525301541934352,-0.6947089224418211,-0.8148673577791951,-0.4241666982685059,0.3744231299756663,0.055239289980359915,0.6217972458407255,-0.7243993220445679,1.1819304521458682,-0.3465359240027092,0.44376409535193967,0.3692289852717447,-0.09448259682084713,-0.19063225569203013,-0.27471980486082404,0.12427100585352573,-0.8522164724087833,-0.34341242854784604,-0.19102111626609936,0.348435473150227,-0.05101767665200601,0.6497644220028849,0.4071456293968986,-0.5831868019116292,0.4114425214516188,0.08897725370697004,0.2851720488595901,-0.15763994274073473,0.7016776504324126,-0.01349776004269819,-0.31984766180850277,0.521977418584947,0.1621853243489638,-0.5812979713212834,0.12568854088945602,-0.21723746505629082,-0.6658624261468455,-0.21648066363651775,-0.6531025782360451,-0.6146921113694047,0.12224147697245064,-0.11058901526891686,0.0014013390519725416,0.05712567825063189,0.7739332069833641,0.6483950066220057,-0.02235904385689396,0.06360182124153302
2709,1005006,-0.4375750424194958,-0.39473735481193184,-0.344430216854575,0.4542339940777746,0.30234933804551556,0.33649251461976054,-0.10876257011010697,0.36472665915894453,0.004718206427126439,0.3058824166288006,-0.266594781351581,1.040835773102164,0.1001567204501167,0.20445810916360646,-0.16017822407902604,-0.17952121359292325,-0.17707546646319733,-0.2973664236643156,-0.5859539837774896,-0.029782655752748827,-0.8146465568139262,0.0808734397588644,-0.17572831734810276,0.07171107856357159,0.16419276833084692,-0.08885646941152159,0.5619803454028673,-0.8110478088623992,-0.8757063648799644,-0.4232524521673469,0.4052917595125742,0.12837613558313773,0.5627352952892746,-0.7680878405993284,1.3207515599072417,-0.3875766805631604,0.5073579247358955,0.42734729411684375,-0.20508650447730062,-0.27354846977621666,-0.3167819329074327,0.21450816998711136,-1.0382140266924758,-0.15560639696343534,-0.39230471836664715,0.41427167515593727,-0.04545465301314029,0.7066492469169756,0.5082871945417542,-0.8594566708802402,0.4639209788357416,0.33733114912810475,0.45557854570650524,-0.040138927470711634,0.9479217738300307,-0.00728432277974433,-0.4748620168844968,0.8913489917275015,0.08181248085586051,-0.3928567884234053,0.07916736640065172,-0.5746353928738593,-0.7068989618877838,-0.10422906554085994,-0.7745051008076831,-0.6576052089294657,0.09531972656397013,0.0033946640053304075,-0.035972255104225075,0.14584846260390436,0.6351232138057272,1.1130926000338266,-0.11902947802620294,0.0632439731602148
3050,1006009,0.14772223385511377,-0.14832958010828395,0.07814149659123178,-0.15169731808058054,0.47422172357364684,-0.01733902866979459,0.1351624950390246,0.21210526081466322,0.22637003111352016,-0.17118288912786775,-0.280327156211331,0.5760071914231363,0.040324899058549565,0.12427576487892444,-0.18616366596252487,-0.18080359417173686,-0.11410218227095104,-0.0963485059102036,-0.5032367860677917,-0.17676576696272472,-0.6020186506828948,0.04183436873216467,-0.09614957397894759,-0.24567566259750276,0.21179210390261968,-0.2580704791055838,0.5043837473175866,-0.6771774650369925,-0.6172157952742424,-0.3772769552123122,0.3641200143282965,0.1342067995962382,0.5843911378971288,-0.6965869109526902,1.195515841369357,-0.34898166402157704,0.4471268475460953,0.3638257721929375,-0.20585134135392016,-0.35682766300956226,-0.25521838947409536,0.26532767944099667,-0.2651140765576502,-0.24610349028610268,-0.40472394458901456,0.36440880576858453,-0.028402478386729248,0.6497644220028849,0.4071456293968986,-0.6867745963865904,0.37992465909258155,0.17126054936904256,0.33828574738082756,-0.08880131772338055,1.0369756345623946,0.04919705641372363,-0.3252327446070074,0.6537878748197007,0.1148780856711686,-0.10884416350894277,0.18491573208461445,-0.33716513931357517,-0.5618648860484616,-0.08553450718429448,-0.6634941960871794,-0.6146921113694047,0.12224147697245064,-0.11058901526891686,0.0014013390519725416,0.05712567825063189,0.43130271258310116,0.6483950066220057,-0.09623394804684965,0.05437621864214082
3063,1007012,-0.5466186771142968,-0.4905218145469947,-0.2157581787205813,0.4033460261118422,0.6170144756702776,0.1700055879696503,-0.23787071271287247,0.8549588316749098,0.02686559133643741,0.03001123117184255,0.2057196537849894,0.5207669485989207,0.0439667572594975,0.10921210021826683,-0.18616366596252487,-0.20073310296743724,-0.1386121027820611,-0.24363981477606303,-0.4993176869716358,-0.17023895446389253,-0.6020186506828948,0.036011583049659665,-0.09939797529468847,-0.24567566259750276,0.2160953132325307,-0.2580704791055838,0.5043837473175866,-0.666701287422234,-0.6081359162925065,-0.3741037815175383,0.3615763441087428,0.1558510396345944,0.5843911378971288,-0.6829359785166883,1.195515841369357,-0.31989088125573384,0.45841430652435555,0.35339529592121693,-0.22032862876255466,-0.35682766300956226,-0.2542600894197413,0.2758681638077199,-0.2651140765576502,-0.21494159020880133,-0.40472394458901456,0.36440880576858453,-0.0158760443770206,0.6497644220028849,0.4071456293968986,-0.6969124644371173,0.37992465909258155,0.17126054936904256,0.33828574738082756,-0.08880131772338055,1.0564736488081568,0.06502630822316284,-0.31769601050803015,0.6861320959425619,0.10531549900406229,-0.0866114657454514,0.07141041033365618,-0.36319404674696365,-0.5105188242324482,-0.08553450718429448,-0.6634941960871794,-0.6146921113694047,0.12224147697245064,-0.11058901526891686,0.0014013390519725416,0.05712567825063189,0.27530314108674303,0.6483950066220057,-0.09623394804684965,0.0541393612907225
3216,1008016,-0.38937376819747127,-0.402936756621401,-0.21071315472834348,-0.2854466397622554,0.44446113183612945,0.32458030652426106,0.247379977601412,0.7116980689486844,-0.22644664786853572,-0.09229421221466813,0.2873875232714584,-0.06683923160823031,0.016603414494323055,0.00898759898552737,-0.28175653897250535,-0.1900335822023074,-0.0405348430137866,-0.06996935496257145,-0.36288830102632746,-0.29764396205835586,-0.5523161613874392,-0.001958447272866496,-0.024742663024213782,-0.6247019662142286,0.292528385876219,-0.45143647737500475,0.42065177167926043,-0.5640018191480469,-0.34668516653101966,-0.3685750516324218,0.34470735788151835,0.10287569312330032,0.5960659024374678,-0.4935404926512841,1.0447871022465351,-0.17465764554908542,0.4240596158753038,0.3130976011537902,-0.15459719950039164,-0.5077588378562466,-0.22101390482011773,0.5283170903733478,0.14092933202508134,-0.21494159020880133,-0.42870152386691956,0.2906954076278858,0.15145773510385652,0.6497644220028849,0.4071456293968986,-0.43867024602247484,0.2533462576028075,-0.06377521710052067,0.11146415116001476,-0.16571496229622731,1.325667386486381,0.09094020821393002,-0.2652540314629096,0.3172538211326877,0.1360406533069008,0.1599132391080252,0.07141041033365618,-0.1606665287892779,-0.2911403754793527,-0.0957967275313119,-0.502435869939745,-0.6146921113694047,0.12224147697245064,-0.11058901526891686,0.0014013390519725416,0.05712567825063189,0.27530314108674303,0.22505976082263657,-0.09623394804684965,0.05375227854095799
3325,1009020,-0.034304415955993164,-0.09641563769931008,0.05664656829249727,-0.08739144277988886,0.511371354753976,0.3007879757649912,0.26493055986889935,0.4306004140878809,-0.0046698558541568395,0.11441731024330377,0.020820234227381586,-0.6585787402629176,-0.05686235381133737,-0.03655415661123359,-0.23548093463367503,-0.22189012016429882,0.19648438981733343,-0.01882469075708189,-0.23938658642614818,-0.3504935443154873,-0.04630166989052212,-0.02150695043372042,0.05025081177267568,-0.6743911665811143,0.2871706025149582,-0.4992474123302672,0.38736642960041323,-0.4039815708979208,-0.23648887450086306,-0.32372650422659277,0.31592831370581953,0.14888991520531702,0.612793074228836,-0.4309694972467689,0.8363443726569985,-0.1407995188055688,0.319745806490461,0.26930575524670664,-0.20594939733977885,-0.5198743688245943,-0.11706311989112922,0.5176444371196337,0.34752150801969056,-0.21494159020880133,-0.27844104226814487,0.311147855605182,0.20635845423075327,0.6497644220028849,0.4071456293968986,-0.33494535778579926,0.20285277243030592,-0.2490068300199537,-0.05663831186067058,-0.17880242680219577,1.3290392916319136,0.1744066755937368,-0.11615435224945544,0.23269763336949034,0.15350045971818826,0.5194266664570006,0.07141041033365618,-0.11275932835998327,-0.19389239695363503,-0.019772474866562882,-0.5003974116222317,-0.6146921113694047,0.12224147697245064,-0.11058901526891686,0.0014013390519725416,0.05712567825063189,-0.3461826455580514,-0.16305332826236335,-0.09623394804684965,0.053595063069605264
3373,1010025,-0.1702015193721578,-0.5039707438342337,-0.28257966208363394,0.12762644625695904,0.1464636808166457,0.44745147104917,-0.26613755743070416,0.27875082571961934,-0.15032608272600803,-0.16865320969261535,0.44153902793390065,-0.42817967741571406,0.03253697059904862,-0.046119974751649376,-0.33087978302541915,-0.1498003225786735,0.03613596781566031,0.116134671129712,-0.28936836215725364,-0.27479228574210085,-0.6903903335752872,-0.009531394342388403,-0.04241525972225508,-0.7897123387471687,0.3653324331826586,-0.5722714650850748,0.387538729489687,-0.4901119705055639,-0.14945428220916632,-0.40789486915313455,0.35843346443695073,-0.018777604726012323,0.5970728380549783,-0.3892968688685197,0.9930803879011073,-0.05750114486623243,0.42556104223815294,0.2930216448920875,-0.05569689251783896,-0.6016597194429221,-0.21288760603360862,0.7194060231183664,0.31526400191662934,-0.30927493788008925,-0.4554036112032392,0.1974675629774119,0.23343497945498812,0.6497644220028849,0.4071456293968986,-0.2445942460834739,0.2107641758561927,-0.19684104739363018,0.001935353264879517,-0.22326665264415646,1.5087420606596662,0.04905024241757579,-0.30005542006742864,0.20824107541291909,0.16266815007385677,0.42889222775485003,0.07141041033365618,-0.012058954102509256,-0.12631055095122765,-0.12866292350994918,-0.4389669213338621,-0.6146921113694047,0.12224147697245064,-0.11058901526891686,0.0014013390519725416,0.05712567825063189,-0.37769819962560175,-0.0009475204908268185,-0.06220807171548406,0.05326515020515521
3492,1011030,-0.08844052232855427,-0.3163986488754716,-0.10221225542676615,-0.04809513306243939,0.9808442888091184,0.5099777122114614,0.0729273002045197,0.07228980281183046,0.3249391215894209,0.00790008357468918,-0.008003008803012489,-1.1746851344222977,-0.3926650415601632,0.25608814869023117,0.1290443030386631,-0.2479554229986344,1.3010708539260816,0.25263908232707544,-0.23032836695366166,-0.591525953358662,1.4704336001080496,-0.07239935328050115,0.442911381458204,-0.11014669466662444,0.059780781283379075,-0.3912253568114745,0.27812690911981214,0.08925257959194935,-0.14617395961413243,-0.156215965637291,0.21840665127574166,0.4742387565194609,0.6585555263184544,-0.4979193674913417,0.31972121449998575,-0.720192405191111,0.018041350225150944,0.29435530619316025,-0.5260377409734713,-0.38449565284292164,0.029720683522528827,0.11208444222805722,0.7374821487757169,-0.2671170123657462,0.32644548148417846,0.3457828272062493,-0.10346568093048364,0.6497644220028849,0.4071456293968986,-0.48469976551437316,0.17447708531222936,-0.4686993340277396,-0.20852545022730568,-0.04952615390455102,0.991071743325307,0.632176139898863,0.4336552166841561,0.16992912683153755,0.1253076983667985,1.4362429425759693,0.3503589107404788,-0.3434743308372869,-0.4207676043523353,0.15978407513909287,-0.7315986328589809,-0.6146921113694047,0.12224147697245064,-0.11058901526891686,0.0014013390519725416,0.05712567825063189,-0.3365122838517762,-0.7655918252617625,-0.06953421457969983,0.044779478441468464
3534,1012036,0.02149823434516834,-0.5414695942754938,0.4135556612124868,0.1373468304919897,0.4861488209394399,0.5069685846697998,-0.15300235874333468,0.8495314057227471,-0.14487732667993758,0.06883805665225724,0.4043301153016959,-1.4364196793944235,0.15401385660996045,-0.48111233121286756,0.12738844916544328,-0.5051608847423145,-1.629430708410703,-0.9437690894969454,0.06875340666518058,-0.42528857818567,-0.6498037081098044,-0.13018775308700453,-0.1568105438447885,-0.7158744975330831,0.4577403314838838,-0.07938835226602055,0.6695493287492095,-0.012438503990870623,-0.5926836817466898,-0.31711697411634465,0.6483055248591217,0.2712256354379428,0.5221207217148139,-0.45874522598186446,0.6143198745014894,0.4831897462767242,0.835412137179302,0.05212849679527301,-0.36381979482088694,-0.2165972254263633,-0.24335834803299888,0.26034152789402937,0.03739400592675514,-0.2671170123657462,-0.7855328367869744,0.6484176795005089,0.549961360589704,0.6497644220028849,0.4071456293968986,-0.37989821815519964,0.19054124192953528,-0.06309412234296562,-0.15146825120098772,-0.2363598075578944,0.7713172751444474,0.3180560290860214,0.25323743132286397,0.9920587929434148,0.1781191534490472,-0.8217419231322783,-0.55974325154001,-0.4171801613060704,0.15057803481018678,0.28279800993844834,-0.8442080567268264,-0.6146921113694047,0.12224147697245064,-0.11058901526891686,0.0014013390519725416,0.05712567825063189,-0.6261982738689889,0.4942823987397126,-0.06953421457969983,0.04527033809605519
3668,1013042,-0.14239043734530452,-0.0808451518209176,-0.3166666266503769,-0.23662237275316755,0.20280802758792865,0.5095349078609539,-0.12068135687665411,0.4483359931069733,-0.03812731265938283,0.07005213232892166,0.27010778883358516,-0.42612277829994366,0.1610529518043942,-0.17325507225116174,-0.07231742931364767,0.11267730394700008,-1.2646584407521666,0.48235254982964265,-0.4327311808567304,-0.19689389036683558,0.6312383095766958,0.038207389972532126,0.01403715720791119,-0.2872847406831012,-0.014232246712675584,-0.8240828305109114,0.347409115369936,-0.14578654424889967,-0.5919777652403609,-0.22832532760494664,0.22422487616163192,-0.27739716451691965,0.3479563637518318,-0.17325707390158418,0.9978787083008253,-0.10757623395640831,0.22140234407831813,0.41842226923453374,-0.0660304070491976,-0.5112208803904628,-0.07443357370224064,-0.43010153850512567,0.3064966686044284,-0.2671170123657462,0.003913314631117238,0.456188722421866,0.41526673475057924,0.6497644220028849,0.4071456293968986,0.08069557850837797,0.34635038138413093,-0.1527265828582832,-0.057132284323885535,-0.22878960585362526,0.754674123865488,0.3089736405743921,0.2065931443962755,0.6042440122691283,0.34594630126297365,-0.18632285664526504,-0.2548809038545744,-0.09910192769274104,0.15471741255810323,-0.0964117547467734,-0.6515871842906018,-0.6146921113694047,0.12224147697245064,-0.11058901526891686,0.0014013390519725416,0.05712567825063189,-0.15276563788302897,0.6773638747665286,-0.06953421457969983,0.038584016487532964
3762,1014049,-0.21841269961837073,-0.1329344347399992,-0.06172587733276166,-0.12368751129337101,0.3810325179425086,0.39852431535821575,0.04656360049399485,0.6667199195354276,-0.027619570723790773,0.32505856645986075,0.19776326815881168,-0.2528045885241053,-0.2317852784148879,-0.06742317690978158,-0.390605016276373,0.10549807860039075,-0.926305088860739,-0.31942654204781795,-0.014952492010006114,-0.6274771885708307,0.1604599551581306,-0.3923888893250229,-0.4593733627110807,-0.696794335503334,0.1433333456083031,-0.8297355120158697,0.6235471929105055,-0.556812170773737,-0.043235868976293425,-0.3177515247193605,0.1686086939539013,0.17048159330716023,0.8448194111745688,-0.4059683464431585,0.5570871527372501,-0.0014975928226211824,0.027578325398119205,-0.04914392973836344,-0.17116571680222648,-0.07413544821506324,-0.16646469310567888,0.2140652696213548,1.6438841864105236,-0.4038520487299821,-0.030183917906836742,0.37365436082124154,0.4042669585596357,0.6497644220028849,0.4071456293968986,-0.5407791660512307,0.09879589364041806,-0.05490990468024733,0.33009972570829255,-0.0005836628865829766,0.7219779904814744,0.4116091195722001,0.22469590853968713,1.1958993341009645,0.43900076482843253,0.3537500861919585,-0.13409835503019482,0.18846699989320426,0.3937297896099496,0.08135496176839006,-1.0315747679279308,-0.6146921113694047,0.12224147697245064,-0.11058901526891686,0.0014013390519725416,0.05712567825063189,0.5103958469274316,-0.7291249453771615,-0.03396478719778891,0.03846877266823734
4196,1015056,-0.08317252967139148,-0.11457635618500675,0.07665896859287612,0.28258814208139454,0.5056914895198745,0.7149870363250943,0.20136329367903544,0.6523048893489406,-0.14711997821522232,0.4132903094718183,-0.023118630428144264,0.21660159622171676,-0.13881209149835588,0.3435879778130122,0.09601883199123531,-0.038558077745111184,0.06744177409311625,0.03265199146061909,-0.19140769955600587,-0.3175494612383939,0.23236464349181216,-0.00890258581542119,-0.13975313184459096,0.9553992538171744,0.11726424761260601,0.003690676890819952,0.27548648991238245,-0.20093942731117337,-0.36080406523019853,-0.20788474395773068,0.33928402251862533,0.01894796784587464,0.5711676411275288,-0.830686210986311,1.336567030736653,0.372851108246524,-0.06768638748185786,0.3414894466543003,-0.4743436546921111,-0.6377511740864132,0.4093037262805931,-0.24947471643420568,-0.3626505634944374,0.033229702849155156,-0.4595544792728484,0.34396542093594756,0.21820026035874449,0.6497644220028849,0.4071456293968986,-0.2123769334756188,0.2463709287865178,0.17658551590450816,-0.00234956938748309,0.399924056164805,1.0733352785455652,0.3627258835206641,0.16959852462840053,-0.3420087699278177,0.21440700042312005,1.095961644587617,0.372709187905351,-0.11227321484417006,0.4175820568954698,0.18898178904598228,-0.668829681280724,-0.6146921113694047,0.12224147697245064,-0.11058901526891686,0.0014013390519725416,0.05712567825063189,0.10393214906564803,0.3591719008109327,-0.19523944338933782,
4269,1016064,0.08642586312887744,-0.08920412954329045,0.0662061367986495,0.11609958844337685,0.4691503846506156,0.8149040425044224,0.5680902220506073,0.49898891118446254,0.07839984165139859,-0.05044224267857691,0.5483242406438331,0.2747674723207915,0.08925315848673356,0.22578913147392102,-0.08043844206040902,0.2521905980942084,0.4793596063137436,-0.2075303177006683,-0.3213950134275412,-0.6677013222180586,0.02904539886068207,-0.03649630937513308,0.17696128849334053,-0.4440379242668474,0.13461871038335024,-0.46993832862322904,0.5598238475015251,-0.027967596731305184,-0.20786035695738744,-0.27306596855374543,0.4862829663363832,-0.29890771679329997,0.9102514947899615,-1.0421512802339796,1.3314622215999334,0.042648551761279095,0.32556822146398173,0.07053323869745333,-0.16891086693902302,-0.08105124725490868,0.6913746616687476,-0.012807813386869198,0.7254712504443553,-0.02459913412526517,0.5557836633120086,0.47406371216795995,0.4220913839759142,0.6497644220028849,0.4071456293968986,-0.2800277830986753,0.21599977585634092,-0.30773164447094387,-0.2339376998298105,0.22045032295673087,0.8459291522615155,0.7028456711627732,0.3701492968293355,-0.7884595324015216,-0.01702664622504002,0.009634494636735677,0.10020491874696286,-0.266227641066659,0.42525915507378353,0.1610807102159234,-0.8272946014028902,-0.6146921113694047,0.12224147697245064,-0.11058901526891686,0.0014013390519725416,0.05712567825063189,-0.9520005860433735,-0.9106313239039147,-0.035448170860625905,
