,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)","Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
1889,1000000,-0.5130928237410265,-0.4080131834646018,-0.30562421214005814,-0.5198053303077911,-0.6356118809452275,-1.0854709711144377,-0.7478065242814396,-0.9546541992893677,1.0479372652665984,-1.8829840906380977,-0.7220653992043687,-0.3102359554907934,-0.9208607230623825,1.1882226072765498,1.2155710918193552,-0.19545469332069737,0.4240821659022333,0.4339964924087043,-0.9359074410048397,-0.8668318757569596,-0.7019818751190146,1.278150625691071,0.9906768142901108,-0.5324263639223007,0.24504873470077487,0.4203879240294238,0.6384995329338563,-1.2448849354630869,-1.8539995911642417,0.015703531775510832,0.21335294124895055,-1.3784891315143482,-0.9132727681329197,-2.5582456135092824,-1.0504630832643258,-0.03864291076653928,0.4997558591435339,0.4839372575408215,1.462013220239597,0.667362164839969,-0.16372766792062005,-0.3802170037188671,-0.48047061273475977,-0.775506651281953,4.915198868403563,-0.8817584660463148,-1.2446587521575314,-1.5325957145394367,-0.1578190858170503,0.6844738821564595,-0.5931779581388069,-0.5020722943137814,-0.5390966544524324,-1.0451983694998759,-0.4990718472712691,-0.9701169325255687,-0.7232021806488564,1.958276000532614,-1.04309170615301,0.0477886190291533,-1.097355792021693,-0.048282091463373124,-0.8318445466304079,-0.7522166311268018,-0.03821616375211867,-1.2102268095731137,-0.9879517375135616,-2.820198533651491,0.7381710714060172,0.7249784726466508,-0.12601071534860925,1.1095861370061528,0.04655125531063742
2023,1001000,-0.6804718290350318,-0.40916959083492954,-0.23731288985524993,-0.4582780687935217,-0.8836002696488924,-1.4918418612341993,-0.6595950131403577,-0.958081644545969,0.3073451174321459,-2.0846078254569815,-0.9922591436376462,-0.40539490546593093,-0.8188416053516185,1.0756337318937013,1.1678538969868615,-0.2187775138936494,0.08298037773075928,0.4655267008244223,-0.8507541194241593,-0.847251664605833,-0.38046471308326374,1.2256515755524933,0.8554880565937567,-0.14655172075714012,0.2188964478780267,0.5291839225020889,0.39769989505679115,-1.1926426067041447,-1.895700554201635,0.06040189219349035,0.10183131226155517,-1.3208438306611772,-0.9246190960974507,-2.4545431817743935,-0.7899677399801535,0.12360670834617317,0.45293873277537955,0.41471249748072725,1.7044637651890486,1.1778030031224709,-0.16211742061440293,-0.5890979482809577,-0.5035180758552293,-0.8212943125351784,4.769921367526866,-0.9583191285814976,-1.223038675740043,-1.3935407142657075,-0.25898618757661057,0.8358058507118254,-0.6165805902799327,-0.44394131876116694,-0.4498312620342518,-0.7449702737891697,-0.3933749554509802,-0.9568931214242445,-0.7273230627673118,1.6079654017406657,-0.964162251747252,0.13377766105814345,-1.097355792021693,-0.10107553572207749,-0.9968641150576277,-0.604110826556947,-0.06609454016778545,-1.2623052399409134,-0.9477997413160562,-2.749418987101805,0.763348851425481,0.6251564542303127,-0.12601071534860925,1.1032921549708723,0.04447484143803293
2188,1002001,-0.6016568163623587,-0.5513050300934411,-0.22298276468450254,-0.32932395424091093,-0.8124132885110922,-1.477124766583643,-0.5848745430497331,-1.1275365102956625,0.29468073521939325,-1.793057567166219,-0.589280196298505,-0.40539490546593093,-0.8188416053516185,1.0756337318937013,1.1678538969868615,-0.2187775138936494,0.08298037773075928,0.4655267008244223,-0.8507541194241593,-0.847251664605833,-0.38046471308326374,1.2256515755524933,0.8554880565937567,-0.14655172075714012,0.2196512062800378,0.5291839225020889,0.37086966658890974,-1.1926426067041447,-1.895700554201635,0.07779415756449386,0.10183131226155517,-1.3208438306611772,-0.9246190960974507,-2.4545431817743935,-0.7899677399801535,0.12360670834617317,0.45293873277537955,0.41471249748072725,1.7044637651890486,1.1778030031224709,-0.16211742061440293,-0.5890979482809577,-0.5035180758552293,-0.8212943125351784,4.769921367526866,-0.9583191285814976,-1.223038675740043,-1.3935407142657075,-0.25898618757661057,0.8358058507118254,-0.6165805902799327,-0.44394131876116694,-0.4498312620342518,-0.7449702737891697,-0.3933749554509802,-0.9551964188235109,-0.7273230627673118,1.6079654017406657,-0.964162251747252,0.13377766105814345,-1.097355792021693,-0.10107553572207749,-0.9968641150576277,-0.604110826556947,-0.06609454016778545,-1.2623052399409134,-0.9477997413160562,-2.749418987101805,0.763348851425481,0.6251564542303127,-0.12601071534860925,1.1032921549708723,0.04418577322975637
2408,1003002,-0.7589919912616339,-0.44889323247696084,-1.0426292112778253,-0.8618973003409846,-0.4893979703767131,-1.2642735233645461,-0.7117571462167813,-1.3222403845484485,0.3378343110018132,-1.8935185489643667,-0.7383275911109767,-0.5249730267639214,-0.7277000836924438,0.785188562163804,0.8098521639656119,-0.29408003782778663,-0.19897893636423436,0.5238667017189231,-0.6764291674506113,-0.8110572101623014,0.06460481999408405,1.1198645006177959,0.5633259159701636,0.20503562425933372,0.16618895636194422,0.9553561612685176,0.12082850490420713,-1.125850932763708,-1.9696735867950192,0.21724161952139934,-0.3259336609884207,-1.2944692255629788,-0.9664242308212292,-2.335341027876199,-0.15383245205877327,0.4865946388697198,0.41624221038144504,0.32615300383135126,1.5075097302598537,1.500551264081968,-0.15748789300180502,-1.1747111310717135,-0.4341481401746703,-0.8807381853606292,4.8496504191396745,-1.0553549428765583,-1.1523904070893685,-1.0988277031533356,-0.43980905194771686,1.005549212214787,-0.6271836372719138,-0.35943602306692,-0.3541272562546221,-0.4568469796319843,-0.3305162275067364,-0.9493004458180867,-0.7198113226279367,1.0026115716940185,-0.9188358827137761,0.28634948055995857,-1.097355792021693,-0.07509159526638001,-1.2119388001338596,-0.49801838183043834,-0.08489252288302715,-1.252285830019966,-0.8649401279274026,-2.53084792762122,0.8674673191775593,0.48355974559318615,-0.12601071534860925,1.0841531908404285,0.04384879200903824
2677,1004004,-0.8321282441908315,-0.4334058137100789,-0.4499992312446898,-0.014437914005221217,-1.2119513302539044,-1.0697325704306968,-0.935735218070498,-0.9551200147541955,0.749196752504562,-1.9938721808196043,-0.5114366803515442,-0.5249730267639214,-0.7277000836924438,0.785188562163804,0.7403226708773678,-0.29408003782778663,-0.14201953464144912,0.4624512848804909,-0.625804580365373,-0.804816406209811,0.06460481999408405,1.1198645006177959,0.5192965627185392,0.20503562425933372,0.15712546062592428,0.9553561612685176,0.09746318704702339,-1.1359384909569654,-1.9696735867950192,0.2559385596120882,-0.3259336609884207,-1.2944692255629788,-0.9735035084917325,-2.326025623533897,-0.11336310679823355,0.502914391529226,0.42905800305970027,0.3238827723760826,1.4817771704572016,1.471783723944407,-0.15748789300180502,-1.1963426922830456,-0.436801571640674,-0.8807381853606292,4.613744920500093,-1.063686218042525,-1.13604943155172,-1.0490435757054006,-0.43980905194771686,1.005549212214787,-0.6271836372719138,-0.35943602306692,-0.37315714760026913,-0.4613604167077871,-0.3424253228570357,-0.9382933435718642,-0.7061894077924252,0.8955474711675593,-0.9188358827137761,0.28634948055995857,-1.097355792021693,-0.07509159526638001,-1.2119388001338596,-0.49801838183043834,-0.08489252288302715,-1.2280511030268568,-0.8649401279274026,-2.53084792762122,0.8674673191775593,0.492960618643419,-0.12601071534860925,1.0841531908404285,0.04572230935743948
2866,1005006,0.005994722895700483,-0.011621362780560036,-0.006843095118453038,-0.28189796545452717,-0.7257394570407852,-1.041239368256532,-0.5582292935018152,-0.7934162779363113,0.8891663574608817,-1.9992900014152928,-0.47028670740003875,-0.6911980427585307,-0.6665742048950992,0.7366969233189263,0.5042042333809986,-0.26664023007699744,-0.37814118073461833,0.6163089952040182,-0.6332572635771342,-0.7881482791405849,0.27535923514651534,1.24721609966846,0.40080265693738026,0.303613296214461,0.1329756928809208,1.12968932711025,-0.04161989692036326,-1.051758187980079,-1.9597461370523528,0.34772129833957144,-0.46653953520706654,-1.2583300982139327,-1.0072403179176384,-2.2076510432204737,0.10752155548465799,0.6361967049838928,0.20785642591813275,0.2642476382642649,1.4848581333116007,1.7190259634046254,-0.11902635223206885,-1.5716036092697447,-0.3749392332392715,-0.904732461772064,5.081301059263578,-1.1103148717735964,-1.1604362093289409,-0.8913876940774405,-0.5729374689891703,1.0311542004963523,-0.6661441445532162,-0.3233857286527476,-0.15077526234659405,-0.2810523420477615,-0.32363748971774486,-0.9516920168836186,-0.7106219694089554,0.4171628831191568,-0.8711497995709224,0.3898404370035547,-1.3767509327443699,0.010772318663212118,-1.5039529374936327,-0.521580881721349,-0.09695985973724904,-1.2699578928819801,-0.7969682722737365,-2.454163828248844,0.8968067383982535,0.35833492475783263,-0.19943151376717494,1.0640171747908103,0.04538921605392132
3019,1006009,-0.5694156674194409,-0.07532394633127489,-0.582765798549306,-0.5316687998608867,-0.4573063619288375,-1.22877065500162,-0.7869269787958912,-0.87526745862001,0.7840418506834934,-1.6185961472190598,-0.7058803853187171,-0.399429468751164,-0.6404170842082467,0.6788051090922991,0.5465566914032497,-0.43527606916993866,-0.21997709971873067,0.20498412535447316,-0.4387342781942615,-0.694864869181634,0.6251820583286148,0.9905122401451172,0.38213874190343516,0.3069583432758602,0.13318529329708026,1.008574188699496,0.016294585430417875,-1.2167116559927806,-2.101458738257415,0.26997915726929905,-0.5201333178437936,-1.3007854334147106,-0.9889422042870089,-2.379901894772965,0.11413347332440311,0.5499521401610319,0.517328141406462,0.2390149446951152,1.4816612706005348,1.6907269676132737,-0.24057170632445218,-1.2202738794413714,-0.45851599802511456,-0.8872792154287352,3.8825339607417204,-1.1147818469460347,-1.0107942884034464,-0.9713990303308302,-0.5584756862839255,1.0320330829810844,-0.6126210167458662,-0.25092199655084757,-0.5394788678365389,-0.3797374983567216,-0.2987723623517409,-0.9163790135119938,-0.7007086210297134,0.5852461251014472,-0.8661877316966692,0.3287414742562645,-1.097355792021693,-0.1325304001515008,-1.1445287454765416,-0.41532073257842633,-0.15179061178734143,-1.2004889410715065,-0.8380582954811011,-2.4219488665658107,0.9535937576937686,0.4772351765374111,-0.12601071534860925,1.0992752848859837,0.04220402546377156
3545,1012036,-0.00551893066866063,-0.19938240561629392,-0.3964531877098802,-0.4071683019989181,-0.745904949748602,-1.0325259204539867,-0.7472842071122135,-0.6070594995585216,0.7127875798335909,-1.6691363332197588,-0.3010048921118918,0.7187831874941442,-0.7368149805625575,0.5129025613519869,-0.010813691362854028,-0.20859629059307014,1.912609618111209,-0.2933019088282994,-0.14034338419137926,-0.39264627300498184,-0.45659844215843287,0.8069156335994808,0.05940717793962541,0.9889820920570814,0.2586538078024352,0.6944345441591979,-0.12048640108745824,-1.8044351223002406,-2.1595616148216377,0.5233144922191576,-0.486369796230102,-1.7375626685576604,-0.9008340280735775,-2.568406768480944,0.20822455887209468,0.51442165656623,1.0542959877104172,0.38270665202328535,1.0230304598850735,2.3108099555129495,-0.6664372291473012,-0.69111080755552,-1.1720258374049064,-0.5177727915024376,-0.008916830847350177,-1.4139021694156362,-0.9888750121575212,-0.9559463659748595,-0.8182013374176653,0.29061236599140905,-0.4417445332543986,-0.546743610246827,-0.5565012884174217,-0.8066921655731004,-0.6763932696689757,-0.753578637019398,-0.8550122593739371,1.4304435678727694,-0.5703508305551312,-0.08748269939464395,-0.3129069212830228,-0.4628940439314875,-0.7250500968426027,0.04419743990847969,-0.4431437067621021,-1.026304265316153,-0.46067959687688176,-2.7430209539143786,1.0221086981697545,0.8340941634482678,-0.5847057998841986,0.7521590645347062,0.03210908550909242
3678,1013042,-0.689640161080576,-0.19132271428948236,-0.364476000600681,-0.39408582232669276,-0.37397135914385793,-0.5456724643792279,-0.5998621898162796,-0.6766874616247005,0.9035451012670259,-1.2715216319486855,-0.21850741864952472,0.02521301028365605,-0.669452054413729,0.4567528611677756,0.8353680917314195,-0.8811465104513372,0.5431199967281723,0.2610906932150673,-0.4617329247089894,-0.4010665181393203,0.7252088804186039,0.5260684519855064,0.49011846150076466,-0.3494640286652505,0.15412369828990743,0.5786225554971949,0.2095970552369869,-2.0388046140498344,-2.1137569608212354,0.16870429521263214,-0.4689270615205394,-1.7711978051349382,-0.5673789169779531,-2.9166882905398306,0.382813176098631,0.4294171012609761,0.2879067658887166,0.5530212336311812,1.6079872968310875,1.1241757812296929,-0.38629358705632083,-1.3592756295590747,-0.15146619455598426,-1.4486289678838822,1.4797721054499755,-1.1097989082943571,-0.7807266532615628,-0.8654847517580792,-0.5014139966153937,0.8934385327379415,-0.6940534305892159,-0.4649134082951618,-0.2699484338905293,-0.03991896114283512,-0.3548562575801556,-0.47076862363593586,-0.4264250589164823,2.054060639830305,-0.6845308615293603,0.5660186035288096,-0.10360058458786248,-0.1446826769417975,-0.24438398903017616,0.16333648869102738,-0.4047716343263989,-1.8276195708006526,-0.5787965770845748,-3.201838274608576,1.3040397689724441,0.5620754761106507,0.39201684023514993,1.2343091421548142,0.024210223045562085
4020,1011030,-0.5842446416091607,-0.47229631191945604,-0.6829270532775213,-0.5875804221971523,-0.8902281889043279,-1.023458998433149,-0.6183457580766613,-0.9276392738072228,0.6996871818681254,-1.3108010681959936,-0.2850559896820783,0.6968597377576412,-0.5385475141983874,0.4152905257245997,0.3042952153628763,-0.5900070849045277,-0.71932911366146,-0.3004576254936539,-0.2967204463674686,-0.5199842799726326,-0.6075743791663569,0.8533799730481718,0.3116364326814753,1.1030784622713747,0.031830579677272465,1.1440579342814046,0.1858291036308904,-1.4642345534972188,-2.317706093115578,0.24665531761362505,-0.6136164440539594,-1.6542679271350236,-0.8654105000630029,-2.6395950017809,0.44603601333068504,0.6674137361884437,1.3143790829745792,0.29112099996299656,1.656433766433073,2.1462812824699067,0.029379581995610617,-0.17759771811679087,-1.3062812112896316,-1.1528285434440213,1.4741836302166162,-1.1052789769882014,-0.8724155835279224,-0.40531475786303267,-0.662828087827054,0.6458859939280116,-0.5644363102061348,-0.39127479583604036,-1.2619454467293545,-0.5504217431207983,-0.1956412011787399,-0.6103144335995515,-0.47505102277145006,0.16260395269255093,-0.7138947685372811,-0.7797664002338077,-0.5139778664075662,-0.16367238411304627,-0.49290682492682986,-0.018802108694632506,-0.7298623175434469,-0.9238418783316213,-0.9139578556798393,-2.5821954258974946,0.6366338416168902,0.657235943912487,1.7315689719338359,1.2936147398750333,
4049,1008016,-0.4939119886948285,-0.9565927771562126,-0.17867051338388132,-0.5153355660490405,-0.8765356002736469,-0.7118523514303792,-0.9902335855321477,-1.2760928542770618,0.8691932065233016,-1.647298995676971,-0.7271911763642371,-0.15544252855133003,-0.6137081809738847,0.5956714620331023,0.5645126248237098,-0.577826576401667,0.009488486141561885,-0.3352457293718256,-0.1770942665707692,-0.4948947363704373,1.242806946391286,0.663933592697214,0.33584731739801826,0.35252793532657556,0.14670991858499152,0.7651944233042974,0.020915500913732017,-1.4071104468557374,-2.3018336795510064,0.13695061416167814,-0.6789674403686906,-1.3477481007050276,-1.000522402145642,-2.618587860373126,0.15856690375160096,0.35769558737164897,0.8788332591808922,0.19386527951897775,1.470771796772651,1.702138373582027,-0.5563302697033139,-0.8126686565935741,-0.49252756147904136,-0.8663583919837525,2.213919911199386,-1.138422438602397,-0.8573550272976146,-1.0757340444975607,-0.5827603905545323,1.0880213576983602,-0.5575028363608433,-0.07322548159448167,-0.8794030063983496,-0.5151832699989021,-0.24721137520962422,-0.8919511067813288,-0.7386014462368901,0.7648803569648185,-0.8442077167692605,0.4462163327816623,-0.8398653465696977,-0.3407570108751537,-0.8831124983713446,-0.2692249520788081,-0.10357883134405176,-1.131850910723773,-0.8613227702604748,-2.312484425703246,1.079901050526096,0.612521672257367,-0.20436006437659987,1.1043459218702998,
4120,1010025,-0.28001252077385735,-0.3652688861309837,-0.5445555952114454,-0.22543915462224653,-0.6053305382236085,-1.0800488275599676,-0.9083601524050079,-0.6788123953490028,0.6106930873819115,-1.7360023915913698,-0.47995168916981623,-0.10328604975817464,-0.6058721520897299,0.5387596684160766,0.6607282617743213,-0.6851333926837063,0.037890145965617295,-0.6699525636681222,-0.064474629613021,-0.3552245956038649,1.6180220352827566,0.41260044807353746,0.30199540058592594,0.3327314172358607,0.16542674879053298,0.6226481492035855,0.007881688488987787,-1.5110223913780307,-2.364462180428277,0.05852881332300445,-0.7936525677714044,-1.3448109602779559,-1.0396785343970947,-2.7759509613161004,0.14694131858450496,0.2356622200060114,1.0138821010731083,0.15076065651219508,1.461185364120549,1.662558726971188,-0.8123569773441649,-0.6310965662594467,-0.4097331279987954,-0.8300152351828385,1.6032455934304002,-1.150932739239145,-0.776838056564363,-1.2264905687558691,-0.5680952285495853,1.164459616489867,-0.5129396978257605,0.018338338571033064,-1.0453124690882025,-0.6035422745291443,-0.18586895074256768,-0.9231029943828828,-0.7787679250536623,0.9454708845540697,-0.8636359174599277,0.6511019259032795,-0.5720932907068847,-0.48847536795615615,-0.5703234835464992,-0.18530530776539691,0.05122522264035434,-1.1207447834303865,-0.8859417396213889,-2.268093329511215,1.1481161973504457,0.6752496435766978,-0.3626593242421553,1.1110140149206,
4129,1009020,-0.25428740449441467,-0.2277328993167073,-0.6820369481373205,-0.5854509665185287,-0.680627492170413,-0.8676816975835641,-0.6371893269745142,-1.035126908924935,0.7105938330565098,-1.9162640740851105,-0.5586092048350041,0.23365211898792815,-0.5960335414891091,0.5238192429338637,0.5079282845906936,-0.6043588679360274,0.15180599809800713,-0.4819283886834531,-0.12012083457370099,-0.42571161599607554,1.125235277867801,0.5666250619414233,0.2734799660968705,0.5558250236928008,0.1340215828395528,0.7416654856180424,0.03419642046880598,-1.526516808708033,-2.348785183833979,0.12429192112311846,-0.6989963007530821,-1.4302674561461513,-0.9785353877328652,-2.7266219956008393,0.2072448789641192,0.3621278332682969,1.0402718985940738,0.2029033779411357,1.4763192784725963,1.8263870503824438,-0.5624618541572456,-0.5294585516607381,-0.5856617592840776,-0.8971293278249383,1.5477950948880337,-1.1556304975038403,-0.8193613282580636,-1.0199876390277287,-0.600250354560406,0.9286082772301962,-0.5330929561175438,-0.09166426626390577,-1.0593103937761859,-0.6057209480740758,-0.22098745578850743,-0.8272121912035341,-0.7211247353699864,0.7798565905732461,-0.8161760330442347,0.24953277609572022,-0.5264154095027302,-0.38262373954145557,-0.5827920695415448,-0.13472249817567516,-0.21750127374916717,-1.0736485235840896,-0.857523991413518,-2.3227269535151382,1.0561984204986223,0.6840096776587827,-0.026670987251179577,1.0974213968479207,
4134,1015056,-0.24731554201201988,-0.2959729008916677,-0.49696689226637275,-0.4325395172879195,-0.8790427169599713,-1.2149684379386891,-0.4865424460031112,-0.7761629467215758,0.8761833276499812,-1.090545007547348,-0.4585900442471241,-0.5406548954040442,-0.4818199219508022,0.3543551801379528,0.7502933760986603,-0.16076707407151333,0.729480393709838,-0.05150412495340439,-0.49602484031846195,-0.8948570987058234,-0.13507699408524526,0.49252639967015227,0.06577158059118648,0.8239003232026678,0.23495198490496713,0.9143980174972003,0.2492655991874146,-1.5753562940071375,-2.228394715382991,-0.16887121485535841,-0.6514324520512299,-1.4963333380379102,-0.9985907520701159,-3.1219470247676826,0.8565389558045997,0.7783162761908652,0.47270427834711937,0.3029757647184669,1.0464963460257246,1.9720117017884669,-0.37417357399737095,0.10726540210237309,-0.9715797390787111,-0.63973495890555,-0.1843280954216145,-1.0129982213059405,-1.0865693013473685,-1.3469944630176247,-0.22309895962267787,0.8401265021530687,-0.5769492079635304,-0.7880626255986227,-0.2491971795967424,-0.39307268171898946,-0.41597032781832743,-0.6856203096370639,-0.6524429768513889,1.2028432508043452,-0.744857162101414,0.4072610945332813,-0.1630392516856692,-0.49507020948536545,-0.22964678642989156,-0.05836494498117696,-0.4687375876571985,-1.2677124574816054,-0.8166962783246332,-3.0874499988276978,1.2840101470422132,0.7302097697906668,0.016157130207685284,1.3528303465849476,
4137,1007012,-0.23712343002608324,-0.612906328203637,-0.6656840756280327,-0.393237213740198,-1.1783358646905506,-0.6293138918084191,-0.6983952185192234,-0.6824212596782646,0.6690638057822261,-1.4177560988886933,-0.5443572268978901,-0.37884908589146526,-0.6404170842082467,0.6788051090922991,0.5144249357378466,-0.4355389011153861,-0.19020655067455117,0.20498412535447316,-0.4387342781942615,-0.6853811571265946,0.6251820583286148,0.9810875403032853,0.36351334917642547,0.33738651239544787,0.1337294962211467,1.008574188699496,0.001114866749991588,-1.2325900495645155,-2.1075699787305626,0.26997915726929905,-0.5481222273429556,-1.3079669041555768,-0.988195879883448,-2.379901894772965,0.1427989985116622,0.5499521401610319,0.5241819621127033,0.23699033258476443,1.4816612706005348,1.7235959234267328,-0.2651314071562334,-1.2264917555181045,-0.4723471025185175,-0.8872792154287352,3.8138254254826482,-1.1254247210134212,-1.0107942884034464,-0.9349908371326201,-0.5848909763479501,1.0320330829810844,-0.609592348248178,-0.25092199655084757,-0.5394788678365389,-0.3797374983567216,-0.3023187907996951,-0.9033867157816234,-0.7086172257532184,0.5746894764482503,-0.8567329141847116,0.3260360478877885,-1.097355792021693,-0.15104288995979384,-1.1445287454765416,-0.39700967018206973,-0.1598891626475411,-1.2004889410715065,-0.8275128526683675,-2.4204053149710685,0.9592725102290435,0.47941749035344344,-0.12601071534860925,1.0921267434365547,
4168,1014049,-0.1435887690839093,-0.5929518541111632,0.20590139109025238,-0.3677905708675472,-0.5236164447571174,-0.9304903126978474,-0.49908630482476407,-0.7715586396370113,1.1130257052928965,-0.7085171845003746,-0.3945147825650518,0.35742803684093843,-0.5609698411013117,0.4881795191883548,0.5417747160286482,-0.9031722309759053,-0.39764630708005566,0.8170835030181893,-0.5490322781556486,-0.7845718370758015,-0.4478231434188957,0.34777092244431784,0.20031831881198453,0.670893826326809,0.4621714665160375,0.29215625744255697,0.15637180434683856,-1.8836058950365298,-2.674222079813692,0.007578666250396248,-0.49507794601802046,-1.543735539926919,-0.853604991895617,-2.6917212055643733,0.05451966037977987,0.6873100757651792,0.43847828142312495,-0.1059977978682862,1.2063957262060314,1.8359937324537832,-0.4599030839385933,0.2233196666036842,-0.24321731987934805,-0.9739196453292029,0.5514669619419715,-1.0068648564117582,-0.7821223978264261,-1.2803866897964546,-0.22063473526077954,0.7034167405368751,-0.6885296358045587,-0.166168993692537,-0.5190999178844536,-0.4269212966301268,-0.41597032781832743,-1.013997916387262,-0.3021545152055219,1.5151788355137106,-0.5671094776003347,-0.03448784099137094,-0.1630392516856692,-0.3673617163063626,-0.029369515031675966,-0.23545456944099324,-0.5091458372262047,-1.2009868907616879,-0.4412466411661734,-3.3418632282723566,1.237383379337833,0.6836353744213745,0.18714012703829258,1.391764518071752,
4750,1016064,-0.21395108898153783,-0.3130957293426863,-0.3516005314669467,-0.41781184727094434,-0.7379077651612205,-1.0752577241399455,-0.504278256235904,-0.7515965747752621,0.9281313747886489,-1.0562561010503337,-0.4149240968771283,-0.23611233642545046,-0.526671721964996,0.3967383922735743,0.7171954754382771,-0.39361098861403193,0.5202632221606204,0.19936824792788294,-0.5041374817850968,-0.8024479695168932,-0.12740109138961123,0.4582441808229706,0.11419023635444132,0.620089130193007,0.301306807297534,0.6285106810874892,0.22406873904843638,-1.6755167252620824,-2.3099668809878793,-0.0930379687301484,-0.6066071549820314,-1.5151876103302666,-0.9551039598935799,-2.971565071553999,0.5955054001439172,0.7147893667301622,0.46476067196835413,0.24595786933371053,1.105769703902896,1.910894671099178,-0.3964632465820889,-0.011818820046517551,-0.7005330325881931,-0.7751566179143997,0.11418305855958702,-1.0314379783996694,-0.9766808195535756,-1.2886633249961943,-0.2622410970309936,0.8130268259977013,-0.6096687368779112,-0.5258911080900335,-0.3371441334312207,-0.383009477960243,-0.41597032781832743,-0.7180347246646294,-0.5498233399133415,1.3328333998338806,-0.6785199734320334,0.28531722025939676,-0.1630392516856692,-0.4331802397154707,-0.208689465422454,-0.07912882422068712,-0.4694396105447819,-1.277080825350571,-0.6680377451016131,-3.106977639286387,1.27588657081715,0.7127457229344769,0.08276176184793982,1.321359048842166,
