,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,Private galaxy capital flows (% of GGP),y
1819,1000000,-1.0166231646445953,-0.8123675825808059,0.242367389742168,-0.1504327994954467,-0.4320339482097179,-1.214370313925301,-0.5083644086112823,-0.3787351185340826,0.5939228583680055,-1.5702824554840646,-0.9879821091716589,0.021067818526476587,-1.5207737521467655,-0.7991096798268214,1.525488759200591,0.9987075514062178,0.022989388852371017,-0.8470215517905874,-0.9438770162968665,-1.0514992261632883,-1.272719056023288,-0.6713663051298109,0.8061613064957772,0.08000966281192422,0.07043321993071744,1.052357293963735,-0.18513265847838306,0.4990402391541142,-0.1258916631092279,-0.6155432459360693,-0.5751936055324843,0.21120229822181372,0.06401447272530053,0.6378357698889194,-0.7269614296068004,-0.7145354364993539,-0.31793613392578657,1.0632518917360787,0.5922597708333749,1.9763778329105455,2.3469913313415227,-0.9262627676779321,1.0764668425305122,-0.24587727435815934,1.5528465351915195,0.7802716999845338,6.5654664398271185,-0.7770254526777131,-0.7536368602081818,-0.14062737298653802,-0.042375255460645,1.5844059497876846,0.21611310390709845,-0.31718318872971885,-0.26464157547211464,-1.2149052506279745,-0.8391971668771131,1.2180891705098278,-0.017794738570445997,-0.8803646409089788,-0.4380282867910831,2.178784189449596,-1.0221579841416863,-0.5097641617315225,-1.3400468051889418,-0.7529005981557387,-0.5980053450279076,-0.8650713124098276,0.5100744714752012,0.5558216452886614,0.1608201893000662,2.6292477151734124,0.049460478163923405
2016,1001000,-0.7033659090954533,-1.0656642009255708,-0.5608807779783225,-0.37508375965280777,-0.4103150273105665,-0.5869206896688526,-0.3547906030847921,-0.4736273048095375,0.1457510044445442,-1.5702824554840646,-0.9879821091716589,-1.0427740829136867,-0.9897294764539217,-0.8418637294989161,1.3872129666190292,1.08505474408938,-0.02604866350381349,-0.5800518601097655,-0.4242024287925594,-0.9464068249636328,-1.1576067864408288,-0.32943967602455,0.8900446218715543,0.10499361110871444,0.2291349088315991,0.9489340817101835,-0.2802676018664939,0.6064704341354228,-0.360651412836066,-0.7105837285031822,-0.5426265325210821,-0.024072534894959106,-0.07070426266653844,0.61063922904953,-0.8501814053301608,-0.04842503637368463,-0.41251546359873437,0.8392734741192308,0.5276329609964343,1.9763778329105455,2.3469913313415227,-0.383854201518534,0.6951581851141825,-0.24587727435815934,1.3890184097581453,0.7802716999845338,6.5654664398271185,-0.7727729836953969,-0.7682045923211143,-0.14062737298653802,-0.042375255460645,1.587677736886088,0.21611310390709845,-0.40611295828369726,-0.38489720447623554,-1.2149052506279745,-0.8391971668771131,0.2340268362201512,-0.017794738570445997,-0.8803646409089788,-0.4380282867910831,2.178784189449596,-1.0221579841416863,-0.5097641617315225,-1.3400468051889418,-0.7529005981557387,-0.5980053450279076,-0.8650713124098276,0.5100744714752012,0.5558216452886614,0.1608201893000662,2.6292477151734124,0.04725676769580345
2284,1002001,-0.8963162817233856,-0.40537641050461476,0.11620734041425457,-0.16238879468814815,-0.12116472973040257,-0.9152899009237732,-0.5386471794945662,-0.7276417220853116,0.3379852522823191,-1.591589751527991,-0.9581320311930598,-1.0427740829136867,-0.9897294764539217,-0.8418637294989161,1.3872129666190292,1.08505474408938,-0.02604866350381349,-0.5800518601097655,-0.4242024287925594,-0.9464068249636328,-1.1576067864408288,-0.32943967602455,0.8900446218715543,0.10499361110871444,0.2291349088315991,0.9463142547922908,-0.2802676018664939,0.6039694125364832,-0.360651412836066,-0.7105837285031822,-0.5426265325210821,-0.024072534894959106,-0.07070426266653844,0.61063922904953,-0.8671048236566911,-0.04842503637368463,-0.41251546359873437,0.8392734741192308,0.5052460203464062,1.9763778329105455,2.3469913313415227,-0.383854201518534,0.6951581851141825,-0.24587727435815934,1.3890184097581453,0.7802716999845338,6.5654664398271185,-0.7727729836953969,-0.7682045923211143,-0.14062737298653802,-0.042375255460645,1.587677736886088,0.21611310390709845,-0.40611295828369726,-0.38489720447623554,-1.2149052506279745,-0.8391971668771131,0.2340268362201512,-0.017794738570445997,-0.8803646409089788,-0.4380282867910831,2.178784189449596,-1.0221579841416863,-0.5097641617315225,-1.3400468051889418,-0.7529005981557387,-0.5980053450279076,-0.8650713124098276,0.5100744714752012,0.5558216452886614,0.1608201893000662,2.6292477151734124,0.04699825735968688
2468,1003002,-0.5997388246093515,-0.6260808208195309,-0.3402046630097321,-0.16046631732583716,-0.2621244195870955,-0.9487675524257316,-0.7370037082606633,-0.7506364351307813,0.465188761138727,-1.6322455764317945,-1.1909919525256525,-1.9578602575596142,-0.36663935084703764,-0.8111374868640197,1.0830415312094595,0.8594806922003008,-0.017784268307030365,-0.42361417466881696,-0.18723464781118185,-0.7053494859484882,-0.8046398884882303,-0.023679599636323764,1.014899238068277,0.12792075600391742,0.41599664411044157,0.8882284919528377,-0.5160312366428539,0.7150362897790352,-0.9291001300063378,-0.8343628719100792,-0.43521008069215306,-0.4822122033757336,-0.4184326696185889,0.48377324535557725,-1.1099229311729077,0.5267961702805296,-0.593261263745023,0.3767291424351938,0.28730385604932707,1.9763778329105455,2.3469913313415227,0.22799641557446118,0.11522969482721672,-0.24587727435815934,0.9869852377213563,0.7802716999845338,6.5654664398271185,-0.7320042451315123,-0.8025129623398456,-0.14062737298653802,-0.042375255460645,1.4482982388943433,0.21611310390709845,-0.6282452930901862,-0.4699655631083148,-1.2149052506279745,-0.8391971668771131,-0.8156347794155626,-0.017794738570445997,-0.8803646409089788,-0.4380282867910831,2.178784189449596,-1.0221579841416863,-0.5097641617315225,-1.3400468051889418,-0.7529005981557387,-0.5980053450279076,-0.8650713124098276,0.5100744714752012,0.5558216452886614,0.1608201893000662,2.6292477151734124,0.046707553451826415
2613,1004004,-0.7666158830527252,-0.016859510037079965,-0.45893460318765694,-0.471899099898187,0.2373559339661488,-0.6975835370056783,-0.20889094213051373,-0.828069838571785,0.5799566298550136,-1.2786351614992173,-0.946173376654542,-2.444379007612358,-0.3284580538552577,-0.801501642040269,1.027522756974386,0.7693699023074667,-0.007062992372748462,-0.44511510305577395,-0.18954200743304145,-0.6426898161825129,-0.7810250730953443,-0.03255723378130436,1.014899238068277,0.10638200392717213,0.429226525921045,0.8984375197424377,-0.52068520100554,0.7219381314302408,-0.9291001300063378,-0.8438842616378613,-0.42935430873446656,-0.5458692888305471,-0.4437998459104913,0.48377324535557725,-1.112129970182783,0.5402448785604154,-0.6045522482623692,0.3140605573388896,0.24165090534457018,1.9763778329105455,2.3469913313415227,0.22799641557446118,0.11522969482721672,-0.24587727435815934,0.9869852377213563,0.7802716999845338,6.5654664398271185,-0.7320042451315123,-0.8025129623398456,-0.14062737298653802,-0.042375255460645,1.4482982388943433,0.21611310390709845,-0.6443063275286116,-0.4796502905671449,-1.2149052506279745,-0.8391971668771131,-0.8156347794155626,-0.017794738570445997,-0.8803646409089788,-0.4380282867910831,2.178784189449596,-1.0221579841416863,-0.5097641617315225,-1.3400468051889418,-0.7529005981557387,-0.5980053450279076,-0.8650713124098276,0.5100744714752012,0.5558216452886614,0.1608201893000662,2.6292477151734124,0.048050895777570164
2815,1005006,-0.6124880234647385,-0.1320202237929717,-0.018043702537967277,-0.83093902619941,-0.09103283675976072,-0.5904663647080899,-0.4174702499166476,-0.3723989005773343,0.6684122663866955,-1.2088617607935117,-1.0215359298577935,-2.520838222156661,-0.11973632438738586,-0.7789881725009832,0.9525540958464592,0.7437990454975805,-0.07937391464836793,-0.6496987378239446,0.042370585803527754,-0.5122007863295692,-0.6093620182950549,0.08137842690151902,1.1963319821105345,0.1321168103010218,0.6369212191469426,0.9031446323782432,-0.7053145952078611,0.8378490598409983,-1.1407337758997298,-0.9102554921429671,-0.3608862466988138,-0.6396290486646207,-0.617204616392925,0.4002705655281028,-1.282405972057983,0.8166078426391871,-0.7439596043064651,0.283161637138545,0.24010487176209605,2.4266192414883303,2.8353383499801232,0.403847269480753,-0.1317175122339995,-0.020546367166638192,0.5477636050995479,0.7130720948305451,6.5654664398271185,-0.6496231446655731,-0.843922044468001,-0.23545080216872333,-0.027366460490073838,1.5448540205853414,0.23292167064098215,-0.741152784750465,-0.6862147286851785,-1.230955280663685,-0.8059853693647627,-1.6976375395893772,-0.017794738570445997,-0.8803646409089788,-1.1746276080994102,1.9746142042259156,-1.3239225640049104,-0.5693206572112244,-1.3172031637263861,-0.8543413072745443,-0.7424774845743687,-1.0698099973481183,0.5329227580998132,0.5783238121125539,0.1608201893000662,2.6292477151734124,0.04768118956619183
2954,1006009,-0.6425214877190908,-0.5904750823699478,0.21447037003842104,-0.585610559217632,0.15159447783240132,-0.4968357914861707,-0.42481299311299675,-0.1945135294045707,0.476534676490922,-1.5028828337378461,-0.852881818438274,-2.4738552765722193,0.13757726862144545,-0.815065439412876,0.8519775499554647,0.6992349400062865,0.03969254880405335,-0.21040669482040675,-0.13091191702204946,-0.4074686276056025,-0.5240079559546034,0.20903380089174067,0.9155560556721167,0.06966683629185585,0.4259367400219404,0.8102273355649171,-0.5963959185901083,0.7533907729226955,-1.3670104468334094,-0.9657272899675162,-0.3971043008402808,-1.0201242607043168,-0.7029176409017407,0.46461136178549167,-1.2175924163308267,0.9670318197377544,-0.5866375989267794,0.17733026029356047,0.042670077533421454,1.9763778329105455,2.3469913313415227,0.3181675690999062,-0.47962879994705043,-0.24587727435815934,0.9801200444861657,0.7802716999845338,6.5654664398271185,-0.7739522799020296,-0.75600470046209,-0.14062737298653802,-0.042375255460645,1.1621932354082845,0.21611310390709845,-0.6124987929456093,-0.4055650324641365,-1.2149052506279745,-0.8391971668771131,-1.2681186374818778,-0.017794738570445997,-0.8803646409089788,-0.4380282867910831,2.178784189449596,-1.0221579841416863,-0.5097641617315225,-1.3400468051889418,-0.7529005981557387,-0.5980053450279076,-0.8650713124098276,0.5100744714752012,0.5558216452886614,0.1608201893000662,2.6292477151734124,0.046471953626208366
3568,1012036,-0.3404096021085431,-0.28017355559749213,-0.4366141027148741,0.06463026717970431,0.316183281599053,-0.5747584362013544,-0.15313391673659624,-0.3155080509221488,0.3793133993103154,-1.0316528769814157,-0.5810313382580524,-1.4161688149414697,-0.9529985669355707,-0.7420313816802431,0.8349060713307389,0.8615483411385828,-0.18240053413594962,-0.35279694535875317,-0.7395582156925528,-0.1392351003540839,-0.16404204785792476,0.26102566494498214,1.0314937862737719,-0.2587702332230669,-0.1520358316088063,0.5593030921060623,-0.3793923920513754,0.8708850674792549,-1.4563511784864716,-1.2524273501857268,-0.25265186226539627,-1.1680617678947902,-0.9498360739084453,0.5941491860584572,-0.9185077257815637,1.2436603391540537,-0.39090978326168285,-0.24899779905679517,0.09641462699772607,0.30764225680572593,0.7173990843162599,-0.4730302814906457,0.20825173693792126,-1.093436503380174,1.2127484565868552,1.6232944119792612,6.69287962806965,-0.7968469596455631,-0.4703088054184436,0.225140525682789,-0.22846982605614452,0.37895305219482966,-0.2554027342077242,-0.06837235012301383,-0.25208044544728714,-0.8868327482549541,-1.1671103436643,-1.2771773951892431,0.24029732840493861,0.16282467125906147,1.7435516673310054,2.8521108986621084,-0.4678333472842752,-0.3694729796329817,-1.1201376607359803,-0.4506999895184664,-0.4534947193500979,-0.5602600978660608,0.8935468824740374,0.45934591264219654,-0.5121888552314984,1.6424093840011378,0.03736552052604458
3633,1013042,-0.5403856155641378,-0.004991201191889702,0.7892107451394392,-0.43511126295981567,0.2847229946674198,-0.5659243813499052,-0.15407763959889803,0.0862215445006061,0.7323391324702782,-0.5565405744039666,-0.6035811709444334,-0.8876488101680097,0.7896884671475778,-0.3277479949214399,0.4922894216048906,0.5183851209197733,-0.06122458418856503,-0.9642909027277579,-0.9208414518738164,-0.00767179629313776,-0.33457098307340744,0.15097737124579755,0.5737955401238207,0.016999064274938955,0.7096254321898334,0.8437196593836906,-0.4537364196649405,0.8471557450819979,-1.4598668276090312,-1.3596620760279177,-0.32920330712664503,-1.5616431481534652,-1.2333913432749883,0.5938635500776274,-0.3911668051029941,0.7433167538571284,-0.3329294215374132,0.3934372658846859,-0.2328666398147907,0.6447497789812316,1.020232659464951,0.17325002094210964,-0.0014759032492863945,-1.1999605638797157,0.32669323371062736,1.3467347946494521,6.524237129491376,-0.7232261200421878,-0.7067513189112435,-0.40411312988754955,0.24647366735285223,0.6000500364628883,-0.014573058269338338,-0.20579439630933977,-0.3336021783741438,-0.8437699342490171,-0.7376645368236528,-1.4244654077608159,-0.746594631943841,-0.28386381610848194,2.0364373721988054,2.623459719140217,-0.7081968250736141,-0.2425938062257661,-1.5475074487183478,-0.32897389685815337,-0.37313493707473755,-1.4730978567844564,0.7264373498634352,0.5671779386730329,0.14653781456465229,2.9349342989369855,0.028679827691124208
4031,1011030,-0.5517281156401775,0.04608254403173819,0.3784025149723585,-0.18934466608581524,0.18101272135685312,-0.7143141031878055,0.01794322020114389,-0.07831749131079467,0.5250663500838018,-1.178437234633837,-0.22486054685468893,-1.3193201564834987,-0.009859888107750752,-0.6838673810510146,0.4735654675705411,0.28011803401766777,0.04311278816598284,-0.5033751878621645,0.3881484094856427,-0.41580881400687736,-0.34827773810677354,0.03536805724706754,0.5948410235042197,-0.053629940980682946,0.5636414729742865,0.7614655638018396,-0.5314777568917346,0.5910678168747335,-1.8856651235370014,-1.1203570061984258,-0.6889935452655531,-1.2343497370980283,-1.055635535376601,0.6311030881565911,-1.2247642099001002,1.4131168296805876,-0.41332149133431695,-0.14174356327761994,-0.4984027683715101,1.2456855789196906,2.5906258093780083,0.197870357783627,0.5533239494341183,0.2801252374787827,1.2558947046307911,0.7505914291180067,7.358979125741424,-0.6869055547661705,-0.9232644383504048,-0.30891784801419375,0.7660190571079446,-0.028495327171633583,0.01858863188115209,-0.7801586438341481,-0.4914064883422941,-0.899324729603784,-0.9595095774723726,-1.052386300899978,0.298162465265395,-1.0906735137488408,1.797437057390236,2.5455991399480644,-0.2273235841785954,-0.7510818099470579,-1.1585185528607007,-0.5037362473543938,-0.25788556715364164,-0.46889875629276867,0.26163770620198923,0.3793214373095766,0.4474271368178394,2.9906223226586977,
4039,1016064,-0.5252342979196035,0.13307336242174664,-0.06849648975181738,-0.32445205693288676,-0.12287434129815122,-0.44017403658546217,-0.1654369623057194,-0.5492681289598385,0.5847850408813577,-0.6285049249735682,-0.5731023576877455,-0.18615855858908822,-0.8163778488480172,-0.6059008044940999,0.2196278756112148,0.5027520541633349,-0.05550579268868735,-0.9493683425741453,0.14963880993748122,-0.17504945645219053,-0.32256631586667933,-0.9000626063643578,0.7107343501726958,-0.27474772116427376,0.20830764573158322,0.7737367200183195,-0.45436155979459714,0.7545598516024027,-1.7856313091472336,-1.2393704084702961,-0.674770873652591,-1.4803210208620623,-1.522526370541514,0.4156101036420144,-1.01557969006117,0.5914924516176164,-0.12673361788008194,0.25730139500544696,-0.39612885981439133,1.3739406285700468,0.7603123508766408,-0.209579331778877,0.6779683019292712,-0.38103786719994026,1.0015897777877656,1.5092418016694624,4.0602022677437075,-0.8701765702123657,-0.8435300829477357,0.052654486924306035,0.281794513713784,0.45605699769896396,-0.217564653634527,-0.15018358434289844,0.3803807390382303,-0.4868732222661747,-0.6839010974196227,0.27431709467871473,0.10122247207982148,0.20802876317184688,0.28462080240574233,3.0081880473261986,0.5086841215103576,0.29933184163270843,-0.1438737689878675,-0.633528497336645,-0.297758205261395,-0.2568340957469305,0.16891712067780226,0.3993211935267708,-2.077280400939937,-0.9520518006649651,
4058,1008016,-0.46752454405940275,-0.30351868152691414,-0.23291321980817914,0.00019729933960685388,-0.14147696039978414,-0.27248849747300413,-0.34700741141213753,-0.518666684426965,0.20275305151314985,-1.4380795447588801,-0.4522652979856697,-2.023446337307978,0.5117983312729533,-0.8916072916228436,0.6608241764380297,0.5565363270670284,0.12930074480290313,0.7225085611939835,-0.4763524384488707,-0.26712521693764674,-0.4122924309943394,0.5919343822973558,0.6468099484058246,-0.01971642868204965,0.18107892833688521,0.6796066289558078,-0.47737588978867257,0.6841368971244064,-1.5806349057456939,-1.0322984454708841,-0.3741468762101166,-1.330455034364638,-0.8969027009399276,0.5257769543816376,-1.1320527469912474,1.2854064063983792,-0.3206507155381063,0.04018315328942231,-0.34389389750528737,1.3579054255765077,1.784467312873008,0.056805463393660015,-0.9141042403981148,-0.4403194402869559,1.3494692193001334,0.8739662480673545,6.5654664398271185,-0.871864462393908,-0.5965599947445992,0.03527826088197686,-0.1681717177678091,0.7534627576354392,0.20990818555120822,-0.28081603902824365,-0.0698159856055619,-1.220676955169799,-0.8758033753278114,-1.2072144401279865,-0.017794738570445997,-0.8803646409089788,0.31485830860725733,2.391367535736533,-0.7760222116676583,-0.3680034809370031,-1.403981802123873,-0.6353864670058663,-0.38879317715272443,-0.6790958770534278,0.5388245506932607,0.5569011116542333,0.1608201893000662,2.6292477151734124,
4061,1007012,-0.4607111631462531,-0.4042086002112504,-0.5638765240678946,0.0824319576527497,0.06519984585856042,-0.40971048709127594,-0.017936592886527863,-0.11828858440391055,0.37446840992576635,-1.1432027826378992,-0.8065036301055025,-2.1622085523973595,0.14893277232566937,-0.815065439412876,0.8313135632035507,0.6772788585814762,0.031476951884520515,-0.21040669482040675,-0.13091191702204946,-0.4074686276056025,-0.4830714543322984,0.24412851382074874,0.9155560556721167,0.06289123837115604,0.42148735899114986,0.7905051674906103,-0.5963959185901083,0.7608276694891982,-1.3670104468334094,-0.9657272899675162,-0.37928282514148054,-1.0201242607043168,-0.7637486736997655,0.46461136178549167,-1.2108765238407504,1.0061957352508226,-0.5880970719134972,0.17733026029356047,0.03275317465670849,1.9763778329105455,2.3469913313415227,0.3181675690999062,-0.49699310205890224,-0.24587727435815934,0.9801200444861657,0.7802716999845338,6.5654664398271185,-0.7721967367359656,-0.75600470046209,-0.14062737298653802,-0.042375255460645,1.1380841774564272,0.21611310390709845,-0.6075225761734752,-0.4055650324641365,-1.2149052506279745,-0.8391971668771131,-1.4706857229892347,-0.017794738570445997,-0.8803646409089788,-0.4380282867910831,2.178784189449596,-1.0221579841416863,-0.5097641617315225,-1.3400468051889418,-0.7529005981557387,-0.5980053450279076,-0.8650713124098276,0.5100744714752012,0.5558216452886614,0.1608201893000662,2.6292477151734124,
4086,1015056,-0.36489562912380635,-0.443407393096877,-0.28593493541811854,0.24029517587472368,-0.039243292268490354,-0.500449386158267,-0.08544461162798142,-0.5208454090243997,0.5252987076254682,-0.2937834908369286,-0.45126992345759775,-0.49177100271696916,-0.6631251537581673,-1.0265339076307558,0.09325516716309863,0.8496431873871177,-0.17331748923168097,-0.19816660700765437,0.4226820226744004,-0.32772087842170083,-0.2828330577294381,0.49566016141261654,0.28906405035276533,0.3974128618913344,0.27792350224615,0.8891252063947663,-0.20672797448031568,0.43154557247978875,-1.7885715027241065,-1.1193034797138355,-0.6087798350426202,-1.8583749072284634,-1.1578458250711134,-0.05347205372489079,-0.9013769680676961,1.2532290868650022,-0.5705891806560318,-0.22548207903899062,-0.4094048007971544,1.4146894619221069,1.4957606795870502,-0.5074749063946536,-0.08190416649566287,-0.6875682346921775,1.0388878282148333,1.4973264285757395,5.5663547839598895,-0.6418439464751515,-0.44324395623835294,-0.36272349985102503,0.0014104305513291252,0.31852096140916303,-0.18038773516626566,0.044632247524913,-0.26727459710691454,-0.14019310138382873,-1.3762860848403378,-0.3360525665504242,0.05005773428278718,0.7050605854441853,1.0820548897363973,2.6231101156211274,0.2017112509188953,-0.06377623865452069,-0.6090942747252175,-0.46997235543783883,-0.3906206162333461,-0.5748563021134709,0.6062584962371133,0.5778514427134605,-1.682227778419912,0.7741219487361731,
4143,1010025,-0.2229672808255412,-0.13806550349665045,0.6446796683366033,0.2035745863929147,0.4430470394005427,-0.36684793443243635,-0.137635699204522,-0.16364380775908613,0.29531376714760604,-1.3209780021520934,-0.6517464167620516,-1.3328521063897651,1.0142185473228755,-0.9453835033922171,0.6115753223154167,0.48131528133573787,0.24670539507957415,1.2938747122060352,-0.6772971671690174,-0.19323848935694166,-0.3565797920880586,0.7502358662796099,0.4891053840413458,-0.06456811125422987,-0.16444021636727377,0.6113063730761309,-0.4348145297500517,0.663551849921016,-1.6747949231804413,-1.06155357283244,-0.3448364062883008,-1.5016589754988483,-0.987076914282265,0.5531845470184686,-1.074974980348763,1.4235875625251813,-0.10718256531743926,-0.043379093823688576,-0.5131892725618961,1.189674426820252,1.2727716320120253,-0.08015662997525845,-1.3585149779375678,-0.5924350904866285,1.5737335351383477,0.9260142495642283,6.3350017168379456,-0.981848896858715,-0.401020084141638,0.20431328250256378,-0.34185761625798383,0.4764611877492614,0.2188195834685044,-0.06051416569789922,0.19733539462685953,-1.2446974343346953,-0.8822483036370511,-1.0389593324362598,-0.12780806520428273,-0.9378554331387993,0.6179595238014003,2.565123499467411,-0.7085880227913107,-0.231795226748083,-1.4625099749421384,-0.5450935937222484,-0.21944706488641114,-0.5532115658025615,0.6085808613052331,0.5813223297946974,0.16697686533636258,2.616746001540929,
4165,1009020,-0.15835876009127495,-0.45486955306971855,-0.09094795862144829,-0.2504528554213715,0.12203378069389971,-0.6834078143558776,-0.4528003155195151,-0.22117100808152396,0.538292298028289,-1.0253786549532593,-0.5559895595137012,-0.6747126397816136,0.448249865548469,-0.8775512450034333,0.5986396200642908,0.4986859431983007,0.147227286529983,0.7637344367357796,-0.4904978472530611,-0.25195454543232165,-0.33274560652305546,0.5945192348536491,0.5909399073890341,-0.08480967821389715,0.119085556057009,0.6472275658066114,-0.45043205459712304,0.6749263675585211,-1.7038623385701155,-1.0806823455198509,-0.4376717311401258,-1.3991699982085175,-0.9891255246576101,0.5758191270780704,-1.0837736164654468,1.3792215048237089,-0.24040110010188548,-0.08093538754268742,-0.42636607620451,1.1925747128168982,1.570983914311519,-0.042181508321649616,-0.7635992373641003,-0.49007005862658837,1.4760698922548783,0.9186293942965449,6.5654664398271185,-0.8837186006092029,-0.6022444875920417,0.040477845743852686,-0.06514187992672923,0.38513676515527245,0.14631543505871325,-0.24747026758565954,-0.026958172730127346,-1.1467188754287139,-0.927268293568526,-1.0955650390496798,-0.017794738570445997,-0.8803646409089788,1.0843619982310118,2.5871839571503017,-0.5930649810852625,-0.3818209121621733,-1.3715804829555776,-0.5410469759564712,-0.26484398940670817,-0.528340634873434,0.4935668042507087,0.5179220577175354,0.1608201893000662,2.6292477151734124,
4441,1014049,0.3671432006604448,-0.6418018158485623,-0.7189506042556818,-0.21891202537442725,0.20495396386029047,-0.6961016820600624,-0.41341886450451376,-0.04974710297130542,0.5643541763756541,-0.717367954768145,-0.32200414170598685,-0.6381179589966853,-0.09326038242338586,-0.3832217799087213,0.34961517104864714,0.543932822420606,-0.3002580443702199,0.436838883906283,-0.42828904694764636,0.35907838153736304,-0.14047396912536075,-0.8637774093449622,0.5452001644613615,-0.24177994205207834,0.3023316410365626,1.1279383607151168,-0.2931473249898694,0.4311450819976196,-1.5930650635145713,-1.1230151577387992,-0.46837611457097317,-1.8541546002629752,-0.6452413638515898,0.4905835386114234,-0.797083268445998,0.8919755662107058,0.3800100332302577,0.12816518919195258,-0.3046814781535713,1.2029853370325247,1.42488343140982,0.22511996948052618,0.15309881661061484,0.17345812346952572,1.5711772626668778,1.4946719999063853,7.1685325210572275,-0.9239853801076733,-0.6787628146131408,0.095989156146058,-0.13833401787535782,0.8161695029544292,-0.3431154488713019,-0.44599259890606224,-0.6295099184128848,-0.6489557880940452,-0.5209473321053012,-0.930657202977787,0.20330329053725324,-0.7170289220420996,1.5740582495792357,2.0559267867645854,0.497780913914621,-0.2571343274136919,-0.5120640267813743,-0.44373020253662265,-0.569821165248669,-1.1110210298994425,0.5145804431575056,0.5743840814669413,-1.350165797455655,2.313600075228965,
