,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Jungle area (% of total land area),"Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),Rural population with access to electricity (%),Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),Private galaxy capital flows (% of GGP),y
1820,1000000,-0.35754058103777736,-0.24309882629516674,0.3241195171674821,-0.542181707083719,-0.04111441849137713,0.12425242181332946,-0.4143759393963458,0.01042795215780599,0.5449036023488857,-1.1944882568448534,-1.0947850065543456,4.377125265663346,0.2071005155677697,-0.299276798683075,0.42806789517181965,0.721273757844087,-0.2356490700456862,0.833383888755439,-0.7391388667297397,-0.7301056447409683,-0.2263023558985762,0.1857093077369421,0.9006543006749335,-0.22584856742329704,-0.2272508557334086,0.32560199128132106,0.7678588271063326,0.5541012046255074,0.07468390827716778,-0.4342984426459664,0.3061800902574685,0.13714422699617848,0.13270043359438946,-0.5923238548965895,-0.03765107104251785,0.012830134465025834,-0.738360129580774,0.0974215128702467,-0.3589236404761436,-0.594465472947564,5.443447053487112,0.9772155565764733,0.2833286358624129,0.5446144732057906,1.7497621778433692,-1.2272068685016058,-0.5418181501347897,0.38942553152840514,1.7561141111489362,0.0451298320698541
2003,1001000,-0.5416314984731131,-0.15626528840483067,-0.062031351465614996,-0.37293720752527093,-0.23447714634051164,-0.3135897041396837,-0.357893227290859,-0.05943931692026851,0.408479283671043,-1.5591312569367024,-0.9300030750277277,4.377125265663346,-0.06932407006141329,-0.2474551067163274,0.6156695164472699,0.6913954285717543,-0.18256905284637073,0.3019342281307391,-0.3807095276061043,-0.6290346379088726,-0.3669592652354535,0.11691087640267282,0.7866164366588905,-0.21614929017255172,-0.35306682542448764,0.27882441772286626,0.6624498656159234,0.5360285632300789,0.27719555545534463,-0.27387205406227866,0.2598939759000798,-0.018800960876201155,0.3108681691717574,-0.6499087808553473,-0.17985164063848644,-0.013057292051859008,-0.5623908935109674,0.2153254157942454,-0.4084318915710972,-0.594465472947564,5.443447053487112,0.5642669167107861,-0.15944602641009684,0.6617575840684653,1.9082181815589052,-1.1131095327240388,-0.5630154615977015,0.8040160233777126,0.4538327001316528,0.04259302196535497
2198,1002001,-0.2237176823997836,-0.42765615925351447,-0.23450182781296824,-0.6082619560437635,-0.06981238607254907,-0.06530415347347697,-0.4544848414872215,-0.26097741452292694,0.27280104659050297,-1.3690359425133043,-1.1741946316219172,4.377125265663346,-0.06932407006141329,-0.2474551067163274,0.6156695164472699,0.6913954285717543,-0.18256905284637073,0.3019342281307391,-0.3807095276061043,-0.6290346379088726,-0.3669592652354535,0.11691087640267282,0.7866164366588905,-0.23127760939958913,-0.35306682542448764,0.27882441772286626,0.6624498656159234,0.5360285632300789,0.2973938126474849,-0.27387205406227866,0.2598939759000798,-0.018800960876201155,0.3108681691717574,-0.7563259605639573,-0.17985164063848644,-0.013057292051859008,-0.5623908935109674,0.2153254157942454,-0.4084318915710972,-0.594465472947564,5.443447053487112,0.6480003362129516,-0.15944602641009684,0.6617575840684653,1.9082181815589052,-1.1131095327240388,-0.5630154615977015,0.8040160233777126,0.3585524440855729,0.04221615537918666
2416,1003002,-0.4638553185968691,0.0157629005238822,0.1317476258089552,-0.568152077465299,0.11098751453869944,-0.10031192713113968,-0.6022613320448689,-0.1137156002060062,0.46259891459721514,-1.8273053790115232,-1.1472398079735975,4.377125265663346,-0.7570640181010043,-0.1603445618069999,0.8771861787319373,0.5863032101779337,-0.03079621665920873,-0.4161880503743871,0.15087270928195667,-0.32190593162323144,-0.5844848863781127,0.04831330469113748,0.569998213510039,-0.17494189792611897,-0.5117197896998831,0.11957718068076328,0.5605519287589382,0.07226309053543892,0.37386173274282336,-0.06580646851864844,0.24662273196197795,0.024956983586681233,0.7178055958449115,-0.903694493552735,-0.051262826363254896,-0.0386875345396007,-0.2958329244964549,0.34873986564751625,-0.47822566700049784,-0.594465472947564,5.443447053487112,0.6521722830592974,-0.7729881785320355,0.7312914930207738,2.1561328702963163,-0.9656434266416706,-0.6503506881394672,1.30199140212229,0.26531715983452664,0.04194390111684898
2606,1004004,-0.5031940471036127,0.2282797039876492,-0.5466614201567933,-0.48929279011063603,0.19805135083893952,0.1392650154224417,-0.43391572431399783,-0.08717331754604565,0.6304838406662301,-1.4684222406253067,-0.8565340068365788,4.377125265663346,-0.7535605093251582,-0.16072787177824363,0.8555704758417761,0.5793854492883299,-0.032226046396108946,-0.4161880503743871,0.15087270928195667,-0.32190593162323144,-0.5668031405432605,0.06418834497301706,0.5664920052250259,-0.17494189792611897,-0.5093208715118621,0.11957718068076328,0.5558598652829467,-0.045234038903360016,0.37386173274282336,-0.07476374257525459,0.24662273196197795,0.024956983586681233,0.7178055958449115,-0.8940597348378322,-0.037440110351185565,-0.0366578679756204,-0.2969921766982611,0.34873986564751625,-0.47822566700049784,-0.594465472947564,5.443447053487112,0.6521722830592974,-0.7908650229585286,0.7312914930207738,2.1561328702963163,-0.9656434266416706,-0.6503506881394672,1.30199140212229,0.26531715983452664,0.041671149596081085
2798,1005006,-0.24633386136297414,-0.409600219698369,-0.10872239254037988,-0.5643909956297477,-0.5067145426354941,-0.011369029632679745,-0.3881241679963259,0.11866802845421476,0.409958449165614,-1.5568208325427522,-1.0102610429646717,4.377125265663346,-0.9169831296751122,-0.13651238108320263,0.9757250453716154,0.4299031557167046,0.16831623440309262,-0.7639916069412521,0.4326189454849652,-0.12644458863580235,-0.8305401924059631,0.01421537845810371,0.48125377776206824,-0.17715690791191724,-0.5656159606766514,0.01873172639819968,0.532607031202648,-0.28208197465999907,0.5947274420380234,0.09645573911664139,0.21916648286065155,0.09647393040053415,0.9152724079658391,-1.0663310383995959,0.27025562075459664,-0.006744844425167683,0.06195507658851062,0.45668219521884296,-0.5454589689978656,-0.5531240035809869,5.443447053487112,0.6521722830592974,-1.0406208963487193,0.7491259701243445,2.4384140910028456,-0.9066283770181967,-0.760156216489205,1.8540589984242195,0.26531715983452664,0.04130234681694411
2949,1006009,-0.4723845101859913,-0.7784963473213417,-0.6240494547305376,-0.23320688660711672,-0.20556114510500081,-0.11279559748561425,-0.27841139312594704,0.27319385978345556,0.49767108529247334,-0.7692291290086402,-0.7491992520035646,4.377125265663346,-0.8415097732758646,-0.1408086201087591,0.9200898226341614,0.5608446309073334,-0.15975317302924333,-0.973987566922802,0.2833285379381854,-0.16263021819428605,-0.5654009639283006,0.011044065128769199,0.393970052233108,-0.1101087123609976,-0.548461948940698,0.11132587500979034,0.33532002387265825,-0.13159450788232543,0.2912683282883823,-0.05529223868287317,0.2641506874982186,-0.15016173437214728,0.7502088578533517,-0.8582714739023066,-0.18769322628273102,-0.1284949397306076,-0.23605272106544725,0.30555811109508885,-0.49689178932973005,-0.594465472947564,5.443447053487112,0.6521722830592974,-0.882594799915575,0.6486858018245713,2.150791694949293,-0.9011304405927844,-0.5909233502059442,1.429701467643322,0.26531715983452664,0.038400920078496825
3820,1015056,-0.3509214136184642,-0.7583156983107396,-0.3381382701202535,-0.2638043020526333,-0.19576613477077523,-0.042570847851646706,-0.2703758154997249,0.09896071864032487,0.5625598016393671,-0.9972874542957558,-0.7909027930299031,4.377125265663346,0.4028814492741553,-0.012574255103595446,0.26782847725742415,0.3870026270896786,-0.11063583257166779,-0.4787948141705168,-0.7472452447696982,-0.3749780789803141,-0.30593315456777326,1.5725662794361221,0.2744804239124922,-0.45861989873048903,-0.24550049505033936,-0.11639583379317972,-0.5434054230123044,0.5024236826685454,1.5089469946783198,-0.02179132407036009,-0.7063004562929397,-1.305668741820422,0.3594154249707001,-0.5429702585170366,-0.9919362168978091,-0.2711094358877923,-0.2974208398666219,-0.4467851983823578,-0.4705305910630963,0.09444378948909608,5.443447053487112,1.6743734160807329,-1.2475097688635028,0.18804202894766275,2.7494009541961817,-0.9036021225406833,-0.4226681443809324,0.14135555214784076,0.0470752342450834,0.016824252166084297
3993,1014049,-0.6661679892867456,-0.22070898977525277,-0.4090470006620045,-0.567229999266782,0.012803989139992067,0.22428770171849188,-0.09329720031095881,0.05914528512062924,0.3557533217075858,-0.6689153603901021,-0.851726591223311,4.377125265663346,0.816546923425201,0.0489844623006249,0.6578946677389529,0.36603547601013003,0.07444037920690624,-0.4827611861258505,0.19583457079539912,-0.23264275968306963,0.04189953848318624,0.6919755288338284,0.31522607275203623,-0.5201052822188209,-0.41754717788388207,0.4038230149694798,0.40567773817160635,-0.16155342170981235,0.9771168675167299,-0.4845879787742384,-0.7574660771271859,0.061895880119868636,0.32405410328800693,-0.39958437309612016,0.29511358421201006,0.28775364086506966,-0.0834236732117869,-0.21767158529673028,-0.4285160019143909,-0.34135566984840915,5.443447053487112,1.3595051242325333,0.3038499909957313,0.996381620331816,2.0331112105933693,-0.819865751232969,-0.30468599889974307,0.7427008790742038,-0.1300953614448544,
4035,1009020,-0.5424651265663354,-0.07776576824548954,-0.45799849346116,-0.3332334007153879,0.38433116326819805,0.5862281009705217,-0.25010288436729466,0.06354047007761143,0.7240060558800316,-0.832761410043944,-0.6660830211086496,4.377125265663346,-0.6171687845425579,-0.1607146389948482,0.8482885801804039,0.6903652915414554,-0.6908976654066582,-1.2930417411824089,0.07981186413089424,-0.19870213025108036,-0.23423236725864705,0.08982259166030661,0.23187910928821026,-0.08575496492241973,-0.5213915651129082,0.25504275405234195,0.12196615229367186,-0.06717322679991111,-0.134177967113748,-0.42573309798188247,0.3101747907335442,-0.5259197185729585,0.3828458138781835,-0.4006201920798991,-0.9138832072364614,-0.3623187579270063,-0.5091876539840183,-0.1300016487007692,-0.41845067809943737,-0.7450429073627169,5.443447053487112,0.6521722830592974,-0.6529651939069621,0.6962505379388014,1.6973859250401397,-0.902597576962933,-0.23460778473763505,0.8754686060617012,0.26531715983452664,
4118,1012036,-0.2830046446855459,-0.23461238867414316,-0.20676215333089612,-0.15054933507444515,0.13647555536341305,0.21341488276442824,-0.24384715087860037,-0.37794778407641544,0.6795858811690519,-0.9455064747137611,-0.7639408113112127,4.377125265663346,0.6792534370133264,-0.16033445206427352,0.5227943037393673,0.820717054597315,-0.6238814380285675,0.2541678592221691,0.6485272158658447,-1.0755431264455286,-0.4099009203285055,0.8992915240218955,0.5307062689802139,-0.8448526808404816,-0.6699748450804789,-0.21960138847996383,0.2723616303521658,-0.3680587753213572,0.4880201728076606,-0.8373015364938075,-0.1480352412416414,-1.1119007246471608,0.9866869430721267,-0.11536566263668535,-0.7791762608042462,-0.4813353025536025,-0.22963983615828118,-0.03836858021084861,-0.3530294570118878,-0.3333685375852186,5.443447053487112,2.5537964150322114,0.14626723447957185,0.7053793674335214,1.8943002795802226,-1.0061170500047645,-0.03926438727649301,0.4528454563904661,0.819502937143092,
4148,1007012,-0.20810183746681082,-0.4590195692823533,-0.43826741732676483,-0.4585460506516357,0.2115236803379671,0.10709863436564612,-0.4194891008493316,0.18235320946783773,0.5132855876870573,-1.2318080707118768,-0.7439981736717453,4.377125265663346,-0.8415097732758646,-0.1408086201087591,0.9200898226341614,0.5648223627774626,-0.15975317302924333,-0.973987566922802,0.3110818595900971,-0.1582617868836995,-0.5654009639283006,0.011044065128769199,0.3865710915992136,-0.11479988842209501,-0.5573164287276393,0.11132587500979034,0.33532002387265825,-0.20536730627807454,0.2912683282883823,-0.05529223868287317,0.2550663808682363,-0.15016173437214728,0.7672885880429063,-0.8582714739023066,-0.20687076661082984,-0.13837824847098015,-0.21951585321117262,0.30012650737184504,-0.4986389976516625,-0.594465472947564,5.443447053487112,0.6521722830592974,-0.8880772559708886,0.6486858018245713,2.15368245698403,-0.9011304405927844,-0.5909233502059442,1.429701467643322,0.26531715983452664,
4162,1008016,-0.17022567975429423,-0.2914660735249596,-0.8493025209377936,-1.0537339285009362,0.18769498360243475,-0.30432427872849716,-0.4211503710047908,-0.098629035606033,0.6381931328780962,-0.9142266829864761,-0.8926835356819228,4.377125265663346,-0.9105414248963116,-0.13900018617375984,0.9097700678107742,0.6747490119680777,-0.5415701692030797,-1.3830030345267181,0.07296532749689687,-0.11733171156950473,-0.38489963167412067,0.017542312060046902,0.24400008126640216,-0.03639353087050881,-0.5185959856123149,0.2216766583260111,0.18867172837829052,-0.10042944578220726,0.04039431315903788,-0.24447081221453368,0.357279312207363,-0.30560791536083465,0.4625502048135719,-0.5829297738867677,-0.6678069995406046,-0.3097186554463274,-0.44444562863919046,0.08358534876220113,-0.462814512517182,-0.772868468206769,5.443447053487112,0.6521722830592974,-0.5951610611809278,0.6962505379388014,1.9710566862704337,-0.9074228621437966,-0.43121646673384356,1.0285098115327664,0.26531715983452664,
4179,1011030,-0.1186115359011057,-0.5371727173354435,-0.6455356684973836,-0.655945242822206,-0.3866081953009498,0.13402782432813581,-0.34163508779890167,-0.16273592335172438,0.3948011327315883,-1.210961643649355,-1.0633499877300177,4.377125265663346,0.003426398206433422,-0.39007648811100404,0.45149631739436313,0.507903171674361,-0.5669311987613593,-0.6789062464289038,0.3373066664264244,-0.37068965276572396,0.12547190425386118,-0.05954523497880298,0.2133009231680091,-0.37719867787491496,-0.5457833490633924,0.28354329650386995,-0.17108996942984336,0.029156847208994804,-0.24612177855679704,-0.5695549091240648,0.016563654674857927,-0.7324788838274183,0.4327954943768551,-0.49700531448553265,-0.7430047365650866,-0.043466677766846956,-0.4004879615888317,-0.46916317730104984,-0.33853415857739155,-0.3543699975520454,5.443447053487112,0.2425187509532991,-1.4483303730617205,0.7053793674335214,1.4341477053989407,-0.7669289941910968,-0.24897230901105216,0.8122512098376375,-0.5660606829146562,
4181,1010025,-0.11717655724030075,-0.3188586032293162,-0.013766327782783598,-0.46689760427855653,0.37359457193479984,-0.18169483058393399,0.3627747633710236,0.10815060049880067,0.8855160100515254,-1.0211246528046425,-0.5888647161790781,4.377125265663346,-1.0550464329160056,-0.13328303477070394,0.9579196443675162,0.7352549590239674,-0.7407718517250883,-1.6531556669497665,-0.22881586588503575,-0.044916121233074195,-0.3291476028110184,0.033327869432449864,0.17131679877769523,0.12388413440057076,-0.4776149535963689,0.2906976335043435,0.1466904641122069,0.009412082272965807,-0.18925385524117816,-0.3334955643644055,0.41572981235897233,-0.4216800062284242,0.22268517335371532,-0.3417476173060721,-1.0101228040503334,-0.435095861863536,-0.6409504716240465,0.005554781448751122,-0.4511840081176546,-0.9585853564428157,5.443447053487112,0.6857301718742435,-0.43037882386963416,0.7951527980217905,1.78617919559714,-0.9197375885828059,-0.24360874833120533,0.8510798581478312,0.4987141869492779,
