,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)","Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank","Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
1926,1000000,-0.09456915511561466,-0.027189578821875945,0.5536681621530386,0.8178735322350974,-0.00706167635811818,0.05689485269765606,0.3434516629483424,0.3327617941822118,-0.2695899118812019,0.005323279946526417,0.5382751341737141,-0.25070251456092013,0.36575705507283074,0.30443592650674983,0.1048836207867103,-0.008655140470657336,-0.8622988280301133,-0.49863428322261794,-0.3369734673217823,-0.3867336277717385,1.0930025270748827,-0.4979184623561497,0.009953316142689139,0.8081709003168849,-0.41669526329848555,-0.16003829340940814,-0.41343257274759804,0.27765130992588255,-0.41524107918068237,0.4553245321283633,-0.17385913199839226,0.07548772592021949,0.5375244831415054,-0.57829229293513,0.14377819129811326,-0.6338655740620831,0.01796563274655144,0.7691639243699839,-0.14368365830730812,0.6924612222301515,0.11957828857936603,-0.8796618313101792,0.9391675484064071,0.5077290095797364,0.5563670325354186,0.11440388556652649,0.46797504964745196,0.16429032913983427,-0.4852562741245665,-0.20898691012097909,-0.756586700248042,0.1990560781502985,0.18728757750922276,-0.35345519328741615,-0.185471665848187,-0.1135260932814631,0.5292340149922875,-0.7694621417758264,-0.046996944408681456,-1.382409573872064,0.27036345490343033,-0.1462981215302462,-0.9003947314490633,-0.2912355036389629,-0.7152948664150846,0.2963798727654164,0.008986222587551199,0.2801944996560974,-0.04275370291212912,-0.24294348923910958,0.8298166561580115,0.7887122173981598,0.10715242016596499,0.0645142863676843
2028,1001000,0.08035361203178806,-0.15248203806670974,0.25202908530504603,0.551367909082141,0.40341134443931975,0.054395334095232034,0.19367693128366642,0.6782883640465918,0.14392018897730355,-0.21946971930970313,0.5915072453605025,-0.28372031557075156,0.2802660435585781,0.22833116050872942,0.17696206108496348,-0.03619777930567538,-0.7234739445921461,-0.34136619092829085,-0.15780803231937265,-0.37766931554411387,0.46342822242080123,-0.3955404787589352,-0.2230125759573397,0.8081252869397767,-0.3664994505543727,-0.10664883140871732,-0.5697908731682748,0.14982654629203115,-0.2062586996597934,0.4304047160596693,-0.060191421746007306,0.24994190870894378,0.4150484833497018,-0.3946664584551815,0.12512038635884262,-0.6431127114655937,0.10321825574932399,0.5016183429757973,-0.17564305537488445,0.35463018921984457,0.3030575144968455,-0.45108669775459914,0.6036368824414073,0.47339933592394823,0.8026096013178455,0.17099585366516823,0.39895369126000885,0.04427861209573348,-0.3446924401910336,-0.2377062555802034,-0.7015246664992127,0.25532873010722407,0.40386116465563826,-0.11870672803768176,-0.16970842168729094,-0.09844521798491894,0.4487434759251968,-0.668860219799592,-0.0029440041751369276,-0.8327173589898171,0.08707080899537697,-0.06480853244490038,-0.60531995346414,0.012129145103543446,-0.3966847426987149,0.28100623719811585,0.0708665968557745,0.14299333942048936,-0.27282387954990933,-0.34874425677235754,0.6817906201564642,0.6537641590390834,0.14310530857085457,0.06440576984029789
2303,1002001,-0.07657775259150336,-0.2075560113650109,0.9085151002832422,0.3670318812220888,-0.07725952571746694,0.27145127234914845,0.35180738780296356,0.11203031839089525,-0.4661140496590536,-0.05026177285196086,0.32127676187553195,-0.28372031557075156,0.2802660435585781,0.22833116050872942,0.17696206108496348,-0.03619777930567538,-0.7234739445921461,-0.34136619092829085,-0.15780803231937265,-0.37766931554411387,0.46342822242080123,-0.3955404787589352,-0.2230125759573397,0.8081252869397767,-0.3664994505543727,-0.10664883140871732,-0.5697908731682748,0.14982654629203115,-0.2062586996597934,0.43687676458424546,-0.060191421746007306,0.24994190870894378,0.4150484833497018,-0.3946664584551815,0.12512038635884262,-0.6431127114655937,0.10800686187247863,0.5016183429757973,-0.17564305537488445,0.35463018921984457,0.3030575144968455,-0.45108669775459914,0.6036368824414073,0.39100258984118597,0.8026096013178455,0.18399236085134618,0.39895369126000885,0.04427861209573348,-0.3446924401910336,-0.2377062555802034,-0.6942152293414847,0.25532873010722407,0.40386116465563826,-0.11870672803768176,-0.16970842168729094,-0.09844521798491894,0.4487434759251968,-0.668860219799592,-0.0029440041751369276,-0.8327173589898171,0.08707080899537697,-0.06480853244490038,-0.60531995346414,0.012129145103543446,-0.3966847426987149,0.28100623719811585,0.0708665968557745,0.14299333942048936,-0.27282387954990933,-0.34874425677235754,0.6817906201564642,0.6537641590390834,0.14310530857085457,0.06397263195869374
2414,1003002,-0.10345286154773398,0.11178040243629893,0.5188594394422177,0.27158240117475246,0.036563082114996294,0.5448755770888667,0.5465521302467038,0.10688245835986787,-0.3470120665494622,0.3035532332393154,0.1838182476867438,-0.5447239545189726,0.07083377353645888,0.1791394560198432,0.31777396159400306,-0.06842045904717986,-0.7635871787970175,-0.1466439390012847,0.09514303227349277,-0.37244802208693395,-0.34590740445118145,-0.3203583614062841,-0.4809478771841241,0.9033996135870818,-0.2610242420003203,0.05347183600089333,-0.7883895201337314,-0.03108042914366371,0.1878325139867081,0.33187410679483925,0.2024176471804159,0.48245991584476,0.28887697571620263,-0.07693250021190556,0.03233809827539639,-0.6308932265663721,0.21058160274160342,0.24869211042867093,-0.2824528805024719,0.04703897312736567,0.8170845343779356,-0.5322138833608272,0.2691539411323183,0.4139058274421552,1.4361962654693494,0.3460140942519583,0.3732274503990473,-0.11300956999903372,-0.12326314187811964,-0.2740569779876228,-0.63196387045585,0.38849894515125527,0.582653127830295,0.10629948971450381,-0.1642027709828602,-0.0979398125384969,0.357566136963436,-0.6524862358558902,0.08807116691034256,-0.13703476549901378,-0.17297317209615526,0.03767397960158005,-0.3929796118022438,0.29270634891208946,-0.22336293322841283,0.29541731712147173,0.20547798988843152,0.046721691156175645,-0.4354535419771613,-0.44294975378253393,0.6307239241149114,0.6537641590390834,0.08570012674016551,0.06399875352780993
2658,1004004,0.01414122910384649,0.29592481845476404,0.9509351393061106,0.5361120368962949,0.27827800226859717,0.2850646935806563,0.5947760296645336,0.38543239198019574,-0.40888722952237755,0.0901660747322569,-0.1081050391359569,-0.6079240196086868,0.06986928507093397,0.1791394560198432,0.31777396159400306,-0.056638342958877035,-0.7440355443634804,-0.12839440939190427,0.0970247669879981,-0.3659659912473419,-0.37558393924540256,-0.33654873546688274,-0.48998778824439676,0.9132465148293244,-0.2548582164409392,0.05347183600089333,-0.7864855533125908,-0.03657323942354221,0.19870261952591536,0.33187410679483925,0.19073839241074633,0.4861099613109127,0.28887697571620263,-0.0744889396160772,0.03233809827539639,-0.6026329181379038,0.20243510041118148,0.24869211042867093,-0.27767747369787527,0.047679455373168506,0.8170845343779356,-0.5632044515010394,0.2691539411323183,0.4618305609080862,1.4361962654693494,0.38526241389465427,0.4052130923403897,-0.0864382637634524,-0.12326314187811964,-0.2740569779876228,-0.628467121024759,0.38849894515125527,0.6234597540177136,0.10629948971450381,-0.1713707889881932,-0.0979398125384969,0.357566136963436,-0.6524862358558902,0.08807116691034256,-0.14429113646291994,-0.17297317209615526,0.03767397960158005,-0.3929796118022438,0.29270634891208946,-0.22336293322841283,0.315948083777891,0.22324119554579405,0.05835992568181139,-0.43962902067284176,-0.4205196814785143,0.6249135839525177,1.0580956383019033,0.0791026762438017,0.06405920817350398
2756,1005006,-0.09731903750132759,0.03356836980212158,0.7871596169277041,0.376355434478213,0.12747915335805737,0.38842706225459517,0.2347962291734858,0.24901369687271846,-0.24317676892251805,0.32354364495670446,0.02118070688995224,-0.67933389234889,-0.03699731035432184,0.21397076754848401,0.38332658340859416,-0.094319816355919,-0.9643321573126764,0.009486743352390161,0.20345893973910167,-0.34998105122206197,-0.9563784357555575,-0.24078806882798132,-0.6559287975479008,0.9913907592540101,-0.13804013201093013,0.13380373831322884,-0.9325687998932913,-0.17213274940931805,0.41082643950283554,0.24930292290809045,0.35135900585445407,0.6298107106995605,0.14092019892108845,0.08739385552708158,0.013208665904991061,-0.6300038892346881,0.2913501810623994,0.13182510558807964,-0.335814402317864,-0.15575212987718454,1.058352524635559,-0.4129326775225781,0.2647558462317545,0.27289260350711947,1.7939269926189896,0.35262569789133297,0.3643893998940583,-0.224427663269449,-0.025097316311381082,-0.25258133370383967,-0.5747168259994597,0.3351625919968749,0.7131462927288017,0.27156207824643247,-0.18515382620048057,-0.10114759989586669,0.32483150311953507,-0.7241621839197495,0.16142642802405904,0.39369957650706916,-0.3842587937306836,0.09770785953280253,-0.3695438772943205,0.41020750588240257,-0.048672522298538155,0.30354897435649897,0.21712871470478867,-0.0863703764578484,-0.6201045554984559,-0.5650342697872123,0.7202272148796955,1.0580956383019033,0.22692551329187421,0.06352819999078753
3058,1006009,0.17720495532059358,0.4612867770249967,1.0622528105940574,0.45717599492955474,-0.054422371325696155,0.373997622026304,0.42218302755909376,-0.08248384234012489,-0.27491977670552575,0.2735510485535026,0.07459033956804509,-0.6155763180138938,-0.0033392228949296336,0.07512154586099587,0.31458121888767987,-0.007251418728501455,-0.5442595372327181,0.0018736667829200937,0.21200352697875932,-0.37772394075547067,-0.9033187990210892,-0.2972499439120625,-0.5201787365318482,0.7949775059917787,-0.25180762350492775,0.09777875471495402,-0.8052689591275235,-0.06509912344887757,0.32548367746685913,0.3362151630872052,0.21689701528329244,0.5833915614661513,0.32229197480797234,0.11886254638590187,-0.03539730922971622,-0.43857458795127835,0.16526767353112376,0.04801421102469373,-0.29140213801120485,-0.23675660161069204,0.9333179751528334,-0.41390782424301265,-0.03854916288114773,0.4799881423240282,1.7299421608713477,0.4361561968244399,0.3873235016675433,-0.06519503164647004,0.05280209466644892,-0.33027627620487754,-0.5790675178290816,0.6449754152067784,1.0296945632395562,0.25248800441409824,-0.14741456571554418,-0.072211458361667,0.29604789354645483,-0.5619332070702596,0.09395140332983082,0.20182043305118932,-0.27861740666393386,0.10184779545943451,-0.0019442524684280826,0.458683140047652,-0.10524887961326485,0.3200746458161451,0.3195917012000906,0.07280341506826836,-0.5207986317929469,-0.3875235761732202,0.2850405344853679,1.549557264971362,0.0791026762438017,0.06420482254453319
3143,1007012,0.07557312335502984,-0.14975323559008288,1.08631445445291,0.9955049695637429,0.42178898873252385,0.7884071862459551,0.32164367383543424,0.5717941913288975,-0.5010073416068491,0.21182394689614967,0.3159009452773847,-0.6116957164947284,-0.010069996887090187,0.07512154586099587,0.31458121888767987,-0.007251418728501455,-0.527091817700513,0.0839954805718591,0.2221675121010349,-0.37772394075547067,-0.9033187990210892,-0.30454507588138624,-0.5201787365318482,0.7942041260544721,-0.24741111435770652,0.0707488862110063,-0.8028360951221377,-0.06646646874902937,0.33903532676527753,0.34677756465164145,0.21689701528329244,0.5808693562245634,0.3259213312250532,0.12126846088211772,-0.030843904552752974,-0.43857458795127835,0.17005881331779837,0.029527784009649692,-0.28240186415496343,-0.26075159946335524,0.938654096789802,-0.3988515842397412,-0.16706263012291703,0.4799881423240282,1.7299421608713477,0.4361561968244399,0.3919073989976091,-0.06519503164647004,0.056675539391280914,-0.32205822339092216,-0.5790675178290816,0.652474799110683,1.0296945632395562,0.25248800441409824,-0.14331084452603085,-0.072211458361667,0.2862370839895699,-0.5411500368837655,0.09395140332983082,0.20182043305118932,-0.27861740666393386,0.10184779545943451,0.0820334491936838,0.458683140047652,-0.098617990711439,0.3200746458161451,0.3195917012000906,0.07293309125657217,-0.5207986317929469,-0.3875235761732202,0.2538079079363328,1.5587097540705346,0.0791026762438017,0.06435768041981682
3213,1008016,0.29705154866056893,-0.016769752984316946,0.9707901199314611,0.8200239751491593,0.007026650086013921,0.1869243154136901,0.5448837585765091,0.4093418653790906,-0.5035880792496621,0.40989876197206904,0.2556739704790787,-0.4365618487773316,0.027056748312581397,-0.14666136162242327,0.26056610898839716,0.0012725328633895394,-0.12554651290381155,0.1521794692231965,0.28193905148855336,-0.4828879602447188,-0.8395470415089993,-0.318938208017305,-0.31021571429847977,0.3069508757394837,-0.3668937056384746,-0.01123084225034615,-0.6266569801076036,0.08970686496460463,0.27001520212032515,0.41983488717592415,0.07761581878929784,0.5640327981787824,0.6279193790095874,0.21067277851318292,-0.0949764653448531,-0.2944493209308608,-0.03267040123018405,-0.18060003361319957,-0.23390876956268014,-0.4807100467215771,0.7475969760008664,-0.5559635442909787,-0.5344709619060735,0.6516994674671337,1.5953749009564504,0.5235681127126882,0.3744629932363204,0.18647984835875073,0.17427715610493547,-0.4587673667881175,-0.5899243131851943,1.1254853397372573,1.345324061512902,0.2386975147484581,-0.10310637201338689,-0.021983817773742455,0.26493353795029784,-0.3700858787167233,-0.06351412341193513,0.052039491828551006,-0.18426444907017753,0.09399475825361703,0.6709461913343115,0.5013095287125349,-0.1643666060172357,0.2900788965977078,0.5109257968386591,0.2007635088594362,-0.378295203514709,-0.17611335310889067,-0.2813529582460121,1.5063366771161535,-0.08444825785403655,0.06435332276857607
3293,1009020,-0.196796395652185,0.24177549004458365,1.5335000132500045,0.7952578255484978,0.2951747468376604,0.39063876702876843,0.44396326847127754,0.6466984360259963,-0.4430041730237742,0.061296903429148356,0.11632915602170306,-0.4693517855088127,0.050383831989493866,0.02704106818422712,0.08797834052715583,0.11294390135224805,0.0983334543513044,0.042574299842732755,0.2489666172557,-0.43161369602430144,-0.7151931708668323,-0.3770021817721898,-0.2779705274927137,0.2706560344020687,-0.3985860142111749,-0.07630982333577399,-0.511915301035547,0.0832002256810598,0.1609358607700579,0.511548184972645,-0.12160467604109099,0.5023046222643511,0.6946096748125751,0.18846514238333814,0.010096255339711178,-0.12013889934049816,-0.0710754451547939,-0.21167992243911155,-0.1732452519232749,-0.46630760558261874,0.6866782094138807,-0.4235683500004741,-0.7367106003624896,0.7187182713505895,1.5969473894138213,0.6365416185717221,0.44733730075223427,0.35503268195711335,0.18015316108878746,-0.451850056656873,-0.5860495617254007,1.220514821325838,1.556650749759494,0.18333656301122414,-0.10573721470322976,-0.09670555754514569,0.18634144841824984,-0.2583257832191742,0.008533538108661594,-0.03776793187315339,-0.18426444907017753,0.14827057288303824,0.9504370018944747,0.550788009615272,-0.2047744647711897,0.3410350603113907,0.5179886972914565,0.3387915263044847,-0.35309936824114435,-0.10468010002100807,-0.5000477313892577,1.5063366771161535,-0.14414454154208567,0.06422944110430517
3405,1010025,-0.2958617570502395,-0.1428400708162368,1.0001703178612937,0.8175640886917641,-0.16782541375283014,0.4390251275084905,0.7243751115562541,0.35966196658367344,-0.47474809653695965,-0.024680132612055542,0.36826003603151475,-0.31447166793764647,0.05581955264485708,-0.47019981369475733,0.2547191788864928,-0.07188836479831112,-0.05172919186562792,0.17182957347462197,0.3528877882078982,-0.5522195502398466,-0.8045409178696288,-0.28076899142775597,-0.17874011065388257,0.05436527787903302,-0.422522492203235,-0.0628449649092652,-0.5655289769463453,0.23884970773182404,0.22919453254243485,0.45224942501168874,0.03481083200446608,0.5932094975565575,0.8272793984313945,0.3002612784581897,-0.18720558657032213,-0.26969072168364466,-0.11410824803356562,-0.257300482602382,-0.2256028236990384,-0.7667478167055775,0.6241317955697961,-0.8263852039732034,-0.6100258961090944,0.8452636873174701,1.5135785344629555,0.5144996162029042,0.3247430231638567,0.25956249058674463,0.23055837219656342,-0.5259996204982308,-0.6032873400944925,1.4101865479663591,1.6414683464739357,0.23708585408233213,-0.01883915804941559,0.07821660581877427,0.27410877445460136,-0.15394832336294198,-0.2134914927896694,0.10565930492507239,-0.13596052420341115,0.07316711826462304,1.1027379780572475,0.535579237249705,-0.2216951941558977,0.23213052383640995,0.5997969059819255,0.33973101555169855,-0.33509769894198027,-0.06167659582452281,-0.5539653236496969,1.5063366771161535,-0.1286199956164697,0.06396859419486799
3476,1011030,0.38535951695013987,0.2991462010678746,0.8054830924157722,0.4650966834982222,0.21741905239386602,0.5309195461419713,0.4784182113201637,0.6048694809431691,-0.7151363082086639,0.4452208981925814,0.018160509122902145,-0.9415902327185748,0.07052571035548352,0.8025311333415945,-0.24799987385157538,0.5863872607573448,0.8461620184869589,-0.6898690414537976,-0.10692551202116787,0.06400428563153249,-0.7598246077599133,-0.4523697002933782,-0.549067363261518,0.717197888200842,-0.38253281214126655,0.18583756523105632,-0.28792803410298057,-0.31909098412532577,-0.1456748834111166,0.5730762607875374,-0.4589083981975978,0.31625633747729937,0.3587572569211344,0.008571759584563125,0.7288131504637075,0.2258297680894365,-0.1824794416939333,-0.026551383077582993,-0.21284300548426585,0.14800047284441714,1.007200279990097,0.8799927547412024,-0.5744328146151909,0.47476428884157174,1.8351619702415556,1.0587101095102949,0.8625837543574862,0.6548189663074905,-0.020605915276566772,-0.19493708261013562,-0.5975572076521343,0.9115748827658879,1.4538469623016155,0.0532819136688256,-0.2530961152270468,-0.36714976337180066,0.015381212817710968,-0.550407431384481,0.4427423817873918,-0.776187151938538,-0.18426444907017753,0.264869756716053,0.9428849352664722,0.5662713851411331,0.016357948797273165,0.6886659939022989,0.34991147206465384,0.32678095622170644,-0.5317288374374958,-0.23374187697239943,-0.30508700761401397,2.0820322875809443,-0.1975598757497094,0.05541515846229938
3755,1014049,-0.030199906922697514,0.2150472427119735,1.4287869812066794,0.9889084883914001,0.16715806306685585,0.9807960283067504,0.6204581238183885,0.5119898708574272,-0.478855629034346,0.014835233888613632,-0.011288150212939326,0.02586365245226283,0.054856576501153255,-0.39911174548641964,-0.1115991145410801,0.6631894783555446,0.669750839254224,-0.7287131549699845,-0.09239396087821242,0.24413418354861238,-1.0936062885719242,-0.1623032820391737,-0.056931062605382846,-0.46007439486050133,-0.48892322090874574,-0.5226993552496448,-0.5574856034157232,-0.5812865946767014,0.3591576540039062,0.3037911834722185,-0.5728129291663104,0.4004803228045757,0.3652276528702746,0.23519518297035766,0.018006697464234885,-0.6004849874668317,-0.20782428841412562,0.2978557051861282,-0.7509072303937432,-0.24505069525209347,1.1647951119102418,0.7262886165939022,0.8915564132715179,0.7183875503893934,1.157085189683063,0.7750279540580935,0.6670523363785223,0.48574802481172324,0.21577133362941917,-0.8254847571219944,-0.7186244729092721,0.714616090813108,1.4561713596429136,0.04611969725197232,-0.6714089355515637,0.2714079177809664,0.2525438579286696,-0.5502780324534567,0.4753166789065494,-0.5684662244135905,-0.18426444907017753,-0.8290435307202578,1.1322778722404128,0.6283151466036797,-0.04396997313076636,0.5397231291597767,0.5275489618286445,0.4903579255926399,-0.28341409081397384,-0.022877741944652863,1.257552032231774,0.3460410992484042,-0.6418405803406758,0.04930612394797751
4285,1012036,0.10847207188361338,0.5077317056734015,1.651457652106698,0.5487087019898996,0.12697289766808345,0.8293241324729163,0.6148418158189966,0.2967532828439815,-0.2920356486975345,0.12055409814307348,0.48591021325157335,-0.05667243860264954,0.029218355464803236,0.1662094353604404,-0.19570437920649814,0.34168679141940234,-0.003912851419859064,0.7661364328717363,0.17122578879199518,-0.27017986132276645,1.0714222763225745,-0.7148304913234708,-0.11228380012342663,0.7695019034515533,-0.19686980593742592,-0.8357850060081021,-0.3526109726129553,0.20928404491829358,0.2623413857402385,0.7193845712392678,-0.37712961088942165,0.019080276422052095,0.7189923039955507,-0.052262928196571634,0.25761330822219447,-0.42740025651448693,0.2788833284598182,-0.15515742638221627,0.3063300345047631,-0.5072886704030102,0.38638437042779766,-0.25780012431624666,-2.2736691326378238,0.9390042739212552,1.7376651783300379,0.7921582265740595,0.5825724828990972,0.47240665838185686,0.11282000621528952,0.20191573057678908,-0.4492299505957664,0.5740252733455208,1.5193553084050007,0.08807918999242376,0.019714393627478708,0.025825131888558957,0.03869353714803944,0.26969636754888243,0.5182729254106723,-0.09665592336713037,-0.18426444907017753,0.18782220421426998,0.49923362958613404,0.6105933372264366,-0.3837504213237901,-0.0025326890528551884,0.061744332625057845,0.5028136767364808,-0.12277225075077917,-0.18199413172319762,-0.7318146712937448,1.2460348207836989,-0.20203202945349957,
4355,1015056,0.2384494169935355,0.12076959592595456,0.08009816055171387,0.702772642543582,-0.20510793660448354,0.6870656870069156,0.6451092915513673,0.4168010180386794,-0.27222906241194644,-0.3939407184031514,-0.04887178195646021,-0.2771341378928775,-0.07035028506710873,0.16201985222764964,0.22418408999829104,0.3475536787892664,0.4179459042481476,-0.17849911178354133,0.22655189936121112,-0.1418527417192165,0.4863309678833368,-0.33748466354504014,-0.2647892878521709,-0.019083346507434124,-0.5756074743258567,-0.7799962655848576,-0.6456769298345925,0.5148708922623909,-0.04396523429484137,0.9830988083257306,0.16240254639558263,0.35675012191029615,0.08352238711595818,0.08586295255879284,-0.3594386986218083,-0.7010271285600116,0.02156527250974975,0.23915428258890706,0.23097509006968583,-0.827012656361982,1.7018416565599712,-0.23045299142638062,0.028004739168256618,1.1336552304532452,0.32779984426785785,0.606375381181768,0.6886237241186245,0.3102133140333019,0.41371245567903553,-0.39690872901713886,-0.17680374481974,1.201673126804686,1.647457859545379,0.5177911020915201,-0.16931103349485108,0.2540683073870666,0.33850202487070674,-0.1871521029484845,0.23185160009870093,-0.8457332953508003,-0.18426444907017753,-0.13434788428399008,0.9784394206866028,0.7190402049262677,-0.08686047492635035,0.2255923059258254,0.185157368843624,0.2071628804051383,-0.18936470764857874,0.2087828465207828,0.3811666101196804,-0.5206147064613724,-0.2945078038670506,
4422,1013042,0.34246243987862185,0.15455228283947928,1.640145930067796,0.924532281032141,0.4691409989545631,0.6428287359688255,0.5028525650519238,0.29406296528545967,-0.28055826829639685,0.05924581473651895,0.5625154657280657,-1.1483283086134912,-0.33292488346794297,0.09752049762730425,-0.17052526705663007,0.3738167317897169,-0.011009941376164513,1.077914974035624,0.575634943219006,0.3439861355969685,0.038744156691714146,-0.4288510028876929,-0.1643074737715905,-0.7823324396527458,-0.4384821984706558,-0.33474320156995596,-0.5684892297582017,0.10802040487268792,0.3859982665575662,0.34894027986131926,-0.14368435393827336,-0.050622536159180616,0.34935960818206946,-0.4579965681243375,0.5712568373129175,-0.1789091813377705,0.25752262208028104,0.0038168607625383693,0.335795228078052,0.16454511828327562,1.0506431905837799,-0.12684983114659915,0.1507732567829302,0.6339946980890115,1.7055383038932808,0.7026285966548204,0.8185646652501933,0.5879945167408113,-0.2915840378829665,-0.7568093428570958,-0.23202543268242876,1.133868280063347,1.0455164018006922,0.09082650534810244,-0.06190554452085207,0.375690396509877,-0.08296913860497196,-0.012447380809086238,0.4219085756018362,-0.38713387654563625,-0.18426444907017753,-0.15894614948467053,0.6473895559258971,0.9896819358103573,0.07577327020229942,0.3574633681799459,0.2606727248194954,0.28667830907128833,-0.5117360666106113,-0.0973858055893761,-0.12828440596373203,-0.4688494790188027,-0.11606465904545796,
4447,1016064,0.37591074262559376,0.2369868960055472,0.5035924767127241,0.5531491458704235,0.5197184022100665,0.384020676468848,0.6538186567057938,0.45783080027482453,-0.36114950233575394,0.1366233283143844,0.09182385114254392,-1.037989571611642,0.04908737058824639,-0.14954948364606385,0.3355623946906245,0.38001381370883586,0.1615430529960582,0.8577290655983894,0.3435683983742228,0.3182096586120446,-1.9425362927573788,-0.4851405853178864,-0.3343634474057943,-0.018588224782649772,-0.4369888709139636,-0.464748313823825,-0.39469478348597853,0.23229480363072344,0.06808223112317545,0.5562194077372085,-0.4176409524298411,-0.1317920977180458,0.4026146678030527,-0.04489888153203991,0.4273000017556247,-0.12262310801316237,-0.19318029497841469,-0.16600398509230838,0.6640930453212379,0.32470935565159975,0.8395707412424659,-0.015163025642659742,-1.3017938680661143,1.2336954094077068,-0.06844460247144292,0.5901342047060035,0.9078638522484926,0.14739763322202198,-0.0509426534700438,-0.4816385013700479,-0.277644777147617,0.6188549113965326,1.438481116274797,0.24468427233730589,0.06693073623394553,0.2720776589797948,0.061022892985794476,-0.42710829186992494,0.20793638206612627,0.23248800067812667,-0.18426444907017753,-0.20277946007306435,0.941916912819295,1.0416790236692703,0.05706298858527523,0.42590614270844407,0.18453254719576165,0.3312598976542043,-0.36120323052521947,-0.3982882162177695,0.35019413570947705,-0.027767875559502907,-0.23841901818674424,
