,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Gender Inequality Index (GII),y
1803,1000000,-1.3958706951470865,-1.9087961922248389,-0.1089041238395893,-1.045362508959152,-1.6109924581507067,-1.3034450723076998,-1.364161871197197,-1.2672169037549479,1.2100618233693716,-1.963364551684728,-1.232853064046232,0.10965215216160697,-0.5317733957123176,-1.0127414537128732,2.551482283482116,1.4823411326369809,-0.1394621192177812,0.37279959514830113,-0.6727565297453173,-1.3945432776863913,-1.5639564317160384,-0.5624245069682022,1.226479129152138,2.483829322128424,-0.4605465398997733,1.310029908052877,-0.8881815357283871,1.2241699588409976,0.608465125787063,0.5151474660954546,-1.3946299178353887,0.7094225918982041,0.6891811513191644,-0.7160597117874377,-0.08580202648865261,-0.4396349378066034,-0.4175086034058266,1.6026750031188242,1.4033737343191444,3.4935569313731705,5.545606189352934,-1.1144781171263662,-0.20839659772889765,0.6952842484565389,-0.36494235188659085,-1.0126876791794996,0.5446484833965328,-0.9648216378504145,-1.1089773434300276,-1.9431020495913864,-1.7246567286373649,3.4751925337456755,1.7880205341454176,-0.875056677030823,-1.1027170278618865,-1.5203577395091183,-0.5364803603735504,-0.7361257405571713,-1.1343008031963555,0.26142596353793174,-1.0289776008060156,-0.2519425748301846,-2.6895142657323357,0.5076553020767387,-0.863922292187401,-0.8327766535645257,-0.12884865785577998,-1.4375352139000155,-1.1770508080422206,-2.004129154835641,1.0597465839671125,1.00483399507454,-1.0256768625809658,1.2526150026259824,0.7729317379731926,0.04548087796860068
2050,1001000,-1.6566575235219465,-1.2053561599827336,-1.3436179146475025,-0.6915406500244687,-1.59661458789637,-0.9452535491437493,-1.383187586562683,-1.4900621827075882,0.9349185713898199,-1.9456995302799436,-1.1221365120545947,0.007070227525123376,-0.16379443264250265,-0.9617716435044396,2.52647844495898,1.5955321434854468,-0.29310469344523665,0.17067681489099246,-0.7813407316584349,-1.429653950871759,-1.6270151646002935,-0.5800308864533589,1.292299103280832,2.44551424083256,-0.5586210607805997,1.2431520011973625,-0.9127665103145901,1.5147265057572143,0.7229507346326659,0.4612862761658999,-1.2986979822957307,0.705437498767175,0.7739168688792456,-0.7710423509057857,-0.20809950405580474,-0.6868086172628144,-0.6445177677737333,1.7543168333702281,1.312796364165627,3.539883911378407,5.48688813986117,-0.8730276181027999,-0.18724401454735357,0.21872083021215807,-0.26340331371986025,-0.9972744247116249,1.6560843071098297,-0.9648216378504145,-1.1089773434300276,-1.8055209953438898,-1.604057760825986,3.503770663807996,1.602710631480918,-0.780834509929507,-0.8688073500147007,-1.5412379896813388,-0.38363759736233755,-0.7361257405571713,-1.1343008031963555,0.14182261535316645,-1.0289776008060156,-0.2519425748301846,-2.5744060549081507,0.47285491214381303,-0.8526070754628361,-0.7435511940760212,-0.1342627055340214,-1.4375352139000155,-1.1770508080422206,-2.004129154835641,1.0597465839671125,1.00483399507454,-1.0256768625809658,0.6711323543000103,0.7729317379731926,0.042948473905582096
2317,1002001,-1.81494038784938,-1.2527647147381298,-0.12043140328635984,-1.1881073287114081,-1.59442117586338,-1.006235603354627,-1.2331611861738558,-1.2712805533092681,1.1491502939912959,-1.8748719458809322,-1.0277021089460017,0.04890752645351573,-0.16379443264250265,-0.9617716435044396,2.52647844495898,1.5955321434854468,-0.29310469344523665,0.17067681489099246,-0.7813407316584349,-1.429653950871759,-1.6270151646002935,-0.5800308864533589,1.292299103280832,2.44551424083256,-0.5586210607805997,1.2431520011973625,-0.9127665103145901,1.5147265057572143,0.7229507346326659,0.4612862761658999,-1.294725832919197,0.705437498767175,0.765143925146758,-0.7710423509057857,-0.20809950405580474,-0.6868086172628144,-0.6445177677737333,1.7499892931093322,1.312796364165627,3.539883911378407,5.48688813986117,-0.8730276181027999,-0.18724401454735357,0.21872083021215807,-0.26340331371986025,-0.949874932716925,1.6919515673624985,-0.9648216378504145,-1.1089773434300276,-1.8055209953438898,-1.604057760825986,3.503770663807996,1.602710631480918,-0.780834509929507,-0.8688073500147007,-1.5412379896813388,-0.38363759736233755,-0.7361257405571713,-1.1343008031963555,0.14182261535316645,-1.0289776008060156,-0.2519425748301846,-2.5744060549081507,0.47285491214381303,-0.8526070754628361,-0.7435511940760212,-0.1342627055340214,-1.4375352139000155,-1.1770508080422206,-2.004129154835641,1.0597465839671125,1.00483399507454,-1.0256768625809658,0.6711323543000103,0.7729317379731926,0.042603753638703945
2357,1003002,-1.3070851065225582,-1.2016594981715452,-0.6019991263230473,-1.0796160100730778,-1.5306336977135742,-1.4403803318065262,-0.950937646381041,-1.1223416971741016,0.8120432263709422,-1.7954667398295683,-1.2225782183151486,0.020123126011072388,0.12610343354810552,-0.8866405412169134,2.4796337370011408,1.7707703064663638,-0.5745519931986931,-0.08975838977127927,-0.9669818473137033,-1.4830878301174193,-1.7019980500683514,-0.7124339872429885,1.3877213819001062,2.2884654884686793,-0.9352394040068629,0.9762041849002694,-0.9829269135960631,1.7198816609811742,0.9033245950219602,0.3116547142470662,-1.1942130304710432,0.6946412429440205,0.677431025193863,-0.8560720263840845,-0.5586629759583235,-1.1006476285009152,-0.8057396038586009,1.8897481864346637,1.3400860122456433,3.6463826450035577,5.276149824676391,-0.5881512640218887,-0.12128987761455366,-0.5497420607008131,-0.14365739213438872,-0.8168382637319676,2.9007107898443247,-0.9648216378504145,-1.1089773434300276,-1.6844185224306323,-1.2697440322379003,3.2848845371000306,1.3062154533541235,-0.6077726888635255,-0.5571552346072521,-1.5896627689955551,-0.315865862914658,-0.7361257405571713,-1.1343008031963555,0.12116282673367375,-1.0289776008060156,-0.2519425748301846,-2.1830237092611577,0.4377218696242602,-0.83884019383476,-0.6546398526731769,-0.11854496881567587,-1.4375352139000155,-1.1770508080422206,-2.004129154835641,1.0597465839671125,1.00483399507454,-1.0256768625809658,0.5837518667919841,0.7729317379731926,0.04217559585835495
2694,1004004,-1.5086006373689744,-1.839448032200703,-0.44375588896792273,-1.2398414769693897,-1.4364242427956184,-1.5197599274723275,-1.3759511088904581,-1.603006236368656,0.9028391392477771,-1.5736735555620738,-1.4011497950704754,-0.07252715356996539,0.1251076271637746,-0.897209461849934,2.4796337370011408,1.7707703064663638,-0.5779110020780195,-0.08971893150062232,-0.9669818473137033,-1.4758216947814904,-1.7021991802930603,-0.7124339872429885,1.3877213819001062,2.2884654884686793,-0.9352394040068629,0.9762041849002694,-0.9829269135960631,1.7221474656028357,0.9146583360323218,0.3116547142470662,-1.191739221054583,0.6914966518837211,0.6632208567013309,-0.859198407314886,-0.5750828090317035,-1.1031789127389056,-0.7952479941805989,1.8894248227118322,1.3400860122456433,3.62395853994588,5.253035500133607,-0.5881512640218887,-0.12128987761455366,-0.5623204540417569,-0.14365739213438872,-0.8131602520338846,2.9007107898443247,-0.9648216378504145,-1.1089773434300276,-1.6541060877193592,-1.2543445141520002,3.2848845371000306,1.3062154533541235,-0.5989671334962674,-0.5571552346072521,-1.5896627689955551,-0.3457003068029041,-0.7361257405571713,-1.1343008031963555,0.14875292689017322,-1.0289776008060156,-0.2519425748301846,-2.1830237092611577,0.4377218696242602,-0.83884019383476,-0.6546398526731769,-0.11854496881567587,-1.4375352139000155,-1.1770508080422206,-2.004129154835641,1.0597465839671125,1.00483399507454,-1.0256768625809658,0.6129453434015483,0.7729317379731926,0.04195969449078485
2835,1005006,-1.3648899255649243,-1.7652690565228184,-0.10811511681749572,-0.7854472345731727,-1.5328698778199283,-1.2017741565393063,-1.6984740501560478,-1.4820074319341978,1.2091935377816543,-1.6204384923963182,-1.0861012301015103,0.03769115105549861,0.009755572175213969,-0.7702606816613162,2.5236211610366825,1.867981183981051,-0.7995703783769202,-0.31540836123596044,-0.8320813875806011,-1.5192199391811765,-1.7706449392450125,-0.7056382015512053,1.4271073624877113,2.3126519058473654,-1.059283053655111,0.7712761067784445,-1.0300118777849507,1.9020351582851729,1.057788899707811,0.20008917221268877,-1.0844756796191852,0.7302961665276753,0.7386794930783477,-0.9726424541648382,-0.6912861566914886,-1.2916724841614045,-0.9716946530884585,1.9695066190869535,1.3695470091310684,3.8183928465972152,5.3214074905885616,-0.3755082981980776,-0.0803676078465796,-1.333921300181836,-0.08459440681038971,-0.7103316133045966,3.6548259757662547,-1.025576300256987,-1.096118590722835,-1.6140164905303245,-0.9712398306837731,3.3401289751755674,1.1429420750948298,-0.3914916916467009,-0.43339996602942116,-1.6304140561323364,-0.29152348257037974,-0.7361257405571713,-1.1343008031963555,-0.02935973799181488,-1.0459814662425364,-0.2519425748301846,-2.150934559030794,0.4344614634943365,-0.8374475198257175,-0.598799439346514,-0.09862224108973101,-1.5663350168950594,-1.140545158434388,-2.2663874472116508,1.0873941473403923,0.8687744651036108,-1.0256768625809658,0.42726832389822383,0.7729317379731926,0.04157549843705488
3014,1006009,-1.3687773021429444,-1.427845572671799,-0.6010498835638356,-0.7262357380742671,-1.5647596234110441,-1.1804857303855274,-0.8877883893552294,-1.3466418282499983,0.9811461695589377,-1.7541862089393045,-1.0313847641636509,-0.4241215499781449,0.3944798881704798,-0.9579649386007166,2.327371139249649,1.7845598948266197,-0.6049004252940342,-0.18475579941969997,-1.0679337313810293,-1.473147146713973,-1.6446131441029042,-0.7483101700208717,1.4038504794545283,2.1834116607487233,-0.9906095430520445,1.0197642653488617,-0.9742248690506479,1.8534968458873484,0.9586743264634897,0.3059324378419603,-1.17318298573705,0.6543726590776896,0.613024149381963,-0.8559604715587098,-0.62022758875006,-1.0977254769355564,-0.8163900993878793,1.992785231375578,1.299079440219829,3.272515202405621,5.093963676337674,-0.4828483453854496,-0.10788931588664813,-0.9494194696536604,0.10588431988628062,-0.7378415413954227,3.1335975739001896,-0.9648216378504145,-1.1089773434300276,-1.5079590688893019,-0.9314312511562752,3.0969800559634115,1.2256939642690663,-0.5342401327018658,-0.38328937162191323,-1.5018125359277545,-0.25393040845679005,-0.7361257405571713,-1.1343008031963555,0.2850352528390712,-1.0289776008060156,-0.2519425748301846,-1.885776777517981,0.4125452442076355,-0.782045670202035,-0.5451960342144185,-0.21530550112235247,-1.4375352139000155,-1.1770508080422206,-2.004129154835641,1.0597465839671125,1.00483399507454,-1.0256768625809658,0.49016779165159213,0.7729317379731926,0.03898042736663232
3605,1013042,-1.1904528002200092,-1.4847865580270654,-0.8787772635288758,-0.6351282192983986,-0.6589551611736073,-1.5503582604486714,-1.0594618589059568,-0.8876672202569387,1.2487398630362918,-1.6735841367186706,-1.090569760331993,0.7949782403740794,0.0023458497405277586,-0.5817925838181884,1.7735722074335565,1.5832449712461047,-0.6012938204169052,-0.3716872283127602,-1.0754095509165913,-1.5893347436481726,-1.6198847321401848,-0.5209956633752513,1.3489066610813873,1.8205781297664714,0.9246701077904494,1.6411891508935759,-0.9083197443191905,1.7057464148449732,0.9775135234148189,0.5543561669380757,-1.3890793093082294,0.4483396140374758,0.8705798967156516,-0.5335150583800229,0.08813094325472837,-0.37847144464668864,-0.7553401662897535,1.6447219084638045,1.097397927530731,1.9326276993520115,4.653943657638343,-0.7897088633109963,-0.5952521482992208,0.37174631418412274,0.24485538185862513,0.0806053557024019,1.3299632320619978,-1.4012617630236774,-1.0730161471580875,-1.3631072163701263,-0.21491295978576716,2.0747964355269684,1.3010484614825586,-0.757936285180307,-0.03583225985292593,-1.6259994108881313,-0.5908026241713307,-0.7361257405571713,-1.1343008031963555,0.6577999549444802,-1.0010426790174454,-0.990194056310796,-0.7980648224474557,0.605332860578057,-1.106931889790066,-0.3637242593715209,-0.6794550990708094,-1.1376943212078998,-0.9642377580154672,-1.3548768048619293,1.277154032800012,1.0880983351183722,-1.0256768625809658,0.607624381135945,0.7729317379731926,0.020226293785719832
3754,1014049,-1.1791556468842288,-1.4527301431750688,-0.2148617194323318,-0.6752980887426329,-1.4756857063104654,-1.1522473768161954,-0.764309176274494,-1.0815158151177864,0.7974840862862905,-1.7426052544833868,-0.9975159900719842,1.1459468958270425,-0.37259228246904386,-0.843736579788247,1.9857314257971752,1.5983343085569606,-0.5423100066322878,-0.8478257213489668,-0.26409329712524404,-1.1360294378061941,-1.6858299715579532,-1.8405890079790264,0.8764752388860263,2.1250145441076618,0.5417624661030566,1.3147942824888237,-0.5154865226933563,1.3323442812339097,0.596005221128137,0.2844488184511479,-1.0406960538775731,0.4634357998252295,0.9476974736240502,-0.7549773332421122,-0.8737915337509661,-0.5068586465791929,-0.45194175263908426,1.9224754748601252,1.2477773651750534,1.7931207023268838,3.4987330528841376,-0.8353305537938556,-0.3473311168318187,-1.2813470031937304,-0.3314303030040195,-0.2772139333713093,0.6162592592054674,-1.2058595839064556,-1.4128968981701182,-1.5208946859037702,-0.6258903459707852,2.559807021567736,1.4294282200534807,-0.5808438105856102,-0.6942989580860048,-1.4268870365554558,-0.29591974632194057,-0.7361257405571713,-1.1343008031963555,1.6047824990303103,-1.0010426790174454,-1.4734193503266582,-0.09885220703057972,-0.004959407423165116,-0.5142982007425174,-0.566794183902322,-0.43529556895518845,-1.0979756561117255,-0.8603219419384651,-1.7142506941838485,0.9484681097195636,1.3296706177632829,-1.0256768625809658,1.0544523284933693,0.7729317379731926,0.019158586872537908
3866,1007012,-1.7581986635734574,-1.5711216135034876,-1.3382525314202818,-0.5443034962562693,-1.7346443731802115,-1.0010420541013767,-1.2544339044281638,-1.2167572604594548,1.2818051006911968,-2.0161235480099955,-1.2328755488639105,0.1668019322302335,0.3944798881704798,-0.956596035710457,2.3227281199336365,1.7828909037391096,-0.6227452758318499,-0.19964553588892112,-1.0679337313810293,-1.472664571968985,-1.6502445321722283,-0.7148670162241904,1.4089391130695208,2.1701466369014843,-0.9624218561245472,1.0221148771619506,-0.9742248690506479,1.8534968458873484,0.9586743264634897,0.30428330366437173,-1.162498581519008,0.6543726590776896,0.613024149381963,-0.8559604715587098,-0.6151557381564765,-1.0977254769355564,-0.8225118878842633,2.0018031693526375,1.299079440219829,3.2412966177651983,5.076130425703383,-0.46571301148943334,-0.11562642689805461,-0.9642156636539488,0.10588431988628062,-0.6756842389202801,3.1335975739001896,-0.9648216378504145,-1.1089773434300276,-1.4886832062001054,-0.8697677716132084,3.0969800559634115,1.2162351638982782,-0.5275628290531431,-0.36058499063448507,-1.4938784023599938,-0.26352484847283636,-0.7361257405571713,-1.1343008031963555,0.3014051951668903,-1.0289776008060156,-0.2519425748301846,-1.8191468569377793,0.4124672909450248,-0.7735408273846909,-0.5451960342144185,-0.2416827643011426,-1.4375352139000155,-1.1770508080422206,-2.004129154835641,1.0597465839671125,1.00483399507454,-1.0256768625809658,0.47726797922179137,0.7729317379731926,
3867,1008016,-1.615603839600264,-1.4192587009489943,0.03918757707043847,-0.82135312177393,-0.7435305451739259,-0.8813611615313833,-1.077370082845219,-0.9604488645984551,1.307727763671672,-1.901093595059607,-1.1816525526817108,0.013897908520726462,0.8792577994531989,-1.2525359095760913,2.0748266643578375,1.6629098268573967,-0.397025069488313,-0.1201918232666972,-1.6102207511002322,-1.4611012675466397,-1.383258228766474,-0.923406659279749,1.3528847914879885,1.7833356070240756,-1.0371036880060753,1.4022847412643316,-0.8868722799002099,1.7961955557148506,0.7374744065125598,0.4327040122739881,-1.2563543682319223,0.5446334579898743,0.4201233507627113,-0.7288444743655376,-0.5088140554660477,-0.7132794984349121,-0.5869850217101843,2.142958553340844,1.2289917411394773,2.3903848143328124,4.772212634720454,-0.6351060160383369,-0.16983896787197644,-0.8004453468325533,0.247129178540009,-0.768566118876357,2.1634446744026734,-0.8933481484888524,-1.1478084642233113,-1.3739108174579164,-0.8107301654306701,2.7061713195429924,1.3550499261413458,-0.792737837577468,-0.05128587585963379,-1.2355549218206925,-0.19969671233479816,-0.7361257405571713,-1.1343008031963555,0.9046762629466518,-1.0289776008060156,-0.2519425748301846,-1.3871549307179103,0.40062049047176274,-0.691179325309772,-0.4839323920700088,-0.3703181290698805,-1.271069878716076,-1.1872706937408704,-1.7016665693642303,1.060961826356053,1.1464097126706574,-1.0256768625809658,0.645863567155532,0.7729317379731926,
3871,1011030,-1.4833821494317787,-0.9568778283996965,-0.7813492711143801,-0.7397282938077392,-0.8634860272880625,-1.0099926358725255,-0.6479931728847076,-1.22802589326174,1.0722863374190823,-2.205075901081471,-1.757713911521475,0.33640502848570497,0.06299976625035528,-1.2444478324402224,1.578803990789356,1.5257203389505616,-0.3250459869550843,0.22620951336907705,0.0010201768269281694,-1.1397194724570572,-1.0695601468966762,-0.014032588358894392,1.2965126517042649,1.8971397943213988,0.04022819746396564,0.8858849933619364,-0.8786279507964033,1.769729493420419,1.1814063086804434,0.4958033668777686,-1.2684177957789722,0.5458854786782745,0.9128124272587469,-0.8540592057690075,-0.3144806686986225,-0.3358540135337791,-0.7237934588846261,1.7503273064212406,0.7505920104862486,2.3439968638294464,4.226702407289003,-0.21920991874671894,0.7444084290352129,-0.43593871098961784,0.12525455631157612,-0.2997007107378532,2.558752399340015,-0.8127404002131948,-1.0527503806102787,-1.2829042787455567,-1.0066679893747161,3.2084954621389037,1.3282920335243862,-0.3123677592428259,-0.6065267927673895,-1.216346010851568,-0.27485234280656495,-0.7361257405571713,-1.1343008031963555,0.8045491531099734,-1.0010426790174454,-0.9773748904526434,-0.9725177811818159,0.1614285886284535,-0.6807636938483159,-0.44767459990734104,-0.6111359591301885,-1.0044190175804912,-1.38150304245769,-1.6806113839480685,0.9094182865317995,0.9573004137413201,-1.0256768625809658,-0.20139295554928704,0.7729317379731926,
3883,1009020,-1.3220663531201373,-1.3950485019170418,-0.19813040769689277,-0.9606839242133427,-1.5351424994613239,-0.5708946067400611,-0.859424893562514,-1.1763734426286474,1.0592166810797818,-2.452835455048049,-1.1520499605398746,0.8604307467214558,0.7987546204395853,-1.3353672788022592,1.9302948699218998,1.5825392905231255,-0.3350292229247182,0.029049326915700047,-1.4825063515073673,-1.402501561000484,-1.3316642991348413,-0.6087373073027768,1.3315298814435301,1.693506699622079,-0.8351133140881679,1.4661315131141524,-0.8758104821909986,1.7708496250145038,0.7592055771668512,0.4880600946272993,-1.2965863220850926,0.5017427181058148,0.4537722764232159,-0.7027911301363698,-0.37226293483677103,-0.45525224260440333,-0.534192604865265,2.1097299687509405,1.1156614442103268,2.058138650119053,4.488580104443733,-0.6100982753261198,0.085000037400611,-0.6110890459954617,0.2635360307913606,-0.6487974127120769,1.7677305645953134,-0.8630301087444436,-1.1465414203616895,-1.237045036361975,-0.8192329235164969,2.647789393226798,1.3876202275835632,-0.7966304673357247,-0.09533395203154953,-1.1652490092486953,-0.2843242182005222,-0.7361257405571713,-1.1343008031963555,1.1546931880642881,-1.0289776008060156,-0.2519425748301846,-1.0793542248262218,0.3692814456281993,-0.6361390761517844,-0.44893816469637654,-0.4936998037305017,-1.1745546505916094,-1.253122541065028,-1.6010651574083983,1.0509360657873161,1.1621238603955915,-1.0256768625809658,0.5704242136218304,0.7729317379731926,
3891,1012036,-1.2484473460754377,-1.0518719238265881,-0.5910705897645663,-0.6827685017817081,-0.9130106140579252,-0.7178274341249968,-0.9470940335330919,-1.3969598257490923,1.0389475501587642,-2.057417205385251,-1.2139844314218435,0.32833274690762765,-0.6337239560186363,-0.9442963091998893,2.319331317681493,1.3988915782614735,-1.0317046461085664,1.0887083925939178,-1.1111739231975781,-1.3824789090616914,-1.8455258351822494,1.109733182865874,1.4809108099017676,1.3695195978487034,0.24414563328765815,1.3687952033800967,-1.080756688709339,1.6931839421858825,1.0447898256882495,0.4326907572160271,-1.1275198123843446,0.6142767386681123,1.028062302660387,-0.8781255596273208,0.1677905031905216,-0.4958859459542127,-0.5195384116788946,1.828123452545308,1.2736271504769157,1.3805687941202784,4.276241976347347,-0.25771142232555627,0.31799430791484734,0.32537939844933067,-0.23084479553179446,-0.005401634741886293,1.6706173152598909,-1.0125509568000501,-1.1628710279794148,-0.9793089151315609,-0.9379416244864858,2.5864860583001272,1.3150805156060084,-0.5411914945946914,-0.7243106780714162,-1.3220044003151068,-1.0162023611758664,-0.7361257405571713,-1.1343008031963555,1.0799230799288857,-1.0010426790174454,-0.980503078260778,-1.249467680007138,0.5057064705114708,-0.651301221753797,-0.5391836957740436,-0.7882802373255361,-0.8392023117271008,-1.4348830004260065,-1.9225253555287247,1.1037139243348628,0.8946077308186202,-1.0256768625809658,-0.43213311743884414,0.7729317379731926,
3899,1015056,-1.2047801373596647,-1.2739070995596509,-0.497959460866385,-0.7694111162887599,-0.7424986042750399,-0.934889579105009,-0.9775067063235038,-0.7904111453059977,1.1839702667364895,-2.0098176134628076,-1.545371145396891,0.42215538196645097,-0.5725779032954531,-0.583655412401934,1.5547223084673982,1.8535823241774565,-0.12981450266626438,0.4872900427613507,-0.2824088181426103,-0.7345175254930564,-1.5382871653420245,0.42053139301448417,1.2281754448738482,1.7671641983457278,0.5055681148505027,1.4072636383428816,-0.02847989695133433,1.548113604327816,1.0392258305964202,0.562074760676387,-1.1771869672245272,0.028667892554828944,0.9916932335644294,-0.7214780236619311,-0.11873626404137674,0.060585903658097254,-0.9991459920264825,1.3761189513222067,0.898967172708089,2.760832840343922,4.1595526673785574,-0.29386687060720174,-0.5050944086920398,0.016945561743524497,-0.5323609664195288,-0.16544895288304784,1.0440072894886012,-1.1536322746283483,-0.782046377516244,-1.14853398372716,-0.7021451827138911,2.13426779945443,1.0339033467054282,-0.1498171567352547,-0.7189705446967868,-1.4108385301007529,-0.6253571013443208,-0.736125740557172,-1.134300803196357,0.5448601269609072,-0.9852533753978195,-0.05750681572086074,-0.8393099911820329,0.9378768409995057,-0.4921043319896078,-0.33232411512659704,-0.4193642182464097,-1.511365204240205,-0.95515728510985,-1.4634734336685633,0.8768729647151766,1.100790226968781,-1.0256768625809658,-0.31186393548534874,0.7729317379731924,
3902,1010025,-1.177353456961665,-1.5573918541221403,-0.6073036853843294,-0.29062885538154437,-1.104524862035206,-1.3398639786013977,-0.8886525999364975,-1.5047118106081956,1.2004307244525076,-1.8999687526033158,-1.2642952183981229,1.5591977328539708,1.514737725356004,-1.4136082335431297,1.9847049532632084,1.5900245012535168,-0.26214131565421306,-0.10631964380905524,-2.187798936878611,-1.4929397018576622,-1.2938836831633098,-1.2269873091901036,1.3233030632626526,1.6679668560516832,-1.2558141901854472,1.6352985251929466,-0.8314832660794099,1.7718049533476772,0.47568384720536294,0.4919544190527263,-1.3605221111277563,0.46901235441382944,0.2028439413582035,-0.5754049629361753,-0.47860279131063177,-0.417931623932665,-0.48101368189245913,2.340968155898023,1.2171824459129132,1.9685845782659497,4.597793702533964,-0.7284103910082943,-0.23981625776987925,-0.755741379021345,0.38622178870203744,-0.9214267950229537,1.3449381198197905,-0.8631365517079811,-1.1805340707082366,-1.276450641288592,-0.7252498049231973,2.490544765565961,1.4098935409468825,-1.1280889375476033,0.23898941391590775,-1.1336381320182956,-0.10379367039967907,-0.7361257405571713,-1.1343008031963555,1.4069999471980945,-1.0289776008060156,0.12243782198388672,-1.0709547434811197,0.40625479570085543,-0.5629091795759861,-0.4375793284401736,-0.43713635890219915,-1.23340434652718,-1.1770447502152783,-1.5462384341844835,1.090156061860712,1.2851736345039573,-1.0256768625809658,0.8487572937325756,0.7729317379731926,
