,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,Gender Inequality Index (GII),y
1833,1000000,-0.42938678789771556,-0.5421490402586637,-0.3326457533016488,-0.7610227769414888,-0.8551858397224007,-0.9838363975254926,-0.732144052125307,-0.8100388541680609,0.6024575991529649,-0.120938762157749,-0.621991526334174,2.6109429214990074,0.2109221945732738,-1.2034453780152414,0.4541359517872787,1.120365805102752,-0.28989479180800026,-0.6705330164348016,-0.04585282121608984,-0.5437179669095872,-1.1524377737984417,0.17685031140869295,0.6923280242602633,0.5391964230552004,0.8799887845765951,0.9964124361907173,-0.6331172630676852,1.171358990793843,0.3258599271015384,0.301674981504027,-0.8579389165802538,0.45793346008497265,0.5808803584049109,1.1965559173286566,-0.6105564491111528,0.3027945049614995,-0.22054034610689907,1.5118305946165056,0.6745554139635392,0.9999873139600539,-0.17004988727124168,0.22555611439411627,-0.6508686377835742,-0.23810184383179503,0.7061110236051445,-0.2613713087953087,0.09234459951078666,-0.81255023573252,-1.076387826250434,-0.7234022045962994,-1.17063513125406,0.9812252913495801,1.2531724357339105,-0.262239690673303,0.19151225479673348,-1.3969678868627216,-0.5534092904723092,-0.9141845903729917,-1.0578809456618379,3.4550495214587005,0.49018292627949367,-0.8633105424005362,0.3703738446462214,-2.072881194449542,0.8282021375835894,-0.6264632482468742,-0.46075615081739735,-0.6201325961068246,-0.6731421284899269,-0.6570536077709944,-0.5821605720031642,0.5341111105808377,0.498240573598915,1.5600390620435038,0.39022344904909756,0.049185358197041285
2015,1001000,-0.9684354336228242,-0.8028506780413046,-0.715917244291724,-0.38363426049043065,-1.2002412656695227,-0.9838363975254926,-0.732144052125307,-0.8100388541680609,0.6024575991529649,-0.17676787396931282,-0.39516972263933386,2.661504798405775,-0.07563760435067814,-1.0125520901926832,0.5104239854570014,0.9997249003148504,-0.10559356586640244,-0.3297134091142201,-0.24217165367840365,-0.4950782129065411,-1.0347561211299825,-0.0565780846686719,0.501186360869483,0.4522815887850862,0.5174151702805971,0.8747563012609679,-0.5448191703264877,1.047243237325446,0.4086157855610589,0.2831973326024893,-0.8866130507159533,0.3089664348875132,0.5561099418075194,1.1536136071567966,-0.8356271124104221,0.22776398660853625,-0.20736500177520892,1.3379472873530296,0.5349837747097517,0.710324928219711,-0.19111855753142712,0.04107675120604104,-0.33874575569721427,0.7092766847497213,0.6098143386313083,-0.4249296434631918,0.08923429912067661,-0.81255023573252,-1.076387826250434,-0.7941124008801436,-1.0794752095377416,1.0390558587682803,1.2949918852183089,-0.3511606179972385,0.024697244787175138,-1.2022946307818885,-0.5123046661630308,-0.9141845903729917,-1.0578809456618379,3.8241139102525255,0.49018292627949367,-0.8633105424005362,0.3437421359395503,-1.9493925494363418,0.7885808823413614,-0.736724364848653,-0.4280979227566368,-0.6170871765769633,-0.6731421284899269,-0.6570536077709944,-0.5821605720031642,0.5341111105808377,0.498240573598915,1.5600390620435038,0.39022344904909756,0.04831394667096667
2274,1002001,-0.8484320460743896,-0.6891215045712934,-0.3908997601884267,-0.1592823150021948,-0.6848280140886943,-0.9838363975254926,-0.732144052125307,-0.8100388541680609,0.6024575991529649,-0.08954130485583081,-0.660398327619937,2.650164177782672,-0.07563760435067814,-1.0125520901926832,0.5104239854570014,0.9997249003148504,-0.10559356586640244,-0.3297134091142201,-0.24217165367840365,-0.46183620949109283,-1.0347561211299825,-0.0565780846686719,0.501186360869483,0.4522815887850862,0.5174151702805971,0.8749828096347101,-0.5285872261595892,1.047243237325446,0.4086157855610589,0.2831973326024893,-0.8866130507159533,0.3089664348875132,0.5561099418075194,1.1536136071567966,-0.8136363902017432,0.22776398660853625,-0.20736500177520892,1.3379472873530296,0.5349837747097517,0.710324928219711,-0.19111855753142712,0.04107675120604104,-0.33874575569721427,0.7092766847497213,0.6098143386313083,-0.358522886897522,0.08923429912067661,-0.81255023573252,-1.076387826250434,-0.7941124008801436,-1.0794752095377416,1.0390558587682803,1.2949918852183089,-0.3511606179972385,0.024697244787175138,-1.2022946307818885,-0.5123046661630308,-0.9141845903729917,-1.0578809456618379,3.8241139102525255,0.49018292627949367,-0.8633105424005362,0.3437421359395503,-1.9493925494363418,0.7885808823413614,-0.736724364848653,-0.4280979227566368,-0.6170871765769633,-0.6731421284899269,-0.6570536077709944,-0.5821605720031642,0.5341111105808377,0.498240573598915,1.5600390620435038,0.39022344904909756,0.047988210823426636
2421,1003002,-0.6267169448009546,-0.31387016689843666,-0.4481052696170653,-0.551372881785229,-0.5524235523807883,-0.9838363975254926,-0.732144052125307,-0.8100388541680609,0.6024575991529649,-0.45028348312368127,-0.6018693893113746,2.8882299118952885,-0.6246399442219159,-0.8511878679752733,0.4954473863222948,0.8252121014921368,0.039737998012144685,0.4000661463088543,-0.4008821468127479,-0.36131955588032155,-0.8469152058551113,-0.42550446999780434,0.3316663622757235,0.3873897102100934,0.024825749726671332,0.7192958870297957,-0.38270650373015785,0.870250985030999,0.6146143514206299,0.25557450288195704,-0.9106012514684987,0.08564512410704869,0.5759669689879635,1.0560816657880439,-0.9388146927323262,0.2707516459098832,-0.19057311799496351,0.9941293765100001,0.3138475812069684,0.44071332235310906,-0.20458560134350237,-0.1485476987566262,0.5402402351415976,0.686875835339333,0.23751319040173022,-0.3111469020168043,0.026665107340495705,-0.81255023573252,-1.076387826250434,-0.5605952540398554,-0.7406475046367292,1.0069170034694261,1.368898981044603,-0.46490408388181154,-0.32817859892875034,-0.9430586130850774,-0.4951810823451559,-0.9141845903729917,-1.0578809456618379,4.173929601768242,0.49018292627949367,-0.8633105424005362,0.43913214616691476,-0.9252544985900529,0.7686746622385655,-0.9693445371459357,-0.3630682214875726,-0.5731631527396498,-0.6731421284899269,-0.6570536077709944,-0.5821605720031642,0.5341111105808377,0.498240573598915,1.5600390620435038,0.39022344904909756,0.047607099434787366
2611,1004004,-0.7206622386034873,-0.2341747312730558,-0.27546525561341245,0.2569955007678863,-0.4645771812710767,-0.9838363975254926,-0.732144052125307,-0.8100388541680609,0.6024575991529649,-0.22639466905407546,-0.5593254345579572,2.6576872038030563,-0.6432180326961722,-0.8094406909984498,0.4954473863222948,0.8252121014921368,0.0388167564700142,0.39538418221857535,-0.3869780093230485,-0.3454068177193911,-0.8071516958967118,-0.4543690184998803,0.3028190831362518,0.35103051194766793,0.024825749726671332,0.7135200058494326,-0.3685067793143924,0.870250985030999,0.6190719548719071,0.26761810280790255,-0.9106012514684987,0.07495399489945051,0.5722412369010638,1.0564561234781242,-0.8679105569065328,0.2707516459098832,-0.19057311799496351,0.9941293765100001,0.3022343181672617,0.43837105319662806,-0.2014624558249326,-0.1433032576304105,0.5508168833579936,0.7116828589525287,0.23751319040173022,-0.2447065296230796,0.02737592712103722,-0.81255023573252,-1.076387826250434,-0.5605952540398554,-0.7013851825786668,1.0069170034694261,1.3642778495910042,-0.46490408388181154,-0.32817859892875034,-0.9430586130850774,-0.4951810823451559,-0.9141845903729917,-1.0578809456618379,4.212271035639103,0.49018292627949367,-0.8633105424005362,0.4320101782537689,-0.7861594697992481,0.7686746622385655,-0.9693445371459357,-0.3630682214875726,-0.5731631527396498,-0.6731421284899269,-0.6570536077709944,-0.5821605720031642,0.5341111105808377,0.498240573598915,1.5600390620435038,0.39022344904909756,0.04739223757115285
2846,1005006,-0.13942873881560122,0.12475243175332167,-0.2905973142186286,-0.22869472429172477,-0.17466961307452925,-1.012996315320741,-0.9575679562722731,-0.8252033556187418,0.5573899812003754,0.08153606658618316,-0.3806340355407339,3.1777660979576163,-0.98568387415985,-0.7167323420272925,0.6177183606330309,0.8599865885120879,0.07766041073026414,1.2522554965746677,-0.5251952811371458,-0.3407459956777186,-0.705197499334462,-0.6645367927099058,0.3220445903980212,0.391038082625262,-0.4591104720751755,0.5385097226468518,-0.28783763821860475,0.8449903518101369,0.8217903403133745,0.20959888243558591,-0.9476715652251764,-0.037269689888042745,0.5517109266165132,1.0166556715389505,-1.034138620998215,0.2347914329006477,-0.09490137688542206,0.839007694117532,0.08594779126252784,0.3148523726373755,-0.27324603704383926,-0.2558260223007214,1.1075917266275368,1.1048620557145157,0.04128754462375671,-0.20135165848133232,-0.00268766270155567,-0.8064466818051946,-1.1500700378717883,-0.5361781299761659,-0.6240242896679473,1.0537215048991795,1.4161555901984366,-0.5812013190056879,-0.5313415158203189,-0.8334113266522599,-0.5475696310657187,-0.9141845903729917,-1.0578809456618379,4.307063050765502,0.49018292627949367,-0.8633105424005362,0.5243423780658893,-0.6960515854504934,0.769654431398896,-1.0917035928414394,-0.3059235287481969,-0.5103225365135399,-0.7682701294307038,-0.6276793794166966,-0.6044920116488502,0.5341111105808377,0.498240573598915,1.5600390620435038,0.39022344904909756,0.047043265627059405
2891,1006009,-0.14777907489108474,-0.6414155057673869,-0.5512019430775866,-0.035753466389696675,-0.5011708094807122,-1.1495799602825285,-0.2908344001660256,-0.7469282399476196,0.6532421544494603,0.10119624674318453,-0.35542855476752594,2.0396738649881714,-0.8214047565541129,-0.7059030295933898,0.403140962251965,0.6652760471161123,0.07173969624186545,0.21048889780665508,-0.5107249239937359,-0.07449260153229,-0.5510992858061338,-0.7966516029151339,0.12143405973977194,0.0812890992990771,0.02301490961475147,0.6190271144101053,-0.3008349834488952,0.8265814236924833,0.6047336248656561,0.5565296902052688,-0.8857040776942255,-0.004297914822269452,0.5802845455329388,0.9909731630421028,-0.8633853688206624,0.28495087585964624,-0.272136875269183,0.8066117979035168,0.15978827458753514,0.17146001276253917,-0.1399964439326368,-0.17552454860394895,0.8091383888180457,0.7116828589525287,0.2602276782747281,-0.1892659721058509,-0.030701688220850752,-0.81255023573252,-1.076387826250434,-0.46659742026382534,-0.5622394191661826,0.9413211846931886,1.4186810518048483,-0.3876477292755007,-0.3807874824453589,-0.6623949937119842,-0.3464053651900255,-0.9141845903729917,-1.0578809456618379,4.379597692235345,0.49018292627949367,-0.8633105424005362,0.33302675685203453,-0.40107648390131884,0.7256507529754296,-0.9495067466333224,-0.34793003216999424,-0.6517536216035011,-0.6731421284899269,-0.6570536077709944,-0.5821605720031642,0.5341111105808377,0.498240573598915,1.5600390620435038,0.39022344904909756,0.04617210631515578
3679,1013042,-0.45299348631881975,0.2684415835071622,-0.5949346797825309,0.22290800822938056,-0.17510472533070892,-0.7026698466583676,-0.2300739336106051,-0.7858218283495646,0.5062311139974331,0.2780289072018251,0.047127245372201435,2.298207277356051,0.0723447537769273,-0.6165805327012962,-0.0031654186355897316,0.11363831979261649,-0.15250590215806095,0.2697850115979685,-0.8730588701722567,0.7123931936272186,-0.21888573881718051,-0.8231565283870667,-0.29892737731057706,-0.37249219369113784,0.46503153752206394,0.8184200123919877,-0.5453837017364517,0.5831165319872184,0.13040220100911723,-0.10121189390322918,-1.2252153358026945,-0.10812373906518491,0.48628272054541954,1.1802098038990974,-0.8739552093367989,-0.44409162786706347,0.044735686270623264,0.48756821128212996,-0.1389987716090658,-0.5393941069184574,-0.3733065296593589,-0.5709193497033238,-0.7129357079491083,-0.4071949321869862,0.26019756153958673,-0.9317447936099921,0.24278269717196266,-0.5971610906451678,-1.146116054158053,-0.34788055493583986,-0.20125303263486888,0.05684618924932513,1.366536446608892,0.327801680572448,-0.64637202944874,-0.021898360056338755,0.0798430065497493,-0.8915523228839187,-0.7695401299974212,2.860814143311284,-0.535047937052599,-1.0174733881014144,0.5172650356736873,0.2596940791350837,0.008075062337039269,0.03477816594667603,-0.07843526864923808,-0.6738693999215195,-0.3498157752899453,-0.390008913973844,-0.4464908151904395,0.43355880513807754,0.45285445336740193,0.6668430043861648,0.26987957380709804,0.03164117191328075
3770,1014049,-0.1800980970421483,-0.3944819358617345,-0.11705718407541406,0.05041984422204096,-0.2972784359102312,-0.7363132531019766,0.1537813967113712,-0.5093022802922925,0.4738609059216632,0.7831903230671537,-0.25108745726343856,3.221897738621714,0.5455543157976506,-0.4123885568199473,0.23584330118484123,0.406305233768044,-0.22847481269272835,0.081336600517887,0.7264963834606433,0.5041863177314972,-0.1059600429481019,1.5683647193336223,-0.3712788248723789,-0.25969582274714376,1.1498844362655478,0.8570214461481974,-0.5361279115311816,0.612307997900554,0.15126923735004863,0.0015162264270577206,-0.45339384880041594,-0.13512689413271922,0.22970697249238187,1.2686288441234836,-1.3483544144157527,0.5831977470009542,-0.3574318472329321,0.4291403258580519,0.04367001788110394,-0.03376073277096148,-0.4753905329895692,-0.3132459007127856,0.4620548505793839,-0.31928305882704605,0.4364238821753988,-0.4219963153063726,0.4638348339891597,-1.0241034884250657,-1.1500507561902515,0.1383408581706008,-0.16661344251034407,0.003125060341435317,0.9197731994207416,-0.4243107492712841,-0.02614309597616867,0.27589723816453626,-0.5623040630751928,-0.44309974859254986,-1.2202809322534944,3.468298138679909,-0.6150752718915521,-0.83954999848936,-1.0284096844220616,0.09805339604863887,0.6338927610624422,0.10125672941739979,0.15390014905490804,-0.5968082184657652,-0.2775990751281532,-0.5850121377565549,-0.5517771765573413,0.3764401255633127,0.2543213163389482,1.0883332611633245,0.41289927250423447,0.03136023704830915
4009,1008016,-0.6138097660338246,-0.29213728682785073,-0.43639231279987667,-0.4331150027779204,-0.4041612763317118,-0.7155481647128172,-0.5971983872917791,-0.6214724860476999,0.6149344293058189,-0.06776717879500244,-0.30670411568744393,1.7601192536503387,-0.6941242930772112,-0.6670939536129061,0.01613212864976176,0.40472505610186305,0.10983627271744728,-0.8282377018563247,-0.46988283173060863,0.2912548161775349,-0.2598501183005284,-1.1195542295930132,-0.09524626649122578,-0.23663492594498814,0.1538368828789132,0.6728065958242209,-0.4160190401851695,0.7705718360369919,0.4045071834727172,0.8448189838688294,-0.7947261396565534,0.012380836808512168,0.6134503844563338,0.9088587783263966,-0.6973202226837095,0.31051935463718106,-0.5027317165621532,0.786636383332046,0.16687272911701792,-0.05026146042627962,0.029286300963925035,-0.03785656595751512,0.6632350290497121,-0.006518179507623389,0.5676407974962242,-0.19738445341263053,-0.18572233977551333,-0.813893033923978,-1.0124395043376841,-0.36466802849201746,-0.47152325165159953,0.8127259495216426,1.409694681032348,-0.003267088519234013,-0.17572082396358496,-0.4971201260057095,-0.01586620430521965,-0.9141845903729917,-1.0578809456618379,4.577696496467557,0.49018292627949367,-0.8633105424005362,0.2926271548981347,0.1067347424420766,0.5943402194801769,-0.7091357377838386,-0.3783794032515677,-0.917563001283326,-0.5220145265813887,-0.6698584163090904,-0.4759396461530689,0.5341111105808377,0.498240573598915,1.5600390620435038,0.39022344904909756,
4025,1015056,-0.5667552020829609,-0.004189342769684227,-0.2799442655743659,-0.009259537320905696,0.419268485179423,-0.7775743609243295,-0.5438013790465811,-0.5848061928072906,0.4755310772385223,0.11006685022715088,-0.30162689672961124,3.5783865767884433,0.3651465128828893,-0.008650814508721572,0.12938302005932287,-0.0420915147070393,0.342655588559014,-0.12103323803500202,-0.4456104733237517,0.2089142250743395,-0.22005961064622756,0.21223064334115832,-0.5363920680464758,-0.8530679134254665,0.5727228958920465,0.5749524680923256,-0.49788056329721686,0.8363687140546044,0.5101452516236573,0.5095906059177218,-0.5830050335956123,0.21781594151469041,0.3923703150774818,1.0542306131553034,-0.5608338641644642,0.5441465430092821,-0.5584498449401587,0.7007586923535066,0.009853914559803677,-0.8617014286269514,-0.40005261026167593,-0.33624928163170004,-0.2860911183148343,0.07594781456242337,0.7037091304613317,-0.4105061978323459,-0.2186491869546587,-0.909104939378782,-0.987305444019449,-0.22908877933928162,-0.028105728566513014,0.14486560866549647,1.058791872007104,-0.3490735176883145,-0.14098479767898617,0.05332585564189259,0.08270273882417536,-0.70448615241114,-0.6802877285900628,4.160697949975859,-0.0021166808514421305,-0.9769922945143014,-0.7456103604436373,-0.5136484824614569,0.24244427935815907,0.3139826334432807,0.4548714327402432,-0.25900638824239025,-0.4438962359221445,-0.4116353917000936,-0.6294108066494183,0.544496827348541,0.26320012805122894,1.0900180750548203,0.09457298609622872,
4103,1009020,-0.3169221827565325,-0.44858442734343973,-0.15689440952687578,-0.0021694150295956632,-0.09694427114314239,-0.7094534054292124,-0.3092949798879642,-0.43223492272839215,0.42583256301281835,-0.17557985629459544,-0.5472123006161166,2.6012648397885587,-0.544709083795285,-0.636391457752825,-0.04817588332736456,0.33631133249786105,0.07102224907488393,-0.9800756021669392,-0.4479138710184706,0.3893683212890648,-0.1492850389008211,-1.0195551506041465,-0.20923107142810185,-0.36295472375247867,0.627807757548578,0.6970751789896822,-0.4069254159939536,0.7571625807501589,0.33193028947982683,0.9381819789400262,-0.7422665729381811,0.012380836808512168,0.5653081292179383,0.9501954999532001,-0.5377486409838543,0.17366986943013618,-0.5145199277473702,0.7377887031191992,0.09499377783679214,-0.13114640375333694,0.02849559433466596,0.04922850963573305,0.519113727625307,-0.2153574156167162,0.7255570230244818,-0.14715610590957812,-0.12091174309495493,-0.8323827682383189,-0.9192966580432461,-0.24023391024668292,-0.4218486547709015,0.7437364640597823,1.4458722774244728,0.05879064709810132,-0.03580828730933448,-0.28864631549929565,0.06473522471751356,-0.9141845903729917,-1.0578809456618379,4.746486927483651,0.49018292627949367,-0.8633105424005362,0.16020678871659527,0.33135720257663626,0.573724968510633,-0.3423727714634239,-0.37143893834527647,-0.9546902424529198,-0.5288121960252657,-0.6947312135504481,-0.5385349663258189,0.5341111105808377,0.498240573598915,1.5600390620435038,0.39022344904909756,
4121,1012036,-0.27765098598690263,-0.15266614284432437,0.030807555349763774,0.1589992684321827,0.6353849810362242,-0.6972651039357373,-0.0179692080862995,-0.39389585907045666,0.49429681015472354,0.10757889180167693,-0.11326758230320089,5.01998615422807,-0.2827252412463169,-0.4409897218251421,0.1388424381050916,0.5907825162832921,-0.3253523925720692,1.0398203633319294,0.6242763851829791,0.12453146856964792,0.1719718399103395,0.3551860159717052,-0.16958935823220683,-0.27607932069008395,-0.3845203526914571,0.8854816156048354,-1.0092796672372435,0.9198735751695079,0.7567107311832214,0.11027296838385463,-0.572350171580637,-0.42204908979618677,-0.021685094347043767,1.0891559708961331,-0.7186821270794096,-0.8909921428143459,-0.4402353200744224,0.8898418330918443,-0.14162467101142776,-0.6280067645158351,-0.7374892455928513,0.2053353926290749,0.2814210669227208,-0.798184528704589,0.0004736303887650763,-0.03892786074051085,-0.40720301865994313,-0.9405478826306218,-0.8511602815929727,0.09118545291029495,0.29096837408880094,0.5204660737975094,1.0865644569820014,-0.1448877050582197,0.2150680719463791,0.12963691561533047,0.2657583320485649,-0.9530963421480615,-0.5570211046680025,5.656571674009404,-0.6479727584947236,-0.7959963617651826,0.07995200154941252,0.30117692479077685,0.46451673223201034,0.29124816345051363,0.061574880270036936,-0.6931169478301584,-0.9163086122058423,-0.7336402893449745,-0.08556422297817104,0.7359430659755181,0.6098374473888573,2.0461492916338524,0.46095644676699277,
4174,1007012,-0.13223187095478478,-0.2177635491534001,-0.29347881330815595,0.1470981792491192,-0.3932371775819456,-0.4709501157635981,-0.3479298702218106,-1.0037018077590971,0.7286766943274494,-0.08431504391267555,-0.3640034221401882,-0.010644969997206898,-0.8312777052705047,-0.6636675064395071,0.403140962251965,0.6652760471161123,0.07173969624186545,0.24469596540198968,-0.5107249239937359,-0.0611276128227053,-0.47163470898360677,-0.7930848888238736,0.10160895170835514,0.0649835844241714,-0.027565455875970635,0.6123712651749524,-0.30835823153228636,0.8215517153799966,0.6094414864254413,0.5527016499428653,-0.8857040776942255,-0.015619058805272604,0.5682332364778998,0.9909731630421028,-0.8633853688206624,0.24613742024755805,-0.280924674227884,0.8066117979035168,0.12714107118853646,0.10634024962350361,-0.15134523109906903,-0.17592896303924976,0.8451886356029871,0.7116828589525287,0.21788943468174526,-0.18481710314475497,-0.040692640584265354,-0.81255023573252,-1.076387826250434,-0.4177221608134298,-0.5330073490593253,0.9413211846931886,1.4186810518048483,-0.3876477292755007,-0.3807874824453589,-0.6318628976624232,-0.3136386602891906,-0.9141845903729917,-1.0578809456618379,4.423628135286359,0.49018292627949367,-0.8633105424005362,0.3272183199900983,-0.30611415913170603,0.7183770448683979,-0.9127982901654269,-0.34793003216999424,-0.6546729956724345,-0.6731421284899269,-0.6570536077709944,-0.5821605720031642,0.5341111105808377,0.498240573598915,1.5600390620435038,0.39022344904909756,
4187,1016064,-0.10561820787576895,0.34071285927729755,-0.10518626764966794,-0.4504043594435483,0.2976054115337301,-1.0944766148944736,-0.03861435564550675,-0.5851032362063615,0.4913600787163382,0.33347360911025425,-0.08180442435585861,3.3264641538208735,-0.6642793185473622,-0.5651046398558275,0.25063877489019404,-0.13980998023045144,-0.24423618273254377,0.2209512847723838,-0.6474316765256487,0.4914286951673516,-0.10084183937218723,1.4163313143468275,-0.43232310860115813,-0.5216408036549806,1.1197059955295923,0.36163078778151275,-0.5975044369571303,1.2098631696317248,0.28732320744716944,0.48151360133097193,-0.3690540622533797,-0.03159603672560435,0.578391156316715,1.4810976054957865,-0.78881277205389,0.8586439587154585,-0.14930962802059086,0.35422540504398903,-0.4266608987449907,-0.670893740417458,-0.6138841035331601,-0.5242399986823666,-0.11044768999472303,0.9980942727062412,-0.2280678515649164,-0.33583735608456833,0.19598562704021016,-0.6252545999216834,-0.7030832663052498,-0.4032353194677493,0.002405060632971605,0.10771555705906705,1.034071233404122,-0.05175121862224826,-0.3457744918107859,0.21688848944295722,0.4628924924610086,-0.967096336447429,-0.6722237813212468,3.9457980841401232,-0.4165491760122121,-0.6742561685804657,0.11122645977123945,-0.8072768159955486,0.21644759899181104,0.24365481319917984,0.4486767551960566,-0.8905628569608505,-0.42169750660139627,-0.6412147894996046,-0.24021093323895298,0.5857856773454951,0.467303677388924,1.2516391020446487,-0.28584286769689693,
4240,1010025,0.023757580459182227,-0.0947264776507294,0.10702540991669064,0.0674238804826482,-0.11524610067702484,-0.8827254887880379,-0.41256569793640946,-0.9315893797748889,0.6110199787520966,-0.2576251367994296,-0.07529531209832016,4.161951740356471,-0.6428003436766146,-0.7248905495830039,-0.3037312431817386,0.23962708609720734,0.15092305779869078,-1.903431760067433,-0.41174502485068176,0.49825978765618606,-0.1478696291158359,-1.3742527509036886,-0.19599545749561273,-0.4467911128446257,0.01826410359557157,0.706385641117042,-0.532521294247884,0.7291269896669441,0.2824895430693628,1.1224655509542218,-0.7310574270402433,0.04508294427014777,0.68470253831779,0.8300320699123446,-0.5728465483955675,0.4042175760312348,-0.599008291281488,0.7936090246369173,0.28896989679933666,-0.17452797126819714,0.13728017219023786,0.009697818241076123,0.6287664462241823,-0.6051404168096557,0.8740288846582299,-0.23831445338684853,-0.3843447658364185,-0.810176676781466,-0.9724358103363707,-0.3801365643249531,-0.4703140461486325,0.7741666458306015,1.3925072460602794,0.1875599625068454,-0.01867486961588397,-0.4788250854503827,0.12918595071603373,-0.9141845903729917,-1.1199322808776964,4.65721841708641,0.6221518195715117,-0.8633105424005362,0.4378644653359798,0.33607066848396294,0.4743286566650359,-0.49269608583676955,-0.3860534526470741,-1.0818225487111308,-0.40844250583894637,-0.6769286430247573,-0.4002210003986678,0.5156957995776394,0.5000436981238944,1.5002253493725928,0.39022344904909756,
4287,1011030,0.10919769961147252,0.29726704567825213,-0.3030393454599183,0.14615264469134737,-0.16405410723689468,-1.1055925825776283,-0.08243092499195596,-0.6536858088874494,0.3858601706192545,-0.08901907518138016,-0.14880036424147544,4.795824139376796,-0.41100999230628804,-0.4648559074669095,0.4200769349360869,0.5098219098486099,-0.0987669694632058,-0.05368837328873922,-0.8609048473304997,0.09798436217658196,-0.23345808789749048,-0.3575158878042689,-0.38201180976083227,-0.13003624267661645,2.1574854717821315,0.5816380924966273,-0.016756885704594108,0.7568089283756705,0.2603692964593913,0.7393184010590937,-0.7813366591157292,-0.037230670314044326,0.29964678261798133,1.2088392198015299,-0.3624633100664585,0.0008574371514202233,-0.1355808128973974,0.4149989793523705,-0.3348490964546387,0.07501582907665899,-0.002607178207022719,0.1254996387884804,0.338788783453494,0.8218845089366934,0.7702196372708334,0.07196956397753991,0.30881699467880563,-0.8711270005410822,-0.7322463661067338,-0.07214668238605518,-0.49327538636366713,0.6565609364175686,1.6300026854807066,-0.3549292648262063,-0.07277421105539163,0.11076578899057585,-0.22955211870695622,-0.9141845903729917,-0.8488735712954835,4.645006057190957,0.852242831583291,-0.8633105424005362,-0.5332270578396187,0.32733786419817845,0.8933859182382031,-0.30340953466672416,-0.5305176068998726,-0.6988005368928628,-0.753379847126195,-0.7202550926450021,-1.0675610767576116,0.5238233648448378,0.4793941164719694,1.4743291657342257,0.39022344904909756,
