,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",y
1801,1000000,-1.0304325294675318,-0.9260673864590756,-0.511501152880103,-0.779074008661317,-2.1862928653280203,-0.7450057265612378,-1.2550994122828103,-1.5509356501562193,0.6688324746248859,-0.3764305858901482,-0.7288514182497186,0.9946819543209823,-0.4174684128881104,0.6233157094647589,1.2564161996005048,1.2494474061834182,-0.5025971339455801,-0.2713335009132608,0.3016572818844265,-0.9402455669950197,-1.2014600029123428,-0.0016943665902098108,0.6623555575147545,-0.49638710129435043,-0.10315162709782123,-0.022130629022013407,1.1852395474869861,0.8925111565772401,-0.22365451274604298,-0.11532448807372186,-0.3578390144584844,0.33080799378749276,-0.6448553478222697,-0.8409514631032176,-0.02759524893498179,-0.5032026845305305,0.8279010758202583,1.2939859289425462,1.2901213930065443,1.8038464400397822,2.585602129650172,0.031224546098583175,0.21287608830351704,0.7519116464242268,0.35711188365530583,-1.3555804457779919,-0.17486181760786523,-2.152635186280189,-2.583349393739298,0.9082329160192436,-0.040237641207002586,-0.7218569184029303,0.14582596551313529,-0.39880167711126,-0.9007381927069827,1.344141804300985,0.0865159180242276,0.8952316945363896,-4.953616311716706,3.9350969654787145,-0.6915526207855487,-0.3760605025486767,-0.4433260636042687,-0.1916685033143712,1.0424613974374315,0.04403814675083306
2076,1001000,-1.0167434459896378,-1.080526197222801,-0.1399666645466824,-0.8433627501062979,-1.9628795513006019,-1.0950097152154716,-1.2390579216633664,-0.8534593954282517,0.7713818423049199,-0.22425666261153882,-0.49205342184960615,0.9946819543209823,-0.15090825087328802,0.5941812170427115,1.0664622543890898,1.202709471714963,-0.42882889756997583,-0.08782372603924113,0.1931023990862945,-0.8919252704854931,-1.1502806028574755,0.03226115015697287,0.6660251538303266,-0.3072225684096268,-0.26569985709176164,0.07222575822259503,1.1076549631115016,0.7216006129876692,-0.20081479090636933,-0.14357957885947895,-0.4299487613556925,0.31377444937087523,-0.5223537206174734,-0.7878586592620874,-0.28647173739989085,-0.4576429765305523,0.7062733510240513,1.0868880536058574,1.1872886841649624,1.5564937968539942,2.529961744183348,0.031224546098583175,0.21287608830351704,0.2033829443546807,0.35711188365530583,-1.1465136727804022,-0.17486181760786523,-1.9923875481815765,-2.3977117608231677,0.7296619902008981,0.06405683375929386,-0.675335723463523,-0.12378087392055834,-0.5097069224040662,-0.7437759144544323,1.344141804300985,0.11121251066920651,0.7873722559210595,-4.726917584465993,3.4751656955821586,-0.845199421549745,-0.36945138492102025,-0.6158984113053024,-0.1916685033143712,0.9061114300002384,0.04141559148766405
2312,1002001,-0.8576050428551649,-1.1754404703363504,-0.5898364338016943,-0.4597356068602448,-1.8669680832516953,-0.8314032458759326,-1.103571386741138,-1.3376334876411418,1.0434551897970668,-0.3462863581023496,-0.4676588601850201,0.9946819543209823,-0.15090825087328802,0.5941812170427115,1.0664622543890898,1.202709471714963,-0.42882889756997583,-0.08782372603924113,0.1931023990862945,-0.8919252704854931,-1.1502806028574755,0.03226115015697287,0.6660251538303266,-0.3072225684096268,-0.26569985709176164,0.07455646452033052,1.1076549631115016,0.7216006129876692,-0.20081479090636933,-0.14357957885947895,-0.4299487613556925,0.31377444937087523,-0.5223537206174734,-0.7878586592620874,-0.28647173739989085,-0.4325508656640556,0.7062733510240513,1.0868880536058574,1.1872886841649624,1.5564937968539942,2.529961744183348,0.031224546098583175,0.21287608830351704,0.2033829443546807,0.35711188365530583,-1.1465136727804022,-0.17486181760786523,-1.9923875481815765,-2.3977117608231677,0.7296619902008981,0.06405683375929386,-0.675335723463523,-0.12378087392055834,-0.5097069224040662,-0.7437759144544323,1.344141804300985,0.11121251066920651,0.7873722559210595,-4.726917584465993,3.4751656955821586,-0.845199421549745,-0.36945138492102025,-0.6158984113053024,-0.1916685033143712,0.900433731002252,0.04107555396164742
2409,1003002,-0.7314557862973036,-0.7280231528363971,-0.5037481294561562,-0.6037519184142877,-1.6041503081633666,-0.6437563841884909,-1.2174196716926597,-1.2069267124799685,0.6631870393058017,-0.28825698128139454,-0.36016624716551426,0.9946819543209823,-0.1812796228065179,0.6492657888359044,0.9171312582877538,0.9900706215376893,-0.3718398309826439,0.1337711506479623,0.11755873264845296,-0.8403002928382832,-1.1142563436649338,0.05127081406716424,0.6043624057087881,-0.04875437341521691,-0.7186030396850605,0.14948397272878902,1.0336323431809096,0.4610515303406607,-0.15380505413341275,-0.2135208321767423,-0.4764742741104869,0.24047515035697464,-0.2728767026666561,-0.6080249053620994,-0.6346338679475311,-0.37197703611135446,0.5183937713539176,0.8269969986433244,0.7955082424113986,1.2188092588011907,1.8926898438029556,0.031224546098583175,0.21287608830351704,-0.7468696084875842,0.35711188365530583,-0.6471510033472124,-0.17486181760786523,-1.805180488010921,-2.106352632474371,0.38997783228318544,0.21407038668599512,-0.5855377408601774,-0.25079871994078545,-0.5086634290137012,-0.5585056601522441,1.344141804300985,0.06683350667982517,0.7488343732115266,-4.5186381602863115,2.9249080624019355,-1.0819108485639342,-0.3522396235267042,-0.7091995150899615,-0.1916685033143712,0.9069219372874535,0.04070497659064254
2609,1004004,-0.9092694494132809,-0.2788861780528119,-0.20223460346452418,-0.8509258464992376,-1.72043972358341,-0.7047273655227795,-0.9493696426861314,-1.1680940195834346,1.3901922485054894,-0.6092295462835265,-0.783246358517429,0.9946819543209823,-0.26070423950385235,0.6539536781274012,0.9228361038046025,0.9609958426423213,-0.36770222197061275,0.12728723188000768,0.11755873264845296,-0.8433197119241846,-1.107434763187075,0.05127081406716424,0.5713805188850546,-0.06529708435289372,-0.7186030396850605,0.15907200472162578,1.0293029327320915,0.45545169592027973,-0.14142353584454473,-0.2135208321767423,-0.45090365415435274,0.20878221060484178,-0.27492372418152816,-0.6080249053620994,-0.6346338679475311,-0.37197703611135446,0.5183937713539176,0.8214344622984348,0.7853338204557683,1.2188092588011907,1.8926898438029556,0.031224546098583175,0.21287608830351704,-0.7468696084875842,0.35711188365530583,-0.6471510033472124,-0.17486181760786523,-1.805180488010921,-2.091306124322071,0.3625650638039382,0.21853460457335797,-0.5855377408601774,-0.1911273698037952,-0.5086634290137012,-0.5585056601522441,1.344141804300985,0.054667746924413806,0.7447832090222516,-4.371012219474454,2.9249080624019355,-1.0819108485639342,-0.3522396235267042,-0.7091995150899615,-0.1916685033143712,0.8888981121565623,0.040500356678020655
2780,1005006,-0.7706886366964704,-0.3523117678923354,-0.2700440694510585,-0.48901307230804697,-1.8732133804004467,-0.4129684678258585,-0.7926081562972043,-1.045627175404183,0.9052403162003574,-0.41988677548860986,-0.4888367351843286,0.9946819543209823,-0.23757902234180214,0.6372982932237171,0.6332697305245064,0.7493040965449302,-0.38923026237197444,0.28381442162656945,0.13510422536633046,-0.8037668193556444,-1.1210322644384414,0.08218027852207649,0.617892405418274,0.11830913689197219,-0.8432575975676978,0.16337978133790576,1.0021315984968733,0.33841714476866047,-0.15043292347455406,-0.3062117646970954,-0.4865414196408047,0.186801883737125,-0.12412342005117231,-0.5508970213290434,-0.9084425854377888,-0.49853081004670124,0.33722127962969717,0.6460603259820876,0.5734707994370721,1.3114072567540838,1.8516637365467208,0.031224546098583175,0.21287608830351704,-1.2277811719971568,0.35711188365530583,-0.395267619944933,-0.17486181760786523,-1.7782210659388775,-2.076592269312779,0.1325103914252032,0.3064243003743731,-0.44150765654991436,-0.41333160815613584,-0.3959030843602459,-0.45386681656044564,1.344141804300985,0.046529187380238354,0.9837175329681341,-4.4329177512675,2.7388847194347563,-1.2295331367268885,-0.32543767491833525,-0.7543297428864644,-0.1916685033143712,0.9456789107479723,0.04017248673949392
3029,1006009,-0.7749107225389892,-0.6815219766785393,-0.6531646170926027,-0.4313368064454528,-1.4784362582404,-0.6117719811475109,-1.1568468410480708,-1.1973935374517373,0.9648872923112705,-0.7150850164001364,-0.43979253553109593,0.9946819543209823,-0.20626693995250608,0.7107117957681681,0.9211970517665524,0.9275106020681452,-0.2873999183512856,0.23899419503502767,-0.09301527312052311,-0.8492908090807759,-1.0519275612473244,0.004321660754880869,0.46405667915014687,-0.04153014273517076,-0.7733423882258664,0.21268328790657098,0.938673425335604,0.42471900664655343,-0.0697280899224283,-0.1670592477181302,-0.49255751376471374,0.14691695536450206,-0.18600399650331448,-0.594337755438622,-0.6903005697842127,-0.20212008125243222,0.4494540384006177,0.6497980908756081,0.7039362267264493,1.0248750040928345,1.361093267251724,0.031224546098583175,0.21287608830351704,-0.865323479759521,0.35711188365530583,-0.2623001559360661,-0.17486181760786523,-1.704979432522408,-1.9627500923671664,0.20221161188832,0.22062489026197799,-0.6314151503507187,-0.21466645991030767,-0.5921208688402401,-0.31826652264533767,1.344141804300985,0.02811772630607514,0.3551634350238648,-4.179241621906398,2.7545195093611734,-1.1459377206343695,-0.41826153960886275,-0.7971156946669941,-0.1916685033143712,0.8261143562123385,0.03752131624902222
3807,1015056,-0.3811195098651126,-0.3247430910224543,0.023511093938285738,-0.39484233531435703,-0.8694985763236653,-0.6314869276826789,-0.9164219506535989,-0.7852225163618983,0.9398604849948866,-0.4654530195424012,-0.11234908806199546,2.8025608038576184,-1.6943542932816793,0.26756165457940956,0.13981756055945735,0.5878311346887701,-0.07080960236662129,0.82431635490048,-0.55362334743832,-0.6205469253536041,-0.8726367210899513,0.8772699383433729,-0.11924062999247234,-0.729731880786636,0.5653488379675777,0.5185705992147628,0.027001969445056857,0.4537157630414623,-0.15426683414688488,0.15463128717250682,-0.23783139593074307,-0.08062438751038485,-0.18443979550223397,-0.9038837533754218,0.3808096721920025,0.6838635540628734,0.6050391767543202,0.9493748759855969,0.42856183034867334,0.9526740499311868,0.9861998852439555,0.031224546098583175,0.21287608830351704,0.3283298564486369,0.11119803491305577,0.06917606074111819,0.16440725336322565,-1.3578519888256786,-1.4392704595551127,0.3930347978193286,-0.146427883065541,-0.40352347013061934,-0.147088914963948,-1.073996906457913,-0.15977644148621703,1.3586911179293182,0.5928434647726643,0.532163382313285,-2.453117165644733,0.9947435320622876,-0.7464351219325048,-0.32880832053888337,-0.07984196465446461,0.5020547077625309,0.37775082946143856,0.015928900188688092
3887,1009020,-1.2906864062493997,-0.9476870793156686,-0.18029757332604082,-0.4387960810013797,-1.8083517960097855,-0.5487958997382243,-0.7014374527012378,-0.913811846734926,1.1537467524478118,-0.5058641014956832,-0.5177906740184471,0.9946819543209823,-0.01162180534054797,0.7895133928921275,1.1896752862582638,1.1077238385666175,-0.10190979193671716,0.2328793022142807,-0.6007087293050155,-0.954801105931603,-0.9155841159309267,-0.2795566248039744,0.09035619653979225,-0.2872933399233405,-0.48679380637301584,0.3367640262111579,0.8268185713424964,0.6766663536929329,0.11331721355518001,0.041706097734945165,-0.4503405712507085,0.041152761415545254,-0.3029238985339006,-0.7174612103120083,-0.4533329197356547,0.4317170633869862,0.6249865407564299,0.6178786500345137,0.9091310545643266,0.2577935758227375,0.2939483677140945,0.031224546098583175,0.21287608830351704,0.0310329153051526,0.35711188365530583,-0.08317051750923975,-0.17486181760786523,-1.1959857967136387,-1.6569634553178412,0.3245248827422577,0.021094635909692946,-0.9227657793294373,-0.00928225212889696,-1.0562893130772373,0.13712443081998774,1.344141804300985,0.013613514651571092,-0.39611317191308887,-2.7104791333372815,2.696936215532342,-0.9362590318532706,-0.5679549596598172,-0.8304467029980394,-0.1916685033143712,0.9597071257627153,
3959,1007012,-0.7871614195500605,-1.0305819405494125,-0.5256371507154558,-0.6621228717326048,-1.5049920788338043,-1.0456709826159827,-1.0621931836258782,-1.1489133417494237,0.6898756916623379,-0.4844115758926377,-0.515136138995068,0.9946819543209823,-0.19811738902341489,0.7083821166821253,0.9123145224681392,0.907679700480046,-0.2873999183512856,0.2560734752326123,-0.03890956749187843,-0.848206597793355,-1.0362912935008515,0.004321660754880869,0.44459777917743765,-0.02993752300836656,-0.7733423882258664,0.21999484085809973,0.933633432915904,0.4212523522892307,-0.0697280899224283,-0.1670592477181302,-0.4875197571895643,0.14691695536450206,-0.18600399650331448,-0.5915874511350822,-0.7055266365019824,-0.20212008125243222,0.4432642537493477,0.645298351438192,0.7039362267264493,1.0248750040928345,1.3262049415329946,0.031224546098583175,0.21287608830351704,-0.8590555351417969,0.35711188365530583,-0.2623001559360661,-0.17486181760786523,-1.6795301416709154,-1.9627500923671664,0.1981424384693739,0.22405462194678635,-0.6269415542422907,-0.2281422932801435,-0.6392677415862362,-0.2883353882634069,1.344141804300985,0.02811772630607514,0.3609654013025531,-3.9907754583289345,2.7250341992683436,-1.146031723355767,-0.420413128768681,-0.7981547114488161,-0.1916685033143712,0.8261143562123385,
3974,1010025,-0.722346897054541,-0.3450775455094121,-0.012168183965669054,-0.3772938437724699,-1.043487952077295,-0.6223666250219005,-1.2279485731006026,-0.9524803516762537,0.6869344041862735,-0.5783931921033562,-0.5602436759701154,0.9946819543209823,0.19743202429221998,0.89175046497731,1.3125241504411884,1.3307819118304385,-0.1327810946423101,0.32846390838742795,-0.9345682503494092,-0.9376800493344776,-0.9512047473873109,-0.3550577524015843,0.12189899322249971,-0.24816065637342352,-0.7392975541100862,0.3012997323835123,0.6423616222818913,0.5804772234493214,0.009409602724337869,0.22057163531746404,-0.5814838074383691,0.13454766984698271,-0.19307541140212936,-0.6422657751045305,-0.3368547035832138,0.561638639187368,0.7398038953503774,0.6259455676370671,0.999079307744169,-0.0930914697482461,-0.02080970033655342,0.031224546098583175,0.21287608830351704,0.017887389940086675,0.35711188365530583,0.006418334803724698,-0.17486181760786523,-1.1417571965453595,-1.696488259211792,0.2888071263654532,-0.06294253422759455,-1.1439024697407916,0.03883010139262426,-1.1303539089288315,0.12351889375460098,1.344141804300985,-0.031541709956146816,-0.6074960991018953,-2.5973333949576904,2.7587318895936357,-0.9981960825139883,-0.5949095203822508,-1.0151512375185487,-0.1916685033143712,1.4735751235562384,
4041,1008016,-0.5178211389083113,-0.4257538697737796,-0.02675838659640909,-0.12330680088549281,-1.4805404036826493,-0.6951304317672558,-0.7839771741908723,-1.1263220266343097,0.9602857555993717,-0.47765906054827034,-0.5790318117192201,0.9946819543209823,0.028088355226276666,0.8101629853835622,1.1568461136381454,1.1053821576771177,-0.18482025125941998,0.27661223914260724,-0.466778557778174,-0.9071284189840414,-0.9615671859983541,-0.14433926975916367,0.23628054605521226,-0.19851362791044863,-0.7213623664970605,0.27240442225543027,0.7969208419542109,0.5374411900559479,-0.03136588363469425,0.022582776287111125,-0.5198001690407363,0.12915052264185364,-0.20806863373562062,-0.6354444529473161,-0.4883232413972437,0.24315108742587696,0.6284522569808605,0.637252448100184,0.8912039703815718,0.46307551349190346,0.5023166293043552,0.031224546098583175,0.21287608830351704,-0.36078811036689856,0.35711188365530583,-0.14179436951146882,-0.17486181760786523,-1.3485689295862844,-1.780300167518692,0.263787067144279,0.046758541337842,-0.9359952720462777,-0.10153701460649063,-0.9036700384309277,-0.045833389931087404,1.344141804300985,-0.004672050575206616,-0.27552005152545894,-3.9907754583289345,2.7325761239287174,-1.0488701605863489,-0.5335913038635257,-0.9076997391942916,-0.1916685033143712,1.0900624626164714,
4051,1016064,-0.49161640779547544,-0.38100755298161293,-0.5948761969324936,-0.4606505136006404,-1.425331546867752,-0.5668905812221395,-0.7848077964026487,-1.0031200050364155,0.8778476535586265,-0.45267003880263795,-0.10641823382317292,0.5282570366191142,0.39502911785613687,0.5129398168969119,0.44372141048946595,0.39031446109294965,-0.26997415658934326,0.06327545532995761,-0.9238722220611667,-0.15931189822090938,-0.3219197242155738,0.1496748552323989,-0.4682536005090074,-0.08272505784740933,-0.35148277835333075,0.05667898120301292,0.48489486016404926,0.5791660476496744,0.03958731388927026,-0.07558120635961324,-0.39669798526380207,0.18977791884837836,-0.07856162196156298,-1.0583365150052735,0.4350666444268978,0.9499720715961998,0.2112164184455039,0.9077450897995163,0.2565555595512501,0.6498884094084869,2.1486527980486714,0.031224546098583175,0.21287608830351704,1.3775767737629956,-0.1471784971946215,-0.17822980252811588,-0.20128322083367756,-1.65848133530741,-1.7218579762603787,0.4782024297562377,-0.06379798201363016,-0.0004948004068810211,-0.2854518532858449,-0.7460393218069626,-0.23618720374549904,0.7852830484014278,0.17795497253449424,0.532163382313285,-2.1077548917093107,1.0868891594638637,-0.6513628995894868,-0.3910192951289151,-0.4071106004341451,-0.36109993741049856,0.241592120496363,
4059,1011030,-0.4611702923620001,-0.7289992534912554,-0.22032276195468664,-0.6480040710702657,-1.2425249558766345,-0.6232202792499981,-0.6219695235595136,-0.9407482219562603,0.7024610762405208,-0.9915630764198116,-0.39376752300251683,0.9946819543209823,-0.7339560294271098,0.5084392808650563,0.9068461690254919,0.5868783820651584,0.025696299324517148,-0.11393972424416267,-0.4229381559955108,-1.0174497991129543,-0.6783972056501013,-0.11533304196317037,-0.04546197614919725,-0.5095833872239723,0.4368024404188271,0.39442100038656736,1.122422224759117,0.9003562238949977,0.2602358310047406,-0.28797148990393145,-0.15351153568623022,-0.11149862172997214,-0.5498636087899137,-0.9954869350129969,-0.7380750178224156,0.5357557923902938,0.29707867113304526,0.484612008768169,0.8066210866383576,0.7493658919069337,0.9186129261192748,0.031224546098583196,0.21287608830351717,0.007787487595342182,0.35711188365530583,-0.19148822155767578,-0.17486181760786523,-1.1860943707938525,-1.58660143118545,0.29752279379504387,0.2232108943681419,-0.4834540849028327,-0.018242880112959426,-0.8933555010798175,0.3718952018439052,1.344141804300985,0.049784730245930726,-0.08842929542967304,-2.592797979335316,2.6162958291723872,-0.8264616070229375,-0.6132700569865704,-0.35392985737295984,-0.1916685033143712,0.06973285710014607,
4100,1014049,-0.32141565399591865,-0.5674547554860482,-1.064026704408387,-1.0207058413575747,-1.066677753645565,-0.32783195969049506,-0.5092816375084097,-0.7907711057889822,1.3388189204511862,-0.827130261652416,-0.2796916416925631,1.3203424076072412,-0.24875206495742241,0.5095231023956526,0.26800079114252195,1.3708744563863093,-0.1476728034867242,0.8890778095634531,-0.6011251607821637,-0.20431440206539292,-0.7960663462760079,0.20673536999873776,-0.13428085438878354,-0.4711612240863921,-0.29920967645957897,0.2859580042495671,0.8229678462541264,0.6433685006635159,-0.5035651052660154,-0.22830027368830452,-0.20071683624203154,0.31039252161414244,-0.026813343856216105,-1.0249861380146963,-0.43857717054688367,-0.23499472867954924,0.334885146140636,0.9476080770715476,0.38916031476306684,1.119986966268314,0.6547657718255046,0.031224546098583175,0.21287608830351704,1.1731290494397326,0.3199332735865202,-0.04713418592433377,0.07674052765066493,-1.3735700736941263,-1.526014532805714,0.6893551869556019,-0.10861564650826487,-0.41481585330986664,-0.6758999192922311,-1.0741050923592772,-0.225624168763154,0.957908966527549,0.02267629803182249,0.532163382313285,-2.652973215052385,1.1703808021684792,-0.5128450818003943,-0.4235609688019609,-0.6504367440586416,-0.834465778959236,-0.0936739137747689,
4125,1012036,-0.26923720610469426,-0.6848764408729362,-0.5103676476664613,-0.42821212907962747,-0.7630984925058132,-0.8845434803986062,-0.9304955079277579,-0.9648831744068216,0.8886751205897155,-0.672606518237872,-0.3390053091598357,0.9946819543209823,-0.009990866433550053,0.506831755162613,0.8122897346798454,0.935146619919698,-0.3911015877868624,0.5826305089659712,1.4801159458656783,-0.8860350026239753,-1.0153096107948392,-0.7169559745673373,0.17588305819702227,-0.20657160812424566,-0.5952663138493579,0.4659024504378274,0.933239926501984,0.7191784387111011,-0.018029468304100196,-0.136866879970552,-0.105951185701014,0.01280805365607228,-0.3063437283042398,-0.5757791825987952,-0.8626021785120752,-0.4686009660160739,0.4449337278847303,1.18149244300714,0.20562189880143916,0.4950788827261564,0.8411858437137105,0.031224546098583175,0.21287608830351704,1.06530887731043,0.35711188365530583,-0.20941656094302058,-0.17486181760786523,-1.516402914992878,-1.5456092093976554,0.7047742450719405,0.13124894303341414,-0.26726630102858967,-0.0503245332725676,-1.115565467160314,-0.23129910318288302,1.344141804300985,0.4890183751540654,1.1853300084708043,-2.6484230890558473,2.460831460837206,-0.6962527568554134,-0.028793790255253575,-0.49527690269537483,-0.1916685033143712,-0.12333937647636237,
4146,1013042,-0.21111555166042137,-0.770224177987739,-0.2756086424828038,-0.693281062589605,-1.7275902812635615,-0.8538491688800021,-0.8470738975887997,-0.8313938442765002,1.0786389500925988,-0.48708957631267097,-0.6814492405003385,0.667051341450933,0.04725472269492137,0.5576057542407553,0.30301156896305403,0.5722031130421777,-0.18838236982202164,-0.38367073967974846,0.6500252353541552,-0.09280841218955743,-0.4196466155886876,-0.8031383544379607,-0.2527838775599401,-0.5859359934762788,0.04212322980588704,0.34344701855442406,0.39407386685866586,0.5309386585991214,-0.017422068879003275,-0.3174611078945204,-0.3960599781212564,-0.07139668771687854,-0.27632042725046646,-0.7034362479262224,0.046108344753625324,-0.7059800730500814,0.9013791911922843,0.8026494441388362,0.0325100692003331,0.47398300047483033,0.3598971344314886,0.031224546098583175,0.21287608830351704,3.005250327900719,0.4161429685198471,-0.05968683716228597,-0.28519615773902257,-1.6012577520374862,-1.8869247148086512,-0.019626298590778177,0.34469834898682283,-0.49817711298152706,-0.33181520419295274,-1.3226177343129557,-0.07362056313454629,1.4945305811658722,0.09464047378535029,0.38430074746595577,-2.5471554449409646,2.434005232975052,-0.9544720153233021,-0.4836399605395868,-0.40440674847532365,-0.05306849223484881,0.3296995898952099,
