,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
1907,1000000,0.27682349101876275,0.259629695223616,-0.004757257211500292,-0.1903319181411656,0.14592747218375934,-0.21904190829643602,0.32948412838740443,-0.2111925363330848,-0.16173541889461684,0.27939037234648745,-0.09281082446156576,-0.6119227600623974,-0.39729301314698523,-0.5161535367911869,-0.3989516683083902,-0.6815325332228588,0.5453214312807311,-0.22687147010747213,-0.7122859013074955,0.10166104581079173,0.3210272896232876,0.05184279416252698,-0.4421437640800532,-0.13250707251079097,0.9284182620965535,0.11227593012512237,2.711628539146938,-0.303241668634349,-1.0427134601551893,-1.1855949178637841,-0.2719059869099809,-1.1273938929160996,-1.3953676939459714,0.4354272712439067,-0.5481664342161242,-0.9954665856301771,2.376791572378632,-0.1766916475566659,-0.2935000043192803,1.00249992592882,-0.38204051576671944,-0.01804529721825603,-0.2687001700942706,0.04898806628808476,0.027872744016736464,-0.19637848135578062,-0.879717879618345,-0.018229774833472687,-0.07589070332110733,0.07228647496010467,0.14075662434664835,-0.3496376725798084,0.13019760278399856,-0.0996790713680615,-0.3555655450656698,0.0051369713496623535,0.25191993143328684,0.024282672220129697,0.5336611389504757,-0.5097383110869996,4.433906134794577,-0.03682294747640422,0.08303184346424326,0.44244070365347243,-1.2129597755908306,-0.26433594826206036,0.08539163498100975,-0.1176995969625449,0.00401599145870626,-0.04799256317873391,0.06566250666198026,-0.2850499005838883,-0.043868143730107285,-0.6710035502635844,0.07341610214929882
2004,1001000,0.4214385100085842,0.3736251414737695,0.04744040302801061,0.009329818171848312,-0.05183015471857492,0.07625650315057614,0.30684035475470445,0.40982028170765156,0.060913572070359266,0.5467684710936069,0.3401746062559035,-0.19440672951600166,-0.2833848840004053,-0.4557983770706225,-0.36922162611197346,-0.592986948125073,0.7727139547123935,0.16075640669374208,-0.7502214507909845,0.16236645845765943,0.23595535305234494,-0.08560510798569823,-0.3313154228857678,-0.2969011255915448,0.7755263077643145,0.023079063205224733,2.67902341428301,-0.3965939019158885,-0.9732847054452474,-0.8559630115380776,-0.07880468235035297,-1.076420110797495,-1.3038366384248659,0.33593999532324614,-0.5518672769059073,-0.37349327903919394,2.6913336279084943,-0.16309695216314096,-0.26386711486264697,0.6695917320264033,0.28870020788932405,-0.016331029107890655,-0.21353781607680078,-0.011473030390572136,0.1926087490465108,-0.19637848135578062,-0.6113981771927532,-0.018229774833472687,-0.07589070332110733,0.07228647496010467,0.14075662434664835,-0.32960250015193077,-0.01988846384372308,-0.09285311917683592,-0.1273038119373691,0.04440801778033629,0.12638051115988974,0.024282672220129697,0.5336611389504757,-0.26321348408076795,3.6689805806228866,-0.03682294747640422,0.1985568240800699,0.3251870895979907,-0.8235904065586888,-0.2366473458027114,0.39326617157825744,-0.1176995969625449,0.00401599145870626,-0.04799256317873391,0.06566250666198026,-0.2850499005838883,-0.043868143730107285,-0.6710035502635844,0.07144801512011567
2190,1002001,0.09880497809103216,-0.01722254080350974,0.013349876518276575,0.1415327741178151,0.2078489606349704,0.11394025141821727,0.0023110318094586436,0.5254439587920073,0.07804427943728785,0.12840396169311338,0.24008253449737016,-0.17587748811911777,-0.2833848840004053,-0.4557983770706225,-0.36922162611197346,-0.592986948125073,0.7727139547123935,0.16075640669374208,-0.7502214507909845,0.16236645845765943,0.23595535305234494,-0.08560510798569823,-0.3313154228857678,-0.2969011255915448,0.7729437396439954,0.023079063205224733,2.67902341428301,-0.3965939019158885,-0.9732847054452474,-0.8559630115380776,-0.07880468235035297,-1.076420110797495,-1.3190668479849088,0.33593999532324614,-0.5518672769059073,-0.37349327903919394,2.6913336279084943,-0.16309695216314096,-0.26386711486264697,0.6695917320264033,0.28870020788932405,-0.016331029107890655,-0.21353781607680078,-0.011473030390572136,0.1926087490465108,-0.19637848135578062,-0.6113981771927532,-0.018229774833472687,-0.07589070332110733,0.07228647496010467,0.14075662434664835,-0.32960250015193077,-0.01988846384372308,-0.09285311917683592,-0.1273038119373691,0.04440801778033629,0.12638051115988974,0.024282672220129697,0.5336611389504757,-0.26321348408076795,3.6689805806228866,-0.03682294747640422,0.1985568240800699,0.3251870895979907,-0.8235904065586888,-0.2366473458027114,0.39326617157825744,-0.1176995969625449,0.00401599145870626,-0.04799256317873391,0.06566250666198026,-0.2850499005838883,-0.043868143730107285,-0.6710035502635844,0.07132755548006331
2401,1003002,0.6021829614326055,0.283503472797825,-0.132668023998944,-0.14426649194083715,-0.3012002571998679,0.02498697890145486,-0.08415806597153523,-0.632237207095294,-0.15115094958092717,0.45454471289910237,0.11052933781351071,0.13078766562781927,-0.2789891463699909,-0.37212593625019,-0.30780278454137033,-0.6615315001385195,1.0873587628203831,1.2184748540386172,-1.061457267717414,0.4870941315563183,0.16608701791988484,-0.31506102805469577,-0.3015645407060638,-0.4210849105848174,0.5629228098176571,-0.09668348529930199,2.942782593503765,-0.4777741801727995,-0.9565894170073013,-0.267789209758819,0.028712366732130748,-0.9471670153910428,-1.297399367351147,0.18084782182500894,-0.6299796425142521,0.2566943090254784,3.0013038000608816,-0.11332118344668932,-0.22944412710708637,0.12856414622856843,0.20786569687880832,0.015905741554633222,-0.04706225246895036,-0.028712385539675523,0.4125705829927896,-0.19637848135578062,-0.31543070402956846,-0.018229774833472687,-0.07589070332110733,0.07228647496010467,0.14075662434664835,-0.2835044086553328,-0.1932214923969465,-0.0719149945067394,0.2834438611596215,0.14328049521554484,-0.11564003476061205,0.024282672220129697,0.5336611389504757,0.18323184733425155,3.0503322370192403,-0.03682294747640422,0.3541607371478602,0.23512001072499875,-0.6030757983843356,-0.2272198667105103,0.6869404868693885,-0.1176995969625449,0.00401599145870626,-0.04799256317873391,0.06566250666198026,-0.2850499005838883,-0.043868143730107285,-0.6710035502635844,0.07114200458850617
2559,1004004,0.6482767327655832,0.2505519061970615,0.12303169188675439,0.009913056583635943,-0.05402660668314373,0.06585492434704918,0.3336538435570331,-0.09409413842899872,-0.22987028336995102,-0.14222196218369135,0.3365348509423752,0.26688184052173,-0.31772950291866037,-0.37212593625019,-0.30255233408275295,-0.6958372677565252,1.0933574013729421,1.2312992635237676,-1.061457267717414,0.4870941315563183,0.18556685706481013,-0.31574242377564404,-0.3423084650450818,-0.4458518394866755,0.5539755000774076,-0.09817558820970518,2.9658132109782334,-0.47722702290960234,-0.9827230346307774,-0.267789209758819,0.03160306490904691,-0.9580640637471356,-1.297399367351147,0.1751607908486894,-0.6173552850707406,0.2682825835174206,3.0013038000608816,-0.11332118344668932,-0.22944412710708637,0.12856414622856843,0.20786569687880832,0.0187997581622016,-0.04688881070297524,-0.028712385539675523,0.4100787651678376,-0.19637848135578062,-0.3132459212601128,-0.018229774833472687,-0.07589070332110733,0.07228647496010467,0.14075662434664835,-0.28847316678023527,-0.19432740408000346,-0.0719149945067394,0.2834438611596215,0.16227136792673405,-0.11564003476061205,0.024282672220129697,0.5336611389504757,0.21632153110416538,3.0503322370192403,-0.03682294747640422,0.3541607371478602,0.23512001072499875,-0.6030757983843356,-0.2272198667105103,0.6869404868693885,-0.1176995969625449,0.00401599145870626,-0.04799256317873391,0.06566250666198026,-0.2850499005838883,-0.043868143730107285,-0.6710035502635844,0.0711361730279948
2764,1005006,0.5755310294106916,0.3745811965690436,0.16041504237613266,0.05257850436222341,-0.35371375435259406,-0.19537987631089787,-0.0003069953843381724,-0.333234598988399,-0.028503040357197577,0.5217737386256852,0.6684526865081567,0.4102944190940592,-0.3256209973721948,-0.32818556422063294,-0.2548050304052824,-0.7791711810184955,1.1989402909767948,1.7134696494334962,-1.3220340723749222,0.6271913607636789,0.07615514370207911,-0.5071478499563222,-0.26162282228279843,-0.5407303336033126,0.4033659375307087,-0.1335470279450888,3.065688269982662,-0.5643079796265518,-0.9127678388105163,-0.0017142020574883766,0.176081717600368,-0.8464089029020724,-1.3401166703070182,0.07629674577119676,-0.6823313593333735,0.9995541317041707,3.2333491892033726,0.028318972605440976,-0.14847843460021612,-0.12022316169210666,0.4086823348685094,0.06077109209769566,0.38319203064137086,0.007941982599743286,0.5898183230792772,-0.25657012894455355,-0.1099809050980396,0.01270813446659747,-0.05740910536155668,-0.08685981256385679,-0.06712972520085306,-0.24603624354549988,-0.3342177605395057,-0.14378833932164017,0.6744880404655108,0.19036853043585308,-0.23212116040771663,0.024282672220129697,0.5336611389504757,0.4203561293609574,2.88728527578546,-0.03682294747640422,0.4535173507685056,0.2623065459074887,-0.6326581751320075,-0.24290985941614857,0.8195774232088368,-0.11671542060808966,-0.04366252696285142,-0.07772212246507439,0.1134030461319879,-0.40342674082086233,0.3959270813628196,-0.6710035502635844,0.07102704651293634
2982,1006009,0.362302797899815,0.4696212961464811,-0.06831662620957724,0.27236376991518507,0.26728719936777284,-0.0006243048012401087,0.1413004417472774,0.40495467814983066,-0.21776915144637143,0.12722402491858678,-0.173761041749285,-0.02394803295897912,-0.24712309278018466,-0.33970882112631223,-0.28443713745911325,-0.6307963789062963,1.2387385744678137,1.3002102131047326,-1.000579766300664,0.5424407519527995,0.22557619062271997,-0.3676417359031598,-0.36956884867581513,-0.6311121146539671,0.4599481863888835,-0.13572304941506122,3.0331985091056084,-0.5184335006068711,-1.0256296302621424,-0.20101484430552843,0.13801472825734015,-1.0602539718961033,-1.2076722064831986,0.135311410363695,-0.5398587897416811,0.5806396837523983,3.1372096023270473,-0.26797184406119234,-0.36294487006531156,-0.06531563452464036,0.2600803710923806,-0.01902642013944369,-0.348474747632475,-0.227946285649182,0.42680197311125734,-0.19637848135578062,-0.17908156384714016,-0.018229774833472687,-0.07589070332110733,0.07228647496010467,0.14075662434664835,-0.30746422464418477,-0.26405993488175417,-0.04110507185611196,0.3052679440572185,0.24097072955119603,-0.16580357681536437,0.024282672220129697,0.5336611389504757,0.19495257643314193,2.395126224959288,-0.03682294747640422,0.3277768885002345,0.1638557451034376,-0.34777307369300453,-0.10449225585290237,0.7929226101545289,-0.1176995969625449,0.00401599145870626,-0.04799256317873391,0.06566250666198026,-0.2850499005838883,-0.043868143730107285,-0.6710035502635844,0.07056836787407439
3680,1013042,0.3574785693128052,0.15948283728007323,0.34611141323437655,0.36900433129394467,0.5557705136148701,0.27299021674224205,0.14303461928060257,0.3438071152336938,-0.1253952117557423,0.5299491201593226,0.5090996442584552,-0.3556297925905493,-0.022747188485823952,-0.16560561439707108,-0.42921651729421706,-0.8122584974023371,0.7347687142550132,-0.20233473329570342,0.5334796877109363,0.4574644115465792,0.6546251306248714,-0.20786248214010475,-0.612671015937679,-0.07049470006676581,-0.9200758408228581,-0.5075008659944863,2.5702155087492917,-0.1731908587837861,-1.0448168007050427,-0.7796609808753626,-0.08133105203704638,-1.2917294722166939,-1.7349850713073887,0.38172702332030767,-0.28722100445992643,-1.1833665170062801,2.9818927843597214,-0.4400193510505402,-0.7391888376860086,0.02270233368153127,0.2009234504515313,-0.2697769148988568,-0.14953780829491323,-0.28189080387641935,0.3082433421585857,-0.011702486963540136,-1.6194307041853502,-0.12424935733073196,0.18196834080593724,-0.016903753382975496,0.5031491058354252,-0.17049856045605286,0.32147843203284715,0.06944810971531065,0.49070823981616357,0.4647636175206023,0.8848918484906743,0.07086460127480329,0.1669123741735659,-0.2930392614197885,1.7680971729748953,0.14165957898968878,-0.6334920163909559,-0.7467431560816628,0.0433081414482486,0.4117963941751335,0.9577475242168855,-0.12090521172172657,0.2134041151623503,-0.18820814679007053,-0.24199976176133273,-0.06695197338576052,-1.0441228220496597,-0.5413484394123693,0.08148220672713169
3736,1014049,0.4799895771905123,0.365298727788063,0.1355892743975253,0.23966327859682873,0.43357666785243676,0.19458173608894433,0.510030260581761,-0.15856027029948513,-0.4156026562321811,0.3318230009085699,0.5906014086745388,-0.49523526527354444,0.3034434030152364,-0.2535351423014829,-0.5154916577375619,-0.8745928402494234,1.1404905056139318,-0.22439881695119332,-1.1891563993242356,0.30675777938575804,0.5038073227461342,0.15090859762401374,-0.5657932302973604,-0.30421791257301184,-0.5125194259894561,0.15971037793550905,2.2845437730645517,-0.18416672990448021,-0.8938875910695775,-0.6788045815729813,0.2322247394657368,-1.1779197636493117,-1.6426831039260377,0.19047760031003297,-0.8790174801754308,-1.0242263976327215,2.805973347438659,-0.5850656926163722,-0.463682059692679,-0.1393402605606916,0.4018412753576432,0.3736972307624621,0.3478394455742998,1.0397057619427617,0.2219168933088067,0.02352583085172177,-0.7191721016613143,-0.12738639237630947,0.37683013968856577,0.28365082117593227,0.13311475761666347,-0.17833322414965952,0.2705527104735013,0.7682666181287313,0.7876704111847049,0.21692872213415204,0.6741055151473171,0.4630702910877991,0.651561636638431,-0.4474309326068887,0.7775471978600522,0.23152350658499485,-0.4117397936419044,-0.32707294445900537,0.23524195211363744,0.8461606613813402,0.7950107818798855,-0.08229168217814524,-0.30269638717390146,-0.4432675399204733,0.03718647071540436,-0.10260294915708323,-0.15968241612331488,-0.5949890717213403,0.07780200372640611
4305,1007012,0.13996953214995175,0.7770308170918029,-0.2604100922493332,-0.21404358911530233,0.48902589424248216,0.06954423037238534,0.6714435600094429,0.2801383076946051,-0.012692074356834546,0.464253204332563,0.017629965840950435,0.4385327038716935,-0.23963217628696143,-0.33970882112631223,-0.2922522893049766,-0.6135756723322093,1.2563536433589935,1.2908900409728747,-1.000579766300664,0.5604981064956075,0.22557619062271997,-0.4066113632337311,-0.36956884867581513,-0.6261964382962593,0.3478110543689011,-0.14738641668165042,3.0331985091056084,-0.5184335006068711,-1.0179009773829133,-0.20101484430552843,0.14209556834558026,-1.0556787558280178,-1.2076722064831986,0.12473754877807,-0.5398587897416811,0.587628800412258,3.1372096023270473,-0.272432715942313,-0.36294487006531156,-0.11250422945551015,0.2600803710923806,-0.0021761870619662936,-0.33916826430067265,-0.22922951092570742,0.43668599683701786,-0.19637848135578062,-0.16580382521720538,-0.018229774833472687,-0.07589070332110733,0.07228647496010467,0.14075662434664835,-0.312484116845187,-0.2813662050993481,-0.035556890120304614,0.3038022759292858,0.24097072955119603,-0.13724914199097468,0.024282672220129697,0.5336611389504757,0.19495257643314193,2.395126224959288,-0.03682294747640422,0.3277768885002345,0.1638557451034376,-0.34777307369300453,-0.07326583178298661,0.8275129508435305,-0.1176995969625449,0.00401599145870626,-0.04799256317873391,0.06566250666198026,-0.2850499005838883,-0.043868143730107285,-0.6710035502635844,
4333,1012036,0.20011028214896182,0.572785774617341,-0.3838975600383189,0.13348425375246423,0.7431545553999148,0.15171667822420243,0.5037115283861875,0.6689395958073738,-0.08005294158520222,0.24756615306848861,0.5962234111232586,-0.6501569049903695,-0.33681171361750645,-0.5371238243942972,-0.7897092606015566,-0.2510148688706844,1.2366275928654316,-0.6928800767003666,-0.027972389093286355,0.553094909380993,0.6270677882257754,-0.922397889101757,-0.8184456357096592,-0.04062134979010698,-0.9507629869433027,-0.47089243320433716,2.9358251526425065,0.2346646894267274,-0.8494971381744603,-0.7948309284511499,-0.0678639824979765,-0.8986330895118321,-1.9062303282671325,0.2770963274580227,-0.5744771349530203,-0.4581108212610878,2.5716450651291525,-0.2882134445846825,-0.9114140510433516,-0.17721494734292273,-0.24412728244993634,0.4032105297186792,0.07746163469648794,-0.015173197538185138,0.27497333716074934,0.1360775234112393,-0.21583094812160578,-0.3726695783720638,-0.140860628993141,0.19843255314517066,0.9776393965739907,-0.6006322826299207,-0.3024591526558508,0.039025472027121956,-0.39220724826398645,0.4104752826825823,0.4136978385379971,-0.46839235833840553,0.49839237854438107,-0.23128287163919778,1.3493043978990564,0.3714096714799761,0.3502648567042049,-0.22559689912131178,0.22394970940599146,0.25610445290320116,0.9425527801952185,0.16789770570782736,0.19011407107406697,-0.6072410425740788,0.39486181877494675,-0.12027964720459691,-1.1023250313872643,-0.20930820944291562,
4432,1008016,0.3577447595241818,0.20340134701242246,-0.2620055909516909,0.3322389927503295,0.10461246448127969,-0.0014488559845044363,0.26446991390458063,0.29700985730399754,-0.144399797747088,0.39414733995214585,0.29606740945097815,0.6092798151975518,-0.13344312725230364,-0.3707578378947368,-0.3507052135584401,-0.342686890964935,1.4084461437759597,0.4087680101610522,-0.7079224064743957,0.4665842195771084,0.42134046865545327,-0.26470862809950907,-0.4858556239347794,-0.699318901989049,0.4193910766970197,-0.1651712339588666,3.0382874178052584,-0.4983577961187164,-1.1384427230696132,-0.5689544915326795,0.15746808151245553,-1.3542554028006413,-1.003615159616112,0.2020768921525237,-0.25150216480116483,0.13945684254213922,3.034465105878413,-0.5333640050088527,-0.7125642715827211,-0.09939055273232043,0.06504029363621207,-0.08415443066098316,-0.8419004675546327,-0.5107966220897547,0.2565099352987331,-0.11024915049185999,-0.18876130629857407,-0.03580475380901946,-0.09926050581033702,0.24608035580834117,0.32823783729513417,-0.31596578264616654,-0.24566095211249464,-0.0018311631415593803,0.01062026644279646,0.28751567721168386,-0.13351397872780965,0.024282672220129697,0.5336611389504757,-0.2951692426496387,1.7387361397084578,-0.03682294747640422,0.18497847239057286,-0.05385366009551951,-0.12092302110656349,0.02437733559831823,0.8375578772051578,-0.11534096076128522,0.07133766081295681,-0.0168165476094309,0.0154561961251875,-0.15280942636268274,-0.46096114657774206,-0.6710035502635844,
4442,1011030,0.3677413470781584,0.24718221233664264,0.34564387128057456,0.22717678424874183,0.9315496075760507,0.07258463006670351,-0.011342149992962233,0.22634767872486378,-0.11334299286752085,0.13110635495722311,0.14750295651088477,0.0682589216972718,-0.7189779725621365,-0.3266840094396356,-0.20239307153124372,-0.5384604952838029,0.9368532614842459,0.871550668603352,-0.07193402133054361,0.3226597014019604,0.36879638307447477,-0.2564585599991706,-0.6074264933723916,-0.9215467544681318,0.1351956292384166,-0.12634927561586573,2.614129574201184,-0.32701185354366447,-1.3990297910726952,-1.0766693385038053,0.026904194507216223,-1.2225103264245933,-1.27148478197055,-0.06346073977122726,0.38408901078140373,0.5365519918747043,2.3476759421046474,-0.703739036036313,-0.6013172264225604,0.0518651033596099,0.3377959590708598,-0.05339593210104405,-0.1934447925281035,-1.4217764487765874,0.2766451784536941,0.40403049965989096,-0.349986729292511,-0.5577996096731996,-0.24064935098688744,0.22230947523474137,0.44956603990759664,-0.6658376532765821,-0.06932199206333366,1.1804961688147526,-0.4809777031447085,0.372097138121191,0.13129211225329157,-0.2365727132889803,0.7210779412684218,-0.4950838450430356,1.4347570545514872,-0.15593185788597666,-0.5513357861983174,-0.16199733377664097,-0.17626542796205602,0.4982294993042547,0.7040851879084159,-0.2521446970967491,0.20246771736921484,-0.11167169502551391,-0.09485248475602112,-0.06508817335224504,1.2435514816828137,-0.6714673433599991,
4488,1010025,0.4334949679630685,0.327059620641745,0.06978102440566938,0.5185542793421093,0.3121378309590624,0.20730979794507076,-0.24407215070317848,-0.013751506132389341,0.5668610079627295,0.340872294813564,0.3333188489939889,0.000780802407847546,0.053625606323012026,-0.3928710158215174,-0.3818766048693336,-0.23739361828394634,1.5610652919695716,0.01708112864153106,-0.5518831254636878,0.4137507086761804,0.5210739574128368,-0.13371959960310592,-0.5384960967089036,-0.7557964032879891,0.5823159933510047,-0.16774859963204308,3.077804719267541,-0.4973889646660358,-1.1867263517348368,-0.768255133780719,0.2095002244848795,-1.5573056814083182,-0.8965143945090044,0.2696451042073309,-0.12779938829392012,-0.1798457574277216,2.999838970001931,-0.7391259952373219,-0.7727987944527328,-0.09041935095758467,-0.055698801931892375,-0.18034138907588335,-1.5503933664892424,-0.6041604329742729,-0.05366761098602453,-0.06082164970837009,-0.17375168587961937,-0.036111251576588066,-0.11890858559637157,0.39590096757013354,0.3792541151526846,-0.2707067962940089,-0.23503650224269038,-0.06713895982449193,-0.18781198743592872,0.2961413120478483,-0.22433957027612292,0.15845054835925476,0.46189320773445236,-0.6451260860363921,1.460350307848872,-0.06588681452201199,0.15602065054004385,-0.14085901927576538,0.12350866682279561,0.044275926999453936,0.842406801303444,-0.1108188301049406,0.08580222179532268,0.019702926188997476,-0.006135788479423378,-0.07282555526784885,-0.9943829281292962,-0.7267839155068958,
4491,1016064,0.43954835288145605,0.16049952162799627,0.8501884097314436,0.22912041735606115,0.8281191424567205,0.6004639720892463,0.2428628669779572,0.5428025184763685,0.04236391635404887,-0.07040281715779811,0.4250903786055656,-0.35883098744526115,-0.5699533249172889,-0.2856058334083395,-0.5778428339474325,0.011121881715121728,1.3435510462452485,-2.241235387454599,-0.07338644217140375,1.000506063998033,0.47164769187559835,0.05527747921050686,-0.7075575688059419,-0.5444664128622607,0.8060296695988612,-0.7169614695637411,2.448151580103922,-0.3446608903938318,-0.5605266216978503,-0.5513382322462029,0.059580195122632275,-1.1497017565943566,-1.3465647082264345,0.05768197981969028,-0.5907781723423361,-0.04198279552549865,2.197174675698352,-0.4286543460415732,-0.18979521458672044,1.382648936993757,0.7112127798789128,0.008251900751449723,0.14152394277027042,0.2166662810068759,0.15172818332674282,0.27071223406136086,-0.7615259085322238,0.3267838860896973,0.9643708777645856,-0.1941258119778468,0.47908803186709314,-0.13513180968229416,0.26760594088608075,-0.2897166521170006,0.4424725821033966,0.47917374258247036,0.28681592704112524,0.6071973576663381,0.6901945472543953,-0.9427393585499444,1.5924211903967593,0.576978944907395,0.16537432017997072,0.5660957550769239,-0.18368731075916472,0.47728830096682984,0.648486484349175,0.6778147429787967,-0.004859258663961492,-0.1777990209604776,-0.0683904048894488,-0.06103002899820095,-0.12864830957530515,-0.645064187366883,
4551,1015056,0.5390713893675493,0.5967737534782154,0.4277798421420608,0.25018466843940596,0.4746488516936457,0.2820431932761473,0.33217492067203325,0.1372965517734829,0.08582626882421507,0.1353465555130106,0.1325865079232476,-0.6371238351785163,-1.1982218265120068,-0.0442121147614723,-0.456279230707361,-0.3389054877439304,1.180894260443314,0.188359542946875,0.08866955398705541,0.4710511175196305,0.7544161672852256,0.9277817435475815,-0.6419431224354449,-0.5553509276252523,-0.9302390115770237,-0.4659788512645368,2.960003721140756,-0.3092119186619832,-0.5987563759929746,-1.2278266711570185,0.34256051310442265,-1.285860302409292,-1.6928488545148528,0.5977855986591296,-0.23210910605564433,-0.06183388010321518,3.2083456873635057,-0.224450565482764,-0.38504572935538756,0.2357321545735965,0.6431663097978301,-0.05173637998804863,0.07349002959677153,-0.46872774072441115,-0.5784589196468632,0.09186362689784541,-0.4553762163680367,0.24984970212555288,0.5140518894448687,0.38888332898732636,0.6326300283172668,-0.10725361885055644,0.27748928852103094,-0.10799528754871526,-0.05872294851617719,0.23255790989702077,0.7407169549762163,0.2922922102037144,0.6123688521856011,-0.8134774517844587,1.562459328989023,0.6693664383539814,-0.4636537392236593,-0.5226157031472672,0.3245858929863215,0.5623292877771042,0.8046066977362533,0.0271594377551967,0.44770311274721875,0.08050798005855839,-0.2743330283511304,-0.39294030828252774,0.3629880414054942,-0.7907635415225944,
4585,1009020,0.5918088254655308,0.8265844921660513,-0.18105936516859306,0.08919250961718964,0.06462449877642634,0.11610680303638449,0.27302116449171027,0.2787527639849096,0.09010543247429884,0.1595384035016676,0.406614444802329,-0.14957427216595087,-0.20424738278649315,-0.39144144624276367,-0.3689566652338487,-0.2811775311343347,1.3732614517225485,0.19225721947234592,-0.43026269731039685,0.42411270434308723,0.4939902074701667,-0.24449955825594788,-0.5718978895396791,-0.7578636780684522,0.31132631039934966,-0.17794527493631418,2.987937023533503,-0.3999559740533766,-1.2344296995093276,-0.7987598832745298,0.13875960212293262,-1.430520171237341,-1.0334640657935308,0.19577966100068192,-0.11706046692457059,0.03622320111011936,2.853055138898164,-0.6841263915957759,-0.7397345990920617,-0.07755560888912735,0.01452989646948141,-0.10242238723228617,-0.929440710091663,-0.6546930724329049,0.16239080778176393,0.05078889389534963,-0.2313962398906322,-0.1347935471281602,-0.15325234759620654,0.3131425222404499,0.42147062684581393,-0.41989771952451493,-0.22192860200370845,0.1452223925799809,-0.28447459960301713,0.31735981733256574,-0.04388698061852567,0.024282672220129697,0.5336611389504757,-0.5356643770785262,1.4448123891955666,-0.03682294747640422,0.06026599619198222,-0.139986427339239,0.02287555359574487,0.1480974183119487,0.8122992478727847,-0.12833370547660722,0.10997728112837855,-0.06189402702298641,-0.014936559146695935,-0.08845320130010056,-0.38133139327874815,-0.6710035502635844,
