,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
1864,1000000,-0.6136019659620406,-0.8243795687252903,-0.03557869948945678,-0.009665178237849573,-0.9237762351621355,-0.9088351454344347,-0.8979615327353105,-0.8585587604413467,0.8523289885107408,-1.6380096489551645,-1.3476963986072252,0.4032054636622287,0.4247209782743176,-0.4036277534570373,1.1494447722074201,0.9102871002335738,-0.3710202685453278,-0.8577044946109448,-0.39445058011408496,-0.7989387440145506,-0.6515388149387239,-1.5286529566832734,1.2168901089122197,0.7442332859648669,0.39346043411117915,-0.1749573783110743,1.5245338761850071,0.3553910355036404,-0.5896882472405838,-1.6394178991596444,-0.5919197158187072,0.13600287870781466,-1.1505235883727682,-2.2887791403485047,-0.025654040310217955,1.2542463355321787,1.1346540982474342,0.8532307725579925,1.7765920853666086,2.326899027594005,-0.8929849933736385,0.6915704826704507,0.897122904877907,-1.12139878498282,-0.36460478541246316,1.0636276603512171,-0.5843556851510285,-1.0817948944454978,-1.4242554949856991,-1.4535824621273323,1.5722212180447663,0.6886474954127798,-0.5066376622505506,-0.5975492432676381,-1.3200711259792706,-0.6814331499695808,-0.8229359665152272,-0.4957867874095819,-0.649514981931406,1.1902038775825732,-0.9344993728858985,0.17471686023944163,-2.816604538919646,0.3575348216263046,-1.100625844932808,-0.4623974173414983,-0.17150590460538193,-0.9546657170560319,-0.7747039801173824,-1.414987266657935,0.5908992338159913,0.5308478022242007,-0.7410719539111831,-0.6010522355738948,-0.19308103181178157,0.8355721957082751,0.04505310699884879
2036,1001000,-0.830167928510208,-0.5892683086608754,0.05694325428899909,-0.4611270288004215,-1.0856314833629712,-0.7613625745612892,-1.0095760383582666,-0.9724180485841989,0.764539781104185,-1.9896658136804046,-0.8620870141574949,0.40455222521802775,0.31010835126379493,-0.48451288728734887,0.9975016488188825,0.8303462863216465,-0.25031613487383697,-0.7512276125122377,-0.4081648844028154,-0.8296860841058984,-0.7064088090401287,-0.8729694843596397,1.025627207475563,0.8296944824049164,0.5206120936651164,-0.12211113129701523,1.3553787075229011,0.45670018700276993,-0.6990854576145737,-1.6375062060795833,-0.6445265998521614,0.18734910838206845,-1.116816994656904,-2.0548831182101437,0.09780818048438444,1.1619679314028177,1.0720104521560538,0.7103983950484595,1.602597981154087,1.5019008528316127,-0.6951865354633563,0.6446928294768878,0.5183216811853121,-1.000067145638567,-0.2880116378557934,1.0636276603512171,-0.7304366889189492,-0.999782033573922,-1.4242554949856991,-1.5622870061621237,1.6097453822335621,0.8587529812079261,-0.3648736121178508,-0.6838009852232705,-1.2421831644988672,-0.6461044094601651,-0.8849083654164538,-0.6745436755836307,-0.4259368220330933,0.7813294583782918,-0.7984390057478288,0.09260585751583889,-2.816604538919646,0.3042707592967572,-0.9826277043313927,-0.3858987664402869,-0.31076377888307233,-0.9546657170560319,-0.8311863378505047,-1.414987266657935,0.5908992338159913,0.5355025192887519,-0.7410719539111831,-0.4224070003404964,-0.19308103181178157,0.788403172236243,0.043022931047161365
2319,1002001,-0.8143493712987917,-1.0556102996534158,-0.6500886201408731,-0.3212864797548527,-1.3193916508757808,-1.2467045993893164,-1.114461064699219,-0.9326714000342282,0.676102464453893,-1.7635042809965542,-1.26179268484403,0.44384317477392854,0.31010835126379493,-0.48451288728734887,0.9967414533349274,0.8303462863216465,-0.25031613487383697,-0.7512276125122377,-0.4081648844028154,-0.8296860841058984,-0.7064088090401287,-0.8729694843596397,1.025627207475563,0.8296944824049164,0.5206120936651164,-0.12251855124722004,1.3348873154832699,0.45670018700276993,-0.6990854576145737,-1.6375062060795833,-0.6376358103321739,0.18734910838206845,-1.116816994656904,-2.0555284674690184,0.12828217982570592,1.1619679314028177,1.0720104521560538,0.7103983950484595,1.602597981154087,1.5019008528316127,-0.6951865354633563,0.6446928294768878,0.5183216811853121,-1.000067145638567,0.006787684471680476,1.0636276603512171,-0.7304366889189492,-0.999782033573922,-1.4242554949856991,-1.5622870061621237,1.6097453822335621,0.8587529812079261,-0.3648736121178508,-0.6838009852232705,-1.2421831644988672,-0.6461044094601651,-0.8849083654164538,-0.6745436755836307,-0.4259368220330933,0.7813294583782918,-0.7984390057478288,0.09260585751583889,-2.816604538919646,0.3042707592967572,-0.9826277043313927,-0.3858987664402869,-0.31076377888307233,-0.9546657170560319,-0.8311863378505047,-1.414987266657935,0.5908992338159913,0.5355025192887519,-0.7410719539111831,-0.4224070003404964,-0.19308103181178157,0.788403172236243,0.042689781302638334
2389,1003002,-0.7468684021508744,-0.6085571105425038,0.053222361295804266,-0.8240756229032704,-1.124025396456315,-0.8235691147389383,-0.844280541186734,-1.2669408180446913,0.9830166717956602,-2.0774768960648133,-1.198065906872544,0.44948327384712405,0.11115761702936768,-0.5271742665103748,0.6924888014358467,0.6856243998504321,-0.03371913481727742,-0.5631008927829702,-0.4812971579251246,-0.9161117184003144,-0.7770100160033792,0.0226456333144393,0.9056323712267276,0.9224690375007368,0.8207821745403185,0.004473705493072438,1.2124121807197605,0.6354434335261332,-0.8378517124587143,-1.7164046036823783,-0.6799931399221368,0.25331666149906984,-0.9956921010569789,-1.7618668208959776,0.23405258266383158,1.1719399418401502,0.8505259462347684,0.54840119734265,1.1971178143531385,0.6605931022316436,-0.46926358815712277,0.6167838299559921,0.18642214220614775,-0.6765879934682988,0.006787684471680476,1.0636276603512171,-0.8593437546059854,-0.8951966001770504,-1.4242554949856991,-1.7582548360000894,1.7104417369361857,1.0159358583110003,-0.2036831853817056,-0.8011401838483871,-1.112223334591273,-0.6463351851211243,-0.9294490243202594,-0.9643663503381099,0.14559157981020265,0.3645254051943268,-0.6473743003015067,-0.10134925869029095,-2.816604538919646,0.22716928991752275,-0.9174801091075355,-0.3285182732942213,-0.508679775923328,-0.9546657170560319,-0.9013080905660124,-1.414987266657935,0.5908992338159913,0.4930275483364064,-0.7410719539111831,-0.20148671927702339,-0.19308103181178157,0.7288332132173191,0.04231095628131032
2653,1004004,-0.891084827985776,-0.5544874705402708,0.4244128033484216,-0.7458762931612692,-1.1567044782377618,-0.8690273032182088,-1.237526750162999,-0.939990630739172,0.8509887653075142,-1.3138728622736364,-0.9826609359294566,0.5138508526778965,0.08846166786503497,-0.5125899459724358,0.6924888014358467,0.6676977542388235,-0.024964292163799633,-0.5405963582665924,-0.4887270839262922,-0.8973602642169971,-0.7663957564653795,0.03487935060279914,0.8910555636667759,0.9224690375007368,0.8207821745403185,0.004473705493072438,1.203180180192013,0.6321164501746342,-0.846479290789603,-1.716451065119868,-0.6716589930226697,0.25331666149906984,-0.9929603442548598,-1.7618668208959776,0.26811010165686505,1.1776856624536982,0.8505259462347684,0.5421517900465986,1.1971178143531385,0.5912790100159607,-0.46926358815712277,0.5876592670883182,0.21345141609944526,-0.6625207377411033,0.1369293146647041,1.0636276603512171,-0.8631340076710512,-0.8305392463467538,-1.4242554949856991,-1.7582548360000894,1.7104417369361857,1.0083262834150224,-0.22178052981445584,-0.798020166557469,-1.1292041975079394,-0.6470736305152813,-0.9294490243202594,-0.9535784903209467,0.17126598423731085,0.3645254051943268,-0.6524171188236848,-0.12247733039965539,-2.816604538919646,0.22716928991752275,-0.9174801091075355,-0.3285182732942213,-0.508679775923328,-0.9546657170560319,-0.9013080905660124,-1.414987266657935,0.5908992338159913,0.4930275483364064,-0.7410719539111831,-0.1920891527513219,-0.19308103181178157,0.7244085711085336,0.04163744868226504
2789,1005006,-0.5246393753690939,-0.5631145448698316,-0.6352564923996029,-0.5073462352666263,-0.9572391649017672,-0.8682116521542025,-0.6349846909957559,-1.225153669654495,1.4017077037478634,-1.6438822743002626,-1.0784362803808571,0.4154665486039578,-0.037058452822179226,-0.512992137359984,0.5537873390269236,0.5851943264189244,0.2018051142649921,-0.4301439331819893,-0.7414339133871805,-1.0195553587095059,-0.8308767381905127,0.6319513626419776,0.8808081268094625,1.0549064157497123,0.902592028916629,0.06696485795296932,1.1783030922832356,0.6729606209926516,-0.9659237579855376,-1.747678952407667,-0.836159631527721,0.3779732684991856,-0.8910582266102701,-1.6165862853105153,0.2042816180335332,1.338372121220916,0.79350946577653,0.4007107903458317,0.9714304908408389,0.2774378490792611,-0.353302605489252,0.5853638084043751,0.029915057073471578,-0.46515301028116435,0.13658374885570407,1.0636276603512171,-0.9552188363418875,-0.7143614002284182,-1.5236055163491773,-1.9692872774903996,1.865540599075021,1.2853321461461724,0.03066376020326651,-0.9822914163317616,-1.0106429595326174,-0.665964567439416,-0.976528366068979,-1.1432272275281303,0.5609138724716421,0.04912038616511654,-0.5204855827641208,-0.18542949347180823,-2.9059456937420953,0.1165927298161967,-0.8970396098582539,-0.2936312610295402,-0.78999339535618,-0.8414868450261802,-0.9500083619061523,-1.540417470509095,0.42218402503711827,0.4521904486087466,-0.7410719539111831,-0.11269711601813032,-0.4770067427871137,0.7793336187630564,0.04129918082108264
2979,1006009,-0.8264080494970849,-0.3431071889876836,-0.4977612392063427,-0.6050849465866606,-1.103914321427734,-0.5649391648423608,-0.8454487016856136,-0.925048122080236,0.7229111243667401,-1.9703902576090337,-1.0433287949358074,0.9052872549251818,-0.04682110228732543,-0.5781552164413429,0.622720537251477,0.6467038407583864,0.005222675625710927,-0.4438534281538293,-0.2612619476049984,-0.8463608471450992,-0.6936692606406705,0.28068016689598635,0.8042619306861883,0.9714285613628293,1.1859617259704882,0.03134230024633219,1.0146968652314765,0.6836151998192922,-0.8719061101616521,-1.7676180487223865,-0.575544483163721,0.10671930017148153,-1.0312214416148127,-1.700961178427825,0.43287262181481134,1.0607943962004007,0.7546092159568567,0.4257516787845834,0.7007726746787192,0.20803512958770104,-0.3180445691315542,0.532324909489997,0.07195160607536376,-0.636093241072778,0.23252659685403868,1.0636276603512171,-0.918312027606199,-0.7624660904161723,-1.4242554949856991,-1.725443774681816,1.50616589378546,1.0581395328153018,-0.06513090591207066,-0.7298074309121171,-1.1278863449514032,-0.582793948207956,-0.9153362841795263,-1.0326242107483268,0.20128189897521756,0.10150998323408064,-0.6611910628693322,-0.1491209702465469,-2.816604538919646,0.20944333804000093,-0.6847258597090163,-0.2654668760647915,-0.47529244364567574,-0.9546657170560319,-0.9926578883956237,-1.414987266657935,0.5908992338159913,0.5533922607295277,-0.7410719539111831,-0.03316760298193519,-0.19308103181178157,0.7244085711085336,0.03923577526581845
3583,1012036,-0.542255231805048,-0.4746315551947368,-0.13622919025864433,-0.1463061842503415,-0.7631695491457547,-0.8479206135628532,-0.6388063501039463,-1.010030382373286,0.9409164011073207,-1.1183460656956206,-1.3822673070441895,-0.684977427938244,-0.10901702923492075,-0.4851224055368221,1.023541322686872,1.0416861013460825,-0.3196771179986301,0.09717320452913793,0.7454904019933051,-0.8270843913844937,-0.6357699577657199,-0.4306582285403453,0.5956719258103148,0.4711079502695457,1.2850891139660368,0.1183148257218752,0.6570922642116567,0.10180595046125254,-1.1347865482507515,-1.699926640990774,-0.5589201532536272,-0.2469839228013343,-0.43607923342573135,-2.5430188761301116,0.8230015499370132,0.01643866720031809,0.8551519216057154,-0.2285439918629284,-0.24539917322565422,-0.18401700493068676,0.13672553423317713,0.41611609893806106,-0.25196241359049315,-1.366644756513933,0.38445518450116944,0.15632209810402983,-1.1084611253768344,-0.9344924676184448,-1.3752718453489063,-1.078147097505347,0.45720524546705255,0.8843353337173917,-0.11467097892688102,-0.26519483053956283,-1.5182362049960376,-0.37123472286207126,-1.082929616205078,-0.8180214975252451,-0.39668411857965763,0.623166350863897,-0.9699637719348924,-0.47486087300874175,-2.5218613369136715,0.8672042784230735,0.2468993508357028,-0.15095188749325494,-0.23195606037438596,-0.6834878764737105,-0.8764510448616685,-1.260583310497247,0.824663913556674,0.9744899351243478,-1.0108608364394365,-0.5974353455813315,0.620987629994765,0.5415729899403233,0.029127115773828982
3617,1013042,-0.5189677332037537,-0.23997262419935503,-0.5976714769759246,-0.29151698703179735,-0.7668886360817455,-0.7245396351979425,-0.5155162474344455,-0.7917885165065947,0.98309632439878,-1.1568341260241706,-0.9504781430257655,-0.21756868786781372,-0.09820866294754521,-0.5538874159969875,0.15388448391688303,0.6065262645348071,0.02290619489143342,0.9218721021569283,-0.25724197742629407,-0.9786889654837756,-0.47465908032998044,-0.4028944938006239,0.6445293377108005,0.5583453302791356,1.9623220056513042,0.25278159295076663,0.7283348976756746,0.3835534599816295,-1.3209294714042765,-0.9353077602885782,-0.11279607929088221,-0.13139846940101155,-0.7879868433227197,-1.9678867021671986,1.5343717049521863,0.6470424007643024,0.9442004770019233,0.07559587772450124,-0.178807182768795,-0.19943711564447894,-0.34947145257678247,-1.6185622850551047,-0.14727175794435587,-1.378961607016233,0.25077452877646955,0.5791962265345622,-0.6891391140763188,-0.9167673226703329,-1.0593589551727196,-1.2882609978749744,0.7994499642043916,0.8876830795245766,-0.7911007871063498,-0.41921120958467145,-0.9765609778014254,-0.6567003327956227,-0.8388316235923732,-0.6413530211827214,-0.42760798801791366,0.33279330307323857,-0.5424045865591361,-0.8987434427481373,-2.487620776446789,-0.213735626494714,-0.13924857305759705,-0.04222605046198027,-0.007606653945188713,-0.8703897972639743,-0.8707532130828064,-1.383760059826358,1.017956476823505,0.31995170473004214,-3.752511050556217,0.36038018971047087,-0.5334790440838431,0.4997427887370439,0.021663971097410358
4023,1014049,-0.5760681741526948,-0.2895833047021253,-0.024759606490675438,-0.6969867554991614,-0.6230845596238992,-0.7479563036025689,-0.552807708310131,-0.8957265738547898,0.9695469558702421,-1.0844409616900734,-0.9893195439607441,-0.5417952641728694,0.10077203291157662,-0.7483225894406282,0.5466866468314358,0.6306808355445431,-0.5584043504908935,0.44800873562148624,-0.6521511609415743,-0.7363913274537892,-0.6342489267694588,-0.9287340828697642,0.27926619612666653,0.4707509375486788,1.254638767789551,-0.10788816462311443,0.4334805216980739,0.2820572175879174,-0.5533119084689775,-1.0629561734139907,-0.561130555592579,-0.531398909496447,-0.9467891590778745,-1.8171118469943748,1.863394816694313,1.1302969292874812,0.7164933769942806,0.22956816186643328,0.6911465083222258,-0.43092998463733256,-0.6207398643100116,1.2048382329579572,-0.21604193887676812,-1.0842404794443237,0.8056826404445342,-0.10002321650670593,-0.6165796692644642,-1.0494057059131343,-0.7689917783205261,-0.9497746115428666,0.36604200279007354,0.9270489395056323,0.003072955753121443,-0.20083056466260898,-0.7651861685852445,-0.7419410851247268,-0.6462652727863095,-1.002544036936103,-1.1322528730181805,-0.10855403521232758,-0.9141287067282633,-0.00838988052385722,-2.324615176147345,-0.7476323809221446,-0.13516594189333694,0.06709088079153364,-0.05901287450226783,-0.8790558368478251,-0.7327294086338477,-1.1301577585816396,0.8158234800653111,0.9083150188034157,-0.509470167497814,-0.3177743230676033,0.036382713696214895,0.376687182690977,
4027,1011030,-0.5612020373457798,-0.7765526153796332,-0.24442818716080633,-0.6446815843327536,-0.9541751253492552,-0.8195712627246692,-0.7028871837858245,-1.0947230755085353,0.7601981501772354,-1.2064038472590397,-1.1351370168149926,-0.029036883575382633,0.5118798983489637,-0.24673529625846363,0.3818987627389125,0.7660342859485083,0.0007850632286394536,-0.4999567188425875,-0.47937886625633097,-0.19139834296011604,-0.9612065443500057,0.21323035724583841,0.7108853377843054,1.1077974009535836,0.6109183029898733,-0.11896767834353973,0.2282344429827053,0.632569347229422,-1.071708005852553,-1.3623328980633604,-0.23117028410085078,-0.7128861538402113,-1.1325125287937459,-2.388628279461726,1.6339720085227023,1.0648046211549735,0.271610191116712,0.40368649254670386,0.035768267142057185,0.2640258155820007,-0.5375605003030917,-0.5968202174516413,-0.10192041778882283,-0.9711422241725151,0.501875348749889,1.327888673248722,-1.1398370101260238,-0.3718808622910651,-1.232941005982001,-1.5693055957025945,0.9700088577429832,0.9554164611772122,-0.29746047368272893,-0.46882898116336913,-1.5120218380433912,-0.31928476526768435,-0.6878182964034557,-0.493158642537555,-0.5881136028589238,0.09013317017355338,-0.9092049519390079,-0.7828750895570221,-1.9288515846330967,0.4519471738677527,-0.1688344210850136,-0.0737920030519105,0.29070393138500844,-1.168908956509751,-0.9039153722378214,-1.4267629906714356,1.2176363537418817,0.6841985584713457,-0.41796256910674234,-0.34740288690096416,0.47258777944856206,0.696833935300346,
4033,1008016,-0.5491662537676681,-0.34658941948638783,0.19026558952998757,-0.4000428605333193,-1.1182675374791724,-1.0594454116416976,-1.0033770494628291,-0.6549652232690627,0.593448363933008,-1.2134124901475787,-0.9103834696772813,0.11606340798244871,-0.17192203375385057,-0.6489583160674015,0.7932249287629354,0.7323748255328639,-0.18717574551023625,-0.3409849461318878,0.370974227191579,-0.6324769465361885,-0.38477849231217953,-0.08883785042938509,0.6767491846227722,0.8748826580876035,1.7211474683521124,0.024256314552803415,0.8664494673568781,0.7110791158494054,-0.7087226675448849,-1.8680420056575366,-0.44042626228870113,-0.1493527401919126,-1.2313291740878585,-1.7901165340132579,1.0381558183598714,0.6554658758563479,0.6973146441210983,0.3214900139350232,0.5199621419873263,-0.15843033622796657,-0.23194891933512415,0.6812512304797258,0.14110854414346646,-0.9024247905394341,0.4711061796941584,1.0636276603512171,-0.8199492920015237,-0.8585180559151556,-1.2520151808298245,-1.4748032036935799,0.9986214512904324,0.9214477901016237,-0.06454535711133136,-0.45048977083238273,-1.2381952887116923,-0.4877944424341464,-0.8586827953305856,-1.011041152969947,-0.2762807777720386,0.1514388132625386,-0.8091374200676924,0.05006896212740807,-2.6871929024535994,0.2442823577516056,-0.5633780277780255,-0.23922284522023538,-0.24577595275477074,-1.1197439034118075,-1.0940038508976826,-1.2557968459035624,0.7612520279058026,0.8367333921527503,-0.7410719539111831,0.26173827667116656,0.09206252535476706,0.6436796172945357,
4044,1009020,-0.5129704923049041,-0.5576672842959836,-0.48414112377122687,-0.734053117880968,-0.5148413427107843,-1.1386165662914398,-0.7973186307535447,-1.0300409025938684,0.9896295088363182,-1.5269817827364507,-0.9124637064372814,-0.20126560834867724,-0.09650983611814533,-0.572176822013123,0.7835946809991701,0.7723352916735001,-0.2401982429665977,-0.3254772834762906,0.5126006955405782,-0.5458118256147491,-0.40954891405877203,-0.2659652389111215,0.6381560903387811,0.8568138677767696,1.714929920862401,-0.012540846010916103,0.6917429902090779,0.6148474157127937,-0.7345183437715561,-1.8035214982774341,-0.35119317190103094,-0.42365814537937785,-1.2330049507588032,-2.0186395401090675,1.2715906584089198,0.5487931186085175,0.6580284003814802,0.3217875841551104,0.25419656859622564,-0.16873239598794637,-0.23571365201826958,0.47179206120680595,0.08955454202064457,-1.0229333179961924,0.5788665006633605,1.0636276603512171,-0.8593102548440661,-0.8149734019517265,-1.199455455698398,-1.375160527408129,0.8348242281862691,0.8431798492116669,-0.12285862409829651,-0.32743386873632374,-1.3489957913402741,-0.3969580927373878,-0.7857462022202717,-0.8940288076716437,-0.4831057233315408,0.183423464332346,-0.962926662353738,-0.06251655927821523,-2.4840923934952306,0.3062442108909609,-0.44479995047294324,-0.20559176163264145,-0.09377078014655646,-1.136457734217345,-1.0864522592490702,-1.2355111211160754,0.912673193809738,0.9307248005795777,-0.7410719539111831,0.20010170872972854,0.3727889766353764,0.6083535987274827,
4055,1016064,-0.47607313305578147,-0.198930478686755,-0.5556794996186419,-0.37303696970179623,-0.5521183731397946,-0.421079154319481,-0.9921356890826342,-0.8407121591148738,0.7978701619673078,-0.8421149856885621,-0.8568628634389583,-0.339382706897443,-0.17338545480202405,-0.3135605735560694,0.7752737180378136,0.15320621868547887,-0.3814554139033523,0.27569910470738,0.04105097994368414,-0.5702468733893765,-0.5949262660196374,0.056680890824392365,0.4950624924257717,0.6048761333169862,1.4027295749327884,0.15397728415381923,0.9837399510665359,0.8510390674316775,-0.7475098469049268,-1.977046727581989,-0.5109395715119676,-0.052445341233626326,-1.3123346767341,-1.6528435220001183,1.637184019174393,0.9725448708294456,1.0557757342835128,0.3003708942904003,0.747297459104915,-0.04508839810707662,-0.51306484723537,-1.2057125725534468,-0.12892542478746385,-1.1820925475517496,1.0595119197405691,0.1905989609125608,-0.6130232219098921,-0.7910044672994927,-0.4954956708768057,-0.8294365766114795,0.5761315434184763,0.8066772506606128,-0.6385657229844431,-0.41376541476930445,-0.5596988121154937,-0.4593786987692279,-0.92087565031064,-0.893580243416009,-0.3039334960005879,0.1418143511894231,-0.6720835633426183,-0.5658204422873032,-2.013554197350231,0.10601412619397745,-0.12610244854671793,-0.27292122496343185,-0.07739639655546406,-1.1397026231214933,-0.9363362198422536,-1.0064966047215147,0.7303867509022794,0.536219165517508,-0.861377404343034,-0.6466427671938728,-0.627110838901754,0.35484538706424273,
4085,1010025,-0.370097065456463,0.020126813550169376,-0.47177640956789924,-0.9648105258131343,-1.2075220493745153,-0.7166467397529722,-0.8770511352412054,-0.9208167868639663,0.7995478273058088,-1.065400770406181,-0.8244276179181269,-0.08134116934571178,-0.3946402381857426,-0.7853117513063622,0.9800483178055684,0.7527256279397103,-0.307208791384695,-0.342498125348265,0.8881175741469356,-0.6082401652308305,-0.21309520153353073,-0.5194542605586985,0.5779439625953096,0.8152132669041352,1.915041898403553,0.011621111321067136,0.8413771880227854,0.7383508972548242,-0.5702751019924226,-2.0615038178300082,-0.3190125945134202,-0.33333795473246486,-1.3260750363342835,-1.8394746742740973,1.2900459515026605,0.4734349235449697,0.6933131397467498,0.35641158110611615,0.4032104153033185,-0.2678158494813832,-0.17135416314399227,0.9661840377830042,0.2220176628182016,-0.9773290669478113,0.7046303746655143,1.0636276603512171,-0.7185996093653829,-0.996867181107781,-1.164771528524438,-1.293920989446518,0.7471564685790649,0.7903322530525115,-0.0006824265803717237,-0.2822296174617319,-1.263846869484889,-0.40480122264041773,-0.8129197476892915,-1.0611499747114483,-0.47726585958761003,0.20514798000404744,-1.0374154659105053,0.24759209864548526,-2.6471224208100015,0.22546466641496138,-0.5777032100398565,-0.26080695233757256,-0.19144731905859894,-1.2003524675387371,-1.1445605217307273,-1.194351338434373,0.8277859157271457,1.0424844724071272,-0.7410719539111831,0.4616304488723165,0.31505869378663254,0.5871218239678239,
4189,1007012,-0.10074640631848984,-0.43847277649333016,-0.08858484753464446,-0.4335956055990163,-0.8819760201923016,-0.5941168829069732,-0.5820676546492153,-0.5732063590502751,1.0804643455855611,-1.662365320170967,-1.088829534800608,0.7571904562741549,-0.05749586243751019,-0.5781552164413429,0.622720537251477,0.6519598008028867,0.006249538636644882,-0.3865607662054245,-0.21566430832070285,-0.8463608471450992,-0.6936692606406705,0.3026400614588449,0.7918375670241502,0.9659660546489228,1.2351715309983877,0.043073188407650155,1.0146968652314765,0.6836151998192922,-0.8828080761818553,-1.7676180487223865,-0.5748844919124193,0.10671930017148153,-1.0312214416148127,-1.700961178427825,0.4952736516253074,1.0360382428337638,0.7414010275742019,0.3392096976309096,0.7007726746787192,0.15781680893720718,-0.29745035857941793,0.5213067341407015,0.07195160607536376,-0.636093241072778,0.23252659685403868,1.0636276603512171,-0.9287941364107151,-0.7624660904161723,-1.4242554949856991,-1.7179350673893765,1.4907104687086525,1.069947758029722,-0.05514150107623987,-0.7165132544029941,-1.1318496465317385,-0.5765899796658058,-0.9208540703148661,-1.0455135991529534,0.20128189897521756,0.10150998323408064,-0.6540584551237767,-0.1491209702465469,-2.816604538919646,0.20944333804000093,-0.6847258597090163,-0.25300905487086184,-0.47322346174785196,-0.9546657170560319,-0.9967277709853952,-1.414987266657935,0.5908992338159913,0.5533922607295277,-0.7410719539111831,-0.01393895447624788,-0.19308103181178157,0.7244085711085336,
4203,1015056,-0.060595459218465535,-0.22215244852735685,-0.6067149581912217,-0.3019480818582742,-0.568197491002963,-0.9916247720559797,-0.8070238740094039,-0.6260362416513091,1.2294185714888364,-1.6124567019443,-1.1753278199350423,-0.8397750105672408,0.11468448840643512,-0.7675690025936972,1.130665193693587,0.3087522081823515,-0.5020486569325661,0.2405577152796541,0.40850456664141227,-0.7606095521351162,-0.35773095270542077,0.7677024715704751,0.23953697481166428,0.3849494212444627,1.4152263786196095,0.05773878794375265,0.5372932936154865,0.6490637884704421,-1.4802589430227044,-1.2749385184959332,-0.7676534657910852,-0.06421462368469058,-0.7866611553211736,-1.9534494852293667,0.7255803609315967,0.5960062282206923,0.8462996011763082,0.43007429545816384,0.20717289299838362,-0.3256971958841986,-0.0765218364987807,0.6779482795853099,0.004889662392194247,-0.9846539473129498,0.6255302930948853,0.18738918833732224,-0.6608847154427476,-0.6101574672511347,-1.2190541483217674,-0.9903580754893782,0.6166510767296078,0.7149113422810304,-0.26809738327313526,-0.820283878417825,-0.8330076803708536,-0.27837921312152175,-0.9202277526628391,-0.7132633128100698,-0.6104833052251035,-0.16300945845992829,-1.0980776345542138,0.25854596484512155,-2.2502676152329926,0.5295740790638571,-0.43253510368789183,0.21326886165941825,0.7271918911691602,-1.049127327273057,-0.7082044745250887,-0.9782208484703008,0.9720214795032398,0.558230946730148,-0.4619783131856673,0.06341882441168036,0.3430451397063466,0.48993086100199934,
