,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank","Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Gender Inequality Index (GII),y
1958,1000000,-0.32713675344530696,0.19153459510143342,-0.06027109760336628,-0.4040541134840775,-0.5298298163925979,-0.02670511343411531,-0.12670069520566,0.15134934492672647,0.09415737729576434,-0.057683915685831595,0.15969457080611926,-0.240561792642022,-0.9719902417247838,-0.2997446321404302,0.5135137406644344,0.6435701145082526,0.09015357644864223,0.015372952458064129,0.217142547392619,-0.2344505414986745,-0.19024487655363811,0.4255068155039593,0.4876241892377711,0.0034359814968471267,-0.6164420299466302,0.29989544185244943,1.280389595804918,0.44898092307302956,0.6314451676708187,0.44458877101865396,-0.7820586437196121,0.3543898767198699,0.03374968311363493,-0.5997289874830666,0.12328141607898777,0.21920960181417332,0.7956214167660954,0.48134554689454095,-0.046042260298612275,-0.5749157619694052,-1.4799673832332727,-0.4769408403467037,0.2679044108877618,-0.3050670867399368,-0.7016347730528661,-0.3251219518786178,1.6778598476697735,0.36024351952362993,0.1236724470789105,-0.2089450298399784,-1.0859136812132122,-0.07652475097784169,-0.4817057282794247,-0.882392323301948,0.03795940966663358,0.485777487380999,1.006435180932344,0.8685706005758754,0.3647286775520429,0.767850752943475,0.9848273363857836,0.06639962596405735,0.33562767988778147,-0.20980088672026007,-1.1659369433965925,-0.25389737067474205,0.030917678631411913,-0.4968519492570487,-0.10608394700134605,-0.23312663640065495,0.1839292665637329,0.1991038935530774,0.2120127152676164,-0.37447101175209424,0.06097588902888451
2142,1001000,-0.3204295329688199,0.09477147114086576,-0.6818102740047522,-0.7535351478546316,-0.47147520750471117,0.34565956593127756,-0.22781908788018487,0.2803436894932196,-0.07368241465532249,0.14159148040203637,0.018392787467139283,-0.11587212012239229,-0.579118317855877,-0.28433988494454726,0.4992694405323564,0.592878966553042,-0.046244740662428035,0.12990643117357453,0.6564443628432726,-0.14268923907369055,-0.201895582117333,0.33779087964116994,0.41607915110137306,-0.16968779213835045,-0.7025333692225059,0.24439851030222964,0.8883534104513334,0.35479785179935097,0.4238745804314324,0.25410564908426836,-0.7197832511981561,0.30475108178354887,-0.13574662048860353,-0.5894047357277066,0.049651349125621566,0.21868663979003566,0.48701620402828055,0.2257111958507618,0.009564409202360296,-0.54160240384997,-1.1795881386593885,-0.4869120437616042,-0.07856466968641303,-0.5943341431201007,-0.4291522269974733,-0.25627023878327376,1.5996510192194089,0.31615157333245625,0.17940755220745966,-0.4091267718622559,-0.799954584626834,-0.1681202935500752,-0.5164505342122433,-0.6826927192973016,-0.15232072265825233,0.4055132387140906,1.006435180932344,0.8685706005758754,0.1367001948025422,0.767850752943475,0.9848273363857836,0.051316113364795815,0.16282446344830728,-0.12614155150207332,-1.035283877260384,-0.276170957006554,-0.13553275187038075,-0.4867196322496984,-0.0308206256953916,-0.1671586432104534,0.1839292665637329,0.1991038935530774,0.28147988130728335,-0.37447101175209424,0.05985809552876008
2253,1002001,-0.200912468945101,-0.3785718266466625,-0.791521910943314,-0.18724819033629958,0.16294772507779054,0.43241384684486917,-0.3346441517760851,0.2076539754610738,0.40914346551753994,-0.0910420354304756,0.3869558685711025,-0.11239359075254157,-0.579118317855877,-0.27873265078644477,0.4992694405323564,0.592878966553042,-0.046244740662428035,0.12990643117357453,0.6564443628432726,-0.14268923907369055,-0.201895582117333,0.33779087964116994,0.41607915110137306,-0.16968779213835045,-0.7025333692225059,0.2355069366378208,0.9060445917599883,0.34703235681908545,0.4238745804314324,0.25410564908426836,-0.7190263259371253,0.30475108178354887,-0.13637066262948822,-0.5894047357277066,0.049651349125621566,0.22621786733446222,0.48825522826976964,0.2257111958507618,0.009564409202360296,-0.54160240384997,-1.1795881386593885,-0.4869120437616042,-0.07856466968641303,-0.5943341431201007,-0.4291522269974733,-0.07587227513782151,1.5996510192194089,0.31615157333245625,0.17940755220745966,-0.4091267718622559,-0.799954584626834,-0.1681202935500752,-0.5164505342122433,-0.6826927192973016,-0.15232072265825233,0.4055132387140906,1.006435180932344,0.8685706005758754,0.1367001948025422,0.767850752943475,0.9848273363857836,0.051316113364795815,0.15082309656613246,-0.12614155150207332,-1.035283877260384,-0.276170957006554,-0.13553275187038075,-0.4867196322496984,-0.0308206256953916,-0.1671586432104534,0.1839292665637329,0.1991038935530774,0.28147988130728335,-0.37447101175209424,0.059734157852936565
2351,1003002,-0.28505111243538406,-0.030858229360456103,0.12806547988700442,-0.8025875724889007,-0.16486947082106632,0.3134675304942951,-0.8148562852794655,0.4642791903610312,0.4571607549174649,0.20856450992303138,0.5558167490671585,-0.055030541658169015,-0.03475336958323281,-0.23059660873763865,0.38693260278137126,0.5215325804589112,-0.21636861126311946,0.34684694557086343,1.5082748359865115,0.021946193698674996,-0.24421767399693517,0.46126195374668205,0.27120977021663756,-0.5274971890038321,-0.4499160597756136,0.11878279627410651,0.43516369193297877,0.20514733456875212,0.2872907287778425,-0.09146820288429554,-0.4475644423182903,0.19476753102336983,-0.2739807116024342,-0.5710360891598479,-0.02059224383610835,0.2542431744871674,0.09544122299872086,-0.08191215151745494,0.16921887106403685,-0.489626107177639,-0.6800305285319627,-0.5369042902002269,-0.5170141406457268,-1.2569336870601748,-0.15850487566582527,0.10787223816030042,1.226542709905884,0.2470227293744546,0.21217814699872417,-0.6866782075616628,-0.3948109524030454,-0.27456253902889255,-0.5729772548738873,-0.1827916633444527,-0.4729508426030602,0.3581923012885525,1.006435180932344,0.8685706005758754,0.04812930716790506,0.767850752943475,0.9848273363857836,-0.16222365022294405,-0.06450646771394301,0.19989236174704428,-0.9885256551618327,-0.33522921906969516,-0.33244072242395484,-0.5172809802666931,0.05532828306029582,-0.04628146426512573,0.1839292665637329,0.1991038935530774,0.44548136702130164,-0.37447101175209424,0.059482657631542375
2660,1004004,-0.06543702271038834,-0.22259524195987188,-0.22594811796576164,-0.33394962056178434,0.2772615750960598,0.040522609744827756,-0.14765902107310902,1.6904647724408034e-05,0.3087087426490184,0.1703739967855951,0.3565301767173348,0.08751572645901928,-0.03475336958323281,-0.2227915818870364,0.34680694368774584,0.5215325804589112,-0.21636861126311946,0.3869897168323483,1.498235947012675,0.02610860684886031,-0.24421767399693517,0.46126195374668205,0.24638870754814868,-0.5440699256231367,-0.363018760737694,0.11781561940560299,0.4309453294770207,0.18634205625089323,0.2870619467785465,-0.09146820288429554,-0.4261794160961476,0.19476753102336983,-0.2739807116024342,-0.5653313406743926,-0.014763779965297588,0.2542431744871674,0.08814346683004139,-0.0753846811498621,0.16445323052002095,-0.493628397397169,-0.6899609314199842,-0.5247356337781972,-0.4911467199361966,-1.2569336870601748,-0.15850487566582527,0.14130409488610218,1.226542709905884,0.2470227293744546,0.21217814699872417,-0.6866782075616628,-0.3948109524030454,-0.2827460821434818,-0.5740225468842557,-0.1827916633444527,-0.47473825906426503,0.3581923012885525,1.006435180932344,0.8685706005758754,0.07523678404697173,0.767850752943475,0.9848273363857836,-0.16222365022294405,-0.08831358987371483,0.19989236174704428,-0.9885256551618327,-0.33522921906969516,-0.33244072242395484,-0.5172809802666931,0.05532828306029582,-0.04628146426512573,0.1839292665637329,0.1991038935530774,0.42521100006477147,-0.37447101175209424,0.059690512996895324
2746,1005006,-0.07964722062438857,-0.04741593346836853,-0.7928352828641798,-0.7098563578923615,-0.05484328980933519,0.3218338203868427,0.20228713443110613,0.14605140567326189,0.37156484677761814,0.056280700739723494,0.40150582838362886,-0.07184694236445549,0.44744036793075553,-0.20740546444098631,0.28333146154389577,0.5118821014217417,-0.4102107488475087,0.5321644961858756,1.9933692503767164,0.12841642061285255,-0.2652597879306265,0.7054655198983252,0.21332157725003936,-0.6509027512164387,-0.09426238449207121,0.10089848819686247,0.08655410731385052,0.0019238868495510008,0.1696222596448366,-0.23041591435693598,-0.28679736995083055,0.12525747930282988,-0.41877405346037927,-0.5669278328976033,-0.023641688089227286,0.2675290969050443,-0.16832509224525904,-0.36372737357673096,0.28423402970363104,-0.44934215390349475,-0.49400721934094854,-0.576925333223949,-0.8023225699678584,-2.0251147454484224,0.010595098872522624,0.44048018686355705,0.9316432290427239,0.20996342396275686,0.2055989340570716,-0.8397437473386308,-0.21957903749365937,-0.4523067241829963,-0.6304602563363826,0.12171851762121252,-0.6822249110646589,0.3612487046822151,1.006435180932344,0.8685706005758754,-0.20021108804692525,0.767850752943475,0.9848273363857836,-0.29135171353577366,-0.15616477583617605,0.46943643254873485,-1.0360529931228406,-0.38228489689896167,-0.4872611912464139,-0.5923561618101575,0.1810790821842787,0.029649839567448658,0.1839292665637329,0.1991038935530774,0.6039217878065557,-0.37447101175209424,0.05948749246337881
2894,1006009,-0.1840782816987549,0.18530412119748504,0.0026813486707585356,-0.40168780401365706,0.019072510093457194,0.5121062890518481,-0.06714273704556183,0.13427410862619668,0.1951724631643522,0.04631133216251738,0.22503238856116642,0.40822043296014476,0.06173031149722765,-0.1875062829264878,0.3066998712167244,0.37015864323303593,-0.3282457883203361,0.37216750531033216,1.6053722980877387,0.04758754913088314,-0.25934895094995325,0.32073674917450967,0.1599365834942651,-0.5861947092636821,-0.254213255486399,0.018894053716048506,0.1493840193949124,0.20381389697321184,0.21741442498073302,-0.17212802497173013,-0.36407482627666427,0.08558332446129364,-0.26344825771251906,-0.5461239697739545,-0.11906553083991898,0.15810348266082194,-0.18628890356126418,-0.2203920759735075,0.15555090627720586,-0.47072061587481584,-0.49288436910150873,-0.5064709198028453,-0.49826668253603706,-0.9709896871328155,-0.0821320671433857,0.31468157376046224,1.1895197119854821,0.25805916979397614,0.3554348370222577,-0.7294526469504018,-0.10647012313398814,-0.3200082661475419,-0.5444549952666593,0.0036704355820809348,-0.505228797579558,0.25331953414230485,1.006435180932344,0.8685706005758754,0.16152001227713902,0.767850752943475,0.9848273363857836,-0.40430188179670734,-0.2689410566845869,0.20194632100657295,-0.7187345325917943,-0.3259435215613005,-0.3960560525450869,-0.4174194516651562,0.054195454367015686,0.004405506812552135,0.1839292665637329,0.1991038935530774,0.3338012628758411,-0.37447101175209424,0.058864266915145125
3137,1007012,0.16679991263514315,-0.21958387037484087,-0.15982649258859521,-0.30511854901258006,-0.17663757108934705,0.31750839762882743,0.3799188610932463,0.49506212232648217,0.07797548407977346,-0.18470655327960553,0.500974076055414,0.3989293571957268,0.09258465700156754,-0.1875062829264878,0.30362662366395804,0.35707955361142607,-0.3357556733747312,0.37133391408554195,1.6053722980877387,0.07034334756465283,-0.24121152986411049,0.32073674917450967,0.1473239605014602,-0.5861947092636821,-0.254213255486399,0.018894053716048506,0.06182357124748265,0.20363723587264881,0.21741442498073302,-0.17212802497173013,-0.34434205898161724,0.08016180932629251,-0.2665206416560937,-0.5416875083352176,-0.12814068127270614,0.15405755007656344,-0.20480696726347625,-0.2203920759735075,0.13888997126156993,-0.46009781051585835,-0.49288436910150873,-0.49156290826854815,-0.49826668253603706,-0.9709896871328155,-0.0821320671433857,0.31468157376046224,1.1895197119854821,0.25805916979397614,0.3554348370222577,-0.7345735624911583,-0.10647012313398814,-0.32960251760953585,-0.5455039801302266,0.0036704355820809348,-0.505228797579558,0.25331953414230485,1.006435180932344,0.8685706005758754,0.16152001227713902,0.767850752943475,0.9848273363857836,-0.46109550541866157,-0.2689410566845869,0.2046418755313617,-0.6698603009531996,-0.3177741684101153,-0.3864672210906764,-0.39684157428959765,0.060764941682912174,0.004405506812552135,0.1839292665637329,0.1991038935530774,0.3071119185173626,-0.37447101175209424,0.0587351382772684
3155,1008016,-0.02784687593348583,0.06990176412211306,-0.3317749320768201,-0.2276963014758481,-0.030827843113428056,0.5745628158939615,0.056519877484650476,0.10172908000932351,0.2837972354977681,0.007929876239972334,0.5349883973317193,0.3163600011701229,-0.359982459012625,-0.10133320915671916,0.3142995136995133,0.0458235722191876,-0.2579780999658397,-0.0005780653269964608,1.1407228151481155,-0.10095662174470504,-0.26385890136338963,-0.2674252048028971,0.07910681845184118,-0.45685572338622604,-0.40141935936921647,-0.07409132807288249,0.058422756392432475,0.3751940054303749,0.2791390152924336,-0.0587233822890079,-0.4354332302736208,0.01580042325001522,0.09643462290431333,-0.5045690711042202,-0.32571914929111906,-0.1632126394333687,-0.23591641106489952,-0.08265391574313755,-0.043444486910856554,-0.44747499074352054,-0.5037356024017382,-0.461195685956278,-0.10487861338645331,-0.2758248146179171,-0.13127687631672372,0.18582842721094925,1.351116210169906,0.403409429228108,0.5423861558939963,-0.5702406103276226,0.05697187478254492,-0.22381700216529427,-0.426181047613474,-0.2236592469735648,-0.1521442672707291,0.14111222564037534,1.006435180932344,0.8685706005758754,0.43268102458052676,0.767850752943475,0.9848273363857836,-0.6337226408807662,-0.383354092392977,-0.04214035805628481,-0.49708362046600213,-0.20042304694265256,-0.30011354113524497,-0.22533282099135651,-0.11549446349461175,0.01479220194969818,0.1839292665637329,0.1991038935530774,0.04468063759012799,-0.37447101175209424,0.05848502234080855
3330,1009020,-0.04719035533653632,0.16906543697983342,-0.22496876279844497,-0.19038256444645163,-0.12904516668473628,1.1113878254058382,0.07330820502955501,0.35213677146830497,0.15310413283542698,0.0074432110103333695,0.05607114246884131,1.182709600562977,-0.3041016839804046,-0.1258059500508569,0.331953520612755,-0.048090969184177795,-0.22664769434945992,0.021228659389230096,0.648857836905981,-0.10990871403580561,-0.19554947369196252,-0.33290277296605875,0.05768219075186419,-0.4326651537733791,-0.36135264862941857,-0.1177139011656227,0.058427840385492466,0.43997335929295567,0.25301923040281027,0.02374478180764656,-0.44998483705644576,0.017155212471772076,0.1808111857832664,-0.486696141812855,-0.30164084622508164,-0.2151295313522933,-0.25597195887254504,-0.015315443611339945,-0.14045716934706903,-0.475765935447562,-0.44479463591433466,-0.32920104455934895,0.16859940321428266,0.414983722563916,-0.24902635120766878,0.15081066154975514,1.6243377383235764,0.4484674137592842,0.6175146438731928,-0.4128845119160086,0.0531849237208426,-0.2258581242180357,-0.41109374331185683,-0.2844966046636364,-0.07525721800322817,0.0976406132544529,1.006435180932344,0.8685706005758754,0.7029273998316269,0.767850752943475,0.9848273363857836,-0.6337226408807662,-0.46146517663442954,-0.1735965653234863,-0.10573596805739074,-0.11742482335144841,-0.2724519278399386,-0.13143713511794192,-0.15899455682251828,-0.060997250234452335,0.1839292665637329,0.1991038935530774,-0.16148719676559367,-0.37447101175209424,0.05840758053716344
3407,1010025,-0.06069232404769507,0.21395643279286222,0.27753505218867086,-0.029637215296241245,0.09764785925580816,0.4371872376106763,0.004984617260354743,0.09332015407455553,0.16589744440242618,-0.019678624141243207,0.09676951602767397,-0.10066610597037548,-0.9668318696135959,-0.02591992670474779,0.312978378309327,-0.06451786411944065,-0.22502605025491013,-0.27633980688486,1.064070284497471,-0.17747638172528654,-0.32816915320640205,-0.47085838805648833,0.033802782382621153,-0.24671842034938843,-0.7126669077986287,-0.1437998849319034,0.07916103154200227,0.5737797853753052,0.3410794549551154,-0.012330063044008414,-0.5265109786139975,-0.014658577384729483,0.3071364756604345,-0.4895977553330255,-0.4036002804323292,-0.5256463768697859,-0.2547402139158795,-0.035779373028231067,-0.08043488664122159,-0.42190124135493373,-0.518669113205106,-0.4876099734819783,0.1811476029061007,0.4576169421047862,-0.10109764924870024,0.08255477978157627,1.4069270472322064,0.45221385635297623,0.6975760889826983,-0.4824981991570307,0.18902595729767363,-0.12470543804964856,-0.31645253918703414,-0.44660568876790185,-0.003216198932294622,0.06596631388766358,1.006435180932344,0.8685706005758754,0.6471670754011606,0.8314777892157262,0.9848273363857836,-0.8667754984094549,-0.38499084725295624,-0.2160697718613943,-0.2507044454537615,-0.13771443083659948,-0.29953580003895486,-0.1635842785645548,-0.25956943075953093,0.05561657741031379,0.1839292665637329,0.1991038935530774,0.03341900318213245,-0.37447101175209424,0.05829233637318909
3456,1011030,-0.2638294068744326,0.100655440224586,-0.11121746447485316,-0.02094739955934708,0.2552788538635193,0.5537715513031787,0.10323289600282694,0.0855793727260109,0.3664108614795572,0.17127751563206606,0.23676573506263426,0.05798457042315852,0.6205959932826602,-0.350580628814545,0.34267189440258183,-0.009450138216725842,-0.20518244330413257,0.7328261730718727,-1.2014617956930063,-0.03718146269012433,-0.07463475469657085,0.17493888094213172,0.14160671531127364,-0.5493748058243192,0.31195067275861843,-0.1765147298568252,0.41583829859157284,0.2408046577246566,0.051719973588292494,0.06694833914822179,-0.38907276863449153,0.1338630684718632,0.023674237814714186,-0.4998686034425117,0.1770108374610845,0.13474742201079035,-0.28819887426567947,0.0655214385036316,-0.18162483535588486,-0.7093584246297852,-0.4383873079910683,-0.10561400333073363,0.2938330475265228,0.5713944375373785,-0.49764607127757743,0.23871477962498283,2.377881702285111,0.4344968240117523,0.4796219676136096,-0.18409333729024,-0.2520911420412128,-0.47271794471041056,-0.5665576030635426,0.090409655040436,-0.22577036688736865,0.11944303841290513,1.006435180932344,0.8685706005758754,1.1437595530735583,0.45109340793558,0.9848273363857836,-0.6475064779952702,-0.9372756182507009,-0.12397303695580467,0.14717896835751373,-0.138012353458493,-0.5062209980622514,-0.0817520184690748,-0.036421384455254543,-0.3508211644759209,0.1839292665637329,0.1991038935530774,-0.8352330056532645,-0.37447101175209424,0.04988538063297554
3708,1014049,-0.3768385599783893,0.22203908506504916,0.6476967447446499,-0.009959572828940196,0.02398264643076536,0.9605889419135261,0.2504422438723585,-0.20205592039108702,0.52581659683435,0.24290954237560639,0.5030812673950765,0.42629695746095897,0.12414580468386191,-0.16525831158548915,0.14379523083651838,0.10138666135374429,-0.6171553724865297,-0.010487951538953289,0.05030754783314505,-0.061515655608717565,0.3150912294310182,-1.0776059207458528,0.05163324764600917,-0.8221534123216651,-0.5558929444088232,0.3048850870207848,0.11002491847976749,0.009833509915927078,0.36195631449318294,0.3246541497502735,-0.800637197822126,0.5009591424639283,0.2086253843188936,0.016661756070911964,-0.09195742810041016,-0.5337648990922514,-0.6421524194510927,-0.3533273726408802,-0.19548574749724004,-0.4192139880590924,-0.9364638918197112,0.02101657530285861,0.10090857665139354,0.8523953349895808,-0.39091790401345783,0.831445723908135,1.4319065669909652,0.5911456047122983,0.7429098159267605,-0.480471154163318,-0.19497991244154142,-0.5440990831386043,-0.5662440780184325,-0.21546384204614447,-0.3042140916894912,0.4086684551793451,1.0593309471053196,0.7192657230406578,0.4840719650949991,1.4722703432047908,0.9917998345421577,-0.39636063811345873,-0.9442837742804615,-0.6913990871826942,-0.18323579685974056,0.3104104049950341,-0.2811390530822205,-0.12744234486159056,0.14734626301379444,0.2676184595631669,-0.13940498015202804,0.2879498438638353,-1.328457268613968,-0.29428062270666616,0.042407852118896416
3802,1015056,0.15275344317093878,0.0604116164107268,-0.4787478246925216,0.18086026071968964,-0.015661952271405415,0.8637129450070199,-0.29975253761738313,0.5509719066228448,0.40118429720472804,0.15863031314687492,0.4607412896999746,0.4858318411056261,-0.7734296495380728,0.16153005762260728,0.07329629707058934,0.19762257540475814,-0.020776850920143558,0.8114635809545071,-0.39725539684325034,-0.047757452405258145,0.08736023948802137,-0.5695122094919739,-0.28527233244439043,-0.2546066431097843,-1.1653953036124125,-0.34382093453109513,-0.05600921251522144,0.07925748045387572,0.4256724778002977,0.05563708439353597,-0.5505568794438753,0.031212618929897015,0.5899408726608635,-0.8160586749456146,-0.1895883022261495,-0.7630611459458722,-0.4118660399478853,-0.04928010063735137,-0.3183719606619854,-0.7516923180889669,-1.2195993704927155,-0.5221089434502895,-0.6955449605927735,-1.4307813052755005,-1.0436703458643093,-0.08544866831421885,0.24103253588461981,0.46850925540232824,0.4470398688558755,-0.43285897844459126,-0.43384684953224706,-0.6572899979079717,-0.5021303221074302,-0.2856476744987607,-0.29316384072119434,0.55457111542969,1.0474377527310883,0.935323006103838,0.0809032340634172,-0.06349500837733882,1.0465637660840157,-0.0012008307807264838,-0.016415547002394375,-0.1433225752298703,-0.05880782160290376,0.5086306164567386,0.03252885274326098,-0.3263160344982405,-0.20785592943561104,-0.27985177399143735,0.6324458324638933,0.33013210432367224,-0.1486155962081624,-0.0460965493520409,0.03759808130987918
4024,1012036,-0.569028570152257,-0.026694395950087504,0.32377393305811475,0.06656933621170594,-0.250624894433306,0.6743494895042667,0.21786003179732738,0.3460988494487612,0.22370836936061966,0.33777659592155096,0.23036250967957475,0.663292694750247,0.570727033492209,-0.10334816492663616,0.4576496865108514,-0.010384366572241753,-0.0738603012887828,-0.026306608781444734,0.18528170514723755,0.14481276573082,0.11204547487707409,0.32154156912055637,-0.14300696040247185,-0.6666648668528976,-0.10812725912384515,0.25869364211995005,-0.24264535074620514,0.444564395558954,0.10613906768697377,0.4287308199697973,-0.2887394613434333,0.1392317104964108,-0.01745671594594266,-0.47386944668213743,-0.33047610556037077,0.01691297260124954,-0.1302817683445072,-0.0015454515493888805,-0.46256563568951065,-0.043775494021528236,0.1454200168893069,-0.10424055198927562,0.8138664676307494,0.11871901185999062,-0.28622577402363064,0.372097674288,1.9772275399149686,0.5867074994007003,0.5184469601585736,-0.46499080687780364,-0.18563566439605475,-0.556237324077538,-0.5536985957936408,-0.5683035126979356,-0.009380148842696895,0.24079093440217178,1.006435180932344,0.8685706005758754,0.27198324277663016,1.7759131565932318,0.9848273363857836,-0.40485354125558864,-0.4769073625949983,-0.16927923576594228,0.055918847568275774,0.15457028688451732,0.2706384649916744,0.017594985131913227,0.0034075082635957347,0.41773955922390205,0.1839292665637329,0.1991038935530774,-0.2328096907070248,-0.37447101175209424,
4210,1013042,-0.04397153773417622,0.19284270727101305,-0.05554754594305122,-0.15362650431653257,0.21822450131824792,0.9837018975482884,0.22213014519806706,0.37441899348406404,0.5364252231383433,0.06190918211399014,0.4927534766207755,0.6069815524010392,1.3524482350856495,-0.2914555176209386,0.41571541717970156,-0.44039349014513823,-0.2853406762711175,-0.4239028507448849,0.05036635658318732,-0.10436441770080487,-0.503945047570748,-0.5749307527610057,0.05408664725907255,-0.6970813112635104,-0.5749872261078487,0.2739916052746529,-0.0515629184643206,0.015558486014684673,0.22475434013464698,-0.37399281407986273,-0.7190533857274344,0.0833141199698125,-0.0165695994738305,-0.3779059155462232,-0.47784915370401976,-0.20728760579832262,-0.06172815432992989,-0.5754908581426471,-0.44687731591409013,-0.5913844640519537,0.07226216379481057,-0.5038838948090449,0.737759334390262,-0.8176592768743075,-0.2576898978687266,-0.10797911046451435,0.6745949271807052,0.7099467304383548,0.7280845410447657,-0.28956425181952894,-0.014643265637609482,0.04133357052554163,-0.5341549714577873,0.1799806164594098,-0.2940880632329342,0.49577423075973026,0.9963597968993956,0.9210290710612229,0.4735415273904092,1.6506875648675732,0.9800523275959414,-0.3392691141927571,-0.376656981648806,-0.11554481143514163,-0.0717547465389159,-0.11738397925232494,-0.05810073458323005,-0.004471807595398506,-0.07931622804335428,-0.21607808161797473,0.23495069276527686,0.1622092317400141,-0.8437141178669847,-0.4157812121694363,
