,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),y
1939,1000000,-0.6698689886005103,-0.8445986710051746,-0.30130374135525473,-0.9566291455898087,-0.9317989461665906,-0.2966618280500512,-0.7230086642930357,-0.08258471091955495,0.7878877711569824,-1.6892948779373738,-1.639232041509028,-1.333768764299211,0.3338128284067113,-0.8458927813651986,1.3186883032604488,1.1879606616863885,-0.7404058645740613,-0.27918907399764786,0.48103512575094115,-1.2678443267175223,-0.941472748552306,-0.14240860876228548,0.9623058206502298,1.5768872585047393,-0.20779596334772846,0.7404065554882555,-0.30226781406702424,0.9304184078148702,2.2214597072413036,1.4670318208910686,-1.1577928982865606,1.258141053089184,1.1971112668631299,-0.09270658611353158,-0.10684170591360971,-0.7576091109137657,-0.10050037035397437,1.108396154281062,0.7337593861604357,2.101078574578289,2.450872706267294,-0.2935586052503871,0.5073164187964747,0.05060415295985902,-0.36269621166277516,-0.518602849555631,-0.5296481736813627,-0.2764627483843844,-0.8657364511920053,-1.1786387599841972,-0.7290303737484403,1.257935015984708,1.2484512522761004,-0.1414307784647774,-0.264396432719376,-1.6715871404678528,-0.559627691653343,-0.43084879757164873,-0.23525623881852498,0.3429692659857552,-0.3424476470845063,1.144316019321675,-1.114141042329777,-0.5262949278787418,-0.48008142177714724,-0.8816342878757857,-1.2187005612703736,0.174577923900339,0.6415957398095578,0.8215011229400625,-0.7429542872692505,0.4838777585774824,-0.4877125956476309,0.04915554229703334
2054,1001000,-0.5874030508040781,-0.6415795455930855,0.06181970420231089,-0.9602313129138702,-0.5585326309468508,-0.44865638209584097,-0.9960148349995899,-0.6840939913347318,1.0777474671869802,-1.902664700730286,-1.3075172304500753,-1.0390883057347564,0.11908653717647372,-0.7832963762345535,1.1815308659489279,1.2693803814725555,-0.6479681339546866,-0.49615094522004993,0.3221007075683898,-1.1295642743968926,-0.9163905838230341,0.22095968124542992,0.9345980560757596,1.676657646839243,0.08453977663815443,0.872800602973769,-0.4191182428343753,1.2016698618849657,2.033588126235675,1.5842809548480061,-1.1647398373056899,1.2580464657909571,1.3761560913179969,-0.20658208161983246,0.031324830745072293,-0.3587600132752579,-0.27514605352228205,0.9992436897075428,0.6149475720917515,1.6523725132270812,1.6312336157105363,-0.37307285458437006,0.22639289476152125,0.1953412569342972,-0.31615817551131997,-0.571406343664739,-0.35669756712428613,-0.23315060121106002,-0.7471194352527675,-1.1256586588323223,-0.7659828351378398,1.308523491319206,1.2849491458356475,-0.30053254381902944,-0.2072311552132899,-1.5905577725504036,-0.6752307538052007,-0.27660256209283796,-0.16900475263498854,0.08095411074376942,0.4761210430957077,1.1914305135616103,-1.0273679480586049,-0.48708682242812246,-0.3407403461798809,-0.8778171776332454,-1.1896020090745596,0.10668689032440452,0.6415957398095578,0.8215011229400625,-0.6060115445334605,0.045178642975957126,-0.4877125956476309,0.04744094276853717
2241,1002001,-0.5137491573289366,-0.8086225889883677,-0.8508448245833922,-1.4674689733268458,-1.0586561951672648,-0.7171518638312178,-0.7258807015672445,-0.6869439109738757,0.8167861937097879,-1.6900220096913852,-1.651627765077928,-1.006650693051614,0.11908653717647372,-0.7832963762345535,1.1815308659489279,1.2693803814725555,-0.6479681339546866,-0.49615094522004993,0.3221007075683898,-1.1295642743968926,-0.9163905838230341,0.22095968124542992,0.9345980560757596,1.6608238093384147,0.08453977663815443,0.872800602973769,-0.4191182428343753,1.2016698618849657,2.033588126235675,1.5842809548480061,-1.1616760931610948,1.2580464657909571,1.3761560913179969,-0.20658208161983246,0.04920397722275064,-0.3587600132752579,-0.29397090574738605,0.9992436897075428,0.6149475720917515,1.6523725132270812,1.6312336157105363,-0.37307285458437006,0.22639289476152125,0.1953412569342972,-0.31615817551131997,-0.5193854621611544,-0.35669756712428613,-0.23315060121106002,-0.7471194352527675,-1.1256586588323223,-0.7659828351378398,1.308523491319206,1.2799992986071456,-0.30053254381902944,-0.2072311552132899,-1.5905577725504036,-0.6752307538052007,-0.27660256209283796,-0.16900475263498854,0.08095411074376942,0.4761210430957077,1.1914305135616103,-1.0273679480586049,-0.48708682242812246,-0.3407403461798809,-0.8778171776332454,-1.1896020090745596,0.10668689032440452,0.6415957398095578,0.8215011229400625,-0.6060115445334605,0.08521928513005655,-0.4877125956476309,0.04711238502952952
2501,1003002,-0.6530459348895669,-0.6373092404499489,-0.545845342957068,-1.1263977659914215,-1.1437124314702263,-0.5109973541981474,-0.7791944711091525,-0.4978168879292992,0.5130809607329251,-1.8526389131947882,-1.0749219115785735,-0.6562731167466014,-0.1933531181407027,-0.5781156063046907,0.9105447616541597,1.2401513338675254,-0.4753195680656866,-0.9337074574437996,-0.08561810166605431,-0.7856040797153152,-0.8610170774246899,0.6312394304616727,0.8995789316640398,1.8496690861268004,0.3937216877519731,1.0589677391200407,-0.6878574184404352,1.3832571787821115,1.8897451690546399,1.6440363126153295,-1.2316132904001253,1.2437008518532249,1.461137694697743,-0.39369887550192073,0.2542617661706372,0.49397851075295895,-0.5244513799292003,0.8846778748465145,0.39714135127087163,1.1079235132754732,1.058916071965728,-0.3827420981692059,0.08232156484194847,0.4623464460059515,-0.28223275259034636,-0.3756715258777457,0.06625513081649827,-0.17664492140254504,-0.732104394549038,-1.0212669694854772,-0.8056461586948583,1.117476900343493,1.3346450711857838,-0.41246316403894556,-0.09860884852762544,-1.4631470196050014,-0.8831416406752581,0.18592052051244232,-0.048253507663536165,-0.07834381332629463,1.8707705038272016,1.38872785957325,-0.9706339325597162,-0.4338814229389641,-0.20106714550276236,-0.8720699734691583,-1.208934469337165,0.010505401902188209,0.6415957398095578,0.8215011229400625,-0.3690005247065524,-0.26740702113775083,-0.4877125956476309,0.04679040393056999
2685,1004004,-0.728156921558537,-0.7943839436024026,-0.5783415688322446,-1.0331696723303858,-0.6152774140298359,0.05411736319017931,-0.9638269294263766,-0.6864677399547856,0.7412904533067431,-2.0893467348333328,-1.122790781152414,-0.18590663368171093,-0.1933531181407027,-0.5617972588684796,0.9105447616541597,1.2013716618325716,-0.4753195680656866,-0.9337074574437996,-0.10909520885204056,-0.7743174273889757,-0.8610170774246899,0.6312394304616727,0.8916882846366075,1.8451309365972788,0.372982617310458,1.0589677391200407,-0.7193433664957244,1.342956959116238,1.89407092522314,1.6364620628803046,-1.2316132904001253,1.2437008518532249,1.4909090275522348,-0.39290669189120764,0.2542617661706372,0.45189217016712796,-0.5244513799292003,0.8735089651373866,0.38776248158065213,1.1027678489641155,1.058916071965728,-0.3640937813954526,0.11999679094174784,0.4623464460059515,-0.2894721578178303,-0.3127803882873511,0.09086909645747028,-0.17664492140254504,-0.732104394549038,-1.016634095475952,-0.8056461586948583,1.065255302730243,1.3346450711857838,-0.4009884565386924,-0.09553126967494611,-1.459687775994841,-0.8744946212590272,0.18592052051244232,-0.048253507663536165,-0.04899571367472697,2.0849820210207115,1.38872785957325,-0.9706339325597162,-0.4338814229389641,-0.20106714550276236,-0.8720699734691583,-1.208934469337165,0.010505401902188209,0.6415957398095578,0.8215011229400625,-0.36596820604408803,-0.26740702113775083,-0.4877125956476309,0.04661484953073647
2841,1005006,-0.612381008538699,-0.792199738913301,-0.3219063342120604,-0.9326504790724761,-0.4064439640693256,-0.47386357494571285,-0.8215845523913844,-0.6987364255586297,0.5788588129847652,-2.071303821061671,-1.41054890662152,-0.41172251086496464,-0.6797235094670585,-0.4429269286773569,0.7064397983417455,1.2856758406659978,-0.39651763046288524,-1.2800581765998382,-0.4182727115494481,-0.6733965828219102,-0.8640795741046025,1.1313790330444198,0.8710732906914564,2.0265188699056584,0.7150810457045275,1.19677260149903,-0.8627589237984384,1.5877322765363633,1.7826911948342166,1.709430922144421,-1.3041467127782544,1.226954935833244,1.4470623492378294,-0.5337265713807356,0.3645489717648739,0.942967795969295,-0.6109331493472654,0.856818940496487,0.23714051751922965,0.6793156408540848,0.3707214844120962,-0.4294809480490201,0.03651441331636124,0.6117012663958973,-0.2995808125631191,-0.30523449147959403,0.23917876706738683,-0.1195025266940647,-0.8281988494326823,-0.9523859672020779,-0.8200335795742408,1.0808421562865917,1.3771511493791746,-0.6074231446936776,-0.0244837278651184,-1.3577363211711402,-1.0321524345398356,0.5191918444575718,0.02830268426978174,-0.22096643733947574,2.710581924669225,1.5553521568459248,-0.9648410015432274,-0.36980845879298113,-0.09210030878515044,-0.8647307462167052,-1.2647302285622912,-0.06587579715520185,0.6415957398095578,0.8215011229400625,-0.13033673365296253,-0.5098356489171452,-0.2554247670244568,0.04632469074270662
2938,1006009,-0.28803835262110267,-0.6978122491251706,-0.9072659497452744,-0.690881428515654,-0.4739034029215251,0.049307306399394395,-0.651312846708534,-0.9289292868373975,0.7182581755846839,-2.0773457429357176,-1.4013643226180281,0.28318462456413734,-0.08532493389976749,-0.4771652371004528,0.6579794596587122,1.063058817147922,-0.4298194718302762,-0.7997152647706244,-0.1692527900377394,-0.6795364344354042,-0.752047017283604,0.21074437511589014,0.8659968256200625,1.7912465434672993,0.40092240926252465,1.102963040803067,-0.8156411033354946,1.3562055194232672,1.7923679029511386,1.6951416109037938,-1.201279064974125,1.2545874726086568,1.6604335452975685,-0.3676277645175773,0.38607128803511415,0.7865039131391705,-0.6500619068904626,0.8316994152809827,0.30507750761961744,0.8969381488932143,0.8440345853608597,-0.33434137831207933,-0.06483576393884442,0.8173465172821099,-0.2373099368760953,-0.23785292844605707,0.12842975448064461,-0.18754609614741782,-0.6479987232866907,-0.8461743339462322,-0.8211151358084134,0.9937241458749579,1.2785030820350844,-0.4211880036731511,-0.1897694210133891,-1.4174423405740069,-0.8891752058948265,0.25575284980233143,0.2658410542293807,-0.4122859227814306,2.7797962676319763,1.3490092819425215,-0.8593850760206737,-0.4232424270169492,-0.0037584627834545605,-0.8770920005814447,-0.982813009115176,-0.0021496950431146465,0.6415957398095578,0.8215011229400625,-0.35880772433395874,-0.20078720972104858,-0.4877125956476309,0.04476440036971596
3960,1011030,-0.768812404552225,-0.4533649686889304,-0.7014532464648069,-0.6312210424650436,-0.4390463236351399,-0.1551127917489469,-0.23305957220729784,-0.4122738813273805,0.5091914274736512,-2.1307209385214505,-1.4905874690608079,-1.095932173654887,0.0002609634614950669,-0.3555547340363169,0.5627967613278009,0.7748702811523979,-0.5621833780411166,0.5491970863372331,-0.23361814955924567,-0.5659039046709475,-0.5648638348221225,0.46677879808349554,0.46479297393582275,1.1553681683264134,0.10672856230702728,1.1594598843843258,-0.7498786767597643,1.3253284745285463,1.7077544238378009,2.065688932159258,-0.969888217983042,1.0983271682929312,2.7011255746161185,-0.16495639095716177,1.316137104401429,-0.7548437176930726,-0.9408360345100913,0.8279185575896019,-0.10921989526286364,1.4572136078796492,1.2726154772464309,-0.04250104227391518,0.20670571712044578,0.8829418338586832,-0.5065594378890478,-0.0686431237342695,-0.17561864818230796,-0.11672728983822338,-0.26057531571670656,-0.8234260940349346,-0.3758223489675309,0.9874839571103021,0.6170616714334178,-0.3890276317547159,-0.6006871912673151,-1.4353426721948772,-0.7541857935058027,-0.7658495672725034,0.18280269615278624,-0.30080219216803566,3.3462774267227773,0.87761678697543,-0.3791215640008368,-0.41503244397994915,-0.04180150518086604,-0.9238022947843142,-0.3983685498148636,0.26877153010351057,0.7066794908485557,0.7264191010438075,-0.3721270406127336,-1.5359528342217,0.3955356742393341,
3979,1007012,-0.697226472324873,-0.4467106524478021,-0.8308663617505242,-0.8914951895009726,-0.4102660982256715,-0.2472849371924906,-0.7161765568149052,-0.4279653389589599,0.9907566687808609,-1.9866936436885412,-1.0861634921500836,0.5034288018535444,-0.1473739427448086,-0.45231697195422294,0.6579794596587122,1.0460891144830973,-0.4130620544066092,-0.8091005775746889,-0.1692527900377394,-0.6530074812564582,-0.7337670111216782,0.21074437511589014,0.8695838238065072,1.780686070671179,0.4099473580127316,1.1219559746793653,-0.8156411033354946,1.3669577003913433,1.7923679029511386,1.6951416109037938,-1.1825039736658753,1.252140319693993,1.6758202602285674,-0.3760405680656715,0.5049576071137896,0.8015653640004144,-0.6500619068904626,0.8316994152809827,0.2994886355800377,0.8845877458811477,0.8440345853608597,-0.3369136853738785,-0.13766325853872127,0.8502627137389908,-0.2429735128305767,-0.23785292844605707,0.12842975448064461,-0.17899067831020926,-0.6479987232866907,-0.8214120518779175,-0.8211151358084134,0.9937241458749579,1.274464745699005,-0.4469421002620798,-0.1897694210133891,-1.4103312561522252,-0.8965553676776571,0.24333509572837092,0.2755617053478634,-0.42216734910409287,2.8490182856436825,1.3354204635436577,-0.8499287728845204,-0.42170811933626917,-0.019034635462093198,-0.8692443424708469,-0.982813009115176,0.0016654124804863653,0.6415957398095578,0.8215011229400625,-0.3548165733716931,-0.20487880378428927,-0.4877125956476309,
4004,1012036,-0.6259117368278342,0.023835922728156978,0.2618258803646883,-0.9041246346648905,-0.48405121938211104,-0.39687415244135665,-0.4604387641328182,-0.5200702301155706,0.8473441285392206,-1.4376262637119714,-1.191631373814501,-0.9061365276695917,-0.5889126829014423,-0.22468615270945128,0.3288767994821568,0.33947552844514944,-0.046179163160722916,-0.7484547142008685,-0.3442569433855609,-0.60462049724387,-0.4844725945041588,-0.05105142755601784,1.0519807753113453,1.0488636186987121,-0.011619005843080264,1.2808720523392492,-1.4581908294137755,0.9508305237610086,1.7115860563353236,1.2607479333434621,-0.688415615580321,1.1357834073559971,1.9664470134130914,-0.5133467635182422,1.4529047244997997,-0.6155526719834566,-0.6851381730064049,0.570925951971264,0.45431578418144875,1.7923184992766237,1.4282662510705895,-0.42217395834034604,-1.6595450899666286,1.2044512327691985,-0.5042856105248099,-0.031155368026541997,0.1670885267801324,0.15130814347604227,-0.6226239054098652,-0.5595817082763301,-0.3956024811578667,1.0543814120708597,1.1474928438741143,-0.5706657216135902,-0.5654239721414315,-1.3160329193787674,-0.5771571694874684,-1.0517365012696749,0.05359830311876615,-0.15110205014736058,3.118653253500778,0.4648750993784895,-0.6413258855221073,-0.44957954384474064,-0.8619857387431133,-0.48925138234589993,-0.7662603047381773,0.3653333000803896,0.4601649757723242,0.9457138216895603,-0.5433967391559655,0.27929805541544794,-0.82750932206059,
4005,1010025,-0.6249366839106253,-0.2946434171709042,0.010178938337026384,-0.6107748176980794,-0.3380081326718453,-0.22309426641993194,-0.6276580140959038,-0.04812478987229682,0.7320679025941847,-1.6810086342639525,-0.9340901717913124,-0.4572108632566888,0.9406641226004326,-0.5208002819908392,0.5034633803444721,0.814869097720042,-0.42798289144631374,-0.1681751090912993,0.35761809241460124,-0.5949927891121878,-0.2844615231967124,-2.1091304427745485,0.9140479444171543,1.240839493242852,-0.08752206646455227,0.9947939490961502,-0.6262722885408842,0.9547382213273974,1.8876398050447922,1.458559227295854,-0.9676425798377283,1.360518322305218,1.8943324248145035,0.14203441028126446,0.2800815711328477,1.1007304848818735,-0.7049660018991956,0.7463961750553162,0.43455307555785083,0.9756091908098163,1.8442741831249057,-0.3205368839170507,-0.5351580360787164,1.560416948439171,-0.018699427498648117,-0.03930408663550669,-0.1486473297664456,-0.4813157709608083,-0.26571604658499637,-0.5867939755934501,-0.8698624838057741,0.7970675716278719,1.201527729915393,-0.21357201823070096,-0.8414430112659878,-1.5624382858737473,-0.4800405991625624,-0.08404729724696813,0.7125203087906163,-0.9572017982335569,2.9169697452208703,0.5712394695916146,-0.6594295011859719,-0.5097813991783776,0.25740171182105803,-0.8907931020958093,-0.5802924670337346,0.10188307855350753,0.6399697999178212,0.8283104875141057,-0.930501770789185,0.9597335544110707,-1.0152078443001205,
4065,1009020,-0.4483786346931248,-0.6799235159400556,-0.10095562109947805,-0.5884050867750986,-0.446915539019651,0.001133449130722991,-0.4892240422005492,-0.18364263455741323,0.9853451641969277,-1.9714891443801057,-1.4167166016337482,1.3364502690902484,0.5178040174206436,-0.4489125659270782,0.5352700997428388,0.8090857903474141,-0.43280893544368143,0.008420396603528784,0.13593493240472726,-0.588585004133267,-0.4133643300386008,-1.2232295341168142,0.8407488900281913,1.1898029550146798,-0.01452508901673253,1.052311003497921,-0.7245452809901252,1.0315539436987737,1.8302297483584566,1.6803095451004495,-0.938320751632231,1.2802640645489596,2.011610341102645,-0.016836535053917027,0.6663156345689113,0.707140870448156,-0.764309427488749,0.7655455178804442,0.38294255768308305,1.1787251627801723,1.7164151401435208,-0.24351663547785474,-0.4175346449457081,1.3571378492715627,-0.18011392269387208,-0.054570432018330346,-0.14772687631868656,-0.35585710062517706,-0.2929320852652306,-0.6602207793208695,-0.7119598705043262,0.8481741417508917,1.1319325533511533,-0.273845174462352,-0.7721375451982619,-1.5045130491458465,-0.5779671188300729,-0.3539383317423547,0.5365116122008674,-0.73797248841862,3.0703887977184388,0.7033081552687664,-0.5975396816421301,-0.484633575717409,0.11839436102586905,-0.8374958702182776,-0.5148807352446529,0.15823320501884808,0.6415957398095578,0.8215011229400625,-0.7271851430663966,0.36098737861165026,-0.6219569565999776,
4096,1014049,-0.33969719942132864,0.4092408654220203,-0.4277279760769506,-1.13352752401252,-0.513616403108127,-0.11252029049473851,-0.40450941252287675,-0.4614289577555119,0.9992596621405125,-1.721414119793497,-1.4116974564256666,-1.106128240633162,0.054439373696704214,-0.5794731067541703,0.7910186753430052,0.19617213704482822,-0.807561535975602,0.029442350700010174,-0.7756747509960302,-0.48164288277069656,-0.16426466124951938,-1.4503828441696038,0.4387870060805051,0.8222060881832838,1.086878168435959,0.8608367497858737,-0.8995011848265022,1.090115650570674,1.6813662378422687,1.2995123979191074,-1.0115686988894999,1.217449472745062,1.775306852890449,-0.36575894427549194,0.7040057255358301,-0.5769969193035361,-0.1548698295099158,0.39239454487546593,0.28906894536580624,1.500751114565496,1.6117272252371548,-0.2717759921410146,-1.4689117203291313,0.4730254064242205,-0.6129201891843663,0.8830945104776173,0.4912257419701989,-0.04920616847878435,-0.17298379226546803,-0.22957372432760914,-0.8498075905284247,0.933604542068618,1.1445793218336073,-0.5440148913482995,-0.37444500106365014,-1.443953761183812,-0.14866961564634334,-0.5333046159870983,0.06767028182943678,0.4742019455972922,3.3021833514538677,0.6671979463545546,-0.6564264199318854,-0.3231878723210774,-0.2501174702844146,-0.6008489479008547,-0.6881645222676962,-0.004755834002930233,0.8380264012407207,0.6129562943177392,-0.06666708230605267,-0.43887240841349673,-0.005713440729382561,
4141,1013042,-0.22551686159420836,-0.5081254193192422,-0.47183606338878575,-0.6488654214350295,-0.31199421515347314,-0.24023115705090362,-0.5269859627458274,-0.23291648238488724,0.8879654974172349,-1.2180693305520989,-1.3785392353937642,-0.7076606413196557,-0.00046107992088830147,-0.3790630190154079,0.253381399959698,0.7346172275617688,-0.5967616948040486,0.7537391270593667,-0.4659951349093347,-0.3195258279314755,-0.6770739331040687,0.04425052208766563,0.47859859168115426,0.6745478535522073,0.24345147416262006,0.6747644055447215,-0.8407035828048317,1.4680274562186717,1.7633188699106144,2.1700199798078113,-0.5721571487849281,1.0414209192455266,1.7769419255104315,-0.19801742147177312,1.158234956779946,-0.004536567851560289,-0.8300777025220757,0.608587374640021,0.5015938874208746,1.1472455650276432,1.7128885085529295,0.009046741149065963,-0.9671968024342646,1.6964139758039065,-0.08094162077004598,0.18691228907778945,-0.04811113031898435,-0.20041711180471153,-0.998215677598403,-0.554451609281232,-0.1717534658463433,0.4825539003265912,0.7733609602490279,-0.2905689884368698,-0.24615673443275649,-1.4311365069627848,-0.8585178694583706,-0.9700060725490783,-0.03807822483168303,0.3853728498356658,2.739896666623354,0.6673708325144916,-0.5799317406165889,-0.27392162425421607,-0.3427713062266286,-0.3951552063699668,-0.7338854223743465,-0.3723993093385908,0.9469498912760262,0.9836723303987515,-0.3551037005397274,-0.379337697145653,0.13456348291662537,
4172,1008016,-0.1352102666524423,-0.7002437969088456,-0.6207288162400896,-0.5819163826603199,-0.2473001870868715,0.07947170097507668,-0.6043187495743244,-0.4566251330758589,0.48739836076208554,-1.9818364075746537,-1.4401464616413922,2.092127314570826,0.4035578521581382,-0.480351379147077,0.5905926700611266,0.829518012727958,-0.42438954836064346,-0.3421096892211029,0.11006789938931831,-0.6185098120241804,-0.509560351048782,-0.9558390361789385,0.8867736852967869,1.3878463823397755,0.15311436211862617,1.045204086766271,-0.7210464492324731,1.075780434995219,1.8406442636480045,1.6198801024492229,-1.0276902587834915,1.305565674282783,1.890509896505371,-0.09222095576763129,0.46779195083569824,0.8741362009002002,-0.685794390860196,0.791947219722161,0.3863501611170311,0.9853275528660969,1.5808109347172645,-0.2976938222863694,-0.4006325852604568,1.2297489865563,-0.13062095880478822,-0.10488772602401336,-0.0965093816829781,-0.3671335653289159,-0.4342552582045702,-0.7044226145631572,-0.844036431754919,0.8567012274536243,1.1761156307992873,-0.3051556947354085,-0.6799449910539106,-1.4922120420332687,-0.6315416866965655,0.0744281360510998,0.5081956976849471,-0.7313862006796065,2.923317901042275,0.9614576423870193,-0.7094394827201826,-0.47489783668271957,0.1277562131925142,-0.88019053194007,-0.7501041701954666,0.07212414027814434,0.6415957398095578,0.8215011229400625,-0.6588792874834577,0.5299057978798181,-0.7308431803758435,
4192,1015056,-0.09016259780551523,-0.39078321095049107,-0.07193162109463055,-1.3432984965144796,-0.2512670862409081,-0.2564221869019307,-0.796813235635036,-0.3150952237058337,0.7261456836962222,-1.5156698314521497,-1.4361025279054245,-1.5219211395738352,-0.05219042131798133,-0.43027110150991904,0.5672688872676691,0.7229320974390137,-0.7387752966624488,0.6470389668888149,-1.1543184544545897,-0.19400697795557834,-0.7115325131443063,-0.7733769825175874,0.6036173529430816,0.9981684735036733,-0.24835003242042097,1.0756830345775446,-0.4190050135134069,0.8926865198584695,1.4043443091538879,1.7761667579190703,-1.1567022117994732,0.7628028189764726,1.3348510368556756,-0.42359107237878657,1.0264394450450005,-0.4018441673806577,-0.5644514323126948,0.47605156763003037,0.29128333232165,1.8889780906774218,1.9154898657222255,-0.7754095510818181,-0.9824348290358736,-1.4481707398161054,-0.3822977194068455,0.33076155074297886,-0.41749985599255307,-0.24556265003440006,-0.5263293097266165,-0.18105852858097596,-0.9424026769828376,0.45072438301425044,0.6714887420644643,-0.5341158381611447,-0.47468966987115246,-1.2203345755801571,-0.5466167305740183,-0.9933752380790778,0.3353481059601683,-0.4777306840613222,2.61739510297616,1.1466851811781897,-0.7000477335034668,-0.45840042564944633,-0.09771475200007408,-0.721096200716868,-0.6717807246260852,0.08594392779018184,1.0783623025187004,0.5279493428901468,-0.4469005576196456,0.38970860197118656,-0.021018898668870085,
4219,1016064,-0.02027906608488561,-0.12524804978586537,-0.5054950440707321,-0.600732974559661,-0.25814970556196004,-0.08818790685144477,-0.9202511003557113,-0.2522348445912929,1.0993621445353656,-1.1550737125332355,-1.8045435163966637,-0.9100277313323696,-0.6362673675974617,-1.003083334517788,0.07707264557812357,0.10778501165274891,-0.6996200429396142,-0.37281456083763587,1.0613219715780864,-0.5682509289740164,-0.4354924648818518,0.886674593488833,0.6884220158417262,0.9229416670061943,0.35797169623508845,0.7590138827487697,-0.8565644630086253,1.3413573613160756,1.7353578407572197,1.4057424641414349,-0.8822438997380839,1.2260124292885104,1.5340337355171176,-0.02979849012223088,0.49207593565721974,0.08587250910834547,-0.9750199814281815,0.16259320211314582,0.33598256472851806,2.018671451963246,1.8834948835745406,-0.46966166992091046,-1.0249549984621158,-0.6482257344088105,-0.09030160135066954,0.2801378403661094,-0.6623995674419512,-0.10647292750776448,-0.372781582685449,-0.2385882431839398,-0.3472640089091641,0.5781829954071266,0.8047377850637082,0.31479292661487634,-0.6099779871440515,-1.3328550625260853,-0.7044609145068436,-0.9080559176905812,0.21695177996762952,-0.17030067027449125,3.2111628212586822,0.5432207251536652,-0.33593774275567106,-0.2994073559368525,-0.09709168942833044,-0.841648203852675,-0.8098507869019765,0.00563535650210021,0.7490383096416827,0.8042022580953938,-0.11981638231385336,0.4144804212498497,-1.433201185684837,
