,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)","Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
1838,1000000,-0.16854665489416568,0.05115159772959122,0.5962034301656872,-0.12421599924608491,-0.10428168809777559,-0.8424833225915536,0.24280929992956432,-0.5778404497439125,0.3812892224904133,-0.25494078287086197,-0.026697540226693205,0.04858939293659688,-0.6257893201062356,0.6325785751713944,-0.02180410357477016,-0.05936429112649408,-0.4969510081555501,-0.5721334038810258,0.2957405154784199,-0.05851663630863147,-0.18695849071515225,0.5567627950832487,-0.18695281200902614,1.0283670937525575,-0.33557227082107716,-0.7233940437883318,-0.6851279259925394,-0.9015565366668011,-0.8764958802232763,0.2719105823833904,-0.3255975138419703,-0.7553161190309642,-0.5162811982434766,-0.24750771536213242,1.0657988738006283,-0.30825046727881544,-0.24621879023953386,-0.7519021696455306,-0.8035599631597166,-0.29536303708023515,0.07649547937000774,0.2984617841016124,0.8490759554828751,0.8951809365500358,-0.9001449235029636,-0.629567944592082,-0.6141095644567905,-0.6497151187395412,0.04986543523829738,-0.6539394199020538,0.20083395859709588,-0.039717482395373316,-0.2557458861589337,0.06874536765195245,0.08350296758272885,-0.5055863382645859,-0.5778390646555348,-0.625795158926387,-0.49758434916402494,-0.5148840229445351,-0.24574009204540664,1.6879623825111778,-0.0576339074507761,-1.2495719583671332,-0.5537225970541646,0.42895476599761845,-0.003924393480446582,-0.05064358050755934,-0.19450502748765636,0.5098643217668303,0.17440098921077518,-0.9834996011632572,-0.01965507210742592,0.061173487984311985
2100,1001000,0.24115324032128657,-0.12689643646783935,-0.20712280846801165,-0.1755206773317476,0.1458896643620707,-0.9663052689330673,0.06513129064466112,-0.6388229276905952,0.5105094475281583,0.28859436248148757,0.04114330384282132,-0.41206633685877614,-0.6196283806870745,0.40890512896102293,0.08813660365786412,-0.06450184520866616,-0.203287430187438,-0.4423889417073944,0.37065025205733165,0.0022027367625093944,-0.1948362719530632,0.46379113660734683,-0.22233331545750162,0.5223648028356128,-0.32635214733081747,-0.6333465014332808,-0.3994837881753874,-0.7193579511138749,-0.8584073428817988,0.24025309175289997,-0.027389537490214708,-0.5195668773926837,-0.5192834839419632,-0.45043928043915604,0.6565592168398808,-0.33498724831035126,-0.25888184607147235,-0.8382081137603233,-0.7112595752322777,-0.4091985570078943,-0.045442890977908344,0.31753344577548204,0.5555615548755195,1.029081907290829,-0.7641574041686582,-0.5103869229180859,-0.6320573256278407,-0.7102773293796508,-0.10889018648944193,-0.5725555170002531,0.1520599618932528,-0.11216801712720635,-0.1625315948758522,-0.10628699296466257,0.06556902893157669,-0.40236947399221423,-0.7573701131861995,-0.6921880181116464,-0.40997612343878925,-0.5615171262582236,-0.16913200443913046,1.5413807097976036,-0.1633756139160857,-0.8176934337599232,-0.5148457691893865,0.5662542258033832,-0.08896511589930232,-0.10868890578980576,-0.5085391312586114,0.4199248664101063,0.20205192806682742,-0.9834996011632572,0.10459018627588713,0.06184942952576921
2339,1002001,0.38127142222492527,0.23346234347273034,0.059774374359527885,0.04057695407267471,-0.39571405457425246,-0.9216035650984454,-0.20625291245128516,-0.07797027573581976,-0.24783580704835304,0.1477925863826984,0.0060678971875438355,-0.41206633685877614,-0.6196283806870745,0.40890512896102293,0.08813660365786412,-0.06450184520866616,-0.203287430187438,-0.4423889417073944,0.37065025205733165,0.0022027367625093944,-0.1948362719530632,0.46379113660734683,-0.22233331545750162,0.5223648028356128,-0.32635214733081747,-0.6333465014332808,-0.38482023277076743,-0.7193579511138749,-0.8584073428817988,0.24025309175289997,-0.027389537490214708,-0.5195668773926837,-0.5192834839419632,-0.45043928043915604,0.6565592168398808,-0.33498724831035126,-0.25888184607147235,-0.8382081137603233,-0.7112595752322777,-0.4091985570078943,-0.045442890977908344,0.31753344577548204,0.5555615548755195,1.1613143769085368,-0.7641574041686582,-0.5103869229180859,-0.6320573256278407,-0.7102773293796508,-0.10889018648944193,-0.5725555170002531,0.1520599618932528,-0.11216801712720635,-0.1625315948758522,-0.10628699296466257,0.06556902893157669,-0.40236947399221423,-0.7573701131861995,-0.6921880181116464,-0.40997612343878925,-0.5615171262582236,-0.16913200443913046,1.5413807097976036,-0.1633756139160857,-0.8176934337599232,-0.5148457691893865,0.5662542258033832,-0.08896511589930232,-0.10868890578980576,-0.5085391312586114,0.4199248664101063,0.20205192806682742,-0.9834996011632572,0.10459018627588713,0.0616132414062297
2362,1003002,0.5437394373845096,0.19394218018861076,0.15044517336888588,-0.010558448774240019,0.11129217238507585,-0.78541907272696,-0.057319936431693405,-0.6674175028376687,0.05265931784572898,0.1738951794005394,-0.1582174862601243,-1.0341418222199998,-0.452567788915314,0.04706842393403298,-0.19664515879283723,0.07254537841344469,-0.17120214904958822,0.01776817237217927,0.5139841015581825,0.1384627750948528,-0.2800922850149757,0.26349631445772986,-0.5076135158983397,-0.12549435141186113,-0.379927099167787,-0.43521369106809404,-0.1379946290839859,-0.48557534020283455,-0.7450002749352289,0.21425337592375185,0.20625439007636387,-0.3408143574847806,-0.5270486764293946,-0.8612043058438659,-0.1552983437350748,-0.1978693513586034,-0.36571846191955937,-1.080808110670696,-0.6032148965260088,-0.5125396803272507,-0.1336286487461403,0.4782316908281702,0.27366234960143676,1.1613143769085368,-0.6166960055658398,-0.31207272958326876,-0.6588953284826209,-0.6456092567501368,-0.10733277880833457,-0.22596127415967993,-0.20038135622557718,-0.3248725200602954,0.1015172786840969,-0.24857241158878943,0.04299527078594073,-0.2408123982268159,-1.0119764771058959,-0.8216692747309473,-0.2767756430835344,-0.6762372012680297,-0.14677438917390861,1.3265750196073072,-0.3791392125784527,-0.5748293945361881,-0.5255568561862775,0.7858800553475338,-0.09098838273046712,-0.06971725956794467,-0.8078673469232228,0.23713711636492663,0.3280684849858024,-0.9834996011632572,0.17502814528173405,0.0616316638960166
2555,1004004,0.6929153815070939,0.2951261417777985,0.44002686492088705,0.2342699175067323,0.16668949099206742,-0.5199206848059715,0.25462364678837546,-0.39517705180003154,0.4357319157453863,0.008512647271572344,-0.3025020202316136,-1.0401837459427106,-0.452567788915314,-0.03503035780867293,-0.22340139911243384,0.08215716798305006,-0.212666933957711,0.0642737111731907,0.5208340474347284,0.1384627750948528,-0.2817153409556517,0.26349631445772986,-0.641709583091608,-0.15600229326783258,-0.38635754245732334,-0.4120487439066426,-0.1379946290839859,-0.4677271720385066,-0.7229980017336173,0.21425337592375185,0.20625439007636387,-0.3408143574847806,-0.5381425962703283,-0.8612043058438659,-0.17485896667008954,-0.1496735035742704,-0.3919541080506149,-1.0951965065959615,-0.6032148965260088,-0.5101893188730301,-0.1379939552938685,0.4782316908281702,0.27366234960143676,1.1613143769085368,-0.6077929031404236,-0.31012201430144726,-0.6588953284826209,-0.6309946434458814,-0.09446028407586814,-0.14961332297610958,-0.20038135622557718,-0.3295430375436692,0.11414589467043264,-0.24857241158878943,0.04299527078594073,-0.23457593484642267,-1.0047627936332315,-0.8216692747309473,-0.2829082065771993,-0.6770944789212049,-0.14798666752195697,1.3265750196073072,-0.3791392125784527,-0.5748293945361881,-0.5255568561862775,0.7858800553475338,-0.09098838273046712,-0.039182558861918945,-0.7737757951305474,0.23713711636492663,0.36336866973640675,-0.9834996011632572,0.17502814528173405,0.06154864677950811
2721,1005006,-0.4119614209889646,0.19562957164864941,0.6523833289886226,0.3098305749961965,-0.07647894445334334,-0.658086959470155,-0.17875783580354707,-0.4175756117122082,0.2366754446616879,0.12832646619886004,-0.4120551407609429,-1.6264926485236018,-0.3748668271995167,-0.08470904200092899,-0.11739793239920965,0.19876435739750783,-0.09871833557213283,0.3362189135769106,0.6358192296412508,0.22986473427827042,-0.3039768795968383,0.24887070826955776,-0.7047499404993708,-0.39247345363156183,-0.44119116715188855,-0.29134331235880007,0.08620208552865302,-0.2863391395324857,-0.7416542018236552,0.18082787897008235,0.09957523945021848,-0.229573413419486,-0.5123385450258185,-1.1019003758029224,-0.41118008170115056,-0.13548595019224105,-0.43873505231353904,-1.183866628280485,-0.5261970237659858,-0.6071044004295203,-0.15189393863448225,0.8775755207848869,-0.11712974028081416,1.1613143769085368,-0.5706866394378577,-0.09273311825237257,-0.6900370179330956,-0.6706679630655723,-0.14969989337895578,0.00970575638681661,-0.5033437161453128,-0.42518481270406816,0.22785792060242216,-0.46766630415469,0.017109561272034893,-0.19325879153458556,-1.1549352531420563,-0.931455340224256,-0.16912015389232482,-0.7872767143841212,-0.14696325989433884,1.2209934907931417,-0.597042904106693,-0.49062183579296265,-0.5743208412789554,0.9064022215283831,-0.132025410775952,0.013555266861921461,-0.9594360508571924,0.13842794264063032,0.38671411118562415,-0.9834996011632572,0.2810891517774873,0.06122826521688629
2966,1006009,0.12957563369856537,-0.23146469833681607,-0.2017563060269143,0.21003196459985002,0.3123379599330986,-0.7944656183795995,-0.20437491443029873,-0.2177030883121339,0.0734108818325613,0.7540040218355597,-0.18556647323115452,-1.0773416162642107,-0.4474462464542651,-0.2245702007531551,-0.31446675251150824,0.05184117362000998,-0.14590226793202052,0.20658511964987283,0.554544893735028,0.19399333281396214,-0.35383783130960533,0.07732987057061816,-0.7244608503826503,-0.3535651461104453,-0.33813186526840766,-0.23564788068898465,-0.00023716408142305745,-0.1962979537364861,-0.5937785213396558,0.22947938827781988,0.42046430863426837,-0.12457811920053978,-0.562141871763631,-0.856317222391748,-0.26347322184941985,-0.11897328304614786,-0.4738367251388138,-1.2125026601174487,-0.5256461272960253,-0.5400210589013278,-0.24905563434213923,0.20876970291909472,0.28107117012552313,1.1613143769085368,-0.49328190103875996,-0.28056804491316983,-0.5618954773425979,-0.5774525261078776,-0.13864892585093908,-0.06054368875607938,-0.2858295722850643,-0.3853417352674904,0.10999102599666673,-0.20187127916674202,0.05284733067886651,-0.032675720925033645,-1.0031211171449852,-0.8248270515671767,-0.2033610790183067,-0.6692903793338917,-0.11422532744842515,1.3265750196073072,-0.3693380914221149,-0.08030358202257587,-0.4617883429261375,0.8020700697720988,-0.08548754548999772,-0.07449829994693173,-0.7878452813577573,0.10866899659866332,0.3918021174893394,-0.9834996011632572,0.20551779440486778,0.06360714818672908
3095,1007012,0.279469320418369,0.09707012339600503,-0.3352810586596972,0.15055851808274032,0.1845521007270259,-0.5894864705460621,-0.4394302162855269,-0.31240462751910014,0.44603021333714793,0.49936650887501244,0.047878457153355265,-1.0675041761878534,-0.44533748877274215,-0.24391119570509287,-0.326401299277875,0.05097147086235157,-0.06870994294491743,0.22325164187407665,0.5547858536655578,0.20208404137004596,-0.3453144822878517,0.07732987057061816,-0.7298912749629524,-0.37692260381629966,-0.33272621883676406,-0.22666578526380218,0.020192758193258643,-0.12690922020531248,-0.5701224662390555,0.22947938827781988,0.42046430863426837,-0.05888559508135414,-0.5843781998226174,-0.8649940075256093,-0.2774640717912069,-0.09599100158038266,-0.4711681111290347,-1.2259895132565255,-0.5222728827765806,-0.5400210589013278,-0.22445211786218636,0.20876970291909472,0.26617729109120086,1.1613143769085368,-0.49328190103875996,-0.26272028216620985,-0.5618954773425979,-0.572484707352546,-0.13864892585093908,-0.03957748462353438,-0.3103528362953681,-0.39704510496610473,0.11776954000257712,-0.20187127916674202,0.048934557223350064,-0.020240665592393438,-1.0031211171449852,-0.813565167776627,-0.1808760605342578,-0.6728104886400341,-0.108906572867133,1.3265750196073072,-0.37125162862327715,-0.03684072314985066,-0.44848113484047675,0.8026847293672631,-0.08548754548999772,-0.07706364878106635,-0.7878452813577573,0.105482490876549,0.3918021174893394,-0.9834996011632572,0.20551779440486778,0.0633751467242697
3188,1008016,0.7491790339485765,0.27244838778945585,-0.6549485739940671,0.38950007339051085,0.1893498461597833,-0.6958959983302794,0.013357762282609514,-0.2238808241887875,0.05972440380345206,0.17686234589382546,0.30077755366220615,-0.6243060830862792,-0.5579975773249096,-0.43010731944749,-0.5105605989390499,-0.11929239629721661,-0.17179802404089475,0.05751972625695409,0.4187253598295091,0.15979994329262115,-0.47150947386289443,-0.18822339398358012,-0.751876280610939,-0.32375010681426003,-0.2203572075554668,-0.13597974439941474,-0.131925026262815,0.023292425476673637,-0.4283587538060363,0.3245353649716197,0.7868848010717475,0.2547978158293033,-0.662221388603298,-0.4958862148910315,0.01709583372091227,-0.08599336797887137,-0.5618075000180359,-1.3032726677427675,-0.5036998556022927,-0.5011724952682051,-0.3209476050197413,-0.3119433633863673,0.556827339929985,1.1613143769085368,-0.4132411447753955,-0.4273540551795582,-0.39462640919093434,-0.4646701865983974,-0.11978010298692354,-0.14809006841094885,-0.13433411909304793,-0.3814547587103042,-0.1685861570388601,0.14848689557642206,0.07280530770614069,0.16877206499700714,-0.7644533245303714,-0.7521805003062575,-0.23713697397018535,-0.5539947192624151,-0.07769032885267087,0.9921646054201783,-0.18060958938022767,0.26003563434404714,-0.331916664847781,0.6591994961833195,-0.03621079590151521,-0.23665028586719242,-0.4172067623533355,0.06028182164184328,0.35703456638218406,-0.9834996011632572,0.12365447002439992,0.06339979706833042
3276,1009020,0.8715892646673947,0.6273218549107837,0.49940551270238254,0.11948953736885305,0.2213385661159257,-0.15990677063350045,0.25976481107210575,-0.3461499082667809,0.0027883313452685037,0.42911442936364597,0.16876612682419917,-0.06801563604814889,-0.5369163774852324,-0.49607695057497714,-0.5305175915252952,-0.18826823469946394,-0.08713210628972753,0.0854692261493868,0.38932252975127396,0.1787031027045218,-0.38433871732151126,-0.2884335993346599,-0.766408513992868,-0.3464320323205097,-0.16807356169008283,-0.13276061975455636,-0.12099504457205895,0.07799594297604318,-0.28627535214097255,0.380594840882762,0.8210257331869205,0.4275202291486015,-0.7502382810358745,-0.4343178593973349,0.17339778672781464,-0.02054310965348405,-0.5347755431918921,-1.354818996388421,-0.5486567091667883,-0.4172247640130159,-0.3382727217633593,-0.7374497815478189,0.7474897890325859,1.1613143769085368,-0.325951391175969,-0.48431496254255163,-0.3143895095622322,-0.4286578243632521,-0.11711884047575964,-0.09064129834303934,-0.03856017538328164,-0.3413749631646935,-0.16671079318701854,0.3027311056051223,0.1198687665901072,0.24431886220860044,-0.5575603371557369,-0.6033901454573386,-0.18203196110512482,-0.47765713980943914,-0.04949729635485136,0.9921646054201783,-0.0591841462899254,0.5603157761114193,-0.213335328678051,0.5146076938570902,0.01318276485556017,-0.22638401097768102,-0.24830863051253843,0.060196436049966745,0.3820787923814026,-0.9834996011632572,0.09699228249790078,0.06335816495807145
3371,1010025,0.5397656400018339,0.4943517921926516,-0.7527735715138082,0.12077233090837385,0.34714014128682613,-0.4840227254115727,-0.22372857691845574,-0.5276822648078191,-0.14196898083967638,0.48258958622040143,-0.08509686167894064,-0.3229688452836796,-0.6431051332761063,-0.5746988413230273,-0.6928957438403813,-0.17137448425372748,-0.34416614770541204,-0.18169332272659725,0.3118656728887537,0.08891774068685468,-0.6044411452517019,-0.28223582083883875,-0.7780332926593274,-0.27162686953601695,-0.12905502470384064,-0.007949434657589127,-0.24448875024541983,0.10892834910431982,-0.3478661117319349,0.3709398323576821,0.9323490858990341,0.5172918506535078,-0.67451185498557,-0.22307229810154536,0.2291675389773694,-0.11375196410199909,-0.6653335245360429,-1.3384329372529682,-0.46428693318502495,-0.5078236145908143,-0.4357041949802325,-0.9821140017346203,0.9209061484291294,1.0288513046942576,-0.34838875441330236,-0.45063262480312943,-0.27186434755393746,-0.42563496135159845,-0.10004509636838846,-0.26157570308171985,-0.06329692313951252,-0.3927049246711498,-0.3687164482339055,0.32860227480704635,0.07678643747901152,0.30414313106909996,-0.612508451745207,-0.7396282543793503,-0.37005198759206637,-0.4572329105574012,-0.08693202140498854,0.9921646054201783,-0.0012865314721640147,0.4989660225200304,-0.33147819546083884,0.5802994188376002,-0.02490204210533789,-0.385411325853394,-0.3204041215392241,0.03241344252759857,0.31113247834398183,-0.7262849268694181,0.08311741014899698,0.06352968662983738
3498,1011030,0.8513104067623993,0.35762392431095846,0.1539696475486484,0.3792652000885539,0.33958723135099717,-0.4164569174523823,0.29345463540132666,-0.19871123155841663,0.020995493556752495,-0.1669634197250384,0.46442719422239487,0.32723249035840546,-0.26581731803456726,-0.39347165659176075,0.05038280237800635,-0.24229638269183632,0.2083671310722537,0.557794666809456,0.613498789589016,0.2608939376896831,-0.04478298379819985,-0.3615732400514769,-0.9223045145518852,-0.6607193190913242,-0.2202018047299396,-0.2810388598116269,0.04540224110847712,-0.08284747946057401,-0.024842828585276044,0.29460920501117904,0.3213256161252386,0.3034052463374425,-0.720686443720803,-0.9587773455192304,-0.018388545872852685,0.0702580395706136,-0.4072679131102139,-1.4702351207563362,-0.5973146652279796,-0.15517697168679315,-0.5793999312839465,-0.3508439902076105,0.7441531814317559,1.1894925932958837,-0.20620994065535522,-0.7334528540839659,-0.41370719582475907,-0.42958696860329887,-0.2303426853017034,0.199528426727533,0.13854779493815872,-0.19922887752568288,0.2143340526026003,0.06783148182858287,0.36674538047631744,0.21375038001879018,-0.4327889911803692,-0.37486985165564324,0.042822203280984766,-0.4424668088764463,0.12186919787163507,0.11569265906635964,-0.11967139209292703,0.7457249157803584,0.07670051750259234,0.33038757018598597,0.1436966235270869,0.14188547388250825,-0.016685680487176318,-0.02172269702318931,0.5434084602010761,-2.079775451808828,0.16878511471575627,0.06583360489308465
3523,1012036,0.706373966566893,0.47993885997822255,0.07059225313213814,-0.13165110211592226,0.17678166199906628,-0.23550805600264232,0.3156386062942783,-0.22993248833803162,-0.18675963172313345,0.41009998501336875,0.4886942939180187,-0.4184448753033834,-0.520351436030086,-0.49889936182478234,-0.6185314418931002,-0.162602382089455,0.789587741629502,0.26119270732916483,0.3017645137416637,0.34601879149555853,0.8385164507431846,-0.4250525805443313,-0.45847404102413325,-0.13950579154015594,-0.03690249810217206,-0.27428927252920937,0.3363681877415459,0.15057227862254585,-0.28509450270827125,0.7108993387977174,0.4761195851587455,0.33955928295546434,-1.0721893997181375,-0.6543227502700232,0.36625637671127603,0.2663065693653131,-0.17950343999505672,-1.0890734981224477,-1.0621249921215954,-0.5637578324045528,0.4865540873692235,-1.775358111800169,0.4767289796248185,1.9185218550110879,-0.6642946143201697,0.262820192755916,-0.20392854881139386,-0.4013241809729617,0.00453007589471454,0.394370786725196,-0.20788710824130058,-0.20663228735691624,0.2906696767993653,0.8535756956960101,-0.014316368805182072,0.11616642836742457,-0.3741385658633434,-0.49242955082718887,0.17371924650349788,-0.6028867555980968,0.02019763701920131,0.11569265906635964,-0.1533107675088882,0.9235709852691272,0.11163780722887502,0.4596877457558287,-7.452906122300775e-05,-0.11477730136092495,0.20904022678275772,0.35053903566111455,0.1510008415811038,-0.2193694119590259,0.023892754772053177,0.06718138156882257
3671,1013042,0.6574107589835553,0.13575321121104295,0.8098472811514756,0.2648095903358564,0.1337286798716714,-0.12715700668184637,0.6573920423311468,-0.1823152160838321,0.39510789732955814,0.07044466622623773,0.1846862026865248,1.0074956649944364,-0.4157101585157937,-0.33447117242549507,-0.5714089225318673,-0.1028494290094143,0.7295677418994811,0.3878618404658317,0.6677263372739087,0.20522325681992173,0.239208960372527,-0.5900346147810427,-0.5601956909080371,-0.18986193483906708,-0.36395972195780213,-0.3903020106560324,-0.21642151987805452,0.4636225093131892,-0.17643181360460294,0.32024200357149013,0.4023993962136108,0.8904039203379719,-0.9208287928559448,-0.6813469720551931,-0.5431661162054569,-0.15714964665029685,-0.5505109869898717,-0.8931164982947629,-0.37633270822560094,-0.41973986902605065,0.14662678010033642,-0.5054563052405247,1.5610591755834424,1.3850023866939827,-0.40171011475363033,-0.3851868013955562,-0.4538242209104871,-0.24920598053693135,0.15798523282620025,0.1842636630561664,-0.2658438084573558,-0.4579711623645495,0.13317981413658636,0.32586436918978434,0.3928238096518655,0.5513625282152815,-0.10355951944180267,-0.1960665774981002,-0.715940616296628,-0.2432122457209284,-0.515649908357859,0.11569265906635964,-0.33121480134066056,0.4144782904939423,0.7241336567325072,0.4691762518257501,0.21118711372423515,0.3455892530075689,0.1606119124945092,0.007827735147534461,0.21719612939540117,0.275531633060739,-0.10505481714760696,0.05731891909858944
3771,1014049,0.5945017263358598,0.5815073828047518,0.05520833186182081,0.4739564659093276,-0.07414846299355672,-0.6165562846884797,0.21040310629167844,-0.3714766044937447,0.09006213992328987,0.4504679257943001,0.14175309323200913,0.7908317681970375,-0.5942076192545324,-0.4596444078813897,-0.5546000145708685,-0.3613475835149255,-0.06285367972096922,-0.7439441736896574,0.4958243290955579,0.6161693284120072,-0.6547871997508689,0.15789146342614055,-0.5821953801052125,0.11885618320160822,-0.3305393321656832,-0.26619848564587734,-0.723048988625049,0.4811786513061522,-0.27154919762647095,0.8612014496194291,0.4598736644349004,0.4845649718752817,-0.8675740390075035,-0.6468953118984726,-0.6371193723615427,-0.5922387104699564,-0.37709854648919705,-1.2350710850574282,-0.5721240401100732,-0.3385505721982159,0.25431008975741787,-1.2131003455969909,1.0304930632819411,1.482511251002609,-0.5254048040972478,-0.8052506914533253,-0.07467779516429987,-0.4171212368591739,-0.1351308764191086,0.005959018811994928,0.22371672242997712,0.10468867020354229,-0.03312872916945822,-0.05724612841736172,0.6097905394393492,0.652823444278665,-0.47517088875209124,-0.6685908661844887,-0.41709920592584093,-0.2768499972102003,-0.9479387583325636,0.11569265906635964,-0.43040497474567707,0.7395821199492868,0.5391659508685892,0.5965786223849711,0.32472575222488315,0.22644827394848674,-0.5230504959215609,0.05207736195308732,0.1423055380678331,0.5714520191960932,0.04458528306747736,0.05881505046260184
3778,1015056,0.9571673674576818,0.7136535026757844,0.14448150689732409,-0.14541162995684875,-0.07720350289667016,-0.2800316367943557,0.07189302458300095,-0.1275584705443204,0.18993645342910612,0.4029834696939313,0.3561987491706521,-0.7001311911476381,0.052862878470231245,-0.3421505322819353,-0.3656177972326975,-0.7321555761949057,-0.2413907838604259,0.5319482597966658,0.4239812004737671,0.41672382721528195,-2.2710281289915373,-0.19639003764733143,-0.7197246616738197,-0.6553833064449442,-0.10953126915718928,-0.25816148396165206,-0.49852312969207296,0.28191208739795587,0.2358009512407904,0.5838605980851147,0.11493635915189944,0.4846546896524699,-1.08299712733249,-0.7787500552894067,-0.5546207889088157,-0.11575634582454225,-0.7977791520380418,-0.902612082125163,-0.9485265659596083,-0.48135542993525854,-0.0926208643753139,0.3007336644434905,-0.09184810295847784,1.5535334965765932,-0.8833606056421212,-0.05596571482936966,-0.30575096732176504,-0.6391149208122798,0.2743522538447275,-0.15087127396739697,-0.34946377676903223,-0.7920070930803557,0.08066389214666324,-0.4310076785022984,0.4386616274176628,-0.4920708071903567,-0.38454572823557465,-0.45916986269433624,-0.2865643143068243,-0.18425302678912134,-1.2277743630612679,-0.4021027061583747,-0.10473673355705022,1.175342176378378,0.8001183934392155,0.8183640849640629,0.2669544874765175,0.04180183663345523,-0.28136362630589307,-0.03382951713105915,0.5292619239933666,-1.7523030378047864,-0.10159687949530598,0.06141418820313116
